DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P388;P6440;P6450;P6460;P6460S1;P6400;P6410;P6410S1;P6422;P6424S1;P6424S2;P6424S3;P6426;P6430S1;P6480;P6480S1;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P6765;P6765S1;P6772;P6772S1;P6773S1;P6775;P6750;P6760;P550;P6780;P6780S1;P6790;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P1879;P1805;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P6870;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6980;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S7A1;P6980S8;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P7040;P390;P7045;P7050;P7050S1;P7070;P7075;P7077;P1880;P1881;P1882;P3148;P7090;P7100;P7110;P7120;P7130;P7140;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P7240;P7240S1;OFICIO;RAMA2D_R4;OCI;P6430;RAMA4D_R4;INGLABO;MES;DPTO;fex_c_2011;RAMA4DP8_R4
5444965;1;3;1;60;13;13;1;1; ; ;1; ; ;1;2;2;2;17; ;1; ;2;900000;2; ; ;1; ;1; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;2;7; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;2;5;4; ;2; ; ; ; ; ; ; ;8;14; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;2; ;45;47;1;1;4711;900000;05;13;473,372349036046; 
5444966;1;1;1;60;13;13;1;2;1; ;1; ; ;1;1;2;1;66; ;2; ;2;1400000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;106000;1;2; ; ;2; ; ;2; ; ;2; ; ;1;1400000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;40; ;.;40; ; ;7;7; ;1; ;1;1;1;18;1;1; ; ; ; ; ; ; ; ;1;1;1;12;156;1; ;2; ; ; ; ; ; ; ;2;2;20; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;2; ;11;01;1;1;0145;1400000;05;13;435,798328437393; 
5444966;1;2;1;60;13;13;1;2;2;12;1; ; ;1;1;2;1;2; ;2; ;2;1500000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;106000;1;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;2; ; ; ; ; ; ; ; ;40; ;.;40; ; ;9;7; ;1; ;1;1;1;2;1;1; ; ; ; ; ; ; ; ;1;1;1;0;24;1; ;2; ; ; ; ; ; ; ;8;2;20; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;11;69;1;1;6920;1500000;05;13;435,798328437393; 
5444967;1;1;1;60;13;13;1;2;2;12;1; ; ;1;2;2;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ;3;1500000;1; ;3; ;4;2; ; ; ; ;1;1;1;48; ;.;48; ; ;9;7; ;1; ;1;1;2;12;1;1; ; ; ; ; ; ; ; ;1;2;1;8;12;4; ;2; ; ; ; ; ; ; ;1;5;20; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;3; ;44;64;1;4;6424;1500000;05;13;414,778231244365; 
5444968;1;2;1;60;13;13;2; ; ; ; ; ; ; ; ; ; ;228; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3; ;1; ;3; ;12;2; ; ; ; ;3;6;2;40; ;.;40; ; ;1;7; ;1; ;1;1;2;98;1;1; ; ; ; ; ; ; ; ;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;12;15; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;45;47;1;4;4741; ;05;13;391,162536500112; 
5444968;1;3;1;60;13;13;1;2;1; ;1; ; ;1;1;2;1;108; ;1; ;2; ;2; ; ;2; ;2; ;1;98;2; ;2; ; ;1;98;2;1;98;2;2; ; ;2; ; ;2; ; ;1;98;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;9;7; ;1; ;1;1;1;98;1;1; ; ; ; ; ; ; ; ;1;1;2; ; ; ; ;2; ; ; ; ; ; ; ; ;7;40; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;1; ;39;52;1;1;5229; ;05;13;391,162536500112; 
5444969;1;1;1;60;13;13;1;2;1; ;1; ; ;1;1;2;1;24; ;2; ;1;3000000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;2900000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;7;7; ;1; ;1;1;1;8;1;1; ; ; ; ; ; ; ; ;1;1;1;0;12;4; ;2; ; ; ; ; ; ; ;8;5;30; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;02;71;1;1;7110;3000000;05;13;441,283309543036; 
5444969;1;2;1;60;13;13;1;2;1; ;1; ; ;1;1;1;1;180; ;5; ;2;5000000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;2250000;1;4500000;1;1500000;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;40; ;.;40; ; ;9;7; ;1; ;1;2;1;12;1;1; ; ; ; ; ; ; ; ;1;1;1;0;72;1; ;2; ; ; ; ; ; ; ;8;6;20; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;13;85;1;2;8544;5000000;05;13;441,283309543036; 
5444969;1;3;1;60;13;13;1;2;2;12;1; ; ;1;1;2;1;1; ;2; ;1;1300000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;7; ; ; ; ; ; ; ; ;48; ;.;48; ; ;9;1; ;1; ;1;1;1;0;1;1; ; ; ; ; ; ; ; ;1;2;1;5;6;1; ;2; ; ; ; ; ; ; ;1;14; ; ;2; ; ; ;1;1;1;1;2;2;2;2;2;2;2; ;1;1;1;1;1;2;2;1;3; ;38;82;1;1;8220;1300000;05;13;441,283309543036; 
5444970;1;1;1;60;13;13;1;2;2;10;1; ; ;1;2;2;2;120; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;3;4000000;1; ;3; ;11;2; ; ; ; ;1;1;1;40; ;.;40; ; ;9;7; ;1; ;1;2;2;25;1;1; ; ; ; ; ; ; ; ;1;1;1;1;24;1; ;2; ; ; ; ; ; ; ;1;5;20; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;21;84;1;4;8412;4000000;05;13;473,372349036046; 
5444970;1;2;1;60;13;13;1;2;1; ;1; ; ;1;1;2;1;120; ;2; ;2;2500000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;2300000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;9;7; ;1; ;1;2;1;23;1;1; ; ; ; ; ; ; ; ;1;1;1;1;36;1; ;2; ; ; ; ; ; ; ;1;3;20; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;44;64;1;1;6499;2500000;05;13;473,372349036046; 
5444971;1;1;1;60;13;13;1;2;1; ;1; ; ;1;1;1;1;6; ;5; ;2;2000000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;106000;1;1;71800;2;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;6; ; ; ; ; ; ; ; ;48; ;.;48; ; ;9;7; ;1; ;1;2;1;0;1;1; ; ; ; ; ; ; ; ;1;1;1;1;84;4; ;2; ; ; ; ; ; ; ;8;2;20; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;2; ;58;84;1;2;8424;2000000;05;13;444,925274512139; 
5444975;1;1;1;60;13;13;1;2;1; ;1; ; ;1;1;1;1;284; ;5; ;2;4500000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;2200000;1;3950000;1;2200000;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;40; ;.;40; ; ;9;7; ;1; ;1;2;1;24;1;1; ; ; ; ; ; ; ; ;1;1;2; ; ; ; ;2; ; ; ; ; ; ; ; ;8;25; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;4; ;21;84;1;2;8412;4500000;05;13;516,066144748091; 
5444975;1;2;1;60;13;13;2; ; ; ; ; ; ; ; ; ; ;48; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;3; ;1; ;3; ;12;2; ; ; ; ;2;6;1;40; ;.;40; ; ;1;1; ;1; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;1;2;1;0;192;1; ;2; ; ; ; ; ; ; ;10;14; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;11;69;1;4;6920; ;05;13;516,066144748091; 
5444976;1;1;1;60;13;13;1;2;1; ;1; ; ;1;1;2;1;180; ;2; ;2;3000000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;2400000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;8;7; ;1; ;1;2;1;17;1;1; ; ; ; ; ; ; ; ;1;1;1;1;24;1; ;2; ; ; ; ; ; ; ;1;3;20; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;13;85;1;1;8544;3000000;05;13;533,750092831077; 
5444978;1;1;1;60;13;13;2; ; ; ; ; ; ; ; ; ; ;120; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;3;5500000;1; ;3; ;12;2; ; ; ; ;2;3;2;40; ;.;40; ; ;1;1; ;1; ;3; ; ; ; ;.; ; ; ; ; ; ; ; ;2;2;1;0;300;1; ;2; ; ; ; ; ; ; ;4;8;25; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;2; ;21;74;1;4;7490;5500000;05;13;421,014371309339; 
5444979;1;1;1;60;13;13;1;2;1; ;1; ; ;1;1;2;1;30; ;1; ;1;6000000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;6000000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;44; ;.;44; ; ;9;7; ;1; ;1;2;1;19;1;1; ; ; ; ; ; ; ; ;1;1;1;0;120;1; ;2; ; ; ; ; ; ; ;8;8;30; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;21;86;1;1;8621;6000000;05;13;457,026129615363; 
5444980;1;1;1;60;13;13;2; ; ; ; ; ; ; ; ; ; ;132; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;1;1;2021;2;2000000;1; ;3; ;10;1;2;1;1;0;3;6;2;40; ;.;40; ; ;2;7; ;3; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;248;1; ;2; ; ; ; ; ; ; ;7;8;20; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;32;33;1;5;3313;2000000;05;13;382,310326033325; 
5444980;1;2;1;60;13;13;2; ; ; ; ; ; ; ; ; ; ;132; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;1;1;2021;2;2000000;1; ;3; ;10;1;2;1;1;0;3;6;2;40; ;.;40; ; ;2;7; ;1; ;3; ; ; ; ;.; ; ; ; ; ; ; ; ;2;2;1;0;240;2; ;2; ; ; ; ; ; ; ;4;8;20; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;2; ;21;33;1;5;3313;2000000;05;13;382,310326033325; 
5444981;1;1;1;60;13;13;1;2;2;12;1; ; ;1;2;2;2;132; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;3;5000000;1; ;3; ;10;2; ; ; ; ;1;3;2;40; ;.;40; ; ;7;7; ;1; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;72;1; ;2; ; ; ; ; ; ; ;3;11;15; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;21;94;1;4;9499;5000000;05;13;367,251633297313; 
5444981;1;2;1;60;13;13;1;1; ; ;1; ; ;1;1;2;2;120; ;1; ;2;908526;2; ; ;1; ;1; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;1;1; ;2; ;2; ; ; ;1; ; ; ; ; ;1; ; ; ;2;2;1;6;12;3; ;2; ; ; ; ; ; ; ;3;14; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;5; ;54;97;1;3;9700;908526;05;13;367,251633297313; 
5444984;1;1;1;60;13;13;1;2;2;12;1; ; ;1;1;2;1;6; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;9;7; ;1; ;1;1;1;15;1;1; ; ; ; ; ; ; ; ;1;1;1;0;24;1; ;2; ; ; ; ; ; ; ;8;8;15; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;1; ;13;85;1;1;8530; ;05;13;405,205387828571; 
5444985;1;1;1;60;13;13;2; ; ; ; ; ; ; ; ; ; ;360; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;1;1;2020;1; ;1; ;3; ;12;1;20;18;2;0;2;6;2;40; ;.;40; ; ;5;4; ;1; ;1;1;2;22;1;1; ; ; ; ; ; ; ; ;1;1;1;0;120;2; ;2; ; ; ; ; ; ; ;10;8;15; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;2; ;98;52;1;5;5222; ;05;13;421,014371309339; 
5444986;1;1;1;60;13;13;1;2;1; ;1; ; ;1;1;2;1;60; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;98;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;7;7; ;1; ;1;1;1;9;1;1; ; ; ; ; ; ; ; ;1;1;1;0;48;1; ;2; ; ; ; ; ; ; ;1;8;30; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;1; ;08;08;1;1;0811; ;05;13;445,578875838128; 
5444986;1;2;1;60;13;13;2; ; ; ; ; ; ; ; ; ; ;84; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;3; ;1; ;3; ;12;1;3;3;0;0;3;6;2;48; ;.;48; ; ;3;7; ;3; ;2; ; ; ;1; ; ;1; ; ; ; ; ; ;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;8;10; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;2; ;51;56;1;5;5611; ;05;13;445,578875838128; 
5445159;1;1;1;60;17;17;1;2;1; ;1; ; ;1;1;2;1;36; ;1; ;2;1200000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;106454;1;2; ; ;2; ; ;2; ; ;2; ; ;1;600000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;4;7; ;1; ;1;1;1;12;1;1; ; ; ; ; ; ; ; ;1;1;1;3;48;1; ;2; ; ; ; ; ; ; ;1;11;8; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;81;31;1;1;3110;1200000;05;17;385,65251542759; 
5445160;1;3;1;60;17;17;2; ; ; ; ; ; ; ; ; ; ;60; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ;2;60000;1; ;1; ;12;2; ; ; ; ;3;1;2;48; ;.;48; ; ;1;6; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;11;1; ;2; ; ; ; ; ; ; ;1;3;20; ;2; ; ; ;1;1;1;1;2;1;2;2;2;2;2; ;1;1;2;2;2;2;2;2;8; ;45;47;1;4;4789;60000;05;17;122,769640958837; 
5445161;1;1;1;60;17;17;1;2;1; ;1; ; ;1;1;2;1;144; ;1; ;2;1014980;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;106454;1;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;7;7; ;1; ;1;2;1;12;1;1; ; ; ; ; ; ; ; ;1;1;2; ; ; ; ;2; ; ; ; ; ; ; ; ;11;10; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;2; ;80;15;1;1;1522;1014980;05;17;145,680112486623; 
5445163;1;1;1;60;17;17;1;1; ; ;1; ; ;1;2;2;2;240; ;1; ;2;1100000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;64; ;.;64; ; ;4;7; ;10; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;11;5; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;8; ;77;56;1;1;5619;1100000;05;17;114,217742230478; 
5445163;1;2;1;60;17;17;1;2;1; ;1; ; ;1;2;1;1;1; ;1; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;9; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;9; ; ; ; ; ; ; ; ;48; ;.;48; ; ;6;7; ;1; ;1;1;1;20;1;1; ; ; ; ; ; ; ; ;1;1;1;3;12;1; ;2; ; ; ; ; ; ; ;1;11;20; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;8; ;34;86;1;1;8691; ;05;17;114,217742230478; 
5445163;1;3;1;60;17;17;1;2;1; ;1; ; ;1;1;1;2;5; ;1; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;108000;2;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;5; ; ; ; ; ; ; ; ;48; ;.;48; ; ;8;7; ;1; ;1;1;1;0;1;1; ; ; ; ; ; ; ; ;1;1;2; ; ; ; ;2; ; ; ; ; ; ; ; ;11;20; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;2; ;59;87;1;1;8730; ;05;17;114,217742230478; 
5445164;1;1;1;60;17;17;1;2;1; ;1; ; ;1;2;1;1;4; ;1; ;2;900000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;108000;1;1;60000;2;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;4; ; ; ; ; ; ; ; ;48; ;.;48; ; ;7;7; ;1; ;1;1;1;4;1;1; ; ; ; ; ; ; ; ;1;1;2; ; ; ; ;2; ; ; ; ; ; ; ; ;14; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;8; ;34;82;1;1;8220;900000;05;17;142,701957232839; 
5445165;1;1;1;60;17;17;2; ; ; ; ; ; ; ; ; ; ;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2; ;1; ;3; ;12;2; ; ; ; ;3;1;2;48; ;.;48; ; ;2;7; ;10; ;2; ; ; ;1; ; ;1; ; ; ; ; ; ;2;2;1;6;12;4; ;2; ; ; ; ; ; ; ;2;8;10; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;2;1;2; ;85;45;1;4;4520; ;05;17;341,442316018192; 
5445168;1;1;1;60;17;17;1;2;1; ;1; ; ;1;2;1;1;36; ;1; ;2;950000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;108000;2;1;60000;2;2; ; ;2; ; ;2; ; ;1;450000;1;450000;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;2;6; ;1; ;1;1;1;10;1;1; ; ; ; ; ; ; ; ;1;1;1;12;12;1; ;2; ; ; ; ; ; ; ;1;11;10; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;5; ;62;68;1;1;6820;950000;05;17;390,930356841968; 
5445169;1;1;1;60;17;17;1;2;1; ;1; ; ;1;1;2;1;48; ;2; ;2;680000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;98;2;2; ; ;2; ; ;2; ; ;2; ; ;1;600000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;9;7; ;1; ;1;1;1;6;1;1; ; ; ; ; ; ; ; ;1;1;1;6;30;1; ;2; ; ; ; ; ; ; ;1;11;15; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;2;1; ;80;15;1;1;1522;680000;05;17;335,039977401461; 
5445170;1;1;1;60;17;17;1;2;1; ;1; ; ;1;1;2;1;12; ;1; ;2;1300000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;98;1;2; ; ;2; ; ;2; ; ;2; ; ;1;650000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;60; ;.;60; ; ;9;7; ;1; ;1;1;1;1;1;1; ; ; ; ; ; ; ; ;1;2;1;12;7;1; ;2; ; ; ; ; ; ; ;8;3;30; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;1; ;58;80;1;1;8010;1300000;05;17;275,43986874611; 
5445170;1;2;1;60;17;17;1;2;1; ;1; ; ;1;1;2;1;1; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;98;2;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;6; ; ; ; ; ; ; ; ;48; ;.;48; ; ;9;7; ;1; ;1;1;1;6;1;1; ; ; ; ; ; ; ; ;1;1;1;6;60;1; ;2; ; ; ; ; ; ; ;1;2;60; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;1; ;97;46;1;1;4631; ;05;17;275,43986874611; 
5445171;1;2;1;60;17;17;2; ; ; ; ; ; ; ; ; ; ;180; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ;2;350000;1; ;3; ;12;2; ; ; ; ;1;1;2;60; ;.;60; ; ;3;7; ;2; ;2; ; ; ;1; ; ;1; ; ; ; ; ; ;2;2;1;6;12;4; ;2; ; ; ; ; ; ; ;2;2;30; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;2;2;2;2; ;99;45;1;4;4520;350000;05;17;335,039977401461; 
