DIRECTORIO SECUENCIA_P ORDEN HOGAR REGIS AREA CLASE P388 P6440 P6450 P6460 P6460S1 P6400 P6410 P6422 P6424S1 P6424S2 P6424S3 P6426 P6430S1 P6480 P6480S1 P9440 P6500 P6510 P6510S1 P6510S2 P6590 P6590S1 P6600 P6600S1 P6610 P6610S1 P6620 P6620S1 P6585S1 P6585S1A1 P6585S1A2 P6585S2 P6585S2A1 P6585S2A2 P6585S3 P6585S3A1 P6585S3A2 P6585S4 P6585S4A1 P6585S4A2 P6545 P6545S1 P6545S2 P6580 P6580S1 P6580S2 P6630S1 P6630S1A1 P6630S2 P6630S2A1 P6630S3 P6630S3A1 P6630S4 P6630S4A1 P6630S6 P6630S6A1 P6640 P6640S1 P6765 P6765S1 P6772 P6772S1 P6773S1 P6775 P6750 P6760 P550 P6780 P6780S1 P6790 P1800 P1800S1 P1801S1 P1801S2 P1801S3 P1802 P1879 P1805 P6800 P6810 P6810S1 P6850 P6830 P6830S1 P6870 P6880 P6880S1 P6915 P6915S1 P6920 P6930 P6940 P6960 P6980 P6980S1 P6980S2 P6980S3 P6980S4 P6980S5 P6980S6 P6980S7 P6980S7A1 P6980S8 P6990 P9450 P7020 P760 P7026 P7028 P7028S1 P7040 P390 P7045 P7050 P7050S1 P7070 P7075 P7077 P1880 P1881 P1882 P3148 P7090 P7100 P7110 P7120 P7130 P7140 P7140S1 P7140S2 P7140S3 P7140S4 P7140S5 P7140S6 P7140S7 P7140S8 P7140S9 P7140S9A1 P7150 P7160 P7170S1 P7170S5 P7170S6 P7180 P514 P515 P7240 P7240S1 OFICIO RAMA2D_R4 OCI MES P6430 RAMA4D_R4 INGLABO DPTO fex_c_2011 RAMA4DP8_R4
5544588 1 7 1 60  1 68 1 2 1  1  1 1 2 1 180  2  2 1350000 2   2  2  1 300000 2  2   2   2   2   2   2   1 1200000 2  2  2  2  2   .         . 12         48  . 48   9 7  1  1 1 1 19 1 1         1 1 1 24 20 2  2        2 7 45  2    2              1 1 1 1 2 1 1  03 36 1 09 2 3600 1350000 68 2060.12067 
5544588 1 9 1 60  1 68 2          13                                               6     2 900000 1  3  12 2     3 10 1 36 2  36   1 4  2  2    1   1       2 2 1 4 14 2  2        2 11 30  2    1 1 1 1 1 1 1 2 2 1 2  2 1 2 2 2 2 2 1 2  98 49 1 09 4 4921 900000 68 2060.12067 
5544590 1 1 1 60  1 68 1 2 1  1  2 2 2 2 120  1  2 1300000 1 300000 1 2  2  2  2  2   2   2   2   2   2   2  2  2  2  2  2   .         . 12         25 1  25   4 7  4  2    1         1 1 2 1 2 10 1  2        1 3 10  1 25 2 1 2              1 1 1 2 1 1 3  13 85 1 09 1 8530 1300000 68 4292.7342084 
5544590 1 2 1 60  1 68 2          12                                               6     2 900000 1  3  12 2     3 3 2 30 2  30   1 2  2  2    1   1       2 2 1 12 12 4  2        2 12 10  2    2              1 1 1 2 1 1 3  81 16 1 09 4 1630 900000 68 4292.7342084 
5544591 1 1 1 60  1 68 1 1   1  2 2 2 2 8  2  2 300000 2   2  2  2  2  1 140000 2 2   2   2   2   2   2  2  2  2  2  2   .         . 8         48  . 48   4 7  2  2    1         1 2 2 1 10 396 4  2        13 12 15  2    1 1 2 1 1 1 2 2 1 2 2  2 1 2 2 2 2 2 2 8  45 47 1 09 1 4772 300000 68 2160.0010716 
5544591 1 3 1 60  1 68 1 1   1  1 2 2 2 0  1  2 0 2   2  2  2  9  2   2   2   2   2   2   2  2  2  2  2  2   .         . 11         70  . 70   2 7  5  2    1         1 2 2 1 0 3 4  2        3 12 10  2    2              1 1 1 2 1 1 8  45 47 1 09 1 4771 0 68 2160.0010716 
5544592 1 2 1 60  1 68 1 2 2 2 2 4 1 1 2 1 2  1  2 2300000 2   1 450000 2  1 300000 2  2   2   2   2   2   2   2  2  2  2  2  2   .         . 8         48  . 48   9 10  1  1 1 1 4 1 1         1 1 1 4 6 1  2        1 7 30  2    2              1 1 1 2 2 1 9  84 06 1 09 1 0610 2750000 68 2855.3305632 3312
5544593 1 1 1 60  1 68 2          12                                               6     2 980000 1  3  12 2     3 1 1 64  . 66   1 4  2  2    1         1 2 2 1 4 7 1  2        1 11 4  2    1 1 1 1 1 2 2 2 1 1 2  1 1 2 2 2 2 2 1 2  98 49 1 09 4 4921 980000 68 3484.3350591 
5544595 1 1 1 60  1 68 2          5                                               6     2 500000 1  1  8 2     2 1 1 16 1  18   1 2  2  2    1         1 2 2 1 4 3 3  2        7 3 18  2    1 1 2 1 2 1 2 1 1 2 2  1 1 2 2 2 2 2 1 3  54 81 1 09 4 8121 500000 68 2258.2618502 
5544595 1 2 1 60  1 68 2          2                                               6     2 820000 1  3  12 2     3 1 1 72  . 72   1 4  2  2    1         1 2 2 1 0 14 1  2        1 6 16  2    2              1 1 1 2 1 2 2  98 49 1 09 4 4921 820000 68 2258.2618502 
5544596 1 1 1 60  1 68 1 2 2 4 1  1 1 2 1 12  3  2 3800000 2   2  2  2  2  2   2   2   2   2   2   1 3800000 2  2  2  2  2   .         . 12         48  . 70   9 8  1  1 1 1 12 1 1  1       1 1 1 1 30 1  2        1 11 10  2    1 1 1 1 2 1 2 2 1 2 2  1 1 2 2 2 2 2 2 3  02 42 1 09 1 4210 3800000 68 4434.0206064 
5544596 1 2 1 60  1 68 1 2 2 98 1  1 1 2 1 18  6  2 2500000 1 150000 2 1 200000 2  2  2  2   2   1 35000 2 2   2   2   1 2500000 2  2  2  2  1 13            12         48  . 61   9 7  1  1 2 1 8 1 1  1       1 1 1 36 18 1  2        1 11 15  2    2              1 1 1 2 1 1 3  03 42 1 09 1 4210 2700000 68 4434.0206064 
5544597 1 1 1 60  1 68 1 2 2 4 2 4 1 1 2 1 36  1  2 2000000 1 90000 2 2  2  2  2  2   1 106454 2 2   2   2   2   1 1800000 2  2  2  2  1 4            12         48  . 52   9 2  1  1 1 1 4 1 1         1 1 1 12 3 1  2        1 11 5  2    2              1 1 1 2 1 1 3  21 35 1 09 1 3511 2000000 68 4545.2486678 7112
5544603 1 1 1 60  1 68 1 2 2 12 2 4 1 1 2 1 5  2  2 908526 2   2  2  2  2  2   1 106454 2 2   2   2   2   1 648000 2  2  2  2  2   .         . 9         48  . 48   9 7  1  1 1 1 8 1 1         1 1 1 3 1 1  2        7 11 28  2    2              1 1 1 1 1 1 2  58 68 1 09 1 6820 908526 68 4114.8088489 8010
5544824 1 1 1 60  1 17 2          12                                                .         . 12         30 2  30   2 1  2  2    1         1 2 2 1 2 78 6  2        2 14   2    2              1 1 1 2 1 1 8  97 10 1 09 6 1089  17 1199.7790403 
5544824 1 2 1 60  1 17 2          12                                               6     2 1000000 1  3  12 1 1 0 0 1 1 3 2 35 2  35   2 1  2  2    1         1 2 2 1 2 120 4  2        2 14   2    2              1 1 1 2 1 1 8  77 10 1 09 4 1089 1000000 17 1199.7790403 
5544825 1 1 1 60  1 17 1 2 2 3 1  2 2 2 2 8                                               1     2 908526 1  3  8 2     1 1 1 48  . 48   7 7  1  1 2 2 4 1 1         1 2 1 8 48 1  2        7 3 5  2    1 1 2 1 2 1 2 2 2 2 1 "PORQUE ES POR PRESTACION DE SERVICIOS" 1 1 2 2 1 2 2 1 5  32 61 1 09 4 6110 908526 17 3539.4580526 
5544826 1 1 1 60  1 17 1 1   1  1 2 2 2 60  1  2 1200000 2   2  2  2  2  2   2   2   2   2   2   1 893164 2  2  2  2  2   .         . 12         56  . 56   2 7  3  2    1         1 2 2 1 0 120 4  2        2 3 5  2    2              1 1 1 2 1 2 5  33 47 1 09 1 4711 1200000 17 5336.4600503 
5544827 1 1 1 60  1 17 1 1   1  1 2 2 2 12  1  2 600000 2   2  2  2  2  2   2   2   2   2   2   2  2  2  2  2  2   .         . 12         50  . 0 1  2 8  2  2    1         1 2 2 1 0 12 8  2        7 12 20 2 2    2              1 1 1 2 1 1 5  62 01 1 09 8 0123 600000 17 1199.7790403 
5544828 1 1 1 60  1 17 1 1   1  1 2 2 2 2  1  2 800000 2   2  2  2  2  2   2   2   2   2   2   2  2  2  2  2  2   .         . 12         50  . 50   2 8  2  2    1         1 2 2 1 0 4 8  2        7 3 20  2    2              1 1 1 2 1 1 8  62 01 1 09 8 0123 800000 17 1914.5799963 
5544830 1 1 1 60  1 17 1 2 2 12 2 1 1 1 2 1 13  3  2 1598000 2   2  2  1 200000 2  2   2   2   2   2   2   1 1355000 2  2  2  2  2   .         . 12         55  . 55   9 8  1  1 2 1 10 1 1         1 1 1 0 6 1  2        1 7 20  2    2              1 1 1 2 1 1 5  85 35 1 09 1 3514 1598000 17 2449.6000288 7810
5544831 1 1 1 60  1 17 1 1   1  1 2 2 2 24  1  2 720000 2   2  2  2  2  2   2   2   2   2   2   2  2  2  2  2  2   .         . 12         50  . 50   2 8  2  2    1         1 2 2 1 0 8 8  2        7 11 45  2    2              1 1 1 2 1 1 5  62 01 1 09 8 0123 720000 17 2449.6000288 
5544832 1 1 1 60  1 17 2          96                                               6     2 550000 1  3  12 2     3 1 2 52  . 52   1 1  2  2    1         1 2 2 1 24 120 8  2        8 14   2    1 1 1 1 1 2 2 2 1 2 2  2 9 1 1 2 2 1 1 5  53 56 1 09 4 5611 550000 17 5638.9614895 
5544832 1 4 1 60  1 17 1 1   1  2 2 2 2 0  1  2  2   2  2  2  2  2   2   2   2   2   2   2  2  2  2  2  2   .         . 3         48  . 48   2 2  2  2    1         1 2 2 2     2         3 30  2    1 1 2 1 2 1 2 2 2 2 2  1 1 2 2 1 2 2 1 8  93 41 1 09 1 4111  17 5638.9614895 
5544833 1 1 1 60  1 17 2          6                                               6     3 300000 1  3  6 2     2 1 1 24 1  24   1 2  2  2    1         1 2 2 2     2         3 5  2    1 1 2 1 2 1 2 2 2 2 2  2 1 2 2 1 2 2 1 8  54 81 1 09 4 8121 300000 17 1199.7790403 
5544835 1 1 1 60  1 17 1 1   1  1 2 2 2 120  1  2 400000 2   2  2  2  2  2   2   2   2   2   2   2  2  2  2  2  2   .         . 12         48  . 48   2 7  2  2    1         1 2 2 2     2         3 10  2    2              1 1 1 2 1 1 5  45 47 1 09 1 4773 400000 17 1199.7790403 
5544835 1 2 1 60  1 17 1 1   1  1 2 2 2 24  1  2 623000 2   2  2  2  2  2   2   2   2   2   2   2  2  2  2  2  2   .         . 10         48  . 48   4 8  2  2    1         1 2 2 1 2 36 8  2        1 11 20  2    2              1 2 1 2 2 1 9  62 01 1 09 8 0123 623000 17 1199.7790403 
5544837 1 1 1 60 05 1 5 1 2 2 6 1  1 1 2 1 12  3  1 2000000 2   2  2  2  2  2   2   2   2   2   2   1 1900000 2  2  2  2  2   .         . 12         50  . 50   9 7  1  1 1 1 11 1 1         1 1 1 7 9 1  2        1 2 60  2    2              1 1 2 2 1 2 3  59 86 1 09 1 8610 2000000 05 1285.9819082 
5544839 1 2 1 60 05 1 5 1 2 2 12 2 4 1 1 2 1 48  2  2 1100000 1 300000 2 2  2  2  2  2   1 106454 2 2   2   2   2   1 1000000 2  2  2  2  2   .         . 12         60  . 60   9 7  1  1 2 1 20 1 1         1 1 1 0 30 1  2        1 4 30  2    1 1 2 2 2 2 2 2 1 2 2  2 1 1 1 1 2 1 1 5  58 52 1 09 1 5210 1100000 05 1049.1852244 8010
5544840 1 1 1 60 05 1 5 1 1   1  1 1 2 1 12  1  2 1000000 2   1 120000 2  2  2  2   1 50000 2 2   2   2   2   1 100000 2  2  2  2  2   .         . 12         50  . 50   5 7  1  2    1         1 2 2 1 6 20 1  2        1 4 40  2    2              1 1 1 2 1 1 3  53 56 1 09 1 5611 1120000 05 1445.3325747 
5544840 1 2 1 60 05 1 5 2          48                                               6     3 3000000 1  3  12 1 2 2 0 0 2 8 2 50  . 50   2 2  4  2    1         1 2 2 1 6 5 1  2        1 2 40  2    2              1 1 1 2 1 1 3  95 41 1 09 5 4111 3000000 05 1445.3325747 
5544840 1 3 1 60 05 1 5 2          1                                               7  2   2 250000 1  3  1 2     3 11 2 40  . 40   1 1  4  2    1   1       2 2 2     2         14   2    1 1 2 1 2 2 2 2 2 2 2  1 2 1 1 1 2 1 1 3  45 47 1 09 4 4724 250000 05 1445.3325747 
5544841 1 1 1 60 05 1 5 1 1   1  1 2 2 2 36  1  2 1200000 2   1 320000 2  2  2  2   2   2   2   2   2   2  2  2  2  2  2   .         . 12         60  . 60   7 7  2  2    1         1 2 2 1 12 20 1  2        1 4 40  2    1 1 2 1 2 2 2 2 2 2 2  2 2 2 2 2 2 2 1 3  77 56 1 09 1 5611 1520000 05 1185.0157658 
5544841 1 4 1 60 05 1 5 1 2 1  1  1 1 2 1 10  1  2 1000000 2   2  2  2  2  2   2   2   2   2   2   2  2  2  2  2  2   .         . 12         74  . 74   4 7  11  2    1         1 2 2 1 0 4 1  2        1 2 30  2    1 1 2 1 2 2 2 2 2 2 2  2 2 1 2 1 2 1 1 5  99 45 1 09 1 4520 1000000 05 1185.0157658 
5544841 1 5 1 60 05 1 5 1 1   1  1 2 2 2 1  1  2 400000 2   2  2  2  2  2   2   2   2   2   2   2  2  2  2  2  2   .         . 4         40  . 40   3 7  10  2    1         1 2 2 1 8 3 1  2        3 4 40  2    2              1 1 1 2 1 1 3  57 96 1 09 1 9602 400000 05 1185.0157658 
5544841 1 6 1 60 05 1 5 1 1   1  1 2 2 2 1  1  2 1200000 2   2  2  2  2  2   2   2   2   2   2   2  2  2  2  2  2   .         . 12         40  . 40   2 2  10  2    1         1 2 2 1 0 24 4  2        3 3 30  2    1 1 2 1 2 1 2 2 2 2 2  2 1 1 2 2 2 2 1 3  95 43 1 09 1 4321 1200000 05 1185.0157658 
5544842 1 2 1 60 05 1 5 2          96                                               7  2   2 800000 1  3  12 2     3 4 2 50  . 50   1 1  3  2    1         1 2 2 1 0 24 1  2        12 14   2    2              1 1 1 2 1 1 5  41 47 1 09 4 4711 800000 05 1049.1852244 
5544843 1 1 1 60 05 1 5 1 2 1  1  1 1 1 1 252  1  2 2000000 1 100000 2 2  2  2  2  2   1 106454 2 2   2   2   2   1 2000000 1 2000000 1 2000000 2  2  2   .         . 12         50  . 50   9 6  1  1 2 1 26 1 1         1 1 1 12 72 1  2        3 11 15  2    2              1 1 1 1 1 1 4  99 38 1 09 2 3811 2000000 05 1194.591743 
5544844 1 1 1 60 05 1 5 2          2                                               6     2 150000 1  3  11 2     3 1 1 60  . 60   1 4  1  2    1   1       2 2 1 1 20 1  2        9 11 60  2    1 1 1 1 1 1 2 1 1 1 2  1 1 1 1 1 2 2 1 2  37 53 1 09 4 5320 150000 05 964.39337898 
5544844 1 2 1 60 05 1 5 1 2 2 6 1  1 1 2 1 10  2  2 908526 2   1 40000 2  2  2  2   1 106454 2 2   2   2   2   1 450000 2  2  2  2  1 7            12         48  . 55   3 7  1  1 1 1 0 1   1       1 1 1 0 5 1  2        8 11 5  2    2              1 1 1 2 1 1 2  45 10 1 09 1 1081 948526 05 964.39337898 
5544845 1 1 1 60 05 1 5 1 1   1  1 2 2 2 2  1  2 120000 2   1  2  2  2  2   2   2   2   2   2   2  2  2  2  2  2   .         . 10         40  . 40   1 2  2  2    1         1 2 2 1 48 6 3  2        13 2 2  1 54 2 2 1 1 1 1 2 1 2 2 2 2 2  2 2 1 1 1 2 2 2 8  54 97 1 09 3 9700 120000 05 2862.2013931 
5544845 1 2 1 60 05 1 5 1 1   1  1 2 2 2 2  1  2 510000 2   2  2  2  2  2   2   2   2   2   2   2  2  2  2  2  2   .         . 7         60  . 5 6  4 7  2  2    1         1 2 2 1 5 8 1  2        7 4 30 1 1 36 2 2 1 1 1 1 2 1 2 1 1 1 2  1 1 2 2 1 2 2 1 8  79 14 1 09 1 1410 510000 05 2862.2013931 
5544845 1 4 1 60 05 1 5 1 1   1  1 2 2 2 2  1  2 900000 1 20000 2 1 200000 2  2  2  2   2   2   2   2   1 200000 1 2  2  2  2  2  2   .         . 9         72  . 74   4 7  4  2    1   1       2 2 1 3 1 4  2        3 4 70  2    1 1 1 1 1 2 2 2 1 1 2  1 1 2 2 2 2 1 2 6  53 56 1 09 1 5611 1100000 05 2862.2013931 
5544845 1 6 1 60 05 1 5 1 1   1  1 2 2 2 2  1  2 350000 1 50000 2 2  2  2  2  2   2   2   2   2   2   2  2  2  2  2  2   .         . 10         30 1  30   2 7  4  2    1         1 2 2 1 2 8 1  2        9 3 5  1 18 2 2 1 1 1 1 2 1 2 2 1 1 2  2 1 1 2 2 2 2 2 3  21 61 1 09 1 6190 350000 05 2862.2013931 
5544846 1 1 1 60 05 1 5 1 2 1  1  1 1 2 1 96  1  2 908526 1 60000 2 1 200000 2  2  2  2   1 106454 2 1 76600 2 2   2   2   1 1000000 2  2  2  2  2   .         . 12         50  . 50   5 7  1  1 2 1 10 1 1         1 1 1 12 24 1  2        3 2 45  2    2              1 1 1 2 1 1 1  53 56 1 09 1 5611 1108526 05 1071.3788705 
5544847 1 1 1 60 05 1 5 1 1   1  1 2 2 2 7  1  2 200000 2   1 150000 2  2  2  2   2   2   2   2   2   2  2  2  2  2  2   .         . 7         8 1  8   1 2  2  2    1         1 2 2 1 5 3 3  2        13 4 40  1 48 2 1 1 1 2 1 2 1 2 2 2 2 1 "TENER PRESTACIONES SOCIALES" 2 1 2 2 2 2 2 1 3  54 97 1 09 3 9700 350000 05 1183.979828 
5544847 1 2 1 60 05 1 5 2          12                                               5     2 150000 1  3  12 2     3 1 2 10 1  10   1 5  5  2    1         1 2 2 1 18 24 1  2        3 3 10  1 40 2 1 1 1 2 1 2 2 2 2 2 2 2  1 1 2 2 2 2 1 1 3  45 47 1 09 4 4792 150000 05 1183.979828 
5544847 1 3 1 60 05 1 5 1 1   1  2 2 2 2 12  2  2 520000 2   2  2  2  2  2   2   2   2   2   2   2  2  2  2  2  2   .         . 12         72  . 72   3 7  5  2    1         1 2 2 1 5 18 4  2        13 3 40  2    1 1 1 1 2 1 2 1 1 2 1 "TENER PRESTACIONES SOCIALES" 1 1 2 2 2 2 2 2 8  95 16 1 09 1 1630 520000 05 1183.979828 
5544848 1 1 1 60 05 1 5 2          240                                               7  2   2 50000 1  1  12 2     3 1 1 10 1  10   1 1  3  2    1         1 2 2 2     2         14   2    2              1 1 1 2 1 1 3  41 47 1 09 4 4724 50000 05 2663.4002175 
5544848 1 2 1 60 05 1 5 1 2 1  1  1 1 2 1 24  2  2 908526 2   2  2  2  2  2   1 106454 1 2   2   2   2   1 893000 2  2  2  2  2   .         . 12         48  . 48   9 6  1  1 1 1 23 1 1         1 1 1 2 36 1  2        1 11 60  1 5 2 1 1 1 1 1 2 2 2 2 2 2 2  2 1 1 2 1 2 1 1 5  62 81 1 09 1 8130 908526 05 2663.4002175 
5544849 1 1 1 60 05 1 5 1 2 1  1  1 1 2 1 7  3  1 908526 2   2  2  2  2  2   1 47800 2 1 76000 2 2   2   2   1 270000 2  2  2  2  2   .         . 7         48  . 24 1  9 1  1  1 1 1 6 1 1         1 1 1 5 12 1  2        13 14  2 2    2              1 1 1 2 2 2 8  38 82 1 09 1 8220 908526 05 1531.114122 
5544850 1 2 1 60 05 1 5 1 2 2 12 2 4 1 1 2 1 72  1  2 908526 2   2  2  2  2  2   1 106454 2 2   2   2   2   1 877803 2  2  2  2  2   .         . 12         48  . 48   9 6  1  1 2 1 18 1 1         1 1 1 12 12 4  2        3 4 45  2    2              1 1 1 2 1 1 8  99 38 1 09 1 3811 908526 05 1399.1903717 7810
5544851 1 1 1 60 05 1 5 1 1   1  2 2 2 2 1  1  2 200000 2   1 60000 2  2  2  2   2   2   2   2   2   2  2  2  2  2  2   .         . 2         16 1  16   6 7  2  2    1         1 2 2 1 10 1 1  2        13 4 120  1 50 1 1 1 1 2 1 2 1 2 2 2 2 1 "TENER PRESTACIONES SOCIALES" 1 1 2 2 2 2 2 1 8  55 56 1 09 1 5611 260000 05 979.94689872 
5544852 1 2 1 60 05 1 5 2          18                                               7  2   2 300000 1  3  12 2     3 5 2 72  . 72   1 6  2  2    1         1 2 2 1 5 3 1  2        1 2 20  2    1 1 2 1 2 2 2 2 1 2 1 "TENER PRESTACIONES SOCIALES" 2 1 2 2 1 2 1 1 8  45 32 1 09 4 3290 300000 05 1468.8084746 
5544853 1 1 1 60 05 1 5 1 2 1  1  1 1 2 1 12  1  2 1300000 1 300000 2 2  2  2  2  2   1 106000 1 1 38400 2 2   2   1 30000 2 1 1000000 2  2  2  2  1 20            12         48  . 68   9 7  1  1 2 1 15 1 1         1 1 1 12 48 1  2        13 11 10  2    2              1 1 1 2 1 1 8  95 23 1 09 1 2392 1300000 05 1256.5260471 
