DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P6016,P6020,P6030S1,P6030S3,P6040,P6050,P6080,P6080S1,P6070,P6081,P6081S1,P6083,P6083S1,P6071,P6071S1,P3147S1,P3147S2,P3147S3,P3147S4,P3147S5,P3147S6,P3147S7,P3147S8,P3147S9,P3147S10,P3147S11,P3147S10A1,P3246,P6090,P6140,P6150,P6100,P6110,P6120,P6125,P6160,P6170,P6175,P6210,P6210S1,P6220,P6269,CLASE,ESC,MES,DPTO,fex_c_2011
5359522,1,1,1,10,1,1,12,1956,64,1,1,500_01,3,3,,3,,1,2,,1,,1,,,,,,,,,1,1,,,3,,,2,2,2,,1,0,,,2,0,01,19,1465.6770888
5359522,1,2,1,10,2,2,6,1959,61,2,1,500_01,3,3,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,2,2,,1,0,,,2,0,01,19,1465.6770888
5359522,1,3,1,10,1,2,3,2005,15,3,1,500_01,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,7,,,2,7,01,19,1465.6770888
5359522,1,4,1,10,1,2,4,2010,10,4,1,500_01,6,2,,2,,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,3,4,,,2,4,01,19,1465.6770888
5359522,1,5,1,10,1,1,12,2014,6,4,1,500_01,,2,,2,,,,,,,,,,,,,,,,,1,,,3,,,2,2,1,1,3,0,,,2,0,01,19,1465.6770888
5359551,1,1,1,10,1,1,1,1970,51,1,6,,4,1,2,1,3,,,,1,,1,1,,1,,1,,,,1,1,,,3,,,2,1,2,,5,11,2,,2,11,01,19,646.93731738
5359551,1,2,1,10,1,1,6,1922,98,5,6,,3,3,,3,,1,3,,,,,,,,,,,1,,,1,,,1,2,135000,2,1,2,,6,5,4,,2,16,01,19,646.93731738
5359551,1,3,1,10,1,2,4,1948,72,5,6,,3,3,,3,,1,2,,,,,,,,,,,1,,,1,,,1,3,113000,2,1,2,,5,11,2,,2,11,01,19,646.93731738
5359551,1,4,1,10,1,2,,,45,5,6,,6,1,2,1,3,,,,,,,,,,,,,1,,,1,,,1,5,,2,2,2,,1,0,,,2,0,01,19,646.93731738
5359552,1,1,1,10,1,2,5,1971,49,1,5,,5,1,6,1,5,,,,,1,1,,,,,,,,,2,1,,,3,,,2,1,2,,3,5,,,2,5,01,19,1096.6556945
5359552,1,2,1,10,2,1,7,1993,27,3,5,,6,3,,1,1,,,,,,1,,,,,,,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,01,19,1096.6556945
5359552,1,3,1,10,3,1,10,1999,21,3,5,,6,2,,1,1,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,4,9,,,2,9,01,19,1096.6556945
5359552,1,4,1,10,3,1,5,2013,7,4,5,,,2,,2,,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,2,,,2,2,01,19,1096.6556945
5359552,1,5,1,10,5,2,6,1937,83,5,5,,2,3,,3,,1,6,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,3,,,2,3,01,19,1096.6556945
5359552,1,6,1,10,6,1,3,1936,84,5,5,,2,3,,3,,1,5,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,5,,,2,5,01,19,1096.6556945
5359553,1,1,1,10,1,1,12,1969,51,1,5,,5,3,,2,,,,,,,1,1,,,,,,,,1,1,,,3,,,2,1,2,,4,6,,,2,6,01,19,2587.7492695
5359553,1,2,1,10,2,1,10,1999,21,3,5,,6,2,,3,,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,10,1,,2,10,01,19,2587.7492695
5359553,1,3,1,10,2,2,6,2009,11,3,5,,6,1,1,3,,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,3,4,,,2,4,01,19,2587.7492695
5359554,1,1,1,10,1,2,12,1946,74,1,5,,4,3,,3,,,,,,1,1,,,,,1,,,,2,1,,,1,5,,2,1,2,,3,3,,,2,3,01,19,681.6412556
5359555,1,1,1,10,1,2,3,1992,28,1,5,,6,2,,2,,,,,,,,,,,,,,1,,2,1,,,1,1,48000,2,1,2,,5,11,2,,2,11,01,19,646.93731738
5359555,1,2,1,10,1,1,10,2011,9,3,5,,,2,,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,4,,,2,4,01,19,646.93731738
5359556,1,1,1,10,1,1,12,1997,23,1,5,,2,2,,3,,1,2,,1,,,,,1,,,,,,2,1,,,3,,,2,1,2,,5,11,2,,2,11,01,19,1306.808597
5359556,1,2,1,10,2,2,4,1996,24,2,5,,2,2,,2,,1,1,,1,,1,,,1,,,,,,,1,,,3,,,2,1,2,,6,4,3,,2,15,01,19,1306.808597
5359556,1,3,1,10,1,2,4,2020,0,3,5,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,2,,01,19,1306.808597
5359556,1,4,1,10,4,2,10,1992,28,5,5,,2,2,,2,,2,,,,1,1,,,,,1,,,,,1,,,1,1,39000,2,1,2,,6,2,3,,2,13,01,19,1306.808597
5359556,1,5,1,10,4,2,3,2019,1,5,5,,,2,,1,4,,,,,,,,,,,,,,,,1,,,1,5,,2,,,,,,,,2,,01,19,1306.808597
5359557,1,1,1,10,1,1,5,1952,68,1,5,,2,3,,2,,2,,,,1,,,,,,1,,,,1,1,,,3,,,2,1,2,,3,2,,,2,2,01,19,1227.4973426
5359558,1,1,1,10,1,1,10,1974,46,1,5,,2,3,,2,,1,2,1,,,,,,,,,,,,1,1,,,1,1,42300,2,1,2,,4,6,,,2,6,01,19,1135.73099
5359558,1,2,1,10,2,2,9,1973,47,2,5,,2,2,,2,,1,1,,1,,1,1,,1,,1,,,,,1,,,1,5,,2,1,2,,3,4,,,2,4,01,19,1135.73099
5359558,1,3,1,10,2,1,10,2000,20,3,5,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,6,3,2,2,2,14,01,19,1135.73099
5359559,1,1,1,10,1,2,3,1928,92,1,5,,6,3,,3,,,,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,3,2,,,2,2,01,19,646.93731738
5359559,1,2,1,10,2,1,2,1957,63,3,5,,2,3,,1,1,2,,,,,1,,,,,,,,,,1,,,3,,,2,1,2,,3,5,,,2,5,01,19,646.93731738
5359561,1,1,1,10,1,2,7,1981,39,1,5,,2,2,,3,,1,2,,1,,1,1,,1,,,,,,1,1,,,1,3,121000,2,1,2,,6,3,3,,2,14,01,19,766.3330182
5359561,1,2,1,10,2,1,1,1988,33,2,5,,2,2,,2,,1,1,,1,,1,1,,1,,,,,,,1,,,1,1,34000,2,1,2,,6,3,3,,2,14,01,19,766.3330182
5359561,1,3,1,10,1,2,12,2010,10,3,5,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,3,4,,,2,4,01,19,766.3330182
5359562,1,1,1,10,1,1,9,1969,51,1,6,,2,2,,2,,1,2,,1,,1,1,,1,,1,,,,1,1,,,3,,,2,1,2,,3,2,,,2,2,01,19,1493.1990894
5359562,1,2,1,10,2,2,2,1972,48,2,6,,2,2,,3,,1,1,,1,,1,,,,,1,,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,01,19,1493.1990894
5359562,1,3,1,10,2,1,11,1992,28,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,3,,,2,2,2,,1,0,,,2,0,01,19,1493.1990894
5359562,1,4,1,10,2,2,3,2009,11,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,0,,,2,5,01,19,1493.1990894
5359563,1,1,1,10,1,2,10,1934,86,1,1,999_01,5,3,,3,,,,,,1,,,,,,,,,,1,1,,,3,,,2,2,2,,1,0,,,2,0,01,19,646.93731738
5359563,1,2,1,10,2,1,5,1964,56,3,1,999_01,3,3,,1,1,1,3,,,1,1,,,,,,,,,,1,,,3,,,2,1,2,,3,4,,,2,4,01,19,646.93731738
5359563,1,3,1,10,3,2,7,1960,60,5,5,,3,3,,2,,1,2,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,4,6,,,2,6,01,19,646.93731738
5359564,1,1,1,10,1,2,5,1971,49,1,6,,6,1,14,1,13,,,,1,,,1,,,,1,,,,1,1,,,3,,,2,1,2,,3,4,,,2,4,01,19,2046.1168668
5359564,1,2,1,10,1,1,5,1995,25,3,6,,6,2,,1,1,,,,,,,,,,,,,1,,,1,,,3,,,2,2,2,,1,0,,,2,0,01,19,2046.1168668
5359564,1,3,1,10,3,2,3,1992,28,3,6,,4,2,,1,1,,,,,,1,,,,,1,,,,,1,,,2,1,142000,2,1,2,,6,3,3,,2,14,01,19,2046.1168668
5359564,1,4,1,10,3,2,8,2017,3,4,6,,,2,,1,3,,,,,,,,,,,,,,,,1,,,2,5,,2,2,2,,1,0,,,2,0,01,19,2046.1168668
5359564,1,5,1,10,5,2,6,1997,23,3,6,,4,2,,1,1,,,,1,,,1,,1,1,,,,,,1,,,3,,,2,1,1,1,6,2,2,2,2,13,01,19,2046.1168668
5359564,1,6,1,10,5,1,5,2017,3,4,6,,,2,,1,5,,,,,,,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,2,0,01,19,2046.1168668
5359564,1,7,1,10,7,2,7,1998,22,3,6,,4,2,,1,1,,,,1,,,1,,1,,,,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,01,19,2046.1168668
5359564,1,8,1,10,7,2,10,2014,6,4,6,,,2,,1,7,,,,,,,,,,,,,,,,1,,,3,,,2,2,1,1,2,0,,,2,0,01,19,2046.1168668
5359564,1,9,1,10,7,1,9,2018,2,4,6,,,2,,1,7,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,2,,01,19,2046.1168668
5359564,1,10,1,10,10,2,1,2000,21,3,6,,4,2,,1,1,,,,1,,,,1,,,1,,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,01,19,2046.1168668
5359564,1,11,1,10,10,1,6,2014,6,4,6,,,2,,1,10,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,1,,,2,1,01,19,2046.1168668
5359564,1,12,1,10,10,2,11,2018,2,4,6,,,2,,1,10,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,2,,01,19,2046.1168668
5359564,1,13,1,10,13,2,1,1942,79,5,6,,2,3,,3,,1,14,,,,,,,,,,,1,,,1,,,3,,,2,2,2,,1,0,,,2,0,01,19,2046.1168668
5359564,1,14,1,10,1,1,8,1940,80,5,6,,2,3,,3,,1,13,,,,,,,,,1,,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,01,19,2046.1168668
5359565,1,1,1,10,1,1,1,1971,50,1,6,,2,2,,2,,2,,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,3,2,,,2,2,01,19,1784.0126165
5359565,1,2,1,10,2,2,3,1994,26,3,1,999_01,6,1,1,2,,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,4,8,,,2,8,01,19,1784.0126165
5359565,1,3,1,10,2,2,1,2018,3,4,1,999_01,,2,,1,2,,,,,,,,,,,,,,,,2,2,,,,,2,2,2,,1,0,,,2,0,01,19,1784.0126165
5359565,1,4,1,10,4,1,7,1995,25,3,6,,6,1,1,2,,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,4,7,,,2,7,01,19,1784.0126165
5359566,1,1,1,10,1,1,7,1959,61,1,1,999_01,3,2,,3,,1,2,,,1,,,,,,,,,,1,1,,,3,,,2,1,2,,3,2,,,2,2,01,19,1261.3542239
5359566,1,2,1,10,2,2,7,1959,61,2,1,999_01,3,3,,2,,1,1,,,1,1,,,,,,,,,,1,,,3,,,2,1,2,,3,2,,,2,2,01,19,1261.3542239
5359566,1,3,1,10,3,2,3,1995,25,3,1,999_01,2,1,1,1,2,1,4,,,,1,,,,,,,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,01,19,1261.3542239
5359566,1,4,1,10,4,1,12,1993,27,5,1,999_01,2,3,,3,,1,3,,,1,,,,,,,,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,01,19,1261.3542239
5359566,1,5,1,10,3,1,12,2012,8,4,1,999_01,,2,,1,3,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,2,,,2,2,01,19,1261.3542239
5359566,1,6,1,10,3,1,12,2016,4,4,1,999_01,,2,,1,3,,,,,,,,,,,,,,,,1,,,3,,,2,2,1,1,2,0,,,2,0,01,19,1261.3542239
5359567,1,1,1,10,1,1,9,1973,47,1,5,,2,2,,3,,1,2,,1,,1,1,,,,1,,,,2,1,,,3,,,2,1,2,,3,5,,,2,5,01,19,646.93731738
5359567,1,2,1,10,2,2,10,1977,43,2,5,,2,1,3,3,,1,1,,1,,,,,,,1,,,,,1,,,3,,,2,1,2,,3,4,,,2,4,01,19,646.93731738
5359567,1,3,1,10,2,1,12,1922,98,5,5,,5,3,,3,,,,,,,,,,,,,,1,,,1,,,3,,,2,2,2,,1,0,,,2,0,01,19,646.93731738
5359569,1,1,1,10,1,1,11,1989,31,1,1,500_01,2,2,,2,,1,2,,1,,1,1,,1,,1,,,,1,1,,,3,,,2,1,2,,4,9,,,2,9,01,19,2522.4319825
5359569,1,2,1,10,2,2,9,2001,19,2,1,500_01,2,2,,2,,1,1,,1,,1,1,,,,1,,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,01,19,2522.4319825
5359569,1,3,1,10,2,2,11,2015,5,3,1,500_01,,2,,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,2,1,1,2,0,,,2,0,01,19,2522.4319825
5359570,1,1,1,10,1,1,4,1996,24,1,6,,2,2,,2,,1,2,,1,1,1,,,,,,,,,1,1,,,3,,,2,1,2,,4,6,,,2,6,01,19,2270.4027577
5359570,1,2,1,10,2,2,5,2004,16,2,6,,2,2,,2,,1,1,,,,,,,,,1,,,,,1,,,3,,,2,1,2,,4,8,,,2,8,01,19,2270.4027577
5359570,1,3,1,10,2,2,3,2019,1,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,2,,01,19,2270.4027577
5359579,1,1,1,10,1,1,3,1951,69,1,1,500_01,2,3,,3,,1,2,,,,1,1,,,,1,,,,1,1,,,3,,,2,1,2,,3,2,,,2,2,01,19,817.32447306
5359579,1,2,1,10,2,2,11,1987,33,2,1,500_01,2,3,,2,,1,1,1,,,1,,,,,1,,,,,1,,,3,,,2,1,2,,3,5,,,2,5,01,19,817.32447306
5359579,1,3,1,10,2,1,5,2003,17,3,1,500_01,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,9,,,2,9,01,19,817.32447306
5359579,1,4,1,10,2,1,6,2005,15,3,1,500_01,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,2,,4,6,,,2,6,01,19,817.32447306
5359580,1,1,1,10,1,1,9,1974,46,1,1,999_01,3,2,,2,,1,2,,,,1,,,,,,,,,1,1,,,3,,,2,1,2,,3,3,,,2,3,01,19,1241.1698647
5359580,1,2,1,10,2,2,12,1976,44,2,1,999_01,3,3,,3,,1,1,,,1,1,,,,,,,,,,1,,,3,,,2,1,2,,3,5,,,2,5,01,19,1241.1698647
5359580,1,3,1,10,3,1,11,2000,20,3,1,999_01,6,1,1,1,2,,,,,,1,,,,,,,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,01,19,1241.1698647
5359580,1,4,1,10,2,2,12,2004,16,3,1,999_01,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,9,,,2,9,01,19,1241.1698647
5359582,1,1,1,10,1,1,7,1960,60,1,6,,5,3,,2,,,,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,3,3,,,2,3,01,19,1227.4973426
5359583,1,1,1,10,1,2,7,1947,73,1,6,,5,3,,3,,,,,1,,,,,,,1,,,,1,1,,,3,,,2,1,2,,3,5,,,2,5,01,19,681.6412556
5359584,1,1,1,10,2,1,1,1950,71,1,6,,3,3,,3,,1,2,1,,,1,1,,,,1,,,,2,1,,,3,,,2,1,2,,3,2,,,2,2,01,19,646.93731738
5359584,1,2,1,10,2,2,5,1952,68,2,6,,3,3,,3,,1,1,,,,,,,,,1,,,,,1,,,3,,,2,1,2,,4,6,,,2,6,01,19,646.93731738
5359585,1,1,1,10,1,1,2,1968,52,1,1,500_01,2,3,,1,4,1,2,,,1,1,,,,,1,,,,2,1,,,3,,,2,1,2,,3,4,,,2,4,01,19,646.93731738
5359585,1,2,1,10,2,2,7,1971,49,2,1,500_02,2,2,,2,,1,1,,1,1,,,,,,,,,,,1,,,3,,,2,1,2,,3,3,,,2,3,01,19,646.93731738
5359585,1,3,1,10,3,1,12,1998,22,3,1,500_01,6,1,1,1,2,,,,,,1,,,,,,,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,01,19,646.93731738
5359585,1,4,1,10,4,2,3,1940,80,5,1,500_01,5,3,,3,,,,,1,,,,,,,1,,,,,1,,,3,,,2,2,2,,1,0,,,2,0,01,19,646.93731738
5359586,1,1,1,10,1,2,10,1967,53,1,6,,2,1,5,3,,1,2,,1,,1,,,,,1,,,,1,1,,,3,,,2,1,2,,3,3,,,2,3,01,19,646.93731738
5359586,1,2,1,10,2,1,2,1963,57,2,6,,2,3,,2,,1,1,,1,,1,1,,1,,1,,,,,1,,,3,,,2,1,2,,3,5,,,2,5,01,19,646.93731738
5359586,1,3,1,10,1,2,7,2002,18,3,6,,6,1,2,1,1,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,6,0,2,2,2,11,01,19,646.93731738
5359586,1,4,1,10,1,2,3,2004,16,3,6,,6,1,2,1,1,,,,,,,,,,1,,,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,01,19,646.93731738
5359586,1,5,1,10,1,1,2,1928,92,5,6,,5,3,,3,,,,,,,,,,,,,,1,,,2,1,24,,,,1,2,2,,1,0,,,2,0,01,19,646.93731738
5359588,1,1,1,10,1,2,10,1991,29,1,1,500_01,2,3,,1,3,2,,,,1,1,,,,,1,,,,1,1,,,2,5,,2,1,2,,5,11,2,,2,11,01,19,646.93731738
5359588,1,2,1,10,1,1,8,2014,6,3,1,500_01,,2,,1,1,,,,,,,,,,,,,,,,1,,,2,5,,2,1,1,1,3,0,,,2,0,01,19,646.93731738
5359588,1,3,1,10,3,2,8,1961,59,5,1,500_01,5,3,,3,,,,,,,,,,,,,,1,,,2,2,,,,,1,2,2,,1,0,,,2,0,01,19,646.93731738
5359589,1,1,1,10,1,2,6,1996,24,1,1,500_01,2,2,,2,,1,2,,1,,1,1,,,,1,,,,1,1,,,3,,,2,1,2,,4,8,,,2,8,01,19,2587.7492695
5359589,1,2,1,10,2,1,10,1992,28,2,1,500_01,2,2,,2,,1,1,,1,,,,,,,,,,,,1,,,3,,,2,1,2,,5,10,1,,2,10,01,19,2587.7492695
5359589,1,3,1,10,1,2,5,2011,9,3,1,500_01,,1,2,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,4,,,2,4,01,19,2587.7492695
5359589,1,4,1,10,1,1,1,2018,3,3,1,500_01,,1,2,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,2,0,01,19,2587.7492695
5359590,1,1,1,10,1,2,3,1981,39,1,6,,2,2,,2,,1,2,,,,1,,,,,1,,,,2,1,,,3,,,2,1,2,,3,1,,,2,1,01,19,1562.2987236
5359590,1,2,1,10,2,1,12,1963,57,2,6,,2,3,,3,,1,1,,1,1,1,,,,,1,,,,,1,,,3,,,2,1,2,,3,1,,,2,1,01,19,1562.2987236
5359590,1,3,1,10,3,1,8,1999,21,3,6,,6,1,2,1,1,,,,,1,1,,,,,,,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,01,19,1562.2987236
5359590,1,4,1,10,1,1,8,2016,4,3,6,,,1,2,1,1,,,,,,,,,,,,,,,,2,2,,,,,2,2,2,,1,0,,,2,0,01,19,1562.2987236
5359590,1,5,1,10,5,2,11,1997,23,3,6,,2,1,2,1,1,1,6,,1,1,,,,,,1,,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,01,19,1562.2987236
5359590,1,6,1,10,6,1,5,1996,24,5,6,,2,2,,2,,1,5,,,1,1,,,1,,,,,,,1,,,3,,,2,1,2,,6,2,3,,2,13,01,19,1562.2987236
5359591,1,1,1,10,1,2,1,1949,72,1,5,,3,3,,3,,2,,,1,,,,,,,1,,,,2,1,,,1,2,113000,2,1,2,,5,11,2,,2,11,01,19,681.6412556
5359595,1,1,1,10,2,1,7,1957,63,1,6,,2,2,,2,,1,2,,,1,1,,,,,1,,,,1,1,,,3,,,2,1,2,,3,5,,,2,5,01,19,646.93731738
5359595,1,2,1,10,2,2,12,1973,47,2,6,,2,3,,3,,1,1,,,1,,,,,,1,,,,,1,,,3,,,2,1,2,,3,3,,,2,3,01,19,646.93731738
5359595,1,3,1,10,2,1,5,2003,17,3,6,,6,2,,1,2,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,4,,,2,4,01,19,646.93731738
5359596,1,1,1,10,1,1,5,1979,41,1,6,,2,3,,2,,1,2,,1,1,1,1,,,,1,,,,1,1,,,3,,,2,1,2,,3,5,,,2,5,01,19,1557.4864888
5359596,1,2,1,10,2,2,5,1979,41,2,6,,2,3,,2,,1,1,,1,1,,,,1,,1,,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,01,19,1557.4864888
5359596,1,3,1,10,3,2,9,2005,15,3,6,,6,3,,1,2,,,,,,,,,,1,1,,,,,1,,,3,,,2,1,1,1,4,9,,,2,9,01,19,1557.4864888
5359596,1,4,1,10,2,2,10,2007,13,3,6,,6,1,1,2,,,,,,,,,,,1,1,,,,,1,,,3,,,2,1,1,1,3,5,,,2,5,01,19,1557.4864888
5359596,1,5,1,10,2,2,1,2010,11,3,6,,6,1,1,2,,,,,,,,,,,1,1,,,,,1,,,3,,,2,1,1,1,3,4,,,2,4,01,19,1557.4864888
5359596,1,6,1,10,2,2,8,2010,10,3,6,,6,2,,1,2,,,,,,,,,,1,1,,,,,1,,,3,,,2,1,1,1,3,4,,,2,4,01,19,1557.4864888
5359596,1,7,1,10,2,1,5,2007,13,5,6,,6,2,,2,,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,4,6,,,2,6,01,19,1557.4864888
5359597,1,1,1,10,2,1,10,1996,24,1,6,,2,2,,2,,1,2,,,,1,,,,,,,,,2,2,1,78,,,,2,1,2,,4,8,,,2,8,01,19,1201.3697223
5359597,1,2,1,10,2,2,8,1995,25,2,6,,2,3,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,5,,,2,5,01,19,1201.3697223
5359597,1,3,1,10,2,2,4,2014,6,3,6,,,2,,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,2,1,1,3,0,,,2,0,01,19,1201.3697223
5359597,1,4,1,10,2,2,9,2018,2,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,2,,01,19,1201.3697223
5359598,1,1,1,10,1,1,6,1995,25,1,6,,2,2,,2,,1,2,,,,1,,,1,,,,,,2,2,1,24,,,,2,1,2,,6,1,3,,2,12,01,19,2126.1795807
5359598,1,2,1,10,2,2,5,2001,19,2,6,,2,2,,2,,1,1,,,,,,,1,,,,,,,2,1,24,,,,2,1,2,,3,5,,,2,5,01,19,2126.1795807
5359599,1,1,1,10,1,2,1,1981,40,1,6,,4,2,,3,,,,,1,,,1,,,,1,,,,1,1,,,3,,,2,1,2,,3,5,,,2,5,01,19,679.00232284
5359599,1,2,1,10,1,2,2,2007,13,3,6,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,9,,,2,9,01,19,679.00232284
5359599,1,3,1,10,1,1,2,2014,6,3,6,,,2,,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,2,,,2,2,01,19,679.00232284
5359600,1,1,1,10,1,2,3,1959,61,1,6,,5,2,,2,,,,,1,,1,1,,1,,1,,,,1,1,,,3,,,2,1,2,,3,1,,,2,1,01,19,681.6412556
5359601,1,1,1,10,1,1,4,1991,29,1,6,,2,3,,2,,1,2,,1,1,1,,,,,1,,,,1,2,1,84,,,,1,2,2,,3,1,,,2,1,01,19,2587.7492695
5359601,1,2,1,10,2,2,12,1998,22,2,6,,2,2,,2,,1,1,,1,,,,,,,1,,,,,1,,,3,,,2,1,2,,3,5,,,2,5,01,19,2587.7492695
5359601,1,3,1,10,2,2,11,2013,7,3,6,,,2,,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,2,,,2,2,01,19,2587.7492695
5359601,1,4,1,10,2,1,1,2017,4,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,2,1,1,2,0,,,2,0,01,19,2587.7492695
5359602,1,1,1,10,1,2,9,1964,56,1,6,,5,3,,3,,,,,1,,1,1,,,,1,,,,1,1,,,3,,,2,2,2,,1,0,,,2,0,01,19,681.6412556
5359603,1,1,1,10,1,1,12,1938,82,1,6,,3,3,,3,,1,2,,1,,,,,,,1,,,,1,1,,,3,,,2,2,2,,1,0,,,2,0,01,19,646.93731738
5359603,1,2,1,10,2,2,6,1944,76,2,6,,3,3,,3,,1,1,,1,,,,,,,1,,,,,1,,,3,,,2,2,2,,1,0,,,2,0,01,19,646.93731738
5359605,1,1,1,10,2,1,6,1968,52,1,6,,2,3,,3,,1,2,,1,1,1,,,,,1,,,,1,1,,,3,,,2,1,2,,4,7,,,2,7,01,19,1241.1698647
5359605,1,2,1,10,2,2,7,1966,54,2,6,,2,3,,2,,1,1,,,,1,,,1,,1,,,,,1,,,3,,,2,1,2,,4,9,,,2,9,01,19,1241.1698647
5359605,1,3,1,10,2,1,10,2003,17,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,9,,,2,9,01,19,1241.1698647
5359605,1,4,1,10,2,2,2,2006,14,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,9,,,2,9,01,19,1241.1698647
5359606,1,1,1,10,1,1,,,40,1,1,999_01,3,2,,2,,1,2,,,,1,,,,,1,,,,1,1,,,3,,,2,1,2,,3,5,,,2,5,01,19,1610.5678364
5359606,1,2,1,10,2,2,,,45,2,1,999_01,3,2,,2,,1,1,,,,1,,,,,1,,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,01,19,1610.5678364
5359606,1,3,1,10,3,1,11,2002,18,3,1,999_01,6,1,1,1,2,,,,,,,,,,1,1,,,,,1,,,3,,,2,1,1,1,5,10,1,,2,10,01,19,1610.5678364
5359606,1,4,1,10,4,1,5,2009,11,3,1,999_01,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,6,,,2,6,01,19,1610.5678364
5359607,1,1,1,10,2,1,12,1969,51,1,1,500_01,2,2,,2,,1,2,,1,1,1,,,,,1,,,,2,1,,,3,,,2,1,2,,3,3,,,2,3,01,19,2112.2591129
5359607,1,2,1,10,2,2,4,1980,40,2,1,500_01,2,3,,2,,1,1,,,,,,,1,,1,,,,,1,,,3,,,2,1,2,,3,5,,,2,5,01,19,2112.2591129
5359607,1,3,1,10,2,1,2,1998,22,3,1,500_01,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,3,,,2,2,2,,1,0,,,2,0,01,19,2112.2591129
5359607,1,4,1,10,2,1,11,1999,21,3,1,500_01,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,2,6,2,2,2,2,13,01,19,2112.2591129
5359607,1,5,1,10,5,2,8,2001,19,3,1,500_01,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,2,11,01,19,2112.2591129
