DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,CLASE,P6290,P6290S1,P6230,P6240,P6240S1,P6250,P6260,P6270,P6280,P6300,P6310,P6310S1,P6320,P6330,P6340,P6350,P6351,MES,DPTO,fex_c_2011
5335760,1,2,1,50,52,1,,,2,4,,2,2,2,2,2,,,,,,,,01,52,163.5086722
5335760,1,3,1,50,52,1,,,2,3,,2,2,2,2,2,,,,,,,,01,52,163.5086722
5335763,1,1,1,50,52,1,,,1,6,VACACIONES,2,1,,,,,,,,,,,01,52,241.36444136
5335763,1,2,1,50,52,1,,,2,6,VACACIONES,2,1,,,,,,,,,,,01,52,241.36444136
5335763,1,3,1,50,52,1,,,3,6,VACACIONES,2,2,2,2,2,,,,,,,,01,52,241.36444136
5335764,1,1,1,50,52,1,,,1,4,,1,,,,,,,,,,,,01,52,255.37971843
5335764,1,2,1,50,52,1,,,2,4,,2,2,2,2,1,10,,,,,,,01,52,255.37971843
5335764,1,3,1,50,52,1,,,3,3,,2,2,2,2,2,,,,,,,,01,52,255.37971843
5335765,1,1,1,50,52,1,,,1,4,,2,2,2,2,2,,,,,,,,01,52,173.85333311
5335765,1,2,1,50,52,1,,,2,3,,2,2,2,2,2,,,,,,,,01,52,173.85333311
5335766,1,1,1,50,52,1,,,1,4,,2,2,2,2,2,,,,,,,,01,52,247.35074556
5335766,1,2,1,50,52,1,,,2,4,,2,2,2,2,1,10,,,,,,,01,52,247.35074556
5335766,1,4,1,50,52,1,,,4,1,,,,,,,,,,,,,,01,52,247.35074556
5335767,1,1,1,50,11,1,,,2,1,,,,,,,,,,,,,,01,11,5541.5575393
5335767,1,2,1,50,11,1,,,2,6,VIAJANDO,2,1,,,,,,,,,,,01,11,5541.5575393
5335768,1,1,1,50,11,1,5,,1,4,,2,2,2,1,,,,,,,,1,01,11,2511.1742816
5335768,1,2,1,50,11,1,,,2,3,,2,2,2,2,2,,,,,,,,01,11,2511.1742816
5335768,1,3,1,50,11,1,,,3,4,,2,2,2,2,2,,,,,,,,01,11,2511.1742816
5335769,1,1,1,50,11,1,1,,1,4,,2,2,2,1,,,,,,,,1,01,11,4816.6528369
5335769,1,2,1,50,11,1,,,2,4,,2,2,2,2,2,,,,,,,,01,11,4816.6528369
5335770,1,1,1,50,11,1,,,1,1,,,,,,,,,,,,,,01,11,2678.4338427
5335770,1,2,1,50,11,1,1,,1,4,,2,2,2,1,,,,,,,,1,01,11,2678.4338427
5335770,1,3,1,50,11,1,,,1,3,,2,2,2,2,2,,,,,,,,01,11,2678.4338427
5335770,1,4,1,50,11,1,,,1,3,,2,2,2,2,2,,,,,,,,01,11,2678.4338427
5335771,1,1,1,50,52,1,,,1,1,,,,,,,,,,,,,,01,52,223.37365883
5335771,1,2,1,50,52,1,1,,2,4,,2,2,2,1,,,,,,,,1,01,52,223.37365883
5335771,1,3,1,50,52,1,,,3,6,PASEAR,2,2,2,2,2,,,,,,,,01,52,223.37365883
5335771,1,4,1,50,52,1,1,,4,3,,2,2,2,1,,,,,,,,1,01,52,223.37365883
5335771,1,5,1,50,52,1,,,5,1,,,,,,,,,,,,,,01,52,223.37365883
5335772,1,1,1,50,11,1,,,1,4,,2,1,,,,,,,,,,,01,11,2964.0818
5335772,1,2,1,50,11,1,5,,1,3,,2,2,2,1,,,,,,,,1,01,11,2964.0818
5335772,1,3,1,50,11,1,2,,1,6,DESCANSANDO,2,2,2,1,,,,,,,,1,01,11,2964.0818
5335772,1,4,1,50,11,1,,,1,3,,2,2,2,2,2,,,,,,,,01,11,2964.0818
5335772,1,6,1,50,11,1,,,1,1,,,,,,,,,,,,,,01,11,2964.0818
5335773,1,1,1,50,52,1,,,1,1,,,,,,,,,,,,,,01,52,290.55102833
5335773,1,2,1,50,52,1,,,2,4,,2,2,2,2,2,,,,,,,,01,52,290.55102833
5335773,1,3,1,50,52,1,,,3,3,,2,2,2,2,2,,,,,,,,01,52,290.55102833
5335773,1,5,1,50,52,1,,,2,6,DESCANSAR POR LA EDAD,2,2,2,2,2,,,,,,,,01,52,290.55102833
5335773,1,6,1,50,52,1,,,6,3,,2,2,2,2,2,,,,,,,,01,52,290.55102833
5335774,1,1,1,50,11,1,,,1,4,,2,2,2,2,2,,,,,,,,01,11,3683.5693001
5335774,1,2,1,50,11,1,,,2,6,DESCANSANDO,2,2,2,2,2,,,,,,,,01,11,3683.5693001
5335776,1,1,1,50,52,1,1,,1,4,,2,2,2,1,,,,,,,,1,01,52,256.72872118
5335776,1,2,1,50,52,1,1,,2,4,,2,2,2,1,,,,,,,,1,01,52,256.72872118
5335776,1,3,1,50,52,1,,,3,4,,1,,,,,,,,,,,,01,52,256.72872118
5335777,1,1,1,50,11,1,,,1,4,,1,,,,,,,,,,,,01,11,2950.4310267
5335777,1,2,1,50,11,1,,,1,3,,2,2,2,2,2,,,,,,,,01,11,2950.4310267
5335778,1,1,1,50,11,1,,,1,4,,1,,,,,,,,,,,,01,11,2950.4310267
5335778,1,2,1,50,11,1,,,1,3,,2,2,2,2,2,,,,,,,,01,11,2950.4310267
5335779,1,1,1,50,52,1,,,1,1,,,,,,,,,,,,,,01,52,221.81871414
5335781,1,1,1,50,52,1,1,,1,2,,2,2,2,1,,,,,,,,1,01,52,255.37971843
5335781,1,2,1,50,52,1,2,,2,4,,2,2,2,1,,,,,,,,1,01,52,255.37971843
5335781,1,3,1,50,52,1,,,2,3,,2,2,2,2,2,,,,,,,,01,52,255.37971843
5335782,1,1,1,50,52,1,,,1,1,,,,,,,,,,,,,,01,52,275.67248509
5335782,1,2,1,50,52,1,,,2,4,,2,2,2,2,1,10,,,,,,,01,52,275.67248509
5335783,1,1,1,50,11,1,,,2,1,,,,,,,,,,,,,,01,11,2923.2679054
5335783,1,2,1,50,11,1,,,2,1,,,,,,,,,,,,,,01,11,2923.2679054
5335784,1,1,1,50,11,1,5,,1,4,,2,2,2,1,,,,,,,,1,01,11,4574.3729894
5335784,1,3,1,50,11,1,,,1,1,,,,,,,,,,,,,,01,11,4574.3729894
5335786,1,1,1,50,11,1,,,1,1,,,,,,,,,,,,,,01,11,1809.5996992
5335786,1,2,1,50,11,1,,,2,4,,2,2,2,2,2,,,,,,,,01,11,1809.5996992
5335786,1,3,1,50,11,1,,,2,3,,2,2,2,2,2,,,,,,,,01,11,1809.5996992
5335786,1,4,1,50,11,1,,,4,4,,2,2,2,2,2,,,,,,,,01,11,1809.5996992
5335787,1,1,1,50,11,1,,,1,6,DESCANSANDO,1,,,,,,,,,,,,01,11,2878.2071862
5335787,1,2,1,50,11,1,,,1,4,,2,2,2,2,2,,,,,,,,01,11,2878.2071862
5335787,1,3,1,50,11,1,,,1,1,,,,,,,,,,,,,,01,11,2878.2071862
5335788,1,1,1,50,11,1,,,1,4,,1,,,,,,,,,,,,01,11,3047.0934268
5335788,1,2,1,50,11,1,,,1,1,,,,,,,,,,,,,,01,11,3047.0934268
5335789,1,1,1,50,11,1,,,1,4,,1,,,,,,,,,,,,01,11,4108.2937432
5335790,1,1,1,50,11,1,,,1,1,,,,,,,,,,,,,,01,11,2678.4338427
5335790,1,2,1,50,11,1,,,2,4,,1,,,,,,,,,,,,01,11,2678.4338427
5335790,1,3,1,50,11,1,2,,2,6,VIAJANDO,2,2,2,1,,,,,,,,1,01,11,2678.4338427
5335790,1,4,1,50,11,1,,,4,6,VER TELEVISION,2,1,,,,,,,,,,,01,11,2678.4338427
5335791,1,1,1,50,11,1,2,,1,2,,2,2,2,1,,,,,,,,1,01,11,2665.6656218
5335791,1,2,1,50,11,1,2,,2,4,,2,2,2,1,,,,,,,,2,01,11,2665.6656218
5335791,1,3,1,50,11,1,,,2,6,VIAJANDO,2,2,2,2,2,,,,,,,,01,11,2665.6656218
5335792,1,1,1,50,11,1,,,2,1,,,,,,,,,,,,,,01,11,3917.6155766
5335792,1,2,1,50,11,1,,,2,4,,2,2,2,2,1,10,,,,,,,01,11,3917.6155766
5335793,1,1,1,50,11,1,,,2,6,DESCANSANDO,2,2,2,2,2,,,,,,,,01,11,3097.0684281
5335793,1,2,1,50,11,1,,,2,6,VACACIONES LABORALES,2,1,,,,,,,,,,,01,11,3097.0684281
5335793,1,3,1,50,11,1,2,,3,6,DESCANSADO,2,2,2,1,,,,,,,,1,01,11,3097.0684281
5335793,1,4,1,50,11,1,,,4,6,DESCANSANDO,2,1,,,,,,,,,,,01,11,3097.0684281
5335793,1,5,1,50,11,1,,,2,6,VER TELEVISION,2,2,2,2,2,,,,,,,,01,11,3097.0684281
5335794,1,1,1,50,11,1,2,,1,6,DESCANSANDO,2,2,2,1,,,,,,,,1,01,11,3536.1877716
5335794,1,2,1,50,11,1,,,2,1,,,,,,,,,,,,,,01,11,3536.1877716
5335794,1,3,1,50,11,1,,,2,3,,2,2,2,2,2,,,,,,,,01,11,3536.1877716
5335795,1,1,1,50,11,1,,,1,1,,,,,,,,,,,,,,01,11,2620.6049026
5335795,1,2,1,50,11,1,,,2,4,,1,,,,,,,,,,,,01,11,2620.6049026
5335795,1,3,1,50,11,1,,,3,1,,,,,,,,,,,,,,01,11,2620.6049026
5335795,1,4,1,50,11,1,,,2,6,LEER,2,2,2,2,2,,,,,,,,01,11,2620.6049026
5335796,1,1,1,50,11,1,,,1,6,DESCANSANDO,2,2,2,2,2,,,,,,,,01,11,3574.1386792
5335797,1,1,1,50,11,1,,,1,4,,1,,,,,,,,,,,,01,11,3047.0934268
5335797,1,2,1,50,11,1,,,2,1,,,,,,,,,,,,,,01,11,3047.0934268
5335798,1,1,1,50,11,1,,,1,1,,,,,,,,,,,,,,01,11,4282.0942659
5335798,1,2,1,50,11,1,,,2,6,LEER,2,2,2,2,2,,,,,,,,01,11,4282.0942659
5335798,1,3,1,50,11,1,,,3,4,,2,2,2,2,2,,,,,,,,01,11,4282.0942659
5335798,1,4,1,50,11,1,2,,3,2,,2,2,2,1,,,,,,,,1,01,11,4282.0942659
5335799,1,1,1,50,11,1,,,1,4,,2,2,2,2,1,13,EL AISLAMIENTO SELECTIVO COVID 19,,,,,,01,11,1984.1290293
5335799,1,2,1,50,11,1,3,,2,3,,2,2,2,1,,,,,,,,1,01,11,1984.1290293
5335799,1,3,1,50,11,1,2,,3,2,,2,2,2,1,,,,,,,,1,01,11,1984.1290293
5335799,1,4,1,50,11,1,,,4,1,,,,,,,,,,,,,,01,11,1984.1290293
5335800,1,1,1,50,11,1,,,1,1,,,,,,,,,,,,,,01,11,4121.061964
5335800,1,2,1,50,11,1,2,,2,4,,2,2,2,1,,,,,,,,1,01,11,4121.061964
5335801,1,1,1,50,11,1,,,1,4,,2,2,2,2,1,13,PANDEMIA,,,,,,01,11,2878.2071862
5335801,1,2,1,50,11,1,,,2,6,DESCANSANDO,2,2,2,2,1,13,PANDEMIA,,,,,,01,11,2878.2071862
5335801,1,3,1,50,11,1,,,1,4,,2,2,2,2,2,,,,,,,,01,11,2878.2071862
5335802,1,1,1,50,11,1,1,,1,6,DESCANSANDO,2,2,2,1,,,,,,,,1,01,11,3047.0934268
5335802,2,1,2,50,11,1,,,1,1,,,,,,,,,,,,,,01,11,3047.0934268
5335803,1,1,1,50,11,1,,,1,6,CITAS MEDICAS,2,2,2,2,1,10,,,,,,,01,11,3917.6155766
5335803,1,2,1,50,11,1,2,,2,6,DESCANSANDO,2,2,2,1,,,,,,,,1,01,11,3917.6155766
5335804,1,1,1,50,11,1,,,1,1,,,,,,,,,,,,,,01,11,4180.1769636
5335804,1,2,1,50,11,1,,,1,3,,2,2,2,2,2,,,,,,,,01,11,4180.1769636
5335805,1,1,1,50,11,1,,,1,1,,,,,,,,,,,,,,01,11,3728.6300194
5335806,1,1,1,50,11,1,,,1,6,DESCANSANDO,2,1,,,,,,,,,,,01,11,3059.8616477
5335806,1,2,1,50,11,1,,,2,1,,,,,,,,,,,,,,01,11,3059.8616477
5335806,1,3,1,50,11,1,,,3,3,,2,2,2,2,2,,,,,,,,01,11,3059.8616477
5335807,1,1,1,50,11,1,,,1,6,VACACIONES,2,1,,,,,,,,,,,01,11,2950.4310267
5335807,1,2,1,50,11,1,,,1,3,,2,2,2,2,2,,,,,,,,01,11,2950.4310267
5335808,1,1,1,50,11,1,,,1,6,DESCANSANDO,2,1,,,,,,,,,,,01,11,4002.2670179
5335808,1,2,1,50,11,1,,,2,4,,2,2,2,2,2,,,,,,,,01,11,4002.2670179
5335808,1,3,1,50,11,1,,,2,3,,2,2,2,2,2,,,,,,,,01,11,4002.2670179
5335808,1,5,1,50,11,1,,,5,1,,,,,,,,,,,,,,01,11,4002.2670179
5335809,1,1,1,50,11,1,,,1,6,INCAPACITADA,2,1,,,,,,,,,,,01,11,3574.1386792
5335810,1,1,1,50,11,1,,,1,1,,,,,,,,,,,,,,01,11,4671.0353896
5335810,1,2,1,50,11,1,,,2,4,,2,2,2,2,1,10,,,,,,,01,11,4671.0353896
5335811,1,1,1,50,05,1,,,1,4,,2,1,,,,,,,,,,,01,05,806.40987747
5335811,1,2,1,50,05,1,,,2,6,VER TELEVISION,2,2,2,2,1,2,,1,1,,2,1,01,05,806.40987747
5335811,1,3,1,50,05,1,,,3,3,,2,2,2,2,2,,,,,,,,01,05,806.40987747
5335811,1,4,1,50,05,1,,,4,3,,2,2,2,2,2,,,,,,,,01,05,806.40987747
5335812,1,1,1,50,05,1,,,1,1,,,,,,,,,,,,,,01,05,1549.7544864
5335812,1,2,1,50,05,1,,,2,4,,1,,,,,,,,,,,,01,05,1549.7544864
5335813,1,1,1,50,05,1,,,1,1,,,,,,,,,,,,,,01,05,1598.5591137
5335813,1,2,1,50,05,1,,,2,3,,2,2,2,2,2,,,,,,,,01,05,1598.5591137
5335815,1,1,1,50,05,1,,,1,1,,,,,,,,,,,,,,01,05,1148.4740425
5335816,1,1,1,50,05,1,,,1,1,,,,,,,,,,,,,,01,05,982.81266493
5335816,1,2,1,50,05,1,,,2,1,,,,,,,,,,,,,,01,05,982.81266493
5335816,1,3,1,50,05,1,,,3,1,,,,,,,,,,,,,,01,05,982.81266493
5335816,1,4,1,50,05,1,,,1,6,VER TELEVISION,2,2,2,2,2,,,,,,,,01,05,982.81266493
5335821,1,1,1,50,11,1,,,1,1,,,,,,,,,,,,,,01,11,3808.1849556
5335824,1,1,1,50,11,1,,,1,6,DESCANSANDO,2,2,2,2,2,,,,,,,,01,11,3683.5693001
5335824,1,2,1,50,11,1,,,2,6,DESCANSANDO,2,1,,,,,,,,,,,01,11,3683.5693001
5335825,1,1,1,50,11,1,,,1,1,,,,,,,,,,,,,,01,11,4180.1769636
5335825,1,2,1,50,11,1,,,2,1,,,,,,,,,,,,,,01,11,4180.1769636
5335826,1,1,1,50,11,1,,,1,1,,,,,,,,,,,,,,01,11,5352.5719821
5335827,1,1,1,50,11,1,,,1,1,,,,,,,,,,,,,,01,11,3683.5693001
5335827,1,2,1,50,11,1,,,1,1,,,,,,,,,,,,,,01,11,3683.5693001
5335828,1,1,1,50,11,1,,,1,1,,,,,,,,,,,,,,01,11,3590.4095975
5335828,1,2,1,50,11,1,,,2,6,DESCANSANDO,2,2,2,2,2,,,,,,,,01,11,3590.4095975
5335829,1,1,1,50,11,1,,,1,1,,,,,,,,,,,,,,01,11,2241.7313128
5335829,1,2,1,50,11,1,,,2,1,,,,,,,,,,,,,,01,11,2241.7313128
5335829,1,3,1,50,11,1,,,3,4,,2,2,2,2,2,,,,,,,,01,11,2241.7313128
5335830,1,1,1,50,11,1,,,1,4,,2,2,2,2,2,,,,,,,,01,11,3559.7437787
5335830,1,2,1,50,11,1,,,2,6,DESCANSAR,2,2,2,2,2,,,,,,,,01,11,3559.7437787
5335831,1,1,1,50,11,1,2,,1,2,,2,2,2,1,,,,,,,,1,01,11,3047.0934268
5335831,1,2,1,50,11,1,2,,2,2,,2,2,2,1,,,,,,,,1,01,11,3047.0934268
5335832,1,1,1,50,11,1,,,1,4,,2,2,2,2,2,,,,,,,,01,11,3574.1386792
5335833,1,1,1,50,11,1,,,1,6,DESCANSANDO,2,1,,,,,,,,,,,01,11,3178.3159737
5335833,1,2,1,50,11,1,,,2,4,,2,2,2,2,2,,,,,,,,01,11,3178.3159737
5335833,1,3,1,50,11,1,3,,3,2,,2,2,2,1,,,,,,,,1,01,11,3178.3159737
5335834,1,1,1,50,11,1,,,1,1,,,,,,,,,,,,,,01,11,2775.0962428
5335834,1,2,1,50,11,1,,,2,1,,,,,,,,,,,,,,01,11,2775.0962428
5335834,1,3,1,50,11,1,,,3,1,,,,,,,,,,,,,,01,11,2775.0962428
5335834,1,4,1,50,11,1,1,,2,2,,2,2,2,1,,,,,,,,1,01,11,2775.0962428
5335835,1,1,1,50,11,1,,,1,1,,,,,,,,,,,,,,01,11,3072.6298686
5335835,1,2,1,50,11,1,,,2,1,,,,,,,,,,,,,,01,11,3072.6298686
5335835,1,3,1,50,11,1,,,2,6,JUGANDO,2,2,2,2,2,,,,,,,,01,11,3072.6298686
5335835,1,4,1,50,11,1,,,2,3,,2,2,2,2,2,,,,,,,,01,11,3072.6298686
5335837,1,1,1,50,63,1,,,1,6,DILIGENCIAS PERSONALES,1,,,,,,,,,,,,01,63,166.36386807
5335838,1,1,1,50,63,1,,,1,1,,,,,,,,,,,,,,01,63,166.36386807
5335840,1,1,1,50,63,1,,,1,6,VER TELEVISION,2,2,2,2,2,,,,,,,,01,63,74.445258756
5335840,1,2,1,50,63,1,,,2,1,,,,,,,,,,,,,,01,63,74.445258756
5335840,1,3,1,50,63,1,,,3,6,INCAPACITADA POR COVID,2,2,2,2,1,11,,,,,,,01,63,74.445258756
5335840,1,4,1,50,63,1,,,4,5,,,,,,,,,,,,,,01,63,74.445258756
5335840,1,5,1,50,63,1,,,5,5,,,,,,,,,,,,,,01,63,74.445258756
5335840,1,6,1,50,63,1,,,2,5,,,,,,,,,,,,,,01,63,74.445258756
5335841,1,1,1,50,63,1,,,1,6,AISLAMIENTO POR COVID,2,1,,,,,,,,,,,01,63,183.34108535
5335841,1,2,1,50,63,1,,,2,6,AISLAMIENTO POR COVID,2,1,,,,,,,,,,,01,63,183.34108535
5335841,1,3,1,50,63,1,,,3,6,AISLAMIENTO POR COVID 19,2,2,2,2,1,2,,1,2,,,,01,63,183.34108535
5335842,1,1,1,50,63,1,,,1,1,,,,,,,,,,,,,,01,63,103.73586458
5335842,1,2,1,50,63,1,,,2,3,,2,2,2,2,2,,,,,,,,01,63,103.73586458
5335842,1,3,1,50,63,1,,,3,3,,2,2,2,2,2,,,,,,,,01,63,103.73586458
5335843,1,1,1,50,63,1,,,1,4,,2,2,2,2,2,,,,,,,,01,63,74.445258756
5335843,1,2,1,50,63,1,,,2,1,,,,,,,,,,,,,,01,63,74.445258756
5335844,1,1,1,50,63,1,,,1,1,,,,,,,,,,,,,,01,63,164.90491022
5335844,1,2,1,50,63,1,,,2,6,REHABILITACION,2,2,2,2,2,,,,,,,,01,63,164.90491022
5335845,1,1,1,50,63,1,,,1,1,,,,,,,,,,,,,,01,63,135.41224317
5335845,1,2,1,50,63,1,,,2,4,,2,2,2,2,2,,,,,,,,01,63,135.41224317
5335845,1,3,1,50,63,1,,,3,4,,2,2,2,2,2,,,,,,,,01,63,135.41224317
5335846,1,1,1,50,63,1,,,1,4,,1,,,,,,,,,,,,01,63,218.70548371
5335846,1,2,1,50,63,1,,,2,2,,1,,,,,,,,,,,,01,63,218.70548371
5335846,1,4,1,50,63,1,,,4,1,,,,,,,,,,,,,,01,63,218.70548371
5335846,1,5,1,50,63,1,,,5,4,,2,2,2,2,2,,,,,,,,01,63,218.70548371
5335848,1,1,1,50,63,1,,,1,6,VER TELEVISION,2,2,2,2,2,,,,,,,,01,63,182.37826078
5335848,1,2,1,50,63,1,,,2,4,,2,2,1,,,,,,,,,,01,63,182.37826078
5335848,1,3,1,50,63,1,,,3,1,,,,,,,,,,,,,,01,63,182.37826078
5335849,1,1,1,50,63,1,,,1,1,,,,,,,,,,,,,,01,63,194.39757727
5335850,1,1,1,50,63,1,,,1,4,,2,2,2,2,2,,,,,,,,01,63,192.18817742
5335850,1,2,1,50,63,1,,,2,1,,,,,,,,,,,,,,01,63,192.18817742
5335850,1,3,1,50,63,1,,,3,6,VER TELEVISION,2,2,2,2,2,,,,,,,,01,63,192.18817742
5335850,1,4,1,50,63,1,,,4,3,,2,2,2,2,2,,,,,,,,01,63,192.18817742
5335850,1,5,1,50,63,1,,,5,3,,2,2,2,2,2,,,,,,,,01,63,192.18817742
5335850,1,7,1,50,63,1,,,7,4,,2,2,2,2,2,,,,,,,,01,63,192.18817742
5335850,1,8,1,50,63,1,,,8,1,,,,,,,,,,,,,,01,63,192.18817742
5335851,1,1,1,50,63,1,1,,1,4,,2,2,2,1,,,,,,,,1,01,63,139.28221087
5335851,1,4,1,50,63,1,,,4,4,,2,2,2,2,2,,,,,,,,01,63,139.28221087
5335852,1,1,1,50,63,1,,,1,1,,,,,,,,,,,,,,01,63,237.21908017
5335852,1,2,1,50,63,1,,,2,4,,1,,,,,,,,,,,,01,63,237.21908017
5335853,1,1,1,50,63,1,2,,1,6,VER TELEVISION,2,2,2,1,,,,,,,,1,01,63,134.02558501
5335853,1,2,1,50,63,1,,,2,4,,2,2,2,2,2,,,,,,,,01,63,134.02558501
5335854,1,1,1,50,63,1,,,1,1,,,,,,,,,,,,,,01,63,130.11422243
5335854,1,2,1,50,63,1,,,2,4,,2,2,1,,,,,,,,,,01,63,130.11422243
5335854,1,3,1,50,63,1,,,3,1,,,,,,,,,,,,,,01,63,130.11422243
5335854,1,4,1,50,63,1,,,4,3,,2,2,2,2,2,,,,,,,,01,63,130.11422243
5335855,1,1,1,50,63,1,,,1,6,VER TELEVISION,2,2,2,2,2,,,,,,,,01,63,202.48780048
5335855,1,2,1,50,63,1,,,2,4,,2,2,2,2,2,,,,,,,,01,63,202.48780048
5335856,1,1,1,50,63,1,,,1,1,,,,,,,,,,,,,,01,63,167.7565208
5335856,1,2,1,50,63,1,,,2,1,,,,,,,,,,,,,,01,63,167.7565208
5335857,1,1,1,50,11,1,,,1,1,,,,,,,,,,,,,,01,11,2581.7714426
5335857,1,2,1,50,11,1,1,,2,2,,2,2,2,1,,,,,,,,1,01,11,2581.7714426
5335857,1,3,1,50,11,1,,,1,6,DESCANSANDO,2,2,2,2,2,,,,,,,,01,11,2581.7714426
5335857,1,4,1,50,11,1,,,1,6,JUGANDO,2,2,2,2,2,,,,,,,,01,11,2581.7714426
5335859,1,1,1,50,47,1,,,1,4,,2,2,2,2,2,,,,,,,,01,47,124.50567887
5335859,1,2,1,50,47,1,,,2,6,DESCANSANDO,2,2,2,2,2,,,,,,,,01,47,124.50567887
5335859,1,3,1,50,47,1,,,1,1,,,,,,,,,,,,,,01,47,124.50567887
5335859,1,4,1,50,47,1,1,,4,2,,2,2,2,1,,,,,,,,1,01,47,124.50567887
5335859,1,5,1,50,47,1,,,4,1,,,,,,,,,,,,,,01,47,124.50567887
5335859,1,6,1,50,47,1,,,4,1,,,,,,,,,,,,,,01,47,124.50567887
5335860,1,1,1,50,47,1,,,1,1,,,,,,,,,,,,,,01,47,223.2892313
5335860,1,2,1,50,47,1,2,,1,2,,2,2,2,1,,,,,,,,1,01,47,223.2892313
5335860,1,3,1,50,47,1,,,3,1,,,,,,,,,,,,,,01,47,223.2892313
5335860,1,4,1,50,47,1,,,3,1,,,,,,,,,,,,,,01,47,223.2892313
5335860,1,6,1,50,47,1,,,6,1,,,,,,,,,,,,,,01,47,223.2892313
5335860,1,7,1,50,47,1,,,6,3,,2,2,2,2,2,,,,,,,,01,47,223.2892313
5335860,1,8,1,50,47,1,,,6,4,,2,2,2,2,2,,,,,,,,01,47,223.2892313
5335860,1,9,1,50,47,1,,,9,5,,,,,,,,,,,,,,01,47,223.2892313
5335861,1,1,1,50,47,1,,,1,1,,,,,,,,,,,,,,01,47,336.13811819
5335862,1,1,1,50,47,1,,,1,1,,,,,,,,,,,,,,01,47,646.66662865
5335862,1,2,1,50,47,1,,,2,4,,2,2,2,2,2,,,,,,,,01,47,646.66662865
5335862,1,5,1,50,47,1,,,5,1,,,,,,,,,,,,,,01,47,646.66662865
5335862,1,6,1,50,47,1,,,6,1,,,,,,,,,,,,,,01,47,646.66662865
5335862,1,7,1,50,47,1,,,7,4,,2,2,2,2,2,,,,,,,,01,47,646.66662865
5335863,1,1,1,50,47,1,,,1,1,,,,,,,,,,,,,,01,47,354.86955511
5335864,1,1,1,50,47,1,,,1,4,,2,2,2,2,2,,,,,,,,01,47,124.27918183
5335864,1,2,1,50,47,1,,,1,1,,,,,,,,,,,,,,01,47,124.27918183
5335864,1,3,1,50,47,1,,,3,3,,2,2,2,2,2,,,,,,,,01,47,124.27918183
5335865,1,1,1,50,47,1,,,1,1,,,,,,,,,,,,,,01,47,117.32160496
5335865,1,2,1,50,47,1,,,1,1,,,,,,,,,,,,,,01,47,117.32160496
5335865,1,3,1,50,47,1,,,1,1,,,,,,,,,,,,,,01,47,117.32160496
5335865,1,4,1,50,47,1,,,1,3,,2,2,2,2,2,,,,,,,,01,47,117.32160496
5335867,1,1,1,50,47,1,,,1,1,,,,,,,,,,,,,,01,47,143.64190343
5335867,1,2,1,50,47,1,,,3,1,,,,,,,,,,,,,,01,47,143.64190343
5335867,1,3,1,50,47,1,,,3,4,,2,2,2,2,2,,,,,,,,01,47,143.64190343
5335869,1,1,1,50,47,1,2,,1,2,,2,2,2,1,,,,,,,,1,01,47,112.6154921
5335869,1,2,1,50,47,1,,,1,1,,,,,,,,,,,,,,01,47,112.6154921
5335870,1,1,1,50,47,1,2,,1,2,,2,2,2,1,,,,,,,,1,01,47,156.76914796
5335871,1,1,1,50,47,1,,,1,4,,2,2,2,2,2,,,,,,,,01,47,168.0690591
5335872,1,1,1,50,47,1,,,1,1,,,,,,,,,,,,,,01,47,92.196177217
5335872,1,2,1,50,47,1,,,1,4,,2,2,2,2,2,,,,,,,,01,47,92.196177217
5335872,1,3,1,50,47,1,,,1,1,,,,,,,,,,,,,,01,47,92.196177217
5335872,1,4,1,50,47,1,,,1,1,,,,,,,,,,,,,,01,47,92.196177217
5335874,1,1,1,50,47,1,,,1,6,DISFRUTA DE SU PENSION,2,2,2,2,2,,,,,,,,01,47,159.96519877
5335874,1,2,1,50,47,1,,,2,5,,,,,,,,,,,,,,01,47,159.96519877
5335875,1,1,1,50,47,1,,,1,5,,,,,,,,,,,,,,01,47,162.5804944
5335875,1,2,1,50,47,1,,,1,1,,,,,,,,,,,,,,01,47,162.5804944
5335875,1,3,1,50,47,1,2,,3,2,,2,2,2,1,,,,,,,,1,01,47,162.5804944
5335875,1,4,1,50,47,1,,,1,1,,,,,,,,,,,,,,01,47,162.5804944
5335876,1,1,1,50,47,1,,,1,1,,,,,,,,,,,,,,01,47,189.11644469
5335876,1,2,1,50,47,1,2,,1,2,,2,2,2,1,,,,,,,,1,01,47,189.11644469
5335877,1,1,1,50,47,1,,,1,1,,,,,,,,,,,,,,01,47,155.89041141
5335877,1,2,1,50,47,1,,,1,1,,,,,,,,,,,,,,01,47,155.89041141
5335877,1,3,1,50,47,1,,,1,3,,2,2,2,2,2,,,,,,,,01,47,155.89041141
5335878,1,1,1,50,47,1,,,1,1,,,,,,,,,,,,,,01,47,188.38037754
5335879,1,1,1,50,47,1,,,1,6,DISFRUTA DE SU PENSION,2,2,2,2,2,,,,,,,,01,47,159.96519877
5335879,1,2,1,50,47,1,,,1,4,,2,2,2,2,2,,,,,,,,01,47,159.96519877
5335882,1,1,1,50,47,1,,,1,4,,1,,,,,,,,,,,,01,47,352.57698822
5335883,1,1,1,50,47,1,,,1,4,,2,2,2,2,2,,,,,,,,01,47,289.57637376
5335883,1,2,1,50,47,1,,,2,4,,2,2,2,2,1,13,POR PANDEMIA COVID 19,,,,,,01,47,289.57637376
