DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,CLASE,P6290,P6290S1,P6230,P6240,P6240S1,P6250,P6260,P6270,P6280,P6300,P6310,P6310S1,P6320,P6330,P6340,P6350,P6351,MES,DPTO,fex_c_2011
5365717,1,1,1,50,66,1,,,3,6,ENFERMO EN CASA,2,2,2,2,2,,,,,,,,01,66,203.82586462
5365717,1,2,1,50,66,1,,,3,6,ENFERMA EN CASA,2,2,2,2,2,,,,,,,,01,66,203.82586462
5365717,1,3,1,50,66,1,,,2,4,,2,2,2,2,2,,,,,,,,01,66,203.82586462
5365718,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,346.56527618
5365718,1,2,1,50,66,1,,,2,1,,,,,,,,,,,,,,01,66,346.56527618
5365718,1,3,1,50,66,1,,,3,1,,,,,,,,,,,,,,01,66,346.56527618
5365719,1,1,1,50,66,1,,,1,4,,2,2,2,2,2,,,,,,,,01,66,288.28630546
5365720,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,387.91440619
5365720,1,2,1,50,66,1,1,,2,2,,2,2,2,1,,,,,,,,1,01,66,387.91440619
5365720,1,5,1,50,66,1,,,5,4,,2,2,2,2,2,,,,,,,,01,66,387.91440619
5365721,1,1,1,50,66,1,2,,1,2,,2,2,2,1,,,,,,,,1,01,66,358.78681028
5365721,1,2,1,50,66,1,,,2,1,,,,,,,,,,,,,,01,66,358.78681028
5365722,1,1,1,50,66,1,,,1,4,,2,2,2,2,2,,,,,,,,01,66,255.7245463
5365722,1,2,1,50,66,1,,,2,1,,,,,,,,,,,,,,01,66,255.7245463
5365723,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,310.36056557
5365723,1,2,1,50,66,1,,,2,1,,,,,,,,,,,,,,01,66,310.36056557
5365723,1,3,1,50,66,1,,,2,3,,2,2,2,2,2,,,,,,,,01,66,310.36056557
5365724,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,342.92232473
5365724,1,2,1,50,66,1,,,2,1,,,,,,,,,,,,,,01,66,342.92232473
5365725,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,412.05766729
5365725,1,4,1,50,66,1,,,4,1,,,,,,,,,,,,,,01,66,412.05766729
5365726,1,1,1,50,66,1,,,1,4,,2,2,2,2,2,,,,,,,,01,66,288.28630546
5365727,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,361.07575272
5365727,1,2,1,50,66,1,,,2,4,,2,2,2,2,2,,,,,,,,01,66,361.07575272
5365727,1,3,1,50,66,1,,,2,3,,2,2,2,2,2,,,,,,,,01,66,361.07575272
5365727,1,4,1,50,66,1,,,2,3,,2,2,2,2,2,,,,,,,,01,66,361.07575272
5365728,1,1,1,50,66,1,,,1,4,,2,2,2,2,2,,,,,,,,01,66,351.59047004
5365728,1,2,1,50,66,1,,,2,1,,,,,,,,,,,,,,01,66,351.59047004
5365730,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,278.90316816
5365730,1,2,1,50,66,1,,,2,1,,,,,,,,,,,,,,01,66,278.90316816
5365730,1,3,1,50,66,1,,,3,1,,,,,,,,,,,,,,01,66,278.90316816
5365731,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,345.7618077
5365731,1,2,1,50,66,1,,,2,1,,,,,,,,,,,,,,01,66,345.7618077
5365731,1,3,1,50,66,1,,,2,3,,2,2,2,2,2,,,,,,,,01,66,345.7618077
5365731,1,4,1,50,66,1,,,2,3,,2,2,2,2,2,,,,,,,,01,66,345.7618077
5365731,2,1,2,50,66,1,1,,1,2,,2,2,2,1,,,,,,,,1,01,66,345.7618077
5365731,2,2,2,50,66,1,2,,2,2,,2,2,2,1,,,,,,,,1,01,66,345.7618077
5365731,2,3,2,50,66,1,,,1,3,,2,2,2,2,2,,,,,,,,01,66,345.7618077
5365731,2,4,2,50,66,1,,,4,6,DESCANSAR EN CASA,2,2,2,2,2,,,,,,,,01,66,345.7618077
5365732,1,1,1,50,66,1,,,1,4,,2,2,2,2,2,,,,,,,,01,66,255.7245463
5365732,1,2,1,50,66,1,,,2,4,,2,2,2,2,2,,,,,,,,01,66,255.7245463
5365733,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,358.78681028
5365733,1,2,1,50,66,1,,,2,1,,,,,,,,,,,,,,01,66,358.78681028
5365734,1,1,1,50,66,1,,,1,4,,2,2,2,2,2,,,,,,,,01,66,255.7245463
5365734,1,2,1,50,66,1,,,2,6,DESCANSAR EN EL HOGAR,2,2,2,2,2,,,,,,,,01,66,255.7245463
5365735,1,1,1,50,66,1,,,1,4,,2,2,2,2,2,,,,,,,,01,66,203.82586462
5365735,1,2,1,50,66,1,,,1,6,VER TELEVISION,2,2,2,2,2,,,,,,,,01,66,203.82586462
5365735,1,3,1,50,66,1,,,3,1,,,,,,,,,,,,,,01,66,203.82586462
5365736,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,430.69654739
5365736,1,2,1,50,66,1,,,2,4,,2,2,2,2,2,,,,,,,,01,66,430.69654739
5365737,1,1,1,50,66,1,,,1,4,,2,2,2,2,2,,,,,,,,01,66,232.1782684
5365737,1,2,1,50,66,1,,,2,4,,2,2,2,2,2,,,,,,,,01,66,232.1782684
5365737,1,3,1,50,66,1,2,,3,4,,2,2,2,1,,,,,,,,1,01,66,232.1782684
5365737,1,4,1,50,66,1,2,,4,2,,2,2,2,1,,,,,,,,1,01,66,232.1782684
5365738,1,1,1,50,66,1,,,1,6,DESCANSAR EN EL HOGAR,2,2,2,2,2,,,,,,,,01,66,288.28630546
5365739,1,1,1,50,66,1,,,1,4,,2,2,2,2,2,,,,,,,,01,66,305.3353717
5365739,1,2,1,50,66,1,,,2,4,,2,2,2,2,2,,,,,,,,01,66,305.3353717
5365739,1,3,1,50,66,1,,,3,1,,,,,,,,,,,,,,01,66,305.3353717
5365739,1,4,1,50,66,1,,,4,1,,,,,,,,,,,,,,01,66,305.3353717
5365740,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,288.28630546
5365742,1,1,1,50,66,1,,,1,6,DESCANSAR EN CASA,2,2,2,2,2,,,,,,,,01,66,429.18258437
5365742,1,2,1,50,66,1,,,2,4,,2,2,2,2,2,,,,,,,,01,66,429.18258437
5365742,1,3,1,50,66,1,,,2,6,ENFERMO EN CASA PARALISIS DESDE EL NACIMIENTO,2,2,2,2,2,,,,,,,,01,66,429.18258437
5365742,1,4,1,50,66,1,,,4,1,,,,,,,,,,,,,,01,66,429.18258437
5365744,1,1,1,50,66,1,,,1,6,DESCANSAR EN EL HOGAR,2,2,2,2,2,,,,,,,,01,66,273.87797429
5365744,1,2,1,50,66,1,,,2,4,,2,2,2,2,2,,,,,,,,01,66,273.87797429
5365744,1,3,1,50,66,1,,,3,1,,,,,,,,,,,,,,01,66,273.87797429
5365744,1,4,1,50,66,1,2,,4,6,DESCANSAR EN EL HOGAR,2,2,2,1,,,,,,,,1,01,66,273.87797429
5365745,1,1,1,50,66,1,,,1,6,DESCANSAR EN EL HOGAR,2,2,2,2,2,,,,,,,,01,66,255.7245463
5365745,1,2,1,50,66,1,,,2,4,,2,2,2,2,2,,,,,,,,01,66,255.7245463
5365748,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,462.89207998
5365748,1,2,1,50,66,1,,,1,3,,2,2,2,2,2,,,,,,,,01,66,462.89207998
5365748,1,5,1,50,66,1,,,5,4,,2,2,2,2,2,,,,,,,,01,66,462.89207998
5365748,1,6,1,50,66,1,1,,6,2,,2,2,2,1,,,,,,,,1,01,66,462.89207998
5365749,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,335.60818842
5365750,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,306.88812861
5365750,1,2,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,306.88812861
5365750,1,4,1,50,66,1,,,4,4,,2,2,2,2,2,,,,,,,,01,66,306.88812861
5365751,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,458.78365322
5365751,1,2,1,50,66,1,,,2,4,,2,2,2,2,2,,,,,,,,01,66,458.78365322
5365751,1,3,1,50,66,1,1,,3,2,,2,2,2,1,,,,,,,,1,01,66,458.78365322
5365751,1,4,1,50,66,1,,,4,3,,2,2,2,2,2,,,,,,,,01,66,458.78365322
5365751,1,5,1,50,66,1,,,5,6,DESCANSAR HOGAR,2,2,2,2,2,,,,,,,,01,66,458.78365322
5365751,1,7,1,50,66,1,,,7,1,,,,,,,,,,,,,,01,66,458.78365322
5365752,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,295.85008902
5365752,1,2,1,50,66,1,,,2,1,,,,,,,,,,,,,,01,66,295.85008902
5365754,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,541.73013104
5365754,1,2,1,50,66,1,,,2,1,,,,,,,,,,,,,,01,66,541.73013104
5365754,1,5,1,50,66,1,,,5,1,,,,,,,,,,,,,,01,66,541.73013104
5365754,1,6,1,50,66,1,,,6,1,,,,,,,,,,,,,,01,66,541.73013104
5365754,1,7,1,50,66,1,,,7,1,,,,,,,,,,,,,,01,66,541.73013104
5365754,1,8,1,50,66,1,,,8,1,,,,,,,,,,,,,,01,66,541.73013104
5365755,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,380.71806595
5365755,1,2,1,50,66,1,,,2,1,,,,,,,,,,,,,,01,66,380.71806595
5365755,1,4,1,50,66,1,,,4,4,,2,2,2,2,2,,,,,,,,01,66,380.71806595
5365756,1,1,1,50,66,1,,,1,4,,2,2,2,2,2,,,,,,,,01,66,215.23134753
5365756,1,2,1,50,66,1,,,2,4,,2,2,2,2,2,,,,,,,,01,66,215.23134753
5365756,1,3,1,50,66,1,,,3,1,,,,,,,,,,,,,,01,66,215.23134753
5365756,1,4,1,50,66,1,2,,4,4,,2,2,2,1,,,,,,,,1,01,66,215.23134753
5365756,1,5,1,50,66,1,,,1,4,,2,2,2,2,2,,,,,,,,01,66,215.23134753
5365757,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,354.69546368
5365758,1,1,1,50,66,1,,,1,4,,2,2,2,2,2,,,,,,,,01,66,171.26410546
5365758,1,2,1,50,66,1,,,2,6,DESCANSAR EN EL HOGAR,2,2,2,2,2,,,,,,,,01,66,171.26410546
5365758,1,3,1,50,66,1,,,1,6,DESCANSAR EN EL HOGAR,2,2,2,2,2,,,,,,,,01,66,171.26410546
5365758,1,4,1,50,66,1,,,1,6,DESCANSAR EN EL HOGAR,2,2,2,2,2,,,,,,,,01,66,171.26410546
5365759,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,255.7245463
5365759,1,2,1,50,66,1,,,2,4,,2,2,2,2,2,,,,,,,,01,66,255.7245463
5365760,1,1,1,50,66,1,2,,1,4,,2,2,2,1,,,,,,,,1,01,66,508.61783134
5365760,1,2,1,50,66,1,,,1,3,,2,2,2,2,2,,,,,,,,01,66,508.61783134
5365760,1,5,1,50,66,1,,,5,1,,,,,,,,,,,,,,01,66,508.61783134
5365761,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,273.87797429
5365761,1,2,1,50,66,1,,,2,4,,2,2,2,2,2,,,,,,,,01,66,273.87797429
5365761,1,3,1,50,66,1,2,,3,2,,2,2,2,1,,,,,,,,1,01,66,273.87797429
5365761,1,4,1,50,66,1,,,4,3,,2,2,2,2,1,12,,,,,,,01,66,273.87797429
5365762,1,1,1,50,66,1,,,2,1,,,,,,,,,,,,,,01,66,508.61783134
5365762,1,2,1,50,66,1,,,2,4,,2,2,2,2,2,,,,,,,,01,66,508.61783134
5365762,1,3,1,50,66,1,,,2,3,,2,2,2,2,2,,,,,,,,01,66,508.61783134
5365763,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,337.33093963
5365763,1,3,1,50,66,1,,,2,1,,,,,,,,,,,,,,01,66,337.33093963
5365764,1,1,1,50,66,1,,,1,4,,2,2,2,2,2,,,,,,,,01,66,288.28630546
5365765,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,295.85008902
5365765,1,2,1,50,66,1,,,2,1,,,,,,,,,,,,,,01,66,295.85008902
5365767,1,1,1,50,66,1,,,1,4,,2,2,2,2,2,,,,,,,,01,66,258.46188389
5365767,1,2,1,50,66,1,,,2,4,,2,2,2,2,2,,,,,,,,01,66,258.46188389
5365767,1,3,1,50,66,1,2,,3,2,,2,2,2,1,,,,,,,,1,01,66,258.46188389
5365767,1,4,1,50,66,1,2,,4,2,,2,2,2,1,,,,,,,,1,01,66,258.46188389
5365769,1,1,1,50,66,1,1,,1,2,,2,2,2,1,,,,,,,,1,01,66,354.69546368
5365771,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,259.56624564
5365771,1,2,1,50,66,1,,,2,1,,,,,,,,,,,,,,01,66,259.56624564
5365771,1,3,1,50,66,1,,,1,6,ENFERMA EN CASA,2,2,2,2,2,,,,,,,,01,66,259.56624564
5365772,1,1,1,50,66,1,2,,1,6,PASEANDO,2,2,2,1,,,,,,,,1,01,66,328.41184818
5365773,1,1,1,50,66,1,,,1,4,,2,2,2,2,2,,,,,,,,01,66,328.41184818
5365774,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,341.54008231
5365774,1,2,1,50,66,1,,,2,1,,,,,,,,,,,,,,01,66,341.54008231
5365774,1,3,1,50,66,1,,,1,3,,2,2,2,2,2,,,,,,,,01,66,341.54008231
5365774,1,4,1,50,66,1,,,1,3,,2,2,2,2,2,,,,,,,,01,66,341.54008231
5365775,1,1,1,50,66,1,2,,1,2,,2,2,2,1,,,,,,,,1,01,66,258.46188389
5365775,1,2,1,50,66,1,,,2,3,,2,2,2,2,2,,,,,,,,01,66,258.46188389
5365775,1,3,1,50,66,1,,,3,6,DESCANSAR EN EL HOGAR,2,2,2,2,2,,,,,,,,01,66,258.46188389
5365775,1,4,1,50,66,1,,,4,4,,2,2,2,2,2,,,,,,,,01,66,258.46188389
5365776,1,1,1,50,66,1,,,1,6,DESCANSAR,2,1,,,,,,,,,,,01,66,311.46492732
5365776,1,2,1,50,66,1,1,,2,6,DESCANSAR,2,2,2,1,,,,,,,,1,01,66,311.46492732
5365777,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,328.41184818
5365778,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,358.78681028
5365778,1,2,1,50,66,1,,,2,4,,2,2,2,2,2,,,,,,,,01,66,358.78681028
5365779,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,432.61674763
5365779,1,2,1,50,66,1,2,,2,4,,2,2,2,1,,,,,,,,1,01,66,432.61674763
5365780,1,1,1,50,66,1,,,1,4,,2,2,2,2,2,,,,,,,,01,66,278.90316816
5365780,1,2,1,50,66,1,,,2,6,DESCANSANDO,2,2,2,2,2,,,,,,,,01,66,278.90316816
5365780,1,3,1,50,66,1,1,,3,2,,2,2,2,1,,,,,,,,1,01,66,278.90316816
5365781,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,363.36360899
5365782,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,295.85008902
5365782,1,2,1,50,66,1,,,2,1,,,,,,,,,,,,,,01,66,295.85008902
5365783,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,363.36360899
5365784,1,1,1,50,66,1,2,,1,2,,2,2,2,1,,,,,,,,1,01,66,363.36360899
5365785,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,432.61674763
5365785,1,2,1,50,66,1,,,2,1,,,,,,,,,,,,,,01,66,432.61674763
5365786,1,1,1,50,66,1,,,1,4,,2,2,2,2,2,,,,,,,,01,66,236.38762378
5365786,1,2,1,50,66,1,,,1,6,DESCANSAR,2,2,2,2,2,,,,,,,,01,66,236.38762378
5365787,1,1,1,50,66,1,,,1,6,DESCANSAR,2,2,2,2,2,,,,,,,,01,66,275.06146881
5365787,1,2,1,50,66,1,,,2,1,,,,,,,,,,,,,,01,66,275.06146881
5365788,1,1,1,50,66,1,,,2,1,,,,,,,,,,,,,,01,66,439.81308786
5365788,1,2,1,50,66,1,,,2,1,,,,,,,,,,,,,,01,66,439.81308786
5365789,1,1,1,50,66,1,,,1,4,,2,2,2,2,2,,,,,,,,01,66,344.57722701
5365789,1,2,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,344.57722701
5365789,1,3,1,50,66,1,,,3,3,,2,2,2,2,2,,,,,,,,01,66,344.57722701
5365789,1,4,1,50,66,1,,,4,1,,,,,,,,,,,,,,01,66,344.57722701
5365789,1,5,1,50,66,1,,,5,1,,,,,,,,,,,,,,01,66,344.57722701
5365790,1,1,1,50,66,1,,,1,6,CAMINAR,2,2,2,2,2,,,,,,,,01,66,272.97236044
5365790,1,2,1,50,66,1,,,2,4,,2,2,2,2,2,,,,,,,,01,66,272.97236044
5365790,1,3,1,50,66,1,1,,3,2,,2,2,2,1,,,,,,,,1,01,66,272.97236044
5365790,1,4,1,50,66,1,,,3,3,,2,2,2,2,2,,,,,,,,01,66,272.97236044
5365790,1,5,1,50,66,1,,,3,3,,2,2,2,2,2,,,,,,,,01,66,272.97236044
5365791,1,1,1,50,66,1,,,1,4,,2,2,2,2,2,,,,,,,,01,66,409.43812577
5365792,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,356.49895401
5365792,1,2,1,50,66,1,,,2,4,,2,2,2,2,2,,,,,,,,01,66,356.49895401
5365792,1,3,1,50,66,1,,,1,3,,2,2,2,2,2,,,,,,,,01,66,356.49895401
5365792,1,4,1,50,66,1,,,1,3,,2,2,2,2,2,,,,,,,,01,66,356.49895401
5365792,1,5,1,50,66,1,,,5,1,,,,,,,,,,,,,,01,66,356.49895401
5365793,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,318.8098556
5365793,1,2,1,50,66,1,,,2,1,,,,,,,,,,,,,,01,66,318.8098556
5365793,1,3,1,50,66,1,,,3,1,,,,,,,,,,,,,,01,66,318.8098556
5365794,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,342.92232473
5365794,1,2,1,50,66,1,,,2,1,,,,,,,,,,,,,,01,66,342.92232473
5365795,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,319.02871088
5365795,1,2,1,50,66,1,,,2,1,,,,,,,,,,,,,,01,66,319.02871088
5365795,1,3,1,50,66,1,,,3,1,,,,,,,,,,,,,,01,66,319.02871088
5365796,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,427.59155376
5365796,1,2,1,50,66,1,,,2,4,,2,2,2,2,2,,,,,,,,01,66,427.59155376
5365796,1,3,1,50,66,1,,,2,3,,2,2,2,2,2,,,,,,,,01,66,427.59155376
5365797,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,363.36360899
5365798,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,358.78681028
5365798,1,2,1,50,66,1,,,2,4,,2,2,2,2,2,,,,,,,,01,66,358.78681028
5365799,1,1,1,50,66,1,,,1,4,,2,2,2,2,2,,,,,,,,01,66,295.85008902
5365799,1,2,1,50,66,1,,,2,1,,,,,,,,,,,,,,01,66,295.85008902
5365800,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,346.56527618
5365800,1,2,1,50,66,1,,,2,4,,2,2,2,2,2,,,,,,,,01,66,346.56527618
5365800,1,3,1,50,66,1,,,3,3,,2,2,2,2,2,,,,,,,,01,66,346.56527618
5365802,1,1,1,50,66,1,1,,1,2,,2,2,2,1,,,,,,,,1,01,66,342.3561335
5365803,1,1,1,50,66,1,,,1,4,,2,2,2,2,2,,,,,,,,01,66,255.7245463
5365803,1,2,1,50,66,1,,,2,4,,2,2,2,2,2,,,,,,,,01,66,255.7245463
5365805,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,295.85008902
5365805,1,2,1,50,66,1,,,2,1,,,,,,,,,,,,,,01,66,295.85008902
5365807,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,363.36360899
5365808,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,358.78681028
5365808,1,2,1,50,66,1,,,2,4,,2,2,2,2,2,,,,,,,,01,66,358.78681028
5365809,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,314.20226492
5365809,1,2,1,50,66,1,,,2,1,,,,,,,,,,,,,,01,66,314.20226492
5365809,1,3,1,50,66,1,,,3,3,,2,2,2,2,2,,,,,,,,01,66,314.20226492
5365809,1,4,1,50,66,1,,,4,6,DESCANSAR EN EL HOGAR,2,2,2,2,2,,,,,,,,01,66,314.20226492
5365810,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,255.7245463
5365810,1,2,1,50,66,1,,,2,4,,2,2,2,2,2,,,,,,,,01,66,255.7245463
5365812,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,513.64302521
5365812,1,2,1,50,66,1,2,,2,4,,2,2,2,1,,,,,,,,1,01,66,513.64302521
5365813,1,1,1,50,66,1,2,,1,4,,2,2,2,1,,,,,,,,1,01,66,423.94860231
5365813,1,3,1,50,66,1,,,3,1,,,,,,,,,,,,,,01,66,423.94860231
5365814,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,295.85008902
5365814,1,2,1,50,66,1,,,2,4,,2,2,2,2,2,,,,,,,,01,66,295.85008902
5365817,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,323.38665432
5365817,1,2,1,50,66,1,,,2,3,,2,2,2,2,2,,,,,,,,01,66,323.38665432
5365818,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,323.38665432
5365818,1,2,1,50,66,1,,,2,1,,,,,,,,,,,,,,01,66,323.38665432
5365819,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,227.15307453
5365819,1,2,1,50,66,1,,,2,4,,2,2,2,2,2,,,,,,,,01,66,227.15307453
5365819,1,3,1,50,66,1,2,,3,2,,2,2,2,1,,,,,,,,1,01,66,227.15307453
5365819,1,4,1,50,66,1,,,3,3,,2,2,2,2,2,,,,,,,,01,66,227.15307453
5365819,1,5,1,50,66,1,,,5,6,DESCANSAR EN EL HOGAR,2,2,2,2,2,,,,,,,,01,66,227.15307453
5365820,1,1,1,50,66,1,,,1,3,,2,2,2,2,2,,,,,,,,01,66,335.15979326
5365821,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,324.87104211
5365821,1,2,1,50,66,1,,,2,4,,2,2,2,2,2,,,,,,,,01,66,324.87104211
5365821,1,3,1,50,66,1,,,3,3,,2,2,2,2,2,,,,,,,,01,66,324.87104211
5365821,1,4,1,50,66,1,,,1,3,,2,2,2,2,2,,,,,,,,01,66,324.87104211
5365822,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,358.78681028
5365822,1,2,1,50,66,1,2,,2,4,,2,2,2,1,,,,,,,,1,01,66,358.78681028
5365823,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,351.59047004
5365823,1,2,1,50,66,1,2,,2,2,,2,2,2,1,,,,,,,,1,01,66,351.59047004
5365824,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,363.36360899
5365825,1,1,1,50,66,1,,,1,4,,2,2,2,2,2,,,,,,,,01,66,358.78681028
5365825,1,2,1,50,66,1,,,2,1,,,,,,,,,,,,,,01,66,358.78681028
5365826,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,490.46440335
5365827,1,1,1,50,66,1,,,1,6,DESCANSAR HOGAR,2,2,2,2,2,,,,,,,,01,66,374.76909191
5365827,1,2,1,50,66,1,,,2,4,,2,2,2,2,2,,,,,,,,01,66,374.76909191
5365827,1,3,1,50,66,1,,,3,1,,,,,,,,,,,,,,01,66,374.76909191
5365828,1,1,1,50,66,1,,,1,4,,2,2,2,2,2,,,,,,,,01,66,380.61142314
5365828,1,2,1,50,66,1,2,,2,2,,2,2,2,1,,,,,,,,1,01,66,380.61142314
5365828,1,3,1,50,66,1,4,,3,2,,2,2,2,1,,,,,,,,1,01,66,380.61142314
5365828,1,4,1,50,66,1,,,4,1,,,,,,,,,,,,,,01,66,380.61142314
5365829,1,1,1,50,66,1,,,1,4,,2,2,2,2,2,,,,,,,,01,66,311.46492732
5365829,1,2,1,50,66,1,,,2,1,,,,,,,,,,,,,,01,66,311.46492732
5365830,1,1,1,50,66,1,,,1,6,DESCANSAR EN EL HOGAR,2,2,2,2,2,,,,,,,,01,66,236.38762378
5365830,1,2,1,50,66,1,,,2,4,,2,1,,,,,,,,,,,01,66,236.38762378
5365831,1,1,1,50,66,1,,,1,4,,2,2,2,2,2,,,,,,,,01,66,364.73578433
5365831,1,2,1,50,66,1,,,2,1,,,,,,,,,,,,,,01,66,364.73578433
5365832,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,325.55780068
5365832,1,2,1,50,66,1,,,2,1,,,,,,,,,,,,,,01,66,325.55780068
5365832,1,4,1,50,66,1,,,4,1,,,,,,,,,,,,,,01,66,325.55780068
5365833,1,1,1,50,66,1,2,,1,2,,2,2,2,1,,,,,,,,1,01,66,432.61674763
5365833,1,2,1,50,66,1,,,2,4,,2,2,2,2,2,,,,,,,,01,66,432.61674763
5365834,1,1,1,50,66,1,,,1,4,,2,2,2,2,2,,,,,,,,01,66,397.50074807
5365834,1,2,1,50,66,1,,,2,6,DESCANSAR,2,2,2,2,1,7,,2,,2,,,01,66,397.50074807
5365834,1,3,1,50,66,1,,,3,1,,,,,,,,,,,,,,01,66,397.50074807
5365834,1,4,1,50,66,1,,,4,1,,,,,,,,,,,,,,01,66,397.50074807
5365835,1,1,1,50,66,1,,,1,4,,2,2,2,2,2,,,,,,,,01,66,284.07695007
5365835,1,2,1,50,66,1,,,2,1,,,,,,,,,,,,,,01,66,284.07695007
5365835,1,3,1,50,66,1,2,,3,4,,2,2,2,1,,,,,,,,1,01,66,284.07695007
5365837,1,1,1,50,66,1,,,1,4,,2,2,2,2,2,,,,,,,,01,66,288.28630546
5365838,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,271.48797264
5365838,1,2,1,50,66,1,,,2,1,,,,,,,,,,,,,,01,66,271.48797264
5365838,1,3,1,50,66,1,,,3,4,,2,2,2,2,2,,,,,,,,01,66,271.48797264
5365839,1,1,1,50,66,1,1,,1,2,,2,2,2,1,,,,,,,,1,01,66,270.23502284
5365839,1,2,1,50,66,1,,,2,1,,,,,,,,,,,,,,01,66,270.23502284
5365839,1,3,1,50,66,1,,,3,1,,,,,,,,,,,,,,01,66,270.23502284
5365840,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,363.36360899
5365841,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,365.98315052
5365841,1,2,1,50,66,1,,,2,4,,2,2,2,2,2,,,,,,,,01,66,365.98315052
5365843,1,1,1,50,66,1,,,1,6,DILIGENCIAS PERSONALES,2,2,2,2,2,,,,,,,,01,66,255.7245463
5365843,1,2,1,50,66,1,,,2,4,,2,2,2,2,2,,,,,,,,01,66,255.7245463
5365844,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,255.7245463
5365844,1,2,1,50,66,1,,,2,1,,,,,,,,,,,,,,01,66,255.7245463
5365845,1,1,1,50,66,1,,,1,1,,,,,,,,,,,,,,01,66,432.61674763
5365845,1,2,1,50,66,1,,,1,4,,2,2,2,2,2,,,,,,,,01,66,432.61674763
