DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P7480S1,P7480S1A1,P7480S3,P7480S3A1,P7480S4,P7480S4A1,P7480S5,P7480S5A1,P7480S6,P7480S6A1,P7480S7,P7480S7A1,P7480S8,P7480S8A1,P7480S9,P7480S9A1,P7480S10,P7480S10A1,P7480S11,P7480S11A1,P7481,CLASE,MES,DPTO,fex_c_2011
5361517,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,1371.5322197
5361517,1,3,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,1371.5322197
5361517,1,4,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,1371.5322197
5361518,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,1656.0641082
5361518,1,2,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,1656.0641082
5361519,1,1,1,90,2,,1,22,2,,1,10,2,,2,,2,,2,,2,,2,,,2,01,08,2106.8139701
5361519,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,2106.8139701
5361519,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,2106.8139701
5361519,1,4,1,90,2,,1,20,2,,1,25,2,,2,,2,,2,,2,,2,,,2,01,08,2106.8139701
5361520,1,1,1,90,1,30,1,8,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,2754.6324869
5361520,1,2,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,2754.6324869
5361520,1,3,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,2754.6324869
5361521,1,1,1,90,2,,1,18,2,,1,10,2,,2,,2,,2,,2,,2,,,2,01,08,2892.5486845
5361521,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,2892.5486845
5361521,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,2892.5486845
5361546,1,1,1,90,2,,1,25,2,,1,25,2,,2,,2,,2,,2,,2,,,2,01,08,2793.9936161
5361546,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,2793.9936161
5361547,1,1,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,2759.4657172
5361547,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,2759.4657172
5361547,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,2759.4657172
5361547,1,4,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,2759.4657172
5361548,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,1656.0641082
5361548,1,2,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,1656.0641082
5361549,1,1,1,90,2,,1,8,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,2167.1590336
5361549,1,2,1,90,2,,1,24,2,,1,38,2,,2,,2,,2,,2,,2,,,2,01,08,2167.1590336
5361549,1,3,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,2167.1590336
5361550,1,1,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,1962.0777761
5361550,1,2,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,1962.0777761
5361550,1,3,1,90,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,1962.0777761
5361550,1,4,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,1962.0777761
5361551,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,2853.2727344
5361551,1,2,1,90,1,5,1,26,2,,1,60,2,,2,,2,,2,,2,,2,,,2,01,08,2853.2727344
5361552,1,1,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,1656.0641082
5361552,1,2,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,1656.0641082
5361553,1,1,1,90,2,,1,18,2,,1,5,2,,2,,2,,2,,2,,2,,,2,01,08,2188.8884591
5361553,1,2,1,90,2,,1,24,2,,1,5,2,,2,,2,,2,,2,,2,,,2,01,08,2188.8884591
5361553,1,3,1,90,2,,1,8,2,,1,5,2,,2,,2,,2,,2,,2,,,2,01,08,2188.8884591
5361553,1,4,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,2188.8884591
5361554,1,1,1,90,2,,1,32,2,,1,18,2,,2,,2,,2,,2,,2,,,2,01,08,2624.0054079
5361554,1,2,1,90,2,,1,18,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,2624.0054079
5361554,1,3,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,2624.0054079
5361555,1,1,1,90,2,,1,18,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,2325.4940151
5361556,1,1,1,90,1,18,1,18,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,3971.1289595
5361556,1,2,1,90,1,4,1,7,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,3971.1289595
5361556,1,3,1,90,1,14,1,12,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,3971.1289595
5361556,1,4,1,90,1,5,1,8,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,3971.1289595
5361556,1,5,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,3971.1289595
5361556,1,6,1,90,1,3,1,4,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,3971.1289595
5361556,1,7,1,90,1,3,1,5,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,3971.1289595
5361557,1,1,1,90,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,2639.0960441
5361557,1,2,1,90,1,3,1,20,2,,1,10,2,,2,,2,,2,,2,,2,,,2,01,08,2639.0960441
5361557,1,3,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,2639.0960441
5361557,1,4,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,2639.0960441
5361558,1,1,1,90,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,1846.5413333
5361558,1,2,1,90,1,4,1,16,2,,1,30,2,,2,,2,,2,,2,,2,,,2,01,08,1846.5413333
5361558,1,3,1,90,1,8,1,8,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,1846.5413333
5361558,1,4,1,90,1,3,1,5,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,1846.5413333
5361558,1,5,1,90,1,2,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,1846.5413333
5361559,1,1,1,90,1,5,1,10,2,,1,12,2,,2,,2,,2,,2,,2,,,2,01,08,3947.9657753
5361559,1,2,1,90,1,5,1,30,2,,1,24,2,,2,,2,,2,,2,,2,,,2,01,08,3947.9657753
5361559,1,3,1,90,1,3,1,8,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,3947.9657753
5361560,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,1656.0641082
5361560,1,2,1,90,2,,1,25,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,1656.0641082
5361561,1,1,1,90,1,5,1,21,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,2226.6413663
5361561,1,2,1,90,1,7,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,2226.6413663
5361562,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,1942.1539095
5361562,1,2,1,90,2,,1,25,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,1942.1539095
5361563,1,1,1,90,1,30,1,5,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,1809.0709422
5361563,1,2,1,90,1,6,1,18,1,2,2,,2,,2,,2,,2,,2,,2,,,2,01,08,1809.0709422
5361563,1,3,1,90,1,8,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,1809.0709422
5361564,1,1,1,90,2,,1,18,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,2359.7243337
5361565,1,1,1,90,2,,1,24,2,,1,38,2,,2,,2,,2,,2,,2,,,2,01,08,3629.8039635
5361565,1,2,1,90,2,,1,8,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,3629.8039635
5361565,1,3,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,3629.8039635
5361565,1,4,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,3629.8039635
5361566,1,1,1,90,2,,1,12,2,,1,5,2,,2,,2,,2,,2,,2,,,2,01,08,2853.2727344
5361566,1,2,1,90,1,5,1,30,2,,1,18,2,,2,,2,,2,,2,,2,,,2,01,08,2853.2727344
5361567,1,1,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,1,5,,2,01,08,2325.4940151
5361568,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,1656.0641082
5361568,1,2,1,90,1,5,1,20,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,1656.0641082
5361569,1,1,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,2512.7311676
5361569,1,2,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,2512.7311676
5361570,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,08,3227.6066916
5361570,1,2,1,90,2,,1,22,2,,1,30,2,,2,,2,,2,,2,,2,,,2,01,08,3227.6066916
5361571,1,1,1,90,2,,1,15,2,,1,10,2,,2,,2,,2,,2,,2,,,2,01,08,3819.0557261
5361571,1,2,1,90,1,7,1,30,2,,1,32,2,,2,,2,,2,,2,,2,,,2,01,08,3819.0557261
5361574,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1284.0623925
5361574,1,2,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1284.0623925
5361574,1,3,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1284.0623925
5361574,1,4,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1284.0623925
5361574,1,5,1,90,2,,1,20,2,,1,25,2,,2,,2,,2,,2,,2,,,2,01,13,1284.0623925
5361574,1,6,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1284.0623925
5361574,1,7,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1284.0623925
5361575,1,1,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1222.7077551
5361575,1,2,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1222.7077551
5361576,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1272.2417798
5361576,1,2,1,90,2,,1,21,2,,2,,1,28,2,,2,,2,,2,,2,,,2,01,13,1272.2417798
5361576,1,3,1,90,2,,1,8,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1272.2417798
5361576,1,4,1,90,2,,1,8,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1272.2417798
5361576,1,5,1,90,2,,1,8,2,,2,,1,8,2,,2,,2,,2,,2,,,2,01,13,1272.2417798
5361579,1,1,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1276.9903631
5361581,1,1,1,90,2,,1,29,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1075.2435286
5361581,1,2,1,90,2,,1,9,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1075.2435286
5361582,1,1,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1590.3094494
5361583,1,1,1,90,1,8,1,21,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1510.7540926
5361583,1,2,1,90,1,2,1,21,2,,1,20,2,,2,,2,,2,,2,,2,,,2,01,13,1510.7540926
5361583,1,3,1,90,1,2,1,5,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1510.7540926
5361584,1,1,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,993.40877433
5361584,1,2,1,90,2,,1,9,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,993.40877433
5361584,1,3,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,993.40877433
5361585,1,1,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1694.9055392
5361585,1,2,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1694.9055392
5361585,1,3,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1694.9055392
5361585,1,4,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1694.9055392
5361586,1,1,1,90,2,,1,32,2,,1,26,2,,2,,2,,2,,2,,2,,,2,01,13,1679.0660757
5361588,1,1,1,90,1,6,1,16,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1276.9903631
5361589,1,1,1,90,1,2,1,4,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1398.0427393
5361589,1,2,1,90,1,7,1,32,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1398.0427393
5361589,1,3,1,90,1,9,1,16,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1398.0427393
5361589,1,4,1,90,1,7,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1398.0427393
5361589,1,5,1,90,1,7,1,7,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1398.0427393
5361589,1,6,1,90,1,10,1,2,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1398.0427393
5361590,1,1,1,90,2,,1,8,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1201.9766338
5361590,1,2,1,90,1,8,1,21,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1201.9766338
5361590,1,3,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1201.9766338
5361590,1,4,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1201.9766338
5361592,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1775.3754975
5361592,1,2,1,90,2,,1,31,2,,1,30,2,,2,,2,,2,,2,,2,,,2,01,13,1775.3754975
5361592,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1775.3754975
5361593,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1407.8904384
5361593,1,2,1,90,2,,1,28,2,,1,30,2,,2,,2,,2,,2,,2,,,2,01,13,1407.8904384
5361593,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1407.8904384
5361593,1,4,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1407.8904384
5361594,1,1,1,90,2,,1,8,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1314.4287753
5361594,1,2,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1314.4287753
5361594,1,3,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1314.4287753
5361594,1,4,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1314.4287753
5361594,1,5,1,90,2,,1,8,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1314.4287753
5361595,1,1,1,90,1,21,1,28,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1276.9903631
5361596,1,1,1,90,1,7,1,5,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1379.8072432
5361596,1,2,1,90,1,16,1,35,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1379.8072432
5361597,1,1,1,90,1,5,1,15,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1895.9206033
5361597,1,2,1,90,1,6,1,25,2,,1,30,2,,2,,2,,2,,2,,1,5,,2,01,13,1895.9206033
5361597,1,3,1,90,1,5,1,18,2,,1,16,2,,2,,2,,2,,2,,2,,,2,01,13,1895.9206033
5361600,1,1,1,90,1,14,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1334.5986182
5361600,1,2,1,90,1,7,1,21,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1334.5986182
5361600,1,3,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1334.5986182
5361600,1,4,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1334.5986182
5361600,1,5,1,90,2,,1,9,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1334.5986182
5361600,1,6,1,90,2,,1,8,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1334.5986182
5361600,1,7,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1334.5986182
5361601,1,1,1,90,1,10,1,3,2,,1,14,2,,2,,2,,2,,2,,2,,,2,01,13,1919.4224146
5361601,1,2,1,90,1,14,1,28,2,,1,28,2,,2,,2,,2,,2,,2,,,2,01,13,1919.4224146
5361602,1,1,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1276.9903631
5361603,1,1,1,90,1,6,1,12,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,2372.4977951
5361603,1,2,1,90,1,6,1,35,2,,1,26,2,,2,,2,,2,,2,,1,5,,2,01,13,2372.4977951
5361603,1,3,1,90,1,5,1,16,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,2372.4977951
5361603,1,4,1,90,1,8,1,18,2,,1,12,2,,2,,2,,2,,2,,1,5,,2,01,13,2372.4977951
5361604,1,1,1,90,1,5,1,12,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1450.0806615
5361604,1,2,1,90,1,8,1,30,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1450.0806615
5361604,1,3,1,90,1,6,1,18,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1450.0806615
5361604,1,4,1,90,1,6,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1450.0806615
5361604,1,6,1,90,2,,1,8,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1450.0806615
5361605,1,1,1,90,1,2,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1866.9028138
5361605,1,2,1,90,1,5,1,35,2,,1,20,2,,2,,2,,2,,2,,2,,,2,01,13,1866.9028138
5361605,1,3,1,90,1,3,1,16,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1866.9028138
5361605,1,6,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1866.9028138
5361606,1,1,1,90,2,,1,2,2,,1,3,2,,2,,2,,2,,2,,2,,,2,01,13,1721.2095247
5361606,1,2,1,90,2,,1,28,2,,1,12,2,,2,,2,,2,,2,,2,,,2,01,13,1721.2095247
5361606,1,3,1,90,2,,1,4,2,,1,4,2,,2,,2,,2,,2,,2,,,2,01,13,1721.2095247
5361606,1,4,1,90,2,,1,14,2,,1,12,2,,2,,2,,2,,2,,2,,,2,01,13,1721.2095247
5361607,1,1,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1566.807638
5361607,1,2,1,90,2,,1,30,2,,1,14,2,,2,,2,,2,,2,,2,,,2,01,13,1566.807638
5361608,1,1,1,90,1,5,1,12,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1543.0653487
5361608,1,2,1,90,1,6,1,25,2,,1,30,2,,2,,2,,2,,2,,2,,,2,01,13,1543.0653487
5361608,1,5,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1543.0653487
5361609,1,1,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1356.7356336
5361609,1,2,1,90,1,7,1,30,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1356.7356336
5361609,1,3,1,90,1,14,1,14,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1356.7356336
5361609,1,4,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1356.7356336
5361609,1,5,1,90,1,1,1,9,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1356.7356336
5361609,1,6,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1356.7356336
5361610,1,1,1,90,1,6,1,2,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1150.5082624
5361610,1,2,1,90,1,3,1,28,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1150.5082624
5361610,1,3,1,90,1,7,1,21,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1150.5082624
5361611,1,1,1,90,2,,1,2,2,,1,10,2,,2,,2,,2,,2,,2,,,2,01,13,2398.0679079
5361611,1,2,1,90,1,4,1,21,2,,1,35,2,,2,,2,,2,,2,,2,,,2,01,13,2398.0679079
5361611,1,3,1,90,1,14,1,12,2,,1,10,2,,2,,2,,2,,2,,2,,,2,01,13,2398.0679079
5361611,1,4,1,90,1,3,1,5,2,,1,2,2,,2,,2,,2,,2,,2,,,2,01,13,2398.0679079
5361611,1,5,1,90,1,2,1,2,2,,1,1,2,,2,,2,,2,,2,,2,,,2,01,13,2398.0679079
5361612,1,1,1,90,1,4,1,4,2,,1,9,2,,2,,2,,2,,2,,2,,,2,01,13,1959.3647244
5361612,1,2,1,90,1,9,1,34,2,,1,28,2,,2,,2,,2,,2,,2,,,2,01,13,1959.3647244
5361613,1,1,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1910.1442663
5361613,1,2,1,90,1,3,1,25,2,,1,35,2,,2,,2,,2,,2,,2,,,2,01,13,1910.1442663
5361614,1,1,1,90,1,5,1,8,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1796.9429621
5361614,1,2,1,90,2,,1,25,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1796.9429621
5361614,1,3,1,90,2,,1,8,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1796.9429621
5361614,1,4,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1796.9429621
5361615,1,1,1,90,1,6,1,18,2,,1,20,2,,2,,2,,2,,2,,2,,,2,01,13,1529.3103893
5361615,1,2,1,90,2,,1,20,2,,1,20,2,,2,,2,,2,,2,,2,,,2,01,13,1529.3103893
5361615,1,3,1,90,2,,1,8,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1529.3103893
5361616,1,1,1,90,1,6,1,18,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1138.6876497
5361635,1,1,1,90,1,4,1,8,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1784.6536458
5361635,1,2,1,90,1,8,1,21,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1784.6536458
5361635,1,3,1,90,1,4,1,6,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1784.6536458
5361638,1,1,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1712.9228566
5361638,1,2,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1712.9228566
5361638,1,3,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1712.9228566
5361640,1,1,1,90,1,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1905.0903887
5361640,1,2,1,90,1,8,1,28,2,,1,24,2,,2,,2,,2,,2,,2,,,2,01,13,1905.0903887
5361640,1,3,1,90,2,,1,8,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1905.0903887
5361640,1,4,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1905.0903887
5361640,1,5,1,90,1,7,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1905.0903887
5361646,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1838.4134771
5361646,1,2,1,90,2,,1,23,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1838.4134771
5361647,1,1,1,90,1,8,1,21,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1201.9766338
5361647,1,2,1,90,1,8,1,8,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1201.9766338
5361647,1,3,1,90,1,14,1,8,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1201.9766338
5361647,1,4,1,90,2,,1,8,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1201.9766338
5361648,1,1,1,90,1,8,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1361.0104685
5361648,1,2,1,90,2,,1,9,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1361.0104685
5361652,1,1,1,90,2,,1,16,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1276.9903631
5361653,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,2228.0447364
5361653,1,2,1,90,2,,1,26,2,,1,30,2,,2,,2,,2,,2,,2,,,2,01,13,2228.0447364
5361653,1,3,1,90,2,,1,15,2,,1,20,2,,2,,2,,2,,2,,2,,,2,01,13,2228.0447364
5361653,1,4,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,2228.0447364
5361653,1,5,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,2228.0447364
5361656,1,1,1,90,1,3,1,3,2,,1,5,2,,2,,2,,2,,2,,2,,,2,01,13,1648.4872552
5361656,1,2,1,90,1,14,1,28,2,,1,21,2,,2,,2,,2,,2,,2,,,2,01,13,1648.4872552
5361656,1,3,1,90,1,7,1,14,2,,1,5,2,,2,,2,,2,,2,,2,,,2,01,13,1648.4872552
5361656,1,4,1,90,1,7,1,14,2,,1,2,2,,2,,2,,2,,2,,2,,,2,01,13,1648.4872552
5361656,1,5,1,90,1,9,1,2,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1648.4872552
5361657,1,1,1,90,1,3,1,4,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,753.14467196
5361657,1,2,1,90,1,7,1,28,2,,1,10,2,,2,,2,,2,,2,,2,,,2,01,13,753.14467196
5361657,1,3,1,90,1,18,1,16,2,,1,4,2,,2,,2,,2,,2,,2,,,2,01,13,753.14467196
5361658,1,1,1,90,1,2,1,7,2,,1,14,2,,2,,2,,2,,2,,2,,,2,01,13,1772.3643295
5361658,1,2,1,90,1,19,1,28,2,,1,25,2,,2,,2,,2,,2,,2,,,2,01,13,1772.3643295
5361660,1,1,1,90,1,3,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,13,1900.8661179
5361660,1,2,1,90,1,6,1,20,2,,1,35,2,,2,,2,,2,,2,,2,,,2,01,13,1900.8661179
