DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P7480S1,P7480S1A1,P7480S3,P7480S3A1,P7480S4,P7480S4A1,P7480S5,P7480S5A1,P7480S6,P7480S6A1,P7480S7,P7480S7A1,P7480S8,P7480S8A1,P7480S9,P7480S9A1,P7480S10,P7480S10A1,P7480S11,P7480S11A1,P7481,CLASE,MES,DPTO,fex_c_2011
5354743,1,1,1,90,1,8,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,23,3760.1027669
5354743,1,2,1,90,1,6,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,23,3760.1027669
5354744,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,23,1924.620188
5354744,1,2,1,90,2,,1,36,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,23,1924.620188
5354744,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,23,1924.620188
5354745,1,1,1,90,1,8,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,23,3035.517391
5354745,1,2,1,90,1,10,1,35,2,,1,10,2,,2,,2,,2,,2,,2,,,2,01,23,3035.517391
5354746,1,1,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,23,3796.0535498
5354746,1,2,1,90,1,4,1,30,2,,1,12,2,,2,,2,,2,,2,,2,,,2,01,23,3796.0535498
5354747,1,1,1,90,1,36,1,4,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,23,2550.3086997
5354747,1,2,1,90,2,,1,42,2,,1,28,2,,2,,2,,2,,2,,2,,,2,01,23,2550.3086997
5354747,1,3,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,23,2550.3086997
5354791,1,1,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1188.1712436
5354791,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1188.1712436
5354791,1,3,1,90,2,,1,30,2,,1,40,2,,2,,2,,2,,2,,2,,,2,01,27,1188.1712436
5354797,1,1,1,90,2,,1,40,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,2257.0350878
5354798,1,1,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1264.0210897
5354799,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,2664.7468291
5354799,1,2,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,2664.7468291
5354799,1,3,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,2664.7468291
5354799,1,4,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,2664.7468291
5354800,1,1,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1218.5421709
5354800,1,2,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1218.5421709
5354803,1,1,1,90,1,28,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1264.0210897
5354804,1,1,1,90,2,,1,30,2,,1,40,2,,2,,2,,2,,2,,2,,,2,01,27,965.30294516
5354804,1,2,1,90,2,,1,10,2,,1,15,2,,2,,2,,2,,2,,2,,,2,01,27,965.30294516
5354804,1,3,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,965.30294516
5354805,1,1,1,90,2,,1,10,2,,1,10,2,,2,,2,,2,,2,,2,,,2,01,27,1747.1660885
5354805,1,2,1,90,2,,2,,1,15,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1747.1660885
5354806,1,1,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,701.92324884
5354807,1,1,1,90,1,40,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1264.0210897
5354808,1,1,1,90,1,40,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,666.18670727
5354808,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,666.18670727
5354809,1,1,1,90,1,40,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,666.18670727
5354809,1,2,1,90,2,,1,40,2,,1,20,2,,2,,2,,2,,2,,2,,,2,01,27,666.18670727
5354809,1,3,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,666.18670727
5354810,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,2597.4860494
5354810,1,2,1,90,2,,1,30,2,,1,40,2,,2,,2,,2,,2,,2,,,2,01,27,2597.4860494
5354811,1,1,1,90,1,40,1,14,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1264.0210897
5354813,1,1,1,90,2,,1,10,2,,1,20,2,,2,,2,,2,,2,,2,,,2,01,27,998.67237576
5354814,1,1,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,666.18670727
5354814,1,2,1,90,2,,1,15,2,,1,18,2,,2,,2,,2,,2,,2,,,2,01,27,666.18670727
5354815,1,1,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,666.18670727
5354815,1,2,1,90,2,,1,8,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,666.18670727
5354815,1,3,1,90,2,,1,10,2,,1,20,2,,2,,2,,2,,2,,2,,,2,01,27,666.18670727
5354816,1,1,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1018.572168
5354816,1,2,1,90,2,,1,40,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1018.572168
5354816,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1018.572168
5354816,1,4,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1018.572168
5354817,1,1,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1904.6870672
5354817,1,2,1,90,1,10,1,30,2,,1,40,2,,2,,2,,2,,2,,2,,,2,01,27,1904.6870672
5354818,1,1,1,90,1,10,1,30,2,,1,30,2,,2,,2,,2,,2,,2,,,2,01,27,666.18670727
5354828,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1088.6015649
5354828,1,2,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1088.6015649
5354830,1,1,1,90,1,30,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,666.18670727
5354830,1,2,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,666.18670727
5354831,1,1,1,90,2,,1,18,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,666.18670727
5354832,1,1,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,701.92324884
5354833,1,1,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,701.92324884
5354834,1,1,1,90,2,,1,8,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,2080.8671273
5354836,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,701.92324884
5354837,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,701.92324884
5354838,1,1,1,90,2,,1,30,2,,1,40,2,,2,,2,,2,,2,,2,,,2,01,27,998.67237576
5354839,1,1,1,90,2,,1,30,2,,1,40,2,,2,,2,,2,,2,,2,,,2,01,27,1577.5670129
5354839,1,2,1,90,1,40,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1577.5670129
5354839,1,3,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1577.5670129
5354840,1,1,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,2080.8671273
5354841,1,1,1,90,1,30,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,666.18670727
5354841,1,2,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,666.18670727
5354842,1,1,1,90,1,40,1,10,2,,1,18,2,,2,,2,,2,,2,,2,,,2,01,27,2664.7468291
5354843,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1447.6995084
5354843,1,2,1,90,1,5,1,19,2,,1,15,2,,2,,2,,2,,2,,2,,,2,01,27,1447.6995084
5354843,1,3,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1447.6995084
5354844,1,1,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,666.18670727
5354844,1,2,1,90,1,6,1,14,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,666.18670727
5354845,1,1,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,680.55881379
5354845,1,2,1,90,2,,1,13,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,680.55881379
5354846,1,1,1,90,2,,1,8,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,2080.8671273
5354847,1,1,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,742.14709492
5354847,1,2,1,90,1,9,1,14,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,742.14709492
5354847,1,3,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,742.14709492
5354848,1,1,1,90,1,4,1,9,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,2080.8671273
5354849,1,1,1,90,1,6,1,14,2,,1,6,2,,2,,2,,2,,2,,2,,,2,01,27,1318.0387482
5354849,1,2,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1318.0387482
5354849,1,3,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1318.0387482
5354850,1,1,1,90,1,7,1,18,2,,1,10,2,,2,,2,,2,,2,,2,,,2,01,27,829.07330017
5354850,1,2,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,829.07330017
5354851,1,1,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,666.18670727
5354851,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,666.18670727
5354852,1,1,1,90,1,6,1,19,2,,1,12,2,,2,,2,,2,,2,,2,,,2,01,27,998.67237576
5354853,1,1,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1169.5242618
5354853,1,2,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1169.5242618
5354853,1,3,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1169.5242618
5354854,1,1,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,701.92324884
5354855,1,1,1,90,1,5,1,9,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1264.0210897
5354856,1,1,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,680.55881379
5354856,1,2,1,90,1,5,1,17,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,680.55881379
5354857,1,1,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1088.6015649
5354857,1,2,1,90,1,6,1,13,2,,1,6,2,,2,,2,,2,,2,,2,,,2,01,27,1088.6015649
5354858,1,1,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,666.18670727
5354858,1,2,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,666.18670727
5354859,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1664.8518502
5354859,1,2,1,90,1,8,1,14,2,,2,,1,9,2,,2,,2,,2,,2,,,2,01,27,1664.8518502
5354859,1,3,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1664.8518502
5354859,1,4,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1664.8518502
5354859,1,5,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1664.8518502
5354860,1,1,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,666.18670727
5354860,1,2,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,666.18670727
5354861,1,1,1,90,2,,1,17,2,,1,12,2,,2,,2,,2,,2,,2,,,2,01,27,2664.7468291
5354862,1,1,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,701.92324884
5354863,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1278.1004328
5354863,1,2,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1278.1004328
5354863,1,3,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1278.1004328
5354863,1,4,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1278.1004328
5354864,1,1,1,90,2,,1,10,2,,1,13,2,,2,,2,,2,,2,,2,,,2,01,27,998.67237576
5354865,1,1,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1264.0210897
5354866,1,1,1,90,1,5,1,12,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,666.18670727
5354867,1,1,1,90,1,5,1,9,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,701.92324884
5354868,1,1,1,90,1,9,1,14,2,,2,,1,8,2,,2,,2,,2,,2,,,2,01,27,666.18670727
5354868,1,2,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,666.18670727
5354868,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,666.18670727
5354869,1,1,1,90,1,5,1,9,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,701.92324884
5354870,1,1,1,90,1,5,2,,2,,1,5,2,,2,,2,,2,,2,,2,,,2,01,27,1041.6136751
5354870,1,2,1,90,1,6,1,19,2,,1,12,2,,2,,2,,2,,2,,2,,,2,01,27,1041.6136751
5354871,1,1,1,90,2,,1,18,2,,1,12,2,,2,,2,,2,,2,,2,,,2,01,27,1249.1941482
5354872,1,1,1,90,1,7,1,15,2,,1,10,2,,2,,2,,2,,2,,2,,,2,01,27,1324.180548
5354873,1,1,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1324.180548
5354873,1,2,1,90,2,,1,18,2,,1,13,2,,2,,2,,2,,2,,2,,,2,01,27,1324.180548
5354873,1,4,1,90,2,,1,16,2,,1,9,2,,2,,2,,2,,2,,2,,,2,01,27,1324.180548
5354873,1,5,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1324.180548
5354873,1,6,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1324.180548
5354873,1,7,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1324.180548
5354874,1,1,1,90,1,5,1,10,2,,1,7,2,,2,,2,,2,,2,,2,,,2,01,27,2877.5949856
5354874,1,2,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,2877.5949856
5354874,1,3,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,2877.5949856
5354875,1,1,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,3688.6623154
5354875,1,2,1,90,2,,1,16,2,,1,5,2,,2,,2,,2,,2,,2,,,2,01,27,3688.6623154
5354875,1,3,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,3688.6623154
5354876,1,1,1,90,2,,1,30,2,,1,30,2,,2,,2,,2,,2,,2,,,2,01,27,2562.9785279
5354876,1,2,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,2562.9785279
5354876,1,3,1,90,2,,1,16,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,2562.9785279
5354877,1,1,1,90,1,40,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1324.180548
5354877,1,2,1,90,2,,1,40,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1324.180548
5354878,1,1,1,90,2,,1,30,2,,1,40,2,,2,,2,,2,,2,,2,,,2,01,27,2483.0255148
5354879,1,1,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,2367.1316615
5354879,1,2,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,2367.1316615
5354880,1,1,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,2155.2088397
5354880,1,2,1,90,2,,1,18,2,,1,18,2,,2,,2,,2,,2,,2,,,2,01,27,2155.2088397
5354881,1,1,1,90,1,4,1,4,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1929.9150335
5354881,1,2,1,90,1,16,1,16,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1929.9150335
5354882,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,2153.8172983
5354882,1,2,1,90,2,,1,21,2,,1,50,2,,2,,2,,2,,2,,2,,,2,01,27,2153.8172983
5354882,1,3,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,2153.8172983
5354882,1,4,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,2153.8172983
5354882,1,5,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,2153.8172983
5354882,1,6,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,2153.8172983
5354883,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,680.55881379
5354883,1,2,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,680.55881379
5354884,1,1,1,90,2,,1,7,2,,1,14,2,,2,,2,,2,,2,,2,,,2,01,27,2664.7468291
5354884,1,2,1,90,2,,1,16,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,2664.7468291
5354885,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,2664.7468291
5354885,1,2,1,90,2,,1,36,2,,1,40,2,,2,,2,,2,,2,,2,,,2,01,27,2664.7468291
5354885,1,3,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,2664.7468291
5354885,1,4,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,2664.7468291
5354885,1,9,1,90,2,,1,14,2,,1,60,2,,2,,2,,2,,2,,2,,,2,01,27,2664.7468291
5354886,1,1,1,90,1,8,2,,2,,2,,2,,2,,2,,2,,2,,1,5,,2,01,27,1088.6015649
5354886,1,2,1,90,1,10,1,10,2,,1,10,2,,2,,2,,2,,2,,2,,,2,01,27,1088.6015649
5354887,1,1,1,90,2,,1,3,2,,1,6,2,,2,,2,,2,,2,,2,,,2,01,27,2155.2088397
5354887,1,2,1,90,1,6,1,20,2,,1,20,2,,2,,2,,2,,2,,2,,,2,01,27,2155.2088397
5354888,1,1,1,90,2,,1,18,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,2080.106592
5354889,1,1,1,90,2,,1,20,2,,1,14,2,,2,,2,,2,,2,,2,,,2,01,27,1190.8886969
5354889,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1190.8886969
5354890,1,1,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,2080.8671273
5354891,1,1,1,90,2,,1,21,2,,1,40,2,,2,,2,,2,,2,,2,,,2,01,27,666.18670727
5354891,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,666.18670727
5354891,1,3,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,666.18670727
5354891,1,4,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,666.18670727
5354892,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,666.18670727
5354892,1,2,1,90,1,5,1,18,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,666.18670727
5354893,1,1,1,90,1,8,1,20,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,701.92324884
5354894,1,1,1,90,1,6,1,8,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,2080.8671273
5354895,1,1,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1264.0210897
5354896,1,1,1,90,2,,1,24,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1450.4169616
5354896,1,2,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1450.4169616
5354897,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,2405.7306122
5354897,1,2,1,90,2,,1,28,2,,1,16,2,,2,,2,,2,,2,,2,,,2,01,27,2405.7306122
5354898,1,1,1,90,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,680.55881379
5354898,1,2,1,90,1,5,1,20,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,680.55881379
5354900,1,1,1,90,2,,1,18,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,748.15060327
5354901,1,1,1,90,1,4,1,4,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1278.1004328
5354901,1,2,1,90,1,6,1,30,2,,1,26,2,,2,,2,,2,,2,,2,,,2,01,27,1278.1004328
5354901,1,3,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1278.1004328
5354901,1,4,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1278.1004328
5354902,1,1,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,701.92324884
5354903,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,2080.8671273
5354904,1,1,1,90,2,,1,18,2,,1,20,2,,2,,2,,2,,2,,2,,,2,01,27,666.18670727
5354904,1,2,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,666.18670727
5354905,1,1,1,90,1,4,1,4,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,2080.8671273
5354906,1,1,1,90,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1197.1777359
5354906,1,2,1,90,1,5,1,22,2,,1,20,2,,2,,2,,2,,2,,2,,,2,01,27,1197.1777359
5354906,1,3,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1197.1777359
5354907,1,1,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,2236.1315366
5354907,1,2,1,90,2,,1,21,2,,1,40,2,,2,,2,,2,,2,,2,,,2,01,27,2236.1315366
5354907,1,3,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,2236.1315366
5354908,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1747.1660885
5354908,1,2,1,90,2,,1,18,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1747.1660885
5354909,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1339.1233374
5354909,1,2,1,90,2,,1,21,2,,1,40,2,,2,,2,,2,,2,,2,,,2,01,27,1339.1233374
5354910,1,1,1,90,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,680.55881379
5354910,1,2,1,90,1,12,1,30,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,680.55881379
5354994,1,1,1,90,2,,1,14,1,6,2,,2,,2,,2,,2,,2,,2,,,2,01,27,701.92324884
5354995,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,666.18670727
5354995,1,2,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,666.18670727
5354995,1,3,1,90,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,,2,01,27,666.18670727
5354995,1,4,1,90,2,,1,24,2,,2,,1,12,2,,2,,2,,2,,2,,,2,01,27,666.18670727
5354996,1,1,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,666.18670727
5354996,1,2,1,90,2,,1,9,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,666.18670727
5354997,1,1,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1264.0210897
5354998,1,1,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,666.18670727
5354999,1,1,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,2310.3043106
5354999,1,2,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,2310.3043106
5355000,1,1,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1821.3388626
5355001,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,788.83533322
5355001,1,2,1,90,1,7,1,21,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,788.83533322
5355001,1,3,1,90,2,,1,21,2,,1,40,2,,2,,2,,2,,2,,2,,,2,01,27,788.83533322
5355001,1,6,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,788.83533322
5355002,1,1,1,90,2,,1,18,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,789.13498473
5355002,1,2,1,90,2,,1,16,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,789.13498473
5355002,1,3,1,90,2,,1,18,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,789.13498473
5355003,1,1,1,90,2,,1,16,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1558.9931326
5355003,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1558.9931326
5355003,1,3,1,90,2,,1,18,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1558.9931326
5355004,1,1,1,90,2,,1,18,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1440.9495855
5355005,1,1,1,90,2,,1,14,2,,1,40,2,,2,,2,,2,,2,,2,,,2,01,27,1469.0639434
5355005,1,2,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1469.0639434
5355006,1,1,1,90,2,,1,21,2,,1,20,2,,2,,2,,2,,2,,2,,,2,01,27,666.18670727
5355007,1,1,1,90,2,,1,14,2,,2,,2,,1,14,2,,2,,2,,2,,,2,01,27,701.92324884
5355008,1,1,1,90,1,12,1,14,2,,1,14,2,,2,,2,,2,,2,,2,,,2,01,27,789.13498473
5355008,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,789.13498473
5355008,1,3,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,789.13498473
5355009,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,27,1871.0300848
5355009,1,2,1,90,2,,1,10,2,,2,,1,5,2,,2,,2,,2,,2,,,2,01,27,1871.0300848
