DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,CLASE,P7430,P7450,P7450S1,P7452,P7454,P7456,P7458,P7458S1,P7460,P7470,P7472,P7472S1,P744,P1884,P1807,P6921,INI,MES,p7440,DPTO,fex_c_2011
5332763,1,2,1,80,63,1,1,9,PANDEMIA,1,,1,1,,2,,2,,,,,2,1,01,2,63,121.20921514
5332763,1,4,1,80,63,1,2,,,,2,,,.,2,,2,,2,,800000,2,1,01,,63,121.20921514
5332764,1,2,1,80,63,1,1,4,,2,,,9,,2,,2,,2,,600000,2,1,01,4,63,74.445258756
5332764,1,5,1,80,63,1,2,,,,2,,,.,2,,2,,1,48,700000,2,1,01,,63,74.445258756
5332765,1,3,1,80,63,1,1,8,,2,,,1,,2,,2,,1,48,700000,2,1,01,1.1,63,183.97420403
5332766,1,1,1,80,63,1,1,5,,2,,,4,,3,,2,,,,,3,1,01,4,63,166.36386807
5332767,1,1,1,80,63,1,1,4,,2,,,4,,2,,2,,2,,600000,2,1,01,4,63,136.87120102
5332767,1,2,1,80,63,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,63,136.87120102
5332769,1,1,1,80,63,1,1,5,,2,,,11,,3,,2,,,,,3,1,01,4,63,166.36386807
5332772,1,1,1,80,68,1,1,9,AISLAMIENTO PREVENTIVO OBLIGATORIO,2,,,12,TEMOR AL CONTAGIO COVID 19,2,,2,,,,,2,1,01,1.4,68,299.79015098
5332772,1,3,1,80,68,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,68,299.79015098
5332774,1,2,1,80,68,1,2,,,,2,,,.,,,2,,,,,,1,01,,68,360.18116255
5332775,1,2,1,80,63,1,1,8,,2,,,9,,2,,2,,1,48,877803,2,1,01,1.2,63,167.7565208
5332776,1,1,1,80,63,1,1,7,,2,,,7,,2,,1,600000,1,48,750000,2,1,01,1.1,63,218.70548371
5332776,1,3,1,80,63,1,1,8,,2,,,1,,2,,2,,,,,2,1,01,1.4,63,218.70548371
5332779,1,2,1,80,63,1,2,,,,2,,,.,,,2,,,,,,1,01,,63,145.8197222
5332780,1,3,1,80,63,1,1,8,,2,,,9,,2,,2,,,,,2,1,01,1.1,63,99.069126021
5332780,1,4,1,80,63,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,63,99.069126021
5332781,1,2,1,80,63,1,2,,,,2,,,.,,,2,,,,,,1,01,,63,79.940424115
5332781,1,3,1,80,63,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,63,79.940424115
5332784,1,2,1,80,68,1,1,8,,2,,,9,,1,1,2,,,,,1,1,01,1.2,68,419.26875014
5332785,1,3,1,80,68,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,3,68,740.64259238
5332785,1,4,1,80,68,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,2,68,740.64259238
5332786,1,3,1,80,68,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,68,655.70021549
5332787,1,2,1,80,68,1,1,7,,2,,,9,,3,,2,,2,,800000,3,1,01,1.4,68,366.80901604
5332787,2,1,2,80,68,1,1,8,,2,,,8,,3,,2,,,,,3,1,01,2,68,366.80901604
5332794,1,1,1,80,50,1,1,6,,2,,,8,,2,,2,,,,,2,1,01,4,50,208.0722409
5332795,1,1,1,80,50,1,1,4,,2,,,8,,2,,2,,,,,2,1,01,4,50,243.10186494
5332795,1,3,1,80,50,1,2,,,,2,,,.,,,2,,,,,,1,01,,50,243.10186494
5332796,1,2,1,80,50,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,1.3,50,410.4222576
5332797,1,2,1,80,50,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,1.4,50,367.37170148
5332803,1,1,1,80,50,1,1,3,,2,,,4,,2,,2,,,,,2,1,01,4,50,277.63218942
5332804,1,2,1,80,50,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,50,186.90755955
5332805,1,1,1,80,50,1,1,3,,2,,,12,POR LA PANDEMIA,2,,2,,,,,2,1,01,2,50,292.17242218
5332805,1,4,1,80,50,1,2,,,,2,,,.,,,2,,,,,,1,01,,50,292.17242218
5332806,1,1,1,80,50,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,3,50,307.57621098
5332808,1,2,1,80,50,1,1,8,,2,,,9,,2,,2,,1,48,800000,2,1,01,1.2,50,318.82912445
5332809,1,3,1,80,50,1,2,,,,2,,,.,,,2,,,,,,1,01,,50,361.87968057
5332810,1,3,1,80,50,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,50,145.34567475
5332810,1,4,1,80,50,1,1,4,,2,,,8,,2,,2,,,,,2,1,01,4,50,145.34567475
5332810,1,5,1,80,50,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,50,145.34567475
5332811,1,1,1,80,63,1,1,7,,2,,,9,,2,,2,,2,,600000,2,1,01,2,63,211.720131
5332811,1,2,1,80,63,1,1,2,,2,,,8,,2,,2,,1,40,900000,2,1,01,2,63,211.720131
5332811,1,7,1,80,63,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,63,211.720131
5332814,1,2,1,80,63,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,63,114.8968831
5332817,1,4,1,80,63,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,63,138.26385374
5332818,1,1,1,80,63,1,1,3,,2,,,8,,2,,2,,,,,2,1,01,4,63,210.41196998
5332818,1,3,1,80,63,1,1,8,,2,,,4,,2,,2,,,,,2,1,01,1.4,63,210.41196998
5332820,1,1,1,80,63,1,1,8,,2,,,8,,2,,2,,,,,2,1,01,4,63,123.8213965
5332820,1,2,1,80,63,1,1,8,,2,,,11,,2,,2,,,,,2,1,01,1.2,63,123.8213965
5332842,1,1,1,80,54,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,54,343.56265745
5332842,1,2,1,80,54,1,1,8,,2,,,9,,2,,2,,2,,800000,2,1,01,2,54,343.56265745
5332843,1,2,1,80,54,1,1,8,,2,,,9,,2,,2,,,,,2,1,01,4,54,419.96569042
5332847,1,1,1,80,76,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,3,76,932.22191901
5332848,1,2,1,80,76,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,76,946.79045531
5332849,1,1,1,80,76,1,1,7,,2,,,11,,3,,2,,,,,3,1,01,4,76,809.30288586
5332849,1,2,1,80,76,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,76,809.30288586
5332850,1,1,1,80,76,1,1,8,,2,,,4,,2,,2,,,,,2,1,01,4,76,1307.2318022
5332850,1,4,1,80,76,1,2,,,,2,,,.,,,2,,,,,,1,01,,76,1307.2318022
5332850,1,5,1,80,76,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,76,1307.2318022
5332851,1,1,1,80,76,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,76,919.74557592
5332852,1,2,1,80,76,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,76,1104.8016632
5332853,1,1,1,80,76,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,3,76,943.65814299
5332855,1,1,1,80,76,1,1,1,,2,,,4,,2,,2,,2,,1000000,2,1,01,1.2,76,966.4771524
5332855,1,2,1,80,76,1,1,1,,2,,,4,,2,,2,,,,,2,1,01,3,76,966.4771524
5332855,1,5,1,80,76,1,2,,,,2,,,.,,,2,,,,,,1,01,,76,966.4771524
5332855,1,7,1,80,76,1,1,7,,2,,,9,,2,,2,,2,,800000,2,1,01,4,76,966.4771524
5332855,1,8,1,80,76,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,76,966.4771524
5332856,1,2,1,80,19,1,2,,,,2,,,.,,,2,,,,,,1,01,,19,70.143052932
5332856,1,4,1,80,19,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,19,70.143052932
5332857,1,3,1,80,19,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,19,139.86681426
5332857,1,4,1,80,19,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,19,139.86681426
5332858,1,1,1,80,19,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,19,82.385068706
5332858,1,2,1,80,19,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,19,82.385068706
5332858,1,4,1,80,19,1,1,1,,2,,,9,,2,,2,,,,2000000,2,1,01,2,19,82.385068706
5332859,1,1,1,80,19,1,1,8,,2,,,11,,2,,2,,,,,2,1,01,4,19,156.41828331
5332859,1,2,1,80,19,1,1,8,,2,,,1,,2,,2,,,,1500000,2,1,01,1.1,19,156.41828331
5332859,1,3,1,80,19,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,19,156.41828331
5332860,1,2,1,80,19,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,1.4,19,141.15642035
5332861,1,1,1,80,19,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,19,126.05918614
5332862,1,1,1,80,19,1,1,7,,2,,,10,,3,,2,,,,,3,1,01,2,19,102.34463454
5332862,1,2,1,80,19,1,1,3,,2,,,9,,1,2,2,,,,,1,1,01,3,19,102.34463454
5332862,1,3,1,80,19,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,19,102.34463454
5332864,1,2,1,80,05,1,2,,,,2,,,.,2,,2,,2,,877803,2,1,01,,05,1226.7129172
5332864,1,3,1,80,05,1,1,8,,1,,1,9,,2,,2,,,,1100000,2,1,01,1.3,05,1226.7129172
5332871,1,3,1,80,17,1,2,,,,2,,,.,,,2,,,,,,1,01,,17,201.3798871
5332875,1,3,1,80,17,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,17,201.86902529
5332875,1,4,1,80,17,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,17,201.86902529
5332876,1,2,1,80,17,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,17,245.15074747
5332876,1,4,1,80,17,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,17,245.15074747
5332879,1,5,1,80,15,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,3,15,178.07501687
5332881,1,1,1,80,15,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,15,94.128462473
5332881,1,2,1,80,15,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,15,94.128462473
5332882,1,3,1,80,15,1,2,,,,1,2,1,,2,,2,,,,,2,1,01,,15,169.90659559
5332882,1,4,1,80,15,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,15,169.90659559
5332883,1,3,1,80,15,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,15,135.64331849
5332883,1,4,1,80,15,1,2,,,,2,,,.,,,2,,,,,,1,01,,15,135.64331849
5332884,1,1,1,80,15,1,1,5,,1,,2,1,,3,,2,,,,,3,1,01,3,15,145.96787132
5332884,1,3,1,80,15,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,15,145.96787132
5332885,1,2,1,80,15,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,15,118.79113242
5332885,1,3,1,80,15,1,2,,,,1,1,1,,2,,2,,,,,2,1,01,,15,118.79113242
5332885,1,4,1,80,15,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,15,118.79113242
5332888,1,1,1,80,15,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,15,104.1493809
5332888,1,2,1,80,15,1,1,4,,2,,,4,,2,,2,,1,40,877803,2,1,01,3,15,104.1493809
5332897,1,1,1,80,05,1,1,5,,2,,,8,,3,,2,,,,,3,1,01,4,05,1188.3785632
5332898,1,1,1,80,05,1,1,5,,2,,,11,,3,,2,,,,,3,1,01,4,05,1325.6449853
5332898,1,2,1,80,05,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,05,1325.6449853
5332900,1,1,1,80,05,1,1,5,,2,,,11,,3,,2,,,,,3,1,01,4,05,1278.4535833
5332911,1,2,1,80,05,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,05,1106.3585798
5332911,1,3,1,80,05,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,05,1106.3585798
5332912,1,1,1,80,05,1,1,4,,2,,,4,,1,2,2,,,,,1,1,01,3,05,1271.4405335
5332912,1,2,1,80,05,1,1,9,CAMBIO DE PAIS,2,,,11,,2,,1,4000000,,,,2,1,01,1.2,05,1271.4405335
5332913,1,3,1,80,05,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,05,831.02372423
5332913,1,4,1,80,05,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,05,831.02372423
5332914,1,4,1,80,05,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,05,1495.0500539
5332914,1,6,1,80,05,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,05,1495.0500539
5332914,1,8,1,80,05,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,05,1495.0500539
5332922,1,2,1,80,15,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,15,80.928239006
5332923,1,1,1,80,15,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,1.2,15,96.183198486
5332923,1,2,1,80,15,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,15,96.183198486
5332924,1,1,1,80,15,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,15,120.13409204
5332925,1,2,1,80,15,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,15,97.780425074
5332926,1,1,1,80,15,1,1,9,PANDEMIA,2,,,8,,2,,2,,,,,2,1,01,1.4,15,110.1131736
5332926,1,2,1,80,15,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,15,110.1131736
5332927,1,1,1,80,15,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,15,118.14252013
5332928,1,2,1,80,15,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,15,80.928239006
5332930,1,1,1,80,15,1,1,1,,2,,,1,,1,1,2,,1,40,877803,1,1,01,1.4,15,86.828867601
5332930,1,2,1,80,15,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,15,86.828867601
5332930,1,3,1,80,15,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,15,86.828867601
5332932,1,1,1,80,15,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,15,118.14252013
5332933,1,2,1,80,15,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,2,15,151.62802962
5332934,1,1,1,80,15,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,15,118.14252013
5332935,1,3,1,80,15,1,2,,,,2,,,.,,,2,,,,,,1,01,,15,145.96787132
5332936,1,2,1,80,15,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,15,134.109256
5332937,1,2,1,80,15,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,2,15,118.07935602
5332938,1,2,1,80,63,1,1,9,CONTINGENCIA NACIONAL,2,,,9,,2,,2,,,,,2,1,01,1.4,63,136.87120102
5332939,1,1,1,80,63,1,1,4,,2,,,4,,3,,2,,,,,3,1,01,4,63,136.87120102
5332939,1,2,1,80,63,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,63,136.87120102
5332940,1,1,1,80,63,1,1,4,,2,,,10,,3,,2,,,,,3,1,01,4,63,136.87120102
5332942,1,3,1,80,63,1,2,,,,2,,,.,,,2,,,,,,1,01,,63,156.59550227
5332949,1,3,1,80,52,1,2,,,,2,,,.,,,2,,,,,,1,01,,52,255.37971843
5332951,1,2,1,80,52,1,1,6,,2,,,11,,3,,2,,,,,3,1,01,3,52,101.7673978
5332953,1,1,1,80,52,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,52,181.19062744
5332959,1,1,1,80,17,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,3,17,216.22327025
5332960,1,2,1,80,17,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,17,200.6805839
5332961,1,1,1,80,17,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,17,228.75025564
5332961,1,2,1,80,17,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,17,228.75025564
5332961,1,4,1,80,17,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,17,228.75025564
5332962,1,1,1,80,17,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,3,17,186.81106599
5332962,1,2,1,80,17,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,17,186.81106599
5332963,1,1,1,80,17,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,17,201.3415591
5332965,1,3,1,80,63,1,2,,,,2,,,.,2,,2,,1,30,600000,2,1,01,,63,90.061196737
5332965,1,4,1,80,63,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,63,90.061196737
5332965,1,6,1,80,63,1,1,8,,2,,,8,,2,,2,,,,,2,1,01,4,63,90.061196737
5332966,1,1,1,80,63,1,1,8,,2,,,4,,2,,2,,2,,900000,2,1,01,2,63,205.09621853
5332966,1,2,1,80,63,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,63,205.09621853
5332966,1,4,1,80,63,1,1,8,,2,,,9,,2,,2,,1,48,900000,2,1,01,2,63,205.09621853
5332967,1,1,1,80,63,1,1,6,,1,,3,1,,2,,2,,,,,2,1,01,4,63,74.445258756
5332967,1,3,1,80,63,1,1,8,,2,,,2,,2,,2,,1,24,500000,2,1,01,1.3,63,74.445258756
5332971,1,1,1,80,63,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,63,166.36386807
5332975,1,1,1,80,50,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,50,190.17712813
5332976,1,1,1,80,50,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,2,50,403.7800583
5332976,1,2,1,80,50,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,50,403.7800583
5332977,1,3,1,80,50,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,50,236.21001586
5332978,1,1,1,80,50,1,1,1,,2,,,4,,2,,1,900000,2,,900000,2,1,01,1.1,50,291.39479219
5332979,1,1,1,80,50,1,1,3,,2,,,9,,2,,2,,1,40,800000,2,1,01,4,50,242.85221516
5332981,1,1,1,80,50,1,1,2,,2,,,2,,2,,2,,2,,970000,2,1,01,2,50,269.52666814
5332982,1,2,1,80,50,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,50,201.20148721
5332982,1,4,1,80,50,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,50,201.20148721
5332985,1,1,1,80,68,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,68,533.26363602
5332987,1,3,1,80,47,1,2,,,,2,,,.,,,2,,,,,,1,01,,47,213.77009739
5332988,1,3,1,80,47,1,2,,,,2,,,.,,,2,,,,,,1,01,,47,256.55102577
5332989,1,2,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,131.23675871
5332990,1,1,1,80,68,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,68,443.79933625
5332991,1,2,1,80,68,1,1,3,,2,,,8,,2,,2,,,,,2,1,01,4,68,559.91589431
5332991,1,3,1,80,68,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,68,559.91589431
5332992,1,2,1,80,68,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,68,523.66409322
5332992,1,3,1,80,68,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,68,523.66409322
5332992,1,4,1,80,68,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,68,523.66409322
5332993,1,2,1,80,68,1,1,3,,2,,,9,,2,,2,,1,24,900000,2,1,01,2,68,297.55517434
5332995,1,1,1,80,68,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,68,468.29742446
5332995,1,2,1,80,68,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,2,68,468.29742446
5332996,1,3,1,80,68,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,68,454.14193317
5332996,1,4,1,80,68,1,2,,,,2,,,.,,,2,,,,,,1,01,,68,454.14193317
5332996,1,6,1,80,68,1,1,5,,2,,,8,,2,,2,,,,,2,1,01,2,68,454.14193317
5332996,1,7,1,80,68,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,3,68,454.14193317
5332997,1,1,1,80,68,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,68,629.04795719
5332998,1,1,1,80,68,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,68,476.77236848
5332998,1,2,1,80,68,1,1,8,,2,,,1,,2,,2,,1,48,1000000,2,1,01,2,68,476.77236848
5332999,1,1,1,80,68,1,1,4,,2,,,8,,2,,2,,,,,2,1,01,4,68,541.73858004
5332999,1,2,1,80,68,1,1,6,,2,,,8,,2,,2,,,,,2,1,01,4,68,541.73858004
5333000,1,1,1,80,68,1,1,5,,2,,,8,,3,,2,,,,,3,1,01,4,68,637.52290121
5333000,1,2,1,80,68,1,1,5,,2,,,8,,3,,2,,,,,3,1,01,4,68,637.52290121
5333001,1,4,1,80,68,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,68,300.63555006
5333002,1,1,1,80,68,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,1.4,68,533.26363602
5333004,1,1,1,80,68,1,2,,,,2,,,.,3,,2,,,,,3,1,01,,68,533.26363602
5333015,1,4,1,80,47,1,1,2,,2,,,2,,2,,2,,,,,2,1,01,2,47,206.81252051
5333016,1,3,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,145.15196548
5333016,1,5,1,80,47,1,1,8,,2,,,9,,2,,2,,,,,2,1,01,4,47,145.15196548
5333020,1,1,1,80,41,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,41,82.803913187
5333020,1,2,1,80,41,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,41,82.803913187
5333022,1,1,1,80,41,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,41,154.84115423
5333022,1,2,1,80,41,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,41,154.84115423
5333023,1,1,1,80,41,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,41,110.59999454
5333023,1,2,1,80,41,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,41,110.59999454
5333027,1,1,1,80,63,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,63,119.39785046
5333029,1,1,1,80,63,1,1,9,PANDEMIA,2,,,1,,2,,2,,,,,2,1,01,1.4,63,91.959740609
5333029,1,2,1,80,63,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,63,91.959740609
5333031,1,3,1,80,63,1,1,8,,2,,,2,,2,,2,,1,48,500000,2,1,01,1.4,63,137.46680037
5333032,1,2,1,80,63,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,3,63,175.47951878
5333032,1,4,1,80,63,1,1,9,PANDEMIA,2,,,9,,2,,2,,2,,700000,2,1,01,1.4,63,175.47951878
5333033,1,1,1,80,63,1,1,8,,2,,,11,,2,,2,,,,,2,1,01,1.3,63,166.36386807
5333034,1,3,1,80,63,1,1,8,,2,,,2,,2,,2,,1,48,900000,2,1,01,2,63,122.86456649
5333036,1,1,1,80,63,1,1,3,,2,,,4,,2,,2,,,,,2,1,01,4,63,119.39785046
5333037,1,2,1,80,63,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,63,175.02568284
5333037,1,4,1,80,63,1,2,,,,2,,,.,,,2,,,,,,1,01,,63,175.02568284
5333038,1,2,1,80,63,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,63,74.445258756
5333039,1,1,1,80,63,1,1,4,,1,,2,4,,3,,2,,,,,3,1,01,4,63,116.7856691
5333041,1,2,1,80,63,1,1,3,,2,,,9,,2,,2,,2,,600000,2,1,01,1.4,63,279.4447012
5333043,1,4,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,116.17532151
5333044,1,2,1,80,47,1,1,1,,2,,,1,,2,,2,,,,,2,1,01,4,47,111.46920866
5333045,1,2,1,80,19,1,1,9,RENUNCIO POR CUIDAR UN FAMILIAR RNFERMO,2,,,9,,2,,2,,,,,2,1,01,1.1,19,138.84716343
5333046,1,1,1,80,19,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,19,115.8762564
5333046,1,2,1,80,19,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,19,115.8762564
5333047,1,4,1,80,19,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,19,125.70097743
5333048,1,1,1,80,19,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,19,136.14726986
5333048,1,2,1,80,19,1,1,8,,2,,,9,,2,,2,,,,,2,1,01,4,19,136.14726986
5333052,1,1,1,80,19,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,19,95.700088955
5333053,1,1,1,80,19,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,19,95.700088955
5333054,1,4,1,80,19,1,2,,,,2,,,.,,,2,,,,,,1,01,,19,97.374002115
5333055,1,2,1,80,19,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,19,109.06287657
5333055,1,7,1,80,19,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,19,109.06287657
5333056,1,1,1,80,19,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,3,19,105.78817268
5333056,1,2,1,80,19,1,1,9,PANDEMIA,2,,,12,TEMOR A CONTAGIO,2,,2,,,,,2,1,01,1.2,19,105.78817268
5333057,1,1,1,80,19,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,19,63.187288139
5333059,1,2,1,80,52,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,52,134.88307644
5333077,1,1,1,80,27,1,1,4,,2,,,1,,2,,2,,,,,2,1,01,4,27,34.603350063
5333077,1,2,1,80,27,1,1,3,,2,,,1,,2,,2,,,,,2,1,01,3,27,34.603350063
5333077,1,3,1,80,27,1,2,,,,2,,,.,,,2,,,,,,1,01,,27,34.603350063
5333081,1,1,1,80,27,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,1.4,27,190.31842535
5333083,1,3,1,80,27,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,27,34.603350063
5333083,1,4,1,80,27,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,27,34.603350063
5333085,1,1,1,80,27,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,27,34.603350063
5333085,1,3,1,80,27,1,1,3,,2,,,1,,2,,2,,,,,2,1,01,4,27,34.603350063
5333088,1,2,1,80,27,1,2,,,,1,1,4,,2,,2,,1,30,200000,2,1,01,,27,181.60223657
5333092,1,2,1,80,27,1,1,1,,2,,,5,,2,,2,,,,,2,1,01,4,27,34.603350063
5333092,1,3,1,80,27,1,1,8,,2,,,1,,2,,2,,1,48,1000000,2,1,01,4,27,34.603350063
5333095,1,3,1,80,27,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,27,34.603350063
5333095,1,6,1,80,27,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,27,34.603350063
5333096,1,1,1,80,27,1,1,4,,2,,,4,,3,,2,,,,,3,1,01,4,27,153.58449615
5333097,1,1,1,80,27,1,1,8,,2,,,8,,2,,2,,,,,2,1,01,4,27,34.603350063
5333100,1,1,1,80,27,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,1.2,27,34.603350063
5333101,1,2,1,80,27,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,27,34.603350063
5333101,1,3,1,80,27,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,27,34.603350063
5333101,1,4,1,80,27,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,27,34.603350063
5333103,1,1,1,80,27,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,2,27,190.31842535
5333104,1,2,1,80,27,1,1,3,,2,,,9,,2,,2,,2,,1114000,2,1,01,1.3,27,190.31842535
5333105,1,2,1,80,68,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,68,460.28585236
