DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,CLASE,P7430,P7450,P7450S1,P7452,P7454,P7456,P7458,P7458S1,P7460,P7470,P7472,P7472S1,P744,P1884,P1807,P6921,INI,MES,p7440,DPTO,fex_c_2011
5353981,1,3,1,80,44,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,44,107.34755081
5353981,1,4,1,80,44,1,2,,,,2,,,.,,,2,,,,,,1,01,,44,107.34755081
5354002,1,1,1,80,47,1,1,4,,2,,,4,,2,,2,,2,,99,2,1,01,3,47,159.96519877
5354002,1,2,1,80,47,1,1,4,,2,,,4,,2,,2,,2,,908500,2,1,01,4,47,159.96519877
5354003,1,1,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,153.00762189
5354003,1,2,1,80,47,1,1,8,,1,,1,1,,2,,2,,1,48,800000,2,1,01,1.4,47,153.00762189
5354004,1,3,1,80,47,1,2,,,,2,,,.,,,2,,,,,,1,01,,47,198.6713398
5354005,1,1,1,80,47,1,1,4,,2,,,4,,2,,2,,2,,908500,2,1,01,2,47,111.46920866
5354005,1,2,1,80,47,1,1,4,,2,,,4,,2,,2,,2,,98,2,1,01,2,47,111.46920866
5354006,1,3,1,80,47,1,2,,,,2,,,.,,,2,,,,,,1,01,,47,155.89041141
5354007,1,1,1,80,47,1,1,1,,2,,,8,,2,,2,,,,,2,1,01,1.4,47,207.75574171
5354007,1,4,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,207.75574171
5354007,1,5,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,207.75574171
5354007,1,6,1,80,47,1,1,3,,2,,,1,,2,,2,,,,,2,1,01,4,47,207.75574171
5354008,1,2,1,80,47,1,2,,,,2,,,.,,,2,,,,,,1,01,,47,116.17532151
5354009,1,1,1,80,47,1,1,4,,2,,,8,,2,,2,,,,,2,1,01,4,47,182.34804446
5354011,1,3,1,80,47,1,2,,,,2,,,.,,,2,,,,,,1,01,,47,124.27918183
5354014,1,1,1,80,47,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,1.3,47,186.86498066
5354014,1,2,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,186.86498066
5354014,1,3,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,186.86498066
5354015,1,2,1,80,47,1,1,3,,2,,,9,,2,,2,,2,,877803,2,1,01,3,47,257.90577584
5354016,1,1,1,80,47,1,1,9,POR LA EDAD QUE TIENE,2,,,8,,2,,2,,1,40,800000,2,1,01,4,47,161.70175785
5354016,1,4,1,80,47,1,1,8,,2,,,7,,2,,2,,1,48,500000,2,1,01,2,47,161.70175785
5354016,1,5,1,80,47,1,2,,,,2,,,.,,,2,,,,,,1,01,,47,161.70175785
5354016,1,8,1,80,47,1,1,4,,2,,,8,,2,,2,,,,,2,1,01,4,47,161.70175785
5354017,1,2,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,142.90044844
5354024,1,3,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,194.92779113
5354024,1,5,1,80,47,1,1,8,,2,,,8,,2,,2,,,,,2,1,01,4,47,194.92779113
5354024,1,6,1,80,47,1,1,8,,2,,,8,,2,,2,,,,,2,1,01,4,47,194.92779113
5354025,1,1,1,80,47,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,3,47,96.292196766
5354025,1,3,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,96.292196766
5354026,1,1,1,80,47,1,1,6,,2,,,9,,2,,2,,,,,2,1,01,4,47,161.11148222
5354027,1,2,1,80,47,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,47,231.01863652
5354027,1,3,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,231.01863652
5354027,1,4,1,80,47,1,2,,,,2,,,.,,,2,,,,,,1,01,,47,231.01863652
5354028,1,1,1,80,47,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,3,47,103.24977364
5354028,1,2,1,80,47,1,1,3,,2,,,8,,2,,2,,,,,2,1,01,4,47,103.24977364
5354029,1,1,1,80,47,1,1,8,,2,,,9,,2,,2,,,,,2,1,01,4,47,184.43886168
5354029,1,3,1,80,47,1,2,,,,2,,,.,,,2,,,,,,1,01,,47,184.43886168
5354029,1,4,1,80,47,1,2,,,,2,,,.,,,2,,,,,,1,01,,47,184.43886168
5354030,1,2,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,142.90044844
5354030,1,3,1,80,47,1,2,,,,2,,,.,,,2,,,,,,1,01,,47,142.90044844
5354031,1,4,1,80,47,1,1,9,CAMBIO DE RESIDENCIA,2,,,8,,2,,2,,,,,2,1,01,4,47,172.0570822
5354032,1,2,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,175.83795126
5354033,1,3,1,80,47,1,2,,,,2,,,.,,,2,,,,,,1,01,,47,123.13289838
5354034,1,3,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,124.27918183
5354035,1,3,1,80,47,1,2,,,,2,,,.,,,2,,,,,,1,01,,47,224.69771997
5354036,1,2,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,144.00568203
5354036,1,3,1,80,47,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,47,144.00568203
5354037,1,3,1,80,47,1,1,4,,2,,,4,,2,,2,,2,,877803,2,1,01,1.4,47,101.01628702
5354037,1,4,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,101.01628702
5354038,1,2,1,80,47,1,1,9,CAMBIO DE RESIDENCIA,2,,,9,,2,,2,,,,,2,1,01,2,47,339.99157783
5354041,1,3,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,155.89041141
5354042,1,3,1,80,47,1,2,,,,2,,,.,,,2,,,,,,1,01,,47,193.08649039
5354043,1,1,1,80,47,1,1,3,,2,,,8,,2,,2,,,,,2,1,01,4,47,168.0690591
5354046,1,2,1,80,47,1,1,9,DESPIDO A CAUSA EMERGENCIA COVID 19,2,,,12,POR LA EMERGENCIA SANITARIA DE COVID,2,,2,,2,,98,2,1,01,1.4,47,106.80960305
5354046,1,3,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,106.80960305
5354046,1,4,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,106.80960305
5354050,1,1,1,80,47,1,1,5,,2,,,8,,3,,2,,,,,3,1,01,4,47,92.196177217
5354050,1,2,1,80,47,1,1,7,,2,,,6,,2,,2,,1,48,877803,2,1,01,2,47,92.196177217
5354050,1,3,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,92.196177217
5354050,1,4,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,92.196177217
5354050,1,6,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,92.196177217
5354051,1,2,1,80,47,1,1,8,,2,,,12,ESTA ESPERANDO QUE LA LLAMEN,2,,2,,1,48,500000,2,1,01,1.2,47,147.60656129
5354051,1,4,1,80,47,1,2,,,,2,,,.,,,2,,,,,,1,01,,47,147.60656129
5354051,1,5,1,80,47,1,2,,,,2,,,.,,,2,,,,,,1,01,,47,147.60656129
5354052,1,1,1,80,47,1,1,7,,2,,,8,,2,,2,,,,,2,1,01,4,47,168.0690591
5354055,1,2,1,80,47,1,1,1,,2,,,1,,2,,2,,,,,2,1,01,1.4,47,175.83795126
5354056,1,1,1,80,47,1,1,5,,2,,,8,,3,,2,,,,,3,1,01,4,47,168.0690591
5354065,1,2,1,80,47,1,1,7,,1,,3,9,,2,,2,,2,,98,2,1,01,4,47,283.31347309
5354065,1,3,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,283.31347309
5354065,1,4,1,80,47,1,2,,,,2,,,.,,,2,,,,,,1,01,,47,283.31347309
5354075,1,5,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,332.90930895
5354077,1,2,1,80,47,1,1,3,,2,,,1,,2,,2,,1,48,877803,2,1,01,2,47,213.77009739
5354077,1,3,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,213.77009739
5354078,1,2,1,80,47,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,1.4,47,161.11148222
5354080,1,3,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,193.82255754
5354080,1,4,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,193.82255754
5354082,1,4,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,192.67627409
5354083,1,1,1,80,47,1,1,4,,2,,,4,,3,,2,,,,,3,1,01,4,47,182.15886781
5354083,1,2,1,80,47,1,1,7,,1,,1,12,POR CONFINAMIENTO DE COVID 19,2,,2,,1,48,98,2,1,01,3,47,182.15886781
5354083,1,3,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,182.15886781
5354084,1,1,1,80,47,1,1,6,,2,,,9,,2,,2,,,,,2,1,01,1.4,47,168.0690591
5354087,1,1,1,80,47,1,1,4,,2,,,10,,3,,2,,,,,3,1,01,4,47,168.0690591
5354088,1,1,1,80,47,1,1,9,SE CANSO DE TRABAJAR,2,,,11,,2,,2,,,,,2,1,01,4,47,161.11148222
5354092,1,2,1,80,47,1,1,5,,2,,,8,,2,,2,,,,,2,1,01,4,47,132.3419923
5354093,1,1,1,80,47,1,1,9,POR PANDEMIA,2,,,9,,2,,2,,,,,2,1,01,2,47,273.43279667
5354093,1,6,1,80,47,1,1,6,,2,,,8,,2,,2,,1,48,906000,2,1,01,3,47,273.43279667
5354093,1,9,1,80,47,1,2,,,,2,,,.,,,2,,,,,,1,01,,47,273.43279667
5354094,1,2,1,80,47,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,47,207.96420833
5354094,1,4,1,80,47,1,2,,,,2,,,.,,,2,,,,,,1,01,,47,207.96420833
5354094,1,5,1,80,47,1,2,,,,2,,,.,,,2,,,,,,1,01,,47,207.96420833
5354095,1,2,1,80,47,1,1,4,,2,,,1,,2,,2,,,,,2,1,01,1.4,47,251.70224351
5354095,1,4,1,80,47,1,2,,,,2,,,.,,,2,,,,,,1,01,,47,251.70224351
5354097,1,1,1,80,47,1,1,8,,2,,,9,,2,,2,,,,,2,1,01,3,47,132.3419923
5354097,1,4,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,132.3419923
5354100,1,2,1,80,47,1,1,8,,2,,,4,,2,,2,,2,,877803,2,1,01,1.4,47,144.22672168
5354101,1,2,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,92.196177217
5354101,1,3,1,80,47,1,2,,,,2,,,.,2,,2,,2,,877803,2,1,01,,47,92.196177217
5354102,1,1,1,80,47,1,1,6,,2,,,8,,2,,2,,,,,2,1,01,4,47,172.0570822
5354103,1,5,1,80,47,1,1,1,,2,,,1,,2,,2,,,,,2,1,01,1.4,47,216.38539302
5354103,1,7,1,80,47,1,2,,,,2,,,.,,,2,,,,,,1,01,,47,216.38539302
5354106,1,1,1,80,47,1,1,4,,2,,,8,,2,,2,,,,,2,1,01,4,47,92.196177217
5354107,1,1,1,80,47,1,2,,,,1,1,4,,2,,2,,2,,908526,2,1,01,,47,193.08649039
5354109,1,1,1,80,47,1,1,4,,2,,,8,,2,,2,,,,,2,1,01,2,47,161.11148222
5354110,1,1,1,80,47,1,1,6,,2,,,8,,2,,2,,,,,2,1,01,2,47,209.63628276
5354110,1,4,1,80,47,1,2,,,,2,,,.,,,2,,,,,,1,01,,47,209.63628276
5354110,1,5,1,80,47,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,2,47,209.63628276
5354111,1,1,1,80,47,1,1,8,,2,,,1,,2,,2,,1,48,908000,2,1,01,1.4,47,119.57306898
5354113,1,2,1,80,47,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,3,47,181.42280066
5354114,1,2,1,80,47,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,47,161.47526081
5354114,1,3,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,161.47526081
5354115,1,3,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,193.82255754
5354115,1,4,1,80,47,1,2,,,,2,,,.,,,2,,,,,,1,01,,47,193.82255754
5354116,1,1,1,80,47,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,47,172.77517195
5354116,1,2,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,172.77517195
5354117,1,2,1,80,47,1,1,9,POR PANDEMIA DE COVID 19,2,,,12,POR MIEDO A LA PANDEMIA DE COVID 19,2,,2,,,,,2,1,01,1.4,47,181.42280066
5354118,1,1,1,80,47,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,47,237.6124348
5354119,1,2,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,126.5771531
5354119,1,3,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,126.5771531
5354119,1,4,1,80,47,1,1,9,LA EDAD,2,,,4,,2,,2,,,,,2,1,01,4,47,126.5771531
5354121,1,3,1,80,47,1,2,,,,2,,,.,,,2,,,,,,1,01,,47,123.13289838
5354122,1,3,1,80,47,1,2,,,,1,2,1,,2,,2,,1,48,877803,2,1,01,,47,182.15886781
5354126,1,2,1,80,47,1,1,4,,2,,,4,,3,,2,,,,,3,1,01,4,47,133.48827575
5354126,1,4,1,80,47,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,47,133.48827575
5354128,1,2,1,80,47,1,2,,,,2,,,.,,,2,,,,,,1,01,,47,207.71973389
5354129,1,1,1,80,47,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,3,47,168.0690591
5354132,1,3,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,283.31347309
5354132,1,4,1,80,47,1,2,,,,2,,,.,,,2,,,,,,1,01,,47,283.31347309
5354133,1,2,1,80,47,1,1,9,POR PANDEMIA,2,,,12,POR PANDEMIA,2,,2,,,,,2,1,01,1.4,47,155.89041141
5354133,1,3,1,80,47,1,2,,,,2,,,.,,,2,,,,,,1,01,,47,155.89041141
5354134,1,1,1,80,47,1,1,9,POR PANDEMIA COVID 19,2,,,1,,2,,2,,1,48,908526,2,1,01,1.4,47,155.89041141
5354135,1,1,1,80,47,1,1,3,,2,,,11,,2,,2,,,,,2,1,01,4,47,153.00762189
5354136,1,2,1,80,47,1,1,3,,2,,,9,,2,,2,,2,,908500,2,1,01,1.4,47,256.55102577
5354136,1,3,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,256.55102577
5354137,1,3,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,225.43378711
5354137,1,4,1,80,47,1,2,,,,2,,,.,,,2,,,,,,1,01,,47,225.43378711
5354138,1,1,1,80,47,1,1,4,,2,,,4,,2,,2,,2,,700000,2,1,01,1.3,47,193.08649039
5354138,1,5,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,193.08649039
5354140,1,1,1,80,47,1,1,5,,2,,,8,,3,,2,,,,,3,1,01,4,47,132.3419923
5354140,1,2,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,132.3419923
5354142,1,1,1,80,47,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,47,95.145913318
5354143,1,1,1,80,47,1,1,7,,2,,,8,,3,,2,,,,,3,1,01,1.4,47,153.00762189
5354143,1,2,1,80,47,1,1,3,,2,,,11,,2,,2,,,,,2,1,01,4,47,153.00762189
5354144,1,2,1,80,47,1,1,6,,1,,1,6,,2,,2,,,,,2,1,01,2,47,265.59941987
5354145,1,4,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,288.89832249
5354146,1,1,1,80,47,1,1,8,,2,,,1,,2,,2,,1,40,877803,2,1,01,3,47,168.0690591
5354147,1,2,1,80,47,1,1,3,,2,,,11,,2,,2,,,,,2,1,01,4,47,92.196177217
5354147,1,5,1,80,47,1,1,3,,2,,,1,,2,,2,,,,,2,1,01,1.4,47,92.196177217
5354148,1,2,1,80,47,1,1,9,POR PANDEMIA COVID 19,2,,,1,,2,,2,,1,48,908526,2,1,01,1.3,47,153.00762189
5354149,1,1,1,80,47,1,1,6,,2,,,9,,2,,2,,2,,908500,2,1,01,3,47,254.00021478
5354149,1,5,1,80,47,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,47,254.00021478
5354150,1,2,1,80,47,1,1,4,,2,,,4,,2,,2,,1,48,877803,2,1,01,3,47,223.26478513
5354150,1,3,1,80,47,1,2,,,,2,,,.,,,2,,,,,,1,01,,47,223.26478513
5354150,1,5,1,80,47,1,1,8,,2,,,9,,2,,2,,,,,2,1,01,4,47,223.26478513
5354150,1,7,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,223.26478513
5354150,1,8,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,223.26478513
5354150,1,9,1,80,47,1,1,8,,2,,,1,,2,,2,,1,48,908000,2,1,01,2,47,223.26478513
5354150,1,11,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,223.26478513
5354150,1,12,1,80,47,1,2,,,,2,,,.,,,2,,,,,,1,01,,47,223.26478513
5354152,1,2,1,80,47,1,2,,,,2,,,.,,,2,,,,,,1,01,,47,131.23675871
5354159,1,2,1,80,47,1,1,6,,2,,,1,,2,,2,,1,48,600000,2,1,01,1.1,47,149.81157109
5354160,1,2,1,80,47,1,1,3,,2,,,9,,2,,2,,1,48,877803,2,1,01,2,47,175.83795126
5354163,1,3,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,285.59346696
5354163,1,5,1,80,47,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,2,47,285.59346696
5354164,1,1,1,80,47,1,1,3,,2,,,1,,2,,2,,,,,2,1,01,4,47,92.196177217
5354166,1,2,1,80,47,1,1,6,,2,,,9,,2,,2,,2,,500000,2,1,01,4,47,160.32897737
5354166,1,3,1,80,47,1,2,,,,2,,,.,,,2,,,,,,1,01,,47,160.32897737
5354167,2,2,2,80,47,1,1,1,,2,,,12,POR NO TENER DOCUMENTO REGLAMENTARIO,2,,2,,2,,98,2,1,01,1.4,47,200.78013442
5354168,1,1,1,80,47,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,47,168.0690591
5354169,1,3,1,80,47,1,2,,,,2,,,.,,,2,,,,,,1,01,,47,187.50164099
5354170,1,3,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,124.27918183
5354171,1,1,1,80,47,1,2,,,,2,,,.,2,,2,,2,,600000,2,1,01,,47,151.86133844
5354171,1,2,1,80,47,1,1,7,,2,,,1,,2,,2,,1,48,800000,2,1,01,2,47,151.86133844
5354171,1,3,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,151.86133844
5354173,1,3,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,226.29454627
5354174,1,4,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,213.18527914
5354175,1,2,1,80,47,1,1,3,,2,,,9,,2,,2,,1,24,908000,2,1,01,2,47,181.42280066
5354176,1,2,1,80,47,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,47,348.68571379
5354177,1,2,1,80,47,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,47,153.00762189
5354178,1,1,1,80,47,1,1,4,,2,,,4,,3,,2,,,,,3,1,01,4,47,168.0690591
5354179,1,1,1,80,47,1,1,9,POR PANDEMIA COVID 19,2,,,8,,2,,2,,,,,2,1,01,1.3,47,176.28849411
5354180,1,2,1,80,47,1,1,6,,2,,,9,,2,,2,,2,,908000,2,1,01,2,47,263.49062525
5354182,1,1,1,80,47,1,1,8,,2,,,9,,2,,2,,,,,2,1,01,1.4,47,159.96519877
5354183,1,3,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,193.82255754
5354183,1,4,1,80,47,1,2,,,,2,,,.,,,2,,,,,,1,01,,47,193.82255754
5354185,1,1,1,80,47,1,1,3,,2,,,9,,2,,2,,,,,2,1,01,3,47,213.77009739
5354185,1,3,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,213.77009739
5354187,1,3,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,182.15886781
5354192,1,3,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,200.78013442
5354194,1,1,1,80,47,1,1,9,NO DESEA TRABAJAR MAS,2,,,11,,3,,2,,,,,3,1,01,1.3,47,95.145913318
5354194,1,2,1,80,47,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,47,95.145913318
5354197,1,3,1,80,47,1,2,,,,2,,,.,,,2,,,,,,1,01,,47,123.13289838
5354198,1,5,1,80,47,1,1,8,,2,,,8,,2,,2,,,,,2,1,01,4,47,92.196177217
5354199,1,1,1,80,54,1,1,6,,2,,,8,,2,,2,,,,,2,1,01,3,54,419.96569042
5354199,1,2,1,80,54,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,54,419.96569042
5354201,1,2,1,80,54,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,54,323.52077719
5354201,1,3,1,80,54,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,54,323.52077719
5354202,1,2,1,80,54,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,54,480.49525115
5354202,1,3,1,80,54,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,54,480.49525115
5354202,1,4,1,80,54,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,54,480.49525115
5354203,1,4,1,80,54,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,54,415.05003432
5354203,1,5,1,80,54,1,2,,,,2,,,.,,,2,,,,,,1,01,,54,415.05003432
5354204,1,2,1,80,54,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,54,363.97976101
5354204,1,3,1,80,54,1,1,8,,2,,,12,POR VIAJE,2,,1,800000,,,,2,1,01,1.2,54,363.97976101
5354204,1,5,1,80,54,1,1,8,,2,,,9,,2,,2,,,,,2,1,01,1.4,54,363.97976101
5354205,1,2,1,80,54,1,1,8,,2,,,9,,2,,2,,,,,2,1,01,1.2,54,294.06181841
5354205,1,5,1,80,54,1,2,,,,2,,,.,,,2,,,,,,1,01,,54,294.06181841
5354205,1,6,1,80,54,1,1,8,,2,,,8,,2,,2,,,,,2,1,01,4,54,294.06181841
5354205,1,7,1,80,54,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,54,294.06181841
5354207,1,3,1,80,54,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,54,475.30443879
5354207,1,4,1,80,54,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,54,475.30443879
5354207,1,5,1,80,54,1,2,,,,2,,,.,,,2,,,,,,1,01,,54,475.30443879
5354208,1,2,1,80,54,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,54,505.81419117
5354208,1,4,1,80,54,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,54,505.81419117
5354208,1,5,1,80,54,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,54,505.81419117
5354208,1,6,1,80,54,1,2,,,,2,,,.,,,2,,,,,,1,01,,54,505.81419117
5354214,1,4,1,80,54,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,54,444.63835277
5354215,1,2,1,80,54,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,54,441.75904841
5354218,1,4,1,80,54,1,1,8,,2,,,4,,1,,2,,1,24,800000,2,1,01,1.4,54,328.86792319
5354220,1,3,1,80,54,1,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,54,346.59829546
5354222,1,1,1,80,54,1,1,9,PANDEMIA ASOCIADA AL COVID 19,2,,,8,,2,,2,,,,,2,1,01,1.4,54,332.39350522
5354222,1,2,1,80,54,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,54,332.39350522
5354223,1,2,1,80,54,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,54,332.39350522
5354224,1,3,1,80,54,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,54,305.67049482
5354226,1,1,1,80,54,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,54,281.91800225
5354226,1,2,1,80,54,1,1,3,,2,,,9,,2,,2,,2,,980000,2,1,01,2,54,281.91800225
5354227,1,1,1,80,54,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,54,293.01102481
5354228,1,3,1,80,54,1,2,,,,2,,,.,,,2,,,,,,1,01,,54,325.08722463
5354228,1,4,1,80,54,1,2,,,,2,,,.,,,2,,,,,,1,01,,54,325.08722463
5354231,1,1,1,80,54,1,1,8,,2,,,9,,2,,2,,,,,2,1,01,4,54,372.21351894
5354231,1,5,1,80,54,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,54,372.21351894
5354231,1,6,1,80,54,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,54,372.21351894
5354231,2,3,2,80,54,1,2,,,,2,,,.,,,2,,,,,,1,01,,54,372.21351894
5354231,2,4,2,80,54,1,2,,,,2,,,.,,,2,,,,,,1,01,,54,372.21351894
5354232,1,5,1,80,54,1,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,54,378.59836561
5354232,1,6,1,80,54,1,1,8,,2,,,8,,2,,2,,2,,800000,2,1,01,1.3,54,378.59836561
5354233,1,1,1,80,54,1,1,4,,2,,,8,,2,,2,,,,,2,1,01,2,54,450.4754428
5354233,1,3,1,80,54,1,1,8,,2,,,2,,2,,2,,1,48,980000,2,1,01,1.2,54,450.4754428
5354235,1,2,1,80,54,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,54,282.79695455
5354235,1,3,1,80,54,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,54,282.79695455
5354235,1,4,1,80,54,1,2,,,,2,,,.,,,2,,,,,,1,01,,54,282.79695455
5354236,1,1,1,80,54,1,1,4,,2,,,8,,2,,2,,,,,2,1,01,1.4,54,358.57027032
5354236,1,2,1,80,54,1,1,3,,2,,,8,,2,,2,,,,,2,1,01,4,54,358.57027032
5354236,1,4,1,80,54,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,54,358.57027032
5354236,1,5,1,80,54,1,1,8,,2,,,9,,2,,2,,,,,2,1,01,1.2,54,358.57027032
5354236,1,6,1,80,54,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,54,358.57027032
5354237,1,2,1,80,54,1,1,3,,2,,,9,,2,,2,,1,48,1000000,2,1,01,1.4,54,281.91800225
5354239,2,1,2,80,54,1,1,3,,2,,,9,,2,,1,300000,,,,2,1,01,1.2,54,584.26431717
5354240,1,2,1,80,54,1,1,4,,2,,,9,,2,,2,,,,,2,1,01,4,54,336.1802472
5354240,1,3,1,80,54,1,1,2,,2,,,2,,2,,2,,,,,2,1,01,1.2,54,336.1802472
5354240,1,4,1,80,54,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,54,336.1802472
5354242,1,5,1,80,54,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,54,313.99420206
5354243,1,2,1,80,54,1,1,8,,2,,,9,,2,,2,,,,,2,1,01,1.2,54,296.1439197
5354243,1,5,1,80,54,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,54,296.1439197
5354244,1,2,1,80,54,1,2,,,,2,,,.,2,,2,,,,,2,1,01,,54,561.31017655
5354244,1,3,1,80,54,1,2,,,,2,,,.,,,2,,,,,,1,01,,54,561.31017655
