DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,P7430,P7450,P7450S1,P7452,P7454,P7456,P7458,P7458S1,P7460,P7470,P7472,P7472S1,P744,P1884,P1807,P6921,INI,MES,p7440,DPTO,fex_c_2011
5351454,1,3,1,80,76,2,,,,2,,,.,2,,2,,,,,2,1,01,,76,1185.5269556
5351455,1,4,1,80,76,1,8,,2,,,2,,2,,2,,,,,2,1,01,1.1,76,1089.0130604
5351460,1,1,1,80,73,1,3,,2,,,8,,2,,2,,,,,2,1,01,4,73,172.10211828
5351460,1,3,1,80,73,1,5,,2,,,8,,3,,2,,,,,3,1,01,4,73,172.10211828
5351461,1,1,1,80,73,1,3,,2,,,8,,3,,2,,,,,3,1,01,4,73,318.42783942
5351461,1,4,1,80,73,2,,,,2,,,.,,,2,,,,,,1,01,,73,318.42783942
5351461,1,6,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,01,,73,318.42783942
5351462,1,1,1,80,73,1,5,,2,,,8,,3,,2,,,,,3,1,01,4,73,246.4289698
5351462,1,2,1,80,73,1,5,,2,,,8,,3,,2,,,,,3,1,01,4,73,246.4289698
5351464,1,4,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,01,,52,280.30978655
5351465,1,1,1,80,73,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,73,437.63526673
5351465,1,2,1,80,73,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,73,437.63526673
5351468,1,4,1,80,52,1,2,,2,,,2,,2,,2,,,,,2,1,01,1.2,52,237.3889359
5351468,1,5,1,80,52,2,,,,2,,,.,,,2,,,,,,1,01,,52,237.3889359
5351472,1,1,1,80,73,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,73,612.03104797
5351472,1,3,1,80,73,2,,,,2,,,.,,,2,,,,,,1,01,,73,612.03104797
5351473,1,1,1,80,52,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,52,306.33398996
5351473,1,2,1,80,52,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,52,306.33398996
5351477,1,3,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,01,,52,413.49514066
5351477,1,4,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,01,,52,413.49514066
5351479,1,2,1,80,52,1,9,PANDEMIA,2,,,12,PANDEMIA,2,,2,,,,,2,1,01,1.4,52,118.85895124
5351480,1,1,1,80,73,1,3,,2,,,8,,2,,2,,,,,2,1,01,4,73,282.79767447
5351481,1,2,1,80,52,1,8,,2,,,9,,2,,2,,2,,800000,2,1,01,4,52,225.0065774
5351482,1,1,1,80,52,1,9,EDAD,2,,,8,,3,,2,,,,,3,1,01,4,52,198.72750653
5351482,1,4,1,80,52,2,,,,2,,,.,,,2,,,,,,1,01,,52,198.72750653
5351484,1,3,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,01,,52,241.36444136
5351485,1,1,1,80,52,1,4,,1,,1,4,,1,2,2,,,,,1,1,01,2,52,443.63742827
5351490,1,2,1,80,73,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,73,228.63851307
5351493,1,2,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,01,,73,374.35944641
5351493,1,3,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,01,,73,374.35944641
5351498,1,2,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,01,,52,171.83756329
5351500,1,3,1,80,52,1,8,,2,,,2,,2,,2,,2,,400000,2,1,01,3,52,282.61177069
5351502,1,2,1,80,52,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,52,101.7673978
5351502,1,3,1,80,52,1,8,,2,,,1,,2,,1,500000,1,40,650000,2,1,01,1.1,52,101.7673978
5351503,1,2,1,80,52,1,4,,2,,,8,,2,,2,,1,20,600000,2,1,01,4,52,178.12197457
5351503,1,3,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,01,,52,178.12197457
5351505,1,2,1,80,52,1,8,,2,,,9,,2,,1,200000,1,30,600000,2,1,01,1.1,52,115.18535139
5351505,1,3,1,80,52,1,8,,2,,,9,,2,,1,300000,1,40,700000,2,1,01,1.2,52,115.18535139
5351505,1,4,1,80,52,2,,,,2,,,.,,,2,,,,,,1,01,,52,115.18535139
5351506,1,1,1,80,73,1,5,,2,,,10,,3,,2,,,,,3,1,01,3,73,282.79767447
5351509,1,2,1,80,52,1,2,,2,,,2,,2,,2,,,,,2,1,01,1.2,52,169.82871516
5351511,1,1,1,80,52,1,4,,2,,,4,,2,,1,400000,2,,700000,2,1,01,1.1,52,181.19062744
5351513,1,2,1,80,52,1,4,,2,,,4,,1,,2,,,,,2,1,01,4,52,269.76615289
5351515,1,1,1,80,52,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,52,314.45448921
5351516,1,4,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,01,,52,416.81080073
5351519,1,1,1,80,52,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,52,151.81799223
5351519,1,2,1,80,52,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,52,151.81799223
5351521,1,2,1,80,73,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,73,246.4289698
5351522,1,2,1,80,52,1,7,,2,,,9,,2,,2,,,,,2,1,01,2,52,211.96919319
5351522,1,3,1,80,52,1,2,,2,,,2,,1,,1,530000,,,,2,1,01,1.1,52,211.96919319
5351522,1,4,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,01,,52,211.96919319
5351522,1,5,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,01,,52,211.96919319
5351522,1,6,1,80,52,2,,,,2,,,.,,,2,,,,,,1,01,,52,211.96919319
5351523,1,1,1,80,73,1,5,,2,,,11,,3,,2,,,,,3,1,01,4,73,246.4289698
5351523,1,2,1,80,73,1,4,,2,,,8,,2,,2,,,,,2,1,01,4,73,246.4289698
5351525,1,1,1,80,52,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,52,134.88307644
5351525,1,2,1,80,52,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,52,134.88307644
5351527,1,3,1,80,73,2,,,,2,,,.,,,2,,,,,,1,01,,73,445.50364957
5351532,1,4,1,80,08,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,08,633.3405105
5351534,1,3,1,80,08,2,,,,2,,,.,2,,2,,,,,2,1,01,,08,509.8385981
5351535,1,1,1,80,08,1,5,,2,,,10,,3,,2,,,,,3,1,01,2,08,557.16832871
5351535,1,2,1,80,08,1,3,,2,,,9,,2,,2,,2,,877000,2,1,01,2,08,557.16832871
5351535,1,3,1,80,08,1,8,,2,,,2,,2,,1,360000,2,,877000,2,1,01,1.1,08,557.16832871
5351535,1,4,1,80,08,1,2,,2,,,2,,2,,2,,2,,877000,2,1,01,2,08,557.16832871
5351538,1,1,1,80,08,1,6,,2,,,6,,3,,2,,1,48,906000,3,1,01,1.4,08,602.43180873
5351538,1,3,1,80,08,2,,,,2,,,.,,,2,,,,,,1,01,,08,602.43180873
5351539,1,3,1,80,08,2,,,,2,,,.,,,2,,,,,,1,01,,08,570.42973261
5351542,1,1,1,80,08,1,4,,2,,,4,,2,,2,,2,,877000,2,1,01,4,08,413.45504183
5351542,1,2,1,80,08,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,08,413.45504183
5351542,1,3,1,80,08,1,8,,2,,,8,,2,,2,,,,,2,1,01,4,08,413.45504183
5351543,1,2,1,80,08,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,08,769.46815628
5351544,1,4,1,80,08,2,,,,2,,,.,,,2,,,,,,1,01,,08,631.89444832
5351549,1,4,1,80,54,2,,,,2,,,.,2,,2,,1,48,720000,2,1,01,,54,354.03052957
5351550,1,3,1,80,54,2,,,,2,,,.,,,2,,,,,,1,01,,54,323.52077719
5351551,2,1,2,80,54,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,54,190.18467107
5351551,2,2,2,80,54,1,8,,2,,,4,,2,,2,,1,48,100000,2,1,01,4,54,190.18467107
5351551,2,5,2,80,54,2,,,,2,,,.,,,2,,,,,,1,01,,54,190.18467107
5351553,1,5,1,80,54,2,,,,2,,,.,2,,2,,,,,2,1,01,,54,291.88400549
5351553,1,7,1,80,54,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,54,291.88400549
5351554,1,2,1,80,54,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,54,423.00132842
5351555,1,2,1,80,54,1,3,,2,,,9,,2,,2,,2,,1000000,2,1,01,2,54,284.95364025
5351558,1,4,1,80,54,2,,,,2,,,.,2,,2,,,,,2,1,01,,54,613.05663982
5351564,1,1,1,80,05,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,05,1386.2466784
5351564,1,2,1,80,05,2,,,,2,,,.,2,,2,,,,,2,1,01,,05,1386.2466784
5351564,1,5,1,80,05,1,4,,2,,,4,,3,,2,,,,,3,1,01,2,05,1386.2466784
5351567,1,3,1,80,05,2,,,,2,,,.,,,2,,,,,,1,01,,05,1308.7759591
5351567,1,5,1,80,05,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,05,1308.7759591
5351568,1,4,1,80,05,2,,,,2,,,.,2,,2,,,,,2,1,01,,05,1244.9826884
5351569,1,1,1,80,05,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,05,1188.3785632
5351570,1,1,1,80,05,1,3,,2,,,11,,2,,2,,,,,2,1,01,3,05,1674.1858347
5351570,1,2,1,80,05,1,4,,2,,,4,,2,,2,,2,,850000,2,1,01,2,05,1674.1858347
5351572,1,1,1,80,05,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,05,1325.6449853
5351572,1,2,1,80,05,1,3,,2,,,8,,2,,2,,,,,2,1,01,4,05,1325.6449853
5351574,1,3,1,80,05,1,2,,2,,,2,,1,,2,,2,,900000,2,1,01,3,05,1084.897231
5351574,1,4,1,80,05,1,8,,2,,,8,,2,,2,,,,,2,1,01,4,05,1084.897231
5351574,1,5,1,80,05,2,,,,2,,,.,2,,2,,,,,2,1,01,,05,1084.897231
5351575,1,1,1,80,05,1,9,LA PANDEMIA,2,,,12,POR LA PANDEMIA,2,,2,,1,48,980000,2,1,01,2,05,1575.2537666
5351575,1,2,1,80,05,1,3,,2,,,9,,2,,2,,2,,878000,2,1,01,4,05,1575.2537666
5351576,1,1,1,80,05,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,05,1324.8768299
5351577,1,2,1,80,05,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,05,1225.9447618
5351578,1,2,1,80,05,1,7,,2,,,12,POR LA PANDEMIA,2,,2,,2,,600000,2,1,01,2,05,1121.6492538
5351639,1,1,1,80,17,2,,,,2,,,.,2,,2,,,,,2,1,01,,17,197.8654413
5351640,1,1,1,80,17,1,9,POR CAMBIO PAIS,2,,,9,,2,,2,,,,,2,1,01,3,17,433.24369599
5351640,1,10,1,80,17,2,,,,2,,,.,2,,2,,,,,2,1,01,,17,433.24369599
5351642,1,3,1,80,17,2,,,,2,,,.,,,2,,,,,,1,01,,17,193.91535167
5351643,1,2,1,80,17,1,3,,2,,,9,,2,,2,,,,,2,1,01,2,17,211.47256176
5351643,1,3,1,80,17,2,,,,2,,,.,,,2,,,,,,1,01,,17,211.47256176
5351644,1,2,1,80,76,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,76,657.48559459
5351646,1,3,1,80,76,2,,,,2,,,.,,,2,,,,,,1,01,,76,1055.1291113
5351647,1,2,1,80,76,2,,,,2,,,.,,,2,,,,,,1,01,,76,1040.8112303
5351649,1,1,1,80,76,1,9,ESTABA CANSADA,2,,,11,,2,,2,,,,,2,1,01,4,76,791.84085173
5351650,1,1,1,80,76,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,76,809.30288586
5351650,1,2,1,80,76,1,3,,2,,,9,,3,,2,,,,,3,1,01,4,76,809.30288586
5351653,1,1,1,80,76,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,76,809.30288586
5351653,1,2,1,80,76,1,3,,2,,,9,,1,,2,,,,,2,1,01,4,76,809.30288586
5351654,1,1,1,80,76,1,7,,2,,,1,,2,,2,,1,40,908826,2,1,01,2,76,948.64383403
5351655,1,4,1,80,76,2,,,,2,,,.,,,2,,1,30,800000,,1,01,,76,1000.6965235
5351656,1,1,1,80,76,1,7,,2,,,11,,2,,2,,,,,2,1,01,2,76,937.20761005
5351660,1,1,1,80,76,1,7,,2,,,8,,3,,2,,,,,3,1,01,3,76,1157.4995058
5351660,1,2,1,80,76,1,7,,2,,,12,CONDUCIA BUSETA DE TRANSPORTE ESPECIAL DE SU PROPIEDAD DURANTE LA CUARENTENA SE LE VENCIERON LOS SEGUROS CONTRACTUALES Y SOAT NO TIENE DINERO PARA COMPRARLOS,1,,2,,2,,2500000,2,1,01,1.4,76,1157.4995058
5351660,1,4,1,80,76,2,,,,2,,,.,,,2,,,,,,1,01,,76,1157.4995058
5351661,1,3,1,80,76,2,,,,2,,,.,,,2,,,,,,1,01,,76,1045.7969214
5351662,1,1,1,80,76,1,7,,2,,,9,,2,,2,,,,,2,1,01,3,76,809.30288586
5351662,1,2,1,80,76,1,1,,1,,4,8,,3,,2,,,,,3,1,01,4,76,809.30288586
5351664,1,1,1,80,76,1,5,,2,,,8,,3,,2,,,,,3,1,01,4,76,918.92047543
5351665,1,3,1,80,76,2,,,,2,,,.,2,,2,,,,,2,1,01,,76,1262.9565048
5351667,2,1,2,80,76,1,5,,2,,,4,,3,,2,,,,,3,1,01,4,76,1078.1260727
5351667,2,2,2,80,76,1,4,,2,,,4,,2,,2,,,,,2,1,01,3,76,1078.1260727
5351669,1,1,1,80,76,1,4,,2,,,4,,2,,1,50000,1,40,1000000,2,1,01,1.1,76,920.77385415
5351669,1,2,1,80,76,2,,,,2,,,.,,,2,,,,,,1,01,,76,920.77385415
5351669,1,3,1,80,76,1,5,,2,,,11,,3,,2,,,,,3,1,01,4,76,920.77385415
5351669,1,4,1,80,76,1,8,,2,,,12,ESTA ESPERANDO QUE LO LLAMEN,1,,1,1200000,1,48,1014800,2,1,01,1.1,76,920.77385415
5351676,1,1,1,80,76,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,76,809.30288586
5351676,1,2,1,80,76,1,8,,2,,,9,,2,,2,,,,,2,1,01,4,76,809.30288586
5351678,1,1,1,80,76,1,6,,2,,,11,,2,,2,,,,,2,1,01,4,76,1000.6965235
5351678,1,2,1,80,76,1,9,CRISIS ECONOMICA Y SOCIAL DE VENEZUELA,2,,,4,,2,,2,,,,,2,1,01,2,76,1000.6965235
5351678,1,4,1,80,76,2,,,,2,,,.,2,,2,,,,,2,1,01,,76,1000.6965235
5351681,1,1,1,80,76,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,76,540.5923716
5351681,1,4,1,80,76,1,4,,2,,,4,,1,,2,,,,,2,1,01,4,76,540.5923716
5351684,1,1,1,80,76,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,76,948.64383403
5351689,2,2,2,80,76,2,,,,2,,,.,2,,2,,,,,2,1,01,,76,668.4852549
5351689,2,4,2,80,76,1,8,,1,,1,4,,2,,1,250000,,,908526,2,1,01,1.2,76,668.4852549
5351696,1,4,1,80,76,1,8,,2,,,11,,2,,2,,,,,2,1,01,3,76,747.379646
5351696,1,5,1,80,76,1,7,,2,,,8,,2,,2,,,,,2,1,01,4,76,747.379646
5351696,1,6,1,80,76,1,8,,2,,,8,,2,,2,,1,40,908526,2,1,01,1.4,76,747.379646
5351719,1,4,1,80,76,1,7,,1,,4,8,,2,,2,,,,,2,1,01,4,76,1112.2804744
5351723,1,1,1,80,76,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,76,963.60090714
5351726,1,3,1,80,76,2,,,,2,,,.,,,2,,,,,,1,01,,76,1302.2461112
5351730,1,2,1,80,17,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,17,168.75396249
5351730,1,3,1,80,17,2,,,,2,,,.,2,,2,,,,,2,1,01,,17,168.75396249
5351730,1,4,1,80,17,2,,,,2,,,.,2,,2,,,,,2,1,01,,17,168.75396249
5351733,1,2,1,80,17,1,2,,2,,,2,,1,,2,,,,,2,1,01,1.2,17,347.16231134
5351735,1,2,1,80,17,1,3,,2,,,9,,1,,2,,,,,2,1,01,4,17,197.8654413
5351735,1,3,1,80,17,2,,,,2,,,.,2,,2,,,,,2,1,01,,17,197.8654413
5351740,1,2,1,80,17,1,3,,2,,,9,,2,,2,,,,,2,1,01,2,17,194.17774912
5351740,1,3,1,80,17,1,9,POR LA EDAD,2,,,8,,2,,2,,,,,2,1,01,4,17,194.17774912
5351741,1,2,1,80,17,2,,,,2,,,.,2,,2,,,,,2,1,01,,17,201.3798871
5351741,1,3,1,80,17,2,,,,2,,,.,,,2,,,,,,1,01,,17,201.3798871
5351742,1,1,1,80,17,1,9,POR LA EDAD,2,,,8,,2,,2,,,,,2,1,01,4,17,193.87702367
5351742,1,2,1,80,17,2,,,,2,,,.,2,,2,,,,,2,1,01,,17,193.87702367
5351748,1,2,1,80,76,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,76,903.31182002
5351748,1,3,1,80,76,1,8,,2,,,11,,2,,2,,,,,2,1,01,1.3,76,903.31182002
5351748,1,4,1,80,76,2,,,,2,,,.,2,,2,,,,,2,1,01,,76,903.31182002
5351750,1,3,1,80,76,1,6,,2,,,3,,2,,2,,1,48,900000,2,1,01,2,76,1253.6243149
5351751,1,3,1,80,76,2,,,,2,,,.,,,2,,,,,,1,01,,76,1262.9565048
5351752,1,1,1,80,76,1,8,,2,,,4,,3,,1,1650000,,,,3,1,01,1.1,76,935.35423133
5351752,1,2,1,80,76,2,,,,2,,,.,2,,2,,,,,2,1,01,,76,935.35423133
5351752,1,3,1,80,76,2,,,,2,,,.,2,,2,,,,,2,1,01,,76,935.35423133
5351758,1,1,1,80,17,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,17,197.56471585
5351759,1,2,1,80,17,1,3,,2,,,9,,1,,2,,,,,2,1,01,4,17,208.93498298
5351759,1,5,1,80,17,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,17,208.93498298
5351760,1,1,1,80,17,1,1,,1,,1,1,,1,,2,,,,877802,2,1,01,1.4,17,223.68780568
5351763,1,1,1,80,17,2,,,,2,,,.,3,,2,,,,,3,1,01,,17,201.3415591
5351763,1,2,1,80,17,2,,,,2,,,.,2,,2,,,,,2,1,01,,17,201.3415591
5351764,1,1,1,80,17,1,9,POR REGRESO AL PAIS,2,,,11,,1,,2,,,,,2,1,01,1.3,17,190.79948362
5351764,1,2,1,80,17,2,,,,2,,,.,2,,2,,,,,2,1,01,,17,190.79948362
5351782,1,1,1,80,73,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,73,246.4289698
5351784,1,1,1,80,73,1,4,,2,,,8,,3,,2,,1,40,877803,3,1,01,4,73,240.68600343
5351784,1,2,1,80,73,1,4,,2,,,4,,2,,2,,2,,800000,2,1,01,3,73,240.68600343
5351787,1,2,1,80,73,1,2,,2,,,2,,2,,2,,,,,2,1,01,2,73,276.81474538
5351788,1,2,1,80,73,1,3,,2,,,9,,1,,2,,,,,2,1,01,4,73,231.65291494
5351791,1,1,1,80,73,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,73,199.43773446
5351791,1,2,1,80,73,1,4,,2,,,4,,2,,2,,,,,2,1,01,2,73,199.43773446
5351794,1,1,1,80,73,1,9,COVID 19,2,,,1,,2,,2,,,,,2,1,01,1.4,73,324.59377193
5351794,1,3,1,80,73,1,2,,2,,,2,,2,,2,,,,,2,1,01,1.3,73,324.59377193
5351795,1,3,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,01,,73,231.65291494
5351796,1,2,1,80,73,1,9,COVID 19,2,,,9,,2,,2,,2,,877803,2,1,01,1.4,73,322.71008857
5351798,1,1,1,80,73,1,3,,2,,,1,,2,,2,,,,,2,1,01,2,73,294.52959124
5351798,1,2,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,01,,73,294.52959124
5351798,1,3,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,01,,73,294.52959124
5351798,1,4,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,01,,73,294.52959124
5351798,1,5,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,01,,73,294.52959124
5351799,1,5,1,80,73,1,2,,2,,,2,,2,,2,,,,,2,1,01,2,73,338.59552954
5351799,1,6,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,01,,73,338.59552954
5351802,1,1,1,80,73,1,8,,2,,,8,,2,,2,,,,,2,1,01,2,73,217.22819119
5351803,1,1,1,80,73,1,9,COVID 19,2,,,1,,2,,2,,,,,2,1,01,1.4,73,291.23946912
5351803,1,4,1,80,73,2,,,,2,,,.,,,2,,,,,,1,01,,73,291.23946912
5351804,1,3,1,80,73,1,8,,2,,,1,,2,,2,,,,,2,1,01,2,73,416.15554386
5351806,1,2,1,80,73,1,3,,2,,,9,,2,,2,,,,,2,1,01,3,73,641.51164264
5351808,1,3,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,01,,73,434.86259797
5351809,1,2,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,01,,73,187.07467051
5351809,1,7,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,01,,73,187.07467051
5351810,1,1,1,80,73,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,73,453.42608899
5351812,1,1,1,80,73,1,3,,2,,,8,,2,,2,,,,,2,1,01,2,73,324.59377193
5351812,1,3,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,01,,73,324.59377193
5351815,1,1,1,80,73,1,4,,2,,,8,,2,,2,,,,,2,1,01,4,73,246.4289698
5351815,1,2,1,80,73,1,9,COVID 19,2,,,1,,2,,2,,,,,2,1,01,1.4,73,246.4289698
5351818,1,1,1,80,73,1,4,,2,,,8,,2,,2,,1,48,877803,2,1,01,2,73,326.1832141
5351818,1,3,1,80,73,1,4,,2,,,8,,2,,2,,,,,2,1,01,4,73,326.1832141
5351819,1,3,1,80,73,2,,,,2,,,.,,,2,,,,,,1,01,,73,465.48833628
5351822,1,1,1,80,73,2,,,,1,4,9,,2,,2,,2,,800000,2,1,01,,73,179.27004435
5351822,1,2,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,01,,73,179.27004435
5351823,1,1,1,80,73,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,73,236.97291517
5351826,1,1,1,80,73,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,73,320.27200124
5351826,1,7,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,01,,73,320.27200124
5351827,1,2,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,01,,73,285.49650275
5351827,1,4,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,01,,73,285.49650275
5351827,1,5,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,01,,73,285.49650275
5351836,1,2,1,80,73,1,3,,2,,,9,,2,,2,,2,,877803,2,1,01,4,73,231.65291494
5351837,1,2,1,80,73,2,,,,1,2,7,,2,,2,,1,48,877803,2,1,01,,73,243.7004053
5351837,1,3,1,80,73,2,,,,1,2,8,,2,,2,,1,48,650000,2,1,01,,73,243.7004053
5351840,1,3,1,80,73,1,2,,2,,,2,,2,,2,,2,,1000000,2,1,01,2,73,231.65291494
5351957,1,1,1,80,76,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,76,1258.1964689
5351957,1,2,1,80,76,1,9,TEMOR AL CONTAGIO,2,,,8,,2,,2,,,,,2,1,01,2,76,1258.1964689
5351957,1,3,1,80,76,1,7,,1,,1,12,TEMOR AL CONTAGIO,2,,2,,1,70,1200000,2,1,01,1.4,76,1258.1964689
5351970,1,1,1,80,76,1,6,,2,,,8,,2,,2,,,,,2,1,01,1.4,76,533.28858807
5351974,1,4,1,80,76,2,,,,2,,,.,2,,2,,,,,2,1,01,,76,937.19576917
5351974,1,5,1,80,76,1,5,,2,,,8,,2,,2,,,,,2,1,01,4,76,937.19576917
5352182,1,3,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,431.95955079
5352182,1,4,1,80,13,2,,,,2,,,.,,,2,,,,,,1,01,,13,431.95955079
5352195,1,1,1,80,13,2,,,,2,,,.,2,,2,,2,,877803,2,1,01,,13,810.74223425
5352201,1,1,1,80,13,2,,,,2,,,.,2,,2,,2,,877803,2,1,01,,13,431.09591173
5352203,1,3,1,80,13,2,,,,2,,,.,,,2,,,,,,1,01,,13,450.44288703
5352203,1,4,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,450.44288703
5352203,1,5,1,80,13,2,,,,2,,,.,,,2,,,,,,1,01,,13,450.44288703
5352225,1,4,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,370.81192192
5352238,1,3,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,395.85097883
5352240,1,2,1,80,13,1,9,POR CUARENTENA COVID 19,2,,,12,POR PANDEMIA COVID 19,2,,2,,1,48,900000,2,1,01,1.4,13,457.10331358
5352240,1,3,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,457.10331358
5352240,1,4,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,457.10331358
5352240,1,5,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,457.10331358
5352242,1,4,1,80,13,2,,,,2,,,.,,,2,,,,,,1,01,,13,475.2680871
5352242,1,5,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,475.2680871
5352244,1,2,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,287.97303386
5352244,1,4,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,287.97303386
5352251,1,1,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,359.87166332
5352251,1,2,1,80,13,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,13,359.87166332
5352253,1,1,1,80,13,1,5,,2,,,10,,3,,2,,,,,3,1,01,3,13,345.64414283
5352253,1,2,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,345.64414283
5352261,1,2,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,408.34462606
5352262,1,1,1,80,13,1,4,,2,,,4,,1,,2,,,,,2,1,01,3,13,398.51431144
5352263,1,2,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,359.24773404
5352265,1,1,1,80,13,1,3,,2,,,9,,2,,2,,,,,2,1,01,3,13,401.93050444
5352266,1,1,1,80,13,1,9,PANDEMIA,2,,,12,PANDEMIA,2,,2,,1,40,700000,2,1,01,1.4,13,755.09028107
5352266,1,3,1,80,13,1,8,,1,,2,12,EMBARAZO,2,,2,,,,,2,1,01,3,13,755.09028107
5352267,1,1,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,806.78811295
5352268,1,2,1,80,13,2,,,,2,,,.,,,2,,,,,,1,01,,13,832.62275145
5352271,1,1,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,426.05055137
5352271,1,3,1,80,13,2,,,,2,,,.,,,2,,,,,,1,01,,13,426.05055137
5352273,1,2,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,366.68557153
5352276,1,2,1,80,13,2,,,,2,,,.,2,,2,,1,48,1000000,2,1,01,,13,384.31080724
5352277,1,1,1,80,13,1,9,PANDEMIA,2,,,9,,2,,2,,1,40,908526,2,1,01,1.4,13,404.25769552
5352277,1,3,1,80,13,1,8,,2,,,2,,2,,1,877803,,,,2,1,01,1.2,13,404.25769552
5352277,1,4,1,80,13,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,13,404.25769552
