DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,P7430,P7450,P7450S1,P7452,P7454,P7456,P7458,P7458S1,P7460,P7470,P7472,P7472S1,P744,P1884,P1807,P6921,INI,MES,p7440,DPTO,fex_c_2011
5337262,1,7,1,80,08,1,3,,2,,,8,,2,,2,,,,,2,1,01,4,08,825.19572979
5337262,1,8,1,80,08,1,7,,1,,1,1,,2,,2,,1,48,1000000,2,1,01,1.4,08,825.19572979
5337264,1,1,1,80,08,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,08,572.32849854
5337264,1,3,1,80,08,1,8,,2,,,1,,2,,1,80000,1,48,500000,2,1,01,1.1,08,572.32849854
5337264,1,4,1,80,08,1,6,,2,,,1,,2,,2,,,,1000000,2,1,01,1.2,08,572.32849854
5337264,1,5,1,80,08,2,,,,2,,,.,2,,2,,,,,2,1,01,,08,572.32849854
5337267,1,2,1,80,08,2,,,,2,,,.,2,,2,,,,,2,1,01,,08,627.48432922
5337267,1,3,1,80,08,2,,,,2,,,.,2,,2,,,,,2,1,01,,08,627.48432922
5337268,1,2,1,80,08,1,3,,2,,,9,,2,,2,,,,,2,1,01,2,08,498.50018524
5337268,1,3,1,80,08,1,8,,2,,,1,,2,,2,,,,800000,2,1,01,1.4,08,498.50018524
5337268,1,4,1,80,08,2,,,,2,,,.,2,,2,,,,,2,1,01,,08,498.50018524
5337268,1,5,1,80,08,2,,,,2,,,.,2,,2,,,,,2,1,01,,08,498.50018524
5337269,1,1,1,80,08,2,,,,2,,,.,2,,2,,,,,2,1,01,,08,637.85340691
5337271,1,1,1,80,08,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,08,513.61263171
5337271,1,2,1,80,08,2,,,,2,,,.,2,,2,,,,,2,1,01,,08,513.61263171
5337272,1,4,1,80,08,2,,,,2,,,.,2,,2,,,,,2,1,01,,08,467.57795577
5337272,1,5,1,80,08,2,,,,2,,,.,2,,2,,,,,2,1,01,,08,467.57795577
5337279,1,1,1,80,17,1,9,POR COVID,2,,,12,POR COVID,3,,2,,1,48,1000000,3,1,01,1.4,17,221.80102182
5337279,1,2,1,80,17,1,6,,2,,,9,,2,,2,,1,48,906000,2,1,01,3,17,221.80102182
5337279,1,4,1,80,17,2,,,,2,,,.,,,2,,,,,,1,01,,17,221.80102182
5337279,1,6,1,80,17,2,,,,2,,,.,,,2,,,,,,1,01,,17,221.80102182
5337282,1,1,1,80,08,1,8,,2,,,12,ESPERANDO QUE LO LLAMEN,2,,1,2500000,1,48,1500000,2,1,01,1.1,08,652.6326037
5337282,1,2,1,80,08,2,,,,2,,,.,2,,2,,,,,2,1,01,,08,652.6326037
5337283,1,3,1,80,08,2,,,,2,,,.,2,,2,,,,,2,1,01,,08,591.07213401
5337288,1,7,1,80,08,2,,,,2,,,.,,,2,,,,,,1,01,,08,472.3690479
5337289,1,5,1,80,08,2,,,,2,,,.,,,2,,,,,,1,01,,08,539.94544939
5337290,1,1,1,80,08,1,4,,2,,,8,,2,,2,,,,,2,1,01,4,08,760.29023016
5337290,1,4,1,80,08,2,,,,2,,,.,2,,2,,,,,2,1,01,,08,760.29023016
5337291,1,1,1,80,08,1,3,,2,,,4,,2,,2,,,,,2,1,01,2,08,566.98894869
5337292,1,1,1,80,08,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,08,624.4892257
5337292,1,2,1,80,08,1,6,,2,,,1,,2,,2,,1,48,500000,2,1,01,1.3,08,624.4892257
5337292,1,3,1,80,08,1,3,,2,,,9,,2,,2,,,,500000,2,1,01,1.4,08,624.4892257
5337292,1,5,1,80,08,2,,,,2,,,.,2,,2,,,,,2,1,01,,08,624.4892257
5337295,1,2,1,80,08,1,5,,2,,,4,,2,,2,,2,,600000,2,1,01,1.4,08,513.61263171
5337349,1,2,1,80,54,1,3,,2,,,9,,2,,2,,,,,2,1,01,3,54,325.08722463
5337349,1,4,1,80,54,1,3,,2,,,9,,2,,2,,1,48,900000,2,1,01,2,54,325.08722463
5337350,1,1,1,80,54,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,54,264.92554497
5337351,1,3,1,80,54,2,,,,2,,,.,2,,2,,,,,2,1,01,,54,504.24774373
5337351,1,5,1,80,54,1,3,,2,,,9,,2,,2,,,,,2,1,01,2,54,504.24774373
5337352,1,1,1,80,17,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,17,186.81106599
5337352,1,2,1,80,17,1,4,,2,,,8,,2,,2,,,,,2,1,01,4,17,186.81106599
5337354,1,2,1,80,54,1,4,,2,,,4,,2,,2,,2,,600000,2,1,01,3,54,342.937507
5337354,1,4,1,80,54,2,,,,2,,,.,2,,2,,,,,2,1,01,,54,342.937507
5337355,1,2,1,80,08,1,3,,2,,,9,,2,,2,,2,,800000,2,1,01,1.4,08,698.35232854
5337355,1,3,1,80,08,2,,,,2,,,.,,,2,,,,,,1,01,,08,698.35232854
5337355,1,10,1,80,08,2,,,,2,,,.,,,2,,,,,,1,01,,08,698.35232854
5337355,1,11,1,80,08,1,4,,2,,,8,,2,,2,,,,,2,1,01,4,08,698.35232854
5337356,1,1,1,80,17,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,17,187.20964373
5337357,1,2,1,80,54,2,,,,2,,,.,2,,2,,,,,2,1,01,,54,309.39211662
5337359,1,1,1,80,54,1,8,,2,,,8,,2,,2,,,,,2,1,01,3,54,309.56395791
5337363,1,2,1,80,54,2,,,,2,,,.,2,,2,,1,48,877800,2,1,01,,54,444.79468641
5337363,1,3,1,80,54,2,,,,2,,,.,2,,2,,,,,2,1,01,,54,444.79468641
5337363,1,4,1,80,54,2,,,,2,,,.,,,2,,,,,,1,01,,54,444.79468641
5337366,1,2,1,80,54,2,,,,2,,,.,2,,2,,,,,2,1,01,,54,419.4757464
5337367,1,1,1,80,17,1,5,,2,,,8,,3,,2,,,,,3,1,01,3,17,157.79743947
5337368,1,1,1,80,54,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,54,360.55511473
5337370,1,2,1,80,54,1,8,,2,,,9,,2,,2,,,,,2,1,01,1.2,54,558.27453855
5337372,1,2,1,80,17,1,5,,2,,,8,,3,,2,,,,,3,1,01,4,17,186.81106599
5337376,1,1,1,80,17,1,3,,2,,,9,,3,,2,,,,,3,1,01,4,17,157.79743947
5337382,1,1,1,80,17,1,7,,2,,,8,,3,,2,,,,,3,1,01,4,17,157.69958717
5337382,1,2,1,80,17,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,17,157.69958717
5337385,1,1,1,80,73,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,73,359.69086531
5337385,1,2,1,80,73,1,7,,1,,2,9,,2,,2,,1,24,877803,2,1,01,2,73,359.69086531
5337385,1,6,1,80,73,2,,,,2,,,.,2,,2,,1,20,500000,2,1,01,,73,359.69086531
5337386,1,2,1,80,73,1,3,,2,,,9,,1,,2,,2,,1000000,2,1,01,1.2,73,322.71008857
5337387,1,2,1,80,73,1,7,,2,,,9,,1,,2,,2,,877803,2,1,01,2,73,471.23130265
5337388,1,1,1,80,73,1,7,,1,,1,4,,2,,2,,2,,877803,2,1,01,1.4,73,641.51164264
5337388,1,2,1,80,73,1,8,,2,,,1,,2,,2,,,,877803,2,1,01,1.2,73,641.51164264
5337388,1,3,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,01,,73,641.51164264
5337388,1,4,1,80,73,2,,,,2,,,.,,,2,,,,,,1,01,,73,641.51164264
5337388,1,6,1,80,73,2,,,,2,,,.,,,2,,,,,,1,01,,73,641.51164264
5337393,1,3,1,80,73,2,,,,2,,,.,2,,2,,2,,450000,2,1,01,,73,183.87388839
5337395,1,1,1,80,17,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,17,187.11179144
5337397,1,3,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,01,,73,296.98243549
5337398,1,1,1,80,73,1,3,,2,,,8,,2,,2,,,,,2,1,01,4,73,282.79767447
5337399,1,1,1,80,73,1,4,,2,,,10,,3,,2,,,,,3,1,01,4,73,292.37356448
5337399,1,2,1,80,73,1,5,,2,,,10,,3,,2,,,,,3,1,01,3,73,292.37356448
5337399,2,3,2,80,73,2,,,,2,,,.,2,,2,,,,,2,1,01,,73,292.37356448
5337400,1,2,1,80,73,1,9,COVID 19,2,,,1,,2,,2,,1,48,900000,2,1,01,1.3,73,380.17412902
5337400,1,3,1,80,73,2,,,,2,,,.,,,2,,,,,,1,01,,73,380.17412902
5337403,1,1,1,80,73,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,73,240.68600343
5337403,1,2,1,80,73,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,73,240.68600343
5337404,1,2,1,80,73,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,73,445.50364957
5337404,1,3,1,80,73,2,,,,2,,,.,,,2,,,,,,1,01,,73,445.50364957
5337405,1,3,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,01,,73,291.23946912
5337405,1,4,1,80,73,2,,,,2,,,.,,,2,,,,,,1,01,,73,291.23946912
5337406,1,1,1,80,73,1,7,,2,,,10,,3,,2,,,,,3,1,01,4,73,175.11652015
5337406,1,2,1,80,73,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,73,175.11652015
5337407,1,4,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,01,,73,291.23946912
5337408,1,1,1,80,73,1,4,,2,,,8,,2,,2,,,,,2,1,01,4,73,277.0547081
5337408,1,2,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,01,,73,277.0547081
5337409,1,2,1,80,73,1,9,COVID 19,2,,,1,,2,,2,,,,,2,1,01,1.4,73,627.70076135
5337409,1,3,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,01,,73,627.70076135
5337409,1,4,1,80,73,2,,,,2,,,.,,,2,,,,,,1,01,,73,627.70076135
5337409,1,7,1,80,73,1,3,,2,,,8,,2,,2,,,,,2,1,01,4,73,627.70076135
5337411,1,5,1,80,73,1,4,,2,,,8,,2,,2,,,,,2,1,01,4,73,254.87076445
5337413,1,2,1,80,73,1,3,,2,,,9,,2,,2,,,,,2,1,01,2,73,296.98243549
5337413,1,3,1,80,73,1,4,,2,,,4,,2,,2,,,,,2,1,01,2,73,296.98243549
5337425,1,6,1,80,76,1,4,,2,,,4,,2,,2,,,,,2,1,01,3,76,1750.5687404
5337426,1,2,1,80,76,1,7,,2,,,9,,2,,2,,,,,2,1,01,1.4,76,2093.6503992
5337432,1,3,1,80,76,1,6,,2,,,9,,2,,1,99,,,,2,1,01,1.1,76,1253.6243149
5337438,1,1,1,80,76,1,7,,2,,,12,MIEDO COVID,2,,2,,1,48,908000,2,1,01,1.4,76,2795.0298794
5337438,1,7,1,80,76,2,,,,2,,,.,2,,2,,,,,2,1,01,,76,2795.0298794
5337439,1,1,1,80,76,1,8,,2,,,11,,2,,2,,,,,2,1,01,2,76,796.82654276
5337439,1,2,1,80,76,1,9,VIAJE,2,,,3,,2,,2,,1,48,1014000,2,1,01,1.4,76,796.82654276
5337440,1,1,1,80,76,1,8,,2,,,12,COVID 19,3,,2,,1,36,1014800,3,1,01,1.4,76,780.40462775
5337444,1,2,1,80,76,2,,,,1,2,2,,2,,2,,,,,2,1,01,,76,1053.2757326
5337444,1,4,1,80,76,1,4,,2,,,9,,2,,2,,1,48,908526,2,1,01,4,76,1053.2757326
5337449,1,2,1,80,76,1,3,,2,,,4,,2,,2,,1,32,640000,2,1,01,3,76,2141.4755334
5337451,1,1,1,80,73,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,73,246.4289698
5337451,1,2,1,80,73,1,5,,2,,,8,,2,,2,,,,,2,1,01,4,73,246.4289698
5337453,1,1,1,80,73,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,73,246.4289698
5337453,1,2,1,80,73,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,73,246.4289698
5337454,1,2,1,80,73,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,73,306.01552398
5337456,1,1,1,80,73,1,5,,2,,,11,,3,,2,,,,,3,1,01,3,73,228.63851307
5337456,1,2,1,80,73,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,73,228.63851307
5337461,1,1,1,80,73,1,8,,1,,2,1,,2,,2,,1,48,917000,2,1,01,2,73,228.63851307
5337461,1,3,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,01,,73,228.63851307
5337462,1,1,1,80,73,1,4,,2,,,4,,3,,2,,,,,3,1,01,4,73,237.39588131
5337462,1,2,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,01,,73,237.39588131
5337465,1,2,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,01,,73,245.65467255
5337465,1,6,1,80,73,2,,,,2,,,.,,,2,,,,,,1,01,,73,245.65467255
5337467,1,2,1,80,73,1,2,,2,,,2,,2,,2,,,,,2,1,01,2,73,388.60116675
5337467,1,3,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,01,,73,388.60116675
5337467,1,4,1,80,73,2,,,,2,,,.,,,2,,,,,,1,01,,73,388.60116675
5337469,1,1,1,80,73,1,6,,1,,3,11,,1,2,2,,,,917000,1,1,01,1.2,73,282.79767447
5337470,1,2,1,80,73,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,73,279.00897535
5337470,1,3,1,80,73,2,,,,2,,,.,,,2,,,,,,1,01,,73,279.00897535
5337470,1,5,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,01,,73,279.00897535
5337471,1,4,1,80,73,2,,,,2,,,.,,,2,,,,,,1,01,,73,332.39510247
5337487,1,1,1,80,17,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,17,186.81106599
5337487,1,2,1,80,17,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,17,186.81106599
5337492,1,2,1,80,17,1,3,,2,,,9,,1,,2,,,,,2,1,01,4,17,262.11254953
5337492,1,3,1,80,17,2,,,,2,,,.,,,2,,,,,,1,01,,17,262.11254953
5337565,1,1,1,80,76,1,6,,1,,4,1,,2,,2,,,,,2,1,01,4,76,994.35897316
5337567,1,2,1,80,76,1,4,,2,,,4,,3,,2,,,,,3,1,01,4,76,906.45597322
5337568,1,1,1,80,76,1,3,,2,,,9,,2,,2,,1,24,450000,2,1,01,3,76,953.62952507
5337569,1,1,1,80,76,1,3,,2,,,9,,2,,2,,1,48,900000,2,1,01,4,76,1262.9565048
5337570,1,2,1,80,76,1,3,,2,,,9,,2,,2,,1,48,908000,2,1,01,3,76,1262.9565048
5337570,1,3,1,80,76,2,,,,2,,,.,,,2,,,,,,1,01,,76,1262.9565048
5337571,1,1,1,80,76,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,76,533.28858807
5337571,1,2,1,80,76,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,76,533.28858807
5337572,1,3,1,80,76,2,,,,2,,,.,,,2,,,,,,1,01,,76,1262.9565048
5337574,1,2,1,80,76,1,8,,2,,,12,MIEDO A CONTAGIO DE COVID POR PANDEMIA,1,4,2,,,,,1,1,01,1.2,76,1045.7969214
5337575,1,4,1,80,76,2,,,,2,,,.,,,2,,,,,,1,01,,76,1325.896182
5337576,1,1,1,80,76,1,8,,2,,,12,SE FUE DE VIAJE,3,,1,900000,1,48,1400000,3,1,01,1.1,76,1312.6290567
5337576,1,2,1,80,76,1,3,,1,,1,12,INICIO LA PANDEMIA,2,,2,,2,,908526,2,1,01,3,76,1312.6290567
5337577,1,2,1,80,76,1,8,,2,,,9,,2,,2,,2,,877807,2,1,01,1.2,76,1473.9162107
5337577,1,3,1,80,76,1,2,,2,,,2,,2,,2,,,,,2,1,01,2,76,1473.9162107
5337577,1,7,1,80,76,1,9,NI TENIA NECESIDAD DE TRABAJAR,2,,,8,,2,,2,,,,,2,1,01,4,76,1473.9162107
5337583,1,1,1,80,76,1,4,,2,,,4,,3,,2,,1,48,908526,3,1,01,4,76,920.77385415
5337583,1,3,1,80,76,2,,,,2,,,.,2,,2,,,,,2,1,01,,76,920.77385415
5337585,1,1,1,80,76,1,7,,2,,,11,,2,,2,,,,,2,1,01,4,76,1079.0416784
5337586,1,1,1,80,76,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,76,1438.6804022
5337586,1,4,1,80,76,1,6,,2,,,12,NO LE CONTRATAN POR ESTAR EMBARAZADA,1,,2,,1,56,908526,2,1,01,1.2,76,1438.6804022
5337665,2,2,2,80,76,1,8,,2,,,1,,2,,1,120000,1,66,400000,2,1,01,1.2,76,662.47128563
5337666,1,2,1,80,76,2,,,,2,,,.,2,,2,,,,,2,1,01,,76,1143.1816249
5337668,1,2,1,80,76,1,1,,2,,,4,,1,,2,,,,,2,1,01,4,76,662.47128563
5337668,1,3,1,80,76,1,1,,2,,,8,,2,,2,,,,,2,1,01,4,76,662.47128563
5337668,1,4,1,80,76,1,1,,2,,,8,,1,,2,,,,,2,1,01,4,76,662.47128563
5337670,1,3,1,80,76,1,4,,2,,,8,,2,,2,,,,,2,1,01,4,76,865.31298812
5337670,1,4,1,80,76,1,7,,2,,,1,,2,,2,,,,,2,1,01,4,76,865.31298812
5337671,1,1,1,80,76,1,5,,2,,,11,,3,,2,,,,,3,1,01,4,76,1072.5911454
5337672,1,1,1,80,76,1,8,,2,,,11,,3,,2,,,,,3,1,01,1.1,76,791.84085173
5337673,1,1,1,80,76,1,5,,2,,,11,,3,,2,,,,,3,1,01,4,76,948.64383403
5337675,1,2,1,80,08,2,,,,2,,,.,2,,2,,,,,2,1,01,,08,769.46815628
5337707,1,5,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,374.14457744
5337707,1,6,1,80,13,2,,,,2,,,.,2,,2,,2,,877803,2,1,01,,13,374.14457744
5337708,1,1,1,80,13,1,6,,2,,,4,,2,,2,,,,,2,1,01,3,13,359.87166332
5337712,1,2,1,80,13,1,6,,2,,,11,,2,,2,,,,,2,1,01,3,13,404.15245537
5337712,1,4,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,404.15245537
5337712,1,5,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,404.15245537
5337714,1,2,1,80,13,1,7,,2,,,11,,2,,2,,,,,2,1,01,1.3,13,359.87166332
5337715,1,2,1,80,13,1,4,,2,,,4,,2,,2,,,,,2,1,01,2,13,384.31080724
5337717,1,4,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,431.95955079
5337718,1,2,1,80,13,1,8,,2,,,9,,2,,2,,1,40,1200000,2,1,01,1.4,13,391.74864474
5337719,1,2,1,80,13,1,3,,2,,,8,,2,,2,,,,,2,1,01,4,13,357.12764112
5337719,1,3,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,357.12764112
5337722,1,1,1,80,13,1,7,,2,,,12,POR SEGURIDAD POR COVID 19,2,,2,,,,,2,1,01,1.4,13,352.88892115
5337722,1,2,1,80,13,1,7,,2,,,1,,2,,2,,1,40,877803,2,1,01,1.4,13,352.88892115
5337722,1,4,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,352.88892115
5337722,1,5,1,80,13,1,7,,2,,,11,,2,,2,,,,,2,1,01,3,13,352.88892115
5337722,1,9,1,80,13,1,3,,2,,,9,,2,,2,,2,,877803,2,1,01,1.4,13,352.88892115
5337724,1,1,1,80,13,1,6,,2,,,8,,2,,2,,,,,2,1,01,3,13,350.36197441
5337725,1,4,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,443.25341744
5337725,1,5,1,80,13,1,3,,2,,,8,,2,,2,,,,,2,1,01,4,13,443.25341744
5337726,1,2,1,80,13,1,7,,2,,,9,,2,,2,,,,,2,1,01,2,13,448.80183704
5337726,1,3,1,80,13,2,,,,2,,,.,,,2,,,,,,1,01,,13,448.80183704
5337727,1,1,1,80,13,1,4,,2,,,4,,2,,2,,,,,2,1,01,3,13,481.2254235
5337727,1,4,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,481.2254235
5337727,1,8,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,481.2254235
5337727,1,11,1,80,13,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,13,481.2254235
5337727,1,12,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,481.2254235
5337728,1,2,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,432.06479094
5337728,1,3,1,80,13,2,,,,2,,,.,,,2,,,,,,1,01,,13,432.06479094
5337729,1,1,1,80,13,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,13,377.56402171
5337729,1,2,1,80,13,1,3,,2,,,9,,2,,2,,,,,2,1,01,3,13,377.56402171
5337730,1,2,1,80,13,1,3,,2,,,9,,2,,2,,1,24,300000,2,1,01,1.4,13,365.21917161
5337732,1,3,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,395.87499513
5337736,1,3,1,80,13,2,,,,2,,,.,2,,2,,2,,950000,2,1,01,,13,464.78951898
5337736,1,4,1,80,13,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,13,464.78951898
5337738,1,3,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,410.67181715
5337738,1,4,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,410.67181715
5337738,1,6,1,80,13,1,3,,2,,,8,,2,,2,,,,,2,1,01,4,13,410.67181715
5337741,1,3,1,80,13,2,,,,2,,,.,,,2,,,,,,1,01,,13,406.81578799
5337745,1,4,1,80,13,1,4,,2,,,4,,2,,2,,,,,2,1,01,3,13,359.39783355
5337745,1,5,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,359.39783355
5337745,1,8,1,80,13,2,,,,2,,,.,,,2,,,,,,1,01,,13,359.39783355
5337746,1,2,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,404.07176578
5337746,1,3,1,80,13,1,9,PANDEMIA,2,,,12,PANDEMIA,2,,2,,1,48,900000,2,1,01,1.4,13,404.07176578
5337746,1,4,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,404.07176578
5337747,1,3,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,414.25362548
5337748,1,1,1,80,13,1,5,,2,,,10,,3,,2,,,,,3,1,01,3,13,393.31690267
5337748,1,2,1,80,13,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,13,393.31690267
5337748,1,3,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,393.31690267
5337748,1,5,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,393.31690267
5337750,1,1,1,80,13,1,9,CUARENTENA,2,,,8,,2,,2,,,,,2,1,01,1.4,13,365.42911766
5337750,1,2,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,365.42911766
5337750,1,5,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,365.42911766
5337751,1,1,1,80,13,1,9,PANDEMIA,2,,,12,PANDEMIA,2,,2,,,,,2,1,01,1.4,13,406.81578799
5337751,1,3,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,406.81578799
5337752,1,2,1,80,13,1,3,,2,,,9,,1,,2,,,,,2,1,01,4,13,416.89240754
5337752,1,3,1,80,13,2,,,,2,,,.,,,2,,,,,,1,01,,13,416.89240754
5337754,1,1,1,80,13,1,5,,2,,,10,,3,,2,,,,,3,1,01,3,13,357.12764112
5337754,1,3,1,80,13,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,13,357.12764112
5337755,1,1,1,80,13,1,3,,2,,,9,,2,,2,,,,,2,1,01,3,13,404.51444983
5337755,1,3,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,404.51444983
5337756,1,1,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,331.44063863
5337756,1,2,1,80,13,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,13,331.44063863
5337756,1,3,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,331.44063863
5337757,1,2,1,80,13,1,3,,2,,,9,,2,,2,,,,,2,1,01,3,13,402.28911676
5337757,1,5,1,80,13,1,3,,2,,,9,,2,,2,,,,,2,1,01,2,13,402.28911676
5337760,1,2,1,80,13,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,13,370.70721603
5337761,1,1,1,80,13,1,5,,2,,,8,,2,,2,,,,,2,1,01,4,13,300.889521
5337761,1,3,1,80,13,1,3,,2,,,9,,1,,2,,,,,2,1,01,4,13,300.889521
5337761,1,4,1,80,13,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,13,300.889521
5337762,1,3,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,441.11769462
5337762,1,4,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,441.11769462
5337763,1,1,1,80,13,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,13,389.70924141
5337763,1,2,1,80,13,1,8,,2,,,8,,2,,2,,,,,2,1,01,3,13,389.70924141
5337763,1,4,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,389.70924141
5337764,1,2,1,80,13,1,3,,2,,,9,,2,,2,,,,,2,1,01,3,13,416.89240754
5337764,1,3,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,416.89240754
5337765,1,1,1,80,13,1,9,PANDEMIA,2,,,12,PANDEMIA,1,,2,,,,,2,1,01,1.4,13,421.12399808
5337765,1,3,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,421.12399808
5337765,1,4,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,421.12399808
5337766,1,2,1,80,13,1,9,PERDIO SU EMPLEO DEBIDO A LA PANDEMIA COVID 19,1,,1,4,,1,,2,,,,,2,1,01,1.4,13,373.09969316
5337766,1,5,1,80,13,1,4,,2,,,8,,2,,2,,,,,2,1,01,4,13,373.09969316
5337769,1,2,1,80,13,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,13,397.9054778
5337769,1,6,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,397.9054778
5337769,1,7,1,80,13,2,,,,2,,,.,,,2,,,,,,1,01,,13,397.9054778
5337770,1,2,1,80,13,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,13,395.26669574
5337770,1,6,1,80,13,2,,,,2,,,.,,,2,,,,,,1,01,,13,395.26669574
5337772,1,2,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,412.19859225
5337773,1,2,1,80,13,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,13,360.75093227
5337773,1,5,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,360.75093227
5337773,1,6,1,80,13,1,5,,2,,,4,,3,,2,,,,,3,1,01,2,13,360.75093227
5337773,1,7,1,80,13,1,6,,2,,,8,,3,,2,,,,,3,1,01,3,13,360.75093227
5337774,1,2,1,80,13,1,5,,2,,,8,,3,,2,,,,,3,1,01,3,13,407.52040687
5337775,1,2,1,80,13,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,13,387.07045935
5337775,1,5,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,387.07045935
5337776,1,1,1,80,13,1,5,,2,,,10,,3,,2,,,,,3,1,01,4,13,360.3837573
5337776,1,2,1,80,13,1,4,,2,,,8,,2,,2,,,,,2,1,01,4,13,360.3837573
5337776,1,3,1,80,13,1,4,,2,,,9,,2,,2,,,,,2,1,01,4,13,360.3837573
5337776,1,6,1,80,13,2,,,,2,,,.,,,2,,,,,,1,01,,13,360.3837573
5337777,1,2,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,01,,13,426.15579152
