DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,CLASE,P388,P6440,P6450,P6460,P6460S1,P6400,P6410,P6410S1,P6422,P6424S1,P6424S2,P6424S3,P6426,P6430S1,P6480,P6480S1,P9440,P6500,P6510,P6510S1,P6510S2,P6590,P6590S1,P6600,P6600S1,P6610,P6610S1,P6620,P6620S1,P6585S1,P6585S1A1,P6585S1A2,P6585S2,P6585S2A1,P6585S2A2,P6585S3,P6585S3A1,P6585S3A2,P6585S4,P6585S4A1,P6585S4A2,P6545,P6545S1,P6545S2,P6580,P6580S1,P6580S2,P6630S1,P6630S1A1,P6630S2,P6630S2A1,P6630S3,P6630S3A1,P6630S4,P6630S4A1,P6630S6,P6630S6A1,P6640,P6640S1,P6765,P6765S1,P6772,P6772S1,P6773S1,P6775,P6750,P6760,P550,P6780,P6780S1,P6790,P1800,P1800S1,P1801S1,P1801S2,P1801S3,P1802,P1879,P1805,P6800,P6810,P6810S1,P6850,P6830,P6830S1,P6870,P6880,P6880S1,P6915,P6915S1,P6920,P6930,P6940,P6960,P6980,P6980S1,P6980S2,P6980S3,P6980S4,P6980S5,P6980S6,P6980S7,P6980S7A1,P6980S8,P6990,P9450,P7020,P760,P7026,P7028,P7028S1,P7040,P390,P7045,P7050,P7050S1,P7070,P7075,P7077,P1880,P1881,P1882,P3148,P7090,P7100,P7110,P7120,P7130,P7140,P7140S1,P7140S2,P7140S3,P7140S4,P7140S5,P7140S6,P7140S7,P7140S8,P7140S9,P7140S9A1,P7150,P7160,P7170S1,P7170S5,P7170S6,P7180,P514,P515,P7240,P7240S1,OFICIO,RAMA2D_R4,OCI,MES,P6430,RAMA4D_R4,INGLABO,DPTO,fex_c_2011,RAMA4DP8_R4
5347495,1,1,1,60,52,1,52,1,2,1,,2,1,,1,1,2,1,30,,1,,2,2000000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,1200000,2,,1,1000000,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,50,,.,50,,,9,7,,1,,1,1,1,20,1,1,,,,,,,,,1,1,1,0,60,1,,2,,,,,,,,8,3,10,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,8,,44,64,1,01,1,6412,2000000,52,169.22675186,7810
5347496,1,1,1,60,52,1,52,1,2,1,,1,,,1,1,2,1,288,,2,,2,4244000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,4300000,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,40,,.,40,,,9,1,,1,,1,2,1,28,1,1,,,,,,,,,1,1,1,0,6,1,,2,,,,,,,,13,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,2,,13,85,1,01,1,8530,4244000,52,220.7628474,
5347496,1,2,1,60,52,1,52,1,2,1,,1,,,1,1,2,1,144,,1,,2,1700000,2,,,2,,2,,2,,2,,2,,,1,102000,1,2,,,2,,,2,,,1,800000,1,1,1600000,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,40,,.,40,,,3,7,,1,,1,1,1,8,1,1,,,,,,,,,1,1,1,4,24,1,,2,,,,,,,,3,3,10,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,40,47,1,01,1,4773,1700000,52,220.7628474,
5347497,1,1,1,60,52,1,52,1,2,2,3,1,,,1,2,2,2,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,2770000,1,,3,,12,2,,,,,1,1,1,40,,.,40,,,9,1,,1,,1,2,2,19,1,1,,,,,,,,,1,2,1,0,18,2,,2,,,,,,,,1,14,,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,3,,19,84,1,01,4,8413,2770000,52,122.91920087,
5347497,1,2,1,60,52,1,52,1,2,1,,1,,,1,1,2,1,120,,5,,2,4000000,2,,,2,,2,,2,,2,,2,,,1,320000,2,2,,,2,,,2,,,1,2000000,1,1,2000000,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,40,,.,40,,,9,1,,1,,1,2,1,19,1,1,,,,,,,,,1,1,1,0,36,2,,1,52,5,4,,1500000,1,7,8,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,5,,44,46,1,01,1,4645,5500000,52,122.91920087,
5347498,1,1,1,60,52,1,52,1,2,2,4,1,,,1,1,2,1,0,,2,,2,1300000,2,,,2,,2,,2,,2,,2,,,9,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,2,,,,,,,,,36,3,HORARIO ESTABLECIDO,36,,,9,7,,1,,1,2,1,5,1,1,,,,,,,,,1,9,1,10,2,1,,2,,,,,,,,13,6,20,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,07,86,1,01,1,8610,1300000,52,275.37437802,
5347499,1,1,1,60,52,1,52,2,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,250000,1,,3,,12,2,,,,,2,3,2,44,,.,40,7,TOQUE DE QUEDA,1,5,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,120,4,,2,,,,,,,,6,3,10,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,5,,59,96,1,01,4,9609,250000,52,181.19062744,
5347500,1,1,1,60,70,1,70,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,3,0,1,,3,,7,2,,,,,3,1,2,10,1,,10,,,1,5,,3,,2,,,,1,,,,,,,,,1,2,2,1,5,30,4,,2,,,,,,,,13,14,,,1,24,2,1,1,1,2,1,2,1,2,1,2,2,2,,2,1,2,2,2,2,1,1,3,,45,47,1,01,4,4792,0,70,122.34332476,
5347502,1,1,1,60,70,1,70,1,2,2,12,1,,,1,1,2,1,96,,2,,2,1000000,2,,,2,,2,,2,,2,,2,,,1,102854,2,2,,,2,,,2,,,2,,,1,1000000,2,,1,500000,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,56,,.,56,,,9,7,,1,,1,1,1,10,1,1,,,,,,,,,1,1,1,4,3,1,,2,,,,,,,,3,11,12,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,1,,40,14,1,01,1,1410,1000000,70,112.99189229,
5347507,1,1,1,60,05,1,5,1,2,1,,1,,,1,1,1,1,24,,7,PRACTICAS UNIVERSITARIAS,2,1200000,1,300000,1,2,,2,,2,,2,,2,,,1,102000,1,2,,,2,,,2,,,2,,,1,1200000,2,,2,,2,,2,,1,12,,,,,,,,,,,,12,,,,,,,,,72,,.,84,,,9,6,,1,,1,1,3,3,1,1,,,,,,,,,1,1,1,0,12,1,,2,,,,,,,,8,11,20,,2,,,,1,1,2,1,2,2,2,1,2,2,2,,2,1,1,1,1,2,1,1,2,,03,49,1,01,1,4921,1200000,05,1148.4740425,
5347511,1,4,1,60,50,1,50,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,150000,1,,3,,10,2,,,,,2,1,2,12,1,,12,,,1,2,,2,,2,,,,1,,,,,,,,,1,2,2,1,10,1,4,,2,,,,,,,,13,3,30,,2,,,,1,1,2,1,2,2,2,1,1,1,2,,1,1,2,2,2,2,2,2,5,,56,96,1,01,4,9601,150000,50,316.11900918,
5347512,1,2,1,60,50,1,50,2,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,2,50000,1,,3,,12,2,,,,,2,4,2,21,2,,21,,,1,2,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,2,4,,2,,,,,,,,3,3,10,,2,,,,1,1,1,1,2,2,2,2,2,2,2,,2,1,1,2,1,2,2,1,5,,45,47,1,01,4,4792,50000,50,201.4300416,
5347513,1,2,1,60,50,1,50,1,1,,,1,,,2,2,2,2,1,,1,,2,320000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,3,,,,,,,,,20,1,,20,,,3,7,,2,,2,,,,1,,,,,,,,,1,2,2,1,8,3,4,,2,,,,,,,,13,13,40,,2,,,,1,1,2,1,2,1,2,2,2,2,2,,1,1,2,2,2,2,2,1,5,,59,68,1,01,1,6820,320000,50,145.34567475,
5347514,1,1,1,60,50,1,50,2,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,1000000,1,,3,,6,1,3,3,0,0,2,1,2,60,,.,60,,,3,7,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,12,4,,2,,,,,,,,13,3,2,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,5,,77,10,1,01,5,1089,1000000,50,319.97930284,
5347514,1,2,1,60,50,1,50,1,1,,,1,,,1,2,2,2,6,,1,,2,800000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,6,,,,,,,,,60,,.,60,,,3,7,,2,,2,,,,1,,,,,,,,,1,2,2,1,6,48,4,,2,,,,,,,,8,3,2,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,5,,77,10,1,01,1,1089,800000,50,319.97930284,
5347516,1,1,1,60,50,1,50,1,2,1,,1,,,1,1,1,1,288,,2,,2,1400000,2,,,2,,2,,2,,2,,2,,,1,103000,1,2,,,2,,,2,,,2,,,1,700000,1,1400000,1,700000,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,40,,.,40,,,9,7,,1,,1,2,1,24,1,1,,,,,,,,,1,1,1,0,240,4,,2,,,,,,,,8,2,20,,2,,,,2,,,,,,,,,,,,,,1,1,1,1,1,1,5,,55,84,1,01,2,8412,1400000,50,208.0722409,
5347519,1,4,1,60,50,1,50,1,1,,,1,,,1,2,2,2,12,,1,,2,1000000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,8,,,,,,,,,70,,.,70,,,3,7,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,4,1,,2,,,,,,,,3,3,5,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,2,5,,79,45,1,01,1,4520,1000000,50,332.36317284,
5347520,1,1,1,60,50,1,50,1,2,2,12,2,4,G4S SECURITY SOLUCIONES,1,1,2,1,60,,2,,2,1400000,2,,,2,,2,,2,,2,,2,,,1,102000,1,1,35000,2,2,,,2,,,2,,,1,1400000,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,60,,.,60,,,9,7,,1,,1,1,1,8,1,1,,,,,,,,,1,1,1,0,30,1,,2,,,,,,,,1,11,15,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,5,,58,10,1,01,1,1040,1400000,50,367.37170148,8010
5347520,1,2,1,60,50,1,50,1,1,,,1,,,2,2,2,2,2,,1,,2,800000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,7,,,,,,,,,35,1,,35,,,3,7,,3,,2,,,,1,,,,,,,,,1,2,2,1,0,1,1,,2,,,,,,,,3,11,5,,2,,,,1,1,2,1,2,2,2,2,2,2,2,,1,1,1,1,1,2,2,1,5,,53,56,1,01,1,5611,800000,50,367.37170148,
5347521,1,1,1,60,17,1,17,1,2,1,,1,,,1,1,2,1,13,,1,,2,877803,2,,,2,,2,,2,,2,,2,,,1,102854,2,2,,,2,,,2,,,2,,,1,877803,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,9,6,,1,,1,1,1,2,1,1,,,,,,,,,1,1,1,2,3,1,,2,,,,,,,,5,2,25,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,2,,62,38,1,01,1,3811,877803,17,194.08859805,
5347521,1,2,1,60,17,1,17,1,1,,,1,,,1,1,2,1,2,,4,,2,877803,2,,,1,180000,2,,2,,2,,2,,,1,102854,2,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,2,,,,,,,,,48,,.,48,,,1,2,,1,,1,1,1,2,1,1,,,,,,,,,1,1,1,15,2,1,,2,,,,,,,,5,2,55,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,54,97,1,01,3,9700,1057803,17,194.08859805,
5347522,1,1,1,60,17,1,17,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,300000,1,,3,,4,2,,,,,3,1,1,20,1,,8,6,,1,1,,3,,2,,,,1,,,,,,,,,1,2,2,1,8,50,4,,2,,,,,,,,2,14,,1,1,20,1,1,2,,,,,,,,,,,,,,1,2,2,2,1,1,3,,03,95,1,01,4,9511,300000,17,262.11254953,
5347522,1,2,1,60,17,1,17,1,2,1,,1,,,1,1,2,1,11,,2,,2,877803,2,,,2,,2,,2,,2,,2,,,1,102854,2,1,33100,2,2,,,2,,,2,,,1,731500,2,,2,,2,,2,,2,,,.,,,,,,,,,.,11,,,,,,,,,48,,.,48,,,8,7,,1,,1,2,1,15,1,1,,,,,,,,,1,1,1,4,11,1,,2,,,,,,,,7,2,25,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,1,,55,64,1,01,1,6412,877803,17,262.11254953,
5347523,1,1,1,60,17,1,17,2,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,800000,1,,3,,6,2,,,,,2,1,1,45,,.,45,,,1,2,,3,,2,,,,1,,,,,,,,,1,2,2,1,6,240,1,,2,,,,,,,,7,2,20,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,87,43,1,01,4,4322,800000,17,194.57632687,
5347523,1,2,1,60,17,1,17,1,2,1,,1,,,1,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,2,400000,1,,3,,6,2,,,,,3,3,1,30,2,,30,,,1,2,,3,,2,,,,1,,,,,,,,,1,2,2,1,6,24,4,,2,,,,,,,,2,3,5,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,45,47,1,01,4,4792,400000,17,194.57632687,
5347525,1,1,1,60,17,1,17,1,2,1,,1,,,1,1,2,1,72,,1,,2,877803,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,877803,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,2,8,,1,,1,1,1,98,1,1,,,,,,,,,1,1,1,0,1,8,,2,,,,,,,,7,11,30,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,1,,62,01,1,01,1,0123,877803,17,268.91610976,
5347525,1,3,1,60,17,1,17,1,2,2,12,1,,,1,1,2,1,68,,2,,2,877803,2,,,2,,2,,2,,2,,2,,,1,102854,2,1,33100,2,2,,,2,,,2,,,1,877803,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,9,7,,1,,1,1,1,3,1,1,,,,,,,,,1,1,1,0,12,1,,2,,,,,,,,1,11,22,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,1,,39,45,1,01,1,4511,877803,17,268.91610976,
5347526,1,1,1,60,17,1,17,1,2,1,,2,4,EMPRESA SJ SEGURIDADAD PRIVADA,1,1,2,1,36,,2,,2,877803,2,,,2,,2,,2,,2,,2,,,1,102854,2,1,66200,2,2,,,2,,,2,,,1,877803,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,0,1,,9,7,,1,,1,1,1,4,1,1,,,,,,,,,1,1,1,0,14,1,,2,,,,,,,,3,2,80,2,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,5,,58,68,1,01,1,6820,877803,17,234.96892174,8010
5347539,1,1,1,60,63,1,63,1,1,,,1,,,1,2,2,2,60,,1,,2,840000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,70,,.,70,,,3,7,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,15,,2,,,,1,1,1,1,1,2,2,1,2,2,2,,2,1,1,2,2,2,1,1,8,,97,46,1,01,1,4631,840000,63,126.67300707,
5347539,1,4,1,60,63,1,63,2,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,3,500000,1,,3,,12,2,,,,,3,1,2,40,,.,40,,,1,5,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,10,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,41,47,1,01,4,4771,500000,63,126.67300707,
5347541,1,1,1,60,63,1,63,2,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,400000,1,,3,,12,1,1,0,1,0,2,10,2,66,,.,66,,,2,7,,11,,2,,,,1,,,,,,,,,1,2,2,1,0,24,1,,2,,,,,,,,10,3,5,,2,,,,1,1,1,1,1,2,2,1,2,2,2,,2,1,1,2,2,2,2,1,8,,41,46,1,01,4,4631,400000,63,188.04534323,
5347542,1,1,1,60,63,1,63,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,160000,1,,1,,5,2,,,,,1,1,2,20,1,,20,,,1,7,,2,,2,,,,1,,,,,,,,,1,2,2,1,1,4,1,,2,,,,,,,,5,2,30,,1,30,1,1,1,1,1,1,2,1,2,1,2,2,2,,1,1,2,2,2,2,2,1,3,,53,56,1,01,4,5611,160000,63,101.60388606,
5347542,1,2,1,60,63,1,63,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,120000,1,,1,,1,2,,,,,1,1,2,36,1,,36,,,1,1,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,14,,,1,20,1,1,1,1,1,1,2,1,2,1,2,2,2,,1,1,1,2,1,2,2,1,3,,54,88,1,01,4,8890,120000,63,101.60388606,
5347542,2,1,2,60,63,1,63,1,1,,,1,,,2,2,2,2,1,,1,,2,520000,2,,,1,200000,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,1,,,,,,,,,36,2,,36,,,3,7,,2,,2,,,,1,,,,,,,,,1,2,2,1,24,6,1,,2,,,,,,,,3,2,30,,1,10,1,1,1,1,1,1,2,1,2,1,2,2,2,,1,1,2,2,2,2,2,1,3,,53,56,1,01,1,5611,720000,63,101.60388606,
5347543,1,2,1,60,63,1,63,1,2,1,,1,,,1,1,2,1,3,,2,,2,877803,2,,,2,,2,,2,,2,,2,,,1,102854,2,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,3,,,,,,,,,48,,.,48,,,5,7,,1,,1,1,1,0,1,,,,,,,,,1,1,1,1,12,3,1,,2,,,,,,,,1,2,35,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,45,47,1,01,1,4771,877803,63,112.04527253,
5347547,1,1,1,60,63,1,63,2,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,1,2020,2,400000,1,,3,,12,1,1,0,0,1,3,1,2,54,,.,54,,,2,7,,2,,2,,,,1,,,,,,,,,1,2,2,1,12,4,1,,2,,,,,,,,1,3,2,,2,,,,1,1,1,1,1,2,2,1,2,2,2,,2,1,1,1,2,2,1,1,8,,77,56,1,01,4,5619,400000,63,84.447386038,
5347547,1,2,1,60,63,1,63,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,.,2,,,,,,,,,28,2,,28,,,2,7,,3,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,2,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,3,,33,56,1,01,6,5619,,63,84.447386038,
5347548,1,1,1,60,63,1,63,2,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,200000,1,,3,,12,2,,,,,3,3,2,77,,.,77,,,1,1,,3,,2,,,,1,,,,,,,,,1,2,2,1,24,360,4,,2,,,,,,,,2,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,2,,41,47,1,01,4,4711,200000,63,136.87120102,
5347550,1,2,1,60,63,1,63,2,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,600000,1,,3,,10,2,,,,,3,1,1,60,,.,60,,,1,6,,2,,2,,,,1,,,,,,,,,1,2,2,1,2,34,4,,2,,,,,,,,13,3,5,,2,,,,1,1,1,1,2,2,2,1,2,2,2,,1,1,2,2,2,2,1,1,3,,99,38,1,01,4,3830,600000,63,161.83411491,
5347550,1,3,1,60,63,1,63,2,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,1200000,1,,3,,10,2,,,,,3,1,1,56,,.,56,,,1,6,,11,,2,,,,1,,,,,,,,,1,2,2,1,2,30,4,,2,,,,,,,,13,3,10,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,45,56,1,01,4,5619,1200000,63,161.83411491,
5347553,1,1,1,60,54,1,54,1,2,1,,1,,,1,1,1,1,36,,1,,2,900000,2,,,2,,2,,2,,2,,2,,,1,102400,2,2,,,2,,,2,,,2,,,1,450000,1,450000,1,450000,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,50,,.,41,2,,5,9,,1,,1,1,1,3,1,1,,,,,,,,,1,2,1,0,24,4,,2,,,,,,,,8,11,30,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,5,,97,41,1,01,1,4111,900000,54,563.83600449,
5347553,1,2,1,60,54,1,54,2,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,60000,1,,3,,12,2,,,,,2,4,2,18,2,,6,6,,1,2,,3,,2,,,,1,,,,,,,,,1,2,2,1,0,12,1,,2,,,,,,,,9,2,30,1,2,,,,2,,,,,,,,,,,,,,1,2,2,2,2,1,3,,55,81,1,01,4,8121,60000,54,563.83600449,
5347557,1,1,1,60,63,1,63,2,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,800000,1,,3,,12,2,,,,,2,1,2,40,,.,32,2,,1,2,,1,,1,1,2,8,1,1,,,,,,,,,1,2,1,0,32,1,,2,,,,,,,,3,8,20,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,8,,59,86,1,01,4,8691,800000,63,134.04359823,
5347558,1,1,1,60,63,1,63,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,336000,1,,3,,7,2,,,,,1,1,2,35,1,,35,,,1,7,,2,,2,,,,1,,,,,,,,,1,2,2,1,5,48,4,,2,,,,,,,,11,3,30,,1,15,1,1,1,1,1,1,2,1,2,2,2,2,2,,1,1,2,2,1,2,2,1,8,,55,75,1,01,4,7500,336000,63,164.90491022,
5347558,1,2,1,60,63,1,63,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,120000,1,,3,,4,2,,,,,3,1,2,40,,.,40,,,1,6,,2,,2,,,,1,,,,,,,,,1,2,2,1,8,480,4,,2,,,,,,,,3,3,25,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,8,,45,92,1,01,4,9200,120000,63,164.90491022,
5347559,1,2,1,60,63,1,63,2,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,700000,1,,3,,12,2,,,,,1,1,2,50,,.,30,6,,1,4,,2,,2,,,,1,,,,,,,,,1,2,2,1,3,48,1,,2,,,,,,,,3,13,15,1,2,,,,1,1,1,1,2,1,2,2,2,2,2,,2,1,1,2,1,2,2,1,8,,98,49,1,01,4,4923,700000,63,179.53264477,
5347561,1,2,1,60,11,1,11,2,,,,,,,,,,,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,1500000,1,,3,,12,1,1,1,0,0,2,4,1,54,,.,45,6,,2,1,,4,,2,,,,1,,,,,,,,,1,2,2,1,0,84,1,,2,,,,,,,,9,14,,2,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,79,14,1,01,5,1410,1500000,11,3178.3159737,
5347561,1,3,1,60,11,1,11,1,2,1,,1,,,1,1,2,1,13,,1,,2,877000,2,,,2,,2,,2,,2,,2,,,1,102000,2,2,,,2,,,2,,,2,,,1,877000,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,9,7,,5,,1,1,1,5,1,1,,,,,,,,,1,1,1,12,24,1,,2,,,,,,,,12,5,120,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,39,85,1,01,1,8559,877000,11,3178.3159737,
5347562,1,1,1,60,11,1,11,1,1,,,1,,,2,2,2,2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,3,0,1,,3,,12,2,,,,,1,11,2,108,,.,0,1,,6,7,,1,,2,,,,1,,,,,,,,,1,1,2,1,0,192,4,,2,,,,,,,,13,3,20,1,2,,,,1,1,1,1,1,1,2,2,1,1,2,,2,1,2,2,2,2,1,2,3,,77,10,1,01,4,1089,0,11,3930.3837975,
5347562,1,4,1,60,11,1,11,1,2,1,,1,,,1,1,2,1,18,,1,,2,877000,2,,,2,,2,,2,,2,,2,,,1,102000,2,2,,,2,,,2,,,2,,,1,877000,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,6,7,,1,,1,1,1,1,1,1,,,,,,,,,1,1,2,,,,,2,,,,,,,,,13,60,,2,,,,1,1,2,1,2,2,2,2,1,2,2,,2,1,2,2,1,2,1,1,3,,77,10,1,01,1,1089,877000,11,3930.3837975,
5347563,1,1,1,60,50,1,50,2,,,,,,,,,,,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,1,2020,1,6000000,1,,3,,12,2,,,,,3,3,1,56,,.,4,6,,1,8,,1,,1,1,2,13,1,1,,1,,,,,,,1,2,1,0,84,5,,1,50,4,4,,1000000,1,8,2,11,240,1,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,2,,03,71,1,01,4,7110,7000000,50,325.47132375,
