DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,CLASE,P7250,P7260,P7280,P7280S1,P7310,P7320,P7350,P7350S1,P7360,P9460,P7390,P7390S1,P7420,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S7A1,P7420S8,P7422,P7422S1,P1806,P1519,P1883,RAMA2D_D_R4,OFICIO1,OFICIO2,DSI,DSCY,MES,RAMA4D_D_R4,DPTO,fex_c_2011
5337136,1,2,1,70,54,1,1,48,1,,2,1,4,,1,2,8,,,,,,,,,,,1,1,600000,800000,2,,96,33,57,1,1,01,9602,54,294.57747225
5337136,1,3,1,70,54,1,16,48,1,,2,16,4,,1,2,8,,,,,,,,,,,1,2,,500000,2,,47,33,41,1,2,01,4711,54,294.57747225
5337145,1,1,1,70,08,1,8,48,1,,2,8,1,,9,2,1,,,,,,,,,,,1,2,,910000,2,,56,32,53,1,1,01,5611,08,950.05945483
5337148,1,2,1,70,08,1,24,48,1,,2,40,1,,9,2,1,,,,,,,,,,,1,2,,950000,2,,25,58,05,1,2,01,2599,08,835.8197181
5337150,1,2,1,70,27,1,6,30,1,,1,,,,,,,,.,,,,,,,,.,,,,500000,,,,45,,1,1,01,.,27,34.603350063
5337150,1,4,1,70,27,1,8,40,1,,1,,,,,,,,.,,,,,,,,.,,,,2500000,,,,19,,1,1,01,.,27,34.603350063
5337153,1,3,1,70,08,1,6,48,1,,1,,,,,,,,.,,,,,,,,.,,,,850000,,,,39,,1,1,01,.,08,617.0407594
5337157,1,3,1,70,08,1,20,48,1,,1,,,,,,,,.,,,,,,,,.,,,,900000,,,,59,,1,2,01,.,08,627.48432922
5337160,1,4,1,70,08,1,16,48,1,,2,22,1,,9,2,1,,,,,,,,,,,1,2,,1200000,2,,22,03,03,1,2,01,2219,08,579.02314354
5337162,1,1,1,70,27,1,8,40,1,,2,53,1,,3,2,1,,,,,,,,,,,1,2,,1114000,2,,55,54,54,1,1,01,5511,27,34.603350063
5337163,1,1,1,70,27,1,8,40,1,,2,32,1,,3,2,1,,,,,,,,,,,1,2,,400000,2,,56,13,53,1,1,01,5611,27,34.603350063
5337164,1,1,1,70,27,1,8,40,1,,2,104,2,,9,2,2,,,,,,,,,,,1,2,,900000,2,,88,59,53,1,1,01,8810,27,34.603350063
5337165,1,1,1,70,27,1,8,48,1,,2,8,1,,3,2,1,,,,,,,,1,,,,2,,1114000,2,,47,45,45,1,1,01,4771,27,34.603350063
5337169,1,4,1,70,08,1,24,40,1,,2,24,4,,1,2,1,,,,,,,,,,,1,2,,900000,2,,47,55,45,1,2,01,4792,08,921.20165229
5337169,1,8,1,70,08,1,52,40,1,,2,52,4,,1,2,2,,,,,,,,,,,1,2,,900000,2,,47,32,45,1,2,01,4792,08,921.20165229
5337170,1,3,1,70,08,1,52,48,1,,2,8,4,,1,2,1,,,,,,,,,,,1,1,300000,900000,2,,47,32,45,1,2,01,4771,08,503.24355402
5337172,1,4,1,70,08,1,2,40,1,,2,8,1,,1,2,1,,,,,,,,,,,1,1,280000,900000,2,,41,95,95,1,1,01,4111,08,748.75126275
5337172,1,5,1,70,08,1,52,40,1,,2,108,1,,8,2,1,,,,,,,,,,,1,2,,900000,2,,14,79,79,1,2,01,1410,08,748.75126275
5337172,1,9,1,70,08,1,8,40,1,,2,8,1,,8,2,1,,,,,,,,,,,1,2,,1200000,2,,86,45,34,1,1,01,8621,08,748.75126275
5337180,1,3,1,70,08,1,52,40,1,,2,52,1,,9,2,1,,,,,,,,,,,1,2,,1500000,2,,78,19,19,1,2,01,7810,08,722.68688338
5337184,1,3,1,70,27,1,8,48,1,,2,8,1,,9,2,1,,,,,,,,,,,1,2,,2000000,2,,92,59,59,1,1,01,9200,27,34.603350063
5337191,1,2,1,70,63,1,28,50,1,,2,28,4,,1,2,2,,,,,,,,,,,1,2,,877803,2,,56,98,97,1,2,01,5611,63,131.17397443
5337194,1,1,1,70,63,1,5,30,4,,2,5,4,,1,2,1,,,,,,,,,,,1,2,,240000,2,,96,56,56,1,1,01,9601,63,119.39785046
5337199,1,2,1,70,27,1,8,48,2,,2,30,1,,9,2,1,,,,,,,,,,,1,2,,1500000,2,,41,13,39,1,1,01,4112,27,34.603350063
5337200,1,1,1,70,63,1,13,45,3,,2,12,3,,1,2,8,,,,,,,,,,,1,2,,700000,2,,97,54,54,1,1,01,9700,63,131.17397443
5337200,1,2,1,70,63,1,36,54,1,,2,36,1,,7,2,1,,,,,,,,,,,1,2,,877803,2,,41,45,58,1,2,01,4111,63,131.17397443
5337201,1,2,1,70,63,1,5,50,1,,2,8,1,,2,2,1,,,,,,,,,,,1,2,,877803,2,,41,95,95,1,1,01,4111,63,77.900116833
5337201,1,3,1,70,63,1,30,40,1,,2,42,1,,7,2,1,,,,,,,,,,,1,2,,877803,2,,86,39,39,1,2,01,8691,63,77.900116833
5337201,1,8,1,70,63,1,20,50,4,,2,20,4,,1,2,1,,,,,,,,,,,1,2,,877803,2,,41,95,95,1,2,01,4111,63,77.900116833
5337205,1,1,1,70,63,1,2,44,1,,2,2,3,,1,2,1,,,,,,,,,,,1,1,877803,877803,2,,97,33,54,1,1,01,9700,63,122.86456649
5337212,1,2,1,70,63,1,2,40,1,,2,104,1,,9,2,2,,,,,,,,,,,1,2,,877803,2,,61,03,44,1,1,01,6110,63,149.24292434
5337216,1,2,1,70,63,1,16,40,1,,2,16,1,,4,2,1,,,,,,,,,,,1,2,,877803,2,,46,39,39,1,2,01,4663,63,74.445258756
5337218,1,2,1,70,63,1,3,54,1,,2,4,3,,1,2,1,,,,,,,,,,,1,1,438900,877803,2,,97,55,54,1,1,01,9700,63,129.51862308
5337224,1,3,1,70,63,1,38,44,1,,1,,,,,,,,.,,,,,,,,.,,,,900000,,,,70,,1,2,01,.,63,109.43309117
5337235,1,2,1,70,08,1,52,40,1,,2,40,4,,1,2,1,,,,,,,,,,,1,2,,900000,2,,56,97,53,1,2,01,5619,08,652.6326037
5337240,1,3,1,70,08,1,108,40,1,,2,52,1,,9,2,1,,,,,,,,,,,1,2,,900000,2,,82,39,38,1,2,01,8220,08,453.04275905
5337254,1,2,1,70,17,1,72,48,1,,2,96,1,,9,2,5,,,1,,,,,,,,,2,,910000,1,2,96,55,55,1,2,01,9603,17,194.17774912
5337256,1,2,1,70,27,1,2,54,4,,2,2,4,,3,2,1,,,,,,,,,,,1,1,1500000,1000000,2,,41,95,95,1,1,01,4112,27,34.603350063
5337259,1,2,1,70,08,1,4,48,1,,2,6,1,,9,2,1,,,,,,,,,,,1,2,,900000,2,,84,39,39,1,1,01,8412,08,595.41436935
5337262,1,3,1,70,08,1,9,48,1,,1,,,,,,,,.,,,,,,,,.,,,,600000,,,,45,,1,1,01,.,08,825.19572979
5337268,1,6,1,70,08,1,12,48,1,,2,18,1,,9,2,1,,,,,,,,,,,1,2,,850000,2,,47,45,45,1,1,01,4771,08,498.50018524
5337280,1,2,1,70,17,1,3,48,2,,2,3,4,,9,2,8,,,,,,,,,,,1,1,2650000,1800000,2,,85,05,05,1,1,01,8551,17,194.27560141
5337283,1,2,1,70,08,1,4,48,1,,2,6,1,,9,2,1,,,,,,,,,,,1,2,,900000,2,,88,45,59,1,1,01,8810,08,591.07213401
5337288,1,2,1,70,08,1,12,40,3,,2,14,3,,1,2,1,,,,,,,,,,,1,2,,500000,2,,97,54,54,1,1,01,9700,08,472.3690479
5337288,1,3,1,70,08,1,4,40,3,,1,,,,,,,,.,,,,,,,,.,,,,500000,,,,54,,1,1,01,.,08,472.3690479
5337290,1,2,1,70,08,1,48,48,1,,1,,,,,,,,.,,,,,,,,.,,,,500000,,,,55,,1,2,01,.,08,760.29023016
5337294,1,2,1,70,08,1,4,40,3,,2,6,3,,1,2,8,,,,,,,,,,,1,2,,400000,2,,97,54,54,1,1,01,9700,08,689.0447989
5337299,1,2,1,70,17,1,2,48,4,,2,2,4,,9,2,5,,,1,,,,,,,,,1,3000000,3500000,1,2,84,19,19,1,1,01,8413,17,187.11179144
5337351,1,2,1,70,54,1,32,48,4,,2,40,4,,1,2,1,,,,,,,,,,,1,2,,900000,2,,56,53,53,1,2,01,5611,54,504.24774373
5337351,1,4,1,70,54,1,16,48,4,,2,16,4,,1,2,1,,,,,,,,,,,1,2,,700000,2,,15,80,80,1,2,01,1522,54,504.24774373
5337354,1,1,1,70,54,1,7,48,4,,2,7,4,,1,2,1,,,,,,,,,,,1,2,,900000,2,,56,53,53,1,1,01,5619,54,342.937507
5337354,1,3,1,70,54,1,2,48,4,,2,3,4,,1,2,1,,,,,,,,,,,1,1,140000,600000,2,,15,80,80,1,1,01,1522,54,342.937507
5337355,1,1,1,70,08,1,16,40,1,,2,16,1,,2,2,1,,,,,,,,,,,1,2,,800000,2,,47,95,77,1,2,01,4724,08,698.35232854
5337355,1,9,1,70,08,1,2,40,1,,2,2,1,,4,2,1,,,,,,,,,,,1,1,600000,900000,2,,47,97,45,1,1,01,4752,08,698.35232854
5337358,1,1,1,70,17,1,144,40,4,,2,240,4,,1,2,5,,,,,,,,,,,1,2,,906000,2,,49,98,98,1,2,01,4921,17,216.22327025
5337359,1,3,1,70,54,1,40,48,1,,2,52,1,,7,2,1,,,,,,,,,,,1,2,,900000,2,,55,39,39,1,2,01,5511,54,309.56395791
5337364,1,1,1,70,17,1,4,48,2,,2,4,1,,9,2,4,,,,,,,,,,,1,1,750000,1500000,2,,85,13,13,1,1,01,8544,17,187.51036918
5337369,1,3,1,70,54,1,52,48,1,,1,,,,,,,,.,,,,,,,,.,,,,1800000,,,,07,,1,2,01,.,54,188.77378601
5337375,1,1,1,70,54,1,40,48,1,,2,40,1,,5,2,1,,,,,,,,,,,1,2,,877800,2,,47,45,45,1,2,01,4752,54,202.40320161
5337377,1,1,1,70,54,1,32,48,4,,1,,,,,,,,.,,,,,,,,.,,,,900000,,,,53,,1,2,01,.,54,519.70740161
5337377,1,2,1,70,54,1,3,48,1,,2,3,1,,7,2,1,,,,,,,,,,,1,1,800000,900000,2,,14,79,79,1,1,01,1410,54,519.70740161
5337382,1,3,1,70,17,1,8,48,1,,2,8,4,,9,2,4,,,,,,,,,,,1,2,,2000000,2,,85,05,05,1,1,01,8544,17,157.69958717
5337385,1,3,1,70,73,1,49,48,1,,2,49,1,,3,2,2,,,,,,,,,,,1,2,,877803,2,,47,45,45,1,2,01,4772,73,359.69086531
5337385,1,4,1,70,73,1,49,48,2,,2,49,1,,5,2,4,,,,,,,,,,,1,2,,1000000,2,,46,58,33,1,2,01,4663,73,359.69086531
5337389,1,1,1,70,17,1,36,48,1,,2,36,1,,7,2,5,,,,,,,,1,,,,2,,910000,2,,14,53,70,1,2,01,1410,17,197.60304385
5337389,1,3,1,70,17,1,6,48,1,,2,48,1,,2,2,2,,,,,,,,,,,1,2,,910000,2,,56,45,53,1,1,01,5611,17,197.60304385
5337393,1,2,1,70,73,1,12,48,1,,2,12,1,,7,2,1,,,,,,,,,,,1,2,,877803,2,,85,33,55,1,1,01,8530,73,183.87388839
5337394,1,2,1,70,73,1,16,48,1,,2,16,1,,4,2,2,,,,,,,,,,,1,2,,877803,2,,47,45,45,1,2,01,4755,73,467.85081274
5337399,1,4,1,70,73,1,40,48,2,,2,40,1,,4,2,4,,,,,,,,,,,1,2,,1000000,2,,47,18,40,1,2,01,4771,73,292.37356448
5337406,1,4,1,70,73,1,24,48,2,,2,24,1,,3,2,2,,,,,,,,,,,1,2,,980000,2,,85,13,13,1,2,01,8551,73,175.11652015
5337407,1,3,1,70,73,1,48,48,1,,2,48,1,,2,2,2,,,,,,,,,,,1,2,,877803,2,,69,39,39,1,2,01,6910,73,291.23946912
5337411,1,1,1,70,73,1,40,48,1,,2,40,1,,4,2,2,,,,,,,,,,,1,2,,800000,2,,56,53,53,1,2,01,5611,73,254.87076445
5337411,1,3,1,70,73,1,40,48,1,,2,40,1,,4,2,4,,,,,,,,,,,1,2,,900000,2,,55,54,54,1,2,01,5511,73,254.87076445
5337418,1,1,1,70,63,1,5,35,1,,2,6,4,,1,2,2,,,,,,,,,,,1,2,,700000,2,,14,79,79,1,1,01,1410,63,92.756793985
5337418,1,2,1,70,63,1,2,45,1,,2,3,4,,1,2,7,,,,,,,,,,,1,1,900000,877803,2,,96,45,57,1,1,01,9602,63,92.756793985
5337421,1,1,1,70,63,1,2,40,4,,2,2,4,,9,2,1,,,1,1,,,,,,,,1,3200000,2500000,1,1,85,19,19,1,1,01,8551,63,107.38452853
5337421,1,2,1,70,63,1,5,45,1,,2,24,4,,1,2,2,,,,,,,,,,,1,2,,1500000,2,,46,21,97,1,1,01,4631,63,107.38452853
5337422,1,1,1,70,63,1,4,55,4,,2,4,4,,1,2,1,,,,,,,,,,,1,1,600000,800000,2,,52,95,97,1,1,01,5224,63,214.26392445
5337422,1,2,1,70,63,1,4,50,1,,2,4,4,,1,2,1,,,,,,,,,,,1,1,700000,700000,2,,56,53,53,1,1,01,5611,63,214.26392445
5337423,1,2,1,70,76,1,28,48,1,,2,28,1,,2,2,1,,,,,,,,,,,1,2,,907256,2,,56,53,53,1,2,01,5619,76,1088.3679073
5337423,1,3,1,70,76,1,36,48,3,,2,36,4,,1,2,1,,,,,,,,,,,1,2,,907256,2,,81,54,54,1,2,01,8121,76,1088.3679073
5337424,1,3,1,70,76,1,2,48,1,,2,2,1,,2,2,1,,,,,,,,,,,1,1,99,907256,2,,25,87,87,1,1,01,2511,76,1570.7806376
5337429,1,1,1,70,76,1,16,48,1,,2,16,1,,4,2,1,,,,,,,,,,,1,2,,907256,2,,56,53,53,1,2,01,5611,76,960.46318313
5337429,1,2,1,70,76,1,8,48,1,,2,52,1,,3,2,1,,,,,,,,,,,1,2,,907256,2,,47,45,45,1,1,01,4771,76,960.46318313
5337429,1,5,1,70,76,1,40,48,3,,2,12,1,,3,2,1,,,,,,,,,,,1,2,,907256,2,,56,54,77,1,2,01,5611,76,960.46318313
5337433,1,1,1,70,76,1,24,48,2,,2,4,4,,9,2,1,,,1,,,,,,,,,1,700000,1000000,1,1,42,05,03,1,2,01,4210,76,1240.1851986
5337436,1,4,1,70,76,1,2,48,1,,2,2,1,,9,2,8,,,,,,,,,,,1,1,800000,800000,2,,15,33,33,1,1,01,1522,76,957.97006299
5337438,1,5,1,70,76,1,2,24,1,,2,104,1,,2,2,1,,,,,,,,,,,1,2,,1014000,2,,47,39,45,1,1,01,4741,76,2795.0298794
5337438,1,6,1,70,76,1,40,50,1,,2,3,1,,3,2,1,,,,,,,,,,,1,1,227000,1014000,2,,47,45,45,1,2,01,4772,76,2795.0298794
5337441,1,1,1,70,76,1,4,48,1,,2,4,1,,8,2,6,,,1,,,,,,,,,1,1000000,1014800,2,,33,84,84,1,1,01,3312,76,2143.1257344
5337444,1,3,1,70,76,1,8,48,1,,1,,,,,,,,.,,,,,,,,.,,,,908000,,,,97,,1,1,01,.,76,1053.2757326
5337448,1,2,1,70,76,1,1,56,1,,1,,,,,,,,.,,,,,,,,.,,,,900000,,,,45,,1,1,01,.,76,2722.501706
5337448,1,4,1,70,76,1,24,48,1,,2,23,1,,4,2,8,,,,,,,,,,,1,2,,877807,2,,41,95,93,1,2,01,4111,76,2722.501706
5337454,1,3,1,70,73,1,40,40,1,,2,40,1,,5,2,1,,,,,,,,,,,1,2,,1500000,2,,56,53,53,1,2,01,5611,73,306.01552398
5337455,1,2,1,70,73,1,20,48,1,,2,21,1,,2,2,2,,,,,,,,,,,1,2,,917000,2,,47,45,45,1,2,01,4771,73,322.71008857
5337465,1,1,1,70,73,1,52,48,1,,2,52,1,,8,2,1,,,,,,,,,,,1,2,,917000,2,,81,85,62,1,2,01,8130,73,245.65467255
5337465,1,3,1,70,73,1,52,48,1,,2,70,1,,3,2,1,,,,,,,,,,,1,2,,917000,2,,68,34,32,1,2,01,6820,73,245.65467255
5337491,1,1,1,70,17,1,40,40,4,,2,40,4,,1,2,2,,,,,,,,,,,1,2,,877802,2,,43,85,85,1,2,01,4321,17,230.9805041
5337491,1,2,1,70,17,1,12,40,1,,2,60,1,,4,2,7,,,,,,,,,,,1,2,,900000,2,,56,53,53,1,1,01,5611,17,230.9805041
5337494,1,2,1,70,20,1,8,48,3,,2,12,3,,1,2,2,,,,,,,,,,,1,2,,877000,2,,97,54,54,1,1,01,9700,20,238.36055569
5337494,1,3,1,70,20,1,10,48,1,,1,,,,,,,,.,,,,,,,,.,,,,877000,,,,03,,1,1,01,.,20,238.36055569
5337495,1,2,1,70,20,1,12,48,1,,2,12,4,,3,2,8,,,,,,,,,,,1,2,,800000,2,,41,95,95,1,1,01,4111,20,143.93405533
5337499,1,3,1,70,20,1,10,48,1,,2,10,4,,3,2,1,,,,,,,,,,,1,2,,877000,2,,56,53,53,1,1,01,5611,20,250.14575728
5337503,1,1,1,70,20,1,20,48,4,,2,20,4,,6,2,1,,,,,,,,,,,1,2,,3000000,2,,42,02,02,1,2,01,4210,20,202.69757064
5337503,1,2,1,70,20,1,12,48,1,,2,25,1,,8,2,2,,,,,,,,,,,1,2,,1500000,2,,86,59,59,1,1,01,8621,20,202.69757064
5337504,1,2,1,70,20,1,4,48,1,,2,4,1,,6,2,7,,,,,,,,,,,1,2,,877000,2,,01,03,03,1,1,01,0113,20,182.65367156
5337505,1,2,1,70,20,1,8,48,3,,2,8,3,,1,2,1,,,,,,,,,,,1,2,,600000,2,,97,54,54,1,1,01,9700,20,120.41584167
5337505,1,3,1,70,20,1,8,48,1,,1,,,,,,,,.,,,,,,,,.,,,,877000,,,,59,,1,1,01,.,20,120.41584167
5337508,1,2,1,70,20,1,16,48,1,,2,20,1,,3,2,8,,,,,,,,,,,1,2,,1500000,2,,47,11,11,1,2,01,4711,20,118.96067382
5337510,1,2,1,70,20,1,18,48,4,,2,18,4,,2,2,7,,,,,,,,,,,1,2,,877000,2,,41,95,95,1,2,01,4111,20,285.37767655
5337510,1,3,1,70,20,1,24,48,1,,2,24,4,,2,2,8,,,,,,,,,,,1,2,,877000,2,,61,45,34,1,2,01,6190,20,285.37767655
5337510,1,6,1,70,20,1,4,48,4,,2,23,4,,3,2,8,,,,,,,,,,,1,2,,700000,2,,41,95,95,1,1,01,4111,20,285.37767655
5337512,1,1,1,70,20,1,6,48,1,,2,20,1,,3,2,1,,,,,,,,,,,1,2,,877000,2,,47,45,45,1,1,01,4771,20,168.99893032
5337513,1,1,1,70,20,1,12,48,1,,2,24,1,,5,2,1,,,,,,,,,,,1,2,,1000000,2,,47,98,98,1,1,01,4729,20,219.86662955
5337515,1,2,1,70,20,1,8,48,3,,2,40,3,,2,2,1,,,1,,,,,,,,,2,,877000,2,,97,54,54,1,1,01,9700,20,212.99185639
5337516,1,1,1,70,20,1,24,48,4,,2,26,4,,2,2,1,,,,,,,,,,,1,2,,877000,2,,56,53,53,1,2,01,5611,20,160.6689893
5337530,1,2,1,70,20,1,28,48,1,,2,44,1,,9,2,1,,,,,,,,,,,1,2,,908000,2,,85,32,39,1,2,01,8544,20,183.44761874
5337531,1,5,1,70,20,1,12,48,1,,2,104,1,,9,2,1,,,,,,,,,,,1,2,,908500,2,,85,19,19,1,1,01,8530,20,186.47181354
5337537,1,2,1,70,20,1,4,40,1,,2,8,1,,8,2,4,,,,,,,,,,,1,1,1000000,1200000,2,,85,13,13,1,1,01,8530,20,155.44224712
5337539,1,1,1,70,20,1,24,48,1,,2,32,1,,4,2,4,,,,,,,,,,,1,2,,908000,2,,10,45,45,1,2,01,1081,20,169.31919617
5337541,1,5,1,70,20,1,28,48,1,,2,36,1,,4,2,1,,,,,,,,,,,1,2,,750000,2,,56,53,53,1,2,01,5611,20,249.90755463
5337544,1,1,1,70,20,1,3,48,1,,2,4,1,,6,2,1,,,,,,,,,,,1,1,970000,104000,2,,47,98,98,1,1,01,4711,20,206.08158768
5337546,1,3,1,70,76,1,53,48,1,,2,53,1,,3,2,2,,,,,,,,,,,1,2,,908526,2,,47,45,45,1,2,01,4719,76,922.87788823
5337547,1,3,1,70,20,1,36,48,1,,2,52,1,,3,2,1,,,,,,,,,,,1,2,,908500,2,,47,19,45,1,2,01,4771,20,209.5723438
5337557,1,7,1,70,20,1,52,48,3,,1,,,,,,,,.,,,,,,,,.,,,,400000,,,,54,,1,2,01,.,20,219.2408696
5337558,1,2,1,70,20,1,4,48,1,,2,6,2,,9,2,8,,,,,,,,,,,1,1,1200000,908500,2,,84,39,39,1,1,01,8412,20,165.82844005
5337558,1,3,1,70,20,1,3,40,1,,2,8,1,,7,2,2,,,,,,,,,,,1,2,,1000000,2,,85,13,13,1,1,01,8530,20,165.82844005
5337560,1,1,1,70,20,1,24,48,1,,2,32,1,,5,2,1,,,,,,,,,,,1,2,,750000,2,,56,53,53,1,2,01,5611,20,91.338616552
5337560,1,3,1,70,20,1,20,48,1,,2,32,1,,5,2,1,,,,,,,,,,,1,2,,908500,2,,56,33,53,1,2,01,5611,20,91.338616552
5337561,1,2,1,70,20,1,24,48,3,,2,32,4,,1,2,1,,,,,,,,,,,1,2,,500000,2,,56,54,77,1,2,01,5619,20,199.39967763
5337563,1,2,1,70,20,1,20,40,4,,2,40,4,,1,2,1,,,,,,,,,,,1,2,,600000,2,,56,53,53,1,2,01,5619,20,184.2817556
5337566,1,3,1,70,76,1,36,48,1,,2,52,1,,2,2,1,,,,,,,,,,,1,2,,900000,2,,47,45,45,1,2,01,4771,76,1045.7969214
5337568,1,2,1,70,76,1,2,48,1,,2,3,1,,2,2,1,,,,,,,,,,,1,1,200000,900000,2,,41,93,93,1,1,01,4111,76,953.62952507
5337570,1,1,1,70,76,1,2,48,1,,2,4,1,,9,2,1,,,,,,,,,,,1,1,550000,950000,2,,60,58,58,1,1,01,6010,76,1262.9565048
5337574,1,3,1,70,76,1,6,48,1,,2,8,1,,5,2,1,,,,,,,,,,,1,2,,900000,2,,47,55,45,1,1,01,4772,76,1045.7969214
5337577,1,1,1,70,76,1,4,48,1,,2,4,1,,8,2,8,,,,,,,,,,,1,1,877807,908526,2,,49,98,98,1,1,01,4921,76,1473.9162107
5337581,1,2,1,70,76,1,12,30,1,,2,180,4,,7,2,1,,,,,,,,,,,1,2,,908526,2,,01,53,62,1,1,01,0123,76,767.92828465
5337581,1,3,1,70,76,1,52,60,1,,2,47,1,,6,2,4,,,,,,,,,,,1,2,,908526,2,,85,13,13,1,2,01,8513,76,767.92828465
5337582,1,2,1,70,76,1,26,48,1,,2,40,1,,6,2,2,,,,,,,,,,,1,2,,908526,2,,56,45,77,1,2,01,5611,76,1309.6344172
5337585,1,2,1,70,76,1,1,48,4,,2,4,4,,9,2,1,,,1,,,,,,,,,1,855000,1200000,1,1,85,33,39,1,1,01,8544,76,1079.0416784
5337586,1,2,1,70,76,1,52,48,1,,2,47,1,,4,2,8,,,,,,,,,,,1,2,,908526,2,,33,97,03,1,2,01,3312,76,1438.6804022
5337609,1,2,1,70,47,1,40,48,1,,2,40,4,,1,2,8,,,,,,,,,,,1,2,,1000000,2,,45,45,99,1,2,01,4520,47,96.292196766
5337626,1,3,1,70,47,1,4,48,2,,2,40,1,,9,2,1,,,,,,,,,,,1,2,,877800,2,,85,05,05,1,1,01,8544,47,92.196177217
5337630,1,2,1,70,47,1,36,48,4,,2,36,4,,1,2,1,,,,,,,,,,,1,2,,877800,2,,81,41,55,1,2,01,8121,47,184.80264027
5337630,1,3,1,70,47,1,36,48,1,,2,4,1,,4,2,2,,,,,,,,,,,1,2,,877800,2,,47,45,45,1,2,01,4771,47,184.80264027
5337643,1,3,1,70,47,1,4,48,1,,2,32,1,,5,2,1,,,,,,,,,,,1,2,,900000,2,,56,45,33,1,1,01,5611,47,301.9347397
5337657,1,2,1,70,47,1,96,48,1,,2,96,1,,2,2,1,,,,,,,,,,,1,2,,877800,2,,85,03,13,1,2,01,8530,47,149.81157109
5337661,1,3,1,70,47,1,28,40,1,,2,36,1,,3,2,2,,,,,,,,,,,1,2,,877800,2,,85,13,13,1,2,01,8530,47,193.82255754
5337665,1,1,1,70,76,1,3,54,4,,2,3,4,,1,2,1,,,,,,,,,,,1,1,877803,877803,2,,41,95,95,1,1,01,4111,76,662.47128563
5337667,1,2,1,70,76,1,52,24,3,,2,52,3,,1,2,1,,,,,,,,,,,1,2,,98,2,,97,55,54,1,2,01,9700,76,1335.400363
5337671,1,2,1,70,76,1,18,48,1,,2,104,1,,2,2,4,,,,,,,,,,,1,2,,900000,2,,93,58,58,1,2,01,9329,76,1072.5911454
5337671,1,3,1,70,76,1,1,48,1,,2,1,1,,3,2,4,,,,,,,,,,,1,1,900000,900000,2,,13,92,92,1,1,01,1313,76,1072.5911454
5337684,1,1,1,70,63,1,20,45,3,,2,20,3,,1,2,2,,,,,,,,,,,1,2,,800000,2,,97,59,59,1,2,01,9700,63,131.17397443
5337690,1,3,1,70,18,1,3,40,3,,2,16,3,,1,2,2,,,,,,,,,,,1,2,,800000,2,,97,54,54,1,1,01,9700,18,75.037908402
5337697,1,1,1,70,20,1,36,48,1,,2,104,4,,1,2,2,,,,,,,,,,,1,2,,907000,2,,49,98,98,1,2,01,4921,20,241.55766666
5337698,1,1,1,70,20,1,32,48,4,,2,32,1,,5,2,4,,,,,,,,,,,1,2,,900000,2,,47,45,45,1,2,01,4755,20,219.86662955
5337698,1,2,1,70,20,1,5,48,1,,2,8,1,,4,2,4,,,,,,,,,,,1,2,,900000,2,,85,13,13,1,1,01,8530,20,219.86662955
5337700,1,2,1,70,20,1,4,48,1,,2,24,3,,2,2,1,,,,,,,,,,,1,2,,907000,2,,97,59,59,1,1,01,9700,20,232.40999552
5337700,1,6,1,70,20,1,20,48,1,,2,20,1,,3,2,1,,,,,,,,1,,,,2,,500000,2,,55,54,54,1,2,01,5511,20,232.40999552
5337703,1,3,1,70,20,1,9,48,1,,2,9,4,,1,2,4,,,,,,,,,,,1,2,,300000,2,,56,45,45,1,1,01,5619,20,196.61674465
5337711,1,1,1,70,13,1,4,48,1,,2,4,1,,4,2,1,,,,,,,,,,,1,2,,1000000,2,,56,97,53,1,1,01,5611,13,423.76331439
5337712,1,3,1,70,13,1,24,48,1,,2,36,1,,3,2,1,,,,,,,,,,,1,2,,877803,2,,56,97,53,1,2,01,5619,13,404.15245537
5337717,1,2,1,70,13,1,32,48,1,,2,32,1,,9,2,2,,,,,,,,,,,1,2,,877803,2,,80,58,58,1,2,01,8010,13,431.95955079
5337717,1,3,1,70,13,1,16,40,1,,2,16,1,,2,2,2,,,,,,,,,,,1,2,,877803,2,,86,32,32,1,2,01,8621,13,431.95955079
5337722,1,3,1,70,13,1,24,48,1,,2,24,1,,4,2,1,,,,,,,,,,,1,2,,877803,2,,68,58,58,1,2,01,6820,13,352.88892115
5337728,1,1,1,70,13,1,8,48,1,,2,8,1,,5,2,1,,,,,,,,,,,1,2,,800000,2,,41,55,55,1,1,01,4111,13,432.06479094
5337730,1,4,1,70,13,1,32,48,4,,2,32,4,,1,2,1,,,,,,,,,,,1,2,,600000,2,,41,95,95,1,2,01,4111,13,365.21917161
5337736,1,2,1,70,13,1,48,48,1,,2,48,1,,8,2,1,,,,,,,,,,,1,2,,877803,2,,80,58,58,1,2,01,8010,13,464.78951898
5337740,1,5,1,70,13,1,34,48,3,,1,,,,,,,,.,,,,,,,,.,,,,400000,,,,54,,1,2,01,.,13,427.77085772
5337745,1,7,1,70,13,1,36,48,1,,2,36,1,,5,2,1,,,,,,,,,,,1,2,,877803,2,,56,37,37,1,2,01,5629,13,359.39783355
5337751,1,2,1,70,13,1,12,48,1,,2,12,1,,9,2,1,,,,,,,,,,,1,2,,877802,2,,80,32,44,1,1,01,8010,13,406.81578799
5337768,1,2,1,70,13,1,18,48,1,,2,150,1,,8,2,2,,,,,,,,,,,1,2,,877803,2,,78,55,55,1,2,01,7810,13,384.31080724
