DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,CLASE,P7430,P7450,P7450S1,P7452,P7454,P7456,P7458,P7458S1,P7460,P7470,P7472,P7472S1,P744,P1884,P1807,P6921,INI,MES,p7440,DPTO,fex_c_2011
5354520,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,20,1511.8990864
5354521,1,2,1,80,2,1,3,,2,,,1,,2,,2,,2,,300000,2,1,01,1.2,20,1243.9865027
5354521,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,20,1243.9865027
5354522,1,1,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,20,1191.810477
5354522,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,20,1191.810477
5354522,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,01,,20,1191.810477
5354523,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,20,889.96566935
5354524,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,01,3,20,1288.5322405
5354525,1,2,1,80,2,1,3,,2,,,9,,2,,2,,1,48,500000,2,1,01,1.2,20,1203.8419315
5354527,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,20,1254.0931551
5354527,1,3,1,80,2,1,9,AISLAMIENTO PREVENTIVO OBLIGATORIO POR COVID 19,2,,,12,POR TEMOR A CONTAGIO COVID 19,2,,2,,1,40,400000,2,1,01,1.4,20,1254.0931551
5354527,1,4,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,20,1254.0931551
5354528,1,1,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,20,695.69920199
5354528,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,20,695.69920199
5354529,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,20,1449.9504164
5354530,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,20,1260.9080561
5354530,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,20,1260.9080561
5354530,1,5,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,01,3,20,1260.9080561
5354531,1,1,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,20,1022.4683257
5354531,1,4,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,20,1022.4683257
5354532,1,1,1,80,2,1,4,,2,,,4,,2,,2,,2,,300000,2,1,01,1.2,20,658.98151949
5354532,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,01,3,20,658.98151949
5354532,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,20,658.98151949
5354532,1,4,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,20,658.98151949
5354533,1,1,1,80,2,1,8,,2,,,4,,2,,2,,2,,400000,2,1,01,1.2,20,1511.8990864
5354533,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,20,1511.8990864
5354534,1,1,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,20,877.07280773
5354535,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,01,2,20,1570.8900131
5354536,1,1,1,80,2,1,9,POR LA EDAD,2,,,8,,2,,2,,,,,2,1,01,4,20,1090.9248844
5354536,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,20,1090.9248844
5354536,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,01,,20,1090.9248844
5354537,1,2,1,80,2,1,1,,2,,,1,,2,,2,,1,48,400000,2,1,01,3,20,1191.810477
5354537,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,20,1191.810477
5354537,1,4,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,20,1191.810477
5354539,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,01,3,20,1893.726365
5354540,1,1,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,20,747.87522764
5354541,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,20,1417.102125
5354543,1,1,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,20,941.67330021
5354543,1,2,1,80,2,1,3,,2,,,9,,2,,2,,1,50,300000,2,1,01,4,20,941.67330021
5354543,1,4,1,80,2,1,3,,2,,,9,,2,,2,,1,48,400000,2,1,01,1.3,20,941.67330021
5354544,1,1,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,20,936.44919316
5354545,1,1,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,20,1005.5467723
5354545,1,2,1,80,2,1,9,PANDEMIA COVID 19,2,,,1,,2,,2,,1,48,900000,2,1,01,1.4,20,1005.5467723
5354546,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,01,,20,986.09145436
5354546,2,1,2,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,20,986.09145436
5354546,2,2,2,80,2,1,8,,2,,,8,,2,,2,,,,,2,1,01,4,20,986.09145436
5354546,2,4,2,80,2,2,,,,2,,,.,2,,2,,1,30,908000,2,1,01,,20,986.09145436
5354547,1,1,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,20,1050.1884301
5354549,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,20,1107.5885628
5354549,1,3,1,80,2,1,4,,2,,,4,,2,,2,,1,50,800000,2,1,01,1.4,20,1107.5885628
5354551,1,1,1,80,2,1,7,,2,,,1,,2,,2,,1,60,700000,2,1,01,1.4,20,1255.6839491
5354551,1,2,1,80,2,1,3,,2,,,9,,2,,2,,1,40,400000,2,1,01,1.3,20,1255.6839491
5354553,1,2,1,80,2,1,3,,2,,,9,,2,,2,,1,40,908000,2,1,01,3,20,951.77995264
5354553,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,20,951.77995264
5354553,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,01,,20,951.77995264
5354553,1,5,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,20,951.77995264
5354555,1,1,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,20,619.3811978
5354555,1,3,1,80,2,1,4,,2,,,4,,2,,2,,2,,300000,2,1,01,3,20,619.3811978
5354559,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,20,1048.5976361
5354559,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,01,,20,1048.5976361
5354574,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,20,1236.3562148
5354574,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,01,,20,1236.3562148
5354575,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,20,1527.2298459
5354575,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,20,1527.2298459
5354575,1,4,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,20,1527.2298459
5354575,1,5,1,80,2,2,,,,2,,,.,,,2,,,,,,1,01,,20,1527.2298459
5354575,1,6,1,80,2,2,,,,2,,,.,,,2,,,,,,1,01,,20,1527.2298459
5354576,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,20,1529.6360267
5354578,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,20,747.87522764
5354581,1,1,1,80,2,1,6,,2,,,4,,2,,2,,,,,2,1,01,3,20,747.87522764
5354581,1,2,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,01,3,20,747.87522764
5354583,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,20,1440.7293346
5354583,1,4,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,01,3,20,1440.7293346
5354584,1,1,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,01,1.3,20,889.96566935
5354584,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,20,889.96566935
5354584,1,3,1,80,2,1,9,AISLAMIENTO PREVENTIVO OBLIGATORIO POR COVID 19,2,,,9,,2,,2,,1,40,800000,2,1,01,1.3,20,889.96566935
5354587,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,20,1397.7743908
5354587,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,01,,20,1397.7743908
5354588,1,1,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,20,944.24558479
5354588,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,20,944.24558479
5354588,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,01,,20,944.24558479
5354588,1,5,1,80,2,2,,,,2,,,.,,,2,,,,,,1,01,,20,944.24558479
5354589,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,20,919.40005602
5354589,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,01,,20,919.40005602
5354593,1,2,1,80,2,2,,,,1,4,9,,2,,2,,2,,300000,2,1,01,,20,1296.1625283
5354594,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,01,,20,919.40005602
5354595,1,3,1,80,2,1,8,,2,,,1,,2,,2,,1,40,400000,2,1,01,2,20,1407.8810432
5354598,1,1,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,20,936.44919316
5354602,1,1,1,80,2,1,4,,2,,,4,,2,,2,,1,20,400000,2,1,01,3,20,1106.3832276
5354602,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,20,1106.3832276
5354602,1,4,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,20,1106.3832276
5354603,1,1,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,20,1225.4741552
5354603,1,2,1,80,2,2,,,,2,,,.,,,2,,,,,,1,01,,20,1225.4741552
5354605,1,1,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,20,1090.2370813
5354606,1,2,1,80,2,1,8,,2,,,12,ESTA ESPERANDO QUE LA LLAMEN,2,,1,1260000,1,48,1500000,2,1,01,1.1,20,1022.4683257
5354606,1,4,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,20,1022.4683257
5354608,1,1,1,80,2,1,9,AISLAMIENTO PREVENTIVO OBLIGATORIO POR COVID 19,2,,,1,,2,,2,,1,40,800000,2,1,01,1.4,20,1578.520301
5354614,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,20,1279.4988499
5354614,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,20,1279.4988499
5354616,1,2,1,80,2,1,4,,2,,,8,,2,,2,,,,,2,1,01,4,20,619.3811978
5354616,1,3,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,01,2,20,619.3811978
5354618,1,2,1,80,2,2,,,,2,,,.,,,2,,,,,,1,01,,20,1409.4718372
5354625,1,1,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,20,934.85839918
5354625,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,20,934.85839918
5354627,1,1,1,80,2,1,4,,2,,,8,,2,,2,,,,,2,1,01,4,20,936.44919316
5354629,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,20,986.21903803
5354629,1,4,1,80,2,1,4,,2,,,8,,2,,2,,,,,2,1,01,4,20,986.21903803
5354631,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,01,3,20,1673.3172624
5354632,1,2,1,80,2,2,,,,1,3,1,,2,,2,,,,,2,1,01,,20,893.99436119
5354632,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,20,893.99436119
5354632,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,01,,20,893.99436119
5354634,1,1,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,20,755.21807499
5354634,1,5,1,80,2,2,,,,2,,,.,,,2,,,,,,1,01,,20,755.21807499
5354635,1,4,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,20,1443.8834858
5354642,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,01,,20,1640.7023827
5354642,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,01,,20,1640.7023827
5354643,1,1,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,20,1338.6413473
5354644,1,6,1,80,2,2,,,,2,,,.,,,2,,,,,,1,01,,20,1631.3986916
5354648,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,01,,20,2100.9784165
5354648,1,6,1,80,2,1,3,,2,,,9,,2,,2,,1,44,400000,2,1,01,3,20,2100.9784165
5354650,1,1,1,80,2,1,9,PANDEMIA COVID 19,2,,,1,,2,,2,,,,,2,1,01,1.3,20,930.74073278
5354654,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,20,1725.9480048
5354654,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,20,1725.9480048
5354654,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,01,,20,1725.9480048
5354655,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,20,1716.6443138
5354655,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,20,1716.6443138
5354655,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,01,,20,1716.6443138
5354657,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,20,1758.6362565
5354658,1,1,1,80,2,1,7,,2,,,8,,2,,2,,,,,2,1,01,4,23,972.57711136
5354658,1,2,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,23,972.57711136
5354658,1,3,1,80,2,1,3,,2,,,9,,2,,2,,2,,500000,2,1,01,4,23,972.57711136
5354658,1,4,1,80,2,1,1,,2,,,12,POR TEMOR AL CONTAGIO,2,,2,,1,40,700000,2,1,01,1.3,23,972.57711136
5354660,1,1,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,23,1280.5059104
5354661,1,1,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,01,2,23,1280.5059104
5354662,1,1,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,23,1383.6058447
5354663,1,1,1,80,2,1,4,,2,,,8,,2,,2,,,,,2,1,01,4,23,1226.0738627
5354663,1,2,1,80,2,1,7,,2,,,12,POR MIEDO AL CONTAGIO CON COVID 19,2,,2,,,,,2,1,01,1.4,23,1226.0738627
5354664,1,1,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,23,911.89221074
5354664,1,2,1,80,2,1,8,,2,,,1,,2,,2,,,,200000,2,1,01,2,23,911.89221074
5354665,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,23,1716.6443138
5354665,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,01,,23,1716.6443138
5354665,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,01,,23,1716.6443138
5354667,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,23,1915.4028827
5354668,1,1,1,80,2,1,4,,2,,,4,,2,,2,,2,,300000,2,1,01,4,23,3081.0495645
5354669,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,23,2457.765631
5354669,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,23,2457.765631
5354669,1,7,1,80,2,1,4,,2,,,4,,2,,2,,2,,200000,2,1,01,3,23,2457.765631
5354670,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,23,1761.8404791
5354672,1,1,1,80,2,1,4,,2,,,1,,2,,2,,1,42,400000,2,1,01,1.4,23,3053.4927825
5354672,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,23,3053.4927825
5354673,1,1,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,23,2673.2247031
5354674,1,2,1,80,2,1,3,,2,,,9,,2,,2,,1,48,800000,2,1,01,2,23,3801.8873563
5354674,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,01,,23,3801.8873563
5354675,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,23,3077.3019805
5354675,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,01,,23,3077.3019805
5354676,1,1,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,01,3,23,1761.8404791
5354677,1,1,1,80,2,1,3,,2,,,8,,2,,2,,,,,2,1,01,4,23,2772.9390092
5354677,2,2,2,80,2,2,,,,2,,,.,,,2,,,,,,1,01,,23,2772.9390092
5354679,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,23,2912.6013876
5354679,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,01,,23,2912.6013876
5354680,1,4,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,23,3635.8769444
5354680,1,5,1,80,2,2,,,,2,,,.,,,2,,,,,,1,01,,23,3635.8769444
5354680,1,6,1,80,2,1,3,,2,,,9,,2,,2,,2,,700000,2,1,01,2,23,3635.8769444
5354680,1,7,1,80,2,2,,,,2,,,.,,,2,,,,,,1,01,,23,3635.8769444
5354680,1,8,1,80,2,2,,,,2,,,.,,,2,,,,,,1,01,,23,3635.8769444
5354680,1,9,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,01,3,23,3635.8769444
5354681,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,23,4146.5561952
5354681,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,01,,23,4146.5561952
5354681,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,01,,23,4146.5561952
5354682,1,2,1,80,2,2,,,,2,,,.,2,,2,,2,,400000,2,1,01,,23,3189.1976356
5354682,1,6,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,23,3189.1976356
5354682,1,7,1,80,2,1,1,,2,,,12,POR LA PANDEMIA Y EL TEMOR AL CONTAGIO,2,,2,,1,60,800000,2,1,01,1.4,23,3189.1976356
5354682,1,8,1,80,2,1,8,,2,,,7,,2,,2,,1,48,200000,2,1,01,2,23,3189.1976356
5354682,1,9,1,80,2,2,,,,2,,,.,,,2,,,,,,1,01,,23,3189.1976356
5354683,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,23,1751.2462663
5354683,1,4,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,23,1751.2462663
5354734,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,23,2550.3086997
5354734,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,01,,23,2550.3086997
5354735,1,1,1,80,2,1,4,,2,,,8,,2,,2,,,,,2,1,01,4,23,2228.9831592
5354735,1,3,1,80,2,1,3,,2,,,9,,2,,2,,1,24,400000,2,1,01,2,23,2228.9831592
5354736,1,1,1,80,2,1,4,,2,,,8,,2,,2,,,,,2,1,01,4,23,1459.1349277
5354736,1,3,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,23,1459.1349277
5354737,1,1,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,23,1459.1349277
5354737,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,23,1459.1349277
5354738,1,4,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,23,2224.4487208
5354738,1,5,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,23,2224.4487208
5354739,1,2,1,80,2,2,,,,1,3,9,,2,,2,,2,,200000,2,1,01,,23,3415.7854704
5354740,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,23,1924.620188
5354741,1,1,1,80,2,1,9,POR TEMOR AL CONTAGIO,2,,,12,POR TEMOR AL CONTAGIO,2,,2,,,,500000,2,1,01,1.4,23,3457.5700599
5354741,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,01,,23,3457.5700599
5354744,1,1,1,80,2,1,4,,2,,,8,,2,,2,,2,,200000,2,1,01,2,23,1924.620188
5354744,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,23,1924.620188
5354744,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,23,1924.620188
5354746,1,1,1,80,2,1,8,,2,,,4,,2,,2,,2,,300000,2,1,01,1.2,23,3796.0535498
5354747,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,23,2550.3086997
5354747,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,01,,23,2550.3086997
5354791,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,27,1188.1712436
5354797,1,1,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,01,1.3,27,2257.0350878
5354799,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,27,2664.7468291
5354799,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,27,2664.7468291
5354799,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,01,,27,2664.7468291
5354800,1,1,1,80,2,1,8,,2,,,1,,2,,2,,,,,2,1,01,4,27,1218.5421709
5354800,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,27,1218.5421709
5354803,1,1,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,27,1264.0210897
5354804,1,1,1,80,2,1,8,,2,,,12,ESTA ESPERANDO QUE LA LLAMEN,2,,2,,1,40,400000,2,1,01,1.2,27,965.30294516
5354804,1,2,1,80,2,2,,,,2,,,.,,,2,,,,,,1,01,,27,965.30294516
5354804,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,01,,27,965.30294516
5354806,1,1,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,27,701.92324884
5354807,1,1,1,80,2,1,8,,2,,,1,,2,,2,,,,,2,1,01,2,27,1264.0210897
5354808,1,1,1,80,2,1,8,,2,,,1,,2,,2,,1,50,500000,2,1,01,3,27,666.18670727
5354808,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,27,666.18670727
5354809,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,27,666.18670727
5354809,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,27,666.18670727
5354810,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,27,2597.4860494
5354811,1,1,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,27,1264.0210897
5354815,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,27,666.18670727
5354816,1,2,1,80,2,1,8,,2,,,1,,2,,2,,1,40,900000,2,1,01,2,27,1018.572168
5354816,1,4,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,27,1018.572168
5354817,1,2,1,80,2,1,8,,2,,,1,,2,,2,,1,40,700000,2,1,01,1.3,27,1904.6870672
5354818,1,1,1,80,2,1,8,,2,,,12,ESTA ESPERANDO QUE LA LLAMEN,2,,2,,1,40,800000,2,1,01,1.2,27,666.18670727
5354828,1,2,1,80,2,1,8,,2,,,1,,2,,2,,,,,2,1,01,1.2,27,1088.6015649
5354830,1,1,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,27,666.18670727
5354830,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,27,666.18670727
5354832,1,1,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,27,701.92324884
5354833,1,1,1,80,2,1,8,,2,,,12,ESTA ESPERANDO QUE LA LLAMEN,2,,2,,1,40,1300000,2,1,01,1.2,27,701.92324884
5354836,1,1,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,27,701.92324884
5354837,1,1,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,01,4,27,701.92324884
5354838,1,1,1,80,2,1,3,,2,,,9,,2,,2,,2,,400000,2,1,01,3,27,998.67237576
5354839,1,1,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,27,1577.5670129
5354839,1,2,1,80,2,1,8,,2,,,1,,2,,2,,1,50,500000,2,1,01,2,27,1577.5670129
5354839,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,01,,27,1577.5670129
5354841,1,1,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,01,4,27,666.18670727
5354841,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,27,666.18670727
5354842,1,1,1,80,2,1,8,,2,,,1,,2,,2,,,,,2,1,01,2,27,2664.7468291
5354843,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,27,1447.6995084
5354843,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,01,,27,1447.6995084
5354844,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,27,666.18670727
5354845,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,27,680.55881379
5354847,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,27,742.14709492
5354847,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,01,,27,742.14709492
5354848,1,1,1,80,2,1,8,,2,,,1,,2,,2,,,,,2,1,01,2,27,2080.8671273
5354849,1,1,1,80,2,1,8,,2,,,1,,2,,2,,,,,2,1,01,1.4,27,1318.0387482
5354849,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,27,1318.0387482
5354849,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,27,1318.0387482
5354850,1,1,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,01,2,27,829.07330017
5354850,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,27,829.07330017
5354851,1,2,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,01,3,27,666.18670727
5354852,1,1,1,80,2,1,3,,2,,,1,,2,,2,,,,,2,1,01,3,27,998.67237576
5354853,1,1,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,27,1169.5242618
5354853,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,27,1169.5242618
5354854,1,1,1,80,2,1,4,,2,,,8,,2,,2,,,,,2,1,01,4,27,701.92324884
5354855,1,1,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,27,1264.0210897
5354856,1,2,1,80,2,1,3,,2,,,1,,2,,2,,,,,2,1,01,1.4,27,680.55881379
5354857,1,2,1,80,2,1,3,,2,,,1,,2,,2,,,,,2,1,01,2,27,1088.6015649
5354858,1,1,1,80,2,1,4,,2,,,1,,2,,2,,,,,2,1,01,2,27,666.18670727
5354859,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,27,1664.8518502
5354859,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,27,1664.8518502
5354859,1,4,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,27,1664.8518502
5354859,1,5,1,80,2,2,,,,2,,,.,,,2,,,,,,1,01,,27,1664.8518502
5354860,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,27,666.18670727
5354861,1,1,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,27,2664.7468291
5354862,1,1,1,80,2,1,4,,2,,,1,,2,,2,,,,,2,1,01,3,27,701.92324884
5354863,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,27,1278.1004328
5354863,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,27,1278.1004328
5354863,1,4,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,01,,27,1278.1004328
