DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P6016,P6020,P6030S1,P6030S3,P6040,P6050,P6080,P6080S1,P6070,P6081,P6081S1,P6083,P6083S1,P6071,P6071S1,P3147S1,P3147S2,P3147S3,P3147S4,P3147S5,P3147S6,P3147S7,P3147S8,P3147S9,P3147S10,P3147S11,P3147S10A1,P3246,P6090,P6140,P6150,P6100,P6110,P6120,P6125,P6160,P6170,P6175,P6210,P6210S1,P6220,P6269,AREA,ESC,MES,DPTO,fex_c_2011
5357612,1,3,1,10,3,1,12,1999,21,3,6,,6,1,1,1,2,,,,,,,,,,1,1,,,,,1,,,1,5,,2,1,1,2,6,4,2,2,08,15,01,08,587.65261194
5357613,1,1,1,10,2,1,2,1959,61,1,6,,3,2,,2,,1,2,,,,1,,,,,1,,,,2,1,,,1,3,98,2,1,2,,5,11,2,,08,11,01,08,513.61263171
5357613,1,2,1,10,2,2,3,1959,61,2,6,,3,3,,2,,1,1,,,1,1,1,,,,1,,,,,1,,,1,5,,2,1,2,,5,11,2,,08,11,01,08,513.61263171
5357614,1,1,1,10,1,2,12,1965,55,1,6,,4,3,,3,,,,,1,1,1,,,,,1,,,,1,1,,,3,,,2,1,2,,5,11,2,,08,11,01,08,604.59229547
5357614,1,2,1,10,2,1,1,1995,26,3,6,,6,2,,1,1,,,,,,1,,,,,1,,,,,1,,,1,1,60000,2,1,1,2,6,4,2,2,08,15,01,08,604.59229547
5357615,1,1,1,10,1,2,12,1962,58,1,6,,4,3,,1,3,,,,,,,,,,,,,1,,2,1,,,1,3,110000,2,1,2,,5,11,2,,08,11,01,08,396.53510232
5357615,1,2,1,10,1,2,10,1996,24,3,6,,6,2,,1,1,,,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,6,5,4,,08,16,01,08,396.53510232
5357615,1,3,1,10,1,2,7,1937,83,5,6,,5,3,,3,,,,,,,,,,,,,,1,,,1,,,1,3,110000,2,1,2,,6,3,3,,08,14,01,08,396.53510232
5357615,1,4,1,10,1,2,4,1974,46,6,6,,4,3,,3,,,,,,,,,,,,,,1,,,2,1,24,,,,2,1,2,,5,11,2,,08,11,01,08,396.53510232
5357618,1,1,1,10,2,1,2,1977,43,1,6,,2,2,,2,,1,2,,,,,,,,,1,,,,1,1,,,1,1,35112,2,1,2,,5,11,2,,08,11,01,08,637.85340691
5357618,1,2,1,10,2,2,8,1974,46,2,6,,2,2,,2,,1,1,,,1,1,1,,1,,1,,,,,1,,,3,,,2,1,2,,5,11,2,,08,11,01,08,637.85340691
5357619,1,1,1,10,1,1,,,65,1,6,,4,3,,3,,,,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,6,5,4,,08,16,01,08,593.65501605
5357620,1,1,1,10,1,2,8,1933,87,1,6,,4,3,,3,,,,,,,,,,,,,,1,,2,1,,,1,2,130000,2,1,2,,3,5,,,08,5,01,08,317.10905945
5357620,1,2,1,10,2,1,2,1963,57,3,6,,2,3,,1,1,1,3,,,,1,,,,,1,,,,,1,,,1,1,40000,2,1,2,,5,11,2,,08,11,01,08,317.10905945
5357620,1,3,1,10,3,2,7,1984,36,5,6,,2,2,,2,,1,2,,,,1,,,,,1,,,,,1,,,1,5,,2,1,2,,6,2,3,,08,13,01,08,317.10905945
5357620,1,4,1,10,3,2,11,2010,10,4,6,,6,1,2,1,3,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,3,4,,,08,4,01,08,317.10905945
5357620,1,5,1,10,6,2,7,1968,52,3,6,,4,3,,1,1,,,,,,1,,,,,1,,,,,1,,,1,1,32000,2,1,2,,5,11,2,,08,11,01,08,317.10905945
5357620,1,6,1,10,6,2,3,1998,22,4,6,,6,2,,1,5,,,,,,1,,,,1,1,,,,,1,,,1,1,40000,2,1,1,2,6,2,2,2,08,13,01,08,317.10905945
5357620,1,7,1,10,6,1,7,1999,21,4,6,,6,2,,1,5,,,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,6,1,2,2,08,12,01,08,317.10905945
5357620,1,8,1,10,6,2,8,2000,20,4,6,,6,2,,1,5,,,,,,1,,,,,,,,,,1,,,1,5,,2,1,2,,6,2,2,2,08,13,01,08,317.10905945
5357620,1,9,1,10,6,2,10,1969,51,3,6,,4,3,,1,1,,,,,,,,,,,1,,,,,1,,,1,3,110000,2,1,2,,5,11,2,,08,11,01,08,317.10905945
5357621,1,1,1,10,1,1,1,1967,54,1,6,,3,2,,2,,1,2,,,,,,,,,1,,,,2,1,,,1,1,320000,2,1,2,,6,7,4,,08,18,01,08,540.87133904
5357621,1,2,1,10,1,2,7,1969,51,2,6,,3,2,,2,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,6,3,3,,08,14,01,08,540.87133904
5357621,1,3,1,10,1,2,11,1994,26,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,1,1,100000,2,1,2,,6,5,4,,08,16,01,08,540.87133904
5357621,1,4,1,10,1,1,9,1999,21,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,2,6,4,2,2,08,15,01,08,540.87133904
5357622,1,1,1,10,1,1,9,1963,57,1,6,,3,3,,3,,1,2,,,,1,,,,,1,,,,2,1,,,1,3,98,2,1,2,,6,7,4,,08,18,01,08,560.58785079
5357622,1,2,1,10,2,2,12,1970,50,2,6,,3,2,,2,,1,1,,,,1,,,,,,,,,,1,,,1,3,98,2,1,2,,6,7,5,,08,18,01,08,560.58785079
5357622,1,3,1,10,3,2,4,1993,27,3,6,,6,1,1,1,2,,,,,,,,,,,1,,,,,1,,,1,1,98,2,1,2,,6,5,4,,08,16,01,08,560.58785079
5357622,1,4,1,10,3,1,7,1994,26,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,2,6,4,2,2,08,15,01,08,560.58785079
5357622,1,5,1,10,3,2,5,2001,19,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,2,6,0,2,2,08,11,01,08,560.58785079
5357623,1,1,1,10,3,1,1,1965,56,1,6,,4,2,,1,3,,,,,,1,,,,,,,,,2,1,,,1,3,109540,2,1,2,,6,5,4,,08,16,01,08,423.20116968
5357623,1,2,1,10,3,2,10,2000,20,3,6,,6,1,1,2,,,,,,,,,,,1,,,,,,1,,,1,1,48000,2,1,1,1,6,1,2,2,08,12,01,08,423.20116968
5357623,1,3,1,10,3,2,7,1945,75,5,6,,5,3,,3,,,,,,,,,,,,1,,,,,1,,,1,5,,2,1,2,,4,9,,,08,9,01,08,423.20116968
5357623,1,4,1,10,3,2,10,1945,75,5,6,,5,3,,3,,,,,,,,,,,,,,1,,,1,,,1,2,98,2,1,2,,3,5,,,08,5,01,08,423.20116968
5357624,1,1,1,10,1,2,4,1988,32,1,6,,6,2,,2,,,,,,,,,,,,1,,,,2,1,,,1,1,60000,2,1,2,,5,11,2,,08,11,01,08,651.82242516
5357624,1,2,1,10,1,1,10,2018,2,3,6,,,2,,1,1,,,,,,,,,,,,,,,,1,,,1,5,,2,,,,,,,,08,,01,08,651.82242516
5357624,1,3,1,10,1,2,5,1987,33,5,6,,6,2,,2,,,,,,,1,,,,,,,,,,1,,,1,3,120000,2,1,2,,5,11,2,,08,11,01,08,651.82242516
5357625,1,1,1,10,1,2,7,1957,63,1,6,,5,3,,2,,,,,,,1,,,,,,,,,2,1,,,1,2,99,2,1,2,,5,11,2,,08,11,01,08,486.94656435
5357625,1,2,1,10,1,2,10,1993,27,3,6,,6,3,,1,1,,,,,,1,,1,,,,,,,,1,,,1,1,56000,2,1,2,,6,5,4,,08,16,01,08,486.94656435
5357626,1,1,1,10,1,2,2,1931,89,1,6,,5,3,,3,,,,,,,,,,,,,,1,,2,1,,,1,3,109000,2,1,2,,5,11,2,,08,11,01,08,533.72783725
5357629,1,1,1,10,1,1,7,1966,54,1,6,,3,3,,2,,1,2,,,,,,,,,,,1,,2,1,,,1,1,280000,2,1,2,,6,8,5,,08,19,01,08,595.48225311
5357629,1,2,1,10,5,2,3,1973,47,2,6,,3,3,,2,,1,1,,,,,,,,,,,1,,,1,,,1,3,98,2,1,2,,6,5,4,,08,16,01,08,595.48225311
5357629,1,3,1,10,5,2,5,1985,35,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,1,3,113000,2,1,2,,6,5,4,,08,16,01,08,595.48225311
5357629,1,4,1,10,5,2,8,2018,2,4,6,,,2,,1,3,,,,,,,,,,,,,,,,1,,,1,5,,2,,,,,,,,08,,01,08,595.48225311
5357629,1,5,1,10,5,2,6,2000,20,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,2,6,3,2,2,08,14,01,08,595.48225311
5357630,1,1,1,10,1,1,6,1970,50,1,6,,3,2,,3,,1,2,,1,1,1,,,,,1,,,,2,1,,,1,3,98,2,1,2,,6,5,4,,08,16,01,08,580.70305632
5357630,1,2,1,10,2,2,9,1970,50,2,6,,3,2,,2,,1,1,,,,,,,,,1,,,,,1,,,1,5,,2,1,2,,6,2,3,,08,13,01,08,580.70305632
5357630,1,3,1,10,3,2,2,1992,28,3,6,,6,1,1,1,2,,,,,,,,,,,1,,,,,1,,,1,3,110000,2,1,2,,6,6,4,,08,17,01,08,580.70305632
5357630,1,4,1,10,4,2,9,2003,17,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,2,5,10,1,,08,10,01,08,580.70305632
5357631,1,1,1,10,1,1,4,1957,63,1,6,,3,3,,2,,1,2,,,,,,,,,,,1,,2,1,,,1,5,,2,1,2,,6,5,4,,08,16,01,08,466.83135881
5357631,1,2,1,10,1,2,8,1957,63,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,1,2,180000,2,1,2,,5,11,2,,08,11,01,08,466.83135881
5357631,1,3,1,10,1,2,9,1994,26,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,1,3,98,2,1,2,,6,10,4,,08,21,01,08,466.83135881
5357632,1,1,1,10,1,2,6,1970,50,1,5,,4,3,,3,,,,,1,,,,,,,1,,,,2,1,,,3,,,2,1,2,,6,5,4,,08,16,01,08,516.78815372
5357632,1,2,1,10,2,1,6,1997,23,3,6,,6,2,,1,1,,,,,,,,,,,,,1,,,1,,,3,,,2,1,1,2,6,4,2,2,08,15,01,08,516.78815372
5357633,1,1,1,10,1,2,9,1959,61,1,6,,5,3,,3,,,,,,,,,,,,1,,,,2,1,,,1,2,98,2,1,2,,5,11,2,,08,11,01,08,533.72783725
5357634,1,1,1,10,2,1,10,1947,73,1,6,,3,3,,3,,1,2,,1,,1,,,,,,,,,2,1,,,1,5,,2,1,2,,3,5,,,08,5,01,08,409.68100823
5357634,1,2,1,10,2,2,5,1946,74,2,6,,3,3,,3,,1,1,,,,,,,,,1,,,,,1,,,1,5,,2,1,2,,3,5,,,08,5,01,08,409.68100823
5357634,1,3,1,10,2,2,5,1968,52,3,6,,6,2,,1,2,,,,,,1,,,,,,,,,,1,,,1,1,98,2,1,2,,6,5,4,,08,16,01,08,409.68100823
5357634,1,4,1,10,2,2,1,1978,43,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,1,1,98,2,1,2,,6,5,4,,08,16,01,08,409.68100823
5357634,1,5,1,10,5,2,7,1997,23,6,5,,2,2,,2,,2,,,,,,,,,,1,,,,,1,,,3,,,2,1,2,,5,11,2,,08,11,01,08,409.68100823
5357635,1,1,1,10,4,2,10,1953,67,1,6,,4,3,,2,,,,,,,1,,,,,,,,,2,1,,,1,2,98,2,1,2,,6,5,4,,08,16,01,08,746.32121191
5357635,1,2,1,10,4,1,2,1986,34,3,6,,6,2,,1,1,,,,,,,,,,,,,1,,,1,,,1,1,98,2,1,2,,6,5,4,,08,16,01,08,746.32121191
5357635,1,3,1,10,4,1,5,1987,33,3,6,,6,2,,1,1,,,,,,,,,,,,,1,,,1,,,1,1,60000,2,1,1,2,6,4,3,,08,15,01,08,746.32121191
5357635,1,4,1,10,4,1,4,1992,28,3,6,,6,2,,1,1,,,,,,,,,,,,,1,,,1,,,1,5,,2,1,1,2,6,4,3,,08,15,01,08,746.32121191
5357636,1,1,1,10,1,2,6,1967,53,1,6,,3,3,,3,,1,2,,,,1,,,,,,,,,2,1,,,1,3,109540,2,1,2,,6,5,4,,08,16,01,08,526.13558777
5357636,1,2,1,10,1,1,3,1965,55,2,6,,3,3,,2,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,6,3,3,,08,14,01,08,526.13558777
5357636,1,3,1,10,1,2,5,2007,13,3,6,,6,1,2,1,1,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,2,4,8,,,08,8,01,08,526.13558777
5357636,1,4,1,10,1,2,7,2008,12,3,6,,6,1,2,1,1,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,2,4,7,,,08,7,01,08,526.13558777
5357637,1,1,1,10,2,1,8,1963,57,1,6,,2,3,,3,,1,2,,,,,,,,,1,,,,1,1,,,1,1,98,2,1,1,2,5,11,2,,08,11,01,08,439.5225976
5357637,1,2,1,10,2,2,10,1970,50,2,6,,2,3,,2,,1,1,,,,,,,,,1,,,,,1,,,3,,,2,1,2,,5,13,2,1,08,13,01,08,439.5225976
5357637,1,3,1,10,3,2,4,1995,25,3,6,,6,1,1,1,2,,,,,,1,,,1,,1,,,,,1,,,3,,,2,1,2,,5,11,2,,08,11,01,08,439.5225976
5357637,1,4,1,10,4,2,5,1999,21,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,6,4,2,2,08,15,01,08,439.5225976
5357637,1,5,1,10,2,1,12,2004,16,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,5,10,1,,08,10,01,08,439.5225976
5357638,1,1,1,10,2,1,3,1974,46,1,6,,2,3,,2,,1,2,,1,,,,,,,1,,,,1,1,,,1,1,98,2,1,2,,6,5,4,,08,16,01,08,577.28353425
5357638,1,2,1,10,2,2,2,1974,46,2,6,,2,2,,2,,1,1,,1,,,,,,,1,,,,,1,,,1,1,35000,2,1,2,,6,5,4,,08,16,01,08,577.28353425
5357638,1,3,1,10,2,1,11,2005,15,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,4,8,,,08,8,01,08,577.28353425
5357638,1,4,1,10,2,2,12,2007,13,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,4,7,,,08,7,01,08,577.28353425
5357639,1,1,1,10,1,1,5,1964,56,1,6,,4,3,,3,,,,1,,1,1,,,,,,,,,1,1,,,3,,,2,1,2,,5,11,2,,08,11,01,08,593.65501605
5357640,1,1,1,10,2,1,12,1977,43,1,6,,3,3,,2,,1,2,,1,,1,,,,,,,,,2,1,,,1,3,113600,2,1,2,,5,11,2,,08,11,01,08,773.87827538
5357640,1,2,1,10,2,2,4,1984,36,2,6,,3,2,,2,,1,1,,,,1,,,,,1,,,,,1,,,1,5,,2,1,2,,5,11,2,,08,11,01,08,773.87827538
5357640,1,3,1,10,2,2,6,2008,12,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,4,6,,,08,6,01,08,773.87827538
5357640,1,4,1,10,2,2,11,2015,5,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,1,5,,2,2,1,1,2,0,,,08,0,01,08,773.87827538
5357640,1,5,1,10,2,1,11,2015,5,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,1,5,,2,2,1,1,2,0,,,08,0,01,08,773.87827538
5357641,1,1,1,10,2,1,11,1987,33,1,6,,1,3,,2,,1,2,,1,1,,,,1,,,,,,2,2,1,36,,,,1,1,2,,3,5,,,08,5,01,08,602.43180873
5357641,1,2,1,10,2,2,5,1974,46,2,6,,1,3,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,5,,,08,5,01,08,602.43180873
5357641,1,3,1,10,1,1,6,2006,14,3,6,,6,2,,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,2,,3,3,,,08,3,01,08,602.43180873
5357641,1,4,1,10,2,2,8,2010,10,3,6,,6,2,,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,2,,3,2,,,08,2,01,08,602.43180873
5357643,1,1,1,10,1,1,12,1974,46,1,6,,4,3,,1,3,,,,1,,1,,,,,1,,,,1,1,,,3,,,2,1,2,,4,9,,,08,9,01,08,554.3915005
5357643,1,2,1,10,2,1,9,2001,19,3,6,,6,1,1,2,,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,2,6,1,2,2,08,12,01,08,554.3915005
5357643,1,3,1,10,3,2,12,1935,85,5,6,,5,3,,3,,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,2,,,08,2,01,08,554.3915005
5357644,1,1,1,10,1,2,1,1976,45,1,6,,3,3,,3,,1,2,,,,1,,,,,,,,,1,1,,,3,,,2,1,2,,4,6,,,08,6,01,08,609.06641325
5357644,1,2,1,10,2,1,4,1974,46,2,6,,3,3,,2,,1,1,,,,1,,,,,,,,,,1,,,3,,,2,1,2,,4,8,,,08,8,01,08,609.06641325
5357644,1,3,1,10,3,1,10,2000,20,3,6,,6,1,2,1,1,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,08,11,01,08,609.06641325
5357644,1,4,1,10,4,1,10,2003,17,3,6,,6,1,2,1,1,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,4,7,,,08,7,01,08,609.06641325
5357644,1,5,1,10,5,1,5,1996,24,3,6,,2,1,2,1,1,1,6,,,,1,,,,,,,,,,1,,,3,,,2,1,2,,5,10,1,,08,10,01,08,609.06641325
5357644,1,6,1,10,6,2,12,2000,20,5,6,,2,2,,2,,1,5,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,10,1,,08,10,01,08,609.06641325
5357644,1,7,1,10,5,2,5,2015,5,4,6,,,1,5,2,,,,,,,,,,,,,,,,,1,,,3,,,2,2,1,1,2,0,,,08,0,01,08,609.06641325
5357644,1,8,1,10,5,2,12,2017,3,4,6,,,1,5,1,6,,,,,,,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,08,0,01,08,609.06641325
5357644,1,9,1,10,5,1,6,2020,0,4,6,,,1,5,1,6,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,08,,01,08,609.06641325
5357644,1,10,1,10,10,1,12,1972,48,5,6,,4,3,,3,,,,,,,,,,1,,,,,,,1,,,3,,,2,2,2,,1,0,,,08,0,01,08,609.06641325
5357644,1,11,1,10,11,1,4,1996,24,5,6,,4,1,10,3,,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,4,7,,,08,7,01,08,609.06641325
5357644,1,12,1,10,1,1,10,1953,67,5,6,,4,3,,3,,,,,,,1,,,,,,,,,,1,,,3,,,2,1,2,,4,7,,,08,7,01,08,609.06641325
5357644,1,13,1,10,13,1,5,1998,22,5,6,,4,2,,2,,,,,,,,,,1,,,,,,,1,,,3,,,2,1,2,,4,8,,,08,8,01,08,609.06641325
5357644,1,14,1,10,14,1,10,1989,31,5,6,,6,3,,2,,,,,,,,1,,,,,,,,,2,2,,,,,2,1,2,,5,11,2,,08,11,01,08,609.06641325
5357644,1,15,1,10,15,1,8,1996,24,5,6,,4,3,,2,,,,,,,1,,,,,,,,,,1,,,3,,,2,1,2,,5,11,2,,08,11,01,08,609.06641325
5357645,1,1,1,10,1,1,8,1989,31,1,6,,2,1,5,2,,1,2,,,1,1,,,,,,,,,1,1,,,3,,,2,1,2,,5,11,2,,08,11,01,08,774.68845391
5357645,1,2,1,10,2,2,7,1997,23,2,6,,2,2,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,5,,,08,5,01,08,774.68845391
5357645,1,3,1,10,2,2,11,2015,5,3,6,,,2,,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,2,1,1,2,0,,,08,0,01,08,774.68845391
5357645,1,4,1,10,2,2,11,2018,2,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,08,,01,08,774.68845391
5357645,1,5,1,10,5,1,9,1966,54,5,6,,4,3,,3,,,,,,1,1,,,,,,,,,,1,,,3,,,2,1,2,,4,9,,,08,9,01,08,774.68845391
5357646,1,1,1,10,1,2,9,1979,41,1,6,,4,3,,2,,,,,,1,1,,,,,,,,,1,1,,,1,5,,2,1,2,,5,11,2,,08,11,01,08,531.56735051
5357646,1,2,1,10,1,1,4,2006,14,3,6,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,4,8,,,08,8,01,08,531.56735051
5357646,1,3,1,10,1,2,7,2010,10,3,6,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,3,4,,,08,4,01,08,531.56735051
5357647,1,1,1,10,1,2,10,1944,76,1,6,,5,3,,3,,,,,,,,,,,,1,,,,1,1,,,3,,,2,1,2,,3,5,,,08,5,01,08,533.72783725
5357648,1,1,1,10,1,1,3,1992,28,1,6,,2,3,,2,,1,2,,1,1,,,,1,,1,,,,1,1,,,3,,,2,1,2,,3,5,,,08,5,01,08,859.52193038
5357648,1,2,1,10,2,2,2,1987,33,2,6,,2,3,,2,,1,1,,,1,1,,,,,,,,,,1,,,3,,,2,1,2,,3,5,,,08,5,01,08,859.52193038
5357648,1,3,1,10,2,2,10,2014,6,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,0,,,08,0,01,08,859.52193038
5357648,1,4,1,10,2,1,1,2016,5,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,08,0,01,08,859.52193038
5357648,1,5,1,10,5,1,12,1988,32,5,6,,1,3,,2,,1,6,,,,,,,,,1,,,,,1,,,3,,,2,1,2,,4,6,,,08,6,01,08,859.52193038
5357648,1,6,1,10,6,2,6,1997,23,5,6,,1,2,,2,,1,5,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,08,11,01,08,859.52193038
5357648,1,7,1,10,6,2,8,2020,0,5,6,,,1,5,1,6,,,,,,,,,,,,,,,,2,2,,,,,2,,,,,,,,08,,01,08,859.52193038
5357649,1,1,1,10,1,1,3,1970,50,1,6,,2,3,,2,,1,2,,1,,1,,,,,1,,,,2,1,,,3,,,2,1,2,,4,9,,,08,9,01,08,537.45181697
5357649,1,2,1,10,2,2,9,1975,45,2,6,,2,3,,2,,1,1,,,,,,,,,1,,,,,1,,,3,,,2,1,2,,4,6,,,08,6,01,08,537.45181697
5357649,1,3,1,10,1,1,2,1999,21,3,6,,6,1,1,1,2,,,,,,1,,,,,1,,,,,1,,,1,1,98,2,1,2,,5,11,2,,08,11,01,08,537.45181697
5357649,1,4,1,10,4,1,1,2007,14,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,8,,,08,8,01,08,537.45181697
5357650,1,1,1,10,1,2,10,1989,31,1,6,,4,2,,2,,,,,,,,,,,,,,1,,2,1,,,1,1,35000,2,1,2,,6,2,3,,08,13,01,08,516.78815372
5357650,1,2,1,10,1,1,12,2008,12,3,6,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,4,6,,,08,6,01,08,516.78815372
5357651,1,1,1,10,2,1,8,1983,37,1,6,,2,2,,2,,1,2,,1,1,1,,1,1,,,,,,2,2,1,3,,,,2,1,2,,5,11,2,,08,11,01,08,739.93102456
5357651,1,2,1,10,2,2,2,1984,36,2,6,,2,2,,2,,1,1,,,,,,,,,1,,,,,2,1,24,,,,2,1,2,,3,5,,,08,5,01,08,739.93102456
5357651,1,3,1,10,2,1,1,2009,12,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,2,1,24,,,,2,1,1,1,4,6,,,08,6,01,08,739.93102456
5357651,1,4,1,10,2,1,10,2013,7,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,2,1,24,,,,2,1,1,1,3,1,,,08,1,01,08,739.93102456
5357651,1,5,1,10,5,1,7,1995,25,5,6,,6,2,,2,,,,,,,,,,1,,,,,,,1,,,3,,,2,1,1,2,6,1,2,2,08,12,01,08,739.93102456
5357651,1,6,1,10,6,1,3,1998,22,5,6,,6,2,,2,,,,,,,,,,,,,,1,,,1,,,1,1,39200,2,1,1,2,6,1,2,2,08,12,01,08,739.93102456
5357653,1,1,1,10,1,1,4,1968,52,1,6,,3,3,,2,,1,2,,,,,,,1,,,,,,2,1,,,1,5,,2,1,2,,5,11,2,,08,11,01,08,537.45181697
5357653,1,2,1,10,1,2,5,1967,53,2,6,,3,3,,2,,1,1,,,,,,,,,,,1,,,1,,,1,1,35000,2,1,2,,5,11,2,,08,11,01,08,537.45181697
5357653,1,3,1,10,3,1,9,1998,22,3,6,,6,1,1,1,2,,,,,,,,,,,1,,,,,1,,,1,5,,2,1,1,2,6,5,2,2,08,16,01,08,537.45181697
5357653,1,4,1,10,4,1,9,2005,15,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,4,9,,,08,9,01,08,537.45181697
5357654,1,1,1,10,1,2,9,1961,59,1,6,,4,3,,3,,,,,,1,,,,1,,,,,,2,1,,,3,,,2,1,2,,4,6,,,08,6,01,08,483.52704228
5357654,1,2,1,10,1,1,1,2006,15,3,6,,6,3,,1,1,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,7,,,08,7,01,08,483.52704228
5357655,1,1,1,10,1,1,12,1974,46,1,6,,4,2,,3,,,,,,,1,,,,,,,,,1,1,,,3,,,2,1,2,,3,5,,,08,5,01,08,584.23308987
5357655,1,2,1,10,1,1,9,2006,14,3,6,,6,1,1,2,,,,,,,,,,,,,,1,,,1,,,3,,,2,1,1,1,4,7,,,08,7,01,08,584.23308987
5357655,1,3,1,10,3,1,7,2002,18,3,6,,4,1,1,2,,,,,,,1,,,,,,,,,,1,,,3,,,2,1,2,,5,11,2,,08,11,01,08,584.23308987
5357656,1,1,1,10,1,1,12,1961,59,1,6,,2,3,,2,,1,2,,,,1,,,,,1,,,,1,1,,,1,1,98,2,1,2,,5,11,2,,08,11,01,08,513.61263171
5357656,1,2,1,10,2,2,6,1964,56,2,6,,2,3,,2,,1,1,,,,1,,,,,1,,,,,1,,,3,,,2,1,2,,3,5,,,08,5,01,08,513.61263171
5357657,1,1,1,10,1,1,9,1993,27,1,6,,3,2,,2,,1,2,,,1,1,,,,,,,,,2,1,,,3,,,2,1,2,,4,7,,,08,7,01,08,773.87827538
5357657,1,2,1,10,2,2,3,1995,25,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,4,6,,,08,6,01,08,773.87827538
5357657,1,3,1,10,2,1,4,2010,10,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,3,3,,,08,3,01,08,773.87827538
5357657,1,4,1,10,2,2,5,2016,4,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,2,1,1,2,0,,,08,0,01,08,773.87827538
5357657,1,5,1,10,5,2,7,2004,16,5,6,,6,2,,3,,,,,,,,,,,1,,,,,,1,,,3,,,2,1,2,,4,9,,,08,9,01,08,773.87827538
5357658,1,1,1,10,1,1,2,1952,68,1,6,,2,3,,3,,1,2,1,1,1,1,,,,,,,,,1,1,,,1,3,110800,2,1,2,,6,1,2,2,08,12,01,08,501.08306728
5357658,1,2,1,10,2,2,10,1985,35,2,6,,2,3,,2,,1,1,,,,1,,,,,,,,,,1,,,3,,,2,1,2,,6,5,4,,08,16,01,08,501.08306728
