DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,CLASE,P388,P6440,P6450,P6460,P6460S1,P6400,P6410,P6410S1,P6422,P6424S1,P6424S2,P6424S3,P6426,P6430S1,P6480,P6480S1,P9440,P6500,P6510,P6510S1,P6510S2,P6590,P6590S1,P6600,P6600S1,P6610,P6610S1,P6620,P6620S1,P6585S1,P6585S1A1,P6585S1A2,P6585S2,P6585S2A1,P6585S2A2,P6585S3,P6585S3A1,P6585S3A2,P6585S4,P6585S4A1,P6585S4A2,P6545,P6545S1,P6545S2,P6580,P6580S1,P6580S2,P6630S1,P6630S1A1,P6630S2,P6630S2A1,P6630S3,P6630S3A1,P6630S4,P6630S4A1,P6630S6,P6630S6A1,P6640,P6640S1,P6765,P6765S1,P6772,P6772S1,P6773S1,P6775,P6750,P6760,P550,P6780,P6780S1,P6790,P1800,P1800S1,P1801S1,P1801S2,P1801S3,P1802,P1879,P1805,P6800,P6810,P6810S1,P6850,P6830,P6830S1,P6870,P6880,P6880S1,P6915,P6915S1,P6920,P6930,P6940,P6960,P6980,P6980S1,P6980S2,P6980S3,P6980S4,P6980S5,P6980S6,P6980S7,P6980S7A1,P6980S8,P6990,P9450,P7020,P760,P7026,P7028,P7028S1,P7040,P390,P7045,P7050,P7050S1,P7070,P7075,P7077,P1880,P1881,P1882,P3148,P7090,P7100,P7110,P7120,P7130,P7140,P7140S1,P7140S2,P7140S3,P7140S4,P7140S5,P7140S6,P7140S7,P7140S8,P7140S9,P7140S9A1,P7150,P7160,P7170S1,P7170S5,P7170S6,P7180,P514,P515,P7240,P7240S1,OFICIO,RAMA2D_R4,OCI,MES,P6430,RAMA4D_R4,INGLABO,DPTO,fex_c_2011,RAMA4DP8_R4
5353643,1,1,1,60,2,70,2,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,60000,1,180000,3,,3,2,,,,,3,1,2,25,2,,25,,,1,1,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,14,,,2,,,,1,1,1,1,2,2,2,2,2,2,2,,2,1,1,2,1,2,1,1,3,,45,56,1,01,4,5619,60000,70,2235.7864463,
5353645,1,2,1,60,2,70,1,1,,,1,,,2,2,2,2,2,,1,,2,120000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,2,,,,,,,,,48,,.,48,,,2,7,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,11,30,,2,,,,1,1,2,1,2,2,2,2,2,2,2,,2,1,2,2,2,2,2,1,3,,45,47,1,01,1,4774,120000,70,1405.1593766,
5353646,1,1,1,60,2,70,2,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,300000,1,3600000,3,,12,2,,,,,3,10,2,42,,.,42,,,1,2,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,12,10,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,3,,56,96,1,01,4,9601,300000,70,1712.3887494,
5353647,1,1,1,60,2,70,2,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,0,1,600000,3,,12,2,,,,,2,1,2,42,,.,42,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,98,4,,2,,,,,,,,1,3,20,,2,,,,2,,,,,,,,,,,,,,1,2,2,1,1,1,3,,44,01,1,01,4,0144,0,70,1745.6861304,
5353648,1,1,1,60,2,70,2,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,400000,1,4800000,3,,12,2,,,,,3,1,1,36,1,,36,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,10,1,,2,,,,,,,,1,3,30,,1,10,2,1,2,,,,,,,,,,,,,,1,1,1,2,1,1,8,,62,01,1,01,4,0141,400000,70,1836.1920846,
5353650,1,1,1,60,2,70,2,,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,1000000,1,12000000,3,,12,2,,,,,3,1,2,48,,.,48,,,1,9,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,11,5,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,95,41,1,01,4,4112,1000000,70,1661.4464319,
5353650,1,2,1,60,2,70,1,2,1,,1,,,1,1,1,1,18,,1,,2,2200000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,1100000,1,2200000,1,1100000,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,25,3,TRABAJA CON EL MAGISTERIO,25,,,9,7,,1,,1,3,1,1,1,1,,,,,,,,,1,1,2,,,,,2,,,,,,,,,11,30,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,1,,13,85,1,01,2,8530,2200000,70,1661.4464319,
5353651,1,1,1,60,2,70,1,1,,,1,,,2,2,2,1,36,,1,,2,200000,2,,,1,100000,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,42,,.,42,,,3,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,24,4,,2,,,,,,,,3,3,10,,2,,,,1,1,1,1,2,2,2,2,2,2,2,,2,2,1,2,1,2,1,1,3,,62,01,1,01,8,0141,300000,70,1836.1920846,
5353652,1,1,1,60,2,70,2,,,,,,,,,,,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,0,1,1200000,3,,12,2,,,,,3,9,2,30,2,,30,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,60,8,,2,,,,,,,,1,10,40,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,61,01,1,01,4,0113,0,70,906.87270569,
5353652,1,4,1,60,2,70,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,3,30000,1,250000,1,,4,2,,,,,1,1,2,10,1,,10,,,2,2,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,1,4,,2,,,,,,,,3,3,5,,1,20,1,1,1,1,1,1,2,1,2,2,2,2,2,,1,1,2,2,2,2,2,1,3,,45,47,1,01,4,4711,30000,70,906.87270569,
5353652,1,5,1,60,2,70,2,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,300000,1,3600000,3,,12,2,,,,,3,1,2,40,,.,40,,,1,4,,2,,2,,,,1,,,,,,,,,1,2,2,1,12,60,1,,2,,,,,,,,1,14,,,1,12,1,1,1,1,2,1,2,2,2,2,2,1,2,,1,1,2,2,2,2,2,1,8,,98,49,1,01,4,4921,300000,70,906.87270569,
5353654,1,1,1,60,2,70,2,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,500000,1,6000000,3,,12,2,,,,,3,10,2,54,,.,54,,,1,4,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,7,1,,2,,,,,,,,1,14,,,2,,,,1,1,1,1,2,1,2,1,2,1,2,,2,1,1,2,1,2,1,1,3,,98,49,1,01,4,4921,500000,70,2385.2699234,
5353655,1,1,1,60,2,70,2,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,100000,1,1200000,3,,12,2,,,,,3,1,2,20,1,,20,,,1,1,,2,,2,,,,1,,,,,,,,,1,2,2,1,48,24,3,,2,,,,,,,,3,14,,,1,12,2,1,1,1,2,1,2,2,2,2,2,2,2,,2,1,2,2,2,2,2,1,3,,45,47,1,01,4,4759,100000,70,1811.4162357,
5353656,1,1,1,60,2,70,2,,,,,,,,,,,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,200000,1,2400000,3,,12,2,,,,,3,10,2,42,,.,24,6,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,10,40,2,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,3,,62,01,1,01,4,0161,200000,70,1889.9526188,
5353656,1,3,1,60,2,70,2,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,200000,1,2400000,3,,12,2,,,,,3,3,2,42,,.,20,6,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,45,2,2,,,,1,1,1,1,2,2,2,2,1,1,2,,2,1,1,2,1,2,1,1,3,,62,01,1,01,4,0161,200000,70,1889.9526188,
5353659,1,1,1,60,2,70,2,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,300000,1,1800000,3,,12,1,1,0,0,1,3,1,2,42,,.,25,6,,2,1,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,14,,1,2,,,,1,1,1,1,2,2,2,2,2,2,2,,2,1,1,2,1,2,1,1,3,,45,56,1,01,4,5619,300000,70,1735.0222255,
5353659,1,2,1,60,2,70,2,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,.,12,,,,,,,,,18,2,,18,,,2,1,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,14,,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,3,,53,56,1,01,6,5619,,70,1735.0222255,
5353661,1,1,1,60,2,70,1,2,1,,1,,,1,1,1,1,300,,1,,2,1170000,2,,,2,,2,,2,,2,,2,,,1,102853,2,2,,,2,,,2,,,2,,,1,414058,1,828116,1,414058,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,40,,.,40,,,9,7,,1,,1,2,1,25,1,1,,,,,,,,,1,1,2,,,,,2,,,,,,,,,3,15,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,1,,59,86,1,01,2,8621,1170000,70,1291.8795042,
5353661,1,2,1,60,2,70,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,600000,1,2200000,3,,10,2,,,,,3,1,1,46,,.,46,,,1,4,,2,,2,,,,1,,,,,,,,,1,2,2,1,1,1,4,,2,,,,,,,,8,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,98,49,1,01,4,4921,600000,70,1291.8795042,
5353662,1,1,1,60,2,70,1,1,,,1,,,2,2,2,1,120,,1,,2,200000,2,,,1,150000,1,150000,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,70,,.,70,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,120,4,,2,,,,,,,,3,14,,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,3,,58,01,1,01,8,0141,500000,70,1912.5860948,
5353663,1,1,1,60,2,70,1,1,,,1,,,1,2,2,1,48,,1,,2,500000,2,,,1,120000,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,56,,.,56,,,2,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,1,4,,2,,,,,,,,8,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,1,,58,01,1,01,8,0141,620000,70,2640.0353784,
5353663,1,6,1,60,2,70,2,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,.,12,,,,,,,,,20,2,,20,,,2,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,62,01,1,01,7,0141,,70,2640.0353784,
5353664,1,1,1,60,2,70,2,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,160000,1,1900000,3,,12,2,,,,,2,9,2,30,1,,30,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,96,8,,1,70,24,4,,250000,1,8,1,14,,,1,10,2,1,2,,,,,,,,,,,,,,1,2,1,2,1,1,8,,61,01,1,01,4,0141,410000,70,1810.2223796,
5353664,1,2,1,60,2,70,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,40000,1,400000,3,,4,2,,,,,3,1,2,12,2,,12,,,1,5,,2,,2,,,,1,,,,,,,,,1,2,2,1,2,3,4,,2,,,,,,,,3,14,,,2,,,,1,1,1,1,2,1,2,2,2,2,2,,2,1,2,2,2,2,2,1,3,,45,47,1,01,4,4799,40000,70,1810.2223796,
5353665,1,1,1,60,2,70,1,1,,,1,,,1,2,2,1,1,,1,,2,300000,2,,,2,,2,,2,,2,,1,200000,2,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,56,,.,56,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,1,4,,2,,,,,,,,8,3,5,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,8,,58,01,1,01,8,0141,300000,70,1537.6430968,
5353667,1,1,1,60,2,70,1,1,,,1,,,2,2,2,1,2,,1,,2,250000,2,,,1,100000,1,100000,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,60,,.,60,,,2,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,24,4,,2,,,,,,,,3,14,,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,3,,58,01,1,01,8,0141,450000,70,1537.6430968,
5353668,1,1,1,60,2,70,1,1,,,1,,,1,2,2,2,72,,1,,2,300000,2,,,1,400000,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,56,,.,56,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,12,4,,2,,,,,,,,8,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,8,,58,01,1,01,8,0141,700000,70,1759.7980744,
5353669,1,1,1,60,2,70,2,,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,150000,1,1800000,3,,12,2,,,,,3,10,2,42,,.,0,1,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,20,2,2,,,,1,1,2,1,2,2,2,2,1,1,2,,2,1,1,2,1,2,1,1,3,,62,01,1,01,4,0161,150000,70,1513.8720774,
5353669,1,2,1,60,2,70,2,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,120000,1,2000000,3,,12,2,,,,,3,10,2,42,,.,42,,,1,1,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,14,,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,3,,75,14,1,01,4,1410,120000,70,1513.8720774,
5353669,1,7,1,60,2,70,2,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,200000,1,2400000,3,,12,2,,,,,3,10,2,42,,.,7,6,,1,8,,5,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,20,2,2,,,,1,1,2,1,2,2,2,2,1,1,2,,2,1,1,2,1,2,2,1,3,,62,01,1,01,4,0161,200000,70,1513.8720774,
5353670,1,1,1,60,2,70,2,,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,200000,1,2400000,3,,12,2,,,,,3,3,2,24,2,,24,,,1,1,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,8,,75,14,1,01,4,1410,200000,70,1014.9921451,
5353670,1,2,1,60,2,70,2,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,300000,1,3600000,1,,12,2,,,,,3,1,1,40,,.,40,,,2,2,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,130,4,,2,,,,,,,,3,12,20,,2,,,,1,1,1,1,1,1,2,2,1,2,2,,2,1,2,2,2,2,2,1,8,,95,41,1,01,4,4111,300000,70,1014.9921451,
5353671,1,1,1,60,2,70,2,,,,,,,,,,,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,50000,1,550000,1,,12,2,,,,,3,5,2,30,2,,30,,,1,1,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,14,,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,8,,75,14,1,01,4,1410,50000,70,1689.7002482,
5353671,1,2,1,60,2,70,2,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,0,1,2000000,3,,12,2,,,,,3,3,2,46,,.,46,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,10,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,8,,61,01,1,01,4,0113,0,70,1689.7002482,
5353671,1,4,1,60,2,70,2,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,450000,1,5000000,3,,12,2,,,,,3,1,1,48,,.,48,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,12,20,,2,,,,1,1,1,1,1,2,2,2,1,2,2,,2,1,2,2,2,2,1,2,9,,62,01,1,01,4,0141,450000,70,1689.7002482,
5353672,1,1,1,60,2,70,2,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,120000,1,2000000,3,,12,2,,,,,3,10,2,42,,.,20,6,,1,1,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,14,,2,2,,,,1,1,1,1,2,2,2,2,2,2,2,,2,1,1,2,1,2,1,1,3,,75,14,1,01,4,1410,120000,70,1423.2508558,
5353674,1,1,1,60,2,70,2,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,0,1,2000000,3,,12,2,,,,,3,5,2,45,,.,45,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,5,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,9,,61,01,1,01,4,0113,0,70,848.27342832,
5353675,1,1,1,60,2,70,2,,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,160000,1,2000000,3,,12,2,,,,,3,10,2,42,,.,7,6,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,25,2,2,,,,1,1,1,1,2,2,2,2,1,1,2,,2,1,1,2,1,2,1,1,3,,62,01,1,01,4,0161,160000,70,1989.4051418,
5353676,1,1,1,60,2,70,2,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,0,1,5000000,3,,12,2,,,,,3,3,1,40,,.,40,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,10,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,8,,61,01,1,01,4,0113,0,70,1571.1210506,
5354516,1,2,1,60,2,20,2,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,2,,2,400000,1,5000000,3,,12,2,,,,,3,1,1,50,,.,50,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,6,1,,2,,,,,,,,1,11,5,,2,,,,1,1,1,1,1,2,2,2,2,2,2,,2,1,1,1,1,2,1,1,5,,61,01,1,01,4,0111,400000,20,1005.5467723,
5354517,1,1,1,60,2,20,2,,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,360000,1,4300000,3,,12,2,,,,,3,1,1,48,,.,0,6,,2,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,11,30,2,2,,,,1,1,2,1,2,2,2,1,1,1,2,,2,1,1,2,1,2,2,1,3,,62,01,1,01,4,0161,360000,20,1467.6873567,
5354517,1,2,1,60,2,20,1,2,2,11,2,3,,1,1,2,1,180,,1,,2,807000,2,,,2,,2,,2,,2,,2,,,2,,,1,32000,2,2,,,2,,,2,,,1,400000,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,0,7,VACACIONES,9,7,,1,,1,2,1,5,1,1,,,,,,,,,1,1,2,,,,,2,,,,,,,,,11,15,,2,,,,2,,,,,,,,,,,,,,1,1,1,1,1,1,3,,54,84,1,01,1,8413,807000,20,1467.6873567,7810
5354517,1,3,1,60,2,20,2,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,0,1,300000,1,,1,2,,,,,3,3,2,40,,.,10,6,,2,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,20,2,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,62,01,1,01,4,0121,0,20,1467.6873567,
5354518,1,1,1,60,2,20,2,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,300000,1,3600000,3,,12,2,,,,,2,1,1,48,,.,48,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,6,8,,2,,,,,,,,2,11,12,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,5,,62,01,1,01,4,0161,300000,20,1417.102125,
5354519,1,1,1,60,2,20,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,150000,1,2000000,1,,11,2,,,,,2,1,2,36,1,,10,6,,2,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,1,4,,2,,,,,,,,3,3,18,2,1,20,2,1,1,1,2,1,2,1,2,2,1,1,2,,2,1,1,2,2,2,2,1,3,,61,01,1,01,4,0161,150000,20,1132.0041635,
5354520,1,1,1,60,2,20,2,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,300000,1,2500000,3,,12,2,,,,,2,1,1,40,,.,30,6,,2,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,11,15,2,2,,,,1,1,2,1,2,2,2,2,1,2,2,,2,1,2,2,1,2,2,1,8,,62,01,1,01,4,0161,300000,20,1511.8990864,
5354521,1,1,1,60,2,20,2,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,720000,1,7000000,3,,12,2,,,,,1,1,2,30,1,,30,,,2,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,3,8,,2,,,,,,,,3,3,8,,2,,,,1,1,1,1,2,2,2,2,2,2,2,,2,1,1,2,1,2,1,1,5,,62,01,1,01,4,0141,720000,20,1243.9865027,
5354522,1,2,1,60,2,20,2,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,200000,1,2000000,3,,12,2,,,,,2,3,2,40,,.,40,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,5,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,8,,61,01,1,01,4,0126,200000,20,1191.810477,
5354523,1,1,1,60,2,20,2,,,,,,,,,,,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,2,,2,500000,1,98,3,,12,2,,,,,3,10,2,40,,.,40,,,2,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,10,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,60,01,1,01,4,0141,500000,20,889.96566935,
5354524,1,1,1,60,2,20,1,1,,,1,,,1,1,2,1,4,,1,,2,900000,2,,,2,,1,50000,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,4,,,,,,,,,50,,.,50,,,3,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,8,3,4,,2,,,,,,,,3,3,4,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,2,,62,01,1,01,1,0126,950000,20,1288.5322405,
5354525,1,1,1,60,2,20,2,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,200000,1,3000000,3,,12,2,,,,,2,3,2,50,,.,50,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,8,1,,2,,,,,,,,1,3,15,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,5,,62,01,1,01,4,0161,200000,20,1203.8419315,
5354525,1,3,1,60,2,20,2,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,200000,1,2000000,3,,12,2,,,,,2,1,1,48,,.,48,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,92,4,,2,,,,,,,,1,13,20,,2,,,,1,1,1,1,2,2,2,2,1,1,2,,2,1,1,2,1,2,2,1,5,,62,01,1,01,4,0161,200000,20,1203.8419315,
5354526,1,1,1,60,2,20,2,,,,,,,,,,,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,70000,1,800000,1,,12,2,,,,,2,3,2,30,2,,30,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,10,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,3,,61,01,1,01,4,0122,70000,20,1050.1884301,
5354527,1,1,1,60,2,20,2,,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,100000,1,1500000,3,,12,2,,,,,2,3,2,40,,.,40,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,6,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,8,,61,01,1,01,4,0111,100000,20,1254.0931551,
