PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;FFT;DSI;P7250;P7280;P7280S1;P744;P3074;P7260;P1806;P7430;P7440S1;P7440S2;P7450;P7350;P7360;P9460;P1519;P1883;P7422;P7422S1;OFICIO1_C8;OFICIO2_C8;RAMA2D_D_R4;RAMA4D_D_R4
20260105;01;2026;8473909;1;3;1;70;;2;41.338482381;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8473909;1;4;1;70;;2;41.338482381;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8473913;1;1;1;70;;2;31.92086389;08;1;;;;;;;;;1;36;1;5;1;7;2;3;;2;;.;8332;49;4923
20260105;01;2026;8473915;1;1;1;70;;2;16.588871792;08;1;;;;;2;5;;500000;1;240;1;7;1;5;2;2;;2;;.;5223;47;4719
20260105;01;2026;8473916;1;1;1;70;;2;44.029436642;08;1;;;;;;;;;1;12;0;3;3;1;2;2;;2;;.;9111;97;9700
20260105;01;2026;8473917;1;2;1;70;;2;39.617379504;08;;1;52;1;;;;40;1500000;1;12;2;8;1;4;2;2;;2;;5230;5223;47;4771
20260105;01;2026;8473918;1;3;1;70;;2;41.649448272;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8473920;1;1;1;70;;2;1489.3788676;13;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8473920;1;3;1;70;;2;1489.3788676;13;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8473922;1;2;1;70;;2;1508.7060117;13;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8473923;1;3;1;70;;2;1959.7437063;13;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8473924;1;2;1;70;;2;1871.4755041;13;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8473925;1;1;1;70;;2;1529.2349175;13;1;;;;;;;;;1;24;0;3;1;10;2;2;;2;;.;9112;52;5222
20260105;01;2026;8473926;1;2;1;70;;2;1679.826305;13;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8473927;1;1;1;70;;2;1679.826305;13;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8473927;1;2;1;70;;2;1679.826305;13;1;;;;;;;;;1;48;0;4;4;1;2;2;;2;;.;8321;49;4921
20260105;01;2026;8473929;1;1;1;70;;2;1360.0528537;13;;1;8;4;;;;48;1400000;1;6;0;8;4;4;2;2;;2;;9412;9412;56;5611
20260105;01;2026;8473929;1;2;1;70;;2;1360.0528537;13;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8473930;1;2;1;70;;2;1608.0115368;13;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8473931;1;2;1;70;;2;2200.8816697;13;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8473931;1;3;1;70;;2;2200.8816697;13;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8473933;1;2;1;70;;2;798.68143615;13;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8473934;1;3;1;70;;2;2087.1625732;13;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8473934;1;4;1;70;;2;2087.1625732;13;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8473935;1;1;1;70;;2;792.63896226;13;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8473935;1;3;1;70;;2;792.63896226;13;1;;;;;;;;;1;208;0;4;4;2;2;2;;2;;.;5120;56;5629
20260105;01;2026;8473935;2;2;2;70;;2;792.63896226;13;;1;4;4;;;;60;1600000;1;2;1;8;4;2;2;2;;2;;9313;9313;41;4111
20260105;01;2026;8473935;2;3;2;70;;2;792.63896226;13;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8473937;1;2;1;70;;2;1887.9618928;13;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8473940;1;1;1;70;;1;267.99773627;44;1;;;;;1;;24;240000;1;24;0;3;1;4;2;2;;2;;.;9412;56;5611
20260105;01;2026;8473941;1;2;1;70;;1;342.02075872;44;1;;;;;1;;20;600000;1;132;0;3;3;1;2;2;;2;;.;9111;97;9700
20260105;01;2026;8473944;1;2;1;70;;1;252.61699127;44;1;;;;;1;;40;800000;1;12;0;8;4;1;2;2;;2;;.;9313;41;4111
20260105;01;2026;8473944;1;3;1;70;;1;252.61699127;44;1;;;;;;;;;1;2;0;8;6;2;2;2;;2;;.;5223;47;4723
20260105;01;2026;8473945;1;1;1;70;;1;181.19067012;44;1;;;;;1;;40;500000;1;3;0;8;3;1;2;2;;2;;.;9111;97;9700
20260105;01;2026;8473947;1;1;1;70;;1;350.41491476;44;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8473948;1;2;1;70;;1;294.36269306;44;1;;;;;1;;40;1700000;1;108;0;8;4;6;2;2;;2;;.;5321;87;8730
20260105;01;2026;8473954;1;1;1;70;;1;280.3096374;44;;1;6;4;;;;48;2000000;1;8;0;8;4;10;2;2;;2;;5414;5414;85;8530
20260105;01;2026;8473955;1;1;1;70;;1;338.75679264;44;1;;;;;;;;;1;24;2;5;2;10;2;3;;2;;.;9112;86;8610
20260105;01;2026;8473955;1;2;1;70;;1;338.75679264;44;;1;1;1;;;;48;2000000;1;0;2;8;1;9;2;1;1;1;3000000;3123;3123;43;4321
20260105;01;2026;8473956;1;1;1;70;;1;216.88127638;44;1;;;;;;;;;1;252;0;8;2;10;2;2;;2;;.;4321;84;8412
20260105;01;2026;8473956;1;2;1;70;;1;216.88127638;44;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8473956;1;3;1;70;;1;216.88127638;44;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8473957;1;2;1;70;;1;246.06140386;44;1;;;;;1;;40;3000000;1;18;0;8;4;10;2;2;;2;;.;2342;85;8530
20260105;01;2026;8473959;1;2;1;70;;1;520.45513444;44;;1;2;1;;;;40;2000000;1;1;0;8;4;10;2;2;;1;1800000;3211;3211;86;8621
20260105;01;2026;8473961;1;2;1;70;;1;425.88531507;44;1;;;;;1;;48;2000000;1;2;0;3;4;2;2;2;;2;;.;5223;47;4711
20260105;01;2026;8473962;1;1;1;70;;1;226.98827867;44;1;;;;;;;;;1;240;0;4;4;2;2;2;;2;;.;5221;47;4711
20260105;01;2026;8473963;1;1;1;70;;2;273.82549853;18;1;;;;;;;;;1;120;0;4;1;2;2;2;;2;;.;1311;01;0141
20260105;01;2026;8473964;1;2;1;70;;2;413.56890152;18;1;;;;;1;;40;1500000;1;48;3;3;1;2;2;2;;2;;.;1420;47;4711
20260105;01;2026;8473965;1;1;1;70;;2;167.93033837;18;;1;25;4;;;;56;1500000;1;6;2;4;4;1;2;2;;2;;9213;9213;01;0161
20260105;01;2026;8473966;1;2;1;70;;2;403.315152;18;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8473966;1;3;1;70;;2;403.315152;18;;1;10;4;;;;56;1500000;1;2;2;8;4;1;2;2;;2;;9211;9211;01;0123
20260105;01;2026;8473968;1;1;1;70;;2;167.93033837;18;1;;;;;;;;;1;180;0;4;4;1;2;2;;2;;.;9111;81;8121
20260105;01;2026;8473969;1;1;1;70;;2;215.88517809;18;1;;;;;;;;;1;1;1;8;3;1;2;2;;1;1200000;.;9111;97;9700
20260105;01;2026;8473970;1;2;1;70;;2;381.85411925;18;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8473971;1;1;1;70;;2;233.76808855;18;1;;;;;;;;;1;36;0;4;4;1;2;2;;2;;.;6112;01;0122
20260105;01;2026;8473971;1;2;1;70;;2;233.76808855;18;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8473972;1;2;1;70;;2;237.56010557;18;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8473973;1;1;1;70;;2;167.93033837;18;1;;;;;;;;;1;120;0;7;4;1;2;2;;2;;.;1311;01;0123
20260105;01;2026;8473974;1;1;1;70;;2;273.82549853;18;1;;;;;;;;;1;84;0;4;4;1;2;2;;2;;.;1311;01;0121
20260105;01;2026;8473975;1;2;1;70;;2;403.315152;18;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8473975;1;3;1;70;;2;403.315152;18;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8473976;1;1;1;70;;2;178.04045442;18;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8473977;1;1;1;70;;2;233.76808855;18;1;;;;;;;;;1;3;0;4;4;1;2;2;;2;;.;9211;01;0123
20260105;01;2026;8473977;1;2;1;70;;2;233.76808855;18;1;;;;;;;;;1;2;0;3;3;1;2;2;;2;;.;9111;97;9700
20260105;01;2026;8473979;1;2;1;70;;2;409.7768845;18;1;;;;;;;;;1;60;2;4;4;1;2;2;;2;;.;9111;81;8121
20260105;01;2026;8473980;1;1;1;70;;2;167.93033837;18;1;;;;;;;;;1;72;2;4;4;1;2;2;;2;;.;5246;56;5619
20260105;01;2026;8473981;1;1;1;70;;2;671.72135349;18;1;;;;;;;;;1;36;1;3;1;3;2;2;;2;;.;5131;56;5611
20260105;01;2026;8473981;1;2;1;70;;2;671.72135349;18;;1;3;1;;;;56;1200000;1;48;1;8;1;2;2;2;;2;;9313;9313;41;4111
20260105;01;2026;8473982;1;2;1;70;;2;666.35001876;18;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8473983;1;2;1;70;;2;557.8629152;18;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8473984;1;1;1;70;;2;167.93033837;18;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8473985;1;2;1;70;;2;233.76808855;18;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8473986;1;1;1;70;;2;438.86263488;18;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8473988;1;2;1;70;;2;2507.6612296;52;1;;;;;1;;40;1500000;1;5;0;8;7;4;2;2;;2;;.;6111;01;0123
20260105;01;2026;8473988;1;3;1;70;;2;2507.6612296;52;1;;;;;;;;;1;5;0;8;7;4;2;2;;2;;.;6111;01;0123
20260105;01;2026;8473988;1;4;1;70;;2;2507.6612296;52;1;;;;;1;;48;1400000;1;4;0;8;7;7;2;2;;2;;.;6111;01;0123
20260105;01;2026;8473989;1;1;1;70;;2;802.03802726;52;1;;;;;;;;;1;12;0;4;4;1;2;2;;2;;.;6111;01;0111
20260105;01;2026;8473989;1;2;1;70;;2;802.03802726;52;1;;;;;;;;;1;60;0;3;1;3;2;2;;2;;.;5120;56;5611
20260105;01;2026;8473991;1;2;1;70;;2;795.66764345;52;1;;;;;;;;;1;60;0;4;1;3;2;2;;2;;.;5120;56;5611
20260105;01;2026;8473991;1;3;1;70;;2;795.66764345;52;1;;;;;;;;;1;60;0;4;4;1;2;2;;2;;.;6111;01;0161
20260105;01;2026;8473992;1;2;1;70;;2;795.66764345;52;1;;;;;;;;;1;5;0;8;7;3;2;2;;2;;.;9211;01;0123
20260105;01;2026;8473993;1;3;1;70;;2;795.66764345;52;;1;4;1;;;;48;800000;1;1;0;8;1;2;2;2;;1;400000;9313;9313;41;4111
20260105;01;2026;8473993;1;4;1;70;;2;795.66764345;52;;1;4;1;;;;48;800000;1;1;0;8;1;2;2;2;;1;800000;9313;9313;41;4111
20260105;01;2026;8473994;1;1;1;70;;2;802.03802726;52;1;;;;;;;;;1;120;0;4;1;4;2;3;;2;;.;5152;93;9329
20260105;01;2026;8473996;1;4;1;70;;2;795.66764345;52;1;;;;;1;;40;1400000;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8473997;1;2;1;70;;2;2945.7029131;52;1;;;;;1;;40;1000000;1;3;2;8;7;3;2;2;;2;;.;9211;01;0123
20260105;01;2026;8474000;1;1;1;70;;1;667.18355981;63;1;;;;;;;;;1;180;0;4;1;4;2;2;;2;;.;9313;41;4111
20260105;01;2026;8474000;1;2;1;70;;1;667.18355981;63;1;;;;;;;;;1;480;0;3;3;1;2;2;;2;;.;9111;97;9700
20260105;01;2026;8474000;1;3;1;70;;1;667.18355981;63;1;;;;;;3;;1750905;1;6;0;8;4;1;2;2;;2;;.;7212;43;4330
20260105;01;2026;8474000;1;4;1;70;;1;667.18355981;63;1;;;;;;;;;1;0;2;8;1;3;2;2;;1;780000;.;5223;47;4772
20260105;01;2026;8474002;1;1;1;70;;1;913.60086906;63;1;;;;;;;;;1;14;5;3;1;4;2;2;;2;;.;7536;15;1521
20260105;01;2026;8474003;1;1;1;70;;1;567.13561955;63;1;;;;;;;;;1;3;3;3;1;4;2;2;;2;;.;5120;01;0123
20260105;01;2026;8474006;1;1;1;70;;1;993.58259918;63;1;;;;;;;;;1;36;0;3;1;5;2;2;;2;;.;9412;56;5611
20260105;01;2026;8474006;1;3;1;70;;1;993.58259918;63;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8474008;1;4;1;70;;1;320.7183103;63;1;;;;;;;;;1;96;0;3;4;1;2;2;;2;;.;5120;56;5621
20260105;01;2026;8474009;1;1;1;70;;1;1025.2033582;63;1;;;;;;;;;1;120;0;5;5;2;2;2;;2;;.;1420;47;4723
20260105;01;2026;8474010;1;3;1;70;;1;806.7675059;63;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8474010;1;4;1;70;;1;806.7675059;63;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8474013;1;1;1;70;;1;502.98037704;63;1;;;;;;;;;1;71;0;9;3;1;2;2;;2;;.;9111;97;9700
20260105;01;2026;8474013;1;3;1;70;;1;502.98037704;63;;1;4;1;;;;24;2000000;1;2;0;8;1;3;2;2;;2;;3321;3342;82;8299
20260105;01;2026;8474014;1;1;1;70;;1;315.91245144;63;1;;;;;;;;;1;12;0;4;4;1;2;2;;2;;.;5141;96;9602
20260105;01;2026;8474014;1;2;1;70;;1;315.91245144;63;1;;;;;;;;;1;48;0;5;1;10;2;3;;2;;.;8331;49;4921
20260105;01;2026;8474015;1;1;1;70;;1;293.43996219;63;1;;;;;;;;;1;480;0;3;1;3;2;2;;2;;.;4120;69;6920
20260105;01;2026;8474016;1;2;1;70;;1;478.93847893;63;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8474017;1;1;1;70;;1;413.53153113;63;1;;;;;;;;;1;70;5;3;1;2;2;2;;2;;.;1311;01;0123
20260105;01;2026;8474017;1;2;1;70;;1;413.53153113;63;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8474017;1;3;1;70;;1;413.53153113;63;1;;;;;;;;;1;3;4;2;1;4;2;2;;2;;.;5131;56;5611
20260105;01;2026;8474019;1;1;1;70;;1;293.43996219;63;1;;;;;;;;;1;500;0;3;4;1;2;2;;2;;.;5120;56;5611
20260105;01;2026;8474020;1;2;1;70;;1;339.95434956;63;1;;;;;;;;;1;160;0;4;4;1;2;2;;2;;.;9111;81;8121
20260105;01;2026;8474021;1;2;1;70;;1;317.4818603;63;1;;;;;1;;40;3800000;1;1;0;8;4;5;2;2;;2;;.;2351;88;8891
20260105;01;2026;8474022;1;2;1;70;;2;231.7604332;63;1;;;;;2;5;;900000;1;12;0;3;4;1;2;2;;2;;.;9321;01;0161
20260105;01;2026;8474022;1;3;1;70;;2;231.7604332;63;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8474022;1;4;1;70;;2;231.7604332;63;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8474024;1;2;1;70;;2;295.14711094;63;1;;;;;2;3;;1600000;1;30;2;3;1;3;2;2;;2;;.;5131;56;5619
20260105;01;2026;8474026;1;1;1;70;;2;146.90333884;63;1;;;;;;;;;1;6;0;3;4;1;2;2;;2;;.;9111;81;8121
20260105;01;2026;8474028;1;1;1;70;;2;119.84497391;63;;1;20;1;;;;40;1400000;1;5;1;6;4;1;2;2;;2;;5120;9111;81;8121
20260105;01;2026;8474030;1;2;1;70;;2;119.84497391;63;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8474032;1;1;1;70;;2;119.84497391;63;;1;4;4;;;;40;1800000;1;1;0;8;4;10;2;2;;2;;2634;2634;84;8412
20260105;01;2026;8474033;1;2;1;70;;2;295.14711094;63;1;;;;;2;5;;1400000;1;24;0;3;1;3;2;2;;2;;.;9412;56;5611
20260105;01;2026;8474034;1;2;1;70;;2;155.94460207;63;1;;;;;;;;;1;2;0;3;4;1;2;2;;2;;.;9112;81;8121
20260105;01;2026;8474035;1;2;1;70;;2;420.75734767;63;1;;;;;2;3;;800000;1;2;0;3;4;1;2;2;;2;;.;9211;01;0123
20260105;01;2026;8474036;1;2;1;70;;2;133.3110667;63;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8474037;1;2;1;70;;2;272.59771336;63;1;;;;;;;;;1;360;0;3;1;3;2;2;;2;;.;9412;56;5611
20260105;01;2026;8474037;1;3;1;70;;2;272.59771336;63;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8474038;1;2;1;70;;2;327.3028229;63;1;;;;;1;;42;2000000;1;36;1;8;1;8;2;2;;2;;.;3344;86;8692
20260105;01;2026;8474039;1;2;1;70;;2;307.90940844;63;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8474040;1;2;1;70;;2;287.82943175;63;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8474041;1;1;1;70;;2;295.14711094;63;1;;;;;;;;;1;180;0;3;2;10;2;2;;2;;.;3343;84;8412
20260105;01;2026;8474042;1;2;1;70;;1;639.11007169;63;1;;;;;;;;;1;24;2;3;7;2;2;2;;2;;.;9211;01;0121
20260105;01;2026;8474043;1;2;1;70;;1;500.83221532;63;;1;4;1;;;;48;1500000;1;1;2;8;1;5;2;2;;2;;5120;5120;56;5629
20260105;01;2026;8474044;1;1;1;70;;1;451.21336616;63;1;;;;;1;;40;1000000;1;72;0;4;4;1;2;2;;2;;.;3322;47;4792
20260105;01;2026;8474046;1;2;1;70;;1;424.4554757;63;1;;;;;;;;;1;240;0;3;3;2;2;2;;2;;.;9111;97;9700
20260105;01;2026;8474046;1;3;1;70;;1;424.4554757;63;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8474049;1;1;1;70;;1;415.55368666;63;1;;;;;;;;;1;240;0;4;4;1;2;2;;2;;.;5120;56;5619
20260105;01;2026;8474050;1;2;1;70;;1;412.10109285;63;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8474051;1;1;1;70;;1;627.32102943;63;1;;;;;2;2;;1000000;1;1;2;4;4;1;2;2;;1;300000;.;9211;01;0123
20260105;01;2026;8474052;1;1;1;70;;1;414.57054986;63;1;;;;;2;4;;1000000;1;3;0;3;4;1;2;2;;2;;.;9111;81;8121
20260105;01;2026;8474052;1;2;1;70;;1;414.57054986;63;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8474053;1;1;1;70;;1;393.81350942;63;;1;3;7;;;;50;1000000;1;0;3;8;7;4;2;2;;2;;9211;9211;01;0123
20260105;01;2026;8474055;1;1;1;70;;1;393.81350942;63;1;;;;;;;;;1;168;0;5;2;10;2;3;;2;;.;7111;84;8412
20260105;01;2026;8474056;1;2;1;70;;1;385.05888669;63;;1;4;1;;;;46;2000000;1;1;0;8;4;10;2;2;;2;;3422;3422;84;8412
20260105;01;2026;8474057;1;2;1;70;;1;754.17372928;63;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8474057;1;3;1;70;;1;754.17372928;63;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8474057;1;4;1;70;;1;754.17372928;63;1;;;;;;;;;1;108;0;5;1;2;2;2;;2;;.;3142;01;0123
20260105;01;2026;8474057;1;5;1;70;;1;754.17372928;63;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8474059;1;1;1;70;;1;330.31548875;63;;1;24;1;;;;40;2000000;1;6;1;8;1;3;2;2;;2;;4110;3341;56;5611
20260105;01;2026;8474059;1;2;1;70;;1;330.31548875;63;;1;6;1;;;;48;1500000;2;;;;;;;2;;2;;5329;;;
20260105;01;2026;8474060;1;2;1;70;;1;442.1184169;63;1;;;;;2;5;;1750905;1;12;0;4;1;4;2;2;;2;;.;7532;14;1410
20260105;01;2026;8474061;1;1;1;70;;1;346.29473888;63;1;;;;;;;;;1;180;0;5;2;10;2;3;;2;;.;3111;86;8610
20260105;01;2026;8474062;1;1;1;70;;1;538.21866367;63;;1;4;3;;;;44;1200000;1;1;2;1;3;2;2;2;;1;300000;9111;9111;97;9700
20260105;01;2026;8474062;1;2;1;70;;1;538.21866367;63;1;;;;;2;4;;1750905;1;6;0;4;1;2;2;2;;2;;.;9313;41;4111
20260105;01;2026;8474065;1;1;1;70;;1;328.17792452;63;1;;;;;;;;;1;12;3;4;4;1;2;2;;2;;.;7126;43;4322
20260105;01;2026;8474067;1;1;1;70;;1;372.81500129;63;1;;;;;;;;;1;120;2;5;7;2;2;2;;2;;.;9211;01;0123
20260105;01;2026;8474068;1;2;1;70;;1;414.23889033;63;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8474069;1;2;1;70;;1;372.81500129;63;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8474070;1;1;1;70;;1;346.29473888;63;1;;;;;;;;;1;96;2;3;2;10;2;2;;2;;.;4225;84;8412
20260105;01;2026;8474072;1;1;1;70;;1;414.23889033;63;1;;;;;;;;;1;312;0;5;2;10;2;3;;2;;.;1211;84;8412
20260105;01;2026;8474072;1;2;1;70;;1;414.23889033;63;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8474074;1;1;1;70;;1;485.39151286;63;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8474075;1;1;1;70;;1;346.29473888;63;1;;;;;;;;;1;120;0;4;1;3;2;2;;2;;.;5120;56;5611
20260105;01;2026;8474076;1;1;1;70;;1;372.81500129;63;1;;;;;;;;;1;72;0;1;2;10;2;2;;2;;.;9112;86;8610
20260105;01;2026;8474076;1;2;1;70;;1;372.81500129;63;1;;;;;;;;;1;60;0;5;2;10;2;3;;2;;.;1344;84;8412
20260105;01;2026;8474078;1;2;1;70;;1;442.1184169;63;1;;;;;;;;;1;12;0;5;2;10;2;3;;2;;.;0310;84;8422
20260105;01;2026;8474081;1;3;1;70;;2;1157.1620419;66;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8474082;1;1;1;70;;1;128.18262516;66;1;;;;;;;;;1;120;1;3;4;1;2;2;;2;;.;5212;56;5619
20260105;01;2026;8474084;1;1;1;70;;2;384.63722323;66;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8474084;1;2;1;70;;2;384.63722323;66;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8474085;1;1;1;70;;2;311.22417514;66;1;;;;;;;;;1;35;2;3;1;2;2;2;;2;;.;9412;56;5611
20260105;01;2026;8474085;1;2;1;70;;2;311.22417514;66;;1;3;4;;;;50;800000;1;0;4;1;4;1;2;2;;2;;9111;5131;56;5611
20260105;01;2026;8474086;1;2;1;70;;1;149.07766832;66;;1;4;1;;;;44;3000000;1;1;0;8;4;7;2;2;;2;;2263;2263;84;8412
20260105;01;2026;8474087;1;2;1;70;;2;409.36526527;66;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8474088;1;2;1;70;;2;329.96118572;66;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8474088;1;3;1;70;;2;329.96118572;66;;1;6;1;;;;48;1426500;1;3;4;1;1;9;2;2;;2;;4321;4321;82;8299
20260105;01;2026;8474089;1;2;1;70;;2;433.24083807;66;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8474091;1;1;1;70;;2;311.22417514;66;1;;;;;;;;;1;60;0;3;1;2;2;2;;2;;.;9412;56;5611
20260105;01;2026;8474091;1;3;1;70;;2;311.22417514;66;;1;24;1;;;;40;1200000;1;6;0;8;1;2;2;2;;2;;7231;7231;45;4520
20260105;01;2026;8474091;1;4;1;70;;2;311.22417514;66;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8474092;1;1;1;70;;2;311.22417514;66;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8474093;1;1;1;70;;2;1111.267207;66;1;;;;;;;;;1;48;0;3;1;2;2;2;;2;;.;9412;56;5611
20260105;01;2026;8474095;1;1;1;70;;1;152.93417693;66;1;;;;;;;;;1;28;1;5;7;4;2;3;;2;;.;9211;01;0123
20260105;01;2026;8474095;1;2;1;70;;1;152.93417693;66;1;;;;;;;;;1;180;1;4;4;1;2;2;;2;;.;5120;56;5611
20260105;01;2026;8474095;1;3;1;70;;1;152.93417693;66;;1;104;1;;;;44;1420000;1;26;1;8;4;10;2;2;;2;;4120;4120;84;8412
20260105;01;2026;8474096;1;1;1;70;;1;271.72085747;66;;1;16;2;;;;44;3000000;1;16;0;8;1;7;2;2;;2;;2330;2330;85;8559
20260105;01;2026;8474098;1;1;1;70;;1;252.14497525;66;1;;;;;;;;;1;3;0;4;7;3;2;2;;2;;.;9211;01;0123
20260105;01;2026;8474098;1;2;1;70;;1;252.14497525;66;1;;;;;;;;;1;3;0;3;4;1;2;2;;2;;.;9111;81;8121
20260105;01;2026;8474104;1;1;1;70;;1;232.56909302;66;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8474105;1;1;1;70;;1;179.91370807;66;1;;;;;;;;;1;144;1;3;4;1;2;2;;2;;.;7531;14;1410
20260105;01;2026;8474106;1;1;1;70;;1;252.30530595;66;1;;;;;;;;;1;240;0;3;1;3;2;3;;2;;.;5120;56;5611
20260105;01;2026;8474107;1;2;1;70;;2;1369.3863706;66;1;;;;;;;;;1;240;0;4;3;1;2;2;;2;;.;9111;97;9700
20260105;01;2026;8474108;1;1;1;70;;2;879.56743942;66;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8474108;1;3;1;70;;2;879.56743942;66;1;;;;;;;;;1;130;0;4;1;4;2;2;;2;;.;5322;87;8730
20260105;01;2026;8474109;1;1;1;70;;2;476.56492187;66;1;;;;;;;;;1;120;0;4;7;5;2;2;;2;;.;9211;01;0123
20260105;01;2026;8474109;1;2;1;70;;2;476.56492187;66;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260105;01;2026;8474110;1;1;1;70;;1;164.37338951;66;1;;;;;;;;;1;144;1;3;3;1;2;2;;2;;.;9111;97;9700
20260105;01;2026;8474112;1;2;1;70;;2;837.9916752;66;;1;6;1;;;;50;1423500;2;;;;;;;2;;2;;4321;;;
20260105;01;2026;8474113;1;1;1;70;;2;786.42729729;66;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
