PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;FT;P3044S2;P6440;P6450;P6460;P6460S1;P6400;P6410;P6422;P6420S2;P6424S1;P6424S2;P6424S3;P6424S5;P6430;P6430S1;P3045S1;P3045S2;P3045S3;P3046;P3363;P3363S1;P9440;P6500;P3364;P3364S1;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P3047;P3048;P3049;P6765;P6765S1;P3051;P3052;P3053;P3365;P3365S1;P3054;P3054S1;P3055;P3055S1;P3056;P3057;P6760;P3058S1;P3058S2;P3058S3;P3058S4;P3058S5;P3059;P3061;P3062S1;P3062S2;P3062S3;P3062S4;P3062S5;P3062S6;P3062S7;P3062S8;P3062S9;P3063;P3063S1;P3064;P3064S1;P3065;P3066;P3560;P3561;P3067;P3067S1;P3067S2;P6775;P3068;P3562;P3563;P6750;P3073;P550;P6780;P6780S1;P1879;P1879S1;P1805;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P3069;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P1880;P1880S1;P7040;P7045;P3071S3;P3072S2;P7050;P7070;P7075;P7077;P7090;P7100;P7110;P7120;P7130;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P1881;P1881S1;P1882;P7240;P7240S1;OCI;INGLABO;RAMA2D_R4;RAMA4D_R4;OFICIO_C8;P6426
20260105;01;2026;8480084;1;1;1;60;;2;2404.0525794;41;1;123;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;1400000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;1400000;1;11000000;3;;9;;2;12;45;;;45;;;1;8;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;15;5;;1;1400000;01;0123;6112;180
20260105;01;2026;8480085;1;1;1;60;;2;601.01314484;41;1;163;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;1800000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;1800000;1;15000000;3;;4;;2;12;40;;;40;;;1;8;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;20;2;;1;1800000;01;0163;9211;120
20260105;01;2026;8480085;1;3;1;60;;2;601.01314484;41;1;1081;1;1;;;1;;1;;2;2;2;2;1;;1;1;2;2;1;;2;1200000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;35;1;;35;;;2;7;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;1;1;1;1;1;2;2;2;2;2;;2;1;1;2;1;2;1;1;3;;20;2;;1;1200000;10;1081;7512;6
20260105;01;2026;8480086;1;2;1;60;;2;2404.0525794;41;1;161;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;2400000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;2400000;1;26000000;3;;9;;2;12;84;;;84;;;1;8;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;25;8;;1;2400000;01;0161;9211;204
20260105;01;2026;8480086;1;3;1;60;;2;2404.0525794;41;1;161;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;1200000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;1200000;1;9000000;3;;9;;1;12;70;;;70;;;1;8;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;11;;20;3;;1;1200000;01;0161;9211;24
20260105;01;2026;8480087;1;1;1;60;;2;601.01314484;41;1;123;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;1600000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;1600000;1;25000000;3;;3;;2;12;54;;;54;;;1;8;;2;;2;;;;2;2;1;0;120;5;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;11;;15;3;;1;1600000;01;0123;9211;192
20260105;01;2026;8480087;1;2;1;60;;2;601.01314484;41;1;8413;1;2;2;12;2;4;1;8413;1;2;1;1;1;;1;1;1;1;1;;2;1400000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;40;;;0;3;;10;1;;1;;1;2;1;14;1;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;1;1;1;14;;;3;;1;1400000;84;8413;5311;168
20260105;01;2026;8480087;1;3;1;60;;2;601.01314484;41;1;8412;1;2;2;6;1;;2;;2;2;2;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;1;1;1;;2100000;;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;;;;;;;;2100000;1;25200000;3;;1;;1;12;40;;;40;;;10;7;;1;;1;1;2;2;1;2;1;0;6;1;;1;;2;;;;;;;;2;;;;1;1;1;2;1;2;1;2;2;2;;1;1;1;2;1;2;2;1;11;;10;3;;1;2100000;84;8412;2513;18
20260105;01;2026;8480088;1;2;1;60;;2;637.19667606;41;1;123;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;1100000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;1100000;1;10000000;3;;3;;1;12;45;;;45;;;1;8;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;11;;20;5;;1;1100000;01;0123;9211;75
20260105;01;2026;8480088;1;3;1;60;;2;637.19667606;41;1;123;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;1200000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;1200000;1;11000000;3;;3;;2;12;40;;;40;;;1;8;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;15;5;;1;1200000;01;0123;9211;250
20260105;01;2026;8480089;1;1;1;60;;2;631.84695683;41;1;161;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;1700000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;1700000;1;16000000;3;;3;;2;12;40;;;40;;;1;8;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;20;2;;1;1700000;01;0161;9211;180
20260105;01;2026;8480091;1;1;1;60;;2;736.70872284;41;1;123;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;1200000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;1200000;1;12000000;3;;3;;2;12;40;;;40;;;1;8;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;25;2;;1;1200000;01;0123;9211;50
20260105;01;2026;8480093;1;1;1;60;;2;850.2141276;41;1;123;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;1400000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;1400000;1;15000000;3;;2;;1;12;40;;;40;;;1;8;;2;;2;;;;2;2;1;3;50;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;20;2;;1;1400000;01;0123;9211;24
20260105;01;2026;8480093;1;2;1;60;;2;850.2141276;41;1;1410;1;1;;;1;;1;;2;2;2;2;1;;1;1;2;2;2;;2;1000000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;35;2;;35;;;2;7;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;20;2;;1;1000000;14;1410;7531;5
20260105;01;2026;8480095;1;2;1;60;;2;1687.50473;41;1;161;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;1400000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;1400000;1;11000000;3;;3;;1;12;45;;;45;;;1;8;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;11;;15;5;;1;1400000;01;0161;9211;120
20260105;01;2026;8480097;1;2;1;60;;1;415.1279984;41;1;9529;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;7;;;;;;;;;;;1;500000;1;0;20000;0;0;0;;;;;;;;;;;;;;;;;;;;2;;;2;;2;2;480000;1;;3;;4;;2;12;20;2;;20;;;1;1;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;14;;;3;;1;480000;95;9529;7531;120
20260105;01;2026;8480098;1;1;1;60;;1;539.36302907;41;1;123;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;1500000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;1500000;1;;3;;3;;2;12;40;;;40;;;1;8;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;20;2;;1;1500000;01;0123;9211;160
20260105;01;2026;8480099;1;1;1;60;;1;563.32509069;41;1;9602;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;4;;;500000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;500000;1;;1;;4;;1;6;20;1;;20;;;1;7;;2;;2;;;;2;2;1;6;12;4;;3;;2;;;;;;;;1;20;1;1;1;1;1;2;1;2;1;2;2;2;;1;1;1;2;2;2;2;1;3;;5;3;;1;500000;96;9602;5142;6
20260105;01;2026;8480102;1;1;1;60;;1;719.66851558;41;1;4111;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;1500000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;1500000;1;;3;;3;;2;12;48;;;48;;;1;2;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;15;5;;1;1500000;41;4111;3123;250
20260105;01;2026;8480103;1;1;1;60;;1;361.28915202;41;1;4774;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;7;;;;;;;;;;;1;2800000;1;0;1000000;0;0;0;;;;;;;;;;;;;;;;;;;;2;;;2;;2;2;1800000;1;;3;;3;;2;12;40;;;40;;;1;7;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;5;2;;1;1800000;47;4774;5223;24
20260105;01;2026;8480103;1;2;1;60;;1;361.28915202;41;1;4923;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;1000000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;1000000;1;;3;;3;;2;12;40;;;40;;;1;4;;2;;2;;;;2;2;1;1;70;4;;10;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;5;2;;1;1000000;49;4923;8321;12
20260105;01;2026;8480104;1;1;1;60;;1;376.76031197;41;1;8121;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;700000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;700000;1;;1;;3;;1;12;36;1;;36;;;1;2;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;3;;15;5;;1;700000;81;8121;9111;120
20260105;01;2026;8480105;1;1;1;60;;1;848.00847666;41;1;4741;1;1;;;1;;1;;2;2;2;2;1;;1;1;1;1;2;;2;1900000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;40;;;40;;;2;7;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;10;2;;1;1900000;47;4741;7422;12
20260105;01;2026;8480106;1;1;1;60;;1;327.87917308;41;1;123;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;600000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;600000;1;;1;;5;;2;12;45;;;18;7;NO LA LLAMARON A TRABAJAR;1;8;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;1;30;1;1;2;;;;;;;;;;;;;1;2;2;2;2;1;11;;30;3;;1;600000;01;0123;9211;60
20260105;01;2026;8480106;1;2;1;60;;1;327.87917308;41;1;4711;1;1;;;1;;1;;2;2;2;2;1;;1;1;1;1;1;;2;1960000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;84;;;84;;;3;7;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;2;2;2;2;3;;5;3;;1;1960000;47;4711;5223;13
20260105;01;2026;8480107;1;1;1;60;;1;474.78518522;41;1;4723;1;1;;;1;;1;;2;2;2;2;1;;1;1;2;2;1;;2;1800000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;84;;;84;;;2;7;;2;;2;;;;2;2;1;0;24;4;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;2;2;1;2;11;;15;8;;1;1800000;47;4723;5223;72
20260105;01;2026;8480108;1;1;1;60;;1;1644.6457368;41;1;4721;1;1;;;1;;1;;2;2;2;2;1;;1;1;2;2;1;;2;1300000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;40;;;40;;;3;7;;2;;2;;;;2;2;1;2;60;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;11;;10;2;;1;1300000;47;4721;5223;12
20260105;01;2026;8480109;1;2;1;60;;1;1772.8310467;41;1;161;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;1200000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;1200000;1;;3;;1;;1;12;40;;;40;;;1;8;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;11;;30;2;;1;1200000;01;0161;9211;330
20260105;01;2026;8480109;1;3;1;60;;1;1772.8310467;41;1;4921;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;1400000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;2;;;;;;;;1400000;1;;3;;1;;1;12;40;;;40;;;1;4;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;;15;2;;1;1400000;49;4921;8324;12
20260105;01;2026;8480110;1;1;1;60;;1;1116.9667947;41;1;4111;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;1500000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;2;;;;;;;;1500000;1;;3;;1;;1;12;40;;;40;;;1;9;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;;5;2;;1;1500000;41;4111;9313;250
20260105;01;2026;8480111;1;1;1;60;;1;679.00491739;41;1;9700;1;2;1;;1;;1;;2;2;1;1;3;;2;2;2;2;1;;2;1423500;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;1;1423500;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;1;2;;1;;1;1;1;18;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;20;5;;1;1423500;97;9700;9111;240
20260105;01;2026;8480114;1;1;1;60;;1;1271.1522535;41;1;8551;1;2;2;6;1;;1;;1;1;1;1;2;;1;1;1;1;3;;2;1423500;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;1;700000;1;1423500;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;48;;;48;;;10;7;;1;;1;1;1;0;1;1;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;60;5;;1;1423500;85;8551;3511;3
20260105;01;2026;8480114;1;3;1;60;;1;1271.1522535;41;1;312;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;600000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;600000;1;;1;;10;;2;9;40;;;40;;;1;8;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;2;2;2;2;2;2;11;;20;5;;1;600000;03;0312;6222;600
20260105;01;2026;8480115;1;1;1;60;;1;1587.4151619;41;1;8121;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;300000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;300000;1;;1;;3;;2;12;40;;;40;;;1;2;;2;;2;;;;2;2;1;1;24;4;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;3;;15;5;;1;300000;81;8121;9112;60
20260105;01;2026;8480115;1;2;1;60;;1;1587.4151619;41;1;4773;1;2;1;;1;;1;;1;2;1;2;1;;1;1;1;1;1;;1;2500000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;2500000;2;;1;1250000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;10;7;;1;;1;1;1;10;1;2;1;1;24;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;10;5;;1;2500000;47;4773;5329;24
20260105;01;2026;8480116;1;1;1;60;;1;1324.6022539;41;1;4111;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;1200000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;2;;;;;;;;1200000;1;;1;;10;;1;10;42;;;42;;;1;9;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;1;2;1;2;1;2;2;2;2;2;;2;1;1;2;1;2;2;1;3;;15;5;;1;1200000;41;4111;9313;216
20260105;01;2026;8480117;1;1;1;60;;1;748.19363644;41;1;4923;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;720000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;2;;;;;;;;720000;1;;3;;3;;2;12;40;;;40;;;1;4;;2;;2;;;;2;2;1;3;420;4;;11;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;;5;;1;720000;49;4923;8321;120
20260105;01;2026;8480118;1;1;1;60;;1;846.54634061;41;1;9602;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;4;;;600000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;600000;1;;1;;3;;2;12;40;;;40;;;1;7;;2;;2;;;;2;2;1;1;6;4;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;3;;15;5;;1;600000;96;9602;5142;12
20260105;01;2026;8480119;1;1;1;60;;1;992.85937305;41;1;4111;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;750000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;750000;1;;1;;3;;2;10;40;;;40;;;1;9;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;;15;5;;1;750000;41;4111;9313;480
20260105;01;2026;8480120;1;1;1;60;;1;992.85937305;41;1;5611;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;1;1;6;;;800000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;800000;1;;1;;3;;2;12;48;;;48;;;1;7;;2;;2;;;;2;2;1;1;60;4;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;3;;10;5;;1;800000;56;5611;5131;24
20260105;01;2026;8480120;1;2;1;60;;1;992.85937305;41;1;8121;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;300000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;300000;1;;1;;3;;2;12;40;;;40;;;1;2;;2;;2;;;;2;2;1;1;24;4;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;3;;15;5;;1;300000;81;8121;9111;60
20260105;01;2026;8480121;1;2;1;60;;1;1229.0323897;41;1;5611;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;800000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;800000;1;;3;;1;;2;12;50;;;50;;;1;7;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;;5;2;;1;800000;56;5611;5131;24
20260105;01;2026;8480122;1;1;1;60;;1;1461.9073216;41;1;123;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;800000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;800000;1;;2;;3;;2;12;45;;;45;;;1;8;;2;;2;;;;2;2;1;1;12;4;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;11;;20;5;;1;800000;01;0123;9211;120
