DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P7480S1,P7480S1A1,P7480S3,P7480S3A1,P7480S4,P7480S4A1,P7480S5,P7480S5A1,P7480S6,P7480S6A1,P7480S7,P7480S7A1,P7480S8,P7480S8A1,P7480S9,P7480S9A1,P7480S10,P7480S10A1,P7480S11,P7480S11A1,CLASE,MES,DPTO,fex_c_2011
5387695,1,1,1,90,1,7,1,12,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,842.58824696
5387695,1,2,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,842.58824696
5387696,1,1,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,734.77518404
5387697,1,1,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,945.1256234
5387697,1,2,1,90,2,,1,21,2,,1,50,2,,2,,2,,2,,2,,2,,2,02,27,945.1256234
5387698,1,1,1,90,1,14,1,14,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1522.3100008
5387698,1,2,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1522.3100008
5387698,1,3,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1522.3100008
5387699,1,1,1,90,1,14,1,21,2,,1,40,1,40,2,,2,,2,,2,,2,,2,02,27,1367.7220527
5387699,1,2,1,90,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1367.7220527
5387699,1,3,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1367.7220527
5387699,1,4,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1367.7220527
5387700,1,1,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1245.1017032
5387700,1,2,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1245.1017032
5387701,1,1,1,90,2,,1,21,2,,1,50,2,,2,,2,,2,,2,,2,,2,02,27,604.19900386
5387702,1,1,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1427.1204976
5387703,1,1,1,90,2,,2,,2,,1,10,2,,2,,2,,2,,2,,2,,2,02,27,1662.5963721
5387703,1,2,1,90,2,,1,30,2,,1,40,2,,2,,2,,2,,2,,2,,2,02,27,1662.5963721
5387704,1,1,1,90,1,10,1,30,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,568.73128315
5387704,1,2,1,90,1,18,1,30,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,568.73128315
5387705,1,1,1,90,2,,1,30,2,,1,40,1,20,2,,2,,2,,2,,2,,2,02,27,1577.2947256
5387706,1,1,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,568.73128315
5387706,1,2,1,90,2,,1,18,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,568.73128315
5387707,1,1,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1596.5562349
5387707,1,2,1,90,1,18,1,30,2,,1,20,2,,2,,2,,2,,2,,2,,2,02,27,1596.5562349
5387707,1,3,1,90,1,6,1,5,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1596.5562349
5387708,1,1,1,90,1,18,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1534.7596346
5387708,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1534.7596346
5387708,1,3,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1534.7596346
5387709,1,1,1,90,2,,1,30,2,,1,40,2,,2,,2,,2,,2,,2,,2,02,27,809.02141813
5387710,1,1,1,90,2,,1,18,2,,1,18,2,,2,,2,,2,,2,,2,,2,02,27,1478.3891858
5387711,1,1,1,90,2,,1,16,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1427.1204976
5387712,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1889.6107061
5387712,1,2,1,90,2,,1,30,2,,1,40,2,,2,,2,,2,,2,,2,,2,02,27,1889.6107061
5387712,1,3,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1889.6107061
5387712,1,4,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1889.6107061
5387713,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1249.5550037
5387713,1,2,1,90,2,,1,30,2,,1,40,2,,2,,2,,2,,2,,2,,2,02,27,1249.5550037
5387714,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1647.7890855
5387715,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1647.7890855
5387716,1,1,1,90,2,,2,,2,,1,10,2,,2,,2,,2,,2,,2,,2,02,27,665.02275301
5387716,1,2,1,90,2,,1,30,2,,1,40,2,,2,,2,,2,,2,,2,,2,02,27,665.02275301
5387716,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,665.02275301
5387717,1,1,1,90,2,,1,40,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1306.8983036
5387717,1,2,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1306.8983036
5387718,1,1,1,90,2,,1,30,2,,1,40,2,,2,,2,,2,,2,,2,,2,02,27,1011.1657606
5387719,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,734.77518404
5387720,1,1,1,90,2,,1,8,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1427.1204976
5387721,1,1,1,90,2,,1,10,2,,1,30,2,,2,,2,,2,,2,,2,,2,02,27,1574.6166538
5387722,1,1,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,568.73128315
5387723,1,1,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1427.1204976
5387724,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1245.1017032
5387724,1,2,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1245.1017032
5387725,1,1,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,568.73128315
5387726,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1457.7739578
5387726,1,2,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1457.7739578
5387727,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1505.6461062
5387727,1,2,1,90,2,,1,21,2,,1,50,2,,2,,2,,2,,2,,2,,2,02,27,1505.6461062
5387728,1,1,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,613.75406479
5387728,1,2,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,613.75406479
5387728,1,3,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,613.75406479
5387729,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1245.1017032
5387729,1,2,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1245.1017032
5387730,1,1,1,90,2,,1,36,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1340.4651324
5387730,1,2,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1340.4651324
5387730,1,3,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1340.4651324
5387731,1,1,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1340.4651324
5387731,1,2,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1340.4651324
5387731,1,3,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1340.4651324
5387732,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1149.9480377
5387732,1,2,1,90,2,,1,21,2,,1,40,2,,2,,2,,2,,2,,2,,2,02,27,1149.9480377
5387733,1,1,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1125.9362698
5387733,1,2,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1125.9362698
5387733,1,3,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1125.9362698
5387734,1,1,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1647.8249231
5387734,1,2,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1647.8249231
5387734,1,3,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1647.8249231
5387735,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1214.1683267
5387735,1,2,1,90,2,,1,21,2,,1,40,2,,2,,2,,2,,2,,2,,2,02,27,1214.1683267
5387735,1,3,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1214.1683267
5387735,1,4,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1214.1683267
5387736,1,1,1,90,2,,1,21,2,,1,40,2,,2,,2,,2,,2,,2,,2,02,27,1149.9480377
5387736,1,2,1,90,2,,1,14,2,,1,30,2,,2,,2,,2,,2,,2,,2,02,27,1149.9480377
5387737,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,885.6913409
5387737,1,2,1,90,2,,1,21,2,,1,40,2,,2,,2,,2,,2,,2,,2,02,27,885.6913409
5387737,1,3,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,885.6913409
5387738,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1098.6793494
5387738,1,2,1,90,2,,1,21,2,,1,40,2,,2,,2,,2,,2,,2,,2,02,27,1098.6793494
5387739,1,1,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1647.7890855
5387740,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1903.9160256
5387740,1,2,1,90,2,,1,21,2,,1,40,2,,2,,2,,2,,2,,2,,2,02,27,1903.9160256
5387740,1,3,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1903.9160256
5387741,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,2274.9251326
5387741,1,2,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,2274.9251326
5387741,1,3,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,2274.9251326
5387741,1,4,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,2274.9251326
5387742,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1406.5052696
5387742,1,2,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1406.5052696
5387743,1,1,1,90,2,,1,18,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,604.19900386
5387744,1,1,1,90,2,,1,16,2,,1,18,2,,2,,2,,2,,2,,2,,2,02,27,655.46769208
5387745,1,1,1,90,2,,1,24,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1050.8072011
5387745,1,2,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1050.8072011
5387746,1,1,1,90,2,,1,18,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,990.86628652
5387747,1,1,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,568.73128315
5387747,1,2,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,568.73128315
5387748,1,1,1,90,2,,1,28,2,,1,30,2,,2,,2,,2,,2,,2,,2,02,27,1406.0391401
5387748,1,2,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1406.0391401
5387749,1,1,1,90,2,,1,24,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,604.19900386
5387750,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1427.1204976
5387751,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,568.73128315
5387751,1,2,1,90,2,,1,48,2,,1,18,2,,2,,2,,2,,2,,2,,2,02,27,568.73128315
5387751,1,4,1,90,2,,1,24,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,568.73128315
5387752,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1245.1017032
5387752,1,2,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1245.1017032
5387753,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1427.1204976
5387754,1,1,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1116.3812088
5387755,1,1,1,90,2,,1,24,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,821.97301893
5387755,1,2,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,821.97301893
5387755,1,3,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,821.97301893
5387756,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1647.7890855
5387757,1,1,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1164.7194866
5387758,1,1,1,90,1,3,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1427.1204976
5387759,1,1,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1548.6840866
5387759,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1548.6840866
5387759,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1548.6840866
5387760,1,1,1,90,1,7,1,22,2,,1,22,2,,2,,2,,2,,2,,2,,2,02,27,959.89707236
5387761,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1406.5052696
5387761,1,2,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1406.5052696
5387762,1,1,1,90,1,6,1,4,2,,1,2,2,,2,,2,,2,,2,,2,,2,02,27,945.1256234
5387762,1,2,1,90,1,4,1,20,2,,1,20,2,,2,,2,,2,,2,,2,,2,02,27,945.1256234
5387763,1,1,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,893.85693518
5387763,1,2,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,893.85693518
5387764,1,1,1,90,1,5,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1924.9973831
5387764,1,2,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1924.9973831
5387765,1,1,1,90,1,2,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1596.5562349
5387765,1,2,1,90,2,,1,30,2,,1,12,2,,2,,2,,2,,2,,2,,2,02,27,1596.5562349
5387765,1,3,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1596.5562349
5387766,1,1,1,90,1,3,1,28,2,,1,28,2,,2,,2,,2,,2,,2,,2,02,27,604.19900386
5387767,1,1,1,90,2,,1,40,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,568.73128315
5387767,1,2,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,568.73128315
5387768,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1427.1204976
5387769,1,1,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,908.62838414
5387770,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1354.7704519
5387770,1,2,1,90,2,,1,50,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1354.7704519
5387771,1,1,1,90,1,3,1,18,2,,1,18,2,,2,,2,,2,,2,,2,,2,02,27,1111.6309502
5387771,1,2,1,90,2,,1,2,2,,1,8,2,,2,,2,,2,,2,,2,,2,02,27,1111.6309502
5387771,1,3,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1111.6309502
5387771,1,4,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1111.6309502
5387772,1,1,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1164.7194866
5387773,1,1,1,90,2,,1,22,2,,1,22,2,,2,,2,,2,,2,,2,,2,02,27,1215.9881748
5387774,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1635.3394518
5387775,1,1,1,90,2,,1,26,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,842.58824696
5387775,1,2,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,842.58824696
5387776,1,1,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,908.62838414
5387777,1,1,1,90,1,5,1,8,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1647.7890855
5387778,1,1,1,90,1,7,1,25,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,568.73128315
5387779,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,613.75406479
5387779,1,2,1,90,2,,1,40,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,613.75406479
5387779,1,3,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,613.75406479
5387780,1,1,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1063.2568348
5387780,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1063.2568348
5387781,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,613.75406479
5387781,1,2,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,613.75406479
5387781,1,3,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,613.75406479
5387782,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1406.5052696
5387782,1,2,1,90,2,,1,16,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1406.5052696
5387783,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1647.7890855
5387784,1,1,1,90,1,7,1,30,2,,1,14,2,,2,,2,,2,,2,,2,,2,02,27,1164.7194866
5387785,1,1,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,734.77518404
5387786,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1245.1017032
5387786,1,2,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1245.1017032
5387787,1,1,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1198.2863155
5387787,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1198.2863155
5387788,1,1,1,90,2,,1,16,2,,1,16,2,,2,,2,,2,,2,,2,,2,02,27,580.18723596
5387788,1,2,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,580.18723596
5387789,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1232.6520695
5387789,1,2,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1232.6520695
5387791,1,1,1,90,2,,1,25,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1245.1017032
5387791,1,2,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1245.1017032
5387792,1,1,1,90,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1245.1017032
5387792,1,2,1,90,1,18,1,18,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1245.1017032
5387793,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,893.85693518
5387793,1,2,1,90,2,,1,40,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,893.85693518
5387794,1,1,1,90,2,,1,18,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1232.6520695
5387794,1,2,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1232.6520695
5387795,1,1,1,90,1,8,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1427.1204976
5387796,1,1,1,90,1,18,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1050.8072011
5387796,1,2,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1050.8072011
5387797,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1647.7890855
5387798,1,1,1,90,2,,1,40,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1245.1017032
5387798,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1245.1017032
5387799,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,568.73128315
5387799,1,2,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,568.73128315
5387800,1,1,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,568.73128315
5387800,1,2,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,568.73128315
5387801,1,1,1,90,1,10,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1198.2863155
5387801,1,2,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1198.2863155
5387802,1,1,1,90,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1352.0923801
5387802,1,2,1,90,1,8,1,20,2,,1,20,2,,2,,2,,2,,2,,2,,2,02,27,1352.0923801
5387803,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1457.3078284
5387803,1,2,1,90,2,,1,24,2,,1,18,2,,2,,2,,2,,2,,2,,2,02,27,1457.3078284
5387804,1,1,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1866.9526569
5387804,1,2,1,90,2,,1,28,2,,1,24,2,,2,,2,,2,,2,,2,,2,02,27,1866.9526569
5387806,1,1,1,90,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1918.6874746
5387806,1,2,1,90,1,10,1,30,2,,1,30,2,,2,,2,,2,,2,,2,,2,02,27,1918.6874746
5387807,1,1,1,90,1,20,1,60,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1191.9764069
5387807,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1191.9764069
5387808,1,1,1,90,2,,2,,2,,1,12,2,,2,,2,,2,,2,,2,,2,02,27,945.1256234
5387808,1,2,1,90,1,10,1,24,2,,1,24,2,,2,,2,,2,,2,,2,,2,02,27,945.1256234
5387809,1,1,1,90,1,18,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1406.5052696
5387809,1,2,1,90,1,8,1,18,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,1406.5052696
5387810,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,568.73128315
5387810,1,2,1,90,2,,1,50,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,568.73128315
5387810,1,3,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,568.73128315
5387810,1,4,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,02,27,568.73128315
5387824,1,1,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,02,52,3514.6375858
5387824,1,2,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,2,,2,,2,02,52,3514.6375858
5387825,1,1,1,90,2,,1,24,2,,2,,2,,2,,2,,2,,2,,2,,2,02,52,1605.3984496
5387825,1,2,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,2,02,52,1605.3984496
5387826,1,1,1,90,2,,1,24,2,,1,24,2,,2,,2,,2,,2,,2,,2,02,52,1605.3984496
5387826,1,2,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,2,02,52,1605.3984496
5387826,1,3,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,02,52,1605.3984496
5387826,1,4,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,2,02,52,1605.3984496
5387827,1,1,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,2,,2,,2,02,52,3514.6375858
5387827,1,2,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,02,52,3514.6375858
5387828,1,1,1,90,1,21,1,14,2,,2,,2,,2,,2,,2,,2,,2,,2,02,52,4651.3320464
5387829,1,1,1,90,2,,1,24,2,,2,,2,,2,,2,,2,,2,,2,,2,02,52,4005.3854419
5387829,1,2,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,02,52,4005.3854419
5387830,1,1,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,2,02,52,3725.6346766
5387830,1,2,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,02,52,3725.6346766
5387830,1,3,1,90,2,,1,24,2,,2,,2,,2,,2,,2,,2,,2,,2,02,52,3725.6346766
5387830,1,4,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,02,52,3725.6346766
5387832,1,1,1,90,2,,1,4,2,,1,14,2,,2,,2,,2,,2,,2,,2,02,52,2021.9270564
5387832,1,2,1,90,2,,1,28,2,,1,21,2,,2,,2,,2,,2,,2,,2,02,52,2021.9270564
5387832,1,3,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,2,02,52,2021.9270564
5387833,1,1,1,90,2,,2,,2,,1,7,2,,2,,2,,2,,2,,2,,2,02,52,3671.9280265
5387833,1,2,1,90,1,7,1,24,2,,2,,2,,2,,2,,2,,2,,2,,2,02,52,3671.9280265
5387834,1,1,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,02,52,3514.6375858
5387834,1,2,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,2,02,52,3514.6375858
5387835,1,1,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,2,02,52,1605.3984496
5387835,1,2,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,2,02,52,1605.3984496
5387836,1,1,1,90,2,,1,24,2,,1,24,2,,2,,2,,2,,2,,2,,2,02,52,2709.5700859
5387837,1,1,1,90,2,,1,28,2,,1,21,2,,2,,2,,2,,2,,2,,2,02,52,3287.7369567
5387838,1,1,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,2,02,52,4028.4350486
5387839,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,52,2378.4340784
5387839,1,2,1,90,2,,1,36,2,,2,,2,,2,,2,,2,,2,,2,,2,02,52,2378.4340784
