DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P6016,P6020,P6030S1,P6030S3,P6040,P6050,P6080,P6080S1,P6070,P6081,P6081S1,P6083,P6083S1,P6071,P6071S1,P3147S1,P3147S2,P3147S3,P3147S4,P3147S5,P3147S6,P3147S7,P3147S8,P3147S9,P3147S10,P3147S11,P3147S10A1,P3246,P6090,P6140,P6150,P6100,P6110,P6120,P6125,P6160,P6170,P6175,P6210,P6210S1,P6220,P6269,AREA,ESC,MES,DPTO,fex_c_2011
5367062,1,1,1,10,1,2,9,1970,50,1,6,,6,2,,3,,,,,,1,,1,,,,1,,,,2,1,,,1,5,,2,1,2,,3,2,,,05,2,02,05,1062.9350654
5367063,1,1,1,10,1,2,8,1968,52,1,6,,5,3,,3,,,,,,,,,,,,1,,,,2,1,,,3,,,2,1,2,,4,8,,,05,8,02,05,1157.1889824
5367063,1,2,1,10,2,1,5,1987,33,3,6,,6,3,,1,1,,,,1,,,,,,,,,,,,1,,,3,,,2,1,2,,5,11,2,,05,11,02,05,1157.1889824
5367063,1,3,1,10,3,2,9,1991,29,3,6,,6,3,,1,1,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,05,11,02,05,1157.1889824
5367063,1,4,1,10,3,1,2,2014,6,4,6,,,2,,1,3,,,,,,,,,,,,,,,,1,,,3,,,2,2,1,1,2,0,,,05,0,02,05,1157.1889824
5367064,1,1,1,10,1,2,7,1968,52,1,6,,5,3,,3,,,,,,,,,,,,1,,,,1,1,,,3,,,2,2,2,,1,0,,,05,0,02,05,1307.2338945
5367064,1,2,1,10,2,2,8,2003,17,3,6,,6,3,,1,1,,,,,,,,,,1,1,,,,,1,,,3,,,2,1,1,1,4,7,,,05,7,02,05,1307.2338945
5367064,1,3,1,10,3,2,1,2001,20,3,6,,6,3,,1,1,,,,,,,1,,,,1,,,,,1,,,3,,,2,1,1,1,4,7,,,05,7,02,05,1307.2338945
5367064,1,4,1,10,3,1,2,2017,4,4,6,,,2,,1,3,,,,,,,,,,,,,,,,1,,,1,5,,2,2,1,1,2,0,,,05,0,02,05,1307.2338945
5367064,1,5,1,10,3,1,7,2015,5,3,6,,,2,,1,3,,,,,,,,,,,,,,,,1,,,1,5,,2,2,1,1,2,0,,,05,0,02,05,1307.2338945
5367064,1,6,1,10,6,1,8,1996,24,3,6,,1,3,,1,1,1,7,,,,,,,,,,,1,,,1,,,1,1,36000,2,1,2,,5,11,2,,05,11,02,05,1307.2338945
5367064,1,7,1,10,7,2,11,2003,17,5,6,,1,3,,3,,1,6,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,05,11,02,05,1307.2338945
5367064,1,8,1,10,8,2,7,2007,13,4,6,,6,2,,2,,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,4,7,,,05,7,02,05,1307.2338945
5367065,1,1,1,10,1,1,7,1990,30,1,6,,2,2,,2,,1,2,,,1,1,,,,,1,,,,2,1,,,1,3,120000,2,1,2,,6,3,2,2,05,14,02,05,1255.4940552
5367065,1,2,1,10,2,2,6,1990,30,2,6,,2,2,,2,,1,1,,,1,1,,,,,1,,,,,1,,,1,3,120000,2,1,2,,6,5,4,,05,16,02,05,1255.4940552
5367065,1,3,1,10,2,1,10,2020,0,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,1,5,,2,,,,,,,,05,,02,05,1255.4940552
5367066,1,1,1,10,1,2,11,1954,66,1,6,,6,3,,3,,,,,,,,,,,,1,,,,2,1,,,1,2,248000,2,1,2,,5,11,2,,05,11,02,05,1069.9291557
5367067,1,1,1,10,1,2,3,1979,41,1,6,,4,2,,2,,,,,,,,,,1,,,,,,2,1,,,1,1,40000,2,1,2,,6,1,3,,05,12,02,05,1092.0650058
5367067,1,2,1,10,2,1,5,2000,20,3,6,,6,2,,1,1,,,,,,,,,1,,,,,,,1,,,1,5,,2,1,1,2,6,3,2,2,05,14,02,05,1092.0650058
5367067,1,3,1,10,2,1,11,2005,15,3,6,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,5,10,1,,05,10,02,05,1092.0650058
5367068,1,1,1,10,1,2,7,1959,61,1,6,,3,2,,3,,2,,,,,,,,,,,,1,,2,1,,,1,5,,2,1,2,,4,6,,,05,6,02,05,971.62408288
5367068,1,2,1,10,2,2,7,1977,43,3,6,,6,2,,1,1,,,,,,1,,,,,,,,,,1,,,1,1,72000,2,1,2,,6,5,4,,05,16,02,05,971.62408288
5367069,1,1,1,10,1,1,7,1976,44,1,6,,2,3,,3,,1,2,,,,1,,,,,,,,,2,1,,,1,3,140000,2,1,2,,5,11,2,,05,11,02,05,1353.3525833
5367069,1,2,1,10,2,2,9,1988,32,2,6,,2,3,,2,,1,1,,,,,,,,,,,1,,,1,,,1,1,60000,2,1,2,,6,2,3,,05,13,02,05,1353.3525833
5367069,1,3,1,10,1,2,7,2010,10,3,6,,6,1,1,2,,,,,,,,,,,,,,1,,,1,,,1,5,,2,1,1,1,3,4,,,05,4,02,05,1353.3525833
5367070,1,1,1,10,1,1,12,1955,65,1,6,,3,3,,3,,1,2,,,,,1,,1,,,,,,1,1,,,1,3,113600,2,1,2,,5,11,2,,05,11,02,05,1056.6532338
5367070,1,2,1,10,2,2,6,1963,57,2,6,,3,3,,2,,1,1,,,,,,,,,1,,,,,1,,,1,5,,2,1,2,,6,5,3,,05,16,02,05,1056.6532338
5367071,1,1,1,10,1,2,6,1971,49,1,6,,4,3,,2,,,,1,1,1,1,,,1,,1,,,,2,1,,,1,5,,2,1,2,,6,2,3,,05,13,02,05,1256.6482115
5367071,1,2,1,10,2,1,2,2000,21,3,6,,6,2,,1,1,,,,,,,,,,,,,1,,,2,1,12,,,,2,1,2,,5,11,2,,05,11,02,05,1256.6482115
5367071,1,3,1,10,3,1,8,2011,9,3,6,,,2,,1,1,,,,,,,,,,,,,,,,1,,,1,5,,2,1,1,2,3,3,,,05,3,02,05,1256.6482115
5367072,1,1,1,10,1,2,10,1964,56,1,6,,6,1,2,3,,,,,,,1,,,,,,,,,2,1,,,1,3,113565,2,1,2,,6,7,5,,05,18,02,05,965.34225134
5367072,1,2,1,10,2,1,6,1943,77,5,6,,5,3,,3,,,,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,3,5,,,05,5,02,05,965.34225134
5367072,1,3,1,10,1,2,3,1938,82,5,6,,5,3,,3,,,,,,,,,,,,,,1,,,2,2,,,,,2,1,2,,3,5,,,05,5,02,05,965.34225134
5367073,1,1,1,10,1,2,12,1973,47,1,6,,4,2,,2,,,,1,,,1,,,,,1,,,,2,1,,,1,1,52000,2,1,2,,6,2,3,,05,13,02,05,1045.3594124
5367073,1,2,1,10,2,1,4,1996,24,3,6,,6,2,,1,1,,,,,,1,,,1,1,1,,,,,1,,,1,5,,2,1,1,1,6,6,4,,05,17,02,05,1045.3594124
5367073,1,3,1,10,3,2,8,1997,23,3,6,,6,2,,1,1,,,1,,,,,,,,,,,,,1,,,1,3,160000,1,1,2,,6,5,4,,05,16,02,05,1045.3594124
5367074,1,1,1,10,1,2,12,1970,50,1,6,,4,3,,2,,,,,,,,,,,,,,1,,2,1,,,1,1,100000,2,1,2,,6,3,3,,05,14,02,05,964.62999258
5367074,1,2,1,10,2,2,1,1996,25,3,6,,6,2,,1,1,,,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,6,5,4,,05,16,02,05,964.62999258
5367077,1,1,1,10,1,2,12,1976,44,1,6,,4,2,,2,,,,,,,,,,,,,,1,,2,1,,,1,1,240000,2,1,2,,6,3,3,,05,14,02,05,1241.6366965
5367077,1,2,1,10,2,2,9,1995,25,3,6,,6,3,,1,1,,,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,6,5,4,,05,16,02,05,1241.6366965
5367077,1,3,1,10,2,2,8,2012,8,3,6,,,2,,1,1,,,,,,,,,,,,,,,,1,,,1,5,,2,1,1,2,3,2,,,05,2,02,05,1241.6366965
5367078,1,1,1,10,1,1,8,1992,28,1,6,,2,3,,2,,1,2,,,,,,,,,,,1,,1,1,,,1,1,36341,2,1,2,,5,11,2,,05,11,02,05,1076.3458793
5367078,1,2,1,10,2,2,2,1984,36,2,6,,2,3,,2,,1,1,,,,,,,1,,1,,,,,1,,,1,1,36341,2,1,2,,6,1,2,2,05,12,02,05,1076.3458793
5367079,1,1,1,10,1,2,8,1951,69,1,6,,5,3,,3,,,,,,,,,,,,,,1,,2,1,,,1,2,72682,2,1,2,,3,5,,,05,5,02,05,1083.3399696
5367079,1,2,1,10,2,1,4,1982,38,3,6,,6,3,,1,1,,,,,,,,,,,,,1,,,1,,,1,1,48000,2,1,2,,5,11,2,,05,11,02,05,1083.3399696
5367081,1,1,1,10,1,1,7,1979,41,1,6,,2,2,,2,,1,2,,,,,,,,,,,1,,1,2,1,1,,,,2,1,2,,5,11,2,,05,11,02,05,985.03489681
5367081,1,2,1,10,2,2,4,1967,53,2,6,,2,2,,1,3,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,5,,,05,5,02,05,985.03489681
5367081,1,3,1,10,3,2,11,1944,76,5,6,,4,3,,3,,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,1,,,05,1,02,05,985.03489681
5367082,1,1,1,10,1,1,9,1966,54,1,6,,2,3,,3,,1,2,,,,,,,,,,,1,,1,1,,,1,1,36341,2,1,2,,3,1,,,05,1,02,05,1076.3458793
5367082,1,2,1,10,2,2,5,1966,54,2,6,,2,3,,3,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,4,9,,,05,9,02,05,1076.3458793
5367083,1,1,1,10,1,2,11,1968,52,1,6,,6,3,,3,,,,,,,,1,,,,,,,,2,1,,,3,,,2,1,2,,6,2,3,,05,13,02,05,1508.7569579
5367083,1,2,1,10,2,2,9,1957,63,5,6,,6,3,,3,,,,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,5,11,2,,05,11,02,05,1508.7569579
5367083,1,3,1,10,3,1,5,1978,42,5,6,,6,2,,1,2,,,,,,,,,,,,,1,,,1,,,1,1,52000,2,1,2,,5,11,2,,05,11,02,05,1508.7569579
5367083,1,4,1,10,4,1,10,1959,61,5,6,,6,3,,3,,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,6,3,3,,05,14,02,05,1508.7569579
5367083,1,5,1,10,5,2,4,1974,46,5,6,,2,3,,3,,2,,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,6,8,3,,05,19,02,05,1508.7569579
5367083,1,6,1,10,5,2,11,2011,9,5,6,,,2,,1,5,,,,,,,,,,,,,,,,1,,,1,5,,2,1,1,1,3,3,,,05,3,02,05,1508.7569579
5367083,1,7,1,10,5,1,5,2017,3,5,6,,,2,,1,5,,,,,,,,,,,,,,,,1,,,1,5,,2,2,1,1,2,0,,,05,0,02,05,1508.7569579
5367083,1,8,1,10,1,1,3,2014,6,5,6,,,2,,2,,,,,,,,,,,,,,,,,1,,,1,5,,2,1,1,1,3,1,,,05,1,02,05,1508.7569579
5367084,1,1,1,10,1,1,10,1963,57,1,6,,3,2,,2,,1,2,,,,,,,,,,,1,,1,1,,,1,2,120000,2,1,2,,6,11,4,,05,22,02,05,1488.2383704
5367084,1,2,1,10,2,2,7,1968,52,2,6,,3,3,,2,,1,1,1,,,1,,,,,,,,,,1,,,1,5,,2,1,2,,5,11,2,,05,11,02,05,1488.2383704
5367084,1,3,1,10,3,2,8,1997,23,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,5,10,1,,05,10,02,05,1488.2383704
5367084,1,4,1,10,3,2,6,2014,6,4,6,,,2,,1,3,,,,,,,,,,,,,,,,1,,,1,5,,2,2,1,1,3,0,,,05,0,02,05,1488.2383704
5367084,1,5,1,10,3,1,5,2016,4,4,6,,,2,,1,3,,,,,,,,,,,,,,,,1,,,1,5,,2,2,1,1,2,0,,,05,0,02,05,1488.2383704
5367084,1,6,1,10,6,1,12,2001,19,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,6,1,2,2,05,12,02,05,1488.2383704
5367085,1,1,1,10,1,1,11,1957,63,1,6,,3,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,1,2,72682,2,1,2,,5,10,1,,05,10,02,05,951.35407075
5367085,1,2,1,10,2,2,5,1967,53,2,6,,3,3,,2,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,4,8,,,05,8,02,05,951.35407075
5367085,1,3,1,10,3,2,4,1988,32,3,6,,6,1,1,1,2,,,,,,1,,,,,,,,,,1,,,1,3,125000,2,1,2,,6,7,5,,05,18,02,05,951.35407075
5367086,1,1,1,10,1,2,10,1948,72,1,6,,6,3,,3,,,,,,,,,,,,,,1,,2,1,,,1,5,,2,1,2,,3,3,,,05,3,02,05,1083.3399696
5367086,1,2,1,10,2,1,8,1976,44,3,6,,6,3,,1,1,,,,,,,,,,,1,,,,,1,,,1,1,36341,2,1,2,,6,3,3,,05,14,02,05,1083.3399696
5367087,1,1,1,10,1,1,6,1975,45,1,6,,6,3,,2,,,,,,,,,,,,,,1,,2,1,,,1,1,92000,2,1,2,,6,6,3,,05,17,02,05,1142.5103289
5367087,1,2,1,10,2,2,6,2001,19,3,6,,6,1,1,2,,,,1,,,,,,,,,,,,,1,,,1,5,,2,1,1,1,6,3,2,2,05,14,02,05,1142.5103289
5367088,1,1,1,10,1,2,11,1966,54,1,6,,6,2,,2,,,,,,1,,,,1,,,,,,1,1,,,3,,,2,1,2,,3,2,,,05,2,02,05,1111.6375453
5367088,1,2,1,10,2,2,2,1986,34,3,6,,6,3,,1,1,,,,,,,,,1,,,,,,,1,,,1,1,36341,2,1,1,2,6,0,2,2,05,11,02,05,1111.6375453
5367088,1,3,1,10,3,2,7,1998,22,3,6,,6,3,,1,1,,,,1,1,1,,,1,1,1,,,,,1,,,3,,,2,1,1,1,6,0,2,2,05,11,02,05,1111.6375453
5367088,1,4,1,10,1,1,6,2016,4,4,6,,,2,,2,,,,,,,,,,,,,,,,,1,,,3,,,2,2,1,1,2,0,,,05,0,02,05,1111.6375453
5367089,1,1,1,10,1,2,11,1936,84,1,6,,5,3,,3,,,,,,,,,,,,,,1,,2,1,,,1,5,,2,2,2,,1,0,,,05,0,02,05,1137.0497922
5367089,1,2,1,10,2,2,5,1971,49,3,6,,6,3,,1,1,,,,,,1,,,,,,,,,,1,,,1,3,113600,2,1,2,,6,2,3,,05,13,02,05,1137.0497922
5367089,1,3,1,10,3,1,10,1964,56,3,6,,2,3,,1,1,1,4,,1,1,1,,,,,,,,,,1,,,1,3,110000,1,1,2,,4,8,,,05,8,02,05,1137.0497922
5367089,1,4,1,10,4,2,6,1979,41,5,6,,2,2,,2,,1,3,,,1,,,,,,,,,,,1,,,1,5,,2,1,2,,6,5,4,,05,16,02,05,1137.0497922
5367089,1,5,1,10,4,2,7,2018,2,4,6,,,1,3,1,4,,,,,,,,,,,,,,,,1,,,1,5,,2,,,,,,,,05,,02,05,1137.0497922
5367091,1,1,1,10,5,2,8,1932,88,1,6,,5,3,,3,,,,,,,,,,,,1,,,,2,1,,,1,2,72682,2,2,2,,1,0,,,05,0,02,05,985.1697889
5367091,1,2,1,10,5,1,,,55,3,6,,6,3,,1,1,,,,,1,,,,,,,,,,,1,,,1,5,,2,1,2,,4,9,,,05,9,02,05,985.1697889
5367091,1,3,1,10,5,1,11,1968,52,3,6,,6,3,,1,1,,,1,,,,,,,,,,,,,1,,,1,5,,2,2,2,,1,0,,,05,0,02,05,985.1697889
5367091,1,4,1,10,4,1,2,1970,51,3,6,,6,3,,1,1,,,1,,,,,,,,1,,,,,1,,,1,1,98,2,1,2,,5,11,2,,05,11,02,05,985.1697889
5367091,1,5,1,10,5,2,5,1979,41,3,6,,6,3,,1,1,,,1,,,1,1,,1,,,,,,,1,,,3,,,2,1,2,,6,3,3,,05,14,02,05,985.1697889
5367092,1,1,1,10,1,2,6,1970,50,1,6,,5,2,,2,,,,,,,,,,,,,1,,LAS RESTRICCIONES,2,1,,,1,1,36341,2,1,2,,6,5,3,,05,16,02,05,1076.3458793
5367092,1,2,1,10,2,1,7,1991,29,3,6,,6,3,,1,1,,,,,,,,,1,,,,,,,2,1,10,,,,2,1,2,,6,5,3,,05,16,02,05,1076.3458793
5367093,1,1,1,10,1,1,2,1980,41,1,6,,3,2,,2,,1,2,,,1,,,,1,,1,,,,2,1,,,1,1,36000,2,1,2,,4,9,,,05,9,02,05,1255.4940552
5367093,1,2,1,10,2,2,5,1973,47,2,6,,3,2,,2,,1,1,,,,,,,,,1,,,,,1,,,1,5,,2,1,2,,4,7,,,05,7,02,05,1255.4940552
5367093,1,3,1,10,3,1,7,2010,10,5,6,,6,2,,2,,,,,,,,,,,1,1,,,,,1,,,3,,,2,1,1,1,3,2,,,05,2,02,05,1255.4940552
5367094,1,1,1,10,1,1,11,1973,47,1,6,,2,3,,2,,1,2,,,1,,,,1,,1,,,,2,1,,,1,1,36000,2,1,2,,3,5,,,05,5,02,05,1514.4785614
5367094,1,2,1,10,2,2,3,1970,50,2,5,,2,3,,2,,1,1,,,1,,,,,,1,,,,,1,,,3,,,2,1,2,,3,4,,,05,4,02,05,1514.4785614
5367094,1,3,1,10,3,1,11,2008,12,3,6,,6,1,1,1,2,,,,,,,,,,1,1,,,,,1,,,1,5,,2,1,1,1,4,6,,,05,6,02,05,1514.4785614
5367094,1,4,1,10,4,2,3,1991,29,3,6,,2,2,,1,2,2,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,05,11,02,05,1514.4785614
5367094,1,5,1,10,5,2,6,1996,24,3,6,,4,2,,1,2,,,,1,1,,,,1,,1,,,,,1,,,3,,,2,1,2,,5,11,2,,05,11,02,05,1514.4785614
5367094,1,6,1,10,5,2,12,2018,2,4,6,,,2,,1,5,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,05,,02,05,1514.4785614
5367094,1,7,1,10,5,2,1,2017,4,4,6,,,2,,1,5,,,,,,,,,,,,,,,,1,,,3,,,2,2,1,1,2,0,,,05,0,02,05,1514.4785614
5367095,1,1,1,10,1,1,11,1982,38,1,6,,5,2,,2,,,,,,1,1,,,,,1,,,,2,1,,,1,1,36000,2,1,2,,5,11,2,,05,11,02,05,1142.5103289
5367095,1,2,1,10,2,2,8,2007,13,3,6,,6,1,1,3,,,,,,,,,,,1,1,,,,,1,,,1,5,,2,1,1,1,4,7,,,05,7,02,05,1142.5103289
5367096,1,1,1,10,1,1,5,1934,86,1,6,,5,3,,3,,,,,,,,,,,,,,1,,2,1,,,2,2,264000,2,1,2,,6,5,4,,05,16,02,05,1049.6591435
5367096,1,2,1,10,2,2,11,1975,45,3,6,,4,1,1,3,,,,,,,,,,,,,1,,EL AISLAMIENTO,,1,,,1,3,160000,2,1,2,,6,7,5,,05,18,02,05,1049.6591435
5367097,1,1,1,10,1,2,6,1990,30,1,6,,2,2,,2,,1,2,,,1,1,,,,,1,,,,2,1,,,1,5,,2,1,2,,6,2,3,,05,13,02,05,1077.5000356
5367097,1,2,1,10,2,1,2,1996,24,2,6,,2,2,,2,,1,1,,,,,,,,,,,1,,,1,,,1,1,120000,2,1,2,,6,5,4,,05,16,02,05,1077.5000356
5367099,1,1,1,10,1,1,7,1956,64,1,6,,2,3,,3,,1,2,,,1,1,1,,,,1,,,,2,1,,,1,2,72682,2,1,2,,6,2,3,,05,13,02,05,1017.5185203
5367099,1,2,1,10,2,2,2,1980,41,2,6,,2,2,,2,,1,1,,,,,,,,,1,,,,,1,,,1,2,72682,2,1,2,,3,5,,,05,5,02,05,1017.5185203
5367099,1,3,1,10,3,2,9,2005,15,3,6,,6,3,,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,4,8,,,05,8,02,05,1017.5185203
5367100,1,1,1,10,1,1,12,1964,56,1,6,,3,3,,2,,1,2,,1,1,1,,,,,,,,,1,1,,,1,3,113566,2,2,2,,1,0,,,05,0,02,05,1063.0699575
5367100,1,2,1,10,2,2,4,1966,54,2,6,,3,3,,2,,1,1,,,,1,1,,,,,,,,,1,,,1,5,,2,2,2,,1,0,,,05,0,02,05,1063.0699575
5367100,1,3,1,10,3,1,10,1990,30,3,6,,6,1,1,1,2,,,,1,1,,,,,,,,,,,1,,,1,3,113566,2,1,2,,5,11,2,,05,11,02,05,1063.0699575
5367101,1,1,1,10,1,2,3,1973,47,1,6,,4,3,,2,,,,,1,1,,,,,,,,,,2,1,,,1,4,,2,1,2,,3,5,,,05,5,02,05,1665.6509532
5367101,1,2,1,10,2,2,7,1991,29,3,6,,6,2,,1,1,,,,,,1,,,,,,,,,,1,,,1,1,36341,2,1,2,,5,11,2,,05,11,02,05,1665.6509532
5367101,1,3,1,10,2,1,9,2010,10,4,6,,6,2,,1,2,,,,,,,,,,,,,1,,,1,,,1,5,,2,1,1,1,3,4,,,05,4,02,05,1665.6509532
5367101,1,4,1,10,2,2,5,2016,4,4,6,,,2,,1,2,,,,,,,,,,,,,,,,1,,,1,5,,2,2,1,1,2,0,,,05,0,02,05,1665.6509532
5367101,1,5,1,10,5,2,7,1997,23,3,6,,6,2,,1,1,,,,,1,,,,,,,,,,,1,,,1,1,36341,2,1,2,,5,11,2,,05,11,02,05,1665.6509532
5367101,1,6,1,10,2,2,4,2019,1,4,6,,,2,,1,5,,,,,,,,,,,,,,,,1,,,1,5,,2,,,,,,,,05,,02,05,1665.6509532
5367102,1,1,1,10,1,2,7,1981,39,1,5,,4,2,,2,,,,,1,1,,,,,,1,,,,1,1,,,3,,,2,1,2,,3,5,,,05,5,02,05,1405.0924226
5367102,1,2,1,10,2,2,11,1997,23,3,5,,6,2,,1,1,,,1,1,1,1,1,,,,1,,,,,1,,,3,,,2,1,2,,6,2,3,,05,13,02,05,1405.0924226
5367102,1,3,1,10,3,1,3,2008,12,3,6,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,4,0,,,05,5,02,05,1405.0924226
5367102,1,4,1,10,4,1,2,2019,1,4,5,,,2,,2,,,,,,,,,,,,,,,,,1,,,1,5,,2,,,,,,,,05,,02,05,1405.0924226
5367102,1,5,1,10,5,2,3,2005,15,5,5,,6,2,,3,,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,9,,,05,9,02,05,1405.0924226
5367102,1,6,1,10,6,2,2,2007,13,5,5,,6,2,,2,,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,6,,,05,6,02,05,1405.0924226
5367102,1,7,1,10,7,2,8,2008,12,5,5,,6,2,,2,,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,3,4,,,05,4,02,05,1405.0924226
5367102,1,8,1,10,1,2,6,2012,8,5,5,,,2,,2,,,,,,,,,,,,,,,,,1,,,3,,,2,2,1,1,3,0,,,05,0,02,05,1405.0924226
5367104,1,1,1,10,1,2,7,1986,34,1,6,,2,2,,2,,1,2,,,,,,,,,,,1,,1,1,,,1,1,37000,2,1,2,,5,11,2,,05,11,02,05,1434.6422311
5367104,1,2,1,10,2,1,8,1984,36,2,6,,2,2,,2,,1,1,,,,,,,1,,,,,,,1,,,1,5,,2,1,2,,4,9,,,05,9,02,05,1434.6422311
5367104,1,3,1,10,1,1,6,2009,11,3,6,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,3,3,,,05,3,02,05,1434.6422311
5367104,1,4,1,10,1,1,6,2009,11,3,6,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,3,4,,,05,4,02,05,1434.6422311
5367105,1,1,1,10,1,2,12,1968,52,1,6,,6,2,,3,,,,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,3,5,,,05,5,02,05,1090.9108495
5367105,1,2,1,10,2,1,2,1993,27,3,6,,6,2,,1,1,,,,,,,,,,,,,1,,,1,,,1,1,52000,2,1,1,1,6,2,2,2,05,13,02,05,1090.9108495
5367105,1,3,1,10,3,1,12,1996,24,3,6,,6,2,,1,1,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,4,7,,,05,7,02,05,1090.9108495
5367106,1,1,1,10,1,2,9,1971,49,1,6,,6,3,,2,,,,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,3,5,,,05,5,02,05,1307.8011461
5367106,1,2,1,10,2,2,10,2003,17,3,6,,6,3,,1,1,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,8,,,05,8,02,05,1307.8011461
5367106,1,3,1,10,1,2,1,2014,7,3,6,,,2,,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,1,,,05,1,02,05,1307.8011461
5367108,1,1,1,10,1,2,7,1940,80,1,6,,5,3,,3,,,,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,3,4,,,05,4,02,05,1069.9291557
5367109,1,1,1,10,1,1,8,1984,36,1,6,,6,3,,3,,,,,,,1,,,,,,,,,2,1,,,1,1,48000,2,1,2,,6,5,3,,05,16,02,05,1174.6509521
5367110,1,1,1,10,1,1,5,1972,48,1,6,,2,3,,2,,1,2,,,,,,,,,,,1,,2,1,,,1,5,,2,1,2,,5,11,2,,05,11,02,05,1044.2052561
5367110,1,2,1,10,2,2,9,1985,35,2,6,,2,2,,2,,1,1,,,,,,,,,,,1,,,1,,,1,1,56000,2,1,2,,6,2,3,,05,13,02,05,1044.2052561
5367110,1,3,1,10,3,2,12,2006,14,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,4,8,,,05,8,02,05,1044.2052561
5367111,1,1,1,10,1,1,2,1971,49,1,6,,2,2,,2,,1,2,,,,1,,,1,,,,,,2,1,,,1,3,113600,2,1,2,,6,3,3,,05,14,02,05,1090.9108495
5367111,1,2,1,10,2,2,2,1976,45,2,6,,2,2,,2,,1,1,,,1,1,,,,,,,,,,1,,,1,5,,2,1,2,,5,11,2,,05,11,02,05,1090.9108495
5367111,1,3,1,10,3,1,2,2004,16,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,2,6,0,2,2,05,11,02,05,1090.9108495
5367112,1,1,1,10,1,1,7,1990,30,1,6,,2,2,,2,,1,2,,,,1,1,1,,,,,,,2,1,,,1,5,,2,1,2,,6,3,3,,05,14,02,05,1598.6652087
5367112,1,2,1,10,2,2,7,1996,24,2,6,,2,2,,2,,1,1,,,,1,,,,,,,,,,1,,,1,3,113600,2,1,1,2,6,2,2,2,05,13,02,05,1598.6652087
5367112,1,3,1,10,1,2,1,2017,4,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,1,5,,2,2,2,,1,0,,,05,0,02,05,1598.6652087
5367112,1,4,1,10,1,1,2,2021,0,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,1,5,,2,,,,,,,,05,,02,05,1598.6652087
5367113,1,1,1,10,1,1,8,1977,43,1,6,,3,2,,3,,1,2,,,,,,,,,1,,,,1,1,,,1,3,120000,2,1,2,,4,8,,,05,8,02,05,1044.2052561
5367113,1,2,1,10,2,2,8,1977,43,2,6,,3,3,,2,,1,1,,,1,,,,,,,,,,,1,,,1,5,,2,1,2,,5,11,2,,05,11,02,05,1044.2052561
5367113,1,3,1,10,3,2,3,1999,21,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,1,5,,2,2,2,,1,0,,,05,0,02,05,1044.2052561
5367114,1,1,1,10,1,1,4,1927,93,1,6,,4,3,,3,,,,,,,,,,,,,,1,,1,1,,,1,2,72682,2,1,2,,3,5,,,05,5,02,05,958.34816104
