DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P6016,P6020,P6030S1,P6030S3,P6040,P6050,P6080,P6080S1,P6070,P6081,P6081S1,P6083,P6083S1,P6071,P6071S1,P3147S1,P3147S2,P3147S3,P3147S4,P3147S5,P3147S6,P3147S7,P3147S8,P3147S9,P3147S10,P3147S11,P3147S10A1,P3246,P6090,P6140,P6150,P6100,P6110,P6120,P6125,P6160,P6170,P6175,P6210,P6210S1,P6220,P6269,AREA,ESC,MES,DPTO,fex_c_2011
5369621,1,1,1,10,1,2,1,1979,42,1,6,,4,3,,3,,,,,,1,,,,1,,1,,,,2,1,,,1,1,36000,2,1,2,,6,2,3,,52,13,02,52,240.53749669
5369621,1,2,1,10,2,2,3,2006,14,3,6,,6,2,,1,1,,,,,,,,,,1,1,,,,,1,,,2,5,,2,1,1,1,4,9,,,52,9,02,52,240.53749669
5369621,1,3,1,10,1,1,11,2015,5,3,6,,,2,,1,1,,,,,,,,,,,,,,,,1,,,1,5,,2,1,1,2,2,0,,,52,0,02,52,240.53749669
5369621,2,1,2,10,1,1,12,1983,37,1,6,,4,2,,3,,,,1,,,,,,,,1,,,,1,1,,,1,1,36000,2,1,2,,6,8,4,,52,19,02,52,240.53749669
5369622,1,1,1,10,2,1,4,1979,41,1,6,,3,2,,2,,1,2,,,,1,,,,,1,,,,2,1,,,1,5,,2,1,2,,5,11,2,,54,11,02,54,364.24381485
5369622,1,2,1,10,2,2,6,1973,47,2,6,,3,3,,3,,1,1,,,,1,,,,,1,,,,,1,,,1,3,113500,2,1,2,,5,11,2,,54,11,02,54,364.24381485
5369624,1,1,1,10,1,2,5,1958,62,1,6,,4,3,,2,,,,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,5,11,2,,54,11,02,54,408.00507618
5369624,1,2,1,10,2,1,11,1985,35,3,6,,6,2,,1,1,,,,,1,1,,,,,1,,,,,1,,,1,3,113500,2,1,2,,6,5,4,,54,16,02,54,408.00507618
5369626,1,1,1,10,2,2,10,1938,82,1,6,,5,3,,3,,,,,,,,,,,,,,1,,2,1,,,1,3,113500,2,1,2,,4,7,,,54,7,02,54,287.50190261
5369626,1,2,1,10,2,2,11,1969,51,3,5,,4,3,,1,1,,,,,,,,,,,1,,,,,1,,,1,3,113500,2,1,2,,6,7,5,,54,18,02,54,287.50190261
5369627,1,1,1,10,1,1,6,1980,40,1,6,,6,2,,2,,,,,,,1,,,,,1,,,,2,1,,,1,1,36500,2,1,2,,5,11,2,,54,11,02,54,431.30437321
5369632,1,1,1,10,1,1,6,1978,42,1,6,,2,2,,2,,1,2,,,,,,,,,,,1,,1,1,,,3,,,2,2,2,,1,0,,,54,0,02,54,408.00507618
5369632,1,2,1,10,2,2,9,1965,55,2,6,,2,3,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,3,,,54,3,02,54,408.00507618
5369635,1,1,1,10,1,2,10,1975,45,1,6,,4,1,3,2,,,,,,1,,,,1,,1,,,,2,1,,,3,,,2,1,2,,3,3,,,54,3,02,54,277.25293792
5369635,1,2,1,10,1,1,1,2004,17,3,6,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,8,,,54,8,02,54,277.25293792
5369635,1,3,1,10,3,1,10,1947,73,5,6,,4,3,,3,,,,,,,,,,,,,,1,,,1,,,3,,,2,2,2,,1,0,,,54,0,02,54,277.25293792
5369635,1,4,1,10,1,2,9,2012,8,5,6,,,2,,2,,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,2,,,54,2,02,54,277.25293792
5369635,1,5,1,10,5,2,3,1995,25,5,6,,2,2,,2,,2,,,,1,,,,,,1,,,,,1,,,1,1,40000,2,1,2,,5,11,2,,54,11,02,54,277.25293792
5369635,1,6,1,10,5,1,4,2015,5,5,6,,,2,,1,5,,,,,,,,,,,,,,,,1,,,1,5,,2,2,1,1,3,0,,,54,0,02,54,277.25293792
5369636,1,1,1,10,1,1,7,1964,56,1,6,,3,2,,3,,1,2,,1,1,,,,1,,1,,,,2,1,,,1,3,113500,2,1,2,,5,11,2,,54,11,02,54,308.26192662
5369636,1,2,1,10,2,2,9,1981,39,2,6,,3,3,,2,,1,1,,1,,,,,,,1,,,,,1,,,3,,,2,1,2,,5,11,2,,54,11,02,54,308.26192662
5369637,1,1,1,10,8,2,11,1956,64,1,6,,4,3,,3,,,,,1,1,,,,,,1,,,,1,1,,,3,,,2,2,2,,1,0,,,54,0,02,54,426.96672611
5369637,1,2,1,10,2,2,4,1991,29,3,6,,6,2,,1,1,,,,,,1,,,,,1,,,,,1,,,3,,,2,1,2,,5,11,2,,54,11,02,54,426.96672611
5369637,1,3,1,10,8,1,11,1994,26,3,6,,6,2,,1,1,,,,,,,,,,,,,1,,,2,2,,,,,1,2,2,,1,0,,,54,0,02,54,426.96672611
5369637,1,4,1,10,4,2,5,1974,46,3,6,,4,2,,1,1,,,,,,1,,,,,,,,,,1,,,3,,,2,1,2,,3,5,,,54,5,02,54,426.96672611
5369637,1,5,1,10,5,2,6,1999,21,4,6,,6,3,,1,4,,,,,1,,1,,,,1,1,,SUSPENDIO CLASES EN LA INSTITUCION DONDE ESTUDIABA,,1,,,3,,,2,1,2,,5,11,2,,54,11,02,54,426.96672611
5369637,1,6,1,10,5,2,3,2005,15,4,6,,6,3,,1,4,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,8,,,54,8,02,54,426.96672611
5369637,1,7,1,10,5,1,4,2007,13,4,6,,6,2,,1,4,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,8,,,54,8,02,54,426.96672611
5369637,1,8,1,10,8,2,7,1983,37,3,6,,5,2,,2,,,,,,1,,,,,,1,,,,,1,,,3,,,2,1,2,,3,5,,,54,5,02,54,426.96672611
5369637,1,9,1,10,8,2,7,2004,16,4,6,,6,3,,1,8,,,,,,,,,,1,1,,,,,1,,,3,,,2,1,2,,5,11,2,,54,11,02,54,426.96672611
5369637,1,10,1,10,11,2,3,2004,16,4,6,,6,2,,2,,,,,,,,,,,1,,,,,,2,2,,,,,2,1,2,,5,11,2,,54,11,02,54,426.96672611
5369637,1,11,1,10,11,2,12,2002,18,5,6,,2,2,,2,,2,,,,,,,,,,,,1,,,2,2,,,,,2,1,2,,5,11,2,,54,11,02,54,426.96672611
5369638,1,1,1,10,1,1,5,1975,45,1,6,,2,3,,2,,1,2,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,5,11,2,,54,11,02,54,409.86915307
5369638,1,2,1,10,2,2,7,1984,36,2,6,,2,2,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,54,11,02,54,409.86915307
5369638,1,3,1,10,3,1,7,2002,18,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,6,1,2,2,54,12,02,54,409.86915307
5369638,1,4,1,10,2,1,12,2003,17,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,54,11,02,54,409.86915307
5369638,1,5,1,10,2,1,1,2006,15,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,9,,,54,9,02,54,409.86915307
5369639,1,1,1,10,1,1,9,1984,36,1,6,,2,2,,2,,1,2,,,,,,,,,1,,,,1,1,,,3,,,2,1,2,,5,11,2,,54,11,02,54,493.13447259
5369639,1,2,1,10,2,2,2,1998,23,2,6,,2,2,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,54,11,02,54,493.13447259
5369639,1,3,1,10,2,1,6,2013,7,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,1,,,54,1,02,54,493.13447259
5369639,1,4,1,10,2,2,7,2019,1,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,54,,02,54,493.13447259
5369642,1,1,1,10,1,1,4,1968,52,1,6,,2,3,,3,,1,2,,1,1,1,,,,,1,,,,1,1,,,3,,,2,1,2,,3,4,,,54,4,02,54,510.77221889
5369642,1,2,1,10,2,2,8,1972,48,2,6,,2,2,,3,,1,1,,1,1,1,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,54,0,02,54,510.77221889
5369642,1,3,1,10,3,1,10,1998,22,3,6,,6,1,1,1,2,,,,,,,,,1,,,,,,,1,,,3,,,2,1,2,,5,11,2,,54,11,02,54,510.77221889
5369642,1,4,1,10,2,2,1,2005,16,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,4,8,,,54,8,02,54,510.77221889
5369642,2,1,2,10,1,1,3,1996,24,1,6,,1,2,,2,,1,2,,,1,,,,,,,,,,2,1,,,1,1,36342,2,1,2,,5,11,2,,54,11,02,54,510.77221889
5369642,2,2,2,10,1,2,4,2003,17,2,6,,1,2,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,4,7,,,54,7,02,54,510.77221889
5369642,2,3,2,10,1,2,1,2021,0,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,2,2,,,,,2,,,,,,,,54,,02,54,510.77221889
5369644,1,1,1,10,1,2,3,1946,74,1,6,,5,3,,3,,,,,,1,,,,,,1,,,,1,1,,,3,,,2,2,2,,1,0,,,54,0,02,54,424.80402516
5369644,1,2,1,10,2,1,3,1974,46,3,6,,6,3,,1,1,,,,,,1,,,,,,,,,,1,,,3,,,2,1,2,,3,3,,,54,3,02,54,424.80402516
5369644,1,3,1,10,3,1,1,2003,18,4,6,,6,2,,2,,,,,,,,1,,,,1,1,,NO HA PODIDO MATRICULARSE EN EL COLEGIO,,1,,,3,,,2,1,2,,4,9,,,54,9,02,54,424.80402516
5369644,2,1,2,10,2,1,8,1975,45,1,6,,2,3,,2,,1,2,,,,1,,,,,,,,,2,2,1,1,,,,2,1,2,,3,5,,,54,5,02,54,424.80402516
5369644,2,2,2,10,2,2,2,1984,36,2,6,,2,3,,2,,1,1,,,,1,,,,,,,,,,1,,,1,5,,2,1,2,,3,5,,,54,5,02,54,424.80402516
5369644,2,3,2,10,2,1,9,2007,13,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,2,1,1,,,,2,1,1,1,4,7,,,54,7,02,54,424.80402516
5369645,1,1,1,10,1,1,9,1952,68,1,6,,3,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,3,3,,,54,3,02,54,405.46580315
5369645,1,2,1,10,2,2,4,1957,63,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,4,,,54,4,02,54,405.46580315
5369645,1,3,1,10,2,1,3,1979,41,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,2,2,,,,,2,1,2,,3,3,,,54,3,02,54,405.46580315
5369646,1,1,1,10,1,1,6,1963,57,1,6,,2,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,3,5,,,54,5,02,54,440.33359019
5369646,1,2,1,10,2,2,7,1972,48,2,6,,2,3,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,3,,,54,3,02,54,440.33359019
5369646,1,3,1,10,3,2,7,1990,30,3,6,,2,1,1,1,2,1,4,,,,,,,,,,,1,,,1,,,3,,,2,1,1,1,6,2,2,2,54,13,02,54,440.33359019
5369646,1,4,1,10,3,1,10,1988,32,5,6,,2,2,,2,,1,3,,,,,,,,,,,1,,,1,,,1,1,36800,2,1,2,,5,11,2,,54,11,02,54,440.33359019
5369646,1,5,1,10,3,1,2,2009,12,4,6,,6,1,4,1,3,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,6,,,54,6,02,54,440.33359019
5369646,1,6,1,10,3,1,10,2011,9,4,6,,,1,4,1,3,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,3,,,54,3,02,54,440.33359019
5369646,1,7,1,10,7,1,8,1994,26,3,6,,4,1,1,1,2,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,54,11,02,54,440.33359019
5369646,1,8,1,10,8,1,8,1998,22,3,6,,2,1,1,1,2,1,9,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,54,11,02,54,440.33359019
5369646,1,9,1,10,9,2,12,2001,19,5,6,,2,2,,2,,1,8,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,54,11,02,54,440.33359019
5369646,1,10,1,10,8,2,1,2017,4,4,6,,,1,8,1,9,,,,,,,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,54,0,02,54,440.33359019
5369647,1,1,1,10,1,1,8,1968,52,1,6,,3,3,,3,,1,2,1,,,,,,,,,,,,2,1,,,1,5,,2,1,2,,3,4,,,54,4,02,54,394.66070699
5369647,1,2,1,10,2,2,9,1976,44,2,6,,3,2,,2,,1,1,1,,,,,,,,,,,,,1,,,1,5,,2,1,2,,3,5,,,54,5,02,54,394.66070699
5369647,1,3,1,10,2,1,12,2003,17,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,9,,,54,9,02,54,394.66070699
5369647,1,4,1,10,2,1,4,2008,12,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,0,,,54,5,02,54,394.66070699
5369648,1,1,1,10,1,2,12,1939,81,1,6,,5,3,,3,,,,,1,1,,,,,,1,,,,1,1,,,3,,,2,2,2,,1,0,,,54,0,02,54,408.00507618
5369648,1,2,1,10,2,1,7,1973,47,3,6,,6,2,,1,1,,,,1,1,,,,1,,1,,,,,2,2,,,,,2,2,2,,1,0,,,54,0,02,54,408.00507618
5369649,1,1,1,10,1,1,11,1965,55,1,6,,2,3,,2,,1,2,,,,1,,,,,,,,,2,1,,,3,,,2,1,2,,3,2,,,54,2,02,54,442.83969609
5369649,1,2,1,10,2,2,6,1972,48,2,6,,2,2,,3,,1,1,,,,1,,,,,,,,,,1,,,3,,,2,1,2,,3,5,,,54,5,02,54,442.83969609
5369649,1,3,1,10,3,1,1,1993,28,3,6,,6,1,1,1,2,,,,,,1,,,,,1,,,,,1,,,1,1,36500,2,1,2,,5,11,2,,54,11,02,54,442.83969609
5369649,1,4,1,10,4,1,6,1994,26,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,54,11,02,54,442.83969609
5369649,1,5,1,10,5,2,12,1996,24,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,54,11,02,54,442.83969609
5369649,1,6,1,10,1,1,11,2011,9,9,6,,,2,,2,,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,3,,,54,3,02,54,442.83969609
5369650,1,1,1,10,1,2,1,1985,36,1,6,,1,3,,2,,1,2,,1,1,,,,,,1,,,,1,1,,,3,,,2,1,2,,3,5,,,54,5,02,54,385.08693844
5369650,1,2,1,10,2,1,2,1980,41,2,6,,1,2,,2,,1,1,1,1,1,1,,,,,1,,,,,1,,,3,,,2,1,2,,3,3,,,54,3,02,54,385.08693844
5369650,1,3,1,10,1,1,9,2010,10,3,6,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,3,,,2,2,1,1,3,0,,,54,0,02,54,385.08693844
5369650,1,4,1,10,1,2,10,2017,3,3,6,,,2,,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,54,0,02,54,385.08693844
5369653,1,1,1,10,1,1,12,1955,65,1,6,,3,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,6,2,2,2,54,13,02,54,406.68036542
5369653,1,2,1,10,1,2,8,1959,61,2,6,,3,3,,3,,1,1,,,,,,,,,1,,,,,1,,,3,,,2,1,2,,5,11,2,,54,11,02,54,406.68036542
5369653,1,3,1,10,3,1,9,1987,33,3,6,,2,1,1,1,2,1,4,1,,,1,,,,,,,,,,1,,,1,1,35200,2,1,2,,5,11,2,,54,11,02,54,406.68036542
5369653,1,4,1,10,4,2,4,1989,31,5,6,,2,2,,2,,1,3,,,,,1,,1,,,,,,,1,,,1,5,,2,1,2,,6,3,3,,54,14,02,54,406.68036542
5369653,1,5,1,10,3,2,3,2009,11,4,6,,6,1,3,1,4,,,,,,,,,,1,1,,,,,1,,,1,5,,2,1,1,1,3,4,,,54,4,02,54,406.68036542
5369653,1,6,1,10,3,2,9,2013,7,4,6,,,1,3,1,4,,,,,,,,,,,,,,,,1,,,1,5,,2,1,1,1,3,2,,,54,2,02,54,406.68036542
5369654,1,1,1,10,1,2,8,1932,88,1,6,,5,3,,3,,,,,,,,,,,,,,1,,2,1,,,1,2,312500,2,1,2,,5,11,2,,54,11,02,54,340.94451782
5369654,1,2,1,10,2,2,10,1972,48,6,6,,2,3,,2,,1,3,,,,,,,,,,,1,,,2,2,,,,,2,1,2,,5,11,2,,54,11,02,54,340.94451782
5369654,1,3,1,10,3,1,11,1986,34,6,6,,2,3,,2,,1,2,,,,,,,,,1,,,,,2,2,,,,,2,1,2,,6,3,3,,54,14,02,54,340.94451782
5369655,1,1,1,10,3,2,1,1934,87,1,6,,5,3,,3,,,,,,,,,,,,,,1,,2,1,,,1,2,98,2,1,2,,3,2,,,54,2,02,54,264.20260557
5369655,1,2,1,10,2,2,11,1964,56,3,6,,6,3,,1,1,,,,,,1,,,,,,,,,,1,,,1,3,250000,2,1,2,,6,7,5,,54,18,02,54,264.20260557
5369655,1,3,1,10,3,2,6,1968,52,3,6,,6,3,,1,1,,,,,,,,,,,,,1,,,1,,,1,3,260000,2,1,1,1,6,9,3,,54,20,02,54,264.20260557
5369656,1,1,1,10,1,1,1,1983,38,1,6,,2,2,,2,,1,2,,,,,,,,,,,1,,2,2,2,,,,,2,1,2,,3,5,,,54,5,02,54,419.22449876
5369656,1,2,1,10,2,2,2,1994,27,2,6,,2,2,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,54,11,02,54,419.22449876
5369656,1,3,1,10,2,1,10,2014,6,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,2,2,,2,1,,,54,0,02,54,419.22449876
5369656,1,4,1,10,2,2,11,2015,5,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,54,0,02,54,419.22449876
5369656,1,5,1,10,2,2,2,2017,4,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,54,0,02,54,419.22449876
5369657,1,1,1,10,2,1,12,1970,50,1,6,,3,3,,2,,1,2,,,1,1,,,,,1,,,,2,2,1,72,,,,2,1,2,,5,11,2,,54,11,02,54,391.93635391
5369657,1,2,1,10,2,2,10,1970,50,2,6,,3,2,,3,,1,1,,,,,1,,1,,1,,,,,2,1,72,,,,1,1,2,,6,3,3,,54,14,02,54,391.93635391
5369657,1,3,1,10,3,2,2,1998,22,3,6,,6,1,1,1,2,,,,,,,,,,1,1,,,,,1,,,3,,,2,1,2,,6,2,2,2,54,13,02,54,391.93635391
5369657,1,4,1,10,2,1,1,2011,10,3,6,,6,1,1,1,2,,,,,,,,,,1,1,,,,,2,1,72,,,,1,1,1,1,3,4,,,54,4,02,54,391.93635391
5369658,1,1,1,10,1,2,10,1988,32,1,6,,6,2,,2,,,,1,,1,,,,,,1,,,,2,1,,,3,,,2,1,2,,5,11,2,,54,11,02,54,310.80119965
5369659,1,1,1,10,1,1,8,1953,67,1,6,,4,3,,3,,,,,,,,,,,,,,1,,2,1,,,1,3,112000,2,1,2,,3,5,,,54,5,02,54,375.32248498
5369660,1,1,1,10,1,1,6,1970,50,1,6,,2,3,,2,,1,2,,,,,,,,,,,1,,2,2,2,,,,,2,1,2,,6,5,4,,54,16,02,54,379.45226092
5369660,1,2,1,10,2,2,11,1975,45,2,6,,2,2,,3,,1,1,,,,,,,,,,,1,,,1,,,1,1,36000,2,1,2,,5,11,2,,54,11,02,54,379.45226092
5369660,1,3,1,10,2,1,4,2007,13,3,6,,6,2,,1,2,,,,,,,,,,1,,,,,,2,2,,,,,2,1,1,1,4,7,,,54,7,02,54,379.45226092
5369662,1,1,1,10,3,1,10,1937,83,1,6,,3,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,1,2,181250,2,1,2,,5,11,2,,54,11,02,54,326.18461788
5369662,1,2,1,10,3,2,7,1942,78,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,4,6,,,54,6,02,54,326.18461788
5369662,1,3,1,10,3,2,5,1962,58,3,6,,6,1,1,1,2,,,,,,,,,,,1,,,,,1,,,1,3,36800,2,1,2,,6,5,4,,54,16,02,54,326.18461788
5369662,1,4,1,10,3,1,4,1964,56,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,4,9,,,54,9,02,54,326.18461788
5369663,1,1,1,10,1,2,8,1954,66,1,6,,4,3,,3,,,,,1,1,1,,,,,,,,,2,1,,,3,,,2,1,2,,3,5,,,54,5,02,54,417.98306326
5369663,1,2,1,10,1,1,10,1988,32,3,6,,6,2,,1,1,,,,,,1,,,,,,,,,,1,,,1,3,265000,2,1,2,,5,11,2,,54,11,02,54,417.98306326
5369663,1,3,1,10,3,2,2,1983,37,3,6,,4,2,,1,1,,,,,,,,,,,,,1,,,1,,,1,3,121000,2,1,2,,6,1,3,,54,12,02,54,417.98306326
5369663,1,4,1,10,3,2,1,2005,16,4,6,,6,2,,1,3,,,,,,,,,,1,1,,,,,1,,,1,5,,2,1,1,1,5,10,1,,54,10,02,54,417.98306326
5369663,1,5,1,10,3,1,11,2011,9,4,6,,,2,,1,3,,,,,,,,,,,,,,,,1,,,1,5,,2,1,1,1,3,3,,,54,3,02,54,417.98306326
5369663,1,6,1,10,3,2,10,2013,7,4,6,,,2,,1,3,,,,,,,,,,,,,,,,1,,,1,5,,2,1,1,1,3,1,,,54,1,02,54,417.98306326
5369663,1,7,1,10,1,1,6,2006,14,4,6,,6,2,,3,,,,,,,,,,,,1,,,,,1,,,3,,,2,1,2,,4,7,,,54,7,02,54,417.98306326
5369664,1,1,1,10,1,1,1,1994,27,1,6,,2,3,,3,,1,2,,1,,1,,,,,1,,,,2,1,,,3,,,2,1,2,,6,1,2,2,54,12,02,54,506.42890932
5369664,1,2,1,10,2,2,7,1997,23,2,6,,2,3,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,54,11,02,54,506.42890932
5369664,1,3,1,10,2,2,2,2017,3,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,2,1,1,2,0,,,54,0,02,54,506.42890932
5369665,1,1,1,10,1,1,10,1983,37,1,6,,3,3,,3,,1,2,,,,,,,,,1,,,,2,1,,,1,1,36400,2,1,2,,5,11,2,,54,11,02,54,350.94937812
5369665,1,2,1,10,2,2,12,1989,31,2,6,,3,2,,2,,1,1,,,,,,,,,,,1,,,1,,,1,1,36400,2,1,2,,5,11,2,,54,11,02,54,350.94937812
5369665,1,3,1,10,2,1,2,2015,5,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,1,5,,2,1,1,1,3,0,,,54,0,02,54,350.94937812
5369666,1,1,1,10,1,1,2,1959,62,1,6,,3,3,,3,,1,2,,,,1,,,,,1,,,,2,1,,,2,2,56800,2,1,2,,4,6,,,54,6,02,54,271.66819285
5369666,1,2,1,10,2,2,11,1957,63,2,6,,3,3,,3,,1,1,,,,1,,,,,1,,,,,1,,,2,2,56800,2,1,2,,4,9,,,54,9,02,54,271.66819285
5369666,1,3,1,10,3,2,5,1992,28,3,6,,6,1,1,1,2,,,,,,,1,,1,,1,,,,,1,,,1,3,113500,2,1,2,,6,5,4,,54,16,02,54,271.66819285
5369666,1,4,1,10,3,1,2,2019,2,4,6,,,2,,1,3,,,,,,,,,,,,,,,,1,,,1,5,,2,,,,,,,,54,,02,54,271.66819285
5369667,1,1,1,10,1,1,4,1946,74,1,6,,3,3,,3,,1,2,,,,,,,,,1,,,,2,1,,,1,2,113600,2,1,2,,3,4,,,54,4,02,54,207.03693472
5369667,1,2,1,10,2,2,7,1950,70,2,6,,3,3,,3,,1,1,,,,,,,,,1,,,,,1,,,1,5,,2,1,2,,3,4,,,54,4,02,54,207.03693472
5369667,1,3,1,10,3,2,5,1969,51,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,1,1,36400,2,1,2,,6,5,4,,54,16,02,54,207.03693472
5369667,1,4,1,10,4,2,1,1989,32,3,6,,6,1,1,1,2,,,,,,,,,,,1,,,,,1,,,1,1,98,2,1,2,,6,5,4,,54,16,02,54,207.03693472
5369667,1,5,1,10,5,2,4,1971,49,3,6,,4,1,1,1,2,,,,,,,,,,,1,,,,,1,,,1,3,526000,2,1,2,,6,5,4,,54,16,02,54,207.03693472
5369667,1,6,1,10,2,1,7,2004,16,4,6,,6,2,,1,5,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,2,4,9,,,54,9,02,54,207.03693472
5369667,1,7,1,10,2,2,12,2005,15,4,6,,6,2,,1,5,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,2,4,9,,,54,9,02,54,207.03693472
5369668,1,1,1,10,1,2,6,1968,52,1,6,,5,3,,2,,,,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,3,5,,,54,5,02,54,439.36835096
5369668,1,2,1,10,1,1,3,1991,29,3,6,,6,3,,1,1,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,54,11,02,54,439.36835096
5369668,1,3,1,10,1,2,4,1998,22,3,6,,6,3,,1,1,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,54,11,02,54,439.36835096
5369668,1,4,1,10,1,2,6,2009,11,4,6,,6,2,,2,,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,0,,,54,5,02,54,439.36835096
5369669,1,1,1,10,1,2,3,1967,53,1,6,,2,3,,2,,1,2,1,1,1,1,,,,,1,,,,1,2,2,,,,,1,1,2,,4,6,,,54,6,02,54,423.97220254
5369669,1,2,1,10,2,1,1,1969,52,2,6,,2,3,,2,,1,1,,1,1,,,,1,,1,,,,,2,2,,,,,2,1,2,,5,11,2,,54,11,02,54,423.97220254
5369669,1,3,1,10,1,1,2,2006,14,3,6,,6,2,,1,1,,,,,,,,,,,,,1,,,2,2,,,,,2,1,2,,4,7,,,54,7,02,54,423.97220254
5369669,1,4,1,10,4,2,1,1990,31,3,6,,4,2,,1,1,,,1,,1,1,,,,,1,,,,,2,2,,,,,1,1,2,,4,7,,,54,7,02,54,423.97220254
5369669,1,5,1,10,4,2,10,2005,15,4,6,,6,2,,1,4,,,,,,,,,,,,,1,,,2,2,,,,,2,1,2,,4,8,,,54,8,02,54,423.97220254
5369669,1,6,1,10,4,1,12,2007,13,4,6,,6,2,,1,4,,,,,,,,,,,,,1,,,2,2,,,,,2,1,2,,3,5,,,54,5,02,54,423.97220254
5369669,1,7,1,10,7,2,3,1999,21,3,6,,4,2,,1,1,,,,,,1,,,,,,,,,,2,2,,,,,2,1,2,,4,7,,,54,7,02,54,423.97220254
5369669,1,8,1,10,7,1,6,2013,7,4,6,,,3,,1,7,,,,,,,,,,,,,,,,2,2,,,,,2,2,2,,2,1,,,54,0,02,54,423.97220254
5369669,1,9,1,10,9,2,5,2000,20,3,6,,4,2,,1,1,,,,,,1,,,,,1,,,,,2,2,,,,,2,1,2,,4,7,,,54,7,02,54,423.97220254
5369669,1,10,1,10,9,1,9,2018,2,4,6,,,2,,1,9,,,,,,,,,,,,,,,,2,2,,,,,1,,,,,,,,54,,02,54,423.97220254
