DIRECTORIO,SECUENCIA_P,P5000,P5010,P5020,P5030,P5040,P5050,P5070,P5080,P5090,P5090S1,P5100,P5110,P5130,P5140,P5210S1,P5210S2,P5210S3,P5210S4,P5210S5,P5210S6,P5210S7,P5210S8,P5210S9,P5210S10,P5210S11,P5210S14,P5210S15,P5210S16,P5210S17,P5210S18,P5210S19,P5210S20,P5210S21,P5210S22,P5210S24,P5220,P5220S1,P6008,P6007,P6007S1,HOGAR,P4000,P4010,P4020,P4030S1,P4030S1A1,P4030S2,P4030S3,P4030S4,P4030S4A1,P4030S5,P4040,REGIS,CLASE,MES,DPTO,fex_c_2011
5379432,1,5,2,1,1,3,1,1,4,1,,,15000000,150000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,3,2,,1,1,1,2,1,1,2,1,2,,1,2,01,2,02,18,271.46667558
5379433,1,3,2,1,1,3,1,1,4,1,,,15000000,90000,,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,4,2,,1,1,5,2,1,1,2,1,2,,1,2,01,2,02,18,271.46667558
5379434,1,5,1,1,1,3,1,1,4,3,,,,,200000,2,2,2,2,1,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,,1,1,1,2,1,1,2,1,2,,1,2,01,2,02,18,320.18963134
5379435,1,4,1,1,1,3,1,1,4,1,,,32000000,200000,,2,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,1,1,1,2,,1,1,1,4,1,1,2,1,2,,1,2,01,2,02,18,418.13425846
5379436,1,3,1,1,1,3,1,1,4,1,,,18000000,120000,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,2,,1,2,1,2,1,1,2,1,2,,1,2,01,2,02,18,464.89732059
5379437,1,3,1,1,1,3,1,1,4,4,,,,150000,,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,3,1,1,1,4,1,1,2,1,2,,1,2,01,2,02,18,584.06243544
5379438,1,3,1,1,1,3,1,1,4,3,,,,,150000,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,,1,2,1,2,1,1,2,1,2,,1,2,01,2,02,18,361.31871563
5379439,1,1,1,1,1,3,1,6,,4,,,,50000,,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,1,2,1,4,1,1,2,1,2,,1,2,01,2,02,18,597.82238575
5379440,1,4,2,1,1,3,1,1,4,4,,,,400000,,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,3,3,2,,1,1,1,4,1,1,2,1,2,,1,2,01,2,02,18,304.98215777
5379441,1,4,3,1,1,3,1,1,4,1,,,25000000,100000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,6,2,,1,1,1,4,1,1,2,1,2,,1,2,01,2,02,18,349.33921037
5379443,1,5,3,1,1,3,1,1,4,4,,,,300000,,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,5,2,,1,1,1,4,1,1,2,1,2,,1,2,01,2,02,18,414.76022697
5379444,1,6,1,1,1,3,1,1,4,1,,,30000000,250000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,1,1,1,2,1,1,2,1,2,,1,2,01,2,02,18,418.13425846
5379445,1,1,1,1,1,3,1,2,4,1,,,6000000,100000,,2,2,2,2,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,2,2,,1,1,5,2,1,1,2,1,2,,1,2,01,2,02,18,271.46667558
5379446,1,1,1,1,1,3,1,1,4,3,,,,,80000,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,2,,1,1,1,2,1,1,2,1,2,,1,2,01,2,02,18,1085.8667023
5379447,1,2,1,1,1,3,1,1,4,1,,,2000000,50000,,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,2,,1,1,5,2,1,1,2,1,2,,1,2,01,2,02,18,464.89732059
5379448,1,4,2,1,1,3,1,1,5,1,,,15000000,100000,,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,,1,1,5,2,1,1,2,1,2,,1,2,01,2,02,18,519.78635519
5379449,1,3,1,1,1,3,1,1,4,1,,,6000000,50000,,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,1,1,5,3,1,1,2,1,2,,1,2,01,2,02,18,584.06243544
5379450,1,2,1,1,1,3,1,1,4,4,,,,80000,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,2,,1,1,5,2,1,1,2,1,2,,1,2,01,2,02,18,597.3250842
5379451,1,4,1,2,1,4,4,1,5,4,,,,150000,,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,,1,1,1,4,1,1,2,2,2,,2,,01,2,02,18,506.02640488
5379452,1,3,2,2,1,4,3,1,5,1,,,5000000,120000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,5,2,,1,1,5,2,1,1,2,2,2,,2,,01,2,02,18,759.71057985
5379453,1,4,2,2,1,4,3,1,4,4,,,,300000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,3,2,,1,1,1,4,1,1,2,2,2,,2,,01,2,02,18,416.20775023
5379454,1,1,1,2,1,4,3,1,4,4,,,,100000,,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,3,2,,1,1,5,2,1,1,2,2,2,,2,,01,2,02,18,806.30885369
5379455,1,3,2,2,1,4,3,1,5,1,,,3000000,100000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,5,2,,1,1,5,1,1,1,2,2,2,,2,,01,2,02,18,928.70193685
5379456,1,3,1,2,1,4,3,1,5,1,,,7000000,150000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,4,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,02,18,597.3250842
5379457,1,3,1,2,1,4,2,1,5,4,,,,100000,,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,,1,1,5,2,1,1,2,2,2,,2,,01,2,02,18,597.82238575
5379458,1,2,1,2,1,4,4,1,5,1,,,5000000,150000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,3,2,,1,1,5,2,1,1,2,2,2,,2,,01,2,02,18,416.20775023
5379459,1,3,2,3,1,4,6,1,5,1,,,2000000,50000,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,5,2,,1,1,5,1,2,,2,2,2,,2,,01,2,02,18,638.45416848
5379460,1,1,1,2,1,4,4,1,5,4,,,,80000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,1,1,5,2,1,1,2,2,2,,2,,01,2,02,18,418.13425846
5379461,1,4,1,3,1,4,2,1,4,4,,,,100000,,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,3,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,02,18,941.32521538
5379462,1,3,2,2,1,4,2,1,5,1,,,5000000,100000,,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,8,2,,1,1,5,3,1,1,2,2,2,,2,,01,2,02,18,1046.8768516
5379463,1,4,2,2,1,4,3,1,4,3,,,,,150000,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,3,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,02,18,416.20775023
5379464,1,2,1,2,1,4,2,1,5,4,,,,50000,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,3,2,,1,1,5,3,1,1,2,2,2,,2,,01,2,02,18,806.30885369
5379465,1,7,2,2,1,4,3,1,4,4,,,,150000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,5,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,02,18,1085.8667023
5379466,1,2,1,2,1,4,2,1,5,4,,,,60000,,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,,1,1,5,3,1,1,2,2,2,,2,,01,2,02,18,340.0982279
5379467,1,3,2,2,1,4,4,1,5,1,,,3000000,100000,,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,3,2,,1,1,5,1,1,1,2,2,2,,2,,01,2,02,18,520.7365769
5379468,1,3,2,2,1,4,2,1,5,1,,,2000000,100000,,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,2,,1,1,5,2,1,1,2,2,2,,2,,01,2,02,18,607.35590311
5379469,1,4,1,2,1,4,4,1,4,4,,,,100000,,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,02,18,340.0982279
5379470,1,3,1,2,1,4,2,1,5,4,,,,100000,,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,1,1,1,4,1,1,2,2,2,,2,,01,2,02,18,418.13425846
5379471,1,4,3,2,1,4,3,1,4,1,,,20000000,200000,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,3,5,2,,1,1,1,4,1,1,2,2,2,,2,,01,2,02,18,527.22857602
5379472,1,3,2,3,1,4,6,1,5,1,,,5000000,100000,,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,2,,1,1,5,1,1,1,2,2,2,,2,,01,2,02,18,873.81290225
5379473,1,3,1,2,1,4,2,1,5,1,,,17000000,100000,,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,02,18,464.89732059
5379474,1,4,1,2,1,3,2,1,4,1,,,75000000,200000,,2,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,,1,1,1,4,1,1,2,2,2,,2,,01,2,02,18,418.13425846
5379475,1,3,2,2,1,4,2,1,4,1,,,45000000,150000,,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,1,1,2,4,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,02,18,359.87119237
5379476,1,3,1,2,1,3,2,1,4,4,,,,200000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,3,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,02,18,427.99037432
5379477,1,3,2,2,1,3,2,1,4,4,,,,120000,,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,4,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,02,18,271.46667558
5379478,1,4,1,2,1,3,2,1,4,1,,,79000000,160000,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,1,1,1,2,2,,1,1,1,4,1,1,2,2,2,,2,,01,2,02,18,271.46667558
5379479,1,3,1,2,1,4,2,1,5,1,,,40000000,250000,,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,02,18,340.0982279
5379480,1,3,2,2,1,4,6,1,4,2,,500000,30000000,250000,,2,2,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,3,4,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,02,18,816.04713771
5379481,1,3,2,2,1,4,2,1,4,2,,300000,63000000,600000,,2,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,1,2,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,02,18,361.31871563
5379482,1,2,1,2,1,4,4,1,4,3,,,,,100000,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,3,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,02,18,806.30885369
5379483,1,2,1,2,1,4,6,1,4,3,,,,,300000,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,3,4,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,02,18,271.46667558
5379484,1,5,4,3,1,4,6,1,4,1,,,20000000,600000,,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,5,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,02,18,316.14964847
5379485,1,3,2,2,1,4,6,1,5,4,,,,150000,,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,3,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,02,18,416.20775023
5379486,1,3,2,2,1,4,6,1,5,1,,,60000000,300000,,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,3,4,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,02,18,538.89336828
5379487,1,3,2,2,1,4,6,1,5,1,,,40000000,200000,,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,4,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,02,18,316.95123194
5379488,1,5,2,3,1,4,6,1,4,4,,,,250000,,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,4,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,02,18,1085.8667023
5379489,1,3,2,2,1,4,6,1,5,4,,,,100000,,2,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,02,18,375.07866594
5379490,1,4,2,2,1,4,6,1,4,1,,,45000000,200000,,2,1,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,5,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,02,18,303.53463451
5379491,1,2,1,2,1,4,6,1,4,4,,,,150000,,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,02,18,527.72587758
5379492,1,3,2,2,1,4,6,1,4,4,,,,300000,,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,3,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,02,18,271.46667558
5379493,1,3,2,2,1,5,4,1,5,4,,,,150000,,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,5,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,02,18,414.76022697
5379494,1,3,2,2,1,3,6,1,4,1,,,48000000,250000,,2,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,4,2,,1,1,1,2,2,,2,2,2,,2,,01,2,02,18,816.04713771
5379495,1,3,2,2,1,4,6,1,5,4,,,,350000,,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,6,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,02,18,1085.8667023
5379496,1,2,1,2,1,3,2,1,5,4,,,,120000,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,02,18,418.13425846
5379497,1,4,2,2,1,3,6,1,4,4,,,,90000,,2,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,4,2,,1,1,5,2,1,1,2,2,2,,2,,01,2,02,18,704.82154525
5379498,1,4,1,2,1,3,6,1,4,1,,,12000000,80000,,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,,1,1,5,2,1,1,2,2,2,,2,,01,2,02,18,597.82238575
5379499,1,5,2,2,1,4,2,1,4,4,,,,80000,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,,1,1,5,2,1,1,2,2,2,,2,,01,2,02,18,361.7977006
5379500,1,3,1,2,1,3,6,1,4,1,,,15000000,50000,,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,02,18,418.13425846
5379501,1,2,1,2,1,3,2,1,4,4,,,,130000,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,02,18,271.46667558
5379502,1,3,2,2,1,3,2,1,5,4,,,,130000,,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,02,18,1085.8667023
5379503,1,4,3,2,1,3,4,1,4,1,,,16000000,70000,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,1,1,3,4,2,,1,1,5,2,1,1,2,2,2,,2,,01,2,02,18,271.46667558
5379504,1,5,3,2,1,4,2,1,5,4,,,,150000,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,5,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,02,18,580.02245256
5379505,1,5,3,2,1,3,2,1,4,4,,,,80000,,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,8,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,02,18,857.15790542
5379506,1,4,1,2,1,3,2,1,4,1,,,16000000,180000,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,1,1,2,2,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,02,18,340.0982279
5379507,1,5,3,3,1,4,4,1,5,4,,,,200000,,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,7,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,02,18,1734.7959067
5379508,1,2,1,2,1,4,4,1,4,1,,,35000000,150000,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,5,2,,1,1,1,2,1,9,2,2,2,,2,,01,2,02,18,2619.065271
5379509,1,3,2,2,1,4,4,1,5,4,,,,250000,,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,5,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,02,18,1894.7503262
5379510,1,3,2,2,1,4,4,1,5,1,,,30000000,160000,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,3,2,,1,1,5,2,2,,2,2,2,,2,,01,2,02,18,739.30041567
5379511,1,3,2,2,1,4,4,1,4,4,,,,200000,,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,5,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,02,18,1766.0555194
5379512,1,4,3,2,1,3,6,1,5,4,,,,70000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,4,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,02,18,1017.5306362
5379513,1,4,3,2,1,3,4,1,5,3,,,,,100000,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,4,5,2,,1,1,5,2,1,1,2,2,2,,2,,01,2,02,18,1582.7257297
5379514,1,3,1,2,1,3,3,1,5,1,,,36000000,200000,,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,1,2,1,2,1,1,2,3,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,02,18,2466.995094
5379515,1,4,3,2,1,3,2,1,5,3,,,,,200000,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,6,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,02,18,2044.2327111
5379516,1,4,3,2,1,3,3,1,5,4,,,,90000,,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,3,5,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,02,18,2371.8693016
5381937,1,3,1,1,1,1,1,1,3,1,,,30000000,150000,,2,1,1,2,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,,1,1,1,2,1,1,1,1,1,2,1,2,01,2,02,44,916.22938036
5382084,1,3,2,2,1,4,5,1,4,4,,,,400000,,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,1,1,11,2,,1,1,1,2,1,0,2,2,2,,2,,01,2,02,47,2890.4984387
5382087,1,4,3,2,1,4,9,5,5,4,,,,200000,,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,5,2,,1,1,1,2,1,0,2,2,2,,2,,01,2,02,47,1998.4740944
5382089,1,3,2,6,,4,9,2,5,5,,,,300000,,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,5,2,,1,1,8,1,1,0,2,2,2,,2,,01,2,02,47,3986.2074332
5382090,1,4,1,2,1,4,5,5,5,1,,,40000000,350000,,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,1,2,1,1,1,2,2,,1,1,1,2,1,0,2,2,2,,2,,01,2,02,47,2107.2294925
5382092,1,2,1,2,1,4,4,5,5,1,,,20000000,250000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,2,,1,1,1,2,1,0,2,2,2,,2,,01,2,02,47,2711.5529268
5382093,1,1,1,6,,3,9,5,5,5,,,,200000,,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,,3,2,,1,1,4,1,1,0,2,2,2,,2,,01,2,02,47,3739.2231675
5382094,1,2,1,2,1,4,4,5,5,1,,,15000000,200000,,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,1,2,,1,1,1,2,1,0,2,2,2,,2,,01,2,02,47,2058.2867395
5382095,1,3,2,2,1,4,9,1,3,5,,,,230000,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,6,2,,1,1,1,2,1,0,1,2,2,,2,,01,2,02,47,2794.0290977
5382177,1,3,1,2,1,1,1,1,1,4,,,,200000,,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,,1,2,,1,1,1,2,1,1,2,2,1,1,1,2,01,2,02,47,2442.3123784
5382178,1,2,1,6,,3,1,1,3,5,,,,200000,,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,5,2,,1,1,5,4,1,1,1,2,2,,1,2,01,2,02,47,4827.1977965
5382179,1,2,1,2,1,1,1,1,4,3,,,,,150000,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,5,2,,1,1,1,4,1,1,2,2,1,1,1,2,01,2,02,47,2439.3337326
5382180,1,4,3,2,1,3,1,1,3,5,,,,200000,,2,2,2,1,1,1,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,,4,2,,1,1,1,4,1,1,1,2,2,,1,2,01,2,02,47,3124.0421099
5382181,1,3,2,6,,3,1,1,3,5,,,,200000,,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,4,2,,1,1,5,1,1,1,1,2,2,,1,2,01,2,02,47,3124.0421099
5382182,1,2,1,6,,3,1,5,3,5,,,,98,,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,5,2,,1,1,8,1,1,1,1,2,2,,1,1,01,2,02,47,2439.3337326
5382183,1,3,2,3,1,2,1,1,4,3,,,,,180000,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,4,5,2,,1,1,1,4,1,1,2,2,2,,1,2,01,2,02,47,1602.8950608
5382184,1,3,2,2,1,1,1,1,5,5,,,,200000,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,2,2,,1,1,1,2,1,1,2,2,1,1,1,2,01,2,02,47,2107.2294925
5382185,1,1,1,2,1,1,1,6,,5,,,,200000,,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,1,5,2,,1,2,1,2,1,1,2,2,1,1,1,2,01,2,02,47,3098.6873045
5382186,1,4,2,2,1,3,1,4,3,3,,,,,150000,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,3,2,,1,1,1,2,1,1,1,2,2,,1,2,01,2,02,47,2625.0167873
5382187,1,3,2,3,1,1,1,1,4,1,,,20000000,180000,,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,2,4,2,,1,1,5,2,1,9,2,2,1,1,1,2,01,2,02,47,2885.1169286
5382188,1,2,1,6,,3,1,6,,3,,,,,30000,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,2,,1,1,5,1,1,1,2,2,2,,1,2,01,2,02,47,2711.5529268
5382189,1,4,3,2,1,1,1,1,4,5,,,,99,,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,1,1,1,2,2,1,1,5,2,,1,2,5,2,1,1,2,2,1,1,1,2,01,2,02,47,3145.2170699
5382190,1,2,2,2,1,3,1,1,3,5,,,,150000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,,7,2,,1,1,1,4,1,1,1,2,2,,1,2,01,2,02,47,3902.0017571
5382191,1,2,1,2,1,3,1,4,3,4,,,,70000,,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,6,2,,1,1,1,1,1,1,1,2,2,,1,2,01,2,02,47,4151.7123506
5382192,1,3,2,2,1,1,1,1,4,4,,,,180000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,1,4,2,,1,1,5,1,1,1,2,2,1,1,1,2,01,2,02,47,3726.1072919
5382193,1,3,1,2,1,1,1,1,4,1,,,20000000,150000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,,1,1,1,2,1,1,2,2,1,1,1,2,01,2,02,47,2378.0325217
5382194,1,3,2,2,1,3,1,1,3,5,,,,98,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,3,2,,1,1,1,1,1,1,1,2,2,,1,2,01,2,02,47,1436.2957381
5382195,1,4,2,2,1,3,1,4,3,5,,,,70000,,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,7,2,,1,1,1,2,1,1,1,2,2,,1,2,01,2,02,47,2322.3729141
5382196,1,3,2,2,1,3,1,1,3,5,,,,200000,,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,,6,2,,1,1,1,4,1,1,1,2,2,,1,2,01,2,02,47,1364.6102469
5382198,1,4,2,2,1,3,1,4,3,1,,,10000000,150000,,2,1,2,1,1,1,1,2,2,2,1,2,2,1,2,1,1,1,1,2,2,1,4,4,2,,1,1,1,2,1,1,1,2,2,,1,2,01,2,02,47,1949.5313415
