DIRECTORIO,SECUENCIA_P,P5000,P5010,P5020,P5030,P5040,P5050,P5070,P5080,P5090,P5090S1,P5100,P5110,P5130,P5140,P5210S1,P5210S2,P5210S3,P5210S4,P5210S5,P5210S6,P5210S7,P5210S8,P5210S9,P5210S10,P5210S11,P5210S14,P5210S15,P5210S16,P5210S17,P5210S18,P5210S19,P5210S20,P5210S21,P5210S22,P5210S24,P5220,P5220S1,P6008,P6007,P6007S1,HOGAR,P4000,P4010,P4020,P4030S1,P4030S1A1,P4030S2,P4030S3,P4030S4,P4030S4A1,P4030S5,P4040,REGIS,CLASE,MES,DPTO,fex_c_2011
5385651,1,3,3,3,1,1,1,1,4,4,,,,180000,,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,7,2,,1,1,5,3,1,2,2,2,1,1,1,2,01,2,02,15,3381.1175838
5385652,1,2,1,3,1,1,1,1,4,4,,,,150000,,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,1,3,2,,1,1,1,3,1,2,2,2,1,1,1,2,01,2,02,15,3653.2044937
5385661,1,1,1,2,1,1,1,1,4,4,,,,200000,,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,,1,1,1,4,1,2,2,2,1,1,1,2,01,2,02,15,1676.4820345
5385662,1,4,1,3,1,4,1,1,4,4,,,,98,,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,,1,1,1,2,1,2,2,2,1,1,1,2,01,2,02,15,2811.3336641
5385663,1,3,2,3,1,1,1,1,4,1,,,98,150000,,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,2,2,,1,1,1,2,1,2,2,2,1,1,1,2,01,2,02,15,1857.5957842
5385664,1,1,1,2,1,1,1,1,4,1,,,99,50000,,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,1,1,1,2,,1,1,1,2,1,2,2,2,1,1,1,2,01,2,02,15,2811.3336641
5385665,1,4,3,2,1,1,1,1,4,4,,,,250000,,2,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,3,4,2,,1,1,1,2,1,2,2,2,1,1,1,2,01,2,02,15,1743.8693284
5385666,1,1,1,2,1,1,3,1,4,4,,,,98,,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,2,2,,1,1,2,2,1,2,2,2,1,1,1,2,01,2,02,15,1779.3460973
5385667,1,1,1,2,1,1,1,1,4,1,,,98,98,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,1,3,2,,1,1,2,2,1,2,2,2,1,1,1,2,01,2,02,15,3311.8708846
5385696,1,2,2,1,1,1,1,1,4,1,,,20000000,150000,,2,1,2,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,3,3,2,,1,1,1,2,1,2,2,1,1,1,1,1,01,2,02,17,696.91557458
5385697,1,2,1,1,1,1,1,1,4,4,,,,200000,,2,1,2,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,,1,1,4,2,1,2,2,1,1,1,1,1,01,2,02,17,1534.7435577
5385698,1,4,1,1,1,1,1,1,4,1,,,99,100000,,1,1,1,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,,1,1,4,2,1,1,2,1,1,1,1,1,01,2,02,17,873.1080948
5385699,1,1,1,1,1,1,1,1,4,4,,,,100000,,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,1,1,1,2,1,2,2,1,1,1,1,1,01,2,02,17,821.99828185
5385700,1,3,2,1,1,1,1,1,4,3,,,,,200000,2,1,2,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,3,3,2,,1,1,4,2,1,2,2,1,1,1,1,1,01,2,02,17,1642.7705324
5385701,1,3,2,1,1,1,1,1,4,1,,,30000000,150000,,2,1,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,3,4,2,,1,1,4,2,1,2,2,1,1,1,1,1,01,2,02,17,696.91557458
5385703,1,3,2,1,1,1,1,1,4,3,,,,,300000,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,3,2,,1,1,1,2,1,2,2,1,1,1,1,1,01,2,02,17,1899.5850864
5385704,1,3,2,1,1,1,1,1,4,1,,,150000000,200000,,2,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,3,3,2,,1,1,4,3,1,2,2,1,1,1,1,1,01,2,02,17,696.91557458
5385705,1,2,1,1,1,1,1,6,,3,,,,,100000,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,1,1,1,2,,1,1,4,2,1,2,2,1,1,1,1,1,01,2,02,17,1073.4440107
5385706,1,3,2,2,1,4,1,1,5,1,,,50000000,150000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,3,2,,1,1,1,3,1,9,2,2,2,,1,1,01,2,02,17,1098.7468609
5385707,1,2,1,2,1,4,1,5,5,4,,,,100000,,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,,1,1,1,2,1,9,2,2,2,,1,1,01,2,02,17,821.99828185
5385708,1,2,1,2,1,4,2,1,4,3,,,,,100000,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,1,1,1,2,1,9,2,2,2,,2,,01,2,02,17,1073.4440107
5385709,1,4,2,2,1,4,2,1,5,1,,,40000000,250000,,2,1,2,1,1,1,1,2,2,1,1,2,1,2,2,2,2,2,1,2,2,1,4,4,2,,1,1,4,3,1,2,2,2,2,,2,,01,2,02,17,748.11109531
5385710,1,5,2,2,1,4,2,1,4,1,,,98,100000,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,1,3,2,,1,1,1,2,1,2,2,2,2,,2,,01,2,02,17,1954.0628169
5385711,1,3,3,2,1,4,2,1,4,1,,,98,98,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,1,4,2,,1,1,1,2,1,9,2,2,2,,2,,01,2,02,17,1154.9329118
5385712,1,3,3,3,1,4,2,5,5,1,,,50000000,200000,,2,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,5,2,,1,1,1,4,1,1,2,2,2,,2,,01,2,02,17,1350.3230509
5385713,1,3,1,2,1,4,2,1,5,1,,,50000000,40000,,2,1,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,,1,1,4,3,1,2,2,2,2,,2,,01,2,02,17,873.1080948
5385714,1,3,2,3,1,4,2,1,5,3,,,,,320000,2,1,2,1,1,1,1,2,2,1,1,2,1,2,2,2,2,1,1,2,2,1,3,3,2,,1,1,1,2,1,2,2,2,2,,2,,01,2,02,17,1954.0628169
5385716,1,3,2,2,1,3,2,1,5,1,,,99,300000,,2,1,2,2,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,3,3,2,,1,1,1,4,1,1,2,2,2,,2,,01,2,02,17,978.69563826
5385717,1,3,2,3,1,4,2,1,5,1,,,20000000,100000,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,3,2,,1,1,4,3,1,2,2,2,2,,2,,01,2,02,17,696.91557458
5385718,1,5,3,3,1,4,1,1,5,2,,200000,50000000,200000,,2,2,2,1,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,1,2,1,3,4,2,,1,1,1,4,1,1,2,2,2,,1,1,01,2,02,17,1783.682941
5385719,1,2,1,3,1,4,1,1,4,4,,,,150000,,2,1,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,,1,1,2,1,2,1,4,1,1,2,2,2,,1,1,01,2,02,17,1193.4952333
5385720,1,3,2,2,1,4,2,1,5,4,,,,200000,,2,1,2,1,1,1,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,1,2,4,2,,1,2,1,4,1,1,2,2,2,,2,,01,2,02,17,1783.682941
5385721,1,5,2,2,1,4,1,1,5,4,,,,150000,,2,1,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,4,2,,1,1,1,4,1,9,2,2,2,,1,1,01,2,02,17,2357.9552396
5385722,1,1,1,2,1,4,2,1,4,3,,,,,100000,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1,1,4,2,,1,1,1,2,1,9,2,2,2,,2,,01,2,02,17,1783.682941
5385723,1,3,1,3,1,4,2,1,4,4,,,,200000,,2,1,2,2,1,1,1,2,2,1,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,,1,1,1,2,1,9,2,2,2,,2,,01,2,02,17,1390.1150337
5385724,1,1,1,1,1,1,1,1,4,3,,,,,150000,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,1,2,1,4,1,2,2,1,1,1,1,1,01,2,02,17,821.99828185
5385725,1,1,1,1,1,1,1,1,4,3,,,,,150000,2,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,1,2,1,4,1,2,2,1,1,1,1,1,01,2,02,17,1499.4186926
5385726,1,3,2,1,1,1,1,1,4,3,,,,,220000,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,5,2,,1,1,1,4,1,2,2,1,1,1,1,1,01,2,02,17,1353.5134845
5385728,1,3,2,1,1,1,1,1,4,1,,,30000000,220000,,2,1,1,2,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,1,3,3,2,,1,1,1,4,1,2,2,1,1,1,1,1,01,2,02,17,696.91557458
5385729,1,5,3,1,1,1,1,1,4,3,,,,,250000,2,1,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,3,4,2,,1,1,4,2,1,2,2,1,1,1,1,1,01,2,02,17,923.86970988
5385730,1,5,1,1,1,1,6,1,4,4,,,,98,,2,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,,1,1,1,4,1,2,2,1,1,1,2,,01,2,02,17,873.1080948
5385731,1,4,3,1,1,1,1,1,4,1,,,99,180000,,2,1,1,2,1,1,1,2,2,2,1,1,1,2,2,2,2,2,1,2,2,1,3,4,2,,1,1,1,2,1,2,2,1,1,1,1,1,01,2,02,17,748.11109531
5385732,1,5,4,1,1,1,1,1,4,1,,,50000000,200000,,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,4,4,2,,1,1,1,2,1,2,2,1,1,1,1,1,01,2,02,17,696.91557458
5385733,1,4,3,1,1,1,1,1,4,4,,,,300000,,2,1,1,2,1,1,1,2,2,1,1,1,1,1,2,2,2,1,1,2,2,1,6,9,2,,1,1,1,2,1,2,2,1,1,1,1,1,01,2,02,17,2481.8619042
5385735,1,3,2,1,1,1,1,1,4,4,,,,100000,,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,3,2,,1,1,1,4,1,2,2,1,1,1,1,1,01,2,02,17,1033.1733688
5385736,1,4,2,1,1,1,1,1,4,1,,,100000000,180000,,2,1,2,2,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,,1,2,1,4,1,2,2,1,1,1,1,1,01,2,02,17,753.05687213
5385737,1,4,2,1,1,1,1,1,4,1,,,98,300000,,2,1,2,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,,1,2,1,4,1,2,2,1,1,1,1,1,01,2,02,17,1605.0062361
5385738,1,1,1,1,1,1,1,1,4,3,,,,,120000,2,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,3,2,,1,2,1,2,1,2,2,1,1,1,1,1,01,2,02,17,2416.5920254
5385739,1,3,1,1,1,1,1,1,4,1,,,99,100000,,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,1,1,1,2,1,2,2,1,1,1,1,1,01,2,02,17,821.99828185
5385742,1,1,1,1,1,1,1,1,4,3,,,,,180000,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,4,2,,1,2,1,4,1,2,2,1,1,1,1,1,01,2,02,17,923.86970988
5385743,1,2,1,1,1,1,1,1,4,3,,,,,130000,1,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,1,1,1,2,1,2,2,1,1,1,1,1,01,2,02,17,1499.4186926
5385744,1,2,1,1,1,1,1,1,4,3,,,,,150000,2,1,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,,1,2,1,4,1,2,2,1,1,1,1,1,01,2,02,17,927.58582531
5385745,1,5,1,1,1,1,1,1,4,1,,,99,300000,,2,1,2,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,,1,1,1,4,1,2,2,1,1,1,1,1,01,2,02,17,1193.4952333
5385746,1,3,2,1,1,1,1,1,4,3,,,,,100000,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,,1,1,1,2,1,2,2,1,1,1,1,1,01,2,02,17,1334.4076418
5385748,1,2,1,1,1,1,1,1,4,3,,,,,160000,2,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,3,3,2,,1,2,1,2,1,2,2,1,1,1,1,1,01,2,02,17,1068.4982338
5385749,1,1,1,1,1,1,1,1,4,3,,,,,120000,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,1,2,1,2,1,2,2,1,1,1,1,1,01,2,02,17,1073.4440107
5385750,1,5,1,1,1,1,1,1,4,1,,,99,200000,,2,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,,1,2,1,4,1,2,2,1,1,1,1,1,01,2,02,17,873.1080948
5385752,1,4,1,1,1,1,1,1,4,3,,,,,260000,2,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,,1,1,1,4,1,2,2,1,1,1,1,1,01,2,02,17,873.1080948
5385753,1,2,1,1,1,1,1,1,4,4,,,,200000,,2,1,2,2,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,,1,1,1,2,1,2,2,1,1,1,1,1,01,2,02,17,821.99828185
5385754,1,2,1,1,1,1,1,1,4,4,,,,300000,,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,1,1,1,2,1,2,2,1,1,1,1,1,01,2,02,17,1193.4952333
5385756,1,4,4,1,1,1,1,1,4,1,,,40000000,500000,,2,2,1,1,1,1,1,2,2,1,1,2,2,1,2,2,2,1,1,2,2,1,7,8,2,,1,1,1,3,1,2,2,1,1,1,1,1,01,2,02,17,696.91557458
5385758,1,3,2,1,1,1,1,1,4,1,,,99,300000,,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,3,3,2,,1,1,1,2,1,1,2,1,1,1,1,1,01,2,02,17,728.47957084
5385760,1,3,2,1,1,1,1,1,4,1,,,30000000,150000,,2,1,1,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,2,4,2,,1,1,4,4,1,2,2,1,1,1,1,1,01,2,02,17,2674.6163492
5385761,1,4,3,1,1,1,1,1,4,3,,,,,200000,2,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,3,2,,1,2,4,3,1,2,2,1,1,1,1,1,01,2,02,17,696.91557458
5385762,1,4,1,1,1,1,1,1,4,4,,,,200000,,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,1,2,1,4,1,2,2,1,1,1,1,1,01,2,02,17,1073.4440107
5385765,1,5,2,1,1,1,1,1,4,1,,,100000000,300000,,2,1,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,3,3,2,,1,1,1,4,1,2,2,1,1,1,1,1,01,2,02,17,782.95730136
5385767,1,4,2,1,1,1,1,1,4,1,,,60000000,150000,,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,,1,1,1,4,1,2,2,1,1,1,1,1,01,2,02,17,1299.0827768
5385768,1,1,1,1,1,1,1,6,,3,,,,,250000,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,1,1,2,,1,4,1,4,1,2,2,1,1,1,1,1,01,2,02,17,1534.7435577
5385769,1,4,3,1,1,1,1,1,4,3,,,,,200000,2,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,4,2,,1,2,1,4,1,2,2,1,1,1,1,1,01,2,02,17,1559.2182256
5385770,1,6,4,1,1,1,1,1,4,1,,,40000000,200000,,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,4,2,,1,1,1,4,1,2,2,1,1,1,1,1,01,2,02,17,712.78623026
5385771,1,4,3,1,1,1,1,1,4,4,,,,300000,,2,1,2,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,3,3,2,,1,1,1,2,1,2,2,1,1,1,1,1,01,2,02,17,1014.0205033
5385772,1,4,3,1,1,1,1,1,4,1,,,20000000,250000,,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,4,2,,1,2,4,2,1,2,2,1,1,1,1,1,01,2,02,17,696.91557458
5385774,1,4,2,1,1,1,1,1,4,3,,,,,100000,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,3,2,,1,2,4,2,1,2,2,1,1,1,1,1,01,2,02,17,782.95730136
5385775,1,2,2,1,1,1,1,1,4,4,,,,200000,,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,4,2,,1,1,1,2,1,2,2,1,1,1,1,1,01,2,02,17,1809.434293
5385777,1,2,2,1,1,1,1,1,4,1,,,99,200000,,2,1,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,,1,1,4,2,1,2,2,1,1,1,1,1,01,2,02,17,1299.0827768
5385779,1,4,2,1,1,1,1,1,4,3,,,,,250000,2,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,5,2,,1,1,1,2,1,1,2,1,1,1,1,1,01,2,02,17,2468.9116082
5385780,1,3,2,1,1,1,1,1,4,4,,,,300000,,2,1,2,1,1,1,1,2,2,2,1,2,1,1,2,2,2,1,1,2,2,1,3,4,2,,1,1,1,2,1,2,2,1,1,1,1,1,01,2,02,17,696.91557458
5385781,1,1,1,1,1,1,1,1,4,1,,,98,60000,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,1,2,4,2,1,2,2,1,1,1,1,1,01,2,02,17,1073.4440107
5385782,1,3,2,1,1,1,1,1,4,3,,,,,150000,2,1,1,2,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,3,3,2,,1,2,1,2,1,2,2,1,1,1,1,1,01,2,02,17,1495.7025772
5385783,1,1,1,2,1,4,1,1,4,1,,,10000000,80000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,1,1,1,2,1,2,2,2,2,,1,2,01,2,02,17,1073.4440107
5385784,1,3,2,2,1,3,2,1,4,1,,,20000000,100000,,2,1,2,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,,1,1,1,2,1,2,2,2,2,,2,,01,2,02,17,696.91557458
5385785,1,3,2,3,1,5,1,1,4,1,,,30000000,180000,,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,3,6,2,,1,1,1,1,1,2,2,2,2,,1,1,01,2,02,17,2091.25911
5385786,1,3,2,2,1,4,1,1,4,4,,,,150000,,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,5,2,,1,1,1,2,1,2,2,2,2,,1,2,01,2,02,17,1414.5897016
5385788,1,1,1,2,1,3,2,1,4,1,,,8000000,75000,,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,1,1,1,2,1,2,2,1,2,,2,,01,2,02,17,1073.4440107
5385789,1,4,2,2,1,4,1,1,5,2,,200000,99,180000,,2,2,2,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,3,3,2,,1,2,4,4,1,2,2,2,2,,1,1,01,2,02,17,696.91557458
5385791,1,3,3,2,1,3,2,1,4,1,,,99,80000,,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,1,1,1,2,1,3,5,2,,1,1,1,4,1,2,2,2,2,,2,,01,2,02,17,1064.7821184
5385792,1,3,1,2,1,4,2,1,4,1,,,98,50000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,1,1,4,2,1,2,2,2,2,,2,,01,2,02,17,1193.4952333
5385793,1,1,1,2,1,4,1,1,4,3,,,,,100000,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,1,2,,1,2,4,3,1,2,2,2,2,,1,1,01,2,02,17,1073.4440107
5385794,1,2,1,2,1,3,2,1,4,1,,,30000000,100000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,,1,1,1,2,1,2,2,2,2,,2,,01,2,02,17,1193.4952333
5385795,1,1,1,2,1,4,2,1,4,4,,,,150000,,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1,1,1,2,,1,1,1,2,1,2,2,2,2,,2,,01,2,02,17,821.99828185
5385796,1,4,3,2,1,5,2,1,5,4,,,,300000,,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,4,5,2,,1,1,1,2,2,,2,2,2,,2,,01,2,02,17,779.24118592
5385797,1,3,1,2,1,4,2,5,5,4,,,,120000,,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,,1,1,4,1,1,5,2,1,9,2,2,2,,2,,01,2,02,17,1073.4440107
5385798,1,2,1,2,1,4,2,1,4,4,,,,200000,,2,2,2,2,1,2,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,1,1,2,,1,1,4,3,1,2,2,2,2,,2,,01,2,02,17,1499.4186926
5385799,1,3,2,3,1,4,2,1,5,4,,,,100000,,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,3,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,02,17,1068.4982338
5385800,1,3,2,2,1,4,2,1,5,4,,,,100000,,2,1,2,1,1,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,1,3,5,2,,1,1,1,4,1,2,2,2,2,,2,,01,2,02,17,1924.5953495
5385801,1,4,2,2,1,4,2,1,4,4,,,,99,,2,2,2,2,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,3,3,2,,1,1,1,2,1,2,2,2,2,,2,,01,2,02,17,782.95730136
5385802,1,3,1,2,1,4,2,1,5,4,,,,100000,,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,,1,1,1,2,1,2,2,2,2,,2,,01,2,02,17,873.1080948
5385803,1,3,3,2,1,5,2,1,5,1,,,98,200000,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,4,4,2,,1,1,4,4,1,2,2,2,2,,2,,01,2,02,17,696.91557458
5385804,1,2,1,2,1,4,2,1,5,4,,,,150000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,3,3,2,,1,1,1,4,1,2,2,2,2,,2,,01,2,02,17,978.69563826
5385805,1,3,2,2,1,4,2,1,5,1,,,99,180000,,2,1,2,2,1,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1,3,3,2,,1,1,1,4,1,3,2,2,2,,2,,01,2,02,17,1068.4982338
5385807,1,1,1,2,1,4,2,1,5,1,,,30000000,300000,,2,2,2,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,1,2,2,1,1,1,2,,1,2,1,4,1,9,2,2,2,,2,,01,2,02,17,1499.4186926
5385808,1,2,2,2,1,5,2,1,5,4,,,,30000,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,2,,1,2,1,4,1,9,2,2,2,,2,,01,2,02,17,1014.0205033
5385809,1,2,2,3,1,5,2,1,5,4,,,,350000,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,1,6,2,,1,1,1,2,1,2,2,2,2,,2,,01,2,02,17,2787.6622983
5385811,1,5,1,2,1,5,2,1,5,1,,,99,200000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,,1,1,1,4,1,2,2,2,2,,2,,01,2,02,17,927.58582531
5385812,1,2,1,2,1,4,2,1,4,4,,,,150000,,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,,1,1,1,2,1,9,2,2,2,,2,,01,2,02,17,873.1080948
5385825,1,2,1,3,1,1,1,3,4,1,,,30000000,150000,,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,,1,1,1,2,1,1,2,2,1,1,1,1,01,2,02,17,926.20856952
5385826,1,1,1,3,1,1,1,1,4,2,,100000,50000000,100000,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,5,2,,1,1,7,2,1,1,2,2,1,1,1,1,01,2,02,17,2023.4072414
5385827,1,3,2,3,1,1,1,1,5,5,,,,100000,,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,3,2,,1,1,8,3,1,1,2,2,1,1,1,1,01,2,02,17,1038.2177104
5385828,1,4,1,3,1,1,1,1,4,3,,,,,250000,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,3,2,,1,1,1,2,1,1,2,2,1,1,1,1,01,2,02,17,2526.0904845
5385829,1,1,1,3,1,1,1,1,4,4,,,,200000,,2,2,2,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,5,2,,1,1,1,2,1,9,2,2,1,1,1,1,01,2,02,17,2957.2016627
5385830,1,2,2,3,1,1,1,5,5,4,,,,200000,,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,4,2,,1,1,7,1,1,9,2,2,1,1,1,1,01,2,02,17,1770.5054106
5385831,1,5,4,2,1,1,1,1,3,1,,,40000000,280000,,2,2,2,2,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,4,5,2,,1,1,5,3,1,1,1,2,1,1,1,1,01,2,02,17,739.30041567
5385833,1,2,2,2,1,1,1,1,3,1,,,5000000,300000,,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,3,5,2,,1,1,1,2,1,1,1,2,1,1,1,1,01,2,02,17,937.70695465
