DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,P7430,P7450,P7450S1,P7452,P7454,P7456,P7458,P7458S1,P7460,P7470,P7472,P7472S1,P744,P1884,P1807,P6921,INI,MES,p7440,DPTO,fex_c_2011
5375501,1,4,1,80,68,2,,,,2,,,.,2,,2,,,,,2,1,02,,68,461.30669321
5375502,1,1,1,80,68,1,3,,2,,,9,,3,,2,,,,,2,1,02,4,68,339.99264916
5375503,1,5,1,80,68,1,8,,2,,,4,,2,,2,,,,,2,1,02,4,68,574.76183327
5375504,1,3,1,80,68,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,68,268.85384495
5375505,1,1,1,80,68,1,8,,2,,,8,,2,,2,,1,48,900000,2,1,02,1.1,68,673.26609258
5375507,1,1,1,80,68,1,5,,1,,4,1,,3,,2,,,,,3,1,02,4,68,491.25484426
5375507,1,2,1,80,68,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,68,491.25484426
5375509,1,2,1,80,68,2,,,,2,,,.,2,,2,,,,,2,1,02,,68,676.29556941
5375513,1,1,1,80,68,1,7,,1,,2,12,INCERTIDUMBRE RESPECTO A LA PANDEMIA,2,,2,,1,24,908526,2,1,02,3,68,488.9082392
5375513,1,2,1,80,68,2,,,,2,,,.,,,2,,,,,,1,02,,68,488.9082392
5375513,1,3,1,80,68,1,5,,2,,,10,,3,,2,,,,,3,1,02,4,68,488.9082392
5375514,1,1,1,80,68,1,5,,2,,,10,,3,,2,,,,,3,1,02,4,68,451.81164614
5375516,1,2,1,80,68,2,,,,2,,,.,2,,2,,,,,2,1,02,,68,508.56044101
5375517,1,4,1,80,68,2,,,,2,,,.,,,2,,,,,,1,02,,68,332.88946027
5375517,1,5,1,80,68,1,4,,2,,,4,,2,,2,,,,,2,1,02,1.4,68,332.88946027
5375521,1,1,1,80,68,1,5,,2,,,10,,3,,2,,,,,3,1,02,4,68,555.81714113
5375521,1,2,1,80,68,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,68,555.81714113
5375521,1,4,1,80,68,2,,,,2,,,.,2,,2,,,,,2,1,02,,68,555.81714113
5375522,1,2,1,80,68,2,,,,2,,,.,2,,2,,,,,2,1,02,,68,391.61025672
5375523,1,2,1,80,68,2,,,,2,,,.,2,,2,,,,,2,1,02,,68,587.34260749
5375524,1,3,1,80,68,2,,,,2,,,.,,,2,,,,,,1,02,,68,632.99239098
5375528,1,1,1,80,68,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,68,509.33469418
5375528,1,2,1,80,68,1,4,,2,,,4,,2,,2,,2,,1000000,2,1,02,2,68,509.33469418
5375528,1,5,1,80,68,2,,,,2,,,.,2,,2,,,,,2,1,02,,68,509.33469418
5375529,1,1,1,80,68,1,8,,2,,,9,,2,,2,,,,,2,1,02,4,68,443.99814414
5375530,1,1,1,80,68,1,5,,2,,,4,,3,,2,,2,,98,3,1,02,2,68,414.04999309
5375530,1,2,1,80,68,1,4,,2,,,4,,2,,2,,,,,2,1,02,4,68,414.04999309
5375533,1,4,1,80,68,2,,,,2,,,.,2,,2,,,,,2,1,02,,68,629.06847061
5375534,1,3,1,80,68,2,,,,2,,,.,2,,2,,,,,2,1,02,,68,676.29556941
5375534,1,4,1,80,68,2,,,,2,,,.,,,2,,,,,,1,02,,68,676.29556941
5375535,1,1,1,80,68,1,6,,2,,,1,,2,,2,,,,,2,1,02,2,68,376.95340003
5375535,1,2,1,80,68,1,4,,2,,,4,,2,,2,,,,,2,1,02,1.4,68,376.95340003
5375538,1,1,1,80,68,1,4,,2,,,4,,2,,2,,,,,2,1,02,4,68,491.25484426
5375540,1,2,1,80,68,1,3,,2,,,8,,2,,2,,,,,2,1,02,4,68,339.99264916
5375541,1,2,1,80,68,1,6,,2,,,1,,2,,2,,1,24,500000,2,1,02,2,68,414.04999309
5375543,1,1,1,80,68,1,7,,1,,2,1,,2,,2,,,,1000000,2,1,02,2,68,403.75404386
5375545,1,1,1,80,68,1,5,,2,,,10,,3,,2,,,,,3,1,02,4,68,491.25484426
5375545,1,2,1,80,68,1,4,,2,,,4,,2,,2,,,,,2,1,02,4,68,491.25484426
5375546,1,1,1,80,68,1,5,,2,,,9,,3,,2,,,,,3,1,02,2,68,521.20299531
5375546,1,2,1,80,68,1,4,,2,,,4,,2,,2,,,,,2,1,02,4,68,521.20299531
5375547,1,1,1,80,68,1,6,,2,,,11,,2,,2,,,,,2,1,02,2,68,403.75404386
5375548,1,2,1,80,68,1,3,,2,,,9,,2,,2,,2,,98,2,1,02,4,68,640.81658136
5375548,1,3,1,80,68,2,,,,2,,,.,2,,2,,,,,2,1,02,,68,640.81658136
5375548,1,4,1,80,68,2,,,,2,,,.,2,,2,,,,,2,1,02,,68,640.81658136
5375548,1,5,1,80,68,2,,,,2,,,.,,,2,,,,,,1,02,,68,640.81658136
5375549,1,1,1,80,68,1,5,,2,,,10,,3,,2,,,,,3,1,02,2,68,491.25484426
5375549,1,2,1,80,68,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,68,491.25484426
5375550,1,2,1,80,68,1,4,,2,,,4,,2,,2,,2,,900000,2,1,02,1.3,68,631.41507567
5375550,1,4,1,80,68,2,,,,2,,,.,2,,2,,,,,2,1,02,,68,631.41507567
5375551,1,1,1,80,68,1,7,,2,,,8,,2,,2,,,,,2,1,02,4,68,414.04999309
5375551,1,2,1,80,68,1,4,,2,,,4,,2,,2,,,,,2,1,02,4,68,414.04999309
5375552,1,2,1,80,68,1,3,,2,,,9,,2,4,2,,,,,1,1,02,4,68,629.06847061
5375554,1,1,1,80,68,1,8,,2,,,10,,3,,2,,,,,3,1,02,3,68,491.25484426
5375554,1,2,1,80,68,2,,,,1,4,10,,3,,2,,,,,3,1,02,,68,491.25484426
5375554,1,3,1,80,68,1,8,,1,,1,4,,2,,2,,2,,1000000,2,1,02,1.4,68,491.25484426
5375557,1,1,1,80,68,1,5,,2,,,10,,3,,2,,,,,3,1,02,4,68,584.96439001
5375560,1,1,1,80,68,1,9,PERDIDA DE PLANTE PARA TRABAJAR,2,,,1,,2,,2,,1,48,908526,2,1,02,1.4,68,417.19750032
5375560,1,3,1,80,68,1,4,,2,,,4,,2,,2,,,,,2,1,02,4,68,417.19750032
5375561,1,1,1,80,68,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,68,783.20765036
5375561,1,4,1,80,68,2,,,,2,,,.,2,,2,,,,,2,1,02,,68,783.20765036
5375561,2,2,2,80,68,1,3,,2,,,9,,2,,2,,,,,2,1,02,3,68,783.20765036
5375563,1,4,1,80,68,2,,,,2,,,.,2,,2,,,,,2,1,02,,68,747.22989515
5375563,1,5,1,80,68,2,,,,2,,,.,,,2,,,,,,1,02,,68,747.22989515
5375563,1,6,1,80,68,2,,,,2,,,.,,,2,,,,,,1,02,,68,747.22989515
5375564,1,2,1,80,68,1,3,,2,,,9,,2,,2,,,,,2,1,02,3,68,632.99239098
5375564,1,3,1,80,68,2,,,,2,,,.,2,,2,,,,,2,1,02,,68,632.99239098
5375565,1,3,1,80,68,2,,,,2,,,.,,,2,,,,,,1,02,,68,597.51340293
5375565,1,4,1,80,68,2,,,,2,,,.,,,2,,,,,,1,02,,68,597.51340293
5375567,1,1,1,80,68,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,68,638.24774197
5375568,1,2,1,80,68,1,7,,2,,,1,,2,,2,,,,,2,1,02,1.4,68,534.55802269
5375570,1,4,1,80,68,2,,,,2,,,.,2,,2,,,,,2,1,02,,68,597.51340293
5375571,1,2,1,80,68,1,4,,2,,,4,,2,,2,,,,,2,1,02,4,68,414.04999309
5375573,1,2,1,80,68,2,,,,2,,,.,,,2,,,,,,1,02,,68,423.1653244
5375573,2,2,2,80,68,1,4,,2,,,4,,2,,2,,,,,2,1,02,4,68,423.1653244
5375574,1,2,1,80,68,2,,,,2,,,.,2,,2,,,,,2,1,02,,68,564.50617374
5375574,1,3,1,80,68,2,,,,2,,,.,,,2,,,,,,1,02,,68,564.50617374
5375578,1,3,1,80,68,2,,,,2,,,.,2,,2,,,,,2,1,02,,68,597.51340293
5375578,1,4,1,80,68,2,,,,2,,,.,2,,2,,,,,2,1,02,,68,597.51340293
5375581,1,1,1,80,68,1,8,,2,,,8,,2,,2,,,,,2,1,02,4,68,443.99814414
5375583,1,1,1,80,68,1,4,,2,,,8,,2,,2,,,,,2,1,02,4,68,310.04449811
5375583,1,2,1,80,68,1,3,,2,,,8,,2,,2,,,,,2,1,02,4,68,310.04449811
5375584,1,2,1,80,68,2,,,,2,,,.,,,2,,,,,,1,02,,68,508.56044101
5375588,1,3,1,80,68,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,68,406.90155108
5375589,1,1,1,80,68,1,9,RIESGO CONTAGIO DEL COVID,2,,,4,,1,1,2,,,,,1,1,02,1.4,68,460.50067875
5375589,1,2,1,80,68,1,4,,2,,,4,,2,,2,,,,,2,1,02,2,68,460.50067875
5375589,1,3,1,80,68,2,,,,2,,,.,2,,2,,,,,2,1,02,,68,460.50067875
5375589,1,4,1,80,68,1,4,,2,,,4,,2,,2,,,,,2,1,02,4,68,460.50067875
5375590,1,1,1,80,68,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,68,521.20299531
5375590,1,2,1,80,68,1,8,,2,,,12,ESTA ESPERANDO EL NUEVO CONTRATO,2,,2,,,,1800000,2,1,02,1.2,68,521.20299531
5375592,1,2,1,80,68,1,4,,2,,,10,,3,,2,,,,,3,1,02,4,68,555.01623896
5375594,1,1,1,80,68,1,5,,2,,,11,,3,,2,,,,,3,1,02,4,68,507.75953884
5375595,1,1,1,80,68,1,8,,2,,,9,,1,1,2,,1,8,1800000,1,1,02,1.2,68,634.3238216
5375597,1,2,1,80,68,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,68,652.93419998
5375597,1,3,1,80,68,2,,,,2,,,.,,,2,,,,,,1,02,,68,652.93419998
5375597,1,6,1,80,68,1,8,,2,,,8,,2,,2,,1,30,800000,2,1,02,3,68,652.93419998
5375599,1,1,1,80,68,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,68,505.38117249
5375599,1,2,1,80,68,2,,,,2,,,.,2,,2,,,,,2,1,02,,68,505.38117249
5375599,1,4,1,80,68,2,,,,2,,,.,,,2,,,,,,1,02,,68,505.38117249
5375600,1,1,1,80,68,1,5,,2,,,10,,3,,2,,,,,3,1,02,4,68,414.04999309
5375600,1,2,1,80,68,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,68,414.04999309
5375604,1,1,1,80,68,1,5,,2,,,10,,3,,2,,,,,3,1,02,4,68,443.99814414
5375610,1,1,1,80,68,1,3,,2,,,9,,2,,2,,1,24,900000,2,1,02,4,68,383.29582759
5375610,1,3,1,80,68,1,8,,2,,,2,,2,,2,,2,,900000,2,1,02,2,68,383.29582759
5375611,1,4,1,80,68,1,3,,2,,,9,,2,,2,,,,,2,1,02,2,68,465.75602975
5375798,1,2,1,80,73,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,73,570.46139397
5375798,1,5,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,02,,73,570.46139397
5375798,1,6,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,02,,73,570.46139397
5375799,1,1,1,80,73,1,6,,2,,,8,,2,,2,,,,,2,1,02,4,73,239.87856676
5375800,1,5,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,02,,73,270.53364457
5375801,1,2,1,80,73,1,1,,1,,1,4,,1,1,2,,2,,900000,1,1,02,1.3,73,328.59007225
5375801,1,3,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,02,,73,328.59007225
5375801,1,4,1,80,73,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,73,328.59007225
5375803,1,3,1,80,73,1,6,,2,,,8,,1,,2,,,,,2,1,02,3,73,228.06946687
5375803,1,4,1,80,73,1,3,,2,,,9,,1,,2,,,,,2,1,02,4,73,228.06946687
5375805,1,3,1,80,73,2,,,,2,,,.,,,2,,,,,,1,02,,73,308.98537924
5375805,1,5,1,80,73,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,73,308.98537924
5375806,1,1,1,80,73,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,73,381.67901758
5375806,1,2,1,80,73,1,4,,2,,,4,,2,,2,,,,,2,1,02,1.2,73,381.67901758
5375806,1,4,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,02,,73,381.67901758
5375808,1,3,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,02,,73,331.41770832
5375808,1,4,1,80,73,2,,,,2,,,.,,,2,,,,,,1,02,,73,331.41770832
5375810,1,2,1,80,73,1,3,,2,,,9,,2,,2,,1,48,900000,2,1,02,4,73,294.20943356
5375810,1,3,1,80,73,2,,,,2,,,.,,,2,,,,,,1,02,,73,294.20943356
5375810,1,5,1,80,73,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,73,294.20943356
5375811,1,2,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,02,,73,154.95747897
5375814,1,1,1,80,73,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,73,441.17071746
5375815,1,3,1,80,73,2,,,,2,,,.,,,2,,,,,,1,02,,73,242.08669746
5375817,1,1,1,80,73,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,73,309.33571646
5375818,1,1,1,80,73,1,5,,2,,,10,,3,,2,,,,,3,1,02,4,73,329.9066187
5375822,1,2,1,80,73,1,4,,2,,,4,,2,,1,500000,,,,2,1,02,1.2,73,329.32737722
5375823,1,2,1,80,73,2,,,,2,,,.,,,2,,,,,,1,02,,73,370.91774744
5375824,1,1,1,80,73,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,73,266.48186379
5375824,1,3,1,80,73,2,,,,2,,,.,,,2,,,,,,1,02,,73,266.48186379
5375824,1,4,1,80,73,2,,,,2,,,.,,,2,,,,,,1,02,,73,266.48186379
5375825,1,1,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,02,,73,295.8597329
5375825,1,5,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,02,,73,295.8597329
5375826,1,1,1,80,73,1,4,,2,,,4,,1,4,2,,,,,1,1,02,4,73,250.19435379
5375827,1,1,1,80,73,1,3,,2,,,8,,2,,2,,,,,2,1,02,4,73,250.19435379
5375830,1,1,1,80,73,1,1,,2,,,10,,3,,2,,,,,3,1,02,1.3,73,299.38804341
5375830,1,2,1,80,73,1,3,,2,,,9,,1,,2,,,,,2,1,02,4,73,299.38804341
5375830,1,3,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,02,,73,299.38804341
5375831,1,2,1,80,73,1,7,,2,,,9,,1,,2,,,,,2,1,02,2,73,215.15494802
5375831,1,3,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,02,,73,215.15494802
5375836,1,1,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,02,,73,325.62322646
5375836,1,3,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,02,,73,325.62322646
5375836,1,4,1,80,73,2,,,,2,,,.,,,2,,,,,,1,02,,73,325.62322646
5375836,1,6,1,80,73,1,4,,2,,,4,,2,,2,,,,,2,1,02,4,73,325.62322646
5375837,1,3,1,80,73,1,5,,2,,,10,,3,,2,,,,,3,1,02,4,73,214.51719119
5375837,1,4,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,02,,73,214.51719119
5375838,1,1,1,80,73,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,73,282.57435593
5375840,1,2,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,02,,73,512.71819826
5375840,1,3,1,80,73,2,,,,2,,,.,,,2,,,,,,1,02,,73,512.71819826
5375842,1,2,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,02,,73,369.69407743
5375843,1,3,1,80,73,2,,,,1,2,1,,2,,2,,2,,900000,2,1,02,,73,310.43842821
5375844,1,1,1,80,73,1,8,,2,,,9,,2,,2,,,,,2,1,02,4,73,340.49204858
5375845,1,3,1,80,73,1,6,,2,,,8,,1,,2,,,,,2,1,02,4,73,210.46541042
5375847,1,3,1,80,73,2,,,,2,,,.,,,2,,,,,,1,02,,73,368.70598338
5375848,1,2,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,02,,73,340.97841362
5375848,1,3,1,80,73,2,,,,2,,,.,,,2,,,,,,1,02,,73,340.97841362
5375850,1,1,1,80,73,1,4,,2,,,4,,2,,2,,,,,2,1,02,4,73,182.36609332
5375850,1,2,1,80,73,1,4,,2,,,8,,2,,2,,,,,2,1,02,4,73,182.36609332
5375850,1,3,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,02,,73,182.36609332
5375850,1,4,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,02,,73,182.36609332
5375852,1,1,1,80,73,1,3,,2,,,9,,1,1,2,,,,,1,1,02,2,73,309.33571646
5375852,1,2,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,02,,73,309.33571646
5375854,1,1,1,80,73,1,5,,2,,,10,,3,,2,,,,,3,1,02,4,73,329.9066187
5375855,1,1,1,80,73,1,5,,2,,,10,,3,,2,,,,,3,1,02,4,73,154.95747897
5375855,1,2,1,80,73,1,1,,1,,4,1,,2,,2,,1,48,1200000,2,1,02,4,73,154.95747897
5375855,1,4,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,02,,73,154.95747897
5375856,1,1,1,80,73,1,5,,2,,,10,,3,,2,,,,,3,1,02,4,73,272.92124888
5375856,1,2,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,02,,73,272.92124888
5375856,1,3,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,02,,73,272.92124888
5375856,1,5,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,02,,73,272.92124888
5375856,1,6,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,02,,73,272.92124888
5375858,1,2,1,80,76,1,8,,2,,,8,,2,,2,,1,48,908526,2,1,02,1.2,76,1048.6883378
5375858,1,3,1,80,76,2,,,,2,,,.,2,,2,,1,48,908526,2,1,02,,76,1048.6883378
5375859,2,1,2,80,76,1,5,,2,,,10,,3,,2,,,,,3,1,02,4,76,836.42565178
5375861,1,2,1,80,76,1,7,,2,,,9,,2,,2,,1,24,908526,2,1,02,2,76,1271.7243245
5375861,1,5,1,80,76,2,,,,2,,,.,2,,2,,,,,2,1,02,,76,1271.7243245
5375862,1,2,1,80,76,1,7,,2,,,9,,2,,2,,,,,2,1,02,4,76,1071.0253845
5375863,1,6,1,80,76,1,1,,1,,1,4,,2,,2,,1,48,908526,2,1,02,2,76,1360.0885506
5375865,1,1,1,80,76,1,4,,2,,,11,,3,,2,,,,,3,1,02,4,76,1104.2437184
5375865,1,2,1,80,76,1,3,,2,,,9,,2,,2,,1,24,908526,2,1,02,1.4,76,1104.2437184
5375866,1,1,1,80,76,1,3,,2,,,9,,2,,2,,2,,908526,2,1,02,1.2,76,1423.9735422
5375869,1,2,1,80,76,1,9,RAZON PERSONAL,2,,,8,,3,,2,,1,48,908526,3,1,02,4,76,1415.2170744
5375869,1,3,1,80,76,1,7,,2,,,2,,2,,1,100000,2,,908526,2,1,02,1.1,76,1415.2170744
5375869,1,4,1,80,76,2,,,,2,,,.,,,2,,,,,,1,02,,76,1415.2170744
5375870,1,3,1,80,76,2,,,,2,,,.,2,,2,,,,,2,1,02,,76,829.07097892
5375870,1,4,1,80,76,2,,,,2,,,.,2,,2,,,,,2,1,02,,76,829.07097892
5375872,1,2,1,80,76,2,,,,2,,,.,2,,2,,,,,2,1,02,,76,1347.8489333
5375875,1,4,1,80,76,1,3,,2,,,11,,2,,2,,,,,2,1,02,4,76,598.61978671
5375878,1,1,1,80,76,1,5,,2,,,10,,3,,2,,,,,3,1,02,4,76,979.74085993
5375880,1,2,1,80,76,1,7,,1,,4,11,,1,,2,,,,,2,1,02,4,76,849.57967451
5375880,1,3,1,80,76,2,,,,2,,,.,2,,2,,,,,2,1,02,,76,849.57967451
5375881,1,1,1,80,76,1,5,,2,,,10,,3,,2,,,,,3,1,02,4,76,1069.4460478
5375881,1,2,1,80,76,1,7,,2,,,11,,2,,2,,,,,2,1,02,4,76,1069.4460478
5375884,1,1,1,80,76,1,4,,2,,,4,,2,,2,,2,,1200000,2,1,02,1.1,76,1182.8900774
5375884,1,4,1,80,76,2,,,,2,,,.,,,2,,,,,,1,02,,76,1182.8900774
5375885,1,3,1,80,76,2,,,,2,,,.,,,2,,,,,,1,02,,76,916.55332423
5375887,1,2,1,80,76,1,7,,2,,,9,,2,,1,200000,1,36,908526,2,1,02,1.4,76,3581.0045577
5375890,1,2,1,80,76,1,3,,2,,,9,,2,,2,,2,,908526,2,1,02,2,76,1805.3087733
5375890,1,4,1,80,76,2,,,,2,,,.,2,,2,,,,,2,1,02,,76,1805.3087733
5375890,1,6,1,80,76,2,,,,2,,,.,2,,2,,,,,2,1,02,,76,1805.3087733
5375892,1,3,1,80,76,2,,,,2,,,.,,,2,,,,,,1,02,,76,1707.1654762
5375894,1,2,1,80,76,1,9,POR CUARENTENTA DE COVID 19,2,,,12,NO TIENE RECURSOS PARA INSTALAR NEGOCIO,2,,2,,2,,98,2,1,02,1.4,76,891.79255055
5375897,1,1,1,80,76,1,7,,2,,,9,,2,,2,,,,,2,1,02,4,76,1073.6874863
5375901,1,2,1,80,76,1,8,,2,,,9,,2,,2,,,,,2,1,02,1.2,76,737.71498168
5375904,1,1,1,80,76,1,4,,2,,,4,,2,,2,,,,,2,1,02,3,76,780.80973853
5375907,1,1,1,80,76,1,9,CUARENTENA OBLIGATORIA,2,,,8,,2,,2,,2,,908526,2,1,02,1.4,76,912.55026063
5375907,1,2,1,80,76,1,8,,2,,,1,,1,,2,,1,40,908526,2,1,02,1.2,76,912.55026063
5375914,1,3,1,80,76,2,,,,2,,,.,2,,2,,,,,2,1,02,,76,927.53263454
5375915,1,1,1,80,76,1,4,,2,,,9,,2,,2,,,,,2,1,02,3,76,1174.1336097
5375915,1,4,1,80,76,2,,,,2,,,.,2,,2,,,,,2,1,02,,76,1174.1336097
5375915,1,5,1,80,76,2,,,,2,,,.,2,,2,,,,,2,1,02,,76,1174.1336097
5375915,1,6,1,80,76,2,,,,2,,,.,,,2,,,,,,1,02,,76,1174.1336097
5375919,1,1,1,80,76,1,3,,2,,,9,,2,,2,,,,,2,1,02,3,76,860.93741097
5375920,1,1,1,80,76,1,5,,2,,,11,,3,,2,,,,,3,1,02,4,76,836.42565178
5375920,1,2,1,80,76,1,8,,2,,,11,,2,,2,,,,,2,1,02,4,76,836.42565178
5375921,1,1,1,80,76,1,5,,2,,,10,,3,,2,,,,,3,1,02,4,76,1116.5438683
5375921,1,3,1,80,76,2,,,,2,,,.,,,2,,,,,,1,02,,76,1116.5438683
5375923,1,2,1,80,76,1,1,,2,,,2,,2,,2,,,,,2,1,02,1.4,76,985.96676612
5375923,1,3,1,80,76,2,,,,2,,,.,,,2,,,,,,1,02,,76,985.96676612
5375923,1,4,1,80,76,2,,,,2,,,.,,,2,,,,,,1,02,,76,985.96676612
5375925,1,1,1,80,76,1,7,,2,,,11,,2,,2,,,,,2,1,02,4,76,979.74085993
5375928,1,2,1,80,76,1,3,,2,,,9,,1,2,2,,2,,1200000,1,1,02,2,76,1339.7858646
5375928,1,4,1,80,76,2,,,,2,,,.,2,,2,,,,,2,1,02,,76,1339.7858646
5375929,1,1,1,80,76,1,3,,2,,,5,,2,,2,,,,,2,1,02,4,76,1105.1861318
5375929,1,2,1,80,76,2,,,,2,,,.,2,,2,,,,,2,1,02,,76,1105.1861318
5375930,1,4,1,80,76,2,,,,2,,,.,2,,2,,,,,2,1,02,,76,1084.4284217
5375932,1,3,1,80,76,1,4,,2,,,4,,2,,2,,,,,2,1,02,4,76,760.05202845
5375932,1,4,1,80,76,1,8,,2,,,8,,2,,2,,,,,2,1,02,4,76,760.05202845
5375935,1,2,1,80,76,1,3,,2,,,9,,1,,2,,2,,1800000,2,1,02,1.4,76,1547.1959714
5375936,1,2,1,80,76,2,,,,2,,,.,2,,2,,,,,2,1,02,,76,1182.8900774
5375936,1,4,1,80,76,2,,,,2,,,.,2,,2,,,,,2,1,02,,76,1182.8900774
5375938,1,3,1,80,76,2,,,,2,,,.,2,,2,,,,,2,1,02,,76,1160.5530306
5375940,1,2,1,80,76,1,7,,2,,,4,,2,,2,,2,,908526,2,1,02,3,76,1539.7764086
5375941,1,2,1,80,76,1,6,,2,,,5,,1,,2,,1,48,908526,2,1,02,1.2,76,1339.7858646
5375941,1,4,1,80,76,2,,,,2,,,.,,,2,,,,,,1,02,,76,1339.7858646
5375942,1,1,1,80,76,1,1,,2,,,4,,2,,2,,1,24,400000,2,1,02,2,76,1024.4149535
5375943,1,1,1,80,76,1,5,,2,,,10,,3,,2,,,,,3,1,02,4,76,1347.8489333
5375944,1,2,1,80,76,1,3,,2,,,9,,2,,2,,,,,2,1,02,3,76,1310.5100617
5375944,1,4,1,80,76,2,,,,2,,,.,,,2,,,,,,1,02,,76,1310.5100617
5375944,1,6,1,80,76,1,3,,2,,,8,,2,,2,,,,,2,1,02,2,76,1310.5100617
5375945,1,2,1,80,76,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,76,1002.0779067
5375946,1,6,1,80,76,1,6,,2,,,11,,2,,2,,,,,2,1,02,3,76,1242.1995071
5375947,1,1,1,80,76,1,7,,2,,,12,QUIERE MONTAR UN NEGOCIO PERO NO TIENE DINERO,2,,2,,1,40,908526,2,1,02,2,76,1648.7248599
5375949,1,1,1,80,76,1,7,,2,,,11,,3,,2,,,,,3,1,02,4,76,1002.0779067
5375951,1,1,1,80,76,1,8,,2,,,12,POR QUE VA A SALIR DEL PAIS,2,,2,,2,,1000000,2,1,02,2,76,981.32019662
5375952,1,3,1,80,76,2,,,,2,,,.,,,2,,,,,,1,02,,76,1463.0082939
5375952,1,5,1,80,76,2,,,,2,,,.,,,2,,,,,,1,02,,76,1463.0082939
5375953,1,2,1,80,76,1,5,,2,,,10,,3,,2,,,,,3,1,02,1.4,76,869.45550378
5375955,1,2,1,80,76,1,6,,2,,,2,,2,,2,,,,,2,1,02,1.4,76,882.858541
5375957,1,1,1,80,76,1,5,,2,,,11,,3,,2,,,,,3,1,02,4,76,912.55026063
5375957,1,2,1,80,76,1,4,,2,,,4,,1,,2,,1,30,1000000,2,1,02,4,76,912.55026063
5375958,1,2,1,80,76,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,76,717.20628608
5375958,1,4,1,80,76,2,,,,2,,,.,2,,2,,,,,2,1,02,,76,717.20628608
5375959,1,2,1,80,76,1,4,,2,,,4,,2,,2,,,,,2,1,02,3,76,1048.6883378
5375959,1,3,1,80,76,1,8,,2,,,11,,2,,2,,,,,2,1,02,3,76,1048.6883378
5375960,1,1,1,80,76,1,7,,2,,,8,,2,,2,,,,,2,1,02,4,76,869.45550378
5375961,1,2,1,80,76,2,,,,2,,,.,,,2,,,,,,1,02,,76,1129.3033996
5375962,1,2,1,80,76,1,3,,2,,,8,,2,,2,,,,,2,1,02,4,76,890.21321386
5375963,1,2,1,80,76,1,6,,2,,,11,,2,,2,,,,,2,1,02,4,76,939.28486243
5375963,1,5,1,80,76,2,,,,2,,,.,,,2,,,,,,1,02,,76,939.28486243
5375966,1,1,1,80,76,2,,,,2,,,.,2,,2,,,,,2,1,02,,76,979.74085993
5375967,1,1,1,80,76,1,3,,2,,,8,,2,,2,,,,,2,1,02,4,76,1044.2907827
5375968,1,2,1,80,76,1,9,POR EMBARAZO,2,,,9,,1,,2,,,,,2,1,02,1.3,76,1726.4288054
5375972,1,6,1,80,76,2,,,,2,,,.,2,,2,,,,,2,1,02,,76,1331.2677718
