DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,P7430,P7450,P7450S1,P7452,P7454,P7456,P7458,P7458S1,P7460,P7470,P7472,P7472S1,P744,P1884,P1807,P6921,INI,MES,p7440,DPTO,fex_c_2011
5367062,1,1,1,80,05,1,3,,2,,,9,,2,,2,,2,,908000,2,1,02,3,05,1062.9350654
5367063,1,1,1,80,05,1,4,,2,,,4,,2,,2,,,,,2,1,02,3,05,1157.1889824
5367064,1,2,1,80,05,2,,,,1,1,2,,2,,2,,,,,2,1,02,,05,1307.2338945
5367064,1,7,1,80,05,2,,,,2,,,.,2,,2,,1,48,908000,2,1,02,,05,1307.2338945
5367064,1,8,1,80,05,2,,,,2,,,.,,,2,,,,,,1,02,,05,1307.2338945
5367066,1,1,1,80,05,1,5,,2,,,10,,3,,2,,,,,3,1,02,4,05,1069.9291557
5367067,1,3,1,80,05,1,2,,2,,,2,,2,,1,100000,,,,2,1,02,1.2,05,1092.0650058
5367070,1,2,1,80,05,1,1,,1,,4,5,,2,,2,,1,48,908526,2,1,02,4,05,1056.6532338
5367072,1,2,1,80,05,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,05,965.34225134
5367072,1,3,1,80,05,2,,,,2,,,.,2,,2,,,,,2,1,02,,05,965.34225134
5367079,1,1,1,80,05,1,5,,2,,,8,,2,,2,,,,,2,1,02,3,05,1083.3399696
5367081,1,3,1,80,05,1,4,,2,,,4,,2,,2,,,,,2,1,02,4,05,985.03489681
5367083,1,2,1,80,05,1,3,,2,,,11,,2,,2,,,,,2,1,02,4,05,1508.7569579
5367084,1,3,1,80,05,1,8,,2,,,9,,2,,2,,,,,2,1,02,3,05,1488.2383704
5367085,1,1,1,80,05,1,5,,2,,,10,,3,,2,,,,,3,1,02,2,05,951.35407075
5367085,1,2,1,80,05,1,4,,2,,,4,,2,,2,,,,,2,1,02,4,05,951.35407075
5367086,1,1,1,80,05,1,3,,2,,,8,,2,,2,,,,,2,1,02,4,05,1083.3399696
5367087,1,2,1,80,05,2,,,,2,,,.,2,,2,,,,,2,1,02,,05,1142.5103289
5367089,1,1,1,80,05,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,05,1137.0497922
5367089,1,2,1,80,05,1,3,,1,,2,9,,2,,2,,,,,2,1,02,4,05,1137.0497922
5367089,1,4,1,80,05,1,3,,2,,,9,,2,,2,,,,,2,1,02,3,05,1137.0497922
5367091,1,1,1,80,05,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,05,985.1697889
5367091,1,2,1,80,05,1,9,PARA CUIDAR A  LA MAMA,2,,,9,,2,,2,,,,,2,1,02,1.2,05,985.1697889
5367091,1,3,1,80,05,2,,,,2,,,.,2,,2,,,,,2,1,02,,05,985.1697889
5367091,1,5,1,80,05,1,3,,2,,,9,,2,,2,,,,,2,1,02,3,05,985.1697889
5367093,1,2,1,80,05,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,05,1255.4940552
5367094,1,3,1,80,05,2,,,,2,,,.,,,2,,,,,,1,02,,05,1514.4785614
5367094,1,4,1,80,05,2,,,,1,1,4,,2,,2,,1,48,908000,2,1,02,,05,1514.4785614
5367095,1,2,1,80,05,2,,,,2,,,.,,,2,,,,,,1,02,,05,1142.5103289
5367096,1,1,1,80,05,1,5,,2,,,10,,3,,2,,,,,3,1,02,4,05,1049.6591435
5367096,1,2,1,80,05,1,3,,2,,,9,,1,2,2,,,,,1,1,02,4,05,1049.6591435
5367099,1,1,1,80,05,1,9,LA PANDEMIA DEL COVID 19,1,,1,12,POR PANDEMIA DEL COVID 19,3,,2,,1,48,908526,3,1,02,1.4,05,1017.5185203
5367099,1,3,1,80,05,2,,,,2,,,.,2,,2,,,,,2,1,02,,05,1017.5185203
5367100,1,2,1,80,05,1,4,,2,,,4,,2,,2,,,,,2,1,02,4,05,1063.0699575
5367102,1,2,1,80,05,1,9,POR LA PANDEMIA,2,,,12,EN EMBARAZO,2,,2,,2,,900000,2,1,02,2,05,1405.0924226
5367102,1,3,1,80,05,2,,,,2,,,.,,,2,,,,,,1,02,,05,1405.0924226
5367102,1,5,1,80,05,2,,,,2,,,.,2,,2,,,,,2,1,02,,05,1405.0924226
5367102,1,6,1,80,05,2,,,,2,,,.,,,2,,,,,,1,02,,05,1405.0924226
5367102,1,7,1,80,05,2,,,,2,,,.,,,2,,,,,,1,02,,05,1405.0924226
5367105,1,3,1,80,05,1,8,,2,,,1,,1,,2,,,,,2,1,02,1.3,05,1090.9108495
5367106,1,1,1,80,05,2,,,,2,,,.,2,,2,,,,,2,1,02,,05,1307.8011461
5367106,1,2,1,80,05,2,,,,2,,,.,2,,2,,1,24,500000,2,1,02,,05,1307.8011461
5367108,1,1,1,80,05,2,,,,2,,,.,2,,2,,,,,2,1,02,,05,1069.9291557
5367110,1,3,1,80,05,2,,,,2,,,.,,,2,,,,,,1,02,,05,1044.2052561
5367111,1,2,1,80,05,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,05,1090.9108495
5367111,1,3,1,80,05,2,,,,2,,,.,2,,2,,,,,2,1,02,,05,1090.9108495
5367113,1,3,1,80,05,2,,,,2,,,.,2,,2,,,,,2,1,02,,05,1044.2052561
5367114,1,1,1,80,05,1,5,,2,,,10,,3,,2,,,,,3,1,02,4,05,958.34816104
5367114,1,2,1,80,05,2,,,,2,,,.,2,,2,,,,,2,1,02,,05,958.34816104
5367114,1,3,1,80,05,1,3,,2,,,4,,2,,2,,,,,2,1,02,4,05,958.34816104
5367115,1,5,1,80,05,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,05,1606.9271386
5367116,1,2,1,80,05,1,3,,2,,,11,,2,,2,,,,,2,1,02,4,05,1056.6532338
5367117,1,3,1,80,05,2,,,,2,,,.,2,,2,,,,,2,1,02,,05,1005.6479093
5367118,1,2,1,80,05,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,05,1228.8073194
5367123,1,1,1,80,05,1,5,,2,,,11,,3,,2,,,,,3,1,02,4,05,965.34225134
5367123,1,2,1,80,05,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,05,965.34225134
5367123,1,3,1,80,05,2,,,,2,,,.,2,,2,,,,,2,1,02,,05,965.34225134
5367124,1,1,1,80,05,1,4,,2,,,10,,3,,2,,,,,3,1,02,4,05,1083.4748617
5367124,1,2,1,80,05,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,05,1083.4748617
5367127,1,2,1,80,05,2,,,,2,,,.,2,,2,,,,,2,1,02,,05,1435.3498426
5367127,1,4,1,80,05,1,3,,2,,,9,,2,,2,,,,,2,1,02,3,05,1435.3498426
5367129,1,1,1,80,05,1,5,,2,,,10,,3,,2,,,,,3,1,02,4,05,958.34816104
5367129,1,2,1,80,05,2,,,,2,,,.,2,,2,,,,,2,1,02,,05,958.34816104
5367134,1,1,1,80,05,1,5,,2,,,11,,3,,2,,,,,3,1,02,4,05,1056.6532338
5367134,1,2,1,80,05,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,05,1056.6532338
5367137,1,3,1,80,08,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,08,730.10171756
5367138,1,1,1,80,08,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,08,566.32535879
5367138,1,3,1,80,08,2,,,,2,,,.,2,,2,,,,,2,1,02,,08,566.32535879
5367139,1,2,1,80,08,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,08,613.88544812
5367141,1,1,1,80,08,1,4,,2,,,4,,2,,2,,,,,2,1,02,3,08,530.67553594
5367141,1,2,1,80,08,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,08,530.67553594
5367142,1,2,1,80,08,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,08,623.05617445
5367142,1,3,1,80,08,1,2,,2,,,2,,2,,2,,,,,2,1,02,3,08,623.05617445
5367143,1,3,1,80,08,2,,,,2,,,.,,,2,,,,,,1,02,,08,526.76573504
5367143,1,6,1,80,08,1,4,,2,,,4,,2,,2,,,,,2,1,02,4,08,526.76573504
5367145,1,2,1,80,08,2,,,,2,,,.,2,,2,,,,,2,1,02,,08,566.95696593
5367148,1,2,1,80,13,1,3,,2,,,9,,2,,2,,,,,2,1,02,1.3,13,459.41193582
5367151,1,1,1,80,13,1,5,,2,,,10,,3,,2,,,,,3,1,02,4,13,348.03112746
5367152,1,1,1,80,13,1,5,,2,,,10,,3,,2,,,,,3,1,02,4,13,339.39966217
5367153,1,3,1,80,13,2,,,,2,,,.,,,2,,,,,,1,02,,13,341.96743164
5367156,1,1,1,80,13,1,1,,2,,,12,PANDEMIA,2,,2,,,,,2,1,02,1.4,13,427.09550522
5367156,1,3,1,80,13,2,,,,2,,,.,,,2,,,,,,1,02,,13,427.09550522
5367157,1,2,1,80,13,1,3,,2,,,9,,1,,2,,,,,2,1,02,3,13,467.4241429
5367157,1,3,1,80,13,2,,,,2,,,.,2,,2,,,,,2,1,02,,13,467.4241429
5367157,1,4,1,80,13,2,,,,2,,,.,,,2,,,,,,1,02,,13,467.4241429
5367230,1,2,1,80,17,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,17,216.39672357
5367231,1,3,1,80,17,2,,,,2,,,.,2,,2,,,,,2,1,02,,17,188.20487668
5367231,1,4,1,80,17,2,,,,2,,,.,2,,2,,,,,2,1,02,,17,188.20487668
5367232,1,2,1,80,17,1,8,,2,,,9,,1,,2,,,,,2,1,02,4,17,161.69762081
5367232,1,5,1,80,17,2,,,,2,,,.,2,,2,,,,,2,1,02,,17,161.69762081
5367232,1,6,1,80,17,1,7,,2,,,8,,1,,2,,,,,2,1,02,4,17,161.69762081
5367233,1,1,1,80,17,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,17,186.76523763
5367237,1,1,1,80,17,1,5,,2,,,10,,3,,2,,,,,3,1,02,4,17,169.54986767
5367237,1,2,1,80,17,1,5,,2,,,10,,3,,2,,,,,3,1,02,4,17,169.54986767
5367238,1,1,1,80,17,2,,,,2,,,.,2,,2,,,,,2,1,02,,17,210.78999585
5367239,1,1,1,80,17,1,8,,2,,,8,,3,,2,,,,,3,1,02,2,17,169.54986767
5367239,1,2,1,80,17,1,1,,1,,2,5,,1,4,2,,1,48,908526,1,1,02,2,17,169.54986767
5367240,1,1,1,80,17,1,5,,2,,,10,,3,,2,,,,,3,1,02,4,17,169.54986767
5367240,1,2,1,80,17,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,17,169.54986767
5367242,1,1,1,80,17,1,1,,2,,,8,,2,,2,,,,,2,1,02,2,17,185.51798806
5367243,1,1,1,80,17,1,8,,2,,,4,,2,,2,,,,,2,1,02,3,17,153.58174729
5367245,1,3,1,80,17,2,,,,2,,,.,2,,2,,,,,2,1,02,,17,275.01651775
5367245,1,4,1,80,17,2,,,,2,,,.,,,2,,,,,,1,02,,17,275.01651775
5367247,1,2,1,80,17,2,,,,2,,,.,,,2,,,,,,1,02,,17,227.03418206
5367250,1,1,1,80,17,1,5,,2,,,10,,3,,2,,,,,3,1,02,4,17,155.31809119
5367250,1,2,1,80,17,2,,,,2,,,.,2,,2,,,,,2,1,02,,17,155.31809119
5367339,1,1,1,80,23,2,,,,2,,,.,2,,2,,,,,2,1,02,,23,152.55555049
5367339,1,2,1,80,23,1,2,,2,,,2,,2,,2,,,,,2,1,02,2,23,152.55555049
5367340,1,4,1,80,23,2,,,,2,,,.,2,,2,,,,,2,1,02,,23,158.14895003
5367342,1,2,1,80,23,1,3,,2,,,8,,2,,2,,,,,2,1,02,3,23,149.61833184
5367342,1,3,1,80,23,2,,,,2,,,.,2,,2,,,,,2,1,02,,23,149.61833184
5367343,1,2,1,80,23,1,8,,2,,,9,,2,,2,,1,30,350000,2,1,02,1.1,23,248.30567522
5367344,1,5,1,80,23,1,2,,2,,,2,,2,,2,,,,,2,1,02,1.4,23,164.1487644
5367344,1,6,1,80,23,1,1,,2,,,2,,2,,2,,1,40,908526,2,1,02,2,23,164.1487644
5367346,1,2,1,80,23,2,,,,2,,,.,2,,2,,,,,2,1,02,,23,99.438387039
5367349,1,2,1,80,23,2,,,,2,,,.,2,,2,,,,,2,1,02,,23,135.66151434
5367350,1,1,1,80,23,1,4,,2,,,8,,2,,2,,,,,2,1,02,4,23,152.55555049
5367350,1,2,1,80,23,2,,,,1,2,9,,2,,2,,2,,900000,2,1,02,,23,152.55555049
5367351,1,2,1,80,23,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,23,120.42892367
5367352,1,1,1,80,23,1,4,,2,,,8,,2,,2,,,,,2,1,02,4,23,120.42892367
5367353,1,1,1,80,23,1,3,,2,,,9,,2,,2,,,,,2,1,02,1.4,23,129.56897584
5367353,1,2,1,80,23,1,5,,2,,,10,,3,,2,,,,,3,1,02,4,23,129.56897584
5367353,1,3,1,80,23,1,8,,2,,,1,,2,,2,,,,,2,1,02,2,23,129.56897584
5367353,1,4,1,80,23,2,,,,2,,,.,,,2,,,,,,1,02,,23,129.56897584
5367354,1,1,1,80,23,2,,,,2,,,.,2,,2,,,,,2,1,02,,23,135.67404022
5367354,1,2,1,80,23,2,,,,2,,,.,2,,2,,,,,2,1,02,,23,135.67404022
5367354,1,3,1,80,23,2,,,,2,,,.,,,2,,,,,,1,02,,23,135.67404022
5367355,1,3,1,80,23,2,,,,2,,,.,2,,2,,,,,2,1,02,,23,118.89809496
5367355,1,4,1,80,23,2,,,,2,,,.,,,2,,,,,,1,02,,23,118.89809496
5367355,1,5,1,80,23,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,23,118.89809496
5367357,1,3,1,80,23,2,,,,2,,,.,2,,2,,,,,2,1,02,,23,141.88466961
5367357,1,4,1,80,23,2,,,,2,,,.,2,,2,,,,,2,1,02,,23,141.88466961
5367358,1,3,1,80,23,2,,,,2,,,.,2,,2,,,,,2,1,02,,23,162.12767462
5367359,1,1,1,80,23,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,23,199.91476798
5367359,1,2,1,80,23,2,,,,2,,,.,2,,2,,,,,2,1,02,,23,199.91476798
5367359,1,4,1,80,23,2,,,,2,,,.,,,2,,,,,,1,02,,23,199.91476798
5367360,1,3,1,80,23,1,4,,2,,,4,,2,,2,,,,,2,1,02,1.3,23,229.20165557
5367501,1,1,1,80,50,1,4,,2,,,8,,3,,2,,,,,3,1,02,4,50,418.46012974
5367502,1,2,1,80,50,1,2,,2,,,2,,2,,2,,,,,2,1,02,2,50,205.09526986
5367502,1,3,1,80,50,2,,,,2,,,.,2,,2,,,,,2,1,02,,50,205.09526986
5367504,1,1,1,80,50,1,5,,2,,,10,,3,,2,,,,,3,1,02,1.4,50,359.26233205
5367504,1,2,1,80,50,1,5,,2,,,9,,3,,2,,,,,3,1,02,4,50,359.26233205
5367505,1,2,1,80,50,1,3,,2,,,9,,2,,2,,,,,2,1,02,3,50,368.13883298
5367508,1,2,1,80,50,2,,,,2,,,.,2,,2,,,,,2,1,02,,50,237.52641288
5367513,1,3,1,80,50,1,8,,2,,,2,,2,,2,,,,,2,1,02,1.2,50,275.21030781
5367515,1,2,1,80,50,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,50,277.45631955
5367515,1,3,1,80,50,2,,,,2,,,.,2,,2,,,,,2,1,02,,50,277.45631955
5367516,1,2,1,80,50,2,,,,2,,,.,,,2,,,,,,1,02,,50,237.52641288
5367517,1,2,1,80,50,1,9,PANDEMIA SANITARIA,2,,,12,PANDEMIA SANITARIA,2,,2,,,,,2,1,02,1.4,50,250.30162679
5367517,1,4,1,80,50,2,,,,2,,,.,2,,2,,,,,2,1,02,,50,250.30162679
5367518,1,1,1,80,50,1,3,,2,,,4,,2,,2,,,,,2,1,02,1.4,50,318.55501752
5367519,1,1,1,80,50,1,4,,2,,,4,,2,,2,,1,40,1000000,2,1,02,2,50,364.77146547
5367519,1,3,1,80,50,2,,,,2,,,.,2,,2,,,,,2,1,02,,50,364.77146547
5367519,1,4,1,80,50,2,,,,2,,,.,2,,2,,,,,2,1,02,,50,364.77146547
5367520,1,3,1,80,50,2,,,,2,,,.,,,2,,,,,,1,02,,50,277.45631955
5367521,1,1,1,80,50,1,8,,2,,,11,,1,,2,,,,,2,1,02,2,50,232.24996261
5367521,1,2,1,80,50,2,,,,2,,,.,2,,2,,,,,2,1,02,,50,232.24996261
5367522,1,3,1,80,50,2,,,,2,,,.,2,,2,,,,,2,1,02,,50,191.15126464
5367524,1,1,1,80,50,1,3,,2,,,8,,2,,2,,,,,2,1,02,4,50,264.47215965
5367525,1,1,1,80,50,1,5,,2,,,10,,3,,2,,,,,3,1,02,4,50,264.47215965
5367526,1,1,1,80,50,1,3,,2,,,9,,2,,2,,,,,2,1,02,3,50,178.78511438
5367526,1,4,1,80,50,1,3,,2,,,2,,2,,2,,,,,2,1,02,2,50,178.78511438
5367527,1,1,1,80,50,1,1,,2,,,4,,2,,2,,,,,2,1,02,1.2,50,273.34866058
5367528,1,3,1,80,50,2,,,,2,,,.,,,2,,,,,,1,02,,50,291.40032477
5367529,1,1,1,80,50,1,3,,2,,,9,,2,,2,,,,,2,1,02,1.2,50,365.94025677
5367529,1,2,1,80,50,2,,,,2,,,.,,,2,,,,,,1,02,,50,365.94025677
5367530,1,4,1,80,50,2,,,,2,,,.,,,2,,,,,,1,02,,50,250.30162679
5367531,1,1,1,80,50,1,7,,2,,,11,,2,,2,,,,,2,1,02,2,50,273.34866058
5367532,1,2,1,80,50,1,7,,2,,,9,,2,,2,,,,,2,1,02,2,50,277.45631955
5367532,1,3,1,80,50,2,,,,2,,,.,,,2,,,,,,1,02,,50,277.45631955
5367534,1,2,1,80,50,1,3,,2,,,9,,2,,2,,,,,2,1,02,3,50,245.00143935
5367535,1,2,1,80,50,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,50,323.83146779
5367539,1,2,1,80,50,1,8,,2,,,4,,2,,2,,,,,2,1,02,1.4,50,318.55501752
5367540,1,2,1,80,50,1,3,,2,,,9,,2,,2,,,,,2,1,02,2,50,316.30900579
5367541,1,2,1,80,50,1,3,,2,,,9,,2,,2,,,,,2,1,02,1.4,50,296.67677503
5367541,1,3,1,80,50,2,,,,2,,,.,,,2,,,,,,1,02,,50,296.67677503
5367542,1,3,1,80,50,2,,,,2,,,.,,,2,,,,,,1,02,,50,419.81416867
5367545,1,3,1,80,50,2,,,,2,,,.,,,2,,,,,,1,02,,50,296.67677503
5367546,1,1,1,80,50,1,4,,2,,,8,,2,,2,,,,,2,1,02,4,50,264.6336701
5367548,1,4,1,80,50,2,,,,2,,,.,2,,2,,,,,2,1,02,,50,333.50911376
5367549,1,3,1,80,50,1,4,,2,,,4,,2,,2,,,,,2,1,02,3,50,277.45631955
5367551,1,2,1,80,50,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,50,230.84848816
5367552,1,1,1,80,50,1,3,,2,,,8,,2,,2,,,,,2,1,02,3,50,230.84848816
5367552,1,2,1,80,50,1,4,,2,,,8,,2,,2,,,,,2,1,02,3,50,230.84848816
5367553,1,1,1,80,50,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,50,264.47215965
5367554,1,2,1,80,50,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,50,329.10791805
5367556,1,3,1,80,50,2,,,,2,,,.,,,2,,,,,,1,02,,50,277.45631955
5367557,1,2,1,80,50,2,,,,2,,,.,2,,2,,,,,2,1,02,,50,332.13835658
5367558,1,2,1,80,50,2,,,,2,,,.,2,,2,,,,,2,1,02,,50,237.52641288
5367560,1,1,1,80,50,1,3,,2,,,9,,2,,2,,1,48,1800000,2,1,02,3,50,318.55501752
5367564,1,1,1,80,52,1,5,,2,,,10,,3,,2,,,,,3,1,02,4,52,125.88242015
5367564,1,2,1,80,52,1,3,,2,,,9,,2,,2,,,,,2,1,02,2,52,125.88242015
5367566,1,1,1,80,52,1,5,,2,,,10,,3,,2,,,,,3,1,02,4,52,152.66336887
5367566,1,2,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,02,,52,152.66336887
5367567,1,2,1,80,52,1,7,,2,,,11,,2,,2,,,,,2,1,02,1.2,52,107.42347068
5367568,1,1,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,02,,52,128.75970163
5367571,1,3,1,80,52,2,,,,2,,,.,2,,2,,2,,877803,2,1,02,,52,243.88791678
5367572,1,6,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,02,,52,160.76661914
5367572,1,7,1,80,52,1,4,,2,,,8,,2,,2,,,,,2,1,02,4,52,160.76661914
5367573,1,1,1,80,52,1,5,,2,,,10,,3,,2,,,,,3,1,02,4,52,107.42347068
5367573,1,2,1,80,52,1,5,,2,,,10,,3,,2,,,,,3,1,02,4,52,107.42347068
5367574,1,1,1,80,52,1,5,,2,,,10,,3,,2,,,,,3,1,02,4,52,152.66336887
5367575,1,1,1,80,52,1,5,,2,,,8,,3,,2,,,,,3,1,02,4,52,107.42347068
5367575,1,2,1,80,52,1,5,,2,,,10,,3,,2,,,,,3,1,02,4,52,107.42347068
5367576,1,2,1,80,52,1,9,PARA DESCANSAR,2,,,11,,2,,2,,,,,2,1,02,4,52,125.88242015
5367580,1,2,1,80,52,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,52,246.30061258
5367580,1,3,1,80,52,2,,,,2,,,.,,,2,,,,,,1,02,,52,246.30061258
5367582,1,1,1,80,52,1,7,,2,,,4,,2,,2,,,,,2,1,02,4,52,157.28633434
5367582,1,2,1,80,52,1,9,CUIDAR ENFERMA,2,,,12,CUIDAR ENFERMA,2,,2,,,,,2,1,02,1.3,52,157.28633434
5367582,1,3,1,80,52,2,,,,2,,,.,,,2,,,,,,1,02,,52,157.28633434
5367583,1,2,1,80,52,1,9,PANDEMIA,2,,,12,PANDEMIA,2,,2,,2,,900000,2,1,02,1.4,52,152.66336887
5367584,1,1,1,80,52,1,3,,2,,,9,,2,,2,,1,20,350000,2,1,02,4,52,157.28633434
5367584,1,2,1,80,52,2,,,,2,,,.,,,2,,,,,,1,02,,52,157.28633434
5367585,1,2,1,80,52,2,,,,2,,,.,2,,2,,2,,300000,2,1,02,,52,148.1338948
5367585,1,3,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,02,,52,148.1338948
5367587,1,1,1,80,52,1,7,,2,,,1,,1,,1,800000,1,40,600000,2,1,02,1.2,52,152.66336887
5367587,1,2,1,80,52,1,7,,2,,,8,,2,,2,,,,,2,1,02,4,52,152.66336887
5367588,1,1,1,80,52,1,4,,2,,,10,,3,,2,,2,,908526,3,1,02,4,52,194.38235481
5367588,1,3,1,80,52,1,2,,2,,,2,,2,,2,,,,,2,1,02,1.2,52,194.38235481
5367589,1,2,1,80,52,1,3,,2,,,9,,2,,2,,,,,2,1,02,3,52,188.11574968
5367593,1,1,1,80,52,1,5,,2,,,10,,3,,2,,,,,3,1,02,4,52,149.78608739
5367593,1,2,1,80,52,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,52,149.78608739
5367593,1,3,1,80,52,1,4,,2,,,4,,3,,2,,,,,3,1,02,4,52,149.78608739
5367594,1,1,1,80,52,1,8,,2,,,12,POR PANDEMIA,1,2,2,,1,40,1500000,1,1,02,1.4,52,184.06728305
5367594,1,2,1,80,52,2,,,,2,,,.,,,2,,,,,,1,02,,52,184.06728305
5367597,1,1,1,80,52,1,3,,1,,1,9,,2,,2,,1,20,800000,2,1,02,4,52,210.82950946
5367597,1,2,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,02,,52,210.82950946
5367599,1,1,1,80,52,1,4,,1,,2,9,,2,,2,,,,500000,2,1,02,2,52,234.22113452
5367601,1,1,1,80,52,1,5,,2,,,10,,3,,2,,,,,3,1,02,4,52,152.66336887
5367601,1,2,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,02,,52,152.66336887
5367602,1,2,1,80,52,1,3,,2,,,9,,2,,2,,,,,2,1,02,1.4,52,292.45575446
5367602,1,3,1,80,52,2,,,,2,,,.,,,2,,,,,,1,02,,52,292.45575446
5367605,1,4,1,80,52,2,,,,2,,,.,,,2,,,,,,1,02,,52,107.42347068
5367605,1,5,1,80,52,2,,,,2,,,.,,,2,,,,,,1,02,,52,107.42347068
5367607,1,4,1,80,52,1,8,,2,,,9,,2,,2,,1,24,500000,2,1,02,1.2,52,269.0641294
5367610,1,2,1,80,52,1,3,,2,,,9,,2,,2,,1,20,400000,2,1,02,1.4,52,356.23940552
5367613,1,1,1,80,52,1,4,,2,,,4,,2,,2,,,,,2,1,02,2,52,107.42347068
5367613,1,2,1,80,52,1,3,,2,,,4,,2,,2,,,,,2,1,02,4,52,107.42347068
5367613,1,3,1,80,52,1,4,,2,,,4,,2,,2,,,,,2,1,02,4,52,107.42347068
5367616,1,3,1,80,52,2,,,,2,,,.,,,2,,,,,,1,02,,52,246.30061258
5367617,1,2,1,80,52,1,9,PANDEMIA,2,,,9,,2,,2,,2,,908000,2,1,02,1.3,52,175.38798212
5367619,1,3,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,02,,52,269.0641294
5367619,1,4,1,80,52,2,,,,2,,,.,,,2,,,,,,1,02,,52,269.0641294
5367621,1,1,1,80,52,1,4,,2,,,8,,2,,2,,,,,2,1,02,2,52,204.37920051
5367623,1,3,1,80,52,2,,,,2,,,.,,,2,,,,,,1,02,,52,217.10696807
5367626,1,1,1,80,52,1,5,,2,,,10,,3,,2,,,,,3,1,02,4,52,155.54065035
5367629,1,2,1,80,52,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,52,162.236833
5367629,1,6,1,80,52,1,3,,2,,,8,,2,,2,,,,,2,1,02,4,52,162.236833
5367631,1,1,1,80,52,1,5,,2,,,10,,3,,2,,,,,3,1,02,4,52,152.66336887
5367631,1,2,1,80,52,1,3,,2,,,8,,2,,2,,,,,2,1,02,4,52,152.66336887
5367632,1,1,1,80,52,1,1,,1,,1,12,POR CONTAGIO   POR COVID 19,2,,2,,,,2000000,2,1,02,1.2,52,185.18871116
5367633,1,2,1,80,52,1,4,,2,,,4,,2,,2,,,,,2,1,02,4,52,182.3713561
5367634,1,1,1,80,52,1,5,,2,,,10,,3,,2,,,,,3,1,02,4,52,155.54065035
5367635,1,2,1,80,52,2,,,,2,,,.,,,2,,,,,,1,02,,52,216.59262535
5367636,1,2,1,80,52,1,7,,2,,,1,,2,,2,,1,25,800000,2,1,02,2,52,272.41454949
5367636,1,3,1,80,52,2,,,,2,,,.,,,2,,,,,,1,02,,52,272.41454949
5367638,1,2,1,80,52,2,,,,2,,,.,,,2,,,,,,1,02,,52,216.59262535
5367639,1,1,1,80,52,1,5,,2,,,10,,3,,2,,1,48,908526,3,1,02,4,52,161.7970861
5367639,1,2,1,80,52,1,3,,2,,,9,,2,,2,,,,,2,1,02,4,52,161.7970861
5367639,1,3,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,02,,52,161.7970861
5367640,1,2,1,80,52,1,3,,2,,,4,,2,,2,,,,,2,1,02,4,52,107.42347068
5367642,1,1,1,80,52,1,4,,2,,,4,,2,,2,,,,,2,1,02,3,52,211.96965988
5367646,1,3,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,02,,52,222.90898752
5367646,1,4,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,02,,52,222.90898752
5367652,1,4,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,02,,52,163.5427701
5367652,1,5,1,80,52,2,,,,2,,,.,,,2,,,,,,1,02,,52,163.5427701
5367655,1,1,1,80,54,1,7,,2,,,8,,2,,2,,,,,2,1,02,4,54,354.56246097
5367656,1,2,1,80,54,1,3,,2,,,9,,1,,2,,2,,908000,2,1,02,4,54,439.36835096
5367656,1,3,1,80,54,2,,,,2,,,.,2,,2,,,,,2,1,02,,54,439.36835096
