DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,CLASE,P388,P6440,P6450,P6460,P6460S1,P6400,P6410,P6410S1,P6422,P6424S1,P6424S2,P6424S3,P6426,P6430S1,P6480,P6480S1,P9440,P6500,P6510,P6510S1,P6510S2,P6590,P6590S1,P6600,P6600S1,P6610,P6610S1,P6620,P6620S1,P6585S1,P6585S1A1,P6585S1A2,P6585S2,P6585S2A1,P6585S2A2,P6585S3,P6585S3A1,P6585S3A2,P6585S4,P6585S4A1,P6585S4A2,P6545,P6545S1,P6545S2,P6580,P6580S1,P6580S2,P6630S1,P6630S1A1,P6630S2,P6630S2A1,P6630S3,P6630S3A1,P6630S4,P6630S4A1,P6630S6,P6630S6A1,P6640,P6640S1,P6765,P6765S1,P6772,P6772S1,P6773S1,P6775,P6750,P6760,P550,P6780,P6780S1,P6790,P1800,P1800S1,P1801S1,P1801S2,P1801S3,P1802,P1879,P1805,P6800,P6810,P6810S1,P6850,P6830,P6830S1,P6870,P6880,P6880S1,P6915,P6915S1,P6920,P6930,P6940,P6960,P6980,P6980S1,P6980S2,P6980S3,P6980S4,P6980S5,P6980S6,P6980S7,P6980S7A1,P6980S8,P6990,P9450,P7020,P760,P7026,P7028,P7028S1,P7040,P390,P7045,P7050,P7050S1,P7070,P7075,P7077,P1880,P1881,P1882,P3148,P7090,P7100,P7110,P7120,P7130,P7140,P7140S1,P7140S2,P7140S3,P7140S4,P7140S5,P7140S6,P7140S7,P7140S8,P7140S9,P7140S9A1,P7150,P7160,P7170S1,P7170S5,P7170S6,P7180,P514,P515,P7240,P7240S1,OFICIO,RAMA2D_R4,OCI,MES,P6430,RAMA4D_R4,INGLABO,DPTO,fex_c_2011,RAMA4DP8_R4
5379376,1,2,1,60,2,13,1,2,1,,2,4,GOBERNACION DE BOLIVAR,1,1,1,1,56,,1,,2,,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,98,1,98,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,50,,.,50,,,9,7,,1,,1,3,1,10,1,1,,,,,,,,,1,1,1,0,12,1,,2,,,,,,,,3,3,3,,2,,,,2,,,,,,,,,,,,,,1,1,2,2,1,1,3,,13,85,1,02,2,8530,,13,1151.2905978,8413
5379377,1,1,1,60,2,13,2,,,,,,,,,,,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,400000,1,4800000,3,,12,1,1,0,0,1,3,6,2,84,,.,84,,,2,1,,4,,2,,,,1,,,,,,,,,1,2,2,1,4,30,4,,2,,,,,,,,2,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,8,,41,47,1,02,4,4711,400000,13,1873.7892823,
5379377,1,2,1,60,2,13,2,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,.,8,,,,,,,,,22,1,,22,,,2,1,,4,,2,,,,1,,,,,,,,,1,2,2,1,1,2,1,,2,,,,,,,,3,14,,,1,26,1,1,1,1,2,1,2,1,2,2,2,2,2,,1,1,1,2,2,2,1,1,3,,45,47,1,02,6,4711,,13,1873.7892823,
5379377,1,4,1,60,2,13,1,1,,,1,,,1,2,2,2,0,,1,,2,350000,2,,,1,300000,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,1,,,,,,,,,60,,.,60,,,1,2,,4,,2,,,,1,,,,,,,,,1,2,2,1,12,3,1,,2,,,,,,,,3,9,15,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,8,,54,97,1,02,3,9700,650000,13,1873.7892823,
5379378,1,1,1,60,2,13,2,,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,150000,1,1800000,3,,12,1,1,0,0,1,3,3,2,40,,.,40,,,2,1,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,1,4,,1,13,14,4,,120000,1,1,8,14,,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,3,,41,47,1,02,4,4724,270000,13,963.12275559,
5379378,1,2,1,60,2,13,2,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,.,12,,,,,,,,,12,2,,12,,,2,1,,2,,,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,45,47,1,02,6,4724,,13,963.12275559,
5379379,1,1,1,60,2,13,1,1,,,1,,,1,2,2,2,12,,1,,2,400000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,50,,.,50,,,2,7,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,24,1,,2,,,,,,,,3,3,12,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,40,47,1,02,1,4724,400000,13,1308.0034992,
5379380,1,1,1,60,2,13,2,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,1000000,1,12000000,3,,12,1,1,1,0,0,3,3,2,56,,.,56,,,2,7,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,24,1,,2,,,,,,,,8,3,2,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,51,56,1,02,5,5630,1000000,13,1529.8226305,
5379381,1,1,1,60,2,13,2,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,300000,1,3600000,3,,12,2,,,,,3,5,2,50,,.,50,,,1,4,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,12,1,,2,,,,,,,,3,11,5,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,98,49,1,02,4,4921,300000,13,1529.8226305,
5379393,1,1,1,60,2,13,2,,,,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,900000,1,9000000,3,,12,1,3,0,0,3,3,3,2,48,,.,48,,,3,1,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,24,1,,2,,,,,,,,1,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,8,,77,10,1,02,4,1040,900000,13,1774.4902575,
5379393,1,2,1,60,2,13,2,,,,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,.,12,,,,,,,,,20,2,,20,,,3,1,,2,,2,,,,1,,,,,,,,,1,2,2,1,6,6,1,,2,,,,,,,,1,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,2,,77,10,1,02,6,1040,,13,1774.4902575,
5379393,1,3,1,60,2,13,2,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,.,12,,,,,,,,,40,,.,40,,,3,4,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,12,2,,2,,,,,,,,1,11,15,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,97,10,1,02,6,1040,,13,1774.4902575,
5379393,1,4,1,60,2,13,2,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,.,12,,,,,,,,,20,2,,20,,,3,4,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,11,15,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,97,10,1,02,6,1040,,13,1774.4902575,
5379395,1,1,1,60,2,13,2,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,600000,1,7200000,3,,12,2,,,,,3,3,2,50,,.,50,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,24,1,,2,,,,,,,,3,3,3,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,61,01,1,02,4,0111,600000,13,953.15494573,
5379396,1,3,1,60,2,13,2,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,500000,1,6000000,3,,12,2,,,,,3,3,2,48,,.,48,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,12,4,,2,,,,,,,,1,10,20,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,61,01,1,02,4,0161,500000,13,1178.9034577,
5379397,1,1,1,60,2,13,2,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,400000,1,2000000,3,,12,2,,,,,3,3,2,48,,.,48,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,12,8,,2,,,,,,,,8,11,10,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,8,,61,01,1,02,4,0141,400000,13,1282.8644224,
5379398,1,1,1,60,2,13,2,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,500000,1,6200000,3,,12,2,,,,,3,3,2,50,,.,50,,,1,1,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,12,4,,2,,,,,,,,3,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,77,10,1,02,4,1040,500000,13,774.07338208,
5379398,1,2,1,60,2,13,1,1,,,1,,,1,2,2,2,56,,1,,2,400000,2,,,1,120000,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,60,,.,60,,,1,2,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,24,1,,2,,,,,,,,3,11,15,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,54,97,1,02,3,9700,520000,13,774.07338208,
5379399,1,1,1,60,2,13,2,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,500000,1,6000000,3,,12,2,,,,,3,3,2,50,,.,50,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,23,1,,2,,,,,,,,3,3,10,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,61,01,1,02,4,0161,500000,13,1481.0000746,
5379402,1,1,1,60,2,13,1,1,,,1,,,2,2,2,2,56,,1,,2,600000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,50,,.,50,,,3,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,24,1,,2,,,,,,,,3,11,5,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,62,01,1,02,8,0141,600000,13,1772.5114324,
5379402,1,2,1,60,2,13,2,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,3,,1,98,3,,12,2,,,,,3,3,2,10,2,,10,,,1,5,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,24,1,,2,,,,,,,,3,3,5,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,45,47,1,02,4,4773,,13,1772.5114324,
5379403,1,1,1,60,2,13,1,2,1,,2,4,GOBERNACION DE BOLIVAR,1,1,1,1,420,,5,,2,3600000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,3600000,1,1800000,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,40,,.,40,,,9,7,,1,,3,,,,,.,,,,,,,,,1,1,2,,,,,2,,,,,,,,,11,5,,2,,,,2,,,,,,,,,,,,,,1,1,1,1,1,1,3,,13,85,1,02,2,8530,3600000,13,1188.8712676,8413
5379403,1,2,1,60,2,13,2,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,300000,1,3600000,3,,12,2,,,,,3,3,2,40,,.,40,,,1,1,,3,,2,,,,1,,,,,,,,,1,2,2,1,0,240,4,,2,,,,,,,,9,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,41,47,1,02,4,4759,300000,13,1188.8712676,
5379404,1,1,1,60,2,13,2,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,400000,1,4000000,3,,12,2,,,,,3,3,2,48,,.,48,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,26,1,,2,,,,,,,,1,3,5,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,8,,61,01,1,02,4,0141,400000,13,1335.6163591,
5379425,1,1,1,60,2,18,2,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,500000,1,5500000,3,,12,2,,,,,2,3,2,48,,.,48,,,1,9,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,36,4,,2,,,,,,,,3,3,30,,2,,,,1,1,2,1,2,2,2,2,1,1,2,,2,1,2,2,1,2,2,1,8,,95,41,1,02,4,4111,500000,18,582.61491218,
5379426,1,3,1,60,2,18,1,1,,,1,,,1,2,2,2,1,,1,,2,350000,2,,,1,250000,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,30,2,,30,,,2,4,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,1,18,10,1,,100000,2,7,,3,5,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,97,49,1,02,1,4923,700000,18,271.46667558,
5379427,1,1,1,60,2,18,2,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,500000,1,3600000,3,,12,2,,,,,2,3,2,48,,.,48,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,4,96,4,,2,,,,,,,,2,12,25,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,8,,61,01,1,02,4,0161,500000,18,449.8762971,
5379427,1,4,1,60,2,18,2,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,400000,1,2800000,3,,12,2,,,,,2,6,2,40,,.,40,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,50,,2,,,,1,1,2,1,2,2,2,1,1,1,2,,2,1,2,2,1,2,1,1,3,,61,01,1,02,4,0161,400000,18,449.8762971,
5379430,1,2,1,60,2,18,2,,,,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,400000,1,4800000,3,,12,2,,,,,3,3,1,28,2,,28,,,1,1,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,14,,,1,20,2,1,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,57,96,1,02,4,9602,400000,18,638.45416848,
5379431,1,1,1,60,2,18,1,1,,,1,,,2,2,2,2,5,,5,,2,450000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,5,,,,,,,,,32,1,,32,,,9,7,,2,,2,,,,1,,,,,,,,,1,2,2,1,12,12,4,,2,,,,,,,,2,3,10,,1,15,1,1,1,1,1,1,2,2,2,1,2,2,2,,2,1,2,2,2,2,2,1,8,,18,87,1,02,1,8730,450000,18,584.06243544,
5379432,1,1,1,60,2,18,2,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,700000,1,8400000,3,,12,1,1,0,0,1,3,3,2,40,,.,40,,,2,1,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,180,4,,2,,,,,,,,3,14,,,2,,,,1,1,2,2,2,2,2,2,1,1,2,,2,1,1,1,1,2,1,1,3,,77,56,1,02,4,5619,700000,18,271.46667558,
5379432,1,2,1,60,2,18,2,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,.,12,,,,,,,,,40,,.,40,,,2,1,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,53,56,1,02,6,5619,,18,271.46667558,
5379432,1,3,1,60,2,18,2,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,500000,1,6000000,3,,12,2,,,,,2,1,1,45,,.,45,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,40,,2,,,,1,1,2,1,2,2,2,2,1,1,2,,2,1,1,1,1,2,2,1,3,,61,01,1,02,4,0161,500000,18,271.46667558,
5379434,1,1,1,60,2,18,1,2,2,6,1,,,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,1200000,1,8400000,3,,7,2,,,,,1,1,1,48,,.,48,,,5,7,,1,,1,1,2,1,1,1,,,,,,,,,1,2,1,5,7,4,,2,,,,,,,,1,3,5,,2,,,,1,1,2,1,2,2,2,2,2,2,2,,1,1,1,1,1,2,2,1,3,,59,86,1,02,4,8621,1200000,18,320.18963134,
5379437,1,1,1,60,2,18,1,1,,,1,,,1,2,2,2,1,,1,,2,800000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,4,7,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,18,8,,2,,,,,,,,3,3,15,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,55,10,1,02,1,1040,800000,18,584.06243544,
5379438,1,1,1,60,2,18,2,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,500000,1,6000000,3,,12,2,,,,,2,1,1,45,,.,45,,,2,9,,10,,2,,,,1,,,,,,,,,1,2,2,1,0,6,1,,2,,,,,,,,1,3,10,,2,,,,1,1,2,1,2,2,2,2,2,2,2,,2,1,1,2,1,2,2,1,3,,95,41,1,02,4,4111,500000,18,361.31871563,
5379440,1,1,1,60,2,18,2,,,,,,,,,,,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,1800000,1,21600000,3,,12,2,,,,,1,3,2,48,,.,48,,,1,7,,1,,1,1,2,19,1,1,,,,,,,,,1,2,1,0,72,1,,2,,,,,,,,3,3,3,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,2,,14,94,1,02,4,9491,1800000,18,304.98215777,
5379440,1,2,1,60,2,18,2,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,2,300000,1,3600000,3,,12,2,,,,,3,1,1,14,2,,14,,,1,2,,3,,2,,,,1,,,,,,,,,1,2,2,1,99,72,4,,2,,,,,,,,3,3,5,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,45,47,1,02,4,4792,300000,18,304.98215777,
5379443,1,1,1,60,2,18,1,1,,,1,,,1,1,1,1,84,,2,,2,1200000,2,,,2,,1,150000,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,600000,1,600000,1,600000,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,3,8,,2,,2,,,,1,,,1,,,,,,,1,2,1,0,120,8,,2,,,,,,,,3,3,5,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,8,,60,01,1,02,1,0141,1350000,18,414.76022697,
5379446,1,1,1,60,2,18,2,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,300000,1,3600000,3,,12,2,,,,,2,1,1,27,1,,27,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,45,,1,20,1,1,1,1,2,1,2,2,2,2,1,2,2,,1,1,1,2,1,2,2,1,3,,61,01,1,02,4,0161,300000,18,1085.8667023,
5379448,1,2,1,60,2,18,2,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,400000,1,4800000,3,,12,2,,,,,2,1,1,45,,.,45,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,60,,2,,,,1,1,2,1,2,2,2,2,2,2,2,,1,1,1,2,1,2,2,1,3,,61,01,1,02,4,0161,400000,18,519.78635519,
5379450,1,1,1,60,2,18,2,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,500000,1,6000000,3,,12,2,,,,,2,1,1,45,,.,45,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,12,40,,2,,,,1,1,2,1,2,2,2,2,1,2,2,,2,1,1,1,1,2,2,1,3,,61,01,1,02,4,0161,500000,18,597.3250842,
5379450,1,3,1,60,2,18,1,1,,,1,,,1,2,2,2,1,,1,,2,200000,2,,,1,150000,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,1,,,,,,,,,30,2,,30,,,2,7,,2,,,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,5,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,45,10,1,02,1,1081,350000,18,597.3250842,
5379451,1,1,1,60,2,18,1,1,,,1,,,1,2,2,2,36,,1,,2,800000,2,,,2,,1,100000,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,40,,.,40,,,2,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,12,1,,1,18,24,4,,150000,1,8,3,3,10,,2,,,,1,1,2,1,2,2,2,1,1,1,2,,2,1,2,2,1,2,2,1,8,,60,01,1,02,1,0141,1050000,18,506.02640488,
5379452,1,1,1,60,2,18,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,800000,1,9600000,3,,12,1,1,0,0,1,1,6,2,50,,.,50,,,2,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,12,8,,2,,,,,,,,3,10,20,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,2,,61,01,1,02,4,0141,800000,18,759.71057985,
5379452,1,4,1,60,2,18,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,.,2,,,,,,,,,21,2,,21,,,2,8,,2,,,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,5,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,62,01,1,02,6,0141,,18,759.71057985,
5379453,1,1,1,60,2,18,1,1,,,1,,,1,2,2,2,1,,2,,2,1000000,2,,,2,,1,100000,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,2,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,24,8,,2,,,,,,,,8,3,12,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,8,,60,01,1,02,1,0141,1100000,18,416.20775023,
5379453,1,3,1,60,2,18,1,1,,,1,,,1,2,2,2,1,,2,,2,250000,2,,,2,,1,50000,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,40,,.,40,,,2,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,24,8,,2,,,,,,,,9,3,15,,2,,,,1,1,2,1,2,2,2,1,1,1,2,,2,1,2,2,1,2,2,1,3,,62,01,1,02,8,0141,300000,18,416.20775023,
5379454,1,1,1,60,2,18,2,,,,,,,,,,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,600000,1,7200000,3,,12,2,,,,,2,1,1,45,,.,45,,,1,8,,11,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,60,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,61,01,1,02,4,0161,600000,18,806.30885369,
5379455,1,1,1,60,2,18,2,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,500000,1,6000000,3,,12,2,,,,,2,1,2,48,,.,48,,,1,8,,2,,2,,,,1,,,,1,,,,,,2,2,1,0,108,1,,2,,,,,,,,2,11,25,,2,,,,2,,,,,,,,,,,,,,2,2,1,2,1,1,8,,61,01,1,02,4,0161,500000,18,928.70193685,
5379456,1,1,1,60,2,18,2,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,400000,1,4800000,3,,12,2,,,,,2,1,1,40,,.,40,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,6,1,,2,,,,,,,,10,3,5,,1,15,2,1,2,,,,,,,,,,,,,,1,1,1,2,1,1,2,,61,01,1,02,4,0145,400000,18,597.3250842,
5379457,1,1,1,60,2,18,1,1,,,1,,,1,2,2,2,6,,2,,2,900000,2,,,2,,1,60000,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,2,8,,10,,2,,,,1,,,,,,,,,1,2,2,1,0,4,4,,2,,,,,,,,2,3,10,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,2,8,,62,01,1,02,8,0141,960000,18,597.82238575,
5379458,1,1,1,60,2,18,2,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,650000,1,7800000,3,,12,2,,,,,2,1,1,45,,.,45,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,120,6,,2,,,,,,,,8,3,30,,2,,,,1,1,2,1,2,2,2,2,2,1,2,,1,1,1,2,1,2,1,1,3,,61,01,1,02,4,0161,650000,18,416.20775023,
5379460,1,1,1,60,2,18,2,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,400000,1,4800000,3,,12,2,,,,,2,1,1,40,,.,40,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,12,8,,2,,,,,,,,3,3,40,,2,,,,1,1,2,1,2,2,2,2,2,2,2,,1,1,1,1,1,2,1,1,3,,61,01,1,02,4,0161,400000,18,418.13425846,
