DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,P7250,P7260,P7280,P7280S1,P7310,P7320,P7350,P7350S1,P7360,P9460,P7390,P7390S1,P7420,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S7A1,P7420S8,P7422,P7422S1,P1806,P1519,P1883,RAMA2D_D_R4,OFICIO1,OFICIO2,DSI,DSCY,RAMA4D_D_R4,MES,DPTO,fex_c_2011
5367063,1,2,1,70,05,40,48,1,,2,44,1,,7,2,1,,,,,,,,,,,1,2,,1500000,2,,43,95,95,1,2,4330,02,05,1157.1889824
5367063,1,3,1,70,05,40,48,1,,2,104,1,,6,2,1,,,,,,,,,,,1,2,,908000,2,,10,55,77,1,2,1081,02,05,1157.1889824
5367064,1,3,1,70,05,16,48,1,,2,20,1,,2,2,1,,,,,,,,,,,1,2,,908000,2,,47,45,45,1,2,4724,02,05,1307.2338945
5367070,1,1,1,70,05,40,48,4,,2,44,4,,1,2,1,,,1,,,,,,,,,2,,908526,1,2,53,37,37,1,2,5320,02,05,1056.6532338
5367071,1,1,1,70,05,29,48,1,,2,29,1,,6,2,2,,,,,,,,,,,1,2,,1000000,2,,79,32,44,1,2,7911,02,05,1256.6482115
5367074,1,2,1,70,05,20,48,1,,2,6,1,,7,2,2,,,,,,,,,,,1,2,,2500000,2,,82,21,21,1,2,8230,02,05,964.62999258
5367081,1,1,1,70,05,2,48,1,,2,2,1,,2,2,4,,,,,,,,,,,1,1,1000000,1600000,2,,49,98,98,1,1,4923,02,05,985.03489681
5367084,1,1,1,70,05,104,48,1,,2,104,2,,9,2,1,,,,,,,,,1,YA ES PENSIONADO,,2,,1500000,3,,85,15,13,1,2,8544,02,05,1488.2383704
5367088,1,1,1,70,05,28,48,3,,2,28,3,,1,2,1,,,,,,,,,,,1,2,,908526,2,,97,54,54,1,2,9700,02,05,1111.6375453
5367088,1,3,1,70,05,5,48,1,,2,5,1,,7,2,1,,,,,,,,,,,1,2,,980000,2,,46,45,45,1,1,4649,02,05,1111.6375453
5367092,1,2,1,70,05,40,48,2,,2,40,1,,8,2,3,,,,,1,,,,,,,2,,2000000,2,,85,13,13,1,2,8530,02,05,1076.3458793
5367094,1,5,1,70,05,12,48,1,,2,36,1,,9,2,1,,,,,,,,,,,1,2,,906000,2,,78,45,55,1,1,7820,02,05,1514.4785614
5367104,1,2,1,70,05,4,48,1,,2,5,1,,7,2,2,,,,,,,,,,,1,2,,908526,2,,43,85,85,1,1,4321,02,05,1434.6422311
5367125,1,1,1,70,05,4,48,1,,2,4,1,,9,2,2,,,,,1,,,,,,,1,1300000,18000000,2,,84,44,44,1,1,8430,02,05,1353.3525833
5367126,1,1,1,70,05,4,48,1,,2,54,4,,1,2,2,,,,,,,,,,,1,2,,908600,2,,88,45,54,1,1,8890,02,05,958.34816104
5367126,1,3,1,70,05,102,48,1,,2,102,1,,9,2,1,,,,,,,,,,,1,2,,1000000,2,,82,38,38,1,2,8220,02,05,958.34816104
5367142,1,1,1,70,08,8,48,1,,2,8,1,,9,2,1,,,,,,,,,,,1,2,,906000,2,,01,98,98,1,1,0126,02,08,623.05617445
5367142,1,5,1,70,08,12,48,1,,2,12,4,,1,2,1,,,,,,,,,,,1,2,,906000,2,,41,95,95,1,1,4111,02,08,623.05617445
5367144,1,3,1,70,08,12,48,1,,2,44,1,,6,2,1,,,,,,,,,,,1,2,,906000,2,,47,45,45,1,1,4771,02,08,780.28402512
5367144,1,4,1,70,08,52,48,1,,2,52,1,,7,2,1,,,,,,,,,,,1,2,,906000,2,,47,45,45,1,2,4771,02,08,780.28402512
5367150,1,1,1,70,13,20,48,1,,2,24,1,,4,1,1,,,,,,,,,,,1,2,,908526,2,,56,53,53,1,2,5619,02,13,325.40419846
5367156,1,2,1,70,13,40,48,1,,2,40,1,,8,2,1,,,,,,,,,,,1,2,,908526,2,,55,55,55,1,2,5511,02,13,427.09550522
5367230,1,1,1,70,17,4,48,1,,2,4,1,,9,2,1,,,,,,,,,,,1,1,908526,908526,2,,80,58,58,1,1,8010,02,17,216.39672357
5367233,1,2,1,70,17,8,48,4,,2,8,4,,1,2,1,,,,,,,,,,,1,2,,908526,2,,41,95,95,1,1,4111,02,17,186.76523763
5367235,1,1,1,70,17,8,48,1,,2,8,1,,9,2,2,,,,,,,,,,,1,2,,908526,2,,82,38,38,1,1,8220,02,17,232.0681391
5367243,1,2,1,70,17,48,48,1,,2,48,1,,2,2,1,,,,,,,,,,,1,2,,908526,2,,41,95,95,1,2,4111,02,17,153.58174729
5367243,1,3,1,70,17,4,48,8,,2,4,8,,3,2,1,,,,,1,,,,,,,2,,908526,2,,01,62,62,1,1,0123,02,17,153.58174729
5367247,1,1,1,70,17,24,48,1,,2,24,1,,3,2,1,,,,,,,,,,,1,2,,908526,2,,56,53,53,1,2,5611,02,17,227.03418206
5367249,1,2,1,70,17,4,48,1,,2,8,1,,9,2,2,,,,,,,,,,,1,2,,2000000,2,,85,32,32,1,1,8551,02,17,216.39672357
5367340,1,1,1,70,23,12,48,1,,2,46,1,,7,2,1,,,,,,,,,,,1,2,,2000000,2,,86,19,19,1,1,8610,02,23,158.14895003
5367346,1,1,1,70,23,40,48,3,,2,40,3,,1,2,1,,,,,,,,,,,1,2,,400000,2,,97,54,54,1,2,9700,02,23,99.438387039
5367346,1,3,1,70,23,20,42,1,,2,40,1,,5,2,1,,,,,,,,,,,1,2,,800000,2,,47,59,45,1,2,4771,02,23,99.438387039
5367347,1,2,1,70,23,48,48,1,,2,48,1,,9,2,1,,,,,,,,,,,1,2,,908526,2,,82,38,38,1,2,8220,02,23,115.61215834
5367348,1,2,1,70,23,52,48,1,,2,4,4,,1,2,1,,,,,,,,,,,1,1,200000,908526,2,,47,45,45,1,2,4719,02,23,178.45902204
5367352,1,2,1,70,23,8,30,1,,2,20,1,,2,2,4,,,,,,,,,,,1,2,,908526,2,,47,40,40,1,1,4772,02,23,120.42892367
5367355,1,1,1,70,23,28,48,1,,2,28,4,,1,2,1,,,,,,,,,,,1,2,,1000000,2,,47,45,41,1,2,4773,02,23,118.89809496
5367517,1,3,1,70,50,52,48,1,,1,,,,,,,,.,,,,,,,,.,,,,2500000,,,,13,,1,2,.,02,50,250.30162679
5367520,1,1,1,70,50,8,48,1,,2,8,4,,9,2,1,,,,1,,,,,,,,2,,1200000,1,1,88,13,13,1,1,8890,02,50,277.45631955
5367522,1,2,1,70,50,20,48,1,,1,,,,,,,,.,,,,,,,,.,,,,1200000,,,,18,,1,2,.,02,50,191.15126464
5367523,1,1,1,70,50,50,48,1,,2,50,1,,9,2,7,,,,,,,,,,,1,2,,950000,2,,49,98,98,1,2,4921,02,50,343.46369854
5367530,1,3,1,70,50,32,40,1,,2,9,1,,2,2,1,,,,,,,,,,,1,2,,900000,2,,47,45,55,1,2,4722,02,50,250.30162679
5367536,1,2,1,70,50,50,48,1,,2,50,1,,3,2,1,,,,,,,,,,,1,2,,1200000,2,,52,39,39,1,2,5221,02,50,251.4704181
5367538,1,1,1,70,50,24,48,1,,2,3,1,,2,2,4,,,,,,,,,,,1,1,500000,1000000,2,,47,98,97,1,2,4752,02,50,343.46369854
5367539,1,1,1,70,50,2,48,4,,2,2,4,,1,2,4,,,,,,,,,,,1,1,400000,906000,2,,25,83,83,1,1,2511,02,50,318.55501752
5367542,1,2,1,70,50,3,48,1,,2,3,4,,9,2,2,,,,,,,,,,,1,1,1500000,1000000,2,,86,45,59,1,1,8621,02,50,419.81416867
5367548,1,2,1,70,50,8,48,1,,2,8,1,,3,2,1,,,,,,,,,,,1,2,,900000,2,,47,45,45,1,1,4771,02,50,333.50911376
5367549,1,1,1,70,50,45,48,1,,2,45,1,,4,2,1,,,,,1,,,,,,,2,,1200000,3,,47,45,45,1,2,4752,02,50,277.45631955
5367550,1,2,1,70,50,30,48,1,,2,35,1,,4,2,1,,,,,,,,,,,1,2,,1500000,2,,69,12,12,1,2,6910,02,50,452.24531168
5367551,1,1,1,70,50,5,48,1,,2,5,1,,2,2,1,,,,,1,,,,,,,1,400000,900000,2,,41,95,95,1,1,4111,02,50,230.84848816
5367567,1,3,1,70,52,24,48,1,,2,24,2,,9,2,1,,,,,,,,,,,1,2,,3000000,2,,84,12,12,1,2,8412,02,52,107.42347068
5367567,1,4,1,70,52,12,48,1,,2,30,1,,4,2,2,,,,,,,,,,,1,2,,1500000,2,,85,19,13,1,1,8551,02,52,107.42347068
5367571,1,2,1,70,52,5,48,3,,2,5,1,,9,2,1,,,,,,,,,,,1,2,,877803,2,,10,54,45,1,1,1011,02,52,243.88791678
5367576,1,3,1,70,52,104,40,2,,1,,,,,,,,.,,,,,,,,.,,,,908526,,,,32,,1,2,.,02,52,125.88242015
5367600,1,2,1,70,52,25,40,1,,2,3,1,,9,2,2,,,,,,,,,,,1,1,1500000,1500000,2,,51,21,21,1,2,5111,02,52,164.67436758
5367605,1,2,1,70,52,52,48,3,,1,,,,,,,,.,,,,,,,,.,,,,200000,,,,54,,1,2,.,02,52,107.42347068
5367605,1,3,1,70,52,12,25,1,,1,,,,,,,,.,,,,,,,,.,,,,100000,,,,45,,1,1,.,02,52,107.42347068
5367607,1,2,1,70,52,9,48,1,,2,9,1,,2,2,6,,,,,,,,,,,1,2,,877803,2,,47,58,45,1,1,4752,02,52,269.0641294
5367612,1,2,1,70,52,21,48,1,,2,21,1,,2,2,1,,,,,,,,,,,1,2,,908526,2,,45,53,87,1,2,4520,02,52,184.06728305
5367619,1,2,1,70,52,16,40,4,,2,8,4,,1,2,8,,,,,,,,,,,1,2,,800000,2,,47,45,45,1,2,4772,02,52,269.0641294
5367624,1,1,1,70,52,6,40,1,,2,12,1,,9,2,8,,,,,,,,,,,1,2,,908526,2,,47,45,45,1,1,4719,02,52,242.70656226
5367627,1,1,1,70,52,40,48,3,,2,42,3,,1,2,1,,,,,,,,,,,1,2,,250000,2,,97,54,54,1,2,9700,02,52,164.67436758
5367627,1,2,1,70,52,36,16,1,,2,36,4,,1,2,1,,,,,,,,,,,1,2,,200000,2,,85,45,59,1,2,8559,02,52,164.67436758
5367629,1,3,1,70,52,26,20,1,,2,84,1,,3,2,8,,,,,,,,,,,1,2,,700000,2,,47,33,45,1,2,4771,02,52,162.236833
5367630,1,1,1,70,52,56,48,1,,2,56,4,,9,2,1,,,,,,,,,,,1,2,,900000,2,,84,37,58,1,2,8412,02,52,207.91332442
5367630,1,3,1,70,52,156,40,2,,2,156,1,,2,2,4,,,,,,,,,,,1,2,,1500000,2,,69,12,12,1,2,6910,02,52,207.91332442
5367633,1,1,1,70,52,52,48,1,,2,52,1,,3,2,1,,,,,,,,,1,YA ES PENSIONADO,,2,,2000000,3,,85,13,13,1,2,8559,02,52,182.3713561
5367637,1,2,1,70,52,5,25,4,,2,40,4,,2,2,2,,,,,,,,,,,1,2,,500000,2,,90,17,17,1,1,9008,02,52,152.66336887
5367651,1,1,1,70,52,40,40,3,,2,44,3,,1,2,1,,,,,,,,,,,1,1,40000,400000,2,,97,54,59,1,2,9700,02,52,155.54065035
5367666,1,1,1,70,54,52,48,1,,2,52,1,,2,2,1,,,,,,,,,,,1,2,,850000,2,,46,97,97,1,2,4631,02,54,299.42077225
5367669,1,1,1,70,54,8,48,1,,2,156,1,,9,2,1,,,,,,,,,,,1,2,,908000,2,,86,33,32,1,1,8610,02,54,344.93875996
5367671,1,2,1,70,54,2,48,4,,2,2,4,,1,2,1,,,,,,,,,,,1,2,,980000,2,,56,53,53,1,1,5611,02,54,403.01502404
5367678,1,1,1,70,54,5,48,4,,2,5,4,,9,2,1,,,,,,,,,,,1,2,,930000,2,,84,18,18,1,1,8413,02,54,447.72738156
5367762,1,2,1,70,68,44,40,1,,2,44,1,,3,2,1,,,,,,,,,,,1,2,,1200000,2,,56,53,53,1,2,5611,02,68,480.95889502
5367763,1,1,1,70,68,36,40,1,,2,36,1,,9,2,1,,,,,,,,,,,1,2,,1200000,2,,51,39,58,1,2,5111,02,68,585.76529218
5367763,1,2,1,70,68,8,48,1,,2,8,1,,9,2,1,,,,,,,,,,,1,2,,1300000,2,,06,02,97,1,1,0610,02,68,585.76529218
5367765,1,3,1,70,68,40,56,1,,2,40,1,,2,2,1,,,,,,,,,,,1,2,,908526,2,,41,95,95,1,2,4111,02,68,626.81324695
5367769,2,5,2,70,68,1,48,3,,2,8,1,,4,2,3,,,,,,,,,,,1,2,,1000000,2,,56,54,53,1,1,5611,02,68,631.1741544
5367773,1,3,1,70,68,5,48,1,,2,40,1,,2,2,1,,,,,,,,,,,1,2,,908526,2,,47,39,40,1,1,4761,02,68,374.60679497
5367776,1,3,1,70,68,17,48,1,,2,17,1,,4,2,1,,,1,,,,,,,,,2,,2500000,1,1,55,50,50,1,2,5511,02,68,387.24934927
5367787,1,2,1,70,68,4,48,1,,2,68,4,,2,2,1,,,,,,,,,,,1,2,,906000,2,,14,99,79,1,1,1410,02,68,704.42764385
5367797,1,2,1,70,68,8,48,1,,2,6,1,,2,2,7,,,,,,,,,,,1,2,,900000,2,,41,95,95,1,1,4111,02,68,624.27159707
5367797,1,4,1,70,68,16,48,1,,2,16,4,,1,2,7,,,,,,,,,,,1,2,,908000,2,,85,53,13,1,2,8559,02,68,624.27159707
5367797,1,7,1,70,68,4,48,1,,2,4,1,,1,2,7,,,,,,,,,,,1,2,,908000,2,,45,95,93,1,1,4520,02,68,624.27159707
5367810,1,2,1,70,68,36,24,4,,2,70,6,,2,2,1,,,,,,,,,,,1,2,,800000,2,,47,41,45,1,2,4721,02,68,686.8062714
5367812,1,1,1,70,68,32,48,1,,2,32,4,,1,2,1,,,,,,,,,,,1,2,,2000000,2,,47,95,41,1,2,4752,02,68,294.25227661
5367812,1,4,1,70,68,6,48,1,,1,,,,,,,,.,,,,,,,,.,,,,909000,,,,44,,1,1,.,02,68,294.25227661
5367813,1,2,1,70,68,28,48,1,,2,6,1,,2,2,1,,,,,,,,,,,1,2,,908526,2,,69,39,33,1,2,6920,02,68,487.30132257
5367816,1,1,1,70,68,24,48,1,,2,24,4,,1,2,1,,,1,,1,,,,,,,2,,3000000,1,2,86,08,08,1,2,8621,02,68,660.62353829
5367816,1,2,1,70,68,32,48,1,,2,250,1,,9,2,2,,,,,,,,,,,1,2,,2000000,2,,86,05,05,1,2,8610,02,68,660.62353829
5367818,1,4,1,70,68,36,48,3,,2,36,3,,1,2,7,,,,,,,,,,,1,2,,1100000,2,,97,54,54,1,2,9700,02,68,280.09634706
5367827,1,4,1,70,68,20,48,1,,2,20,1,,3,2,7,,,,,,,,,,,1,2,,1100000,2,,10,95,97,1,2,1040,02,68,408.23794512
5367831,1,4,1,70,68,8,48,1,,2,8,1,,2,2,1,,,,,,,,,,,1,2,,908526,2,,41,95,95,1,1,4111,02,68,453.11347545
5367832,1,3,1,70,68,36,48,1,,2,56,1,,9,2,1,,,,,,,,,,,1,2,,1500000,2,,25,05,02,1,2,2599,02,68,505.41077381
5367832,1,4,1,70,68,52,48,1,,2,52,1,,5,2,2,,,,,,,,,,,1,2,,1200000,2,,82,38,44,1,2,8291,02,68,505.41077381
5367832,1,5,1,70,68,16,48,1,,2,20,1,,3,2,2,,,,,,,,,,,1,2,,900000,2,,46,45,45,1,2,4649,02,68,505.41077381
5367834,1,3,1,70,68,12,48,1,,2,12,1,,3,2,2,,,,,,,,,,,1,2,,900000,2,,47,45,45,1,1,4773,02,68,597.51340293
5367850,1,2,1,70,68,32,24,1,,2,32,1,,4,2,2,,,,,,,,,,,1,2,,1000000,2,,25,30,30,1,2,2599,02,68,629.06847061
5367894,1,4,1,70,73,8,40,4,,2,8,4,,9,2,4,,,,,,,,,,,1,2,,1000000,2,,85,13,13,1,1,8544,02,73,314.95980942
5367910,1,2,1,70,73,2,48,1,,2,2,1,,4,2,1,,,,,,,,,,,1,1,908526,908526,2,,14,45,79,1,1,1410,02,73,326.93977291
5367913,1,2,1,70,73,12,48,1,,2,680,1,,9,2,4,,,,,,,,,,,1,2,,900000,2,,61,45,45,1,1,6110,02,73,341.71571859
5367917,1,1,1,70,73,16,48,1,,2,16,3,,1,2,1,,,,,,,,,,,1,2,,1000000,2,,97,59,59,1,2,9700,02,73,326.20246794
5367917,1,2,1,70,73,12,48,1,,2,12,1,,3,2,1,,,,,,,,,,,1,2,,1200000,2,,93,18,18,1,1,9311,02,73,326.20246794
5367923,1,1,1,70,73,8,60,5,,2,8,5,,2,2,2,,,,,,,,,,,1,2,,1200000,2,,41,95,95,1,1,4111,02,73,281.23639936
5367931,1,1,1,70,73,8,48,1,,2,12,1,,3,2,1,,,,,,,,,,,1,2,,950000,2,,56,53,53,1,1,5611,02,73,254.24613457
5367931,1,2,1,70,73,56,48,1,,2,56,1,,3,2,1,,,,,,,,,,,1,2,,908800,2,,56,95,53,1,2,5611,02,73,254.24613457
5367950,1,3,1,70,73,5,48,1,,2,5,1,,7,2,4,,,,,,,,,,,1,2,,950000,2,,47,45,45,1,1,4723,02,73,516.54107478
5367951,1,1,1,70,73,6,48,4,,2,6,4,,1,2,3,,,,,,,,,,,1,2,,1000000,2,,49,98,98,1,1,4921,02,73,166.42621333
5367953,1,3,1,70,73,44,48,1,,2,44,1,,5,2,4,,,,,,,,,,,1,2,,908000,2,,82,53,95,1,2,8230,02,73,329.32737722
5367954,1,3,1,70,73,8,48,1,,2,8,1,,3,2,4,,,,,,,,,,,1,2,,800000,2,,56,95,53,1,1,5611,02,73,371.05424995
5367956,1,2,1,70,73,11,48,1,,2,49,3,,1,2,1,,,,,,,,,,,1,2,,908526,2,,97,55,54,1,1,9700,02,73,155.37582853
5367957,1,3,1,70,73,80,48,1,,2,80,1,,9,2,2,,,,,,,,,,,1,2,,908000,2,,86,59,59,1,2,8610,02,73,310.43842821
5367958,1,3,1,70,73,60,48,1,,2,60,1,,2,2,1,,,,,,,,,,,1,2,,908526,2,,56,53,53,1,2,5611,02,73,409.01961959
5367963,1,2,1,70,73,108,44,1,,2,16,4,,1,2,1,,,,,,,,,,,1,2,,1400000,2,,47,45,41,1,2,4772,02,73,309.33571646
5367971,1,1,1,70,73,44,60,4,,2,44,4,,1,2,1,,,,,,,,,,,1,2,,1000000,2,,96,57,57,1,2,9602,02,73,277.18461859
5367978,1,2,1,70,73,26,48,1,,2,44,1,,8,2,4,,,,,,,,,,,1,2,,1000000,2,,86,55,55,1,2,8610,02,73,194.52553043
5367996,1,3,1,70,73,12,48,1,,2,12,1,,3,2,1,,,,,,,,,,,1,2,,908000,2,,10,33,33,1,1,1081,02,73,154.95747897
5368012,1,1,1,70,76,12,112,4,,2,16,4,,1,2,1,,,,,,,,,,,1,2,,1500000,1,2,49,98,98,1,1,4921,02,76,1223.5236167
5368012,1,3,1,70,76,24,40,1,,1,,,,,,,,.,,,,,,,,.,,,,908526,,,,39,,1,2,.,02,76,1223.5236167
5368037,1,3,1,70,76,2,48,1,,2,104,1,,9,2,8,,,,,,,,,,,1,2,,1500000,2,,86,19,19,1,1,8621,02,76,737.71498168
5368039,1,2,1,70,76,12,48,1,,2,52,4,,1,2,6,,,,,1,,,,,,,2,,908526,2,,53,39,37,1,1,5320,02,76,890.21321386
5368042,1,1,1,70,76,10,50,5,,2,10,5,,4,2,1,,,,,,,,,,,1,2,,1500000,2,,41,95,95,1,1,4111,02,76,752.69735558
5368043,1,2,1,70,76,12,48,1,,2,44,1,,3,2,2,,,,,,,,,,,1,2,,908526,2,,14,79,79,1,1,1410,02,76,1084.4284217
5368048,1,3,1,70,76,104,48,1,,2,156,1,,5,2,1,,,,,,,,,,,1,2,,908526,2,,10,45,45,1,2,1084,02,76,764.44958347
5368048,1,4,1,70,76,46,48,1,,2,48,1,,7,2,1,,,,,,,,,,,1,2,,908526,2,,56,32,53,1,2,5613,02,76,764.44958347
5368049,1,1,1,70,76,52,48,1,,2,52,1,,3,2,1,,,,,,,,,,,1,2,,908526,2,,14,13,79,1,2,1410,02,76,882.858541
5368053,1,3,1,70,76,4,48,1,,2,53,1,,2,2,1,,,,,,,,,,,1,2,,908526,2,,47,45,45,1,1,4723,02,76,1062.0308423
5368055,1,3,1,70,76,4,48,1,,2,52,1,,4,2,1,,,,,,,,,,,1,2,,908526,2,,47,45,45,1,1,4771,02,76,798.61033077
5368058,1,1,1,70,76,1,15,4,,2,56,7,,2,2,1,,,,,,,,,,,1,2,,480000,2,,47,55,45,1,1,4711,02,76,764.93697285
5368058,1,2,1,70,76,6,48,1,,2,7,1,,5,2,7,,,,,,,,,,,1,2,,1000000,2,,37,03,03,1,1,3700,02,76,764.93697285
5368058,1,4,1,70,76,2,18,4,,2,208,3,,1,2,1,,,,,,,,,,,1,2,,480000,2,,97,55,54,1,1,9700,02,76,764.93697285
5368058,1,5,1,70,76,5,40,1,,2,40,4,,2,2,7,,,,,,,,,,,1,2,,98,2,,47,45,45,1,1,4791,02,76,764.93697285
5368060,1,1,1,70,76,2,48,1,,2,3,1,,9,2,9,EL DINERO DE LA LIQUIDACION,,,,,,,,,,1,1,976000,2200000,2,,86,07,07,1,1,8621,02,76,1205.4280084
5368062,1,2,1,70,76,25,20,1,,2,100,1,,3,2,1,,,,,,,,,,,1,2,,450000,2,,82,38,39,1,2,8230,02,76,1317.4488178
5368065,1,1,1,70,76,48,48,4,,2,48,3,,1,2,1,,,,,,,,,,,1,2,,800000,2,,97,54,54,1,2,9700,02,76,979.74085993
5368068,1,2,1,70,76,3,40,4,,2,3,4,,1,2,2,,,,,,,,,,,1,2,,908526,2,,95,79,79,1,1,9529,02,76,1160.5530306
5368069,1,3,1,70,76,12,48,1,,1,,,,,,,,.,,,,,,,,.,,,,908526,,,,59,,1,1,.,02,76,1368.6066434
5368071,1,2,1,70,76,5,30,3,,2,56,4,,1,2,1,,,,,,,,,,,1,2,,908526,2,,56,54,53,1,1,5611,02,76,992.67793308
5368072,1,2,1,70,76,104,48,1,,2,104,1,,9,2,2,,,,,,,,,,,1,2,,908526,2,,14,45,45,1,2,1410,02,76,1048.6883378
5368073,1,2,1,70,76,100,48,1,,2,100,1,,5,2,2,,,,,,,,,,,1,2,,906000,2,,21,97,97,1,2,2100,02,76,981.32019662
5368078,1,2,1,70,76,3,48,1,,2,3,1,,3,2,1,,,,,,,,,,,1,1,225000,908526,2,,56,37,97,1,1,5619,02,76,853.83175259
5368078,1,3,1,70,76,58,48,1,,2,7,4,,2,2,1,,,,,,,,,,,1,2,,908526,2,,47,45,41,1,2,4771,02,76,853.83175259
5368082,1,4,1,70,76,4,48,1,,1,,,,,,,,.,,,,,,,,.,,,,908526,,,,18,,1,1,.,02,76,1283.7754599
5368083,1,1,1,70,76,5,48,2,,2,5,4,,9,2,1,,,1,,,,,,,,,2,,3000000,1,2,84,19,19,1,1,8412,02,76,981.32019662
5368083,1,2,1,70,76,5,48,2,,2,5,4,,9,2,1,,,1,,,,,,,,,2,,2700000,1,2,85,08,08,1,1,8544,02,76,981.32019662
5368084,1,1,1,70,76,58,48,2,,2,58,4,,9,2,4,,,,,,,,,,,1,2,,1500000,2,,85,21,21,1,2,8544,02,76,981.32019662
5368085,1,1,1,70,76,42,60,1,,2,45,1,,2,2,1,,,,,,,,,,,1,2,,900000,2,,41,95,95,1,2,4111,02,76,1151.6404464
5368085,1,2,1,70,76,25,48,3,,2,25,1,,3,2,1,,,,,,,,,,,1,2,,600000,2,,47,54,45,1,2,4772,02,76,1151.6404464
5368087,1,2,1,70,76,8,48,1,,2,11,1,,9,2,1,,,,,,,,,,,1,2,,908526,2,,14,97,79,1,1,1410,02,76,1269.8959733
5368090,1,1,1,70,76,8,48,1,,2,9,4,,2,2,1,,,,,,,,,,,1,2,,906000,2,,15,80,80,1,1,1521,02,76,1021.953736
5368094,1,3,1,70,76,4,48,1,,2,52,4,,9,2,1,,,,,,,,,,,1,2,,908526,2,,84,58,58,1,1,8414,02,76,1325.9278033
5368098,1,1,1,70,76,50,48,4,,2,30,4,,1,2,1,,,,,,,,,,,1,2,,900000,2,,47,45,45,1,2,4772,02,76,1347.8489333
5368101,1,1,1,70,76,75,48,4,,2,75,4,,1,2,1,,,,,,,,,,,1,2,,908526,2,,49,98,98,1,2,4921,02,76,1021.953736
5368102,1,2,1,70,76,4,50,1,,2,6,1,,4,2,8,,,,,,,,,,,1,2,,1200000,2,,41,95,95,1,1,4111,02,76,1002.0779067
5368106,1,1,1,70,76,31,48,4,,2,31,4,,1,2,7,,,,,,,,,,,1,2,,908526,2,,31,95,95,1,2,3110,02,76,1283.7754599
5368107,1,3,1,70,76,52,48,1,,2,66,1,,4,2,7,,,,,,,,,,,1,2,,908526,2,,47,58,45,1,2,4771,02,76,1006.4754617
5368268,1,2,1,70,11,45,48,1,,2,45,1,,2,2,7,,,,,,,,,,,1,2,,908526,2,,49,53,54,1,2,4921,02,11,2459.0712328
5368270,1,1,1,70,11,48,48,4,,2,40,4,,1,2,2,,,,,,,,,,,1,2,,2000000,2,,46,41,41,1,2,4669,02,11,2966.5530085
5368270,1,3,1,70,11,8,48,1,,2,8,1,,3,2,8,,,,,,,,,,,1,2,,1300000,2,,56,53,53,1,1,5611,02,11,2966.5530085
5368271,1,2,1,70,11,1,48,4,,2,28,4,,1,2,2,,,,,,,,,,,1,2,,908526,2,,81,54,54,1,1,8121,02,11,4682.7387081
5368281,1,2,1,70,11,30,48,1,,2,30,1,,9,2,2,,,,,,,,,,,1,2,,2500000,2,,64,11,11,1,2,6499,02,11,2340.5822593
5368283,1,3,1,70,11,52,48,1,,2,40,1,,9,2,8,,,,,,,,,,,1,2,,908000,2,,56,53,53,1,2,5613,02,11,3465.946143
5368283,1,5,1,70,11,52,48,1,,2,110,1,,2,2,8,,,,,,,,,,,1,2,,908000,2,,47,45,45,1,2,4719,02,11,3465.946143
5368284,1,1,1,70,11,45,48,4,,2,45,4,,1,2,1,,,,,,,,,,,1,2,,2100000,3,,25,83,83,1,2,2511,02,11,3636.3434936
5368285,1,2,1,70,11,5,48,1,,2,44,1,,7,2,2,,,,,,,,,,,1,2,,1100000,2,,43,39,39,1,1,4321,02,11,4496.8164668
5368287,1,6,1,70,11,1,48,1,,2,36,1,,2,2,8,,,,,,,,,,,1,2,,900000,2,,56,45,45,1,1,5619,02,11,2358.4427504
5368296,1,2,1,70,11,4,48,1,,2,4,1,,9,2,1,,,1,,,,,,,,,2,,908000,2,,86,38,39,1,1,8610,02,11,3111.1645458
5368298,1,1,1,70,11,4,48,1,,2,3,1,,9,2,1,,,,,,,,,,,1,1,1100000,1100000,2,,64,03,03,1,1,6412,02,11,3343.3504253
5368300,1,3,1,70,11,4,48,1,,2,6,4,,4,2,8,,,,,,,,,,,1,2,,1500000,2,,85,15,44,1,1,8559,02,11,2489.9654973
5368301,1,3,1,70,11,44,48,1,,2,44,1,,4,2,1,,,,,,,,,,,1,2,,900000,2,,85,13,13,1,2,8512,02,11,3414.5740535
5368312,1,3,1,70,11,1,48,2,,1,,,,,,,,.,,,,,,,,.,,,,908526,,,,39,,1,1,.,02,11,2584.9838911
5368315,1,2,1,70,11,8,48,1,,2,8,8,,2,2,7,,,,,,,,,,,1,2,,850000,2,,01,53,62,1,1,0121,02,11,2755.3812417
5368319,1,1,1,70,11,48,48,1,,2,144,1,,8,2,2,,,,,,,,,,,1,2,,908526,2,,60,39,59,1,2,6020,02,11,2672.5786
5368320,1,2,1,70,11,8,48,1,,2,24,1,,9,2,1,,,,,,,,,,,1,2,,1000000,2,,46,33,03,1,1,4659,02,11,2897.6571785
5368321,1,1,1,70,11,52,56,1,,2,110,1,,9,2,2,,,,,,,,,,,1,2,,1500000,2,,93,39,39,1,2,9329,02,11,3343.3504253
5368325,1,1,1,70,11,8,48,2,,2,24,1,,9,2,2,,,,,,,,,,,1,2,,1800000,2,,49,39,39,1,1,4923,02,11,2340.5822593
