DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P388;P6440;P6450;P6460;P6460S1;P6400;P6410;P6422;P6424S1;P6424S2;P6424S3;P6426;P6430S1;P6480;P6480S1;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P6765;P6765S1;P6772;P6772S1;P6773S1;P6775;P6750;P6760;P550;P6780;P6780S1;P1879;P1805;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P3148;P6870;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S7A1;P6980S8;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P1880;P7040;P390;P7045;P7050;P7050S1;P7070;P7075;P7077;P7090;P7100;P7110;P7120;P7130;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P1881;P1882;P7240;P7240S1;P6980;P7140;OFICIO;RAMA2D_R4;OCI;MES;P6430;RAMA4D_R4;INGLABO;DPTO;fex_c_2011;RAMA4DP8_R4
6056667;1;2;1;60;50;1;50;1;2;1;;1;;1;1;1;1;300;;5;;2;5000000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;5000000;1;5000000;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;56;;.;56;;;;9;7;;1;;1;1;1;25;1;;1;;;1;;;;1;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;30;3;;1;;11;84;1;12;2;8415;5000000;50;220.35772279;
6056670;1;1;1;60;50;1;50;2;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;1200000;1;;3;;3;2;12;50;;.;50;;;;1;7;;2;;2;;;;;;;;;;;;1;2;2;1;5;24;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;15;2;;1;;84;45;1;12;4;4520;1200000;50;255.15696821;
6056671;1;2;1;60;50;1;50;2;;;;;;;;;;72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;900000;1;;3;;1;1;12;50;;.;40;6;;1;1;4;;2;;2;;;;;;;;;;;;1;2;2;1;0;36;1;;1;2;;;;;;;;2;;;;1;2;1;2;2;2;2;1;1;2;;1;1;1;2;1;2;2;1;3;5;5;;1;1;98;49;1;12;4;4923;900000;50;271.0294749;
6056673;1;1;1;60;50;1;50;2;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;1000000;1;;3;;1;2;12;84;;.;72;2;;;1;4;;2;;2;;;;;;;;;;;;1;2;2;1;0;24;1;;3;2;;;;;;;;2;;;;1;2;1;1;2;2;2;1;1;2;;2;1;1;2;2;2;2;1;14;;5;;1;1;98;49;1;12;4;4921;1000000;50;474.94847983;
6056673;1;2;1;60;50;1;50;2;;;;;;;;;;72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;1800000;1;;3;;3;1;12;105;;.;90;2;;;1;4;;2;;2;;;;;;;;;;;;1;2;2;1;0;6;4;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;14;;2;;1;;98;49;1;12;4;4921;1800000;50;474.94847983;
6056673;1;3;1;60;50;1;50;2;;;;;;;;;;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;800000;1;;3;;1;1;12;72;;.;60;2;;;1;7;;2;;2;;;;;;;;;;;;1;2;2;1;0;3;1;;3;2;;;;;;;;2;;;;1;2;1;1;2;2;2;1;1;2;;1;1;1;2;2;2;2;1;3;10;5;;1;1;99;45;1;12;4;4520;800000;50;474.94847983;
6056674;1;1;1;60;50;1;50;2;;;;;;;;;;288;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;2;1500000;1;;3;;1;1;12;105;;.;105;;;;1;4;;2;;2;;;;;;1;;;;;;;2;2;2;;;;;;2;;;;;;;;2;;;;1;1;1;1;1;2;2;1;2;2;;2;1;2;2;2;2;2;1;14;;2;;1;1;98;49;1;12;4;4921;1500000;50;245.10989842;
6056674;1;2;1;60;50;1;50;1;1;;;1;;2;2;2;2;18;;1;;2;150000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;8;36;1;;36;;;;1;2;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;1;12;2;1;1;1;1;2;1;2;2;1;2;2;;2;1;2;2;2;2;2;1;6;20;8;;1;1;55;97;1;12;3;9700;150000;50;245.10989842;
6056674;1;3;1;60;50;1;50;1;1;;;1;;1;1;2;1;1;;1;;2;1200000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;9;48;;.;48;;;;9;7;;1;;1;1;1;0;1;;;;;;;;;1;2;1;3;8;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;5;2;;1;;45;47;1;12;1;4773;1200000;50;245.10989842;
6056675;1;1;1;60;50;1;50;1;1;;;1;;1;2;2;2;12;;1;;2;1200000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;40;2;;;3;7;;3;;2;;;;;;;;;;;;1;2;2;1;48;24;1;;9;2;;;;;;;;2;;;;1;2;1;2;2;2;2;1;1;2;;2;1;1;2;1;2;2;2;3;5;5;;1;1;45;47;1;12;1;4711;1200000;50;321.90392533;
6056676;1;1;1;60;50;1;50;2;;;;;;;;;;96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;700000;1;;3;;3;2;12;48;;.;40;2;;;1;7;;2;;2;;;;;;;;;;;;1;2;2;1;4;36;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;2;2;35;3;;1;;84;45;1;12;4;4520;700000;50;229.18884102;
6056676;1;2;1;60;50;1;50;1;2;1;;2;1;1;1;2;1;8;;2;;2;1100000;2;;;2;;2;;2;;2;;2;;;1;106000;1;2;;;2;;;2;;;2;;;1;910000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;40;2;;;9;7;;1;;1;1;1;20;1;;;;;;;;;1;1;1;0;12;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;30;3;;1;;55;86;1;12;1;8610;1100000;50;229.18884102;7810
6056678;1;1;1;60;50;1;50;1;2;2;3;2;4;1;1;2;1;2;;1;;2;1100000;2;;;2;;2;;2;;2;;2;;;1;98000;1;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;9;48;;.;48;;;;9;7;;1;;1;1;1;0;1;;;;;;;;;1;1;1;3;240;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;60;5;;1;;55;68;1;12;1;6820;1100000;50;350.32936171;8121
6056679;1;1;1;60;50;1;50;1;2;1;;1;;1;1;2;1;72;;2;;2;1020000;2;;;2;;2;;2;;2;;2;;;1;107000;1;1;35000;2;2;;;2;;;2;;;1;900000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;50;;.;40;2;;;7;7;;1;;1;1;1;16;;;;;;;;;1;1;1;1;0;48;1;;8;2;;;;;;;;2;;;;1;1;1;2;2;2;2;1;1;2;;1;1;1;2;2;2;1;1;11;20;3;;1;1;33;42;1;12;1;4290;1020000;50;321.00957547;
6056679;1;2;1;60;50;1;50;2;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;1;1;2021;2;1500000;1;;3;;3;2;12;72;;.;60;2;;;1;5;;3;;2;;;;;;;;;;;;1;2;2;1;0;60;1;;1;2;;;;;;;;2;;;;1;2;1;1;2;2;2;1;1;2;;1;1;2;2;2;2;2;1;11;20;3;;1;1;37;53;1;12;4;5320;1500000;50;321.00957547;
6056680;1;1;1;60;50;1;50;1;1;;;1;;2;2;2;2;3;;1;;2;1000000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;10;84;;.;84;;;;3;4;;1;;2;;;;;;;;;;;;1;1;2;1;2;7;1;;13;2;;;;;;;;2;;;;1;2;1;1;1;2;2;1;1;1;COMPARTIR CON LA FAMILIA MAS TIEMPO;2;1;2;2;2;2;2;2;2;20;8;;1;1;98;43;1;12;1;4390;1000000;50;349.43501185;
6056681;1;1;1;60;50;1;50;2;;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;2;;;2;1200000;1;;3;;1;2;12;60;;.;60;;;;1;1;;2;;2;;;;;;;;;;;;1;2;2;1;3;60;4;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;2;;1;;41;47;1;12;4;4711;1200000;50;350.32936171;
6056685;1;2;1;60;50;1;50;1;2;1;;1;;1;1;2;1;120;;2;;2;1000000;2;;;2;;2;;2;;2;;2;;;1;106454;2;2;;;2;;;2;;;2;;;1;1000000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;4;7;;1;;1;1;1;13;1;;;;;;;;;1;1;1;0;36;1;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;1;45;3;;1;;41;46;1;12;1;4663;1000000;50;197.78055705;
6056686;1;1;1;60;50;1;50;1;2;1;;1;;1;1;2;1;84;;2;;2;1020000;2;;;1;180000;2;;2;;2;;2;;;1;107000;1;1;35000;2;2;;;2;;;2;;;1;900000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;40;2;;;8;7;;1;;1;1;1;7;;;;;;;;;1;1;1;1;0;72;1;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;60;8;;1;;53;56;1;12;1;5611;1200000;50;184.01835177;
6056686;1;2;1;60;50;1;50;1;1;;;1;;1;2;2;2;4;;1;;2;1800000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;5;24;1;;24;;;;8;7;;3;;2;;;;;;;;;;;;1;2;2;1;0;2;1;;3;2;;;;;;;;1;24;1;1;2;;;;;;;;;;;;;1;1;1;2;1;1;6;10;3;;1;;11;42;1;12;1;4210;1800000;50;184.01835177;
6056688;1;1;1;60;50;1;50;1;1;;;1;;1;2;2;2;5;;1;;2;200000;2;;;1;100000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;40;;.;30;2;;;2;7;;2;;2;;;;;;;;;;;;1;2;2;1;5;36;1;;1;1;50;10;4;;90000;1;2;2;;;;1;1;1;2;2;2;2;2;2;2;;2;1;2;2;2;2;2;1;3;10;3;;1;1;45;47;1;12;1;4711;390000;50;366.73820448;
6056689;1;1;1;60;50;1;50;2;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;1;3;6;;;;;3;100000;1;;3;;10;2;6;50;;.;40;2;;;2;6;;10;;2;;;;;;;;;;;;1;2;2;1;6;8;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;2;2;2;2;13;60;3;;1;;51;56;1;12;4;5619;100000;50;318.35881627;
6056689;1;2;1;60;50;1;50;2;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.;;;;;;;;;.;;;6;50;;.;40;2;;;2;6;;11;;2;;;;;;;;;;;;1;2;2;1;6;4;1;;1;2;;;;;;;;2;;;;1;2;1;2;2;2;2;2;2;2;;2;1;2;2;2;2;2;2;13;40;3;;1;1;53;56;1;12;6;5619;;50;318.35881627;
6056691;1;1;1;60;50;1;50;1;2;2;3;2;1;1;1;2;1;5;;1;;2;1050000;2;;;2;;2;;2;;2;;2;;;1;98000;1;1;36000;2;2;;;2;;;2;;;1;1000000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;7;1;;;;;;;;;1;1;1;0;12;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;60;5;;1;;59;86;1;12;1;8621;1050000;50;308.31174648;7810
6056693;1;1;1;60;50;1;50;1;2;2;12;1;;1;1;2;1;60;;2;;2;1600000;2;;;2;;2;;2;;2;;2;;;1;248000;2;2;;;2;;;2;;;2;;;1;1600000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;20;1;;;;;;;;;1;1;1;6;12;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;5;5;;1;;21;53;1;12;1;5320;1600000;50;261.51874119;
6056693;1;2;1;60;50;1;50;1;2;1;;1;;2;1;2;1;24;;3;;2;950000;2;;;2;;2;;2;;2;;2;;;1;100000;2;1;70000;2;2;;;2;;;2;;;1;400000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;60;;.;60;;;;6;7;;1;;1;1;1;16;1;;;;;;;;;1;1;1;0;120;1;;2;2;;;;;;;;2;;;;1;1;1;1;2;1;1;1;1;2;;1;1;2;2;2;2;1;2;2;30;5;;1;1;21;92;1;12;1;9200;950000;50;261.51874119;
6056694;1;1;1;60;50;1;50;1;2;1;;1;;1;1;2;1;120;;1;;2;908000;2;;;2;;2;;2;;2;;2;;;1;106000;2;2;;;2;;;2;;;2;;;1;908000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;11;EN UNA CLINICA;1;;1;1;1;10;1;;;;;;;;;1;1;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;10;2;;1;;59;86;1;12;1;8610;908000;50;321.90392533;
6056696;1;1;1;60;50;1;50;1;2;1;;2;1;1;1;2;1;60;;2;;2;1100000;2;;;2;;2;;2;;2;;2;;;1;106000;1;2;;;2;;;2;;;2;;;1;910000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;40;2;;;8;7;;1;;1;1;1;8;1;;;;;;;;;1;1;1;0;36;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;45;3;;1;;34;92;1;12;1;9200;1100000;50;392.11043888;7810
6056696;1;2;1;60;50;1;50;1;2;1;;1;;1;1;2;1;24;;2;;2;1200000;2;;;2;;2;;2;;2;;2;;;1;106000;1;2;;;2;;;2;;;2;;;1;1104000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;40;2;;;9;2;;1;;1;1;1;8;1;;;;;;;;;1;1;1;0;167;4;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;3;;1;;45;46;1;12;1;4644;1200000;50;392.11043888;
6056697;1;1;1;60;50;1;50;1;2;1;;1;;1;1;2;1;24;;2;;2;1200000;2;;;2;;2;;2;;2;;2;;;1;106000;1;2;;;2;;;2;;;2;;;1;1100000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;40;2;;;9;5;;1;;1;1;1;7;1;;;;;;;;;1;1;1;5;25;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;3;;1;;45;46;1;12;1;4645;1200000;50;400.60534701;
6056697;1;4;1;60;50;1;50;2;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;150000;1;;3;;1;1;6;20;1;;15;6;;2;1;1;;2;;2;;;;;;;;;;;;1;2;2;1;12;25;1;;1;2;;;;;;;;2;;;;1;1;1;2;2;2;2;2;2;2;;2;1;2;2;2;2;2;1;14;;3;;1;1;45;47;1;12;4;4792;150000;50;400.60534701;
6056698;1;1;1;60;50;1;50;2;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;300000;1;;3;;1;1;12;30;1;;16;6;;2;1;4;;2;;2;;;;;;;;;;;;1;2;2;1;0;48;1;;1;2;;;;;;;;2;;;;1;1;1;2;2;2;2;1;2;2;;1;1;2;2;2;2;2;2;14;;3;;1;1;97;53;1;12;4;5320;300000;50;341.12943203;
6056698;1;2;1;60;50;1;50;2;;;;;;;;;;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;2000000;1;;3;;3;2;12;50;;.;35;2;;;1;1;;2;;2;;;;;;;;;;;;1;2;2;1;6;36;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;1;2;1;14;;3;;1;;45;47;1;12;4;4791;2000000;50;341.12943203;
6056700;1;1;1;60;50;1;50;1;1;;;1;;1;2;2;2;240;;1;;2;500000;2;;;1;150000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;30;2;;30;;;;2;7;;2;;2;;;;;;;;;;;;1;2;2;1;0;180;4;;9;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;60;5;;1;;77;56;1;12;1;5619;650000;50;411.54676666;
6056700;1;2;1;60;50;1;50;1;2;1;;1;;1;1;2;1;12;;1;;2;1600000;2;;;2;;2;;2;;2;;2;;;1;100000;1;1;35000;2;2;;;2;;;2;;;1;1000000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;7;5;;1;;1;1;1;5;1;;;;;;;;;1;1;1;0;12;1;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;30;5;;1;;45;46;1;12;1;4645;1600000;50;411.54676666;
6056700;1;5;1;60;50;1;50;1;1;;;1;;1;2;2;2;1;;1;;2;900000;2;;;1;200000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;50;;.;50;;;;2;9;;2;;2;;;;;;;;;;;;1;2;2;1;0;1;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;2;60;5;;1;;77;56;1;12;1;5619;1100000;50;411.54676666;
6056701;1;1;1;60;50;1;50;2;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;1000000;1;;3;;3;2;12;50;;.;50;;;;1;4;;3;;2;;;;;;;;;;;;1;2;2;1;0;4;4;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;3;;1;;98;49;1;12;4;4921;1000000;50;192.33885089;
6056703;1;1;1;60;50;1;50;2;;;;;;;;;;327;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;7;;1;1;2021;2;2000000;1;;3;;3;2;12;48;;.;40;2;;;1;7;;2;;2;;;;;;1;;;;;;;2;2;1;27;0;1;;10;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;26;3;;1;;16;74;1;12;4;7420;2000000;50;314.64780249;
6056705;1;1;1;60;50;1;50;2;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;20;19;1;0;2;7;;1;1;2021;3;2000000;1;;3;;3;2;12;60;;.;50;2;;;6;7;;3;;2;;;;;;;1;;;;;;2;2;1;0;11;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;2;2;2;2;8;20;3;;1;;41;46;1;12;5;4631;2000000;50;425.33468891;
6056705;1;2;1;60;50;1;50;2;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;20;19;1;0;2;7;;1;1;2021;2;3000000;1;;3;;3;2;12;70;;.;60;2;;;6;7;;1;;1;1;2;8;1;;;;;;;;;1;2;1;0;36;1;;10;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;26;2;;1;;41;46;1;12;5;4631;3000000;50;425.33468891;
6056706;1;1;1;60;50;1;50;2;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;2;850000;1;;3;;1;1;12;50;;.;50;;;;1;6;;10;;2;;;;;;;;;;;;1;2;2;1;0;12;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;2;2;2;1;3;25;3;;1;;97;52;1;12;4;5224;850000;50;324.72058925;
6056706;1;2;1;60;50;1;50;1;1;;;1;;1;2;2;2;4;;2;;2;600000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;60;;.;60;;;;2;7;;7;;2;;;;;;;;;;;;1;2;2;1;0;24;4;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;2;2;2;1;3;20;9;;1;;53;56;1;12;1;5611;600000;50;324.72058925;
6056707;1;1;1;60;50;1;50;2;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;150000;1;;3;;1;2;12;72;;.;72;;;;1;1;;2;;2;;;;;;;;;;;;1;2;2;1;0;4;1;;2;1;50;8;4;;150000;1;2;2;;;;1;2;1;1;2;2;2;2;2;2;;1;1;1;2;1;2;1;1;14;;3;;1;1;54;88;1;12;4;8891;300000;50;246.00424827;
6056707;1;2;1;60;50;1;50;1;1;;;1;;1;2;2;2;2;;1;;2;700000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;5;63;;.;63;;;;2;7;;2;;2;;;;;;;;;;;;1;2;2;1;3;2;1;;2;2;;;;;;;;2;;;;1;1;1;2;1;2;2;1;1;2;;2;1;1;2;2;2;2;1;2;35;3;;1;1;45;47;1;12;1;4771;700000;50;246.00424827;
6056708;1;1;1;60;50;1;50;2;;;;;;;;;;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;800000;1;;3;;3;2;12;45;;.;45;;;;1;2;;10;;2;;;;;;;;;;;;1;2;2;1;10;24;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;20;3;;1;;55;81;1;12;4;8121;800000;50;262.38737407;
6056708;1;4;1;60;50;1;50;2;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;4;;;;;3;800000;1;;3;;4;2;12;50;;.;50;;;;1;6;;10;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;3;;1;;45;56;1;12;4;5619;800000;50;262.38737407;
6056709;1;1;1;60;50;1;50;2;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;2000000;1;;3;;3;2;12;30;2;;30;;;;1;1;;2;;2;;;;;;;;;;;;1;2;2;1;0;36;1;;3;2;;;;;;;;2;;;;1;1;1;2;2;2;2;1;2;2;;1;1;1;1;2;2;1;1;14;;3;;1;1;59;96;1;12;4;9609;2000000;50;305.49508256;
6056710;1;2;1;60;50;1;50;2;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;6;;;;;3;100000;1;;3;;4;2;12;40;;.;40;;;;1;1;;2;;2;;;;;;;;;;;;1;2;2;1;0;36;3;;3;1;50;7;4;;150000;1;2;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;3;;1;;54;88;1;12;4;8891;250000;50;353.61221574;
6056710;1;3;1;60;50;1;50;1;2;1;;1;;1;1;2;1;3;;2;;2;910000;2;;;2;;2;;2;;2;;2;;;1;106454;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;6;48;;.;48;;;;4;7;;1;;1;1;1;10;1;;;;;;;;;1;2;1;6;7;1;;9;2;;;;;;;;2;;;;1;1;1;2;2;2;2;2;2;2;;2;2;2;2;1;2;1;1;2;35;3;;1;1;34;94;1;12;1;9491;910000;50;353.61221574;
6056711;1;1;1;60;50;1;50;2;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;1;3;6;;;;;3;800000;1;;3;;3;2;12;54;;.;54;;;;2;6;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;14;;5;;1;;45;47;1;12;4;4781;800000;50;400.59454934;
6056711;1;2;1;60;50;1;50;2;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.;;;;;;;;;.;;;12;20;2;;20;;;;2;6;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;14;;5;;1;;45;47;1;12;6;4781;;50;400.59454934;
6056713;1;1;1;60;50;1;50;2;;;;;;;;;;96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;500000;1;;3;;10;2;12;54;;.;54;;;;1;6;;2;;2;;;;;;;;;;;;1;2;2;1;0;12;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;14;;5;;1;;45;47;1;12;4;4789;500000;50;288.00037073;
