PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;P7495;P7500S1;P7500S1A1;P7500S2;P7500S2A1;P7500S3;P7500S3A1;P7505;P7510S1;P7510S1A1;P7510S2;P7510S2A1;P7510S3;P7510S3A1;P750S1;P750S1A1;P750S2;P750S2A1;P1661S5;P1661S5A1;P1661S6;P1661S6A1;P1661S3;P1661S3A1;P1661S4;P1661S4A1;P1661S4A2;P750S3;P750S3A1;P7510S5;P7510S5A1;P7510S6;P7510S6A1;P7510S7;P7510S7A1;P3367;P3368;P3369;P3370;P3370S1;P3371;P3371S1;P3371S2;P3371S3;P3371S4;P3372;P3372S1
20250312;03;2025;8161785;1;1;1;90;19;1;213.57029581;19;1;2;;2;;1;1500000;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161786;1;1;1;90;19;1;345.11933372;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161788;1;1;1;90;19;1;78.46730528;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3800000;0;2;;2;;;;;2;
20250312;03;2025;8161788;1;2;1;90;19;1;78.46730528;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161788;1;3;1;90;19;1;78.46730528;19;1;2;;1;1423000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161788;1;4;1;90;19;1;78.46730528;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161789;1;1;1;90;19;1;154.64664613;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161789;1;2;1;90;19;1;154.64664613;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161789;1;3;1;90;19;1;154.64664613;19;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;2;;2;;1;150000;2;;;2;;2;;;;;2;
20250312;03;2025;8161790;1;1;1;90;19;1;143.17670103;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;400000;98;1;200000;2;;;;;2;
20250312;03;2025;8161790;1;2;1;90;19;1;143.17670103;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161790;1;3;1;90;19;1;143.17670103;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;182000;98;2;;2;;;;;2;
20250312;03;2025;8161790;1;4;1;90;19;1;143.17670103;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161792;1;1;1;90;19;1;160.56576338;19;2;;;;;;;1;1;300000;2;;1;200000;;;1;200000;;;;;;;1;DEVOLUCION IVA;200000;;;2;;2;;2;;2;;;2;;2;;;;;2;
20250312;03;2025;8161792;2;1;2;90;19;1;160.56576338;19;1;1;200000;2;;2;;1;1;3600000;2;;1;960000;;;1;960000;;;;;1;960000;;;;;;2;;2;;2;;1;0;0;2;;2;;;;;2;
20250312;03;2025;8161793;1;1;1;90;19;1;159.04727839;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161794;1;1;1;90;19;1;190.26687485;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;286000;0;2;;2;;;;;2;
20250312;03;2025;8161794;1;2;1;90;19;1;190.26687485;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161794;1;3;1;90;19;1;190.26687485;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161794;1;4;1;90;19;1;190.26687485;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161795;1;1;1;90;19;1;178.51106982;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;70000;0;2;;2;;;;;2;
20250312;03;2025;8161795;1;2;1;90;19;1;178.51106982;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161796;1;1;1;90;19;1;139.22049561;19;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;2;;1;1300000;2;;2;;;2;;2;;;;;2;
20250312;03;2025;8161796;1;2;1;90;19;1;139.22049561;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161798;1;1;1;90;19;1;140.33435785;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161798;1;2;1;90;19;1;140.33435785;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161799;1;1;1;90;19;1;122.50552993;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161799;1;2;1;90;19;1;122.50552993;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161799;1;3;1;90;19;1;122.50552993;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161799;1;5;1;90;19;1;122.50552993;19;1;2;;1;1300000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161800;1;1;1;90;19;1;200.12155752;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161800;1;2;1;90;19;1;200.12155752;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161801;1;1;1;90;19;1;123.11065975;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;150000;0;2;;2;;;;;2;
20250312;03;2025;8161801;1;2;1;90;19;1;123.11065975;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161802;1;1;1;90;19;1;153.80338883;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161802;1;2;1;90;19;1;153.80338883;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161802;1;4;1;90;19;1;153.80338883;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161805;1;1;1;90;19;1;158.83285523;19;2;;;;;;;1;1;2000000;2;;2;;;;;;;;;;;;;;;;;2;;2;;2;;2;;;2;;2;;;;;2;
20250312;03;2025;8161805;1;2;1;90;19;1;158.83285523;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161806;1;1;1;90;19;1;114.62908332;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161806;1;2;1;90;19;1;114.62908332;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161807;1;1;1;90;19;1;147.95763484;19;1;2;;1;2026000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161807;1;2;1;90;19;1;147.95763484;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161808;1;1;1;90;19;1;149.06665272;19;2;;;;;;;1;1;5000000;2;;2;;;;;;;;;;;;;;;;;2;;2;;2;;1;268000;0;2;;2;;;;;2;
20250312;03;2025;8161809;1;1;1;90;19;1;171.70599298;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161809;1;2;1;90;19;1;171.70599298;19;2;;;;;;;1;2;;2;;1;500000;;;1;500000;1;500000;;;;;;;;;;2;;2;;2;;2;;;2;;2;;;;;2;
20250312;03;2025;8161810;1;1;1;90;19;1;259.62832826;19;1;1;400000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;180000;0;2;;2;;;;;2;
20250312;03;2025;8161810;1;2;1;90;19;1;259.62832826;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161810;1;3;1;90;19;1;259.62832826;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161811;1;1;1;90;19;1;388.25925043;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161812;1;1;1;90;19;1;258.9017365;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;1;400000;1;500000;1;2023;500000;2;
20250312;03;2025;8161812;1;2;1;90;19;1;258.9017365;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;100000;0;1;400000;1;1000000;1;2023;1000000;2;
20250312;03;2025;8161812;1;5;1;90;19;1;258.9017365;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;9;;2;;;;;2;
20250312;03;2025;8161813;1;1;1;90;19;1;118.36610787;19;2;;;;;;;1;1;5000000;2;;2;;;;;;;;;;;;;;;;;2;;2;;2;;1;300000;98;1;200000;2;;;;;2;
20250312;03;2025;8161813;1;2;1;90;19;1;118.36610787;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161815;1;1;1;90;19;1;216.96030051;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161816;1;1;1;90;19;1;145.79333852;19;1;1;600000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;350000;0;2;;2;;;;;2;
20250312;03;2025;8161818;1;1;1;90;19;1;130.07960128;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161818;1;2;1;90;19;1;130.07960128;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161819;1;1;1;90;19;1;102.20060292;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;1;400000;2;;;;;2;
20250312;03;2025;8161819;1;2;1;90;19;1;102.20060292;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161819;1;3;1;90;19;1;102.20060292;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161820;1;1;1;90;19;1;161.09441382;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;1;570000;1;1000000;1;2023;1000000;2;
20250312;03;2025;8161820;1;2;1;90;19;1;161.09441382;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;1;0;1;2023;0;2;
20250312;03;2025;8161820;1;5;1;90;19;1;161.09441382;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161821;1;1;1;90;19;1;220.38120508;19;1;2;;1;4600000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1600000;0;2;;1;0;1;2023;0;2;
20250312;03;2025;8161821;1;2;1;90;19;1;220.38120508;19;1;1;800000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;1;360000;1;0;1;2023;0;9;
20250312;03;2025;8161821;1;3;1;90;19;1;220.38120508;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;2;;2;;;;;2;
20250312;03;2025;8161822;1;1;1;90;19;1;230.07955581;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161826;1;1;1;90;19;1;171.84004729;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;75000;0;2;;2;;;;;2;
20250312;03;2025;8161826;1;2;1;90;19;1;171.84004729;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161827;1;1;1;90;19;1;183.46541312;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161827;1;2;1;90;19;1;183.46541312;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161827;1;3;1;90;19;1;183.46541312;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161827;1;5;1;90;19;1;183.46541312;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161828;1;1;1;90;19;1;176.67158841;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;95000;0;2;;2;;;;;2;
20250312;03;2025;8161829;1;1;1;90;19;1;141.10330194;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161830;1;1;1;90;19;1;173.05431329;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161830;1;2;1;90;19;1;173.05431329;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161831;1;1;1;90;19;1;204.51516072;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161832;1;1;1;90;19;1;159.04727839;19;1;2;;1;1400000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;250000;0;2;;2;;;;;2;
20250312;03;2025;8161833;1;1;1;90;19;1;206.41390028;19;1;1;200000;2;;2;;1;1;4000000;2;;2;;;;;;;;;;;;;;;;;2;;2;;2;;2;;;2;;2;;;;;2;
20250312;03;2025;8161833;2;1;2;90;19;1;206.41390028;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161834;1;1;1;90;19;1;159.04727839;19;2;;;;;;;1;1;2500000;2;;2;;;;;;;;;;;;;;;;;2;;2;;2;;2;;;2;;2;;;;;2;
20250312;03;2025;8161835;1;1;1;90;19;1;147.95763484;19;1;2;;1;1600000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;600000;98;2;;2;;;;;2;
20250312;03;2025;8161835;1;2;1;90;19;1;147.95763484;19;1;2;;1;1700000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1000000;98;2;;2;;;;;2;
20250312;03;2025;8161836;1;1;1;90;19;1;166.31363415;19;2;;;;;;;1;1;7200000;2;;2;;;;;;;;;;;;;;;;;2;;2;;2;;1;430000;98;2;;2;;;;;2;
20250312;03;2025;8161837;1;1;1;90;19;1;168.85256416;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161837;1;2;1;90;19;1;168.85256416;19;1;2;;1;2400000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;200000;0;2;;2;;;;;2;
20250312;03;2025;8161839;1;1;1;90;19;1;130.66637966;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161839;1;2;1;90;19;1;130.66637966;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161839;1;3;1;90;19;1;130.66637966;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161840;1;1;1;90;19;1;66.20678883;19;2;;;;;;;1;1;3600000;2;;2;;;;;;;;;;;;;;;;;2;;2;;2;;2;;;2;;2;;;;;2;
20250312;03;2025;8161840;1;2;1;90;19;1;66.20678883;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161840;1;3;1;90;19;1;66.20678883;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161840;1;4;1;90;19;1;66.20678883;19;2;;;;;;;1;1;7200000;2;;2;;;;;;;;;;;;;;;;;2;;2;;2;;2;;;2;;2;;;;;2;
20250312;03;2025;8161841;1;1;1;90;19;1;148.43812587;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161841;1;2;1;90;19;1;148.43812587;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161842;1;1;1;90;19;1;115.83445976;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161842;1;2;1;90;19;1;115.83445976;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161843;1;1;1;90;19;1;117.23858468;19;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;2;;1;130000;2;;2;;;2;;2;;;;;2;
20250312;03;2025;8161843;1;2;1;90;19;1;117.23858468;19;2;;;;;;;1;1;4800000;2;;2;;;;;;;;;;;;;;;;;2;;2;;2;;2;;;2;;2;;;;;2;
20250312;03;2025;8161844;1;1;1;90;19;1;149.06665272;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161845;1;1;1;90;19;1;332.83682464;19;2;;;;;;;1;1;9600000;2;;2;;;;;;;;;;;;;;;;;2;;2;;2;;2;;;2;;2;;;;;2;
20250312;03;2025;8161846;1;1;1;90;19;1;250.34964869;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161847;1;1;1;90;19;1;172.55966686;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161848;1;1;1;90;19;1;172.55966686;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161849;1;1;1;90;19;1;259.86836055;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161850;1;1;1;90;19;1;201.08939679;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161850;1;2;1;90;19;1;201.08939679;19;2;;;;;;;1;1;200000;2;;2;;;;;;;;;;;;;;;;;2;;2;;2;;2;;;2;;2;;;;;2;
20250312;03;2025;8161851;1;1;1;90;19;1;224.51748615;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;1;450000;2;;;;;2;
20250312;03;2025;8161851;1;2;1;90;19;1;224.51748615;19;2;;;;;;;1;2;;2;;1;200000;;;1;200000;;;;;;;1;DEVOLUCION DEL IVA;200000;;;2;;2;;2;;2;;;2;;2;;;;;2;
20250312;03;2025;8161853;1;1;1;90;19;1;139.4744789;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;76000;0;2;;2;;;;;2;
20250312;03;2025;8161854;1;1;1;90;19;1;127.03467633;19;2;;;;;;;1;1;8000000;2;;2;;;;;;;;;;;;;;;;;1;4000000;2;;2;;2;;;2;;2;;;;;2;
20250312;03;2025;8161854;1;2;1;90;19;1;127.03467633;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161854;1;3;1;90;19;1;127.03467633;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161854;1;4;1;90;19;1;127.03467633;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161854;1;6;1;90;19;1;127.03467633;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;500000;98;2;;2;;;;;2;
20250312;03;2025;8161855;1;1;1;90;19;1;158.58432265;19;1;2;;1;4000000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;2;;1;0;1;2023;0;2;
20250312;03;2025;8161856;1;1;1;90;19;1;222.4984028;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161856;1;2;1;90;19;1;222.4984028;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161857;1;1;1;90;19;1;156.3181129;19;2;;;;;;;1;2;;2;;1;3000000;;;1;3000000;1;1800000;;;;;1;DEVOLUCION DE IVA;1200000;;;2;;2;;2;;2;;;2;;2;;;;;2;
20250312;03;2025;8161857;1;2;1;90;19;1;156.3181129;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161858;1;1;1;90;19;1;175.77530152;19;2;;;;;;;1;2;;2;;1;200000;;;1;200000;;;;;;;1;DEVOLUCION DEL IVA;200000;;;2;;2;;2;;2;;;2;;2;;;;;2;
20250312;03;2025;8161858;1;2;1;90;19;1;175.77530152;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161858;1;3;1;90;19;1;175.77530152;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161859;1;1;1;90;19;1;216.93774875;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161859;1;2;1;90;19;1;216.93774875;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161859;1;3;1;90;19;1;216.93774875;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161860;1;1;1;90;19;1;87.613788405;19;1;1;600000;2;;2;;1;2;;2;;2;;;;;;;;;;;;;;;;;2;;1;2000000;2;;2;;;2;;2;;;;;2;
20250312;03;2025;8161860;1;2;1;90;19;1;87.613788405;19;2;;;;;;;1;1;2400000;2;;2;;;;;;;;;;;;;;;;;2;;2;;2;;2;;;2;;2;;;;;2;
20250312;03;2025;8161860;1;3;1;90;19;1;87.613788405;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161862;1;1;1;90;19;1;159.04727839;19;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8161863;1;1;1;90;20;1;327.87549185;20;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8161863;1;2;1;90;20;1;327.87549185;20;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161864;1;1;1;90;20;1;237.89933743;20;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161864;1;2;1;90;20;1;237.89933743;20;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;2;;1;165000;2;;2;;;2;;2;;;;;2;
20250312;03;2025;8161864;1;3;1;90;20;1;237.89933743;20;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161865;1;1;1;90;20;1;119.05601979;20;2;;;;;;;1;2;;2;;1;600000;;;1;600000;;;;;1;600000;;;;;;2;;2;;2;;2;;;2;;2;;;;;2;
20250312;03;2025;8161865;1;2;1;90;20;1;119.05601979;20;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161866;1;1;1;90;20;1;198.02761584;20;2;;;;;;;1;1;1200000;2;;2;;;;;;;;;;;;;;;;;2;;2;;2;;2;;;2;;2;;;;;2;
20250312;03;2025;8161866;1;2;1;90;20;1;198.02761584;20;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161867;1;1;1;90;20;1;226.98286385;20;1;2;;2;;1;300000;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161867;1;2;1;90;20;1;226.98286385;20;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161868;1;1;1;90;20;1;144.61780658;20;2;;;;;;;1;2;;2;;1;1200000;;;1;1200000;;;;;1;1200000;;;;;;2;;2;;2;;2;;;2;;2;;;;;2;
20250312;03;2025;8161868;1;2;1;90;20;1;144.61780658;20;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161870;1;1;1;90;20;1;224.13804402;20;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161870;1;2;1;90;20;1;224.13804402;20;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161870;1;4;1;90;20;1;224.13804402;20;1;2;;2;;1;350000;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250312;03;2025;8161871;1;1;1;90;20;1;363.67774669;20;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;9;;2;;;;;2;
20250312;03;2025;8161871;1;2;1;90;20;1;363.67774669;20;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
