PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;P7495;P7500S1;P7500S1A1;P7500S2;P7500S2A1;P7500S3;P7500S3A1;P7505;P7510S1;P7510S1A1;P7510S2;P7510S2A1;P7510S3;P7510S3A1;P750S1;P750S1A1;P750S2;P750S2A1;P1661S5;P1661S5A1;P1661S6;P1661S6A1;P1661S3;P1661S3A1;P1661S4;P1661S4A1;P1661S4A2;P750S3;P750S3A1;P7510S5;P7510S5A1;P7510S6;P7510S6A1;P7510S7;P7510S7A1;P3367;P3368;P3369;P3370;P3370S1;P3371;P3371S1;P3371S2;P3371S3;P3371S4;P3372;P3372S1
20250310;03;2025;8146967;1;6;1;90;27;1;57.184928755;27;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8146968;1;1;1;90;27;1;54.226078398;27;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8146968;1;2;1;90;27;1;54.226078398;27;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8146969;1;1;1;90;27;1;68.521244318;27;2;;;;;;;1;1;900000;2;;2;;;;;;;;;;;;;;;;;2;;2;;2;;2;;;2;;2;;;;;2;
20250310;03;2025;8146970;1;1;1;90;27;1;61.31167754;27;2;;;;;;;1;1;400000;2;;2;;;;;;;;;;;;;;;;;2;;2;;2;;2;;;2;;2;;;;;2;
20250310;03;2025;8146970;1;2;1;90;27;1;61.31167754;27;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8146971;1;1;1;90;27;1;61.31167754;27;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8146971;1;2;1;90;27;1;61.31167754;27;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8146973;1;1;1;90;27;1;37.883096471;27;2;;;;;;;1;2;;2;;1;240000;;;1;240000;;;;;;;1;DEVOLUCION DEL IVA;240000;;;2;;2;;2;;2;;;2;;2;;;;;2;
20250310;03;2025;8146973;1;2;1;90;27;1;37.883096471;27;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8146975;1;1;1;90;27;1;55.430343891;27;2;;;;;;;1;1;6000000;2;;1;1000000;;;1;1000000;;;;;;;1;COLOMBIA SIN HAMBRE;1000000;;;2;;2;;2;;2;;;2;;2;;;;;2;
20250310;03;2025;8146975;1;2;1;90;27;1;55.430343891;27;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8146975;1;3;1;90;27;1;55.430343891;27;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8146975;1;4;1;90;27;1;55.430343891;27;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8146975;1;5;1;90;27;1;55.430343891;27;2;;;;;;;1;1;1800000;2;;2;;;;;;;;;;;;;;;;;2;;2;;2;;2;;;2;;2;;;;;2;
20250310;03;2025;8146975;1;8;1;90;27;1;55.430343891;27;2;;;;;;;1;1;2400000;2;;1;800000;;;1;800000;;;1;800000;;;;;;;;2;;2;;2;;2;;;2;;2;;;;;2;
20250310;03;2025;8146976;1;1;1;90;27;1;52.773415861;27;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8146976;1;2;1;90;27;1;52.773415861;27;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8146977;1;1;1;90;27;1;27.712293706;27;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8146977;1;2;1;90;27;1;27.712293706;27;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8146977;1;3;1;90;27;1;27.712293706;27;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8146979;1;1;1;90;27;1;51.916202258;27;2;;;;;;;1;1;1200000;2;;1;3000000;;;1;3000000;1;3000000;;;;;;;;;;2;;2;;2;;2;;;2;;2;;;;;2;
20250310;03;2025;8146979;1;2;1;90;27;1;51.916202258;27;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8146981;1;1;1;90;27;1;45.595463974;27;1;2;;1;400000;2;;1;1;1200000;2;;2;;;;;;;;;;;;;;;;;2;;2;;2;;2;;;2;;2;;;;;2;
20250310;03;2025;8146982;1;1;1;90;27;1;51.639909098;27;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8146983;1;1;1;90;27;1;60.87115938;27;2;;;;;;;1;1;1500000;2;;2;;;;;;;;;;;;;;;;;2;;2;;2;;2;;;2;;2;;;;;2;
20250310;03;2025;8146983;1;2;1;90;27;1;60.87115938;27;2;;;;;;;1;1;3000000;2;;2;;;;;;;;;;;;;;;;;2;;2;;2;;2;;;2;;2;;;;;2;
20250310;03;2025;8146984;1;1;1;90;27;1;51.639909098;27;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8146985;1;1;1;90;41;1;197.08422489;41;1;2;;1;1423500;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;150000;0;2;;2;;;;;2;
20250310;03;2025;8146985;1;2;1;90;41;1;197.08422489;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8146985;1;3;1;90;41;1;197.08422489;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8146986;1;1;1;90;41;1;111.66542765;41;1;2;;1;711750;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8146986;1;2;1;90;41;1;111.66542765;41;1;2;;1;711750;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8146986;1;3;1;90;41;1;111.66542765;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8146987;1;1;1;90;41;1;157.31339874;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8146987;1;2;1;90;41;1;157.31339874;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8146988;1;1;1;90;41;1;216.78603041;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8146989;1;1;1;90;41;1;178.57242513;41;2;;;;;;;1;1;6000000;2;;2;;;;;;;;;;;;;;;;;2;;2;;2;;2;;;2;;2;;;;;2;
20250310;03;2025;8146990;1;1;1;90;41;1;227.36861401;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8146990;1;2;1;90;41;1;227.36861401;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8146990;1;3;1;90;41;1;227.36861401;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8146991;1;1;1;90;41;1;196.42966764;41;2;;;;;;;1;1;2880000;2;;1;2555000;;;1;2555000;;;;;1;2555000;;;;;;2;;2;;2;;1;125000;0;2;;2;;;;;2;
20250310;03;2025;8146992;1;1;1;90;41;1;204.54714646;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;125000;0;2;;2;;;;;2;
20250310;03;2025;8146992;1;2;1;90;41;1;204.54714646;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8146993;1;1;1;90;41;1;186.1603123;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8146993;1;2;1;90;41;1;186.1603123;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8146994;1;1;1;90;41;1;214.90360003;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;100000;0;1;130000;1;0;1;2023;0;2;
20250310;03;2025;8146994;1;2;1;90;41;1;214.90360003;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8146994;1;3;1;90;41;1;214.90360003;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8146994;1;4;1;90;41;1;214.90360003;41;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;2;;1;180000;2;;2;;;2;;2;;;;;2;
20250310;03;2025;8146995;1;1;1;90;41;1;275.003348;41;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;2;;1;156000;2;;1;130000;0;2;;2;;;;;2;
20250310;03;2025;8146995;1;2;1;90;41;1;275.003348;41;1;2;;2;;1;2400000;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8146995;1;4;1;90;41;1;275.003348;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8146996;1;1;1;90;41;1;192.52841434;41;1;2;;1;7000000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8146997;1;1;1;90;41;1;236.17990602;41;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;2;;1;504000;2;;2;;;2;;2;;;;;2;
20250310;03;2025;8146997;1;2;1;90;41;1;236.17990602;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8146998;1;1;1;90;41;1;190.58835103;41;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;2;;1;354000;2;;1;187000;0;2;;2;;;;;2;
20250310;03;2025;8146998;1;2;1;90;41;1;190.58835103;41;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;2;;1;216000;2;;1;187000;0;2;;1;0;1;2023;0;2;
20250310;03;2025;8146998;1;3;1;90;41;1;190.58835103;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8146999;1;1;1;90;41;1;225.51125074;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8146999;1;2;1;90;41;1;225.51125074;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8146999;1;5;1;90;41;1;225.51125074;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147000;1;1;1;90;41;1;135.21069132;41;2;;;;;;;1;1;7200000;2;;2;;;;;;;;;;;;;;;;;2;;2;;2;;1;170000;0;2;;2;;;;;2;
20250310;03;2025;8147000;1;2;1;90;41;1;135.21069132;41;2;;;;;;;1;1;2400000;2;;2;;;;;;;;;;;;;;;;;2;;2;;2;;2;;;2;;2;;;;;2;
20250310;03;2025;8147001;1;1;1;90;41;1;138.62045832;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147004;1;1;1;90;41;1;190.77170676;41;1;2;;2;;1;350000;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147005;1;1;1;90;41;1;228.73824303;41;1;2;;2;;1;300000;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147005;1;2;1;90;41;1;228.73824303;41;1;2;;2;;1;400000;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147005;1;5;1;90;41;1;228.73824303;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147005;1;6;1;90;41;1;228.73824303;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147006;1;1;1;90;41;1;263.39403111;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147006;1;2;1;90;41;1;263.39403111;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147006;1;3;1;90;41;1;263.39403111;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147006;1;7;1;90;41;1;263.39403111;41;2;;;;;;;1;2;;2;;1;1280000;;;1;1280000;;;;;1;1280000;;;;;;2;;2;;2;;2;;;2;;2;;;;;2;
20250310;03;2025;8147007;1;1;1;90;41;1;173.72482489;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;110000;0;2;;2;;;;;2;
20250310;03;2025;8147007;1;2;1;90;41;1;173.72482489;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147009;1;1;1;90;41;1;215.64080843;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147009;1;2;1;90;41;1;215.64080843;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147009;1;3;1;90;41;1;215.64080843;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147010;1;1;1;90;41;1;199.57551009;41;1;1;200000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;320000;0;2;;2;;;;;2;
20250310;03;2025;8147010;2;1;2;90;41;1;199.57551009;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147011;1;1;1;90;41;1;196.42966764;41;1;1;500000;2;;2;;1;1;500000;2;;2;;;;;;;;;;;;;;;;;2;;2;;2;;1;168000;0;2;;2;;;;;2;
20250310;03;2025;8147012;1;1;1;90;41;1;170.24349032;41;1;2;;2;;1;500000;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147012;1;2;1;90;41;1;170.24349032;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147012;1;3;1;90;41;1;170.24349032;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147012;1;4;1;90;41;1;170.24349032;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147013;1;1;1;90;41;1;193.49372326;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147013;1;2;1;90;41;1;193.49372326;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147014;1;1;1;90;41;1;238.74581362;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147015;1;1;1;90;41;1;227.57846337;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147015;1;2;1;90;41;1;227.57846337;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147016;1;1;1;90;41;1;332.08144725;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147016;1;2;1;90;41;1;332.08144725;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147018;1;1;1;90;41;1;251.90187825;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147018;1;2;1;90;41;1;251.90187825;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147019;1;1;1;90;41;1;157.31339874;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147019;1;2;1;90;41;1;157.31339874;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147020;1;1;1;90;41;1;132.59784744;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147020;1;2;1;90;41;1;132.59784744;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147020;1;3;1;90;41;1;132.59784744;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147021;1;1;1;90;41;1;193.49372326;41;2;;;;;;;1;1;8200000;2;;2;;;;;;;;;;;;;;;;;2;;2;;2;;2;;;2;;2;;;;;2;
20250310;03;2025;8147021;1;2;1;90;41;1;193.49372326;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147022;1;1;1;90;41;1;333.32989957;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147022;1;2;1;90;41;1;333.32989957;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147022;1;3;1;90;41;1;333.32989957;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147022;1;4;1;90;41;1;333.32989957;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147023;1;1;1;90;41;1;286.43245234;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147023;1;2;1;90;41;1;286.43245234;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147024;1;1;1;90;41;1;169.01336415;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147024;1;2;1;90;41;1;169.01336415;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147025;1;1;1;90;41;1;199.17665372;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147026;1;1;1;90;41;1;286.15127218;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147026;1;2;1;90;41;1;286.15127218;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147027;1;1;1;90;41;1;250.38665557;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;160000;160000;2;;2;;;;;2;
20250310;03;2025;8147027;1;2;1;90;41;1;250.38665557;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;9;;;;;2;
20250310;03;2025;8147027;1;3;1;90;41;1;250.38665557;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;9;;;;;2;
20250310;03;2025;8147028;1;1;1;90;41;1;204.08970569;41;1;2;;1;3000000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;90000;90000;2;;2;;;;;2;
20250310;03;2025;8147028;1;2;1;90;41;1;204.08970569;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147028;1;3;1;90;41;1;204.08970569;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147028;1;4;1;90;41;1;204.08970569;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147028;1;5;1;90;41;1;204.08970569;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147029;1;1;1;90;41;1;270.927918;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147029;1;2;1;90;41;1;270.927918;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147030;1;1;1;90;41;1;286.15127218;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147030;1;2;1;90;41;1;286.15127218;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147031;1;1;1;90;41;1;169.01336415;41;1;2;;1;2600000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147031;1;2;1;90;41;1;169.01336415;41;1;2;;1;3100000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147032;1;1;1;90;41;1;181.39305172;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147032;1;2;1;90;41;1;181.39305172;41;1;2;;1;3900000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;225000;0;2;;2;;;;;2;
20250310;03;2025;8147033;1;1;1;90;41;1;313.21007047;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147033;1;2;1;90;41;1;313.21007047;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147033;1;5;1;90;41;1;313.21007047;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147034;1;1;1;90;41;1;129.16264318;41;2;;;;;;;1;1;12000000;2;;2;;;;;;;;;;;;;;;;;2;;2;;2;;2;;;2;;2;;;;;2;
20250310;03;2025;8147034;1;2;1;90;41;1;129.16264318;41;2;;;;;;;1;1;12000000;2;;2;;;;;;;;;;;;;;;;;2;;2;;2;;2;;;2;;2;;;;;2;
20250310;03;2025;8147036;1;1;1;90;41;1;169.01336415;41;1;2;;1;8000000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;600000;0;2;;2;;;;;2;
20250310;03;2025;8147036;1;2;1;90;41;1;169.01336415;41;1;2;;1;1423500;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147038;1;1;1;90;41;1;246.86329244;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147038;1;2;1;90;41;1;246.86329244;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147040;1;1;1;90;41;1;208.30134389;41;1;2;;1;2200000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147040;1;2;1;90;41;1;208.30134389;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147042;1;1;1;90;41;1;265.27312624;41;2;;;;;;;1;2;;1;24000000;2;;;;;;;;;;;;;;;;;2;;2;;2;;2;;;2;;2;;;;;2;
20250310;03;2025;8147043;1;1;1;90;41;1;216.57160551;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147043;1;2;1;90;41;1;216.57160551;41;1;2;;1;1423500;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;168000;168000;2;;2;;;;;2;
20250310;03;2025;8147044;1;1;1;90;41;1;190.58835103;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147044;1;2;1;90;41;1;190.58835103;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147044;1;3;1;90;41;1;190.58835103;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147045;1;1;1;90;41;1;110.3132236;41;2;;;;;;;1;1;12000000;2;;2;;;;;;;;;;;;;;;;;2;;2;;2;;2;;;2;;2;;;;;2;
20250310;03;2025;8147046;1;1;1;90;41;1;234.12376814;41;2;;;;;;;1;1;3600000;2;;1;400000;;;1;400000;;;;;;;1;DEVOLUCIO DEL IVA;400000;;;2;;2;;2;;2;;;2;;2;;;;;2;
20250310;03;2025;8147046;1;2;1;90;41;1;234.12376814;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147047;1;1;1;90;41;1;141.77092328;41;2;;;;;;;1;1;9600000;2;;1;660000;;;1;660000;;;;;;;1;DEVOLUCION DEL IVA;660000;;;2;;2;;2;;2;;;2;;2;;;;;2;
20250310;03;2025;8147049;1;1;1;90;41;1;129.94296331;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
20250310;03;2025;8147049;1;2;1;90;41;1;129.94296331;41;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;;;;2;
