PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;PT;P6016;P3271;P6040;P6030S1;P6030S3;P6050;P6083;P6083S1;P6081;P6081S1;P2057;P2059;P2061;P6080;P6080S1;P6080S1A1;P6070;P6071;P6071S1;P6090;P6100;P6110;P6120;P1906S1;P1906S2;P1906S3;P1906S4;P1906S5;P1906S6;P1906S7;P1906S8;P6160;P6170;P3041;P3042;P3042S1;P3042S2;P3043;P3043S1;P3038;P3039;POB_MAY18
20250417;04;2025;8173631;1;1;1;10;;2;444.98992841;08;1;1;1;41;11;1983;1;2;;2;;1;;1;6;;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;1;;1;;2;1;1
20250417;04;2025;8173631;1;2;1;10;;2;444.98992841;08;1;2;2;37;1;1988;2;2;;3;;1;;1;5;;;2;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;1;;1;;1;2;1
20250417;04;2025;8173631;1;3;1;10;;2;444.98992841;08;1;2;1;17;3;2008;3;1;2;1;1;1;;1;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;5;1;;1;;;;
20250417;04;2025;8173631;1;4;1;10;;2;444.98992841;08;1;2;1;11;7;2013;3;1;2;1;1;1;;1;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;4;;;;;;
20250417;04;2025;8173631;1;5;1;10;;2;444.98992841;08;1;2;2;10;4;2015;3;1;2;1;1;1;;1;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;3;;;;;;
20250417;04;2025;8173632;1;1;1;10;;2;318.79324195;08;1;1;1;61;3;1964;1;2;;2;;2;1;1;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250417;04;2025;8173633;1;1;1;10;;2;691.08424737;08;1;1;2;81;11;1943;1;3;;3;;1;;1;6;;;3;1;2;1;3;;;4;4;4;4;4;4;4;4;2;2;;1;0;;;;1;2;1
20250417;04;2025;8173633;1;2;1;10;;2;691.08424737;08;1;2;1;83;12;1941;2;3;;3;;1;;1;6;;;3;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1
20250417;04;2025;8173633;1;3;1;10;;2;691.08424737;08;1;3;1;49;9;1975;3;1;1;1;2;1;;1;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1
20250417;04;2025;8173633;1;4;1;10;;2;691.08424737;08;1;4;2;47;8;1977;3;1;1;1;2;1;;1;6;;;2;1;5;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;1;;1;;1;2;1
20250417;04;2025;8173633;1;5;1;10;;2;691.08424737;08;1;5;1;44;9;1980;7;2;;3;;1;;1;6;;;2;1;4;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;1;;1;;2;1;1
20250417;04;2025;8173633;1;6;1;10;;2;691.08424737;08;1;6;2;24;8;2000;8;1;4;1;5;1;;1;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;2;10;1;112;2;;1;2;1
20250417;04;2025;8173633;1;7;1;10;;2;691.08424737;08;1;4;2;17;7;2007;8;1;4;1;5;1;;1;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;5;1;;1;;;;
20250417;04;2025;8173633;1;8;1;10;;2;691.08424737;08;1;4;1;16;5;2008;8;1;4;1;5;1;;1;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;3;;;;;;
20250417;04;2025;8173633;1;9;1;10;;2;691.08424737;08;1;9;1;38;12;1986;3;1;1;1;2;1;;1;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250417;04;2025;8173633;1;10;1;10;;2;691.08424737;08;1;4;1;11;1;2014;8;2;;1;9;1;;1;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;0;;;;;;
20250417;04;2025;8173633;1;11;1;10;;2;691.08424737;08;1;4;1;9;6;2015;8;2;;1;9;1;;1;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;3;;;;;;
20250417;04;2025;8173633;1;12;1;10;;2;691.08424737;08;1;4;2;5;1;2020;8;2;;1;9;1;;1;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;1;1;2;0;;;;;;
20250417;04;2025;8173634;1;1;1;10;;2;306.54131565;08;1;1;1;71;11;1953;1;2;;3;;1;;1;6;;;3;1;2;1;1;5;;4;4;3;4;4;4;4;4;1;2;;4;2;;;;2;1;1
20250417;04;2025;8173634;1;2;1;10;;2;306.54131565;08;1;2;2;63;11;1961;2;3;;3;;1;;1;6;;;3;1;1;1;1;5;;4;4;3;4;4;4;4;4;1;2;;3;5;;;;1;2;1
20250417;04;2025;8173634;1;3;1;10;;2;306.54131565;08;1;3;1;40;1;1985;3;1;2;1;1;1;;1;6;;;6;;;1;1;1;56940;4;4;4;4;4;4;4;4;1;2;;8;4;413;5;413;2;1;1
20250417;04;2025;8173634;1;4;1;10;;2;306.54131565;08;1;4;2;36;7;1988;3;1;2;1;1;1;;1;6;;;6;;;1;1;1;72000;4;4;3;4;4;4;4;4;1;2;;10;10;411;7;411;1;2;1
20250417;04;2025;8173635;1;1;1;10;;2;462.05877488;08;1;1;1;59;3;1966;1;2;;2;;1;;1;6;;;3;1;2;1;1;1;56900;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1
20250417;04;2025;8173635;1;2;1;10;;2;462.05877488;08;1;2;2;55;2;1970;2;3;;2;;1;;1;6;;;3;1;1;1;3;;;4;4;4;4;3;4;4;4;1;2;;3;4;;;;1;2;1
20250417;04;2025;8173635;1;3;1;10;;2;462.05877488;08;1;3;1;26;5;1998;3;1;2;1;1;1;;1;6;;;6;;;1;1;1;56900;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250417;04;2025;8173635;1;4;1;10;;2;462.05877488;08;1;4;1;21;9;2003;3;1;2;1;1;1;;1;6;;;2;1;5;1;1;1;56900;4;4;4;4;4;4;4;4;1;2;;6;2;;3;;2;1;1
20250417;04;2025;8173635;1;5;1;10;;2;462.05877488;08;1;5;2;20;1;2005;7;3;;2;;2;2;2;6;;;2;1;4;1;3;;;4;4;4;4;4;4;4;4;1;1;1;9;5;288;3;;1;2;1
20250417;04;2025;8173636;1;1;1;10;;2;370.10718405;08;1;1;1;44;7;1980;1;3;;3;;2;2;2;6;;;2;1;2;1;1;1;56900;4;4;4;4;4;4;4;4;1;2;;8;3;11;5;11;2;1;1
20250417;04;2025;8173636;1;2;1;10;;2;370.10718405;08;1;2;2;34;10;1990;2;2;;2;;2;2;2;6;;;2;1;1;1;1;5;;4;4;4;4;4;4;4;4;1;2;;8;3;1029;5;1029;1;2;1
20250417;04;2025;8173637;1;1;1;10;;2;190.47756702;08;1;1;2;61;3;1964;1;1;2;3;;2;2;2;6;;;4;;;1;3;;;4;4;3;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250417;04;2025;8173637;1;2;1;10;;2;190.47756702;08;1;1;2;106;10;1918;4;3;;3;;2;2;2;6;;;5;;;1;3;;;3;4;3;3;4;2;2;2;1;2;;3;3;;;;1;2;1
20250417;04;2025;8173637;1;3;1;10;;2;190.47756702;08;1;3;1;72;4;1953;6;1;2;3;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250417;04;2025;8173638;1;1;1;10;;2;351.63125784;08;1;1;1;65;5;1959;1;2;;3;;1;;1;6;;;3;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250417;04;2025;8173638;1;2;1;10;;2;351.63125784;08;1;2;2;45;12;1979;2;2;;2;;2;2;1;6;;;3;1;1;1;1;1;56940;4;4;4;4;4;4;4;4;1;2;;9;4;913;5;913;1;2;1
20250417;04;2025;8173638;1;3;1;10;;2;351.63125784;08;1;3;1;19;5;2005;3;1;2;1;1;2;2;1;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;2;10;6;719;2;;2;1;1
20250417;04;2025;8173639;1;1;1;10;;2;323.97135494;08;1;1;1;65;9;1959;1;3;;3;;1;;1;6;;;6;;;1;3;;;4;4;4;4;4;4;4;3;1;2;;4;3;;;;2;1;1
20250417;04;2025;8173639;1;2;1;10;;2;323.97135494;08;1;2;1;60;2;1965;6;3;;3;;1;;1;6;;;4;;;1;3;;;4;4;4;4;4;3;4;3;1;2;;4;2;;;;2;1;1
20250417;04;2025;8173640;1;1;1;10;;2;244.87114756;08;1;1;2;64;5;1960;1;2;;3;;1;;1;6;;;5;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;2;1
20250417;04;2025;8173641;1;1;1;10;;2;250.04926055;08;1;1;1;71;6;1953;1;3;;3;;1;;1;6;;;3;1;2;1;1;5;;4;4;3;4;4;4;4;4;1;2;;3;5;;;;2;1;1
20250417;04;2025;8173641;1;2;1;10;;2;250.04926055;08;1;1;2;71;6;1953;2;3;;3;;1;;1;6;;;3;1;1;1;1;2;56900;3;3;4;3;4;2;2;2;1;2;;3;5;;;;1;2;1
20250417;04;2025;8173642;1;1;1;10;;1;4122.4960817;08;1;1;2;19;8;2005;1;2;;2;;2;2;1;6;;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250417;04;2025;8173642;1;2;1;10;;1;4122.4960817;08;1;2;1;24;1;2001;2;2;;2;;2;2;1;6;;;2;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250417;04;2025;8173642;1;3;1;10;;1;4122.4960817;08;1;1;2;2;3;2023;3;1;1;1;2;2;2;1;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;;;;;;;;;;;
20250417;04;2025;8173642;1;4;1;10;;1;4122.4960817;08;1;4;2;17;1;2008;6;2;;2;;2;2;1;6;;;2;1;5;1;3;;;4;4;3;4;4;4;4;4;1;2;;4;4;;;;;;
20250417;04;2025;8173642;1;5;1;10;;1;4122.4960817;08;1;5;1;21;9;2003;9;2;;2;;2;2;2;6;;;2;1;4;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;4;;;;2;1;1
20250417;04;2025;8173643;1;1;1;10;;1;2199.4639557;08;1;1;1;38;5;1986;1;2;;2;;2;2;1;6;;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250417;04;2025;8173643;1;2;1;10;;1;2199.4639557;08;1;2;2;34;10;1990;2;2;;2;;2;2;1;6;;;2;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250417;04;2025;8173643;1;3;1;10;;1;2199.4639557;08;1;3;2;10;2;2015;3;1;2;1;1;2;2;1;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;4;;;;;;
20250417;04;2025;8173643;1;4;1;10;;1;2199.4639557;08;1;2;1;0;8;2024;3;1;2;1;1;2;2;1;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;;;;;;;;;;;
20250417;04;2025;8173644;1;1;1;10;;1;2914.7970627;08;1;1;2;18;11;2006;1;2;;2;;2;2;1;6;;;1;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;2;1
20250417;04;2025;8173644;1;2;1;10;;1;2914.7970627;08;1;2;1;19;6;2005;2;2;;2;;1;;1;6;;;1;1;1;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;2;;;;2;1;1
20250417;04;2025;8173645;1;1;1;10;;1;2231.0191264;08;1;1;2;45;12;1979;1;3;;3;;2;2;2;6;;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250417;04;2025;8173645;1;2;1;10;;1;2231.0191264;08;1;2;1;40;11;1984;2;2;;2;;2;2;2;6;;;2;1;1;1;1;1;56940;4;4;4;4;4;4;4;4;1;2;;4;1;;;;2;1;1
20250417;04;2025;8173645;1;3;1;10;;1;2231.0191264;08;1;3;1;10;10;2014;3;1;1;1;2;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;4;;;;;;
20250417;04;2025;8173646;1;1;1;10;;1;2284.9046494;08;1;1;1;41;8;1983;1;2;;2;;1;;1;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1
20250417;04;2025;8173649;1;1;1;10;;1;1756.5219649;08;1;1;1;73;1;1952;1;3;;3;;1;;1;6;;;4;;;1;3;;;4;4;3;3;3;3;3;3;1;2;;3;4;;;;2;1;1
20250417;04;2025;8173650;1;1;1;10;;1;2646.2858481;08;1;1;2;52;9;1972;1;2;;3;;2;2;2;6;;;3;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;2;;;;1;2;1
20250417;04;2025;8173650;1;2;1;10;;1;2646.2858481;08;1;2;1;63;11;1961;2;3;;3;;2;2;2;6;;;3;1;1;1;1;1;56940;4;4;4;4;4;4;4;4;1;2;;3;4;;;;2;1;1
20250417;04;2025;8173650;1;3;1;10;;1;2646.2858481;08;1;3;2;28;4;1996;3;1;1;1;2;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250417;04;2025;8173650;1;4;1;10;;1;2646.2858481;08;1;4;1;20;11;2004;3;1;1;1;2;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;8;4;411;5;411;2;1;1
20250417;04;2025;8173651;1;1;1;10;;1;2199.4639557;08;1;1;2;32;8;1992;1;2;;2;;2;2;2;6;;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250417;04;2025;8173651;1;2;1;10;;1;2199.4639557;08;1;2;1;39;9;1985;2;2;;2;;2;2;2;6;;;2;1;1;1;1;1;56940;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250417;04;2025;8173651;1;3;1;10;;1;2199.4639557;08;1;3;2;11;2;2014;3;1;1;1;2;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;3;;;;;;
20250417;04;2025;8173651;1;4;1;10;;1;2199.4639557;08;1;1;1;6;10;2018;3;1;1;1;2;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;0;;;;;;
20250417;04;2025;8173652;1;1;1;10;;1;1057.5800191;70;1;1;1;44;11;1980;1;2;;3;;2;2;2;5;;;2;1;2;1;3;;;4;4;3;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250417;04;2025;8173652;1;2;1;10;;1;1057.5800191;70;1;2;2;48;12;1976;2;2;;3;;2;2;2;5;;;2;1;1;1;3;;;4;4;3;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250417;04;2025;8173652;1;3;1;10;;1;1057.5800191;70;1;3;1;15;7;2009;3;1;2;2;;2;2;2;5;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;2;5;1;;1;;;;
20250417;04;2025;8173653;1;1;1;10;;1;877.52676383;70;1;1;1;50;12;1974;1;2;;3;;2;2;2;6;;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;2;;;;2;1;1
20250417;04;2025;8173653;1;2;1;10;;1;877.52676383;70;1;2;2;48;11;1976;2;1;4;3;;2;2;2;5;;;2;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;2;;;;1;2;1
20250417;04;2025;8173653;1;3;1;10;;1;877.52676383;70;1;3;1;28;4;1997;3;1;2;1;1;2;2;2;5;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;9;6;613;6;613;2;1;1
20250417;04;2025;8173653;1;4;1;10;;1;877.52676383;70;1;4;2;74;7;1950;5;3;;3;;1;;2;5;;;5;;;1;3;;;3;4;4;3;3;4;4;4;2;2;;1;0;;;;1;2;1
20250417;04;2025;8173654;1;1;1;10;;1;745.94221852;70;1;1;1;48;12;1976;1;2;;2;;1;;2;5;;;3;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;3;;;;2;1;1
20250417;04;2025;8173654;1;2;1;10;;1;745.94221852;70;1;2;2;42;6;1982;2;3;;2;;2;2;2;6;;;3;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;3;;;;1;2;1
20250417;04;2025;8173654;1;3;1;10;;1;745.94221852;70;1;3;2;10;1;2015;3;1;2;1;1;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;4;;;;;;
20250417;04;2025;8173654;1;4;1;10;;1;745.94221852;70;1;2;2;8;11;2016;3;1;2;1;1;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;2;;;;;;
20250417;04;2025;8173655;1;1;1;10;;1;449.94056275;70;1;1;1;92;12;1932;1;3;;3;;2;2;2;6;;;5;;;1;3;;;4;4;2;1;1;2;2;2;2;2;;1;0;;;;2;1;1
20250417;04;2025;8173655;1;2;1;10;;1;449.94056275;70;1;2;2;69;7;1955;3;3;;1;1;2;2;2;6;;;4;;;1;3;;;4;4;2;2;2;4;4;4;2;2;;1;0;;;;1;2;1
20250417;04;2025;8173656;1;1;1;10;;1;425.28471777;70;1;1;2;72;11;1952;1;3;;3;;1;;1;6;;;5;;;1;3;;;4;4;3;2;3;4;4;4;1;2;;3;3;;;;1;2;1
20250417;04;2025;8173657;1;1;1;10;;1;1393.8920931;70;1;1;2;60;10;1964;1;3;;3;;2;2;2;5;;;4;;;1;1;4;;4;4;3;3;4;4;4;4;1;2;;3;5;;;;1;2;1
20250417;04;2025;8173657;1;2;1;10;;1;1393.8920931;70;1;2;2;41;3;1984;3;1;1;2;;2;2;2;5;;;2;1;3;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;3;;;;1;2;1
20250417;04;2025;8173657;1;3;1;10;;1;1393.8920931;70;1;3;1;37;6;1987;7;2;;2;;2;2;2;5;;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250417;04;2025;8173657;1;4;1;10;;1;1393.8920931;70;1;4;1;20;9;2004;8;1;2;2;;2;2;2;5;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;2;;;;2;1;1
20250417;04;2025;8173657;1;5;1;10;;1;1393.8920931;70;1;5;2;19;4;2005;8;1;2;2;;2;2;2;5;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250417;04;2025;8173657;1;6;1;10;;1;1393.8920931;70;1;6;2;23;9;2001;8;1;2;2;;2;2;2;5;;;4;;;1;1;5;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250417;04;2025;8173657;1;7;1;10;;1;1393.8920931;70;1;6;1;8;12;2016;9;1;6;2;;2;2;2;5;;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;3;1;;;;;;
20250417;04;2025;8173657;1;8;1;10;;1;1393.8920931;70;1;8;1;32;9;1992;3;1;1;2;;2;2;2;5;;;4;;;1;1;1;76000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250417;04;2025;8173658;1;1;1;10;;1;1433.792992;70;1;1;2;56;8;1968;1;3;;3;;2;2;2;5;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;2;1
20250417;04;2025;8173658;1;2;1;10;;1;1433.792992;70;1;2;1;26;6;1998;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250417;04;2025;8173658;1;3;1;10;;1;1433.792992;70;1;3;1;23;4;2001;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;3;;;;2;1;1
20250417;04;2025;8173658;1;4;1;10;;1;1433.792992;70;1;1;1;1;2;2024;8;2;;2;;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;;;;;;;;;;;
20250417;04;2025;8173658;1;5;1;10;;1;1433.792992;70;1;5;1;52;9;1972;6;3;;3;;1;;2;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1
20250417;04;2025;8173658;1;6;1;10;;1;1433.792992;70;1;6;1;21;2;2004;9;2;;2;;2;2;2;6;;;6;;;2;;;;4;4;4;4;4;4;4;4;1;1;2;10;1;1014;2;;2;1;1
20250417;04;2025;8173659;1;1;1;10;;1;887.47333185;70;1;1;1;23;7;2001;1;2;;2;;2;2;2;6;;;2;1;2;2;;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250417;04;2025;8173659;1;2;1;10;;1;887.47333185;70;1;2;2;18;5;2006;2;2;;2;;2;2;2;6;;;2;1;1;1;3;;;4;4;4;4;4;4;4;4;1;1;1;5;1;;1;;1;2;1
20250417;04;2025;8173660;1;1;1;10;;1;449.94056275;70;1;1;1;70;4;1954;1;3;;3;;1;;1;6;;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;3;;;;2;1;1
20250417;04;2025;8173660;1;2;1;10;;1;449.94056275;70;1;2;2;66;7;1958;2;3;;3;;1;;1;6;;;2;1;1;1;3;;;4;3;4;4;4;4;4;4;1;2;;3;3;;;;1;2;1
20250417;04;2025;8173661;1;1;1;10;;1;1516.3709544;70;1;1;2;24;5;2000;1;2;;2;;2;2;2;5;;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;2;1
20250417;04;2025;8173661;1;2;1;10;;1;1516.3709544;70;1;2;1;35;11;1989;2;2;;2;;2;2;2;5;;;2;1;1;1;1;1;56940;4;4;4;4;4;4;4;4;1;2;;3;3;;;;2;1;1
20250417;04;2025;8173661;1;3;1;10;;1;1516.3709544;70;1;1;2;8;8;2016;3;1;1;1;2;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;1;;;;;;
20250417;04;2025;8173661;1;4;1;10;;1;1516.3709544;70;1;1;2;6;5;2018;3;1;1;1;2;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;0;;;;;;
20250417;04;2025;8173661;1;5;1;10;;1;1516.3709544;70;1;1;1;5;12;2019;3;1;1;1;2;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;1;1;2;0;;;;;;
20250417;04;2025;8173661;1;6;1;10;;1;1516.3709544;70;1;6;1;26;12;1998;6;2;;2;;2;2;2;5;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;4;;;;2;1;1
20250417;04;2025;8173661;1;7;1;10;;1;1516.3709544;70;1;7;1;22;7;2002;6;2;;2;;2;2;2;5;;;2;1;8;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;2;;;;2;1;1
20250417;04;2025;8173661;1;8;1;10;;1;1516.3709544;70;1;8;2;18;9;2006;13;2;;2;;2;2;2;6;;;2;1;7;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;1;;;;1;2;1
20250417;04;2025;8173661;1;9;1;10;;1;1516.3709544;70;1;9;1;21;11;2003;6;2;;2;;2;2;2;6;;;2;1;10;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;3;;;;2;1;1
20250417;04;2025;8173661;1;10;1;10;;1;1516.3709544;70;1;10;2;34;4;1991;13;2;;2;;2;2;2;5;;;2;1;9;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;2;;;;1;2;1
20250417;04;2025;8173662;1;1;1;10;;1;695.68889309;70;1;1;1;33;9;1991;1;3;;2;;2;2;2;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;2;;;;2;1;1
20250417;04;2025;8173663;1;1;1;10;;1;449.94056275;70;1;1;1;88;2;1937;1;3;;3;;1;;1;6;;;3;1;2;1;3;;;3;4;3;3;4;4;4;4;1;2;;3;5;;;;2;1;1
20250417;04;2025;8173663;1;2;1;10;;1;449.94056275;70;1;1;2;82;5;1942;2;3;;3;;1;;1;6;;;3;1;1;1;3;;;3;3;4;4;4;1;2;2;1;2;;3;3;;;;1;2;1
20250417;04;2025;8173664;1;1;1;10;;1;1169.161355;70;1;1;1;74;2;1951;1;3;;3;;1;;2;5;;;5;;;1;1;2;57000;4;4;4;4;4;4;4;4;1;2;;3;3;;;;2;1;1
20250417;04;2025;8173664;1;2;1;10;;1;1169.161355;70;1;2;2;34;10;1990;3;3;;1;1;2;2;2;6;;;6;;;1;1;1;56920;4;4;4;4;4;4;4;4;1;2;;9;6;1014;6;1014;1;2;1
20250417;04;2025;8173664;1;3;1;10;;1;1169.161355;70;1;3;2;37;4;1988;3;3;;1;1;2;2;2;6;;;3;1;4;1;3;;;4;4;4;4;4;4;4;4;1;2;;9;6;413;6;413;1;2;1
20250417;04;2025;8173664;1;4;1;10;;1;1169.161355;70;1;4;1;37;8;1987;7;2;;2;;2;2;2;6;;;3;1;3;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250417;04;2025;8173664;1;5;1;10;;1;1169.161355;70;1;3;1;5;9;2019;8;1;3;1;4;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;1;1;2;0;;;;;;
20250417;04;2025;8173664;1;6;1;10;;1;1169.161355;70;1;3;2;0;7;2024;8;1;3;1;4;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;;;;;;;;;;;
20250417;04;2025;8173664;1;7;1;10;;1;1169.161355;70;1;7;1;24;12;2000;8;2;;3;;2;2;2;5;;;2;1;8;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20250417;04;2025;8173664;1;8;1;10;;1;1169.161355;70;1;8;2;19;9;2005;13;2;;2;;2;2;2;6;;;2;1;7;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250417;04;2025;8173664;1;9;1;10;;1;1169.161355;70;1;7;2;3;11;2021;13;1;8;1;7;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;1;1;2;0;;;;;;
20250417;04;2025;8173665;1;1;1;10;;1;520.87344458;70;1;1;2;27;12;1997;1;2;;2;;2;2;2;5;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;2;1
20250417;04;2025;8173665;1;2;1;10;;1;520.87344458;70;1;1;1;7;1;2018;3;1;1;2;;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;1;;;;;;
20250417;04;2025;8173665;1;3;1;10;;1;520.87344458;70;1;1;2;4;8;2020;3;1;1;2;;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;1;1;2;0;;;;;;
20250417;04;2025;8173665;1;4;1;10;;1;520.87344458;70;1;1;2;2;4;2022;3;1;1;2;;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;;;;;;;;;;;
20250417;04;2025;8173666;1;1;1;10;;1;794.99316615;70;1;1;1;64;4;1960;1;3;;3;;1;;1;6;;;3;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1
20250417;04;2025;8173666;1;2;1;10;;1;794.99316615;70;1;2;2;63;10;1961;2;2;;2;;1;;1;6;;;3;1;1;1;3;;;4;4;4;3;4;4;4;4;1;2;;5;2;;2;;1;2;1
20250417;04;2025;8173666;1;3;1;10;;1;794.99316615;70;1;3;1;34;4;1990;3;1;2;1;1;1;;1;6;;;2;2;;1;1;1;56940;4;4;4;4;4;4;4;4;1;2;;8;4;613;5;613;2;1;1
20250417;04;2025;8173666;1;4;1;10;;1;794.99316615;70;1;4;2;11;11;2013;8;2;;1;3;1;;1;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;1;;;;;;
