DIRECTORIO;SECUENCIA_P;ORDEN;P6016;P3271;P6030S1;P6030S3;P6040;P6050;P6083;P6083S1;P6081;P6081S1;P2057;P2059;P2061;P6080;P6080S1;P6080S1A1;P6070;P6071;P6071S1;P3147S1;P3147S2;P3147S3;P3147S4;P3147S5;P3147S6;P3147S7;P3147S8;P3147S9;P3147S10;P3147S11;P3147S10A1;P6090;P6100;P6110;P6120;P1906S1;P1906S2;P1906S3;P1906S4;P1906S5;P1906S6;P1906S7;P1906S8;P6160;P6170;P3041;P3042;P3042S1;P3042S2;P3043;P3043S1;HOGAR;CLASE;P3038;P3039;AREA;LGB_Numerica;LGB_sectores;Trans_numerica;LGBT_Numerica;Discapacidad;Dificultad;Campesina;POB_MAY18;MES;PERIODO;DPTO;pt;FEX_C18;PER;REGIS
5032660;1;2;2;2;10;1994;27;6;3;;3;;2;2;2;6;;;6;;;;;;;;;;;;;1;;1;1;1;46000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;1;2;20;0;;0;0;0;0;0;1;02;20220205;20;1;152.94691253;2022;10
5032661;1;1;1;2;2;1984;37;1;2;;2;;2;2;2;6;;;2;1;2;1;1;1;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;1;2;20;0;;0;0;0;0;0;1;02;20220205;20;1;149.26366504;2022;10
5032661;1;2;2;1;4;1974;47;2;3;;3;;2;2;2;6;;;2;1;1;1;1;1;;;;;;;;;;1;3;;;4;4;3;4;4;4;4;4;1;2;;5;2;;2;;1;1;2;1;20;0;;0;0;0;0;0;1;02;20220205;20;1;149.26366504;2022;10
5032661;1;3;3;2;3;1997;24;3;1;1;1;2;2;2;2;6;;;4;;;1;1;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;1;2;20;0;;0;0;0;0;0;1;02;20220205;20;1;149.26366504;2022;10
5032661;1;4;3;1;6;2020;1;8;1;3;2;;2;2;2;6;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;;;;;;;;;1;1;;;20;;;;;;;0;;02;20220205;20;1;149.26366504;2022;10
5032661;1;5;3;2;1;2022;0;8;1;3;2;;2;2;2;6;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;;;;;;;;;1;1;;;20;;;;;;;0;;02;20220205;20;1;149.26366504;2022;10
5032661;1;6;6;2;7;2001;20;3;1;1;1;2;2;2;2;6;;;4;;;1;1;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;8;4;916;5;916;1;1;1;2;20;0;;0;0;0;0;0;1;02;20220205;20;1;149.26366504;2022;10
5032661;1;7;6;1;11;2018;3;8;1;6;2;;2;2;2;6;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;1;1;2;0;;;;1;1;;;20;;;;;;;0;;02;20220205;20;1;149.26366504;2022;10
5032662;1;1;1;1;3;1982;39;1;1;2;3;;2;1;2;6;;;6;;;1;1;;;;;;;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;1;;;;1;1;2;1;52;0;;0;0;0;0;0;1;02;20220205;52;1;317.0481348;2022;10
5032662;1;2;2;2;1;1958;64;4;3;;3;;1;;2;6;;;6;;;;1;1;1;;;1;;1;;;;1;3;;;4;3;3;2;3;4;4;4;2;2;;1;0;;;;1;1;1;2;52;0;;0;0;1;1;0;1;02;20220205;52;1;317.0481348;2022;10
5032662;1;3;3;1;10;1978;43;6;1;2;3;;1;;1;6;;;4;;;1;1;1;1;1;;1;;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;1;;;;1;1;2;1;52;0;;0;0;0;0;1;1;02;20220205;52;1;317.0481348;2022;10
5032663;1;1;1;1;9;1954;67;1;3;;3;;1;;2;6;;;3;1;2;;;1;1;;;;;;;;;1;1;2;100000;4;4;3;4;4;4;4;4;1;2;;3;4;;;;1;1;2;1;52;0;;0;0;0;0;0;1;02;20220205;52;1;270.28563056;2022;10
5032663;1;2;2;2;12;1954;67;2;3;;3;;1;;2;6;;;3;1;1;;;;;;;;;;;1;;1;1;5;;4;4;3;4;4;4;4;4;1;2;;3;3;;;;1;1;1;2;52;0;;0;0;0;0;0;1;02;20220205;52;1;270.28563056;2022;10
5032663;1;3;3;1;3;1977;44;3;1;2;1;1;2;2;2;6;;;6;;;;;;;;;;;;;1;;1;1;3;140000;4;4;4;3;4;4;4;4;1;2;;5;2;;2;;1;1;2;1;52;0;;0;0;0;1;0;1;02;20220205;52;1;270.28563056;2022;10
5032664;1;1;1;1;6;1973;48;1;1;2;3;;1;;1;6;;;6;;;;;;1;1;;1;;;;;;1;1;3;35000;4;4;4;4;4;4;4;4;1;2;;6;2;;3;;1;1;2;1;52;0;;0;0;0;0;1;1;02;20220205;52;1;172.23081436;2022;10
5032664;1;2;2;2;1;1944;78;4;3;;3;;1;;1;6;;;5;;;1;;;;;;;;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;2;;3;1;;;;1;1;1;2;52;0;;0;0;0;0;1;1;02;20220205;52;1;172.23081436;2022;10
5032664;1;3;3;2;7;1986;35;6;1;2;3;;1;;1;6;;;6;;;;;;;1;;;;;;;;1;3;;;4;4;4;2;4;4;4;4;1;1;2;11;1;421;7;421;1;1;1;2;52;0;;0;0;1;1;1;1;02;20220205;52;1;172.23081436;2022;10
5032665;1;1;1;2;2;1955;67;1;3;;3;;2;2;2;6;;;5;;;;;;;;;;;1;;;;1;3;;;4;4;3;4;4;4;4;4;1;2;;3;3;;;;1;1;1;2;52;0;;0;0;0;0;0;1;02;20220205;52;1;138.11969125;2022;10
5032666;1;1;1;1;2;1972;49;1;3;;2;;2;2;2;6;;;2;1;2;;;;1;;;;;;;;;1;1;5;;4;4;3;3;4;4;4;4;1;2;;10;10;917;7;917;1;1;2;1;52;0;;0;0;0;1;0;1;02;20220205;52;1;141.16337105;2022;10
5032666;1;2;2;2;8;1975;46;2;3;;2;;2;2;2;6;;;2;1;1;;;;1;;;;;;;;;1;1;1;98;4;4;3;4;4;4;4;4;1;2;;10;10;913;7;913;1;1;1;2;52;0;;0;0;0;0;0;1;02;20220205;52;1;141.16337105;2022;10
5032666;1;3;1;2;10;2011;10;3;1;2;1;1;2;2;2;6;;;6;;;;;;;;;;1;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;2;3;4;;;;1;1;;;52;;;;;0;0;0;;02;20220205;52;1;141.16337105;2022;10
5032667;1;1;1;1;12;1950;71;1;2;;3;;2;2;2;6;;;4;;;;;1;1;;1;1;;1;;;;1;3;;;4;4;4;3;4;4;4;4;1;2;;9;6;113;6;113;1;1;2;1;52;0;;0;0;0;1;0;1;02;20220205;52;1;122.17492196;2022;10
5032668;1;1;1;2;6;1991;30;1;2;;3;;2;2;2;6;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;4;;;;1;1;1;2;52;0;;0;0;0;0;0;1;02;20220205;52;1;187.39181285;2022;10
5032668;1;2;1;1;1;2009;13;3;1;1;2;;2;2;2;6;;;6;;;;;;;;;;1;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;1;;;;1;1;;;52;;;;;0;0;0;;02;20220205;52;1;187.39181285;2022;10
5032668;1;3;1;1;10;2015;6;3;1;1;2;;2;2;2;6;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;0;;;;1;1;;;52;;;;;0;0;0;;02;20220205;52;1;187.39181285;2022;10
5032669;1;1;1;2;6;1954;67;1;2;;2;;1;;2;6;;;5;;;;;;;;;;;;;1;;1;1;2;90000;4;4;4;3;4;4;4;4;1;2;;5;2;;2;;1;1;1;2;52;0;;0;0;0;1;0;1;02;20220205;52;1;130.55198683;2022;10
5032669;1;2;2;2;11;1998;23;3;1;1;3;;2;2;2;6;;;6;;;;;;;1;;;;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;10;7;539;2;;1;1;1;2;52;0;;0;0;0;0;0;1;02;20220205;52;1;130.55198683;2022;10
5032670;1;1;1;2;6;1978;43;1;2;;3;;2;1;2;6;;;2;1;2;;;1;1;;;;;1;;;;1;3;;;4;4;3;4;4;4;4;4;1;2;;8;6;613;5;613;1;1;1;2;52;0;;0;0;0;0;0;1;02;20220205;52;1;211.74505657;2022;10
5032670;1;2;2;1;6;1977;44;2;2;;2;;1;;2;6;;;2;1;1;;;;1;;;;;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;1;2;1;52;0;;0;0;0;0;0;1;02;20220205;52;1;211.74505657;2022;10
5032670;1;3;3;2;9;2010;11;3;1;1;1;2;2;2;2;6;;;6;;;;;;;;;;1;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;0;;;;1;1;;;52;;;;;0;0;0;;02;20220205;52;1;211.74505657;2022;10
5032671;1;1;1;1;12;1948;73;1;3;;3;;2;2;2;6;;;3;1;2;;;1;1;;;;;;;;;1;1;5;;4;3;4;4;4;4;4;4;1;2;;6;2;;3;;1;1;2;1;52;0;;0;0;0;1;0;1;02;20220205;52;1;173.45172979;2022;10
5032671;1;2;2;2;12;1947;74;2;3;;3;;2;2;2;6;;;3;1;1;;;;;;;;;;;1;;1;1;2;98;4;4;4;4;4;4;4;4;1;2;;6;2;;3;;1;1;1;2;52;0;;0;0;0;0;0;1;02;20220205;52;1;173.45172979;2022;10
5032671;1;3;3;1;3;1979;42;3;1;2;1;1;1;;1;6;;;6;;;;;;1;;;;;1;;;;1;1;3;113000;4;4;4;4;4;4;4;4;1;2;;10;10;488;7;488;1;1;2;1;52;0;;0;0;0;0;1;1;02;20220205;52;1;173.45172979;2022;10
5032671;1;4;4;2;6;1975;46;3;1;2;1;1;2;2;2;6;;;2;1;5;1;;;;;;;1;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;2;;8;4;731;5;731;1;1;1;2;52;0;;0;0;0;0;0;1;02;20220205;52;1;173.45172979;2022;10
5032671;1;5;5;1;10;1964;57;7;3;;2;;2;2;2;6;;;2;1;4;;1;;;;;;;;;;;1;1;1;98;4;4;4;4;4;4;4;4;1;2;;6;2;;3;;1;1;2;1;52;0;;0;0;0;0;0;1;02;20220205;52;1;173.45172979;2022;10
5032671;1;6;4;2;2;2009;13;8;1;4;1;5;2;2;2;6;;;6;;;;;;;;;;1;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;4;2;;;;1;1;;;52;;;;;0;0;0;;02;20220205;52;1;173.45172979;2022;10
5032672;1;1;1;1;9;1960;61;1;3;;3;;2;2;2;6;;;3;1;2;;;;;;;;;;;1;;1;1;2;98000;4;4;4;3;4;4;4;4;1;2;;3;5;;;;1;1;2;1;52;0;;0;0;0;1;0;1;02;20220205;52;1;141.05581154;2022;10
5032672;1;2;2;2;1;1958;64;2;3;;3;;1;;2;6;;;3;1;1;;;;;;;;;;;1;;1;1;5;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;1;1;2;52;0;;0;0;0;0;0;1;02;20220205;52;1;141.05581154;2022;10
5032672;1;3;3;2;1;1989;33;3;1;2;1;1;2;2;2;6;;;6;;;;;;;;;;;;;1;;1;1;5;;4;4;4;4;4;4;4;4;1;2;;9;6;916;6;916;1;1;1;2;52;0;;0;0;0;0;0;1;02;20220205;52;1;141.05581154;2022;10
5032673;1;1;1;2;1;1942;80;1;3;;3;;2;2;2;6;;;5;;;;;;;;;;;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;4;;;;1;1;1;2;52;0;;0;0;0;0;0;1;02;20220205;52;1;212.68309825;2022;10
5032673;1;2;2;2;11;1941;80;6;3;;3;;2;2;2;6;;;6;;;;;;;;;;;1;;;;1;3;;;3;4;3;2;3;3;4;3;1;2;;4;4;;;;1;1;1;2;52;0;;0;0;1;1;0;1;02;20220205;52;1;212.68309825;2022;10
5032674;1;1;1;1;2;1952;70;1;2;;3;;2;2;2;6;;;3;1;2;;;;;;;;;;;1;;1;2;2;240000;4;4;4;3;4;4;4;4;1;2;;10;10;119;7;119;1;1;2;1;52;0;;0;0;0;1;0;1;02;20220205;52;1;123.92500852;2022;10
5032674;1;2;2;2;9;1969;52;2;3;;3;;2;2;2;6;;;3;1;1;;;;;;;;;;;1;;1;2;5;;4;4;4;4;4;4;4;4;1;2;;4;2;;;;1;1;1;2;52;0;;0;0;0;0;0;1;02;20220205;52;1;123.92500852;2022;10
5032674;1;3;1;1;11;2006;15;3;1;2;1;1;2;2;2;6;;;6;;;;;;;;;;1;;;;;1;2;5;;4;4;4;4;4;4;4;4;1;1;2;5;1;;1;;1;1;;;52;;;;;0;0;0;;02;20220205;52;1;123.92500852;2022;10
5032675;1;1;1;1;9;1985;36;1;2;;2;;2;2;2;6;;;4;;;1;1;1;1;;1;1;;1;;;;1;1;1;98;4;4;4;4;4;4;4;4;1;2;;10;10;719;7;719;1;1;2;1;52;0;;0;0;0;0;0;1;02;20220205;52;1;153.34992478;2022;10
5032676;1;1;1;1;3;1953;68;1;3;;3;;1;;2;6;;;3;1;2;;;;;;;;;;;1;;1;1;2;78000;3;4;4;4;4;4;4;4;1;2;;3;3;;;;1;1;2;1;52;0;;0;0;0;1;0;1;02;20220205;52;1;143.5675544;2022;10
5032676;1;2;2;2;6;1950;71;2;3;;3;;1;;2;6;;;3;1;1;;;;;;;;;;;1;;1;1;5;;4;4;3;2;4;4;4;4;1;2;;3;5;;;;1;1;1;2;52;0;;0;0;1;1;0;1;02;20220205;52;1;143.5675544;2022;10
5032677;1;1;1;1;9;1956;65;1;3;;3;;1;;2;6;;;3;1;2;1;1;1;1;;;;;;;;;1;1;1;40000;3;4;3;3;4;4;4;4;1;2;;3;5;;;;1;1;2;1;52;0;;0;0;0;1;0;1;02;20220205;52;1;205.10592045;2022;10
5032677;1;2;2;2;10;1961;60;2;3;;3;;1;;2;6;;;3;1;1;;;;;;;;;;;1;;1;1;5;;4;4;3;4;4;4;4;4;1;2;;3;5;;;;1;1;1;2;52;0;;0;0;0;0;0;1;02;20220205;52;1;205.10592045;2022;10
5032677;1;3;3;2;11;1987;34;3;1;2;1;1;2;2;2;6;;;6;;;;1;1;1;;;;;;;;;1;3;;;4;4;3;4;4;4;4;4;1;2;;5;2;;2;;1;1;1;2;52;0;;0;0;0;0;0;1;02;20220205;52;1;205.10592045;2022;10
5032677;1;4;3;2;1;2010;12;8;1;3;2;;2;2;2;6;;;6;;;;;;;;;;1;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;0;;;;1;1;;;52;;;;;0;0;0;;02;20220205;52;1;205.10592045;2022;10
5032677;1;5;3;1;10;2016;5;8;1;3;2;;2;2;2;6;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;1;1;2;0;;;;1;1;;;52;;;;;0;0;0;;02;20220205;52;1;205.10592045;2022;10
5032678;1;1;1;2;7;1962;59;1;3;;3;;2;2;2;6;;;4;;;;;;;;;;;1;;;;1;3;;;4;4;3;4;4;4;4;4;1;2;;5;2;;2;;1;1;1;2;52;0;;0;0;0;0;0;1;02;20220205;52;1;138.11969125;2022;10
5032679;1;1;1;2;5;1970;51;1;2;;2;;1;;2;6;;;6;;;;1;1;1;;;;;;;;;1;1;3;125000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;1;2;52;0;;0;0;0;0;0;1;02;20220205;52;1;163.65196638;2022;10
5032679;1;2;2;1;4;1998;23;9;2;;2;;2;1;2;6;;;6;;;;;;;;;;1;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;10;1;719;2;;1;1;2;1;52;0;;0;0;0;0;0;1;02;20220205;52;1;163.65196638;2022;10
5032679;1;3;3;1;7;2005;16;9;2;;2;;2;2;2;6;;;6;;;;;;;;;;1;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;5;1;;1;;1;1;;;52;;;;;0;0;0;;02;20220205;52;1;163.65196638;2022;10
5032680;1;1;1;1;12;1936;85;1;3;;3;;1;;2;6;;;3;1;2;;;;;;;;;1;;;;1;1;2;255000;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;1;2;1;52;0;;0;0;0;0;0;1;02;20220205;52;1;270.92219671;2022;10
5032680;1;2;2;2;10;1941;80;2;3;;3;;1;;2;6;;;3;1;1;;;1;;;;;;1;;;;1;1;5;;3;4;4;4;4;3;4;4;1;2;;3;3;;;;1;1;1;2;52;0;;0;0;0;1;0;1;02;20220205;52;1;270.92219671;2022;10
5032680;1;3;3;1;1;1962;60;3;1;2;1;1;2;2;2;6;;;6;;;;1;1;1;1;;1;;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;3;;;;1;1;2;1;52;0;;0;0;0;0;0;1;02;20220205;52;1;270.92219671;2022;10
5032680;1;4;3;1;12;1972;49;3;1;2;1;1;2;2;2;6;;;6;;;;;;;;;;;1;;;;1;3;;;4;2;4;4;4;2;2;2;2;2;;1;0;;;;1;1;2;1;52;0;;0;0;1;1;0;1;02;20220205;52;1;270.92219671;2022;10
5032680;1;5;5;2;9;1971;50;3;1;2;1;1;1;;2;6;;;4;;;;1;;1;;;;;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;1;2;52;0;;0;0;0;0;0;1;02;20220205;52;1;270.92219671;2022;10
5032680;1;6;6;2;11;1977;44;3;1;2;1;1;2;2;2;6;;;6;;;;;;1;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;1;;1;;1;1;1;2;52;0;;0;0;0;0;0;1;02;20220205;52;1;270.92219671;2022;10
5032681;1;1;1;1;5;1934;87;1;3;;3;;2;1;2;6;;;5;;;1;;;;;;;;1;;;;1;1;3;113000;4;4;3;3;4;3;4;4;1;2;;3;5;;;;1;1;2;1;52;0;;0;0;0;1;0;1;02;20220205;52;1;218.99420145;2022;10
5032681;1;2;2;1;10;1965;56;3;3;;1;1;2;2;2;6;;;4;;;;;;;;;;;;;1;;1;1;3;113000;4;4;4;4;4;4;4;4;1;2;;10;10;421;7;421;1;1;2;1;52;0;;0;0;0;0;0;1;02;20220205;52;1;218.99420145;2022;10
5032681;1;3;3;1;7;1984;37;3;3;;1;1;2;2;2;6;;;4;;;1;;;;;;;;1;;;;1;1;1;140000;4;4;4;4;4;4;4;4;1;2;;11;3;421;8;421;1;1;2;1;52;0;;0;0;0;0;0;1;02;20220205;52;1;218.99420145;2022;10
5032683;1;1;1;2;11;1981;40;1;2;;2;;2;2;2;6;;;6;;;1;;;;;;;1;;;;;1;1;1;99;4;4;2;4;4;4;4;4;1;1;1;13;3;239;9;239;1;1;1;2;52;0;;0;0;1;1;0;1;02;20220205;52;1;119.92608175;2022;10
5032684;1;1;1;1;11;1992;29;1;2;;2;;2;2;2;6;;;2;1;2;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;2;;10;10;719;7;719;1;1;2;1;52;0;;0;0;0;0;0;1;02;20220205;52;1;181.47654598;2022;10
5032684;1;2;1;2;4;1997;24;2;2;;2;;2;2;2;6;;;2;1;1;;1;1;;;;1;;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;1;2;52;0;;0;0;0;0;0;1;02;20220205;52;1;181.47654598;2022;10
5032684;1;3;1;2;11;2017;4;3;1;2;1;1;2;2;2;6;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;1;2;2;0;;;;1;1;;;52;;;;;;;0;;02;20220205;52;1;181.47654598;2022;10
5032685;1;1;1;2;1;1989;33;1;2;;2;;2;2;2;6;;;6;;;;;;1;;;;1;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;2;8;3;913;5;913;1;1;1;2;52;0;;0;0;0;0;0;1;02;20220205;52;1;102.79378436;2022;10
5032686;1;1;1;1;9;1990;31;1;2;;2;;1;;2;6;;;2;1;2;;;;;;;;;;;1;;1;1;3;98;4;4;4;4;4;4;4;4;1;2;;10;10;313;7;313;1;1;2;1;52;0;;0;0;0;0;0;1;02;20220205;52;1;131.20399832;2022;10
5032686;1;2;2;2;3;1998;23;2;2;;2;;2;2;2;6;;;2;1;1;1;;;;;;;;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;2;5;2;;2;;1;1;1;2;52;0;;0;0;0;0;0;1;02;20220205;52;1;131.20399832;2022;10
5032687;1;1;1;2;5;1995;26;1;2;;2;;2;2;2;6;;;6;;;;;;1;;;1;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;2;;;;1;1;1;2;52;0;;0;0;0;0;0;1;02;20220205;52;1;107.61443603;2022;10
5032687;1;2;1;1;9;2014;7;3;1;1;2;;2;2;2;6;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;1;;;;1;1;;;52;;;;;0;0;0;;02;20220205;52;1;107.61443603;2022;10
5032688;1;1;1;1;1;1981;41;1;2;;3;;1;;1;6;;;2;1;2;1;;;1;1;;1;;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;2;;6;2;;3;;1;1;2;1;52;0;;0;0;0;0;1;1;02;20220205;52;1;143.42565668;2022;10
5032688;1;2;2;2;10;1978;43;2;3;;2;;2;2;2;6;;;2;1;1;1;;;1;;;;;1;;;;1;1;1;46000;4;4;4;4;4;4;4;4;1;2;;6;2;;3;;1;1;1;2;52;0;;0;0;0;0;0;1;02;20220205;52;1;143.42565668;2022;10
5032688;1;3;3;1;6;2000;21;3;1;2;1;1;2;2;2;6;;;6;;;;;;1;1;;;;;;;;1;3;;;4;4;3;4;4;4;4;4;1;2;;8;4;916;5;916;1;1;2;1;52;0;;0;0;0;0;0;1;02;20220205;52;1;143.42565668;2022;10
5032688;1;4;4;1;6;2005;16;3;1;2;1;1;1;;1;6;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;3;4;4;4;4;4;1;1;2;4;2;;;;1;1;;;52;;;;;0;0;1;;02;20220205;52;1;143.42565668;2022;10
5032689;1;1;1;1;1;1958;64;1;3;;2;;2;2;2;6;;;3;1;2;1;;;;;;;;;;;;1;2;2;440000;4;4;4;4;3;4;4;4;1;2;;11;2;188;8;188;1;1;2;1;52;0;;0;0;0;1;0;1;02;20220205;52;1;164.73146144;2022;10
5032689;1;2;2;2;3;1955;66;2;3;;3;;2;2;2;6;;;3;1;1;;;;;;;;;;;1;;1;2;5;;4;4;4;3;4;4;4;4;1;2;;5;2;;2;;1;1;1;2;52;0;;0;0;0;1;0;1;02;20220205;52;1;164.73146144;2022;10
5032689;1;3;3;1;5;1988;33;3;1;2;1;1;2;2;2;6;;;6;;;;;;;;;;;;;1;;1;1;1;48700;4;4;4;4;4;4;4;4;1;1;2;10;9;613;6;611;1;1;2;1;52;0;;0;0;0;0;0;1;02;20220205;52;1;164.73146144;2022;10
5032689;1;4;4;2;9;1991;30;3;1;2;1;1;2;2;2;6;;;6;;;;;;;;;;;;;1;;1;1;1;48000;4;4;4;4;4;4;4;4;1;1;2;10;8;421;5;913;1;1;1;2;52;0;;0;0;0;0;0;1;02;20220205;52;1;164.73146144;2022;10
5032689;1;5;4;1;5;2012;9;8;1;4;2;;2;2;2;6;;;;;;;;;;;;;;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;3;4;;;;1;1;;;52;;;;;0;0;0;;02;20220205;52;1;164.73146144;2022;10
5032690;1;1;1;1;8;1947;74;1;3;;3;;2;2;2;6;;;4;;;;;;;;;;;;;1;;1;1;2;390000;4;4;4;4;4;4;4;4;1;2;;11;4;521;8;521;1;1;2;1;52;0;;0;0;0;0;0;1;02;20220205;52;1;162.89989595;2022;10
5032691;1;1;1;1;9;1976;45;1;2;;2;;1;;2;6;;;2;1;2;;;;;;;;;;;1;;1;1;1;40000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;2;1;52;0;;0;0;0;0;0;1;02;20220205;52;1;135.75436373;2022;10
5032691;1;2;2;2;8;1979;42;2;3;;2;;1;;2;6;;;2;1;1;;;;;;;1;;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;1;2;52;0;;0;0;0;0;0;1;02;20220205;52;1;135.75436373;2022;10
5032692;1;1;1;1;12;1970;51;1;2;;2;;1;;2;6;;;3;1;2;;;;1;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;10;10;719;7;719;1;1;2;1;52;0;;0;0;0;0;0;1;02;20220205;52;1;122.13249577;2022;10
5032692;1;2;2;2;12;1972;49;2;2;;3;;2;2;2;6;;;3;1;1;;;;;;;;;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;9;6;415;6;415;1;1;1;2;52;0;;0;0;0;0;0;1;02;20220205;52;1;122.13249577;2022;10
5032692;1;3;3;2;12;1999;22;3;1;2;1;1;2;2;2;6;;;6;;;1;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;10;10;313;7;313;1;1;1;2;52;0;;0;0;0;0;0;1;02;20220205;52;1;122.13249577;2022;10
5032692;1;4;4;2;5;2003;18;3;1;2;1;1;2;2;2;6;;;6;;;1;;;;;;;1;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;10;2;731;2;;1;1;1;2;52;0;;0;0;0;0;0;1;02;20220205;52;1;122.13249577;2022;10
5032693;1;1;1;1;9;1989;32;1;2;;2;;2;2;2;6;;;3;1;2;1;1;1;1;;;1;1;1;;;;1;1;3;98000;4;4;4;4;4;4;4;4;1;2;;4;3;;;;1;1;2;1;52;0;;0;0;0;0;0;1;02;20220205;52;1;131.86768562;2022;10
5032693;1;2;2;2;2;1989;33;2;2;;2;;2;2;2;6;;;3;1;1;1;;1;1;;;;1;1;;;;1;1;5;;4;4;4;4;4;4;4;4;1;2;;6;2;;3;;1;1;1;2;52;0;;0;0;0;0;0;1;02;20220205;52;1;131.86768562;2022;10
5032693;1;3;2;1;4;2010;11;3;1;2;1;1;2;2;2;6;;;6;;;;;;;;;;1;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;4;0;;;;1;1;;;52;;;;;0;0;0;;02;20220205;52;1;131.86768562;2022;10
5032693;1;4;2;2;8;2020;1;3;1;2;1;1;2;2;2;6;;;;;;;;;;;;;;;;;;1;1;5;;4;4;4;4;4;1;1;4;;;;;;;;;1;1;;;52;;;;;;;0;;02;20220205;52;1;131.86768562;2022;10
5032694;1;1;1;2;4;1988;33;1;2;;2;;2;2;1;6;;;6;;;1;1;1;1;1;1;1;1;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;9;6;411;6;411;1;1;1;2;52;0;;0;0;0;0;0;1;02;20220205;52;1;125.44860609;2022;10
5032694;1;2;1;2;8;2009;12;3;1;1;2;;2;1;2;6;;;6;;;1;1;;1;;;;1;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;2;;;;1;1;;;52;;;;;0;0;0;;02;20220205;52;1;125.44860609;2022;10
5032695;1;1;1;2;2;1990;32;1;3;;2;;2;2;1;6;;;4;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;1;2;52;0;;0;0;0;0;0;1;02;20220205;52;1;149.91345028;2022;10
5032695;1;2;1;1;9;2008;13;3;1;1;2;;2;2;2;6;;;6;;;;;;;;;;1;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;5;;;;1;1;;;52;;;;;0;0;0;;02;20220205;52;1;149.91345028;2022;10
5032695;1;3;1;1;1;2013;9;3;1;1;2;;2;2;2;6;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;2;;;;1;1;;;52;;;;;0;0;0;;02;20220205;52;1;149.91345028;2022;10
