DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;P3044;P6440;P6450;P6460;P6460S1;P6400;P6410;P6422;P6424S1;P6424S2;P6424S3;P6424S5;P6426;P6430S1;P3045S1;P3045S2;P3045S3;P3046;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P3047;P3048;P3049;P6765;P6765S1;P3053;P3054;P3055;P3056;P6760;P3061;P3063;P3064;P3065;P3066;P3067;P3067S1;P3067S2;P6775;P3068;P6750;P3073;P550;P6780;P6780S1;P1879;P1805;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P3069;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P1880;P1880S1;P7040;P7045;P7050;P7070;P7075;P7077;P7090;P7100;P7110;P7120;P7130;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P1881;P1882;P7240;CLASE;OCI;AREA;P6430;RAMA4D_R4;OFICIO_C8;RAMA2D_R4;INGLABO;MES;PERIODO;DPTO;FT;FEX_C18;P3363;P3364;P3364S1;P6640S1;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P3051;P3051S1;P3052;P3052S1;P3365;P3365S1;P3054S1;P3055S1;P3057;P3058S1;P3058S2;P3058S3;P3058S4;P3058S5;P3059;P3062S1;P3062S2;P3062S3;P3062S4;P3062S5;P3062S6;P3062S7;P3062S8;P3062S9;P3063S1;P3064S1;P3366;PER;REGIS
5061205;1;7;1;CONSTRUCCION DE CASAS;1;2;1;;1;;1;1;1;1;1;108;;1;1;1;1;2;1100000;2;;;2;;2;;2;;2;;2;;;1;117172;2;2;;;2;;;2;;;2;;;1;500000;1;500000;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;10;9;;1;;1;1;1;15;1;1;1;2;24;1;;7;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;15;3;1;1;66;1;4111;4321;41;1100000;02;20220208;66;1;286.93924835;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5061206;1;1;1;ASEAR Y LIMPIAR VIVIENDAS;2;;;;;;;;;;;360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;150000;1;;1;;1;2;10;30;1;;30;;;1;2;;2;;2;;;;2;2;1;3;3;7;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;2;1;2;2;1;2;25;5;1;1;66;4;8121;9111;81;150000;02;20220208;66;1;196.68758719;;;;;2;;;;;3;;;240000;240000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5061207;1;1;1;LIMPIEZA DE APARTAMENTOS;2;;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;100000;1;;3;;1;2;12;40;;;40;;;1;2;;3;;2;;;;2;2;1;3;144;1;;9;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;2;20;3;1;1;66;4;8121;9111;81;100000;02;20220208;66;1;119.02334597;;;;;2;;;;;3;;;440000;440000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5061207;1;2;1;ELABORAR PULPA DE FRUTA;1;2;1;;1;;1;1;1;1;1;13;;1;1;2;1;2;1100000;2;;;2;;2;;2;;2;;2;;;1;117172;2;2;;;2;;;2;;;2;;;1;500000;1;500000;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;3;7;;1;;1;1;1;7;1;1;1;1;12;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;10;3;1;1;66;1;1020;9321;10;1100000;02;20220208;66;1;119.02334597;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5061208;1;1;1;SEGURIDAD PRIVADA;1;2;2;12;1;;2;1;1;1;1;132;;1;1;1;1;2;1500000;2;;;2;;2;;2;;2;;2;;;1;117000;2;2;;;2;;;2;;;2;;;1;600000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;60;;;60;;;10;7;;1;;1;1;1;11;1;1;1;24;204;2;;9;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;2;2;2;2;11;5;5;1;1;66;1;8010;5414;80;1500000;02;20220208;66;1;135.36142229;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5061209;1;2;1;VENTA DE AUTOMOVILES;1;2;1;;1;;1;1;1;1;1;2;;1;1;1;1;2;1200000;2;;;2;;2;;2;;2;;2;;;1;117172;2;2;;;2;;;2;;;2;;;1;500000;1;500000;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;48;;;48;;;6;7;;1;;1;1;1;15;1;1;1;2;14;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;2;20;3;1;1;66;1;4511;5249;45;1200000;02;20220208;66;1;102.48402258;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5061210;1;1;1;SERVICIO DE GRUA;2;;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;7;;;;;1;1;;;;;;1;1;2021;1;1;2000000;1;;3;;3;2;12;72;;;72;;;3;7;;1;;2;;;;2;2;1;0;24;1;;2;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;8;10;3;1;1;66;5;4923;1420;49;2000000;02;20220208;66;1;280.20355778;;;;;1;5;4;0;1;3;;;;;;;;;12000000;4000000;500000;2000000;1000000;500000;;;;;;;;;;;;;;2022;60
5061210;1;2;1;PREPARACION DE AREPAS DE MAIZ;2;;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;7;;;;;1;1;;;;;;1;1;2021;1;1;1500000;1;;3;;3;2;12;48;;;48;;;2;7;;1;;2;;;;2;2;1;1;24;1;;2;;1;36;6;;2;7;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;8;10;3;1;1;66;5;5619;9411;56;1500000;02;20220208;66;1;280.20355778;;;;;1;1;1;0;0;3;;;;;;;;;6000000;900000;1500000;500000;400000;300000;;;;;;;;;;;;;;2022;60
5061211;1;1;1;SERVICIOS DE ALOJAMIENTO;1;2;1;;1;;1;1;1;1;1;204;;1;1;1;1;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;98;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;65;;;65;;;6;7;;1;;1;1;1;98;1;1;1;0;24;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;2;2;1;2;8;15;5;1;1;66;1;5530;4224;55;;02;20220208;66;1;266.81646757;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5061212;1;1;1;CARROCERIAS Y REMOLQUES DE VEHICULOS;1;2;2;12;1;;1;1;1;1;1;18;;1;1;1;1;2;3600000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;98;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;60;;;60;;;10;7;;1;;1;2;1;18;1;1;1;12;12;1;;3;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;1;1;1;8;45;8;1;1;66;1;2511;2511;25;3600000;02;20220208;66;1;250.47250502;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5061212;1;2;1;ESTADISTICAS OFICIALES EN COLOMBIA;1;2;2;12;1;;1;2;2;2;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;1;;1;2;2;;;;;;2;2;;;;;;1000000;1;;3;;1;2;12;20;2;;20;;;10;2;;1;;1;2;2;39;1;2;1;48;204;1;;5;;2;;;;;;1;20;2;1;2;;;;;;;;;;;;1;1;1;2;2;1;8;15;3;1;1;66;4;8412;4227;84;1000000;02;20220208;66;1;250.47250502;;;;;2;;;;;1;1501000;1501000;;;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5061213;1;1;1;EMISION DE NOTICIAS VIDEOS MUSICALES;1;2;2;12;1;;1;2;2;2;2;96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;1;;1;2;2;;;;;;2;2;;;;;;1000000;1;;3;;4;2;12;45;;;45;;;10;5;;1;;1;1;2;20;1;2;1;12;60;4;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;8;10;3;1;1;66;4;6020;2642;60;1000000;02;20220208;66;1;280.20355778;;;;;2;;;;;1;3000000;3000000;;;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5061213;1;2;1;SERVICIO DE EDUCACION;1;2;1;;2;4;1;1;1;1;1;180;;1;1;1;1;2;4000000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;2000000;1;2000000;1;2000000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;40;;;40;;;10;7;;1;;1;3;1;15;1;1;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;8;20;3;1;1;66;2;8530;2341;85;4000000;02;20220208;66;1;280.20355778;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5061214;1;1;1;SERVICIOS DE SALUD;1;2;2;6;1;;1;2;2;2;2;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;1;;1;2;2;;;;;;1;1;;;;;;1000000;1;;3;;4;2;8;48;;;48;;;10;7;;1;;1;1;2;9;1;2;1;4;19;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;25;3;1;1;66;4;8621;2411;86;1000000;02;20220208;66;1;266.81646757;;;;;2;;;;;1;3600000;3600000;;;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5061214;1;2;1;SERVICIO DE ASEO A INDUSTRIAS Y COMERCIO;1;2;1;;1;;1;1;1;1;1;8;;1;1;1;1;2;3800000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;2000000;1;2000000;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;10;7;;1;;1;1;1;9;1;1;1;0;96;1;;7;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;8;15;3;1;1;66;1;7810;3341;78;3800000;02;20220208;66;1;266.81646757;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5061215;1;1;1;Bebebidas energizantes y refrescante;2;;;;;;;;;;;540;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;80000;1;;3;;1;1;12;40;;;40;;;1;6;;2;;2;;;;2;2;1;1;35;4;;10;;2;;;;;;2;;;;1;1;1;1;2;2;1;1;1;2;2;1;1;2;2;2;1;1;3;40;8;1;1;66;4;4781;5212;47;80000;02;20220208;66;1;187.87266391;;;;;2;;;;;3;;;80000;80000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5061216;1;1;1;Insiensos cigarrillos mechaeras chicles etc;2;;;;;;;;;;;353;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;;1;;3;;1;1;12;40;;;40;;;1;6;;2;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;2;2;2;2;2;2;3;35;8;1;1;66;4;4789;9520;47;;02;20220208;66;1;172.84074563;;;;;2;;;;;3;;;98;98;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5061217;1;1;1;PASTELES PARA PERSONAS Y MASCOTAS;2;;;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;800000;1;;3;;8;2;9;30;2;;30;;;1;1;;1;;2;;;;9;2;1;3;36;1;;8;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;2;1;14;;3;1;1;66;4;4729;5246;47;800000;02;20220208;66;1;237.31120528;;;;;2;;;;;3;;;1100000;1100000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5061217;1;2;1;SOLUCIONES GRAFICAS PARA MEJORAR Y OPTIMIZAR LA IMAGEN DE LAS EMPRESAS EN LA RED;1;2;2;12;1;;2;2;2;2;2;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;1;;1;2;2;;;;;;2;2;;;;;;1200000;1;;3;;3;2;12;48;;;48;;;5;1;;1;;1;1;2;98;1;2;1;6;24;1;;8;;2;;;;;;2;;;;2;;;;;;;;;;;;2;2;2;2;1;1;14;;3;1;1;66;4;7310;3511;73;1200000;02;20220208;66;1;237.31120528;;;;;2;;;;;1;1500000;1500000;;;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5061218;1;1;1;OBRAS EN CONSTRUCCION;2;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;3;6;;1;2;2;;;;;;2;2;;;;;;600000;1;;1;;5;1;10;40;;;40;;;1;9;;2;;2;;;;2;2;1;12;420;7;;3;;2;;;;;;2;;;;1;2;1;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;50;9;1;1;66;4;4111;9313;41;600000;02;20220208;66;1;172.84074563;;;;;2;;;;;3;;;600000;600000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5061219;1;1;1;DETALLES Y CHOCOLATES;1;1;;;1;;2;2;2;2;2;2;;1;1;1;1;2;1000000;2;;;2;;2;;2;;2;;2;;;1;117000;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;3;7;;10;;2;;;;2;2;1;2;12;2;;1;;2;;;;;;2;;;;1;1;1;2;1;2;2;2;2;2;1;1;1;2;1;2;2;1;11;15;2;1;1;66;1;4759;5223;47;1000000;02;20220208;66;1;107.79923708;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5061220;1;1;1;SEGURIDAD VIAL;2;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;450000;1;;1;;4;2;12;20;2;;20;;;1;1;;2;;2;;;;2;2;1;0;76;2;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;2;2;2;2;1;14;;2;1;1;66;4;8559;5414;85;450000;02;20220208;66;1;428.81225338;;;;;2;;;;;3;;;600000;600000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5061220;1;3;1;RESIDENCIAL;2;;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;2;;1;2;2;;;;;;1;1;;;;;;600000;1;;3;;1;1;12;40;;;40;;;4;1;;2;;2;;;;2;2;1;6;30;1;;2;;2;;;;;;2;;;;2;;;;;;;;;;;;1;2;1;2;1;1;14;;3;1;1;66;4;6820;2411;68;600000;02;20220208;66;1;428.81225338;;;;;2;;;;;1;;;600000;600000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5061220;1;4;1;APOYO TERAPEUTICO;1;2;1;;1;;1;1;2;1;1;15;;1;1;1;1;2;2000000;2;;;2;;2;;2;;2;;2;;;1;117172;2;2;;;2;;;2;;;2;;;1;2000000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;8;7;;1;;1;1;1;1;1;1;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;35;3;1;1;66;1;8692;2634;86;2000000;02;20220208;66;1;428.81225338;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5061221;1;2;1;ROPA DAMA;2;;;;;;;;;;;72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;80000;1;;3;;1;1;7;30;1;;20;6;;1;1;;2;;2;;;;2;2;1;35;98;1;;2;;2;;;;;;2;;;;2;;;;;;;;;;;;1;2;1;2;2;1;14;;3;1;1;66;4;1410;7531;14;80000;02;20220208;66;1;533.06829511;;;;;2;;;;;3;;;150000;150000;2;;;;;;;;;;;;;;;;;;;;;;2;2022;60
5061222;1;1;1;ADMINISTRATIVO;1;2;1;;1;;1;1;2;1;1;26;;1;1;1;1;2;1300000;2;;;2;;2;;2;;2;;2;;;1;117172;2;2;;;2;;;2;;;2;;;1;1300000;2;;1;850000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;40;;;40;;;10;7;;1;;1;1;1;2;1;1;1;12;48;1;;3;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;30;5;1;1;66;2;8412;9112;84;1300000;02;20220208;66;1;568.71510093;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5061222;1;2;1;SALUD;1;2;1;;2;2;1;1;2;1;1;72;;1;1;1;1;2;1500000;2;;;2;;2;;2;;2;;2;;;1;117172;2;2;;;2;;;2;;;2;;;1;1500000;2;;1;800000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;9;7;;1;;1;1;1;6;1;1;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;20;2;1;1;66;1;8610;3212;86;1500000;02;20220208;66;1;568.71510093;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5061224;1;1;1;ARREGLOS MECANICOS;1;1;;;1;;1;2;2;2;2;180;;1;1;1;1;2;900000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;20;1;;20;;;2;7;;1;;2;;;;1;2;1;1;240;1;;2;;2;;;;;;1;20;2;1;2;;;;;;;;;;;;1;1;2;2;1;1;3;20;8;1;1;66;1;4520;7231;45;900000;02;20220208;66;1;592.98689621;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5061226;1;1;1;CONCESIONARIO AUTORIZADO DE MAZDA EN PEREIRA;1;2;1;;1;;1;1;1;1;2;48;;1;1;1;1;2;1000000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;1;500000;1;500000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;7;7;;1;;1;1;3;4;1;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;2;2;2;2;2;2;2;20;8;1;1;66;1;4511;4110;45;1000000;02;20220208;66;1;173.60437819;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5061228;1;1;1;ASEO Y MANTENIMIENTO DE PISCINAS;1;2;1;;1;;1;1;1;1;1;60;;1;1;2;1;2;1000000;2;;;2;;2;;2;;2;;2;;;1;117000;2;2;;;2;;;2;;;2;;;2;;1;400000;1;350000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;48;;;48;;;3;2;;1;;1;2;1;8;1;2;1;0;1;1;;8;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;30;2;1;1;66;1;8121;9112;81;1000000;02;20220208;66;1;238.08600438;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5061230;1;1;1;ENSALADAS LECHES DE GRANOS Y SEMILLAS;2;;;;;;;;;;;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;7;;;;;1;1;;;;;;2;;;1;1;400000;1;;3;;6;2;12;70;;;70;;;1;1;;2;;1;2;2;14;2;2;1;1;120;1;;10;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;3;40;3;1;1;66;4;4781;5212;47;400000;02;20220208;66;1;204.45628408;;;;;2;;;;;3;;;;;;;;;1500000;0;500000;0;140000;0;;;;;;;;;;;;;;2022;60
5061231;1;1;1;CUIDADO DE LA PIEL;1;2;1;;1;;1;1;1;1;1;216;;1;1;1;1;2;1117000;2;;;2;;2;;2;;2;;2;;;1;117000;1;2;;;2;;;2;;;2;;;2;;1;500000;1;500000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;7;7;;1;;1;1;1;18;1;1;1;60;12;4;;9;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;5;90;8;1;1;66;1;8621;9112;86;1117000;02;20220208;66;1;441.18314073;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5061233;1;1;1;TRANSPORTE PARTICULAR DE PASAJEROS;1;1;;;1;;2;2;2;2;2;36;;2;2;2;2;2;1300000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;2;4;;1;;1;1;2;3;1;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;2;2;2;2;2;2;2;15;9;1;1;66;1;4921;8323;49;1300000;02;20220208;66;1;155.00187398;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5061234;1;1;1;UNIDAD CUIDADOS INTENSIVOS;1;2;1;;1;;1;1;1;1;2;96;;1;1;1;1;2;1800000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;1;600000;1;600000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;7;7;;1;;1;1;3;5;1;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;2;2;2;2;2;2;2;20;8;1;1;66;1;8610;2113;86;1800000;02;20220208;66;1;180.3632038;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5061234;1;2;1;MENSAJERIA NACIONAL;1;2;1;;1;;1;1;1;1;2;110;;1;1;1;1;2;1600000;2;;;2;;9;;2;;9;;9;;;9;;;9;;;9;;;2;;;2;;;2;;1;600000;1;600000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;10;4;;1;;1;1;3;10;1;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;2;2;2;2;2;2;2;20;8;1;1;66;1;4923;8332;49;1600000;02;20220208;66;1;180.3632038;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5061236;1;1;1;PRODUCTOS CANASTA FAMILIAR;1;1;;;1;;2;2;2;2;2;2;;1;1;2;9;2;800000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;48;;;48;;;2;4;;2;;2;;;;2;2;1;12;15;1;;9;;2;;;;;;2;;;;2;;;;;;;;;;;;2;2;2;2;2;2;11;2;9;1;1;66;1;4711;9621;47;800000;02;20220208;66;1;204.16522175;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5061237;1;1;1;PINTURA DE PINTUCO;1;2;1;;1;;1;1;1;1;1;192;;1;1;1;1;2;10000000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;98;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;40;;;40;;;8;7;;1;;1;1;1;40;1;1;1;0;240;1;;8;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;1;1;1;8;10;2;1;1;66;1;4663;1221;46;10000000;02;20220208;66;1;206.24066558;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5061241;1;1;1;AFILIACION DE DISCOS DE TUSTENO;2;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;;1;2;2;;;;;;2;2;;;;;;1000000;1;;3;;1;1;12;48;;;48;;;1;1;;1;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;2;2;2;2;2;2;14;;8;1;1;66;4;2593;7223;25;1000000;02;20220208;66;1;187.49151416;;;;;2;;;;;3;;;98;98;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5061252;1;1;1;IDENTIFICADA CON LA CAUSA SOCIAL CON FINES EDUCATIVOS INVESTIGATIVOS Y TECNOLOGICOS;1;2;1;;1;;1;1;2;1;1;48;;1;1;1;1;2;2800000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;2800000;2;;2;;1;400000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;7;7;;1;;1;1;1;17;1;1;1;0;60;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;8;20;2;1;1;68;1;7020;1211;70;2800000;02;20220208;68;1;381.89481775;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5061252;1;2;1;IDENTIFICADA CON LA CAUSA SOCIAL CON FINES EDUCATIVOS INVESTIGATIVOS Y TECNOLOGICOS;1;2;1;;1;;1;1;2;1;1;48;;1;1;1;1;2;3800000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;3800000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;7;7;;1;;1;1;1;16;1;1;1;7;120;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;8;20;2;1;1;68;1;7020;1345;70;3800000;02;20220208;68;1;381.89481775;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5061253;1;1;1;BOCACHICO Y BAGRE;2;;;;;;;;;;;170;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;600000;1;;3;;10;2;12;50;;;50;;;1;6;;2;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;2;1;2;1;1;11;20;3;1;1;;4;4723;5221;47;600000;02;20220208;68;1;207.09428802;;;;;2;;;;;3;;;600000;600000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
