DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;P3044;P6440;P6450;P6460;P6460S1;P6400;P6410;P6422;P6424S1;P6424S2;P6424S3;P6424S5;P6426;P6430S1;P3045S1;P3045S2;P3045S3;P3046;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P3047;P3048;P3049;P6765;P6765S1;P3053;P3054;P3055;P3056;P6760;P3061;P3063;P3064;P3065;P3066;P3067;P3067S1;P3067S2;P6775;P3068;P6750;P3073;P550;P6780;P6780S1;P1879;P1805;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P3069;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P1880;P1880S1;P7040;P7045;P7050;P7070;P7075;P7077;P7090;P7100;P7110;P7120;P7130;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P1881;P1882;P7240;CLASE;OCI;AREA;P6430;RAMA4D_R4;OFICIO_C8;RAMA2D_R4;INGLABO;MES;PERIODO;DPTO;FT;FEX_C18;P3363;P3364;P3364S1;P6640S1;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P3051;P3051S1;P3052;P3052S1;P3365;P3365S1;P3054S1;P3055S1;P3057;P3058S1;P3058S2;P3058S3;P3058S4;P3058S5;P3059;P3062S1;P3062S2;P3062S3;P3062S4;P3062S5;P3062S6;P3062S7;P3062S8;P3062S9;P3063S1;P3064S1;P3366;PER;REGIS
5035467;1;1;1;VENTA DE REPUESTO AUTOMOTRIZ Y SERVICIO DE MANTENIMIENTO;2;;;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;7;;;;;1;1;;;;;;1;1;2021;1;1;1000000;1;;3;;3;2;12;48;;;48;;;1;7;;1;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;8;20;3;1;1;41;4;4530;7231;45;1000000;02;20220205;41;1;192.56856293;;;;;2;;;;;2;;;;;;;;;1000000;0;1000000;500000;200000;200000;;;;;;;;;;;;;;2022;60
5035468;1;1;1;FRUTAS Y VERDURAS;2;;;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;7;;;;;1;12;;;;;;2;;;2;;1500000;1;;3;;3;2;12;48;;;48;;;1;5;;1;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;20;3;1;1;41;4;4721;5223;47;1500000;02;20220205;41;1;168.0531773;;;;;2;;;;;3;;;;;;;;;1500000;0;1000000;400000;200000;400000;;;;;;;;;;;;;;2022;60
5035472;1;1;1;TORTAS;2;;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;7;;;;;1;1;;;;;;2;;;2;;700000;1;;1;;3;2;12;30;2;;30;;;1;1;;1;;1;2;2;12;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;2;1;14;;3;1;1;41;4;1081;7512;10;700000;02;20220205;41;1;181.69539895;;;;;2;;;;;3;;;;;;;;;1000000;0;300000;0;0;0;;;;;;;;;;;;;;2022;60
5035472;1;3;1;SERVICIOS PUBLICOS DE AGUA Y ALCANTARILLADO;1;2;1;;1;;1;2;2;2;2;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;1;;1;2;2;;;;;;2;2;;;;;;1400000;1;;3;;10;1;12;48;;;48;;;10;7;;1;;1;2;2;2;1;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;2;1;11;10;2;1;1;41;4;3600;4419;36;1400000;02;20220205;41;1;181.69539895;;;;;2;;;;;1;1400000;1400000;;;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5035473;1;2;1;MANTENIMIENTO Y REPARACION DE CARROS Y MOTOS;2;;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;500000;1;;3;;10;2;12;48;;;48;;;2;7;;2;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;3;15;8;1;1;41;4;4520;7231;45;500000;02;20220205;41;1;94.249590093;;;;;2;;;;;3;;;500000;500000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5035473;1;4;1;CONSTRUCCION Y REMODELACION DE EDIFICACIONES;2;;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;850000;1;;3;;10;2;12;48;;;48;;;2;2;;2;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;2;2;2;2;2;1;11;15;8;1;1;41;4;4112;3123;41;850000;02;20220205;41;1;94.249590093;;;;;2;;;;;2;;;850000;850000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5035474;1;1;1;VENTA DE BEBIDAS ALIMENTOS ELEMENTOS DE ASEO AL POR MENOR;2;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;50;;;50;;;2;1;;2;;2;;;;2;2;1;8;3;7;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;2;2;1;2;2;1;14;;3;1;1;41;6;4711;5223;47;;02;20220205;41;1;96.319673969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5035474;1;2;1;VENTA DE ALIMENTOS Y BEBIDAS AL POR MENOR;2;;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;7;;;;;1;1;;;;;;1;1;2021;2;;400000;1;;1;;3;1;12;60;;;60;;;2;1;;2;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;2;1;14;;2;1;1;41;4;4711;5221;47;400000;02;20220205;41;1;96.319673969;;;;;1;1;0;0;1;3;;;;;;;;;1000000;0;600000;0;0;0;;;;;;;;;;;;;;2022;60
5035475;1;1;1;BEBIDAS CALIENTES CAFE Y AROMATICAS;2;;;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;300000;1;;3;;3;1;11;54;;;54;;;1;6;;2;;2;;;;2;2;1;2;36;4;;3;;2;;;;;;2;;;;1;2;1;2;2;2;1;1;2;2;2;1;1;2;1;2;2;1;12;20;3;1;1;41;4;4781;5212;47;300000;02;20220205;41;1;93.177127666;;;;;2;;;;;3;;;300000;300000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5035475;1;3;1;COMIDAS PREPARADAS Y ALMUERZOS EJECUTIVOS;2;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;6;;1;2;2;;;;;;9;9;;;;;;200000;1;;1;;1;1;5;24;1;;24;;;3;7;;2;;2;;;;2;2;1;4;6;4;;5;;2;;;;;;1;20;1;1;1;1;1;2;1;2;2;1;2;2;1;1;2;2;2;2;2;1;11;15;3;1;1;41;4;5611;5131;56;200000;02;20220205;41;1;93.177127666;;;;;2;;;;;1;;;200000;200000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5035476;1;1;1;VENTA DE UNIFORMES MEDICOS;2;;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;7;;;;;1;1;;;;;;1;1;2021;1;1;;1;;3;;1;2;12;50;;;50;;;2;7;;1;;1;1;2;9;1;2;1;0;6;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;14;;5;1;1;41;4;4771;1420;47;;02;20220205;41;1;201.33769675;;;;;1;1;0;1;0;3;;;;;;;;;99;0;99;99;99;0;;;;;;;;;;;;;;2022;60
5035476;1;2;1;VENTA DE UNIFORMES MEDICOS;2;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;7;;;;;1;1;;;;;;1;1;2021;1;1;;1;;3;;1;1;3;50;;;50;;;2;7;;3;;2;;;;2;2;1;0;12;4;;3;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;14;;2;1;1;41;4;4771;1420;47;;02;20220205;41;1;201.33769675;;;;;1;1;0;1;0;2;;;;;;;;;99;0;99;99;99;0;;;;;;;;;;;;;;2022;60
5035477;1;2;1;REPARACION Y MANTENIMIENTO DE SISTEMA ELCETRICO EN AUTOMOVILES;2;;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;900000;1;;3;;1;2;12;48;;;48;;;2;7;;2;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;2;11;20;8;1;1;41;4;4520;7412;45;900000;02;20220205;41;1;91.365633517;;;;;2;;;;;3;;;900000;900000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5035477;1;3;1;HOSPEDAJE A HUESPEDES PROPIOS Y TURISTAS;1;1;;;1;;1;2;2;2;2;4;;1;1;9;9;2;908000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;60;;;60;;;2;7;;2;;2;;;;2;2;1;1;3;4;;3;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;2;25;8;1;1;41;1;5511;9112;55;908000;02;20220205;41;1;91.365633517;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5035477;1;6;1;ACTIVIDADES LUDICAS EDUCATIVAS PARA NINOS Y NINAS;1;2;1;;1;;1;2;2;2;2;48;;1;1;1;1;2;908000;2;;;2;;2;;2;;2;;2;;;1;106000;2;2;;;2;;;2;;;2;;;1;450000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;40;;;40;;;6;7;;3;;2;;;;1;2;1;0;24;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;2;1;2;1;1;11;18;2;1;1;41;1;8891;2342;88;908000;02;20220205;41;1;91.365633517;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5035479;1;1;1;TRANSPORTE DE PERSONAS EN ZONA URBANA EN MOTO;2;;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;600000;1;;1;;1;1;12;40;;;40;;;1;6;;2;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;1;2;1;2;2;2;2;2;2;2;2;1;1;2;1;2;2;1;11;5;8;1;1;41;4;4921;8321;49;600000;02;20220205;41;1;95.371887741;;;;;2;;;;;3;;;600000;600000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5035480;1;1;1;PREPARCION Y VENTAS DE BEDIDAS CALIENTES;2;;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;7;;;;;1;1;;;;;;1;1;2021;2;;;1;;3;;1;2;12;84;;;84;;;1;7;;1;;1;2;2;20;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;2;1;3;10;5;1;1;41;4;5613;1412;56;;02;20220205;41;1;190.75897937;;;;;2;;;;;3;;;;;;;;;99;0;99;99;99;0;;;;;;;;;;;;;;2022;60
5035481;1;1;1;PETROLEO CRUDO;1;2;2;11;1;;1;2;2;2;2;168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;1;;1;2;2;;;;;;1;1;;;;;;;1;;3;;8;1;12;60;;;60;;;10;8;;1;;1;1;2;14;1;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;7;40;2;1;1;41;4;0610;3121;06;;02;20220205;41;1;169.58778431;;;;;2;;;;;1;99;99;;;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5035482;1;1;1;PREPARAR Y COCINAR ALMUERZOS CASEROS Y COMIDAS RAPIDAS;2;;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;900000;1;;3;;10;2;12;48;;;48;;;2;7;;7;;2;;;;2;2;1;1;120;4;;3;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;3;15;8;1;1;41;4;5611;9412;56;900000;02;20220205;41;1;105.2475921;;;;;2;;;;;2;;;900000;900000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5035483;1;1;1;FRUTAS Y VERDURAS;2;;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;600000;1;;1;;10;1;12;40;;;40;;;2;7;;2;;2;;;;2;2;1;3;24;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;2;1;2;2;1;2;30;8;1;1;41;4;4631;9333;46;600000;02;20220205;41;1;95.018561989;;;;;2;;;;;1;;;600000;600000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5035485;1;3;1;SERVICIOS DE SEGURIDAD Y VIGILANCIA PRIVADA;1;2;1;;1;;1;1;1;1;1;2;;1;1;1;1;2;1200000;2;;;2;;2;;2;;2;;2;;;1;117000;1;2;;;2;;;2;;;2;;;2;;1;98;1;98;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;7;7;;1;;1;2;1;98;1;1;1;0;24;1;;2;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;20;8;1;1;41;1;8010;5414;80;1200000;02;20220205;41;1;87.090311595;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5035487;1;1;1;ABOGADA LITIGANTE;2;;;;;;;;;;;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;;1;;1;;4;2;12;40;;;40;;;1;1;;1;;1;2;2;15;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;14;;2;1;1;41;4;6910;2611;69;;02;20220205;41;1;187.91598201;;;;;2;;;;;2;;;98;98;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5035487;1;2;1;CONSTRUCCION DE OBRAS CIVILES;2;;;;;;;;;;;96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;7;;;;;1;1;;;;;;1;1;2021;1;1;;1;;3;;1;2;12;40;;;40;;;2;7;;1;;1;2;2;15;1;2;1;1;48;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;8;20;2;1;1;41;5;4290;1120;42;;02;20220205;41;1;187.91598201;;;;;1;2;2;0;0;2;;;;;;;;;99;99;0;0;99;0;;;;;;;;;;;;;;2022;60
5035488;1;1;1;DULCES Y GOLOSINAS;1;2;2;3;1;;1;1;1;1;1;12;;1;1;1;1;2;1000000;2;;;2;;2;;2;;2;;2;;;1;120000;1;2;;;2;;;2;;;2;;;2;;1;500000;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;4;7;;1;;1;2;1;1;1;1;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;20;8;1;1;41;1;4711;5212;47;1000000;02;20220205;41;1;96.038053153;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5035489;1;1;1;BIENES RAICES;2;;;;;;;;;;;264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;7;;;;;1;1;;;;;;1;1;2021;1;1;;1;;3;;8;2;12;48;;;48;;;2;7;;1;;1;1;2;18;1;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;8;20;2;1;1;41;4;6820;3334;68;;02;20220205;41;1;178.15255754;;;;;1;1;0;0;1;2;;;;;;;;;99;99;99;99;99;0;;;;;;;;;;;;;;2022;60
5035489;1;2;1;BIENES RAICES;2;;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;40;;;40;;;2;7;;1;;1;1;2;12;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;8;20;3;1;1;41;6;6810;3334;68;;02;20220205;41;1;178.15255754;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5035490;1;1;1;SERVICIOS SIN ANIMO DE LUCRO DE REHABILITACION DE PERSONAS CON DISCAPACIDAD;1;2;1;;1;;1;1;1;1;1;10;;1;1;1;1;2;1500000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;1;98;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;48;;;48;;;6;7;;1;;1;1;1;4;1;1;1;2;24;1;;8;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;13;15;8;1;1;41;1;9499;2634;94;1500000;02;20220205;41;1;176.37103197;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5035490;1;2;1;BRINDAR EDUCACION PRIVADA PARA NIÑOS Y NIÑAS Y JOVENES;1;2;1;;1;;1;1;1;1;1;60;;1;1;1;1;2;2200000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;1;98;1;98;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;7;7;;1;;1;1;1;5;1;1;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;15;8;1;1;41;1;8530;1345;85;2200000;02;20220205;41;1;176.37103197;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5035491;1;1;1;SERVICIOS FINANCIEROS PPR MEDIO DE VENTA Y ALQUILER DE BIENES RAICES;2;;;;;;;;;;;300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;7;;;;;1;1;;;;;;1;1;2022;1;1;;1;;3;;8;2;12;60;;;60;;;4;7;;1;;1;2;2;22;1;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;8;25;2;1;1;41;5;6810;3334;68;;02;20220205;41;1;154.9553168;;;;;1;6;6;0;0;2;;;;;;;;;99;99;99;99;99;99;;;;;;;;;;;;;;2022;60
5035491;1;2;1;ADMINISTRAR LOS RECURSOS DEL MUNICIPIO;1;2;2;11;1;;1;2;2;2;2;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;1;;1;2;2;;;;;;2;2;;;;;;3000000;1;;3;;8;1;12;48;;;48;;;10;7;;1;;1;2;2;7;1;2;1;2;14;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;2;2;8;35;2;1;1;41;4;8412;1219;84;3000000;02;20220205;41;1;154.9553168;;;;;2;;;;;1;3000000;3000000;;;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5035492;1;1;1;OBRAS CIVILES;2;;;;;;;;;;;252;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;7;;;;;1;1;;;;;;1;1;2022;1;1;;1;;3;;3;2;12;50;;;50;;;4;7;;1;;1;2;2;20;1;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;8;40;2;1;1;41;5;4290;9313;42;;02;20220205;41;1;140.63656524;;;;;1;6;6;0;0;2;;;;;;;;;99;5000000;5000000;98;98;98;;;;;;;;;;;;;;2022;60
5035492;1;2;1;ADMINISTRAR RECURSOS DEL MUNICIPIO;1;2;1;;1;;1;1;1;1;1;132;;1;1;1;1;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;98;1;98;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;10;7;;1;;1;2;1;16;1;1;1;2;60;1;;3;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;8;20;2;1;1;41;2;8412;2511;84;;02;20220205;41;1;140.63656524;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5035492;1;6;1;HOGAR;1;1;;;1;;1;2;2;2;2;24;;2;2;2;2;2;900000;2;;;1;200000;1;150000;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;2;1;;2;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;14;;3;1;1;41;3;9700;5311;97;1250000;02;20220205;41;1;140.63656524;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5035493;1;1;1;PRESTACION DE SERVICIOS EDUCATIVOS SUPERIORES;1;2;1;;1;;1;1;1;1;1;24;;1;1;1;1;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;98;1;98;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;10;7;;1;;1;1;1;12;1;1;1;2;24;4;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;2;1;2;1;1;8;20;2;1;1;41;1;8544;1213;85;;02;20220205;41;1;183.03426977;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5035493;1;2;1;PRESTACION DE SERVICIOS DE SALUD;1;2;2;12;2;3;1;2;2;2;2;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;1;;1;2;2;;;;;;1;1;;;;;;;1;;3;;4;2;12;40;;;40;;;10;7;;1;;1;2;2;17;1;2;1;0;24;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;1;2;2;8;20;2;1;1;41;4;8610;2211;86;;02;20220205;41;1;183.03426977;;;;;2;;;;;1;99;99;;;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
5035494;1;1;1;VENTA DE COMIDAS A LA CARTA;2;;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;7;;;;;1;1;;;;;;1;1;2021;1;1;;1;;3;;8;2;12;50;;;50;;;4;7;;1;;1;1;2;20;1;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;8;20;2;1;1;41;5;5611;1412;56;;02;20220205;41;1;166.04677719;;;;;1;10;9;1;0;3;;;;;;;;;99;99;99;0;99;0;;;;;;;;;;;;;;2022;60
5035494;1;2;1;VENTA DE COMIDAS A LA CARTA;2;;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;7;;;;;1;1;;;;;;1;1;2021;1;1;;1;;3;;3;2;12;40;;;40;;;4;7;;1;;1;1;2;12;2;2;1;1;120;4;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;8;20;2;1;1;41;5;5611;1412;56;;02;20220205;41;1;166.04677719;;;;;1;10;9;1;0;3;;;;;;;;;99;99;99;0;99;0;;;;;;;;;;;;;;2022;60
5035496;1;1;1;VENTA DE PRENDAS DE VESTIR PARA DAMA;1;1;;;1;;2;2;2;2;2;2;;1;1;1;9;2;300000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;32;2;;32;;;3;7;;2;;2;;;;2;2;1;3;3;4;;1;;2;;;;;;2;;;;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;2;2;1;11;15;3;1;1;41;1;4771;5223;47;300000;02;20220205;41;1;161.83686583;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5035496;1;2;1;BRINDA SERVICIOS BASICOS DE ATENCION EN SALUD;1;2;1;;1;;1;2;2;2;2;11;;1;1;1;1;2;908000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;15;2;;15;;;7;7;;1;;1;2;1;98;1;2;2;;;;;;;1;20;4;1500000;1;2;2;;;;2;;;;;;;;;;;;1;1;2;2;1;1;2;20;3;1;1;41;1;8621;2264;86;2408000;02;20220205;41;1;161.83686583;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5035497;1;1;1;MATERIAS PRIMAS AGROPECUARIAS;1;2;1;;1;;1;1;1;1;1;168;;1;1;1;1;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;98;1;98;1;98;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;6;7;;1;;1;2;1;20;1;1;1;0;84;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;8;20;2;1;1;41;1;4620;1420;46;;02;20220205;41;1;187.23676863;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
5035498;1;1;1;ACOMPAÑAMIENTO JURIDICO Y ASESORIAS;2;;;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;1850000;1;;1;;1;1;12;40;;;40;;;1;1;;1;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;14;;3;1;1;41;4;6910;2611;69;1850000;02;20220205;41;1;185.36440095;;;;;2;;;;;3;;;2000000;2000000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
