DIRECTORIO,SECUENCIA_P,P5000,P5010,P5020,P5030,P5040,P5050,P5070,P5080,P5090,P5090S1,P5100,P5110,P5130,P5140,P5210S1,P5210S2,P5210S3,P5210S4,P5210S5,P5210S6,P5210S7,P5210S8,P5210S9,P5210S10,P5210S11,P5210S14,P5210S15,P5210S16,P5210S17,P5210S18,P5210S19,P5210S20,P5210S21,P5210S22,P5210S24,P5220,P5220S1,P6008,P6007,P6007S1,HOGAR,P4000,P4010,P4020,P4030S1,P4030S1A1,P4030S2,P4030S3,P4030S4,P4030S4A1,P4030S5,P4040,REGIS,CLASE,MES,DPTO,fex_c_2011
5432086,1,4,2,2,1,3,2,1,4,1,,,16000000,120000,,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,1,1,1,1,2,4,2,,1,1,5,2,1,1,2,2,2,,2,,01,2,04,18,206.47409564
5432087,1,5,2,2,1,4,3,1,5,4,,,,200000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,5,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,18,234.96211611
5432088,1,3,1,6,,4,6,1,5,4,,,,80000,,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,,1,1,5,1,1,1,2,2,2,,2,,01,2,04,18,334.97093762
5432089,1,5,1,3,1,4,3,1,4,1,,,14000000,250000,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,18,206.85001777
5432090,1,4,1,2,1,4,3,1,4,4,,,,190000,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,18,384.02741151
5432091,1,4,3,2,1,4,3,1,4,1,,,10000000,180000,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,4,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,18,315.51198751
5432092,1,5,2,2,1,4,6,1,4,1,,,35000000,190000,,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,1,1,1,2,2,,1,1,5,2,1,1,2,2,2,,2,,01,2,04,18,206.85001777
5432093,1,4,1,2,1,4,3,1,4,4,,,,300000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,3,2,,1,1,1,4,1,1,2,2,2,,2,,01,2,04,18,222.28949038
5432094,1,2,1,2,1,3,2,1,4,1,,,12000000,80000,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,18,305.65847932
5432095,1,2,2,2,1,4,3,1,4,4,,,,100000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,5,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,18,161.14915595
5432096,1,3,2,2,1,4,3,1,4,1,,,19000000,120000,,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,1,2,1,2,1,1,2,3,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,18,161.14915595
5432097,1,2,1,2,1,4,3,1,4,3,,,,,150000,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,3,2,,1,1,5,2,1,1,2,2,2,,2,,01,2,04,18,383.42175075
5432098,1,2,1,6,,4,4,1,5,1,,,8000000,100000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,,1,1,1,2,2,,2,2,2,,2,,01,2,04,18,161.14915595
5432099,1,4,2,2,1,4,6,1,5,1,,,16000000,180000,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,5,2,,1,1,1,2,2,,2,2,2,,2,,01,2,04,18,591.39702823
5432100,1,3,2,2,1,4,4,1,4,4,,,,150000,,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,4,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,18,639.56277588
5432101,1,3,2,2,1,3,4,1,5,4,,,,70000,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,5,2,,1,1,5,2,2,,2,2,2,,2,,01,2,04,18,161.14915595
5432102,1,5,1,2,1,4,3,1,5,4,,,,200000,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,,1,1,1,2,2,,2,2,2,,2,,01,2,04,18,206.85001777
5432103,1,3,2,2,1,3,4,1,4,1,,,13000000,90000,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,3,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,18,161.14915595
5432104,1,3,1,2,1,4,5,1,4,1,,,4500000,100000,,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,1,2,,1,1,5,2,1,1,2,2,2,,2,,01,2,04,18,307.08857791
5432105,1,3,2,6,,3,6,1,5,4,,,,60000,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,2,,1,1,5,3,2,,2,2,2,,2,,01,2,04,18,640.16843663
5432106,1,5,3,3,1,4,4,1,5,1,,,4000000,120000,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,2,,1,1,5,1,2,,2,2,2,,2,,01,2,04,18,412.73420905
5432107,1,4,1,2,1,3,3,1,5,4,,,,60000,,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,18,161.14915595
5432108,1,5,4,2,1,4,3,1,4,4,,,,300000,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,8,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,18,644.59662378
5432109,1,4,1,2,1,4,6,1,5,1,,,15000000,80000,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,1,2,,1,1,5,2,1,1,2,2,2,,2,,01,2,04,18,307.08857791
5432110,1,3,2,2,1,4,3,1,4,1,,,6000000,150000,,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,4,2,,1,1,5,2,1,1,2,2,2,,2,,01,2,04,18,185.90564222
5432111,1,2,1,2,1,3,4,1,4,4,,,,60000,,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,4,2,,1,1,5,1,1,1,2,2,2,,2,,01,2,04,18,161.14915595
5432112,1,2,1,2,1,4,3,1,5,4,,,,100000,,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,1,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,18,305.65847932
5432113,1,3,1,2,1,3,2,1,4,4,,,,130000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,1,1,5,2,1,1,2,2,2,,2,,01,2,04,18,305.65847932
5432114,1,4,1,2,1,4,3,1,4,1,,,30000000,300000,,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,,1,1,1,4,1,1,2,2,2,,2,,01,2,04,18,161.14915595
5432115,1,4,1,2,1,3,2,1,4,4,,,,170000,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,3,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,18,176.33719952
5432116,1,3,1,2,1,4,3,1,4,1,,,5000000,100000,,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,1,2,2,,1,1,5,2,1,1,2,2,2,,2,,01,2,04,18,161.14915595
5432117,1,4,3,2,1,3,3,1,5,1,,,16000000,100000,,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,4,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,18,315.51198751
5432118,1,3,2,2,1,4,3,1,4,1,,,4000000,100000,,2,2,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,,1,1,5,2,1,1,2,2,2,,2,,01,2,04,18,334.97093762
5432119,1,4,2,2,1,3,2,1,4,1,,,36000000,90000,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,3,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,18,286.19952921
5432120,1,5,2,2,1,4,4,1,4,1,,,18000000,250000,,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,5,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,18,644.59662378
5432121,1,2,1,2,1,3,4,1,5,1,,,10000000,80000,,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,5,2,,1,1,5,1,1,1,2,2,2,,2,,01,2,04,18,429.90859881
5432122,1,3,1,2,1,4,3,1,4,1,,,5500000,150000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,3,2,,1,1,5,2,1,1,2,2,2,,2,,01,2,04,18,191.64028378
5432123,1,2,1,2,1,3,3,1,4,1,,,8000000,60000,,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,4,2,,1,1,5,1,1,1,2,2,2,,2,,01,2,04,18,542.34055434
5432124,1,4,2,2,1,4,3,1,4,1,,,15000000,200000,,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,3,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,18,161.14915595
5432125,1,3,2,2,1,3,2,1,4,1,,,12000000,70000,,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,,1,1,5,2,1,1,2,2,2,,2,,01,2,04,18,464.57728291
5432126,1,4,3,3,1,4,3,1,5,4,,,,200000,,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,3,2,,1,1,5,2,1,1,2,2,2,,2,,01,2,04,18,286.19952921
5432127,1,2,1,2,1,4,3,1,4,1,,,8000000,80000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,,1,1,5,2,1,1,2,2,2,,2,,01,2,04,18,307.08857791
5432128,1,4,1,2,1,4,3,1,4,4,,,,150000,,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,18,161.14915595
5432129,1,4,2,2,1,3,3,1,4,4,,,,160000,,2,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,5,2,,1,1,1,4,1,1,2,2,2,,2,,01,2,04,18,364.5684614
5432130,1,4,1,2,1,4,3,1,4,4,,,,150000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,1,1,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,18,305.65847932
5432131,1,5,2,2,1,4,3,1,4,4,,,,250000,,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,4,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,18,542.34055434
5432132,1,3,2,2,1,4,3,1,4,1,,,5000000,150000,,2,1,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,1,1,1,5,2,,1,1,5,2,1,1,2,2,2,,2,,01,2,04,18,474.43079109
5432133,1,3,1,2,1,4,3,1,4,4,,,,170000,,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,18,510.52957377
5432134,1,5,2,2,1,3,3,1,4,1,,,14000000,80000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,3,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,18,161.14915595
5432135,1,2,1,2,1,4,3,1,4,4,,,,100000,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,18,307.08857791
5432136,1,4,1,2,1,3,3,1,4,1,,,9000000,90000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,18,206.85001777
5432137,1,3,2,2,1,4,3,1,4,1,,,5500000,160000,,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,5,2,,1,1,5,2,1,1,2,2,2,,2,,01,2,04,18,161.14915595
5432138,1,3,1,6,,4,2,1,4,4,,,,120000,,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,18,591.11196274
5432139,1,3,2,2,1,4,3,1,4,1,,,7000000,200000,,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,2,4,2,,1,1,5,2,1,1,2,2,2,,2,,01,2,04,18,161.14915595
5432474,1,5,2,1,1,1,3,1,3,4,,,,400000,,2,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,4,2,,1,1,1,4,1,2,1,1,1,1,2,,01,2,04,50,3493.6179959
5432478,1,4,1,1,1,1,1,1,3,4,,,,400000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,,1,2,,1,1,1,4,1,1,1,1,1,1,1,2,01,2,04,50,1503.6317151
5432488,1,4,1,1,1,1,1,1,3,1,,,130000000,300000,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,,1,1,1,4,1,2,1,1,1,1,1,2,01,2,04,50,1702.7648347
5432489,1,2,1,1,1,1,3,1,3,1,,,60000000,200000,,2,2,2,2,2,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,,1,1,1,4,1,1,1,1,1,1,2,,01,2,04,50,1503.6317151
5432490,1,3,1,1,1,1,3,1,3,4,,,,200000,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,1,2,,1,1,1,4,1,1,1,1,1,1,2,,01,2,04,50,1503.6317151
5432491,1,4,1,1,1,1,1,1,3,3,,,,,200000,2,1,2,1,1,1,1,2,2,2,1,1,2,2,2,2,1,1,1,2,2,1,1,3,2,,1,1,1,4,1,1,1,1,1,1,1,2,01,2,04,50,2078.1574292
5432492,1,2,1,1,1,1,1,1,3,3,,,,,360000,2,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,1,2,2,1,1,1,2,,1,1,1,4,1,1,1,1,1,1,1,2,01,2,04,50,1335.2575355
5432499,1,4,2,2,1,4,3,1,4,1,,,40000000,200000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,,2,2,,1,1,1,4,1,2,2,2,2,,2,,01,2,04,50,1852.7883657
5432500,1,3,1,2,1,4,3,1,4,4,,,,300000,,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,,3,2,,1,1,1,4,1,2,2,2,2,,2,,01,2,04,50,3280.6993928
5432506,1,2,1,2,1,4,3,6,,4,,,,200000,,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,1,1,1,4,1,2,2,2,2,,2,,01,2,04,50,2953.1626524
5432507,1,3,2,2,1,4,3,1,4,4,,,,400000,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,4,2,,1,1,1,4,1,2,2,2,2,,2,,01,2,04,50,2011.9509265
5432508,1,4,2,2,1,4,3,1,4,4,,,,350000,,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,2,,1,1,1,4,1,2,2,2,2,,2,,01,2,04,50,2051.9214852
5432509,1,2,1,2,1,4,3,6,,4,,,,200000,,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,1,1,1,4,1,2,2,2,2,,2,,01,2,04,50,2953.1626524
5432510,1,3,2,2,1,4,3,1,4,4,,,,400000,,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,1,1,2,2,1,1,5,2,,1,1,1,4,1,2,2,2,2,,2,,01,2,04,50,3913.6348784
5432511,1,2,1,2,1,4,3,6,,4,,,,300000,,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,1,1,1,4,1,2,2,2,2,,2,,01,2,04,50,2953.1626524
5432512,1,2,1,2,1,4,3,1,4,4,,,,250000,,2,2,2,1,1,1,1,2,2,2,1,2,1,2,2,2,2,1,1,2,2,1,2,2,2,,1,1,1,4,1,2,2,2,2,,2,,01,2,04,50,1799.8610106
5432513,1,2,1,2,1,4,3,1,4,4,,,,300000,,2,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,1,2,,1,1,1,4,1,2,2,2,2,,2,,01,2,04,50,3068.6094769
5432514,1,2,1,2,1,4,3,1,4,4,,,,200000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,,1,1,1,4,1,2,2,2,2,,2,,01,2,04,50,1503.6317151
5432515,1,4,2,2,1,4,3,1,4,4,,,,400000,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,,1,1,1,4,1,2,2,2,2,,2,,01,2,04,50,1702.7648347
5432516,1,2,1,2,1,4,6,1,4,4,,,,300000,,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,1,2,2,1,2,3,2,,1,1,1,4,1,2,2,2,2,,2,,01,2,04,50,3515.2379061
5432517,1,3,1,2,1,4,3,1,4,1,,,120000000,300000,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,,1,2,,1,1,1,4,1,1,2,2,2,,2,,01,2,04,50,2803.1391214
5432518,1,2,1,2,1,4,6,1,5,4,,,,100000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,50,1684.4141861
5432519,1,3,2,2,1,4,3,1,4,4,,,,500000,,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,1,1,6,2,,1,1,1,4,1,3,2,2,2,,2,,01,2,04,50,2967.8115922
5432522,1,3,2,2,1,4,5,1,5,3,,,,,100000,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,3,2,,1,1,1,2,1,0,2,2,2,,2,,01,2,04,50,1618.2076833
5432523,1,3,1,2,1,4,3,1,5,4,,,,200000,,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,,1,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,50,2803.1391214
5432525,1,1,1,2,1,1,3,1,4,4,,,,300000,,2,2,2,2,1,2,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,1,1,1,2,,1,1,1,4,1,1,2,2,1,1,2,,01,2,04,50,2953.1626524
5432526,1,3,2,2,1,1,3,1,4,1,,,98,600000,,2,2,2,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,1,1,2,,1,2,1,2,1,3,2,2,1,1,1,2,01,2,04,50,1503.6317151
5432527,1,3,1,2,1,4,6,1,5,4,,,,300000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,50,1534.3906551
5432529,1,2,2,2,1,1,3,1,4,5,,,,200000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,,1,1,1,2,1,3,2,2,1,1,2,,01,2,04,50,1302.0030009
5432531,1,1,1,2,1,1,3,1,4,5,,,,500000,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,1,1,1,2,1,3,2,2,1,1,2,,01,2,04,50,1335.2575355
5432533,1,2,1,2,1,4,3,1,4,4,,,,200000,,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,2,2,,1,1,1,4,1,1,2,2,2,,2,,01,2,04,50,1852.7883657
5432535,1,4,3,2,1,4,6,1,4,4,,,,450000,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,1,2,2,1,4,9,2,,1,1,1,2,1,4,2,2,2,,2,,01,2,04,50,3007.8779905
5432538,1,2,1,2,1,4,2,1,4,4,,,,200000,,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,,1,1,1,4,1,1,2,2,2,,2,,01,2,04,50,1702.7648347
5432540,1,3,1,2,1,4,2,1,4,1,,,99,400000,,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,2,,1,1,1,2,1,9,2,2,2,,2,,01,2,04,50,3630.6847306
5432541,1,3,1,2,1,4,3,1,4,4,,,,200000,,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,,1,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,50,2803.1391214
5432556,1,4,3,2,1,4,1,1,5,4,,,,100000,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,4,2,,1,1,1,2,1,2,2,2,2,,1,1,01,2,04,54,797.99246604
5432557,1,3,2,2,1,4,1,1,5,4,,,,100000,,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,3,2,,1,1,1,2,1,2,2,2,2,,1,1,01,2,04,54,1346.8015831
5432558,1,3,1,2,1,4,1,1,5,1,,,98,120000,,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,1,1,1,2,1,2,2,2,2,,1,1,01,2,04,54,1073.9734571
5432559,1,3,1,2,1,4,1,1,5,1,,,98,120000,,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,1,1,1,2,1,2,2,2,2,,1,1,01,2,04,54,576.09004807
5432560,1,2,1,2,1,4,1,1,5,4,,,,100000,,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,,1,1,3,2,1,2,2,2,2,,1,1,01,2,04,54,1106.0864774
5432561,1,3,1,2,1,4,1,1,5,4,,,,220000,,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,1,1,1,2,1,2,2,2,2,,1,1,01,2,04,54,1073.9734571
5432932,1,1,1,2,1,4,1,1,5,1,,,5000000,100000,,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,3,2,,1,1,1,1,1,1,2,2,2,,1,1,01,2,04,19,3455.5181271
5432933,1,3,2,2,1,4,2,1,5,1,,,98,100000,,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,4,2,,1,1,7,1,1,1,2,2,2,,2,,01,2,04,19,5998.4386264
5432934,1,3,2,4,1,4,6,1,5,4,,,,50000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,,1,1,4,2,1,1,2,2,2,,2,,01,2,04,19,7169.3829577
5432935,1,3,2,6,,4,2,5,5,1,,,1000000,50000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,3,2,,1,1,1,3,2,,2,2,2,,2,,01,2,04,19,5312.9533921
5432936,1,3,2,4,1,4,6,1,5,1,,,15000000,100000,,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,,2,2,,1,1,7,1,1,1,2,2,2,,2,,01,2,04,19,6655.0097385
5432937,1,1,1,2,1,4,2,1,5,1,,,98,50000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,2,,1,1,4,1,1,1,2,2,2,,2,,01,2,04,19,4293.140933
5432938,1,2,1,2,1,4,2,1,5,1,,,98,100000,,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,,3,2,,1,1,5,1,1,1,2,2,2,,2,,01,2,04,19,6701.3363239
5432939,1,2,1,4,1,4,2,1,5,1,,,98,50000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,,1,1,7,1,1,1,2,2,2,,2,,01,2,04,19,2275.4608546
5432940,1,1,1,2,1,4,1,1,5,1,,,98,150000,,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,1,2,,1,1,4,1,1,1,2,2,2,,1,2,01,2,04,19,5946.5602843
5432941,1,3,1,2,1,4,1,1,5,1,,,98,100000,,2,2,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,,1,1,4,1,1,1,2,2,2,,1,1,01,2,04,19,2324.7547105
5432942,1,3,3,2,1,4,1,1,5,1,,,25000000,220000,,2,2,2,2,1,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,4,2,,1,1,3,2,1,1,2,2,2,,1,2,01,2,04,19,1792.3457394
5432943,1,2,1,2,1,4,2,1,5,1,,,98,150000,,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,,1,2,,1,1,5,1,1,9,2,2,2,,2,,01,2,04,19,5946.5602843
5432961,1,3,2,2,1,4,1,1,5,4,,,,80000,,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,4,2,,1,1,1,3,1,1,2,2,2,,1,1,01,2,04,19,2672.0281186
5432962,1,2,1,2,1,4,2,1,5,1,,,98,150000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,19,668.00702966
5432963,1,2,2,2,1,4,2,1,4,1,,,12000000,150000,,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,3,2,,1,1,1,4,1,1,2,2,2,,2,,01,2,04,19,668.00702966
5432965,1,5,3,2,1,4,1,1,5,1,,,99,300000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,5,6,2,,1,1,1,2,1,1,2,2,2,,1,1,01,2,04,19,1311.8110135
5432966,1,2,2,2,1,4,1,1,5,1,,,8000000,100000,,2,2,2,2,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,6,2,,1,1,5,1,1,1,2,2,2,,1,2,01,2,04,19,1842.0757464
5432967,1,1,1,2,1,4,1,1,4,1,,,98,100000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,4,2,,1,1,5,1,1,1,2,2,2,,1,2,01,2,04,19,1718.1671725
5432968,1,3,2,2,1,4,2,1,5,1,,,99,400000,,2,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,3,3,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,19,668.00702966
