DIRECTORIO,SECUENCIA_P,P5000,P5010,P5020,P5030,P5040,P5050,P5070,P5080,P5090,P5090S1,P5100,P5110,P5130,P5140,P5210S1,P5210S2,P5210S3,P5210S4,P5210S5,P5210S6,P5210S7,P5210S8,P5210S9,P5210S10,P5210S11,P5210S14,P5210S15,P5210S16,P5210S17,P5210S18,P5210S19,P5210S20,P5210S21,P5210S22,P5210S24,P5220,P5220S1,P6008,P6007,P6007S1,HOGAR,P4000,P4010,P4020,P4030S1,P4030S1A1,P4030S2,P4030S3,P4030S4,P4030S4A1,P4030S5,P4040,REGIS,CLASE,MES,DPTO,fex_c_2011
5434900,1,2,1,1,1,1,1,1,4,3,,,,,200000,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,,1,1,1,4,1,2,2,1,1,1,1,2,01,2,04,15,1321.1990155
5434901,1,3,2,2,1,4,1,1,5,4,,,,150000,,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,3,2,,1,1,1,2,1,2,2,2,2,,1,2,01,2,04,15,3919.4077019
5434902,1,4,3,2,1,4,1,1,4,1,,,98,98,,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,5,2,,1,1,1,4,1,2,2,2,2,,1,2,01,2,04,15,1998.1081455
5434903,1,3,2,2,1,4,1,1,5,1,,,98,200000,,2,1,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,3,2,,1,1,1,2,1,2,2,2,2,,1,2,01,2,04,15,1685.6186807
5434904,1,4,3,2,1,5,1,1,4,1,,,60000000,250000,,2,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,1,2,2,2,1,2,4,2,,1,1,1,2,1,2,2,2,2,,1,2,01,2,04,15,2050.0383459
5434905,1,3,2,2,1,4,2,1,4,1,,,98,98,,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,,1,1,1,4,1,2,2,2,2,,1,2,01,2,04,15,1453.2661769
5434906,1,4,2,2,1,4,1,1,4,1,,,80000000,300000,,2,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,1,1,3,2,,1,1,1,2,1,2,2,2,2,,1,2,01,2,04,15,1700.0123251
5434907,1,4,2,2,1,4,1,1,4,3,,,,,300000,2,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,3,2,,1,1,1,4,1,2,2,2,2,,1,2,01,2,04,15,1685.6186807
5434908,1,4,3,1,1,1,1,1,4,1,,,100000000,500000,,2,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,1,2,1,3,5,2,,1,1,1,4,1,2,2,1,1,1,1,2,01,2,04,15,1021.2482756
5434909,1,4,3,1,1,1,1,1,4,5,,,,150000,,2,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,3,5,2,,1,1,1,4,1,2,2,1,1,1,1,2,01,2,04,15,2365.4197983
5434910,1,3,1,1,1,1,1,1,4,1,,,98,400000,,2,1,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,,1,1,1,4,1,2,2,1,1,1,1,2,01,2,04,15,1179.3991988
5434911,1,4,2,1,1,1,1,1,5,3,,,,,280000,2,1,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,4,2,,1,1,1,4,1,2,2,1,1,1,1,2,01,2,04,15,3066.0760806
5434912,1,2,1,1,1,1,1,6,,5,,,,98,,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,1,2,1,4,1,2,2,1,1,1,1,2,01,2,04,15,2198.6900122
5434913,1,3,2,1,1,1,1,1,4,1,,,98,98,,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,4,2,,1,1,1,4,1,2,2,1,1,1,1,2,01,2,04,15,3003.9829959
5434914,1,3,1,1,1,1,1,1,4,3,,,,,400000,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,,1,1,1,4,1,2,2,1,1,1,1,2,01,2,04,15,1335.5926599
5437364,1,3,2,1,1,1,1,1,4,1,,,98,98,,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,1,4,2,,1,1,1,2,1,1,2,1,1,1,1,2,01,2,04,20,1214.4657738
5437365,1,4,2,1,1,1,1,1,4,4,,,,200000,,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,1,2,2,1,2,3,2,,1,1,1,4,1,1,2,1,1,1,1,2,01,2,04,20,901.16251767
5437366,1,3,2,1,1,1,1,1,4,4,,,,100000,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,4,2,,1,1,1,2,1,1,2,1,1,1,1,2,01,2,04,20,764.41149145
5437367,1,4,1,1,1,1,1,1,4,1,,,20000000,200000,,2,2,1,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,1,2,2,,1,1,1,4,1,1,2,1,1,1,1,2,01,2,04,20,1113.6961484
5437368,1,3,1,1,1,1,1,1,4,3,,,,,300000,2,1,2,1,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,,1,1,1,2,1,1,2,1,1,1,1,2,01,2,04,20,1668.2075557
5437369,1,2,1,1,1,1,1,4,4,1,,,98,150000,,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,,2,2,,1,1,1,2,1,1,2,1,1,1,1,2,01,2,04,20,807.03424003
5437371,1,4,2,1,1,1,1,1,4,1,,,50000000,100000,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,1,2,2,1,2,6,2,,1,1,1,2,1,1,2,1,1,1,1,2,01,2,04,20,1439.8305457
5437373,1,2,1,1,1,1,1,4,4,3,,,,,20000,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,,3,2,,1,1,1,2,1,1,2,1,1,1,1,2,01,2,04,20,877.68124505
5437374,1,2,1,1,1,1,1,6,,1,,,98,98,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,,1,2,,1,1,1,2,1,1,2,1,1,1,1,2,01,2,04,20,1336.641341
5437375,1,2,2,1,1,1,1,1,4,3,,,,,180000,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,2,3,2,,1,1,1,2,1,1,2,1,1,1,1,2,01,2,04,20,1445.262363
5437376,1,2,1,1,1,1,1,1,4,3,,,,,200000,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,3,2,,1,1,1,2,1,1,2,1,1,1,1,2,01,2,04,20,1232.6460176
5437377,1,1,1,1,1,1,1,2,4,4,,,,100000,,2,2,2,1,2,1,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,1,1,3,2,,1,1,1,2,1,1,2,1,1,1,1,2,01,2,04,20,1267.8218498
5437378,1,2,1,1,1,1,1,1,4,1,,,25000000,150000,,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,1,4,2,,1,1,1,2,1,1,2,1,1,1,1,2,01,2,04,20,1301.169618
5437379,1,2,1,1,1,1,1,1,4,4,,,,120000,,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,1,1,2,2,1,1,3,2,,1,1,1,2,1,1,2,1,1,1,1,2,01,2,04,20,1176.4917569
5437380,1,4,3,1,1,1,1,1,4,4,,,,250000,,2,2,1,2,1,1,1,2,2,2,1,2,2,2,2,2,1,1,1,2,2,1,2,4,2,,1,1,1,2,1,1,2,1,1,1,1,2,01,2,04,20,1250.7433491
5437381,1,3,1,1,1,1,1,1,4,3,,,,,300000,2,2,2,2,2,1,1,2,2,2,1,2,2,1,2,2,1,2,1,2,2,1,2,2,2,,1,1,1,2,1,1,2,1,1,1,1,2,01,2,04,20,1124.1077104
5437382,1,3,2,1,1,1,1,1,4,4,,,,100000,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,,1,1,1,2,1,1,2,1,1,1,1,2,01,2,04,20,1075.8048461
5437383,1,4,3,1,1,1,1,1,4,4,,,,200000,,2,1,1,1,1,1,1,2,2,2,1,2,1,2,2,2,1,2,1,2,2,1,2,5,2,,1,1,1,2,1,1,2,1,1,1,1,2,01,2,04,20,630.38801093
5437384,1,2,2,1,1,1,1,1,4,1,,,98,50000,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,14,2,,1,1,1,2,1,1,2,1,1,1,1,2,01,2,04,20,1465.2465629
5437385,1,3,1,1,1,1,1,1,4,1,,,98,200000,,2,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,,1,1,1,2,1,1,2,1,1,1,1,2,01,2,04,20,731.16892086
5437386,1,2,1,1,1,1,1,1,4,3,,,,,150000,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,5,2,,1,1,1,2,1,1,2,1,1,1,1,2,01,2,04,20,1369.6932184
5437388,1,2,1,1,1,1,1,1,4,1,,,99,98,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,,2,2,,1,1,1,2,1,1,2,1,1,1,1,2,01,2,04,20,807.03424003
5437389,1,2,1,2,1,4,6,1,4,4,,,,100000,,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,2,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,20,1407.2883461
5437390,1,3,1,6,,4,6,1,5,4,,,,98,,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,1,6,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,20,1154.0897445
5437391,1,2,1,2,1,4,6,1,5,1,,,98,500000,,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,,4,2,,1,1,1,1,1,1,2,2,2,,2,,01,2,04,20,1521.1276822
5437392,1,1,1,6,,4,6,5,5,4,,,,98,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,2,,1,1,2,1,2,,2,2,2,,2,,01,2,04,20,1270.6200345
5437393,1,3,1,2,1,4,6,1,5,4,,,,50000,,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,,1,1,5,2,1,1,2,2,2,,2,,01,2,04,20,1336.641341
5437394,1,3,2,2,1,4,6,5,5,1,,,98,50000,,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,4,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,20,1551.6772656
5437395,1,3,2,6,,4,6,1,4,1,,,15000000,200000,,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,1,2,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,20,1100.6264377
5437396,1,1,1,2,1,4,6,1,4,4,,,,100000,,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,2,3,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,20,1151.6701653
5437397,1,3,2,6,,4,6,1,5,4,,,,300000,,2,2,2,1,1,1,2,2,2,2,1,2,1,2,2,2,1,1,1,2,2,1,1,5,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,20,1038.2097185
5437398,1,4,3,2,1,4,6,1,5,1,,,98,98,,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,1,1,5,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,20,1551.7599803
5437399,1,1,1,6,,4,6,2,5,1,,,98,98,,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,2,2,2,,1,1,5,1,1,1,2,2,2,,2,,01,2,04,20,1124.1077104
5437400,1,3,1,2,1,4,6,1,5,1,,,98,98,,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,,1,1,3,2,1,1,2,2,2,,2,,01,2,04,20,807.03424003
5437401,1,2,1,6,,4,6,5,4,4,,,,98,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,2,7,2,,1,1,8,2,1,1,2,2,2,,2,,01,2,04,20,1569.1346556
5437402,1,3,1,2,1,4,3,1,4,4,,,,50000,,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,5,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,20,1705.8029671
5437403,1,4,2,2,1,4,6,1,4,1,,,99,300000,,2,2,2,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,1,2,2,1,2,2,2,,1,1,1,4,1,1,2,2,2,,2,,01,2,04,20,814.8856365
5437404,1,3,2,2,1,4,3,1,5,1,,,98,250000,,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,2,4,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,20,1513.7859634
5437410,1,1,1,2,2,4,3,1,4,4,,,,150000,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,3,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,20,1024.655921
5437411,1,2,1,2,2,4,3,1,4,4,,,,200000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,20,807.03424003
5437412,1,3,2,2,1,4,2,1,4,4,,,,98,,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,2,3,1,1,1,1,1,2,1,1,2,2,2,,2,,01,2,04,20,1138.6004547
5437413,1,2,1,6,,4,3,1,4,4,,,,150000,,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,3,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,20,1445.262363
5437414,1,5,2,2,1,4,3,1,4,4,,,,200000,,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,5,2,,1,1,1,4,1,1,2,2,2,,2,,01,2,04,20,1462.6370383
5437415,1,3,1,2,1,4,3,1,4,4,,,,150000,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,,1,1,2,1,1,1,2,1,1,2,2,2,,2,,01,2,04,20,731.16892086
5437416,1,3,2,2,1,4,3,1,4,3,,,,,200000,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,4,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,20,1637.2793667
5437417,1,2,1,2,1,4,3,1,4,4,,,,100000,,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,2,1,1,1,1,1,2,1,1,2,2,2,,2,,01,2,04,20,1075.8048461
5437426,1,2,1,6,,1,1,4,4,1,,,7000000,80000,,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,4,2,,1,1,1,4,1,1,2,2,1,1,1,2,01,2,04,20,1778.5260508
5437427,1,1,1,6,,1,1,5,5,3,,,,,100000,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,,3,2,,1,1,1,2,1,1,2,2,1,1,1,2,01,2,04,20,1568.7557663
5437428,1,2,1,6,,1,1,4,4,3,,,,,100000,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,5,2,,1,2,1,1,1,1,2,2,1,1,1,2,01,2,04,20,1308.5940515
5437429,1,1,1,6,,1,1,5,5,4,,,,50000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,5,2,,1,3,8,1,1,1,2,2,1,1,1,1,01,2,04,20,795.04378961
5437430,1,1,1,6,,1,1,1,5,4,,,,30000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,,2,2,,1,3,8,1,1,1,2,2,1,1,1,1,01,2,04,20,807.03424003
5437432,1,4,3,2,1,1,1,1,5,4,,,,150000,,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,,3,1,1,1,1,1,2,1,1,2,2,1,1,1,2,01,2,04,20,630.38801093
5437433,1,2,1,2,1,1,1,5,4,1,,,5000000,40000,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,,4,2,,1,1,8,1,1,1,2,2,1,1,1,1,01,2,04,20,1087.4515295
5437436,1,3,2,2,1,1,1,1,4,4,,,,80000,,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,1,7,2,,1,1,1,2,1,1,2,2,1,1,1,1,01,2,04,20,1751.2014175
5437438,1,2,2,2,1,1,1,1,4,1,,,20000000,120000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,,3,2,,1,1,1,1,1,1,2,2,1,1,1,1,01,2,04,20,845.00825697
5437439,1,5,3,2,1,2,1,4,4,1,,,5000000,150000,,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,5,2,,1,1,1,2,1,1,1,2,2,,1,2,01,2,04,20,708.33994545
5437440,1,2,1,2,1,1,1,1,4,3,,,,,30000,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,4,2,,1,1,4,2,1,1,2,2,1,1,1,1,01,2,04,20,1606.7297833
5437441,1,2,1,2,1,3,2,1,4,4,,,,100000,,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,5,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,20,1521.2103969
5437442,1,1,1,2,1,4,3,6,,4,,,,50000,,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,1,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,20,1298.7500388
5437443,1,2,2,2,2,4,3,1,4,4,,,,200000,,2,2,2,1,1,1,1,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,,5,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,20,1126.5272895
5437444,1,1,1,2,2,3,2,6,,4,,,,70000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,20,1630.2335387
5437445,1,3,2,2,1,4,2,1,4,4,,,,150000,,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,4,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,20,1544.3355469
5437446,1,3,2,2,1,4,3,1,4,4,,,,50000,,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,1,4,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,20,1270.6200345
5437447,1,1,1,2,2,4,3,6,,4,,,,100000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,,1,1,7,1,2,,2,2,2,,2,,01,2,04,20,1336.641341
5437448,1,4,1,2,1,1,1,1,3,2,,500000,98,300000,,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,1,5,2,,1,1,1,2,1,1,1,2,1,1,1,1,01,2,04,20,2006.7368836
5437449,1,3,2,1,1,1,1,1,3,1,,,30000000,300000,,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,,2,2,,1,1,1,2,1,1,1,1,1,1,1,1,01,2,04,20,807.03424003
5437450,1,1,1,2,2,4,10,5,5,4,,,,98,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,3,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,20,1072.7787449
5437451,1,1,1,2,2,4,4,5,5,4,,,,98,,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,5,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,20,1534.3796106
5437452,1,4,2,1,1,1,1,1,3,1,,,30000000,300000,,2,2,1,2,1,1,1,2,2,2,1,2,1,2,2,2,1,1,2,2,2,1,2,4,2,,1,1,1,2,1,1,1,1,1,1,1,1,01,2,04,20,1637.2793667
5437453,1,7,1,1,1,1,1,1,3,1,,,60000000,500000,,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,,1,2,1,2,1,1,1,1,1,1,1,1,01,2,04,20,1336.641341
5437454,1,3,1,2,1,1,1,1,3,4,,,,200000,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,,1,1,1,2,1,1,1,2,1,1,1,1,01,2,04,20,731.16892086
5437455,1,1,1,2,2,4,10,6,,4,,,,100000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,20,1202.3165981
5437456,1,4,2,6,,4,6,1,4,4,,,,150000,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,4,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,20,1389.1387345
5437457,1,4,3,1,1,1,1,1,3,1,,,25000000,300000,,2,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,3,2,,1,1,1,2,1,1,1,1,1,1,1,1,01,2,04,20,901.16251767
5437458,1,4,1,2,1,4,10,1,5,4,,,,100000,,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,4,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,20,1432.5874396
5437462,1,1,1,2,1,4,6,1,4,4,,,,200000,,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,2,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,20,1001.776111
5437464,1,3,2,2,2,4,6,5,5,4,,,,200000,,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,2,4,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,20,1368.2631263
5437466,1,1,1,2,2,4,6,1,5,4,,,,98,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,2,,1,1,1,2,1,1,2,2,2,,2,,01,2,04,20,1556.3457389
5437469,1,1,1,2,1,1,1,6,,3,,,,,100000,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,1,1,2,,1,3,1,2,1,1,2,2,1,1,1,1,01,2,04,20,1630.2335387
5437473,1,2,1,1,1,1,1,1,3,1,,,50000000,300000,,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,1,1,1,2,1,1,1,1,1,1,1,1,01,2,04,20,1336.641341
5437481,1,2,1,2,1,4,2,1,5,4,,,,400000,,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,1,3,2,,1,1,2,2,1,1,2,2,2,,2,,01,2,04,20,1285.5751306
5437482,1,1,1,6,,4,2,5,5,4,,,,30000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,,1,2,,1,1,4,1,1,1,2,2,2,,2,,01,2,04,20,1630.2335387
5437483,1,2,1,6,,4,2,5,5,4,,,,150000,,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,4,2,,1,1,5,1,1,1,2,2,2,,2,,01,2,04,20,1513.7859634
5437484,1,3,2,2,1,4,2,1,5,1,,,98,150000,,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,1,4,2,,1,1,3,2,1,1,2,2,2,,2,,01,2,04,20,1602.1035345
5437485,1,1,1,2,1,3,6,1,5,1,,,2000000,80000,,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,8,2,,1,1,7,1,1,1,2,2,2,,2,,01,2,04,20,1159.473488
5437486,1,2,1,6,,4,2,5,5,4,,,,100000,,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,,8,2,,1,1,3,1,1,1,2,2,2,,2,,01,2,04,20,1245.0755891
5437487,1,2,1,2,1,4,2,5,5,4,,,,70000,,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,,3,2,,1,1,5,1,1,1,2,2,2,,2,,01,2,04,20,1176.4917569
5437488,1,3,1,2,1,2,2,1,5,4,,,,100000,,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,,1,1,5,1,1,1,2,2,2,,2,,01,2,04,20,807.03424003
5437505,1,2,1,2,1,1,1,1,3,1,,,10000000,100000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,2,2,,1,1,1,2,1,1,1,2,1,2,1,2,01,2,04,20,567.03765288
5437506,1,3,2,2,1,1,1,1,3,1,,,98,200000,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,1,3,2,,1,1,1,2,1,1,1,2,1,2,1,2,01,2,04,20,1058.2611232
5437508,1,2,1,2,1,1,1,1,3,3,,,,,60000,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,,1,1,1,2,1,1,1,2,1,2,1,2,01,2,04,20,967.69266598
5437509,1,3,2,2,1,1,1,1,3,1,,,98,200000,,2,2,2,1,1,1,1,2,2,2,1,1,2,2,2,2,1,2,1,2,2,1,1,4,2,,1,1,1,4,1,1,1,2,1,2,1,2,01,2,04,20,587.02884191
5437510,1,3,2,2,1,1,1,1,3,3,,,,,130000,2,1,2,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,1,2,2,1,2,5,2,,1,1,1,2,1,1,1,2,1,2,1,2,01,2,04,20,1315.6504547
5437511,1,3,2,2,1,1,1,1,3,1,,,98,100000,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,6,2,,1,1,1,2,1,1,1,2,1,2,1,2,01,2,04,20,1085.7204263
5437512,1,3,2,2,1,1,1,1,3,4,,,,200000,,2,1,2,1,1,1,1,1,2,2,1,2,1,1,2,2,1,2,2,2,2,1,2,4,2,,1,1,1,2,1,1,1,2,1,2,1,2,01,2,04,20,844.75873126
5437513,1,3,2,1,1,1,1,1,3,1,,,98,200000,,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,5,2,,1,2,1,2,1,1,1,1,1,2,1,2,01,2,04,20,1233.4985091
5437514,1,3,1,2,1,1,1,1,3,4,,,,10000000,,2,1,2,2,1,1,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,1,1,2,2,,1,1,1,2,1,1,1,2,1,2,1,2,01,2,04,20,1265.8639867
5437515,1,3,2,2,1,1,1,1,5,1,,,98,100000,,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,4,2,,1,2,1,2,1,1,2,2,1,2,1,2,01,2,04,20,1099.4813469
