DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,CLASE,P7430,P7450,P7450S1,P7452,P7454,P7456,P7458,P7458S1,P7460,P7470,P7472,P7472S1,P744,P1884,P1807,P6921,INI,MES,p7440,DPTO,fex_c_2011
5431957,1,2,1,80,2,1,3,,2,,,8,,2,,2,,,,,2,1,04,4,76,3273.3228048
5431958,1,1,1,80,2,1,3,,2,,,11,,2,,2,,,,,2,1,04,4,76,3273.3228048
5431958,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,76,3273.3228048
5431958,1,6,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,76,3273.3228048
5431961,1,1,1,80,2,1,7,,2,,,9,,2,,2,,,,,2,1,04,4,76,3273.3228048
5431961,1,2,1,80,2,1,4,,2,,,8,,2,,2,,,,,2,1,04,3,76,3273.3228048
5431961,1,6,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,76,3273.3228048
5431962,1,1,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,76,3273.3228048
5431962,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,76,3273.3228048
5431962,1,3,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,04,3,76,3273.3228048
5431962,1,4,1,80,2,1,4,,2,,,4,,3,,2,,,,,3,1,04,4,76,3273.3228048
5431962,1,5,1,80,2,1,3,,2,,,9,,1,,2,,,,,2,1,04,3,76,3273.3228048
5431963,1,1,1,80,2,1,7,,2,,,4,,2,,2,,2,,98,2,1,04,4,76,3273.3228048
5431964,1,3,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,76,3273.3228048
5431964,2,4,2,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,76,3273.3228048
5431966,1,2,1,80,2,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,76,3273.3228048
5431979,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,05,2629.4395173
5431979,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,05,2629.4395173
5431982,1,1,1,80,2,1,7,,2,,,6,,2,,2,,1,48,908000,2,1,04,2,05,2629.4395173
5431986,1,1,1,80,2,1,9,CAMBIO DE RESIDENCIA MUNICIPIO,2,,,9,,2,,2,,1,24,900000,2,1,04,4,05,5948.5928643
5431986,1,3,1,80,2,2,,,,2,,,.,2,,2,,1,48,908500,2,1,04,,05,5948.5928643
5431986,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,05,5948.5928643
5432005,1,4,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,05,4876.6389758
5432005,1,5,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,05,4876.6389758
5432006,1,2,1,80,2,1,6,,2,,,9,,2,,2,,,,,2,1,04,3,05,3512.5747549
5432006,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,05,3512.5747549
5432006,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,05,3512.5747549
5432006,1,5,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,05,3512.5747549
5432007,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,05,3126.9573354
5432008,1,2,1,80,2,1,9,TERMINO LA COSECHA,2,,,9,,2,,2,,,,,2,1,04,1.4,05,8335.393962
5432008,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,05,8335.393962
5432009,1,2,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,04,1.2,05,3375.1316144
5432011,1,2,1,80,2,1,3,,2,,,9,,2,,2,,2,,908500,2,1,04,3,05,6256.2183295
5432012,1,1,1,80,2,1,9,POR PANDEMIA,2,,,1,,2,,2,,,,,2,1,04,2,05,6220.1017845
5432012,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,05,6220.1017845
5432012,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,05,6220.1017845
5432013,1,2,1,80,2,1,7,,2,,,9,,2,,2,,,,,2,1,04,4,05,8849.2656199
5432013,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,05,8849.2656199
5432014,1,2,1,80,2,1,8,,2,,,9,,2,,2,,,,,2,1,04,2,05,2629.4395173
5432014,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,05,2629.4395173
5432015,1,2,1,80,2,2,,,,2,,,.,2,,2,,2,,908500,2,1,04,,05,3677.7048463
5432016,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,05,7056.6632978
5432019,1,2,1,80,2,1,9,CAMBIO DE PAIS,2,,,9,,2,,2,,,,,2,1,04,3,05,7857.1082661
5432020,1,2,1,80,2,1,9,TERMINO LA COSECHA,2,,,1,,2,,1,50000,1,24,200000,2,1,04,1.1,05,6266.1007785
5432022,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,05,3375.1316144
5432023,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,05,4693.1968413
5432025,1,2,1,80,2,2,,,,2,,,.,2,,2,,2,,400000,2,1,04,,05,9931.1019574
5432026,1,1,1,80,2,1,5,,2,,,8,,2,,2,,,,,2,1,04,4,05,2629.4395173
5432026,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,05,2629.4395173
5432027,1,2,1,80,2,2,,,,1,4,9,,2,,2,,1,50,800000,2,1,04,,05,2629.4395173
5432027,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,05,2629.4395173
5432028,1,2,1,80,2,1,3,,2,,,9,,2,,2,,2,,908500,2,1,04,1.4,05,2629.4395173
5432029,1,1,1,80,2,1,3,,2,,,12,POR QUE ESTA EN ESTADO DE EMBARAZO,2,,2,,,,,2,1,04,1.3,05,2877.259878
5432030,1,2,1,80,2,1,3,,2,,,9,,2,,2,,2,,908000,2,1,04,3,05,5419.6568162
5432030,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,05,5419.6568162
5432031,1,1,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,05,10517.758069
5432031,1,2,1,80,2,1,2,,2,,,2,,2,,2,,2,,98,2,1,04,1.3,05,10517.758069
5432031,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,05,10517.758069
5432032,1,1,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,2,05,2826.6095258
5432032,1,2,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,05,2826.6095258
5432033,1,2,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,04,2,05,3375.1316144
5432062,1,2,1,80,2,2,,,,2,,,.,2,,2,,1,24,600000,2,1,04,,17,1572.9676916
5432062,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,17,1572.9676916
5432068,1,2,1,80,2,1,8,,2,,,9,,2,,2,,,,,2,1,04,1.3,17,3141.8350762
5432068,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,17,3141.8350762
5432068,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,17,3141.8350762
5432069,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,17,1664.4210881
5432071,1,1,1,80,2,1,8,,2,,,9,,2,,2,,1,24,500000,2,1,04,3,17,885.68425155
5432071,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,17,885.68425155
5432073,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,17,885.68425155
5432073,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,17,885.68425155
5432073,1,5,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,17,885.68425155
5432073,1,6,1,80,2,1,4,,2,,,8,,2,,2,,,,,2,1,04,4,17,885.68425155
5432074,1,2,1,80,2,1,3,,2,,,6,,2,,2,,,,,2,1,04,2,18,3542.7370062
5432075,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,18,2980.732261
5432075,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,18,2980.732261
5432076,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,18,1734.0705068
5432076,1,4,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,18,1734.0705068
5432077,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,18,3542.7370062
5432078,1,2,1,80,2,1,3,,2,,,1,,2,,2,,,,,2,1,04,3,18,2607.4966242
5432078,1,3,1,80,2,1,6,,2,,,11,,,,2,,,,,,1,04,1.2,18,2607.4966242
5432078,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,18,2607.4966242
5432078,1,5,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,18,2607.4966242
5432079,1,3,1,80,2,1,4,,2,,,8,,2,,2,,,,,2,1,04,4,18,1045.4051995
5432082,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,18,2877.1135894
5432082,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,18,2877.1135894
5432082,1,5,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,18,2877.1135894
5432084,1,2,1,80,2,1,3,,2,,,1,,2,,2,,,,,2,1,04,2,18,1934.0380532
5432085,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,18,1734.0705068
5432085,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,18,1734.0705068
5432086,1,2,1,80,2,1,3,,2,,,1,,2,,2,,,,,2,1,04,3,18,206.47409564
5432087,1,2,1,80,2,2,,,,2,,,.,2,,2,,1,24,300000,2,1,04,,18,234.96211611
5432087,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,18,234.96211611
5432087,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,18,234.96211611
5432088,1,2,1,80,2,1,3,,2,,,1,,2,,2,,,,,2,1,04,3,18,334.97093762
5432089,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,18,206.85001777
5432090,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,2,18,384.02741151
5432091,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,18,315.51198751
5432091,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,18,315.51198751
5432093,1,2,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,18,222.28949038
5432095,1,2,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,18,161.14915595
5432095,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,18,161.14915595
5432096,1,2,1,80,2,1,3,,2,,,1,,2,,2,,,,,2,1,04,1.4,18,161.14915595
5432097,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,18,383.42175075
5432098,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,18,161.14915595
5432099,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,3,18,591.39702823
5432099,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,18,591.39702823
5432100,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,3,18,639.56277588
5432101,1,2,1,80,2,1,3,,2,,,1,,2,,2,,,,,2,1,04,4,18,161.14915595
5432102,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,18,206.85001777
5432103,1,2,1,80,2,1,3,,2,,,4,,2,,2,,,,,2,1,04,4,18,161.14915595
5432105,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,18,640.16843663
5432106,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,18,412.73420905
5432106,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,18,412.73420905
5432107,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,3,18,161.14915595
5432108,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,18,644.59662378
5432108,1,5,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,18,644.59662378
5432108,1,8,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,1.2,18,644.59662378
5432110,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,1.2,18,185.90564222
5432111,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,2,18,161.14915595
5432111,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,18,161.14915595
5432115,1,2,1,80,2,1,6,,2,,,9,,2,,2,,,,,2,1,04,4,18,176.33719952
5432116,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,18,161.14915595
5432117,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,18,315.51198751
5432117,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,18,315.51198751
5432117,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,18,315.51198751
5432118,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,18,334.97093762
5432119,1,1,1,80,2,1,4,,2,,,9,,2,,2,,,,,2,1,04,3,18,286.19952921
5432119,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,18,286.19952921
5432120,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,18,644.59662378
5432121,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,18,429.90859881
5432121,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,18,429.90859881
5432121,1,4,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,18,429.90859881
5432121,1,5,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,18,429.90859881
5432122,1,1,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,18,191.64028378
5432122,1,3,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,18,191.64028378
5432123,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,3,18,542.34055434
5432123,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,18,542.34055434
5432124,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,18,161.14915595
5432124,1,3,1,80,2,1,4,,2,,,8,,2,,2,,,,,2,1,04,4,18,161.14915595
5432125,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,18,464.57728291
5432126,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,18,286.19952921
5432128,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,18,161.14915595
5432129,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,2,18,364.5684614
5432129,1,4,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,18,364.5684614
5432131,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,18,542.34055434
5432131,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,18,542.34055434
5432132,1,2,1,80,2,1,4,,2,,,1,,2,,2,,,,,2,1,04,1.4,18,474.43079109
5432132,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,18,474.43079109
5432132,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,18,474.43079109
5432132,1,5,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,18,474.43079109
5432133,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,18,510.52957377
5432134,1,2,1,80,2,1,3,,2,,,1,,2,,2,,,,,2,1,04,3,18,161.14915595
5432134,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,18,161.14915595
5432136,1,2,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,18,206.85001777
5432137,1,2,1,80,2,1,9,POR LA PANDEMIA,2,,,12,POR LA PANDEMIA,2,,2,,,,,2,1,04,2,18,161.14915595
5432137,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,18,161.14915595
5432138,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,18,591.11196274
5432139,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,18,161.14915595
5432139,1,4,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,18,161.14915595
5432478,1,1,1,80,2,1,3,,2,,,8,,2,,2,,,,,2,1,04,4,50,1503.6317151
5432488,1,1,1,80,2,1,7,,2,,,1,,2,,2,,2,,1040000,2,1,04,1.4,50,1702.7648347
5432488,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,50,1702.7648347
5432507,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,50,2011.9509265
5432508,1,2,1,80,2,1,3,,2,,,8,,2,,2,,,,,2,1,04,4,50,2051.9214852
5432510,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,2,50,3913.6348784
5432510,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,50,3913.6348784
5432510,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,50,3913.6348784
5432515,1,1,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,50,1702.7648347
5432515,1,2,1,80,2,1,1,,2,,,8,,2,,2,,,,,2,1,04,4,50,1702.7648347
5432516,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,2,50,3515.2379061
5432517,1,1,1,80,2,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,50,2803.1391214
5432518,1,2,1,80,2,1,1,,1,,1,1,,2,,2,,2,,1000000,2,1,04,1.4,50,1684.4141861
5432522,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,50,1618.2076833
5432522,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,50,1618.2076833
5432523,1,1,1,80,2,1,7,,2,,,8,,2,,2,,,,,2,1,04,4,50,2803.1391214
5432526,1,1,1,80,2,1,9,POR LA PANDEMIA DEL COVID 19,2,,,12,POR LA PANDEMIA DEL COVID19,2,,2,,2,,2000000,2,1,04,2,50,1503.6317151
5432527,1,2,1,80,2,1,4,,1,,2,1,,2,,2,,,,,2,1,04,3,50,1534.3906551
5432529,1,2,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,50,1302.0030009
5432533,1,2,1,80,2,1,1,,1,,1,1,,2,,2,,,,600000,2,1,04,2,50,1852.7883657
5432535,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,50,3007.8779905
5432535,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,50,3007.8779905
5432535,1,5,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,50,3007.8779905
5432535,1,9,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,50,3007.8779905
5432538,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,50,1702.7648347
5432540,1,1,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,50,3630.6847306
5432540,1,2,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,50,3630.6847306
5432556,1,3,1,80,2,2,,,,1,1,1,,2,,2,,,,,2,1,04,,54,797.99246604
5432556,1,4,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,54,797.99246604
5432559,1,1,1,80,2,1,3,,2,,,8,,2,,2,,,,,2,1,04,4,54,576.09004807
5432561,1,1,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,04,3,54,1073.9734571
5432932,1,2,1,80,2,1,3,,2,,,9,,2,,2,,2,,150000,2,1,04,4,19,3455.5181271
5432933,1,1,1,80,2,1,8,,2,,,9,,2,,2,,1,24,600000,2,1,04,4,19,5998.4386264
5432934,1,2,1,80,2,1,4,,1,,2,1,,2,,2,,,,300000,2,1,04,2,19,7169.3829577
5432935,1,2,1,80,2,2,,,,2,,,.,2,,2,,1,24,250000,2,1,04,,19,5312.9533921
5432936,1,1,1,80,2,2,,,,1,4,8,,2,,2,,,,,2,1,04,,19,6655.0097385
5432939,1,2,1,80,2,1,8,,2,,,8,,2,,2,,,,,2,1,04,4,19,2275.4608546
5432942,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,19,1792.3457394
5432942,1,4,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,19,1792.3457394
5432961,1,2,1,80,2,2,,,,1,3,9,,2,,2,,2,,400000,2,1,04,,19,2672.0281186
5432962,1,1,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,19,668.00702966
5432963,1,1,1,80,2,1,8,,2,,,1,,2,,1,25000,,,,2,1,04,2,19,668.00702966
5432963,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,19,668.00702966
5432965,1,4,1,80,2,1,8,,2,,,1,,2,,2,,1,40,900000,2,1,04,2,19,1311.8110135
5432965,1,5,1,80,2,1,8,,2,,,11,,2,,2,,,,,2,1,04,1.4,19,1311.8110135
5432966,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,2,19,1842.0757464
5432966,1,4,1,80,2,2,,,,2,,,.,2,,2,,2,,200000,2,1,04,,19,1842.0757464
5432967,1,2,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,19,1718.1671725
5432968,1,1,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,19,668.00702966
5432968,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,19,668.00702966
5432968,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,19,668.00702966
5432969,1,1,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,19,990.34435961
5432969,1,3,1,80,2,1,2,,2,,,2,,2,,2,,1,24,906500,2,1,04,3,19,990.34435961
5432969,1,4,1,80,2,1,9,POR LA EDAD,2,,,8,,2,,2,,,,,2,1,04,4,19,990.34435961
5432970,1,2,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,19,946.84301173
5432971,1,1,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,19,668.00702966
5432971,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,2,19,668.00702966
5432972,1,2,1,80,2,1,6,,2,,,1,,2,,2,,1,24,300000,2,1,04,2,19,1147.7407198
5432972,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,19,1147.7407198
5432974,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,19,1425.0108855
5432974,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,19,1425.0108855
5432974,1,5,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,19,1425.0108855
5432975,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,19,668.00702966
5432975,1,3,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,19,668.00702966
5432975,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,19,668.00702966
5432976,1,1,1,80,2,2,,,,1,4,4,,2,,2,,,,,2,1,04,,19,668.00702966
5432976,1,2,1,80,2,2,,,,1,4,4,,2,,2,,,,,2,1,04,,19,668.00702966
5432977,1,1,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,19,1464.2931542
5432978,1,2,1,80,2,1,4,,2,,,4,,2,,2,,1,30,500000,2,1,04,1.3,19,2045.4283088
5432978,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,19,2045.4283088
5432979,1,3,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,19,668.00702966
5432980,1,2,1,80,2,2,,,,2,,,.,2,,2,,2,,600000,2,1,04,,19,1650.6892291
5432980,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,19,1650.6892291
5432981,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,19,668.00702966
5432982,1,1,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,19,1600.053081
5432983,1,2,1,80,2,1,1,,2,,,9,,2,,2,,,,,2,1,04,2,19,2076.1518157
5432984,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,19,948.99295185
5432984,1,5,1,80,2,1,8,,2,,,1,,2,,2,,,,,2,1,04,1.3,19,948.99295185
5432985,1,1,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,19,1309.6610734
5432985,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,19,1309.6610734
5432985,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,19,1309.6610734
5432986,1,1,1,80,2,1,8,,2,,,4,,2,,2,,,,,2,1,04,1.4,19,1728.3321759
5432986,1,2,1,80,2,1,8,,2,,,1,,2,,2,,2,,600000,2,1,04,1.2,19,1728.3321759
5432988,1,1,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,19,668.00702966
5432988,1,4,1,80,2,2,,,,2,,,.,2,,2,,1,24,600000,2,1,04,,19,668.00702966
5432988,2,1,2,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,19,668.00702966
5432988,2,2,2,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,19,668.00702966
5432990,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,19,2579.1003251
5432995,1,1,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,19,668.00702966
5432995,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,19,668.00702966
5432995,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,19,668.00702966
5432995,1,6,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,19,668.00702966
5432996,1,2,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,19,668.00702966
5432996,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,19,668.00702966
5432997,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,19,1296.7317906
5432998,1,2,1,80,2,1,6,,2,,,9,,2,,2,,,,,2,1,04,2,19,668.00702966
5432999,1,1,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,19,1464.2931542
5432999,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,19,1464.2931542
5433001,1,1,1,80,2,1,8,,1,,1,9,,2,,2,,1,24,906500,2,1,04,2,19,1355.3491108
5433002,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,19,668.00702966
5433002,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,19,668.00702966
5433004,1,1,1,80,2,1,8,,2,,,8,,2,,2,,1,30,500000,2,1,04,4,19,668.00702966
5433004,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,19,668.00702966
5433005,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,19,668.00702966
5433005,2,1,2,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,19,668.00702966
5433006,1,2,1,80,2,1,9,POR LA PANDEMIA,2,,,8,,2,,2,,1,56,700000,2,1,04,2,19,848.06397179
5433007,1,4,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,19,2109.5220514
5433009,1,7,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,19,668.00702966
5433009,1,8,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,19,668.00702966
5433010,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,19,1229.2538473
