DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,CLASE,P7430,P7450,P7450S1,P7452,P7454,P7456,P7458,P7458S1,P7460,P7470,P7472,P7472S1,P744,P1884,P1807,P6921,INI,MES,p7440,DPTO,fex_c_2011
5428131,1,1,1,80,2,1,8,,2,,,8,,2,,2,,,,,2,1,04,3,68,1233.4421017
5428131,1,3,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,68,1233.4421017
5428132,1,1,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,68,1023.5585774
5428137,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,70,698.22219304
5428137,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,70,698.22219304
5428138,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,70,1024.7309247
5428139,1,2,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,70,1018.1984239
5428140,1,1,1,80,2,1,3,,2,,,9,,2,,2,,2,,200000,2,1,04,1.4,70,1140.1400258
5428141,1,2,1,80,2,1,4,,2,,,11,,2,,2,,,,,2,1,04,3,70,718.081416
5428142,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,70,1308.0285456
5428142,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,70,1308.0285456
5428142,1,5,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,70,1308.0285456
5428143,1,2,1,80,2,1,6,,2,,,1,,2,,2,,1,48,200000,2,1,04,1.4,70,979.21972982
5428143,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,70,979.21972982
5428145,1,2,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,70,801.83469875
5428145,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,70,801.83469875
5428147,1,2,1,80,2,1,9,AISLAMIENTO OBLIGATORIO PREVENTIVO,2,,,1,,2,,2,,1,42,300000,2,1,04,2,70,1252.1743913
5428152,1,1,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,70,1341.8370001
5428152,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,70,1341.8370001
5428153,1,1,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,70,952.39451077
5428153,1,2,1,80,2,1,6,,2,,,8,,2,,2,,,,,2,1,04,3,70,952.39451077
5428153,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,70,952.39451077
5428154,1,3,1,80,2,1,8,,2,,,2,,2,,2,,,,,2,1,04,1.1,70,751.86986574
5428155,1,2,1,80,2,1,3,,2,,,9,,2,,2,,2,,500000,2,1,04,1.2,70,1395.8445704
5428156,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,70,835.62314849
5428156,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,70,835.62314849
5428156,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,70,835.62314849
5428157,1,2,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,70,718.081416
5428158,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,70,718.081416
5428159,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,70,985.83826991
5428159,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,70,985.83826991
5428159,1,5,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,70,985.83826991
5428160,1,1,1,80,2,1,4,,2,,,7,,2,,2,,1,30,300000,2,1,04,4,70,567.03765288
5428161,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,70,760.08980245
5428161,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,70,760.08980245
5428162,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,70,735.781022
5428163,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,70,1402.4209736
5428163,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,70,1402.4209736
5428164,1,1,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,3,70,749.22992076
5428164,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,70,749.22992076
5428164,1,5,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,70,749.22992076
5428165,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,70,1334.1796813
5428165,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,70,1334.1796813
5428166,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,1.3,70,1370.9500657
5428167,1,1,1,80,2,1,3,,2,,,9,,2,,2,,2,,400000,2,1,04,4,70,1600.9596217
5428167,1,4,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,70,1600.9596217
5428167,1,5,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,70,1600.9596217
5428167,1,6,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,70,1600.9596217
5428388,1,1,1,80,2,1,6,,2,,,1,,2,,2,,1,40,300000,2,1,04,3,70,1013.1017821
5428388,1,3,1,80,2,2,,,,2,,,.,2,,2,,1,30,300000,2,1,04,,70,1013.1017821
5428389,1,2,1,80,2,2,,,,1,4,1,,2,,2,,1,25,1000000,2,1,04,,70,903.05285249
5428389,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,70,903.05285249
5428389,1,4,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,70,903.05285249
5428390,1,3,1,80,2,1,2,,2,,,2,,2,,2,,,,,2,1,04,2,70,774.9158772
5428390,1,4,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,70,774.9158772
5428391,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,70,751.86986574
5428392,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,70,560.90546481
5428392,1,3,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,70,560.90546481
5428392,1,4,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,70,560.90546481
5428393,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,70,1002.3593438
5428393,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,70,1002.3593438
5428394,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,70,663.37983869
5428395,1,2,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,70,1107.787435
5428395,1,3,1,80,2,1,4,,2,,,12,ACCIDENTE DE TRANSITO,2,,2,,2,,1400000,2,1,04,2,70,1107.787435
5428396,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,70,963.45424741
5428396,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,70,963.45424741
5428396,1,5,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,70,963.45424741
5428396,1,6,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,70,963.45424741
5428397,1,2,1,80,2,1,3,,2,,,9,,2,,2,,2,,300000,2,1,04,3,70,1118.8471716
5428397,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,70,1118.8471716
5428397,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,70,1118.8471716
5428397,1,5,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,70,1118.8471716
5428399,1,1,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,70,560.90546481
5428399,1,4,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,70,560.90546481
5428399,1,5,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,70,560.90546481
5428402,1,1,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,15,1426.4836271
5428402,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,15,1426.4836271
5428404,1,1,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,15,1426.4836271
5428404,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,15,1426.4836271
5428405,1,4,1,80,2,2,,,,2,,,.,2,,2,,1,40,600000,2,1,04,,15,1909.383682
5428405,1,5,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,15,1909.383682
5428405,1,6,1,80,2,2,,,,2,,,.,,,2,,1,30,99,,1,04,,15,1909.383682
5428406,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,3,15,3620.5790068
5428407,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,15,3366.7148702
5428407,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,15,3366.7148702
5428407,1,5,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,15,3366.7148702
5428408,1,1,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,15,1183.7519978
5428408,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,15,1183.7519978
5429196,1,1,1,80,2,1,4,,2,,,8,,2,,2,,,,,2,1,04,4,68,782.65437027
5429196,1,2,1,80,2,1,3,,2,,,9,,1,2,2,,,,,1,1,04,3,68,782.65437027
5429198,1,1,1,80,2,1,3,,2,,,9,,2,,2,,2,,908526,2,1,04,2,68,3130.6174811
5429199,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,68,893.13442215
5429199,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,68,893.13442215
5429199,1,5,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,68,893.13442215
5429200,1,1,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,04,3,68,1640.7112209
5429200,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,68,1640.7112209
5429200,1,4,1,80,2,2,,,,2,,,.,2,,2,,2,,500000,2,1,04,,68,1640.7112209
5429201,1,5,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,68,782.65437027
5429202,2,2,2,80,2,1,3,,2,,,9,,1,1,2,,2,,1200000,1,1,04,1.2,68,2352.5471439
5429203,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,68,1767.9760062
5429203,1,5,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,68,1767.9760062
5429204,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,2,68,1972.0797229
5429205,1,1,1,80,2,1,4,,1,,2,4,,2,,2,,,,,2,1,04,2,68,1685.0107736
5429208,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,68,1252.0103674
5429208,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,68,1252.0103674
5429209,1,1,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,04,3,68,903.85654429
5429210,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,68,782.65437027
5429210,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,68,782.65437027
5429211,1,3,1,80,2,2,,,,2,,,.,,,2,,2,,500000,,1,04,,68,3130.6174811
5429212,1,2,1,80,2,2,,,,2,,,.,,,2,,2,,600000,,1,04,,68,1863.3832033
5429213,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,68,932.9321866
5429213,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,68,932.9321866
5429228,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,68,782.65437027
5429228,1,4,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,68,782.65437027
5429228,1,5,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,68,782.65437027
5429228,1,6,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,68,782.65437027
5429230,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,68,1012.5277155
5429232,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,68,2142.6636196
5429236,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,68,1488.6955899
5429238,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,68,1249.212938
5429239,1,2,1,80,2,1,4,,1,,4,8,,2,,2,,,,,2,1,04,4,68,1233.4421017
5429239,1,3,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,68,1233.4421017
5429243,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,54,1099.7040641
5429243,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,54,1099.7040641
5429244,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,54,874.28681876
5429244,1,5,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,54,874.28681876
5429247,1,2,1,80,2,1,4,,2,,,8,,2,,2,,,,,2,1,04,3,54,847.13796709
5429247,1,4,1,80,2,1,7,,2,,,9,,2,,2,,,,,2,1,04,2,54,847.13796709
5429252,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,54,1995.3582087
5429252,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,54,1995.3582087
5429265,1,2,1,80,2,1,8,,2,,,7,,2,,2,,2,,900000,2,1,04,2,54,645.35367253
5429269,2,2,2,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,54,1145.8623847
5429269,2,3,2,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,54,1145.8623847
5429270,1,1,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,04,2,54,1073.9734571
5429272,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,54,713.36473685
5429275,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,54,830.38905151
5429275,1,3,1,80,2,1,4,,2,,,4,,,,1,100000,2,,300000,,1,04,1.1,54,830.38905151
5429277,1,1,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,54,576.09004807
5429279,1,3,1,80,2,1,9,POR LA EDAD,2,,,8,,2,,2,,,,,2,1,04,4,54,498.83955218
5429280,1,4,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,54,874.28681876
5429280,1,5,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,54,874.28681876
5429284,1,2,1,80,2,1,4,,2,,,8,,2,,2,,,,,2,1,04,4,54,709.86327831
5429285,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,1.1,54,765.87944573
5429285,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,54,765.87944573
5429287,1,1,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,54,587.87479501
5429291,1,2,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,54,1207.7466873
5429307,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,15,1183.7519978
5429308,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,3,15,1444.7226995
5429310,1,1,1,80,2,1,4,,2,,,8,,2,,2,,,,,2,1,04,4,15,1948.7256652
5429311,1,1,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,15,905.1447517
5429311,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,15,905.1447517
5429312,1,1,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,15,1426.4836271
5429312,1,2,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,15,1426.4836271
5429313,1,2,1,80,2,1,3,,2,,,8,,2,,2,,,,,2,1,04,1.2,15,1183.7519978
5429314,1,1,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,15,1045.315836
5429315,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,15,1137.7256303
5429316,1,1,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,04,2,15,1170.9947359
5429318,1,1,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,15,905.1447517
5429318,1,2,1,80,2,1,1,,2,,,9,,2,,2,,,,,2,1,04,2,15,905.1447517
5429319,1,1,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,04,2,15,999.28946856
5429319,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,15,999.28946856
5429320,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,15,1352.6699646
5429320,1,4,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,15,1352.6699646
5429321,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,15,1447.9579443
5429321,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,15,1447.9579443
5429322,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,15,1398.6963321
5429323,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,15,1183.7519978
5429348,1,2,1,80,2,1,9,PANDEMIA COVID 19,2,,,12,PANDEMIA COVID 19,2,,2,,1,40,908500,2,1,04,1.4,15,1269.2688151
5429349,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,15,1994.4579136
5429349,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,15,1994.4579136
5429351,1,1,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,15,1349.405776
5429351,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,15,1349.405776
5429351,1,4,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,15,1349.405776
5429352,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,15,1335.5926599
5429353,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,15,1776.4659783
5429354,1,1,1,80,2,1,4,,2,,,8,,2,,2,,,,,2,1,04,4,15,1179.3991988
5429355,1,1,1,80,2,1,9,PANDEMIA COVID 19,2,,,9,,2,,2,,,,,2,1,04,1.3,15,1179.3991988
5429357,1,1,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,15,1335.5926599
5429357,1,2,1,80,2,1,3,,2,,,4,,2,,2,,,,,2,1,04,4,15,1335.5926599
5429358,1,1,1,80,2,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,15,2198.6900122
5429360,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,15,1776.1713678
5429360,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,15,1776.1713678
5429361,1,1,1,80,2,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,15,1179.3991988
5429368,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,17,466.18746955
5429368,1,4,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,17,466.18746955
5429369,1,1,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,04,3,17,550.25795451
5429369,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,17,550.25795451
5429370,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,17,598.39523077
5429371,1,2,1,80,2,1,3,,2,,,9,,2,,2,,1,48,908526,2,1,04,1.4,17,1111.7753619
5429371,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,17,1111.7753619
5429372,1,1,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,17,510.12487374
5429373,1,2,1,80,2,1,4,,2,,,8,,2,,2,,,,,2,1,04,4,17,1291.2468579
5429375,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,17,1852.7642653
5429375,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,17,1852.7642653
5429376,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,17,1193.9964276
5429377,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,17,1058.1305268
5429377,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,17,1058.1305268
5429379,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,17,466.18746955
5429384,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,17,466.18746955
5429385,1,4,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,17,1139.4558549
5429385,1,5,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,17,1139.4558549
5429386,1,1,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,17,1758.9863494
5429386,1,2,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,17,1758.9863494
5429387,1,2,1,80,2,1,1,,2,,,4,,2,,2,,,,,2,1,04,4,17,598.39523077
5429388,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,17,598.39523077
5429389,1,2,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,17,501.14480047
5429390,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,17,1710.0244088
5429392,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,17,677.9684464
5429392,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,17,677.9684464
5429392,1,5,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,17,677.9684464
5429394,1,2,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,17,643.0599926
5429395,1,2,1,80,2,1,3,,2,,,9,,2,,2,,2,,908526,2,1,04,1.3,17,1864.7498782
5429395,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,17,1864.7498782
5429395,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,17,1864.7498782
5429396,1,1,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,17,594.25810678
5429397,1,2,1,80,2,1,3,,2,,,9,,2,,2,,2,,300000,2,1,04,2,17,827.9449776
5429397,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,17,827.9449776
5429398,1,2,1,80,2,1,7,,2,,,9,,2,,2,,,,,2,1,04,4,17,550.25795451
5429400,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,17,1864.7498782
5429403,1,1,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,17,594.25810678
5429405,1,1,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,04,1.3,17,819.21902897
5429405,1,4,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,17,819.21902897
5429406,1,2,1,80,2,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,17,598.39523077
5429407,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,3,17,876.08225386
5429408,1,1,1,80,2,1,8,,2,,,1,,2,,2,,,,,2,1,04,2,17,1644.1838452
5429408,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,17,1644.1838452
5429408,1,4,1,80,2,1,8,,2,,,9,,2,,2,,,,,2,1,04,1.2,17,1644.1838452
5429408,1,6,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,17,1644.1838452
5429409,1,1,1,80,2,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,17,1045.4051995
5429409,1,2,1,80,2,1,3,,2,,,9,,2,,2,,2,,400000,2,1,04,4,17,1045.4051995
5429410,1,2,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,17,1221.7147509
5429413,1,2,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,17,1664.4210881
5429415,1,1,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,17,1381.5549105
5429415,1,2,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,17,1381.5549105
5429416,1,2,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,17,885.68425155
5429416,1,4,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,17,885.68425155
5429417,1,1,1,80,2,1,8,,2,,,8,,2,,2,,,,,2,1,04,1.4,17,1687.7750038
5429419,1,3,1,80,2,1,2,,2,,,2,,2,,2,,1,30,300000,2,1,04,1.3,18,552.79972328
5429419,1,4,1,80,2,1,8,,2,,,2,,2,,2,,1,40,800000,2,1,04,2,18,552.79972328
5429419,1,5,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,18,552.79972328
5429420,1,3,1,80,2,1,6,,2,,,11,,2,,1,300000,2,,1500000,2,1,04,1.4,18,161.14915595
5429420,1,4,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,18,161.14915595
5429420,1,5,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,18,161.14915595
5429420,1,6,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,18,161.14915595
5429420,1,7,1,80,2,1,8,,2,,,11,,2,,1,200000,2,,1500000,2,1,04,2,18,161.14915595
5431877,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,3,05,5314.2648796
5431878,1,2,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,05,6358.2088758
5431878,1,4,1,80,2,1,9,POR VIOLENCIA EN LA VEREDA Y MASACRES,2,,,4,,2,,2,,,,,2,1,04,4,05,6358.2088758
5431880,1,2,1,80,2,1,3,,2,,,9,,2,,2,,1,48,908000,2,1,04,3,05,3966.754895
5431880,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,05,3966.754895
5431881,1,1,1,80,2,1,4,,2,,,4,,2,,1,40000,,,,2,1,04,1.1,05,3077.7709861
5431882,1,1,1,80,2,1,4,,2,,,8,,2,,2,,,,,2,1,04,4,05,2808.0679373
5431884,1,2,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,05,2233.5438669
5431884,1,3,1,80,2,1,4,,2,,,8,,2,,2,,,,,2,1,04,4,05,2233.5438669
5431885,1,1,1,80,2,1,4,,2,,,8,,2,,2,,,,,2,1,04,4,05,3077.7709861
5431886,1,3,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,1.3,05,6869.1349331
5431886,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,05,6869.1349331
5431888,1,2,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,05,5951.1683547
5431890,1,2,1,80,2,1,3,,2,,,9,,1,,2,,,,,2,1,04,4,05,6323.0442945
5431890,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,05,6323.0442945
5431890,1,6,1,80,2,1,3,,2,,,4,,2,,2,,,,,2,1,04,4,05,6323.0442945
5431890,1,7,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,05,6323.0442945
5431892,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,05,4373.0285802
5431892,1,3,1,80,2,1,2,,2,,,2,,2,,2,,,,,2,1,04,3,05,4373.0285802
5431892,1,4,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,05,4373.0285802
5431893,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,05,2576.6713115
5431893,1,4,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,04,,05,2576.6713115
5431894,1,2,1,80,2,1,4,,2,,,4,,1,,2,,,,,2,1,04,3,05,2233.5438669
5431894,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,04,,05,2233.5438669
5431954,1,1,1,80,2,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,76,3468.9679087
5431955,1,3,1,80,2,1,3,,2,,,9,,2,,2,,2,,1200000,2,1,04,2,76,8553.6615291
5431956,1,1,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,76,3558.9922266
