DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,P7430,P7450,P7450S1,P7452,P7454,P7456,P7458,P7458S1,P7460,P7470,P7472,P7472S1,P744,P1884,P1807,P6921,INI,MES,p7440,DPTO,fex_c_2011
5421477,1,2,1,80,52,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,52,111.83819353
5421481,1,1,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,04,,52,150.01709604
5421485,1,1,1,80,54,1,9,POR LA PANDEMIA,2,,,9,,2,,2,,,,,2,1,04,2,54,470.87855278
5421486,1,3,1,80,54,2,,,,2,,,.,2,,2,,,,,2,1,04,,54,446.192364
5421487,1,3,1,80,54,2,,,,2,,,.,2,,2,,,,,2,1,04,,54,341.15560913
5421488,1,2,1,80,54,1,9,POR LA PANDEMIA,2,,,9,,2,,2,,,,,2,1,04,2,54,242.04721281
5421488,1,3,1,80,54,2,,,,2,,,.,2,,2,,,,,2,1,04,,54,242.04721281
5421491,1,2,1,80,54,1,7,,2,,,6,,2,,2,,,,,2,1,04,3,54,429.97167497
5421494,1,2,1,80,54,1,8,,2,,,1,,2,,2,,1,48,500000,2,1,04,1.2,54,417.90432185
5421506,1,2,1,80,54,1,7,,1,,2,3,,2,,2,,1,50,500000,2,1,04,2,54,512.02873101
5421506,1,3,1,80,54,2,,,,2,,,.,2,,2,,,,,2,1,04,,54,512.02873101
5421507,1,6,1,80,54,1,8,,2,,,8,,2,,2,,,,,2,1,04,4,54,353.62663195
5421508,1,2,1,80,54,1,9,POR LA PANDEMIA,2,,,9,,2,,2,,,,,2,1,04,2,54,417.90432185
5421510,1,2,1,80,54,1,4,,2,,,4,,2,,2,,,,,2,1,04,1.3,54,436.92109589
5421511,1,3,1,80,54,2,,,,2,,,.,2,,2,,,,,2,1,04,,54,564.5374887
5421511,1,4,1,80,54,1,8,,2,,,5,,2,,2,,,,,2,1,04,2,54,564.5374887
5421512,1,1,1,80,54,1,8,,2,,,9,,2,,2,,,,,2,1,04,2,54,782.72881744
5421512,1,3,1,80,54,2,,,,2,,,.,2,,2,,,,,2,1,04,,54,782.72881744
5421513,1,1,1,80,54,1,3,,2,,,9,,2,,2,,,,,2,1,04,1.4,54,594.67007245
5421517,1,1,1,80,54,1,4,,2,,,8,,2,,2,,,,,2,1,04,3,54,266.04797401
5421517,1,2,1,80,54,1,3,,2,,,9,,1,2,2,,,,,1,1,04,2,54,266.04797401
5421517,1,3,1,80,54,1,2,,2,,,2,,1,2,2,,,,,1,1,04,2,54,266.04797401
5421523,1,1,1,80,54,1,9,PANDEMIA COVID 19,2,,,8,,3,,2,,,,,3,1,04,2,54,206.44230244
5421523,1,3,1,80,54,1,9,PANDEMIA COVID 19,2,,,12,PANDEMIA COVID 19,2,,2,,,,,2,1,04,1.4,54,206.44230244
5421523,1,5,1,80,54,2,,,,2,,,.,2,,2,,,,,2,1,04,,54,206.44230244
5421526,1,2,1,80,54,1,7,,2,,,1,,2,,2,,2,,900000,2,1,04,2,54,519.07670494
5421526,1,3,1,80,54,2,,,,2,,,.,,,2,,,,,,1,04,,54,519.07670494
5421526,1,4,1,80,54,2,,,,2,,,.,,,2,,,,,,1,04,,54,519.07670494
5421532,1,1,1,80,54,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,54,484.91133965
5421532,1,2,1,80,54,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,54,484.91133965
5421532,2,2,2,80,54,1,3,,2,,,9,,2,,2,,,,,2,1,04,3,54,484.91133965
5421536,1,3,1,80,54,2,,,,2,,,.,2,,2,,,,,2,1,04,,54,411.72959745
5421537,1,2,1,80,54,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,54,558.53961119
5421537,1,7,1,80,54,2,,,,2,,,.,2,,2,,,,,2,1,04,,54,558.53961119
5421540,1,2,1,80,54,1,5,,2,,,11,,3,,2,,,,,3,1,04,3,54,349.78149967
5421555,1,2,1,80,54,1,3,,2,,,9,,2,,2,,,,,2,1,04,3,54,206.44230244
5421555,1,7,1,80,54,1,6,,2,,,1,,2,,2,,2,,900000,2,1,04,2,54,206.44230244
5421558,1,1,1,80,54,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,54,209.54250238
5421558,1,2,1,80,54,1,7,,2,,,8,,1,,2,,,,,2,1,04,4,54,209.54250238
5421558,2,1,2,80,54,1,4,,2,,,8,,2,,2,,,,,2,1,04,4,54,209.54250238
5421558,2,4,2,80,54,1,4,,2,,,4,,2,,2,,,,,2,1,04,2,54,209.54250238
5421559,1,2,1,80,54,1,9,POR LA PANDEMIA,2,,,9,,2,,2,,,,,2,1,04,2,54,429.97167497
5421563,1,2,1,80,54,2,,,,2,,,.,2,,2,,,,,2,1,04,,54,470.80025891
5421563,1,3,1,80,54,2,,,,2,,,.,2,,2,,,,,2,1,04,,54,470.80025891
5421709,1,1,1,80,66,2,,,,2,,,.,2,,2,,,,,2,1,04,,66,308.03763043
5421710,1,4,1,80,66,2,,,,2,,,.,2,,2,,,,,2,1,04,,66,425.00441663
5421711,1,2,1,80,66,2,,,,2,,,.,2,,2,,,,,2,1,04,,66,344.55080727
5421712,1,2,1,80,66,1,1,,2,,,9,,2,,2,,,,,2,1,04,2,66,301.41380787
5421714,1,1,1,80,66,2,,,,1,2,9,,2,,2,,,,,2,1,04,,66,342.24898507
5421714,1,3,1,80,66,2,,,,2,,,.,2,,2,,,,,2,1,04,,66,342.24898507
5421716,1,2,1,80,66,2,,,,2,,,.,2,,2,,,,,2,1,04,,66,437.92440189
5421716,1,3,1,80,66,2,,,,2,,,.,2,,2,,,,,2,1,04,,66,437.92440189
5421717,1,2,1,80,66,1,9,PREVENCION CONTAGIO COVID 19,2,,,12,PREVENCION CONTAGIO COVID 19,1,,2,,,,,2,1,04,1.4,66,234.76374701
5421717,1,3,1,80,66,1,4,,2,,,4,,1,,2,,,,,2,1,04,3,66,234.76374701
5421719,1,1,1,80,66,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,66,275.72209011
5421719,1,2,1,80,66,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,66,275.72209011
5421719,1,3,1,80,66,2,,,,2,,,.,2,,2,,,,,2,1,04,,66,275.72209011
5421720,1,2,1,80,66,1,3,,2,,,9,,2,,2,,,,,2,1,04,3,66,346.65022451
5421720,1,3,1,80,66,1,9,ENFERMEDAD,2,,,4,,2,,2,,,,,2,1,04,1.3,66,346.65022451
5421722,1,1,1,80,66,1,4,,2,,,4,,2,,2,,,,,2,1,04,3,66,401.35183594
5421722,1,2,1,80,66,1,3,,2,,,9,,2,,2,,,,,2,1,04,2,66,401.35183594
5421724,1,1,1,80,66,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,66,390.79306199
5421725,1,1,1,80,66,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,66,340.17377252
5421726,1,1,1,80,66,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,66,308.03763043
5421730,1,2,1,80,66,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,66,343.47358146
5421732,1,1,1,80,66,2,,,,2,,,.,2,,2,,,,,2,1,04,,66,309.11485624
5421733,1,2,1,80,66,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,66,311.15804113
5421733,1,3,1,80,66,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,66,311.15804113
5421734,1,1,1,80,66,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,66,343.47358146
5421734,1,2,1,80,66,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,66,343.47358146
5421735,1,2,1,80,66,1,1,,2,,,9,,2,,2,,,,,2,1,04,3,66,442.32564132
5421736,1,1,1,80,66,1,9,QUERIA DESCANSAR,2,,,11,,2,,2,,,,,2,1,04,4,66,308.03763043
5421738,1,1,1,80,66,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,66,273.49950698
5421738,1,2,1,80,66,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,66,273.49950698
5421738,1,4,1,80,66,1,8,,2,,,4,,2,,2,,2,,908526,2,1,04,1.3,66,273.49950698
5421739,1,2,1,80,66,2,,,,2,,,.,2,,2,,,,,2,1,04,,66,482.08359272
5421740,1,1,1,80,66,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,66,340.17377252
5421742,1,2,1,80,66,2,,,,2,,,.,2,,2,,,,,2,1,04,,66,344.55080727
5421743,1,1,1,80,66,1,5,,2,,,10,,3,,2,,,,,3,1,04,3,66,204.67078981
5421743,1,3,1,80,66,2,,,,2,,,.,2,,2,,,,,2,1,04,,66,204.67078981
5421743,1,4,1,80,66,2,,,,2,,,.,2,,2,,,,,2,1,04,,66,204.67078981
5421744,1,1,1,80,66,1,9,DESEABA DESCANSAR,2,,,11,,2,,2,,,,,2,1,04,4,66,412.30229862
5421745,1,1,1,80,66,1,5,,2,,,10,,2,,2,,,,,2,1,04,4,66,411.22507281
5421746,1,2,1,80,66,2,,,,2,,,.,2,,2,,,,,2,1,04,,66,300.33658206
5421747,1,1,1,80,66,1,4,,2,,,4,,2,,2,,,,,2,1,04,2,66,308.03763043
5421748,1,1,1,80,66,1,9,NO RESULTA TRABAJO POR LA PANDEMIA,2,,,1,,3,,2,,,,,3,1,04,2,66,341.25099833
5421750,1,2,1,80,66,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,66,417.44288749
5421750,1,4,1,80,66,2,,,,2,,,.,2,,2,,,,,2,1,04,,66,417.44288749
5421750,1,5,1,80,66,2,,,,2,,,.,,,2,,,,,,1,04,,66,417.44288749
5421753,1,1,1,80,66,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,66,412.30229862
5421754,1,1,1,80,66,1,4,,2,,,4,,2,,2,,,,,2,1,04,3,66,343.47358146
5421754,1,2,1,80,66,1,3,,2,,,9,,2,,2,,,,,2,1,04,3,66,343.47358146
5421756,1,1,1,80,66,1,6,,2,,,8,,2,,2,,,,,2,1,04,4,66,344.55080727
5421756,1,2,1,80,66,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,66,344.55080727
5421756,1,3,1,80,66,2,,,,1,2,6,,2,,2,,,,,2,1,04,,66,344.55080727
5421758,1,3,1,80,66,2,,,,2,,,.,2,,2,,,,,2,1,04,,66,483.16081853
5421761,1,2,1,80,66,1,4,,2,,,4,,2,,2,,,,,2,1,04,2,66,344.55080727
5421766,1,2,1,80,66,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,66,236.98633014
5421767,1,2,1,80,66,1,9,CAMBIO DE RESIDENCIA,1,,1,1,,1,,2,,1,48,908526,2,1,04,3,66,437.92440189
5421767,1,3,1,80,66,2,,,,2,,,.,,,2,,,,,,1,04,,66,437.92440189
5421768,1,2,1,80,66,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,66,343.47358146
5421770,1,1,1,80,66,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,66,304.73782149
5421771,1,2,1,80,66,2,,,,2,,,.,2,,2,,,,,2,1,04,,66,303.636391
5421772,1,1,1,80,66,1,5,,2,,,10,,3,,2,,,,,3,1,04,3,66,295.93534262
5421772,1,2,1,80,66,1,2,,2,,,2,,2,,2,,2,,900000,2,1,04,1.3,66,295.93534262
5421772,1,3,1,80,66,2,,,,2,,,.,,,2,,,,,,1,04,,66,295.93534262
5421773,1,2,1,80,66,1,3,,2,,,9,,2,,2,,,,,2,1,04,3,66,335.77253308
5421773,1,3,1,80,66,2,,,,2,,,.,2,,2,,,,,2,1,04,,66,335.77253308
5421775,1,1,1,80,66,1,5,,2,,,10,,3,,2,,,,,3,1,04,3,66,264.72123279
5421775,1,4,1,80,66,1,2,,1,,1,2,,2,,2,,,,,2,1,04,2,66,264.72123279
5421778,1,3,1,80,66,1,8,,2,,,2,,2,,2,,,,,2,1,04,1.3,66,429.40565607
5421779,1,2,1,80,66,2,,,,2,,,.,2,,2,,,,,2,1,04,,66,386.4081759
5421779,1,3,1,80,66,2,,,,2,,,.,2,,2,,,,,2,1,04,,66,386.4081759
5421780,1,1,1,80,66,1,4,,2,,,4,,2,,2,,2,,900000,2,1,04,3,66,345.5729987
5421780,1,2,1,80,66,2,,,,2,,,.,2,,2,,,,,2,1,04,,66,345.5729987
5421781,1,2,1,80,66,1,4,,2,,,4,,2,,2,,,,,2,1,04,3,66,345.62803308
5421782,1,1,1,80,66,1,3,,2,,,8,,3,,2,,,,,3,1,04,4,66,308.03763043
5421783,1,2,1,80,66,2,,,,2,,,.,2,,2,,,,,2,1,04,,66,388.57047886
5421784,1,1,1,80,66,1,5,,2,,,10,,3,,2,,,,,2,1,04,4,66,343.47358146
5421784,1,2,1,80,66,2,,,,2,,,.,2,,2,,,,,2,1,04,,66,343.47358146
5421785,1,1,1,80,66,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,66,341.25099833
5421785,1,2,1,80,66,2,,,,2,,,.,2,,2,,,,,2,1,04,,66,341.25099833
5421786,1,1,1,80,66,1,9,EDAD,2,,,8,,2,,2,,,,,2,1,04,1.4,66,412.30229862
5421787,1,1,1,80,66,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,66,344.55080727
5421787,1,2,1,80,66,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,66,344.55080727
5421788,1,1,1,80,66,1,9,ESTA ESPERANDO QUE LO VUELVAN A LLAMAR DE LA MISMA EMPRESA,2,,,9,,1,1,2,,,,,1,1,04,1.1,66,482.08359272
5421789,1,1,1,80,66,2,,,,2,,,.,2,,2,,,,,2,1,04,,66,308.85621893
5421789,1,3,1,80,66,2,,,,2,,,.,,,2,,,,,,1,04,,66,308.85621893
5421789,1,4,1,80,66,2,,,,2,,,.,,,2,,,,,,1,04,,66,308.85621893
5421789,1,5,1,80,66,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,66,308.85621893
5421791,1,1,1,80,66,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,66,308.03763043
5421792,1,3,1,80,66,2,,,,2,,,.,2,,2,,,,,2,1,04,,66,346.65022451
5421793,1,1,1,80,66,2,,,,2,,,.,3,,2,,,,,3,1,04,,66,309.11485624
5421793,1,2,1,80,66,2,,,,2,,,.,2,,2,,,,,2,1,04,,66,309.11485624
5421794,1,1,1,80,66,2,,,,2,,,.,3,,2,,,,,2,1,04,,66,483.16081853
5421794,1,2,1,80,66,2,,,,2,,,.,2,,2,,,,,2,1,04,,66,483.16081853
5421794,1,3,1,80,66,2,,,,2,,,.,2,,2,,,,,2,1,04,,66,483.16081853
5421795,1,2,1,80,66,2,,,,2,,,.,2,,2,,,,,2,1,04,,66,315.34052227
5421795,1,4,1,80,66,2,,,,2,,,.,2,,2,,,,,2,1,04,,66,315.34052227
5421796,1,1,1,80,66,2,,,,2,,,.,2,,2,,,,,2,1,04,,66,308.03763043
5421797,1,1,1,80,66,1,5,,2,,,10,,3,,2,,,,,3,1,04,3,66,344.55080727
5421797,1,2,1,80,66,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,66,344.55080727
5421798,1,3,1,80,66,2,,,,2,,,.,,,2,,,,,,1,04,,66,346.65022451
5421799,1,3,1,80,66,1,2,,2,,,2,,2,,2,,,,,2,1,04,1.4,66,304.71361681
5421802,1,1,1,80,66,1,3,,2,,,9,,2,,2,,,,,2,1,04,2,66,387.49325305
5421803,1,1,1,80,66,1,8,,2,,,9,,2,,2,,,,,2,1,04,2,66,304.73782149
5421808,1,1,1,80,66,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,66,345.54879401
5421808,1,3,1,80,66,2,,,,2,,,.,2,,2,,,,,2,1,04,,66,345.54879401
5421808,1,4,1,80,66,2,,,,2,,,.,2,,2,,,,,2,1,04,,66,345.54879401
5421809,1,1,1,80,66,1,1,,2,,,1,,2,,2,,,,,2,1,04,2,66,236.98633014
5421810,1,2,1,80,66,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,66,405.63306625
5421813,1,1,1,80,66,2,,,,2,,,.,2,,2,,,,,2,1,04,,66,308.03763043
5421816,1,1,1,80,66,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,66,308.03763043
5421818,1,2,1,80,66,2,,,,2,,,.,2,,2,,,,,2,1,04,,66,412.22305955
5421820,1,1,1,80,66,1,3,,2,,,9,,2,,2,,2,,900000,2,1,04,2,66,315.34052227
5421820,1,2,1,80,66,2,,,,2,,,.,2,,2,,,,,2,1,04,,66,315.34052227
5421820,1,4,1,80,66,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,66,315.34052227
5421822,1,1,1,80,66,1,3,,2,,,9,,2,,2,,,,,2,1,04,3,66,308.03763043
5421823,1,3,1,80,66,2,,,,2,,,.,,,2,,,,,,1,04,,66,301.41380787
5421824,1,1,1,80,66,1,5,,2,,,10,,3,,2,,,,,3,1,04,3,66,421.82777358
5421824,1,2,1,80,66,2,,,,2,,,.,2,,2,,,,,2,1,04,,66,421.82777358
5421826,1,1,1,80,66,2,,,,2,,,.,2,,2,,,,,2,1,04,,66,308.03763043
5421827,1,4,1,80,66,2,,,,2,,,.,,,2,,,,,,1,04,,66,297.01256843
5421829,1,2,1,80,66,1,3,,2,,,9,,2,,2,,,,,2,1,04,1.4,66,381.00894972
5421829,1,3,1,80,66,2,,,,2,,,.,2,,2,,,,,2,1,04,,66,381.00894972
5421833,1,1,1,80,66,2,,,,2,,,.,2,,2,,,,,2,1,04,,66,371.38788235
5421842,1,2,1,80,66,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,66,305.8150473
5421844,1,2,1,80,68,2,,,,2,,,.,2,,2,,,,,2,1,04,,68,511.33481046
5421844,1,3,1,80,68,2,,,,2,,,.,2,,2,,,,,2,1,04,,68,511.33481046
5421844,1,4,1,80,68,2,,,,2,,,.,,,2,,,,,,1,04,,68,511.33481046
5421845,1,5,1,80,68,1,4,,2,,,8,,2,,2,,,,,2,1,04,4,68,667.4140653
5421846,1,1,1,80,68,1,4,,2,,,4,,2,,2,,1,24,400000,2,1,04,2,68,942.02921748
5421846,1,2,1,80,68,1,4,,2,,,10,,3,,2,,,,,3,1,04,4,68,942.02921748
5421847,1,3,1,80,68,2,,,,2,,,.,2,,2,,2,,500000,2,1,04,,68,1236.0324134
5421847,1,4,1,80,68,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,68,1236.0324134
5421849,1,6,1,80,68,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,68,483.37305172
5421850,1,3,1,80,68,2,,,,2,,,.,,,2,,,,,,1,04,,68,639.05886689
5421851,1,3,1,80,68,2,,,,2,,,.,2,,2,,2,,908526,2,1,04,,68,788.45114724
5421851,1,4,1,80,68,2,,,,2,,,.,2,,2,,,,,2,1,04,,68,788.45114724
5421852,1,2,1,80,68,1,7,,2,,,4,,2,,2,,,,,2,1,04,4,68,565.82163574
5421853,1,2,1,80,68,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,68,490.99543991
5421854,1,1,1,80,68,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,68,282.64631527
5421854,1,2,1,80,68,1,5,,2,,,4,,3,,2,,,,,3,1,04,4,68,282.64631527
5421855,1,5,1,80,68,2,,,,2,,,.,2,,2,,,,,2,1,04,,68,572.70456196
5421856,1,3,1,80,68,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,68,504.41571191
5421857,2,2,2,80,68,1,8,,2,,,8,,1,,2,,1,48,908526,2,1,04,3,68,905.96140751
5421860,1,1,1,80,68,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,68,542.77307433
5421861,1,2,1,80,68,1,3,,2,,,1,,2,,2,,1,48,908526,2,1,04,4,68,1199.1625566
5421864,1,1,1,80,68,1,4,,2,,,4,,2,,2,,2,,98,2,1,04,4,68,395.82987353
5421864,1,2,1,80,68,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,68,395.82987353
5421864,1,3,1,80,68,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,68,395.82987353
5421865,1,1,1,80,68,1,5,,2,,,10,,3,,2,,,,,3,1,04,3,68,321.0036777
5421865,1,2,1,80,68,1,5,,2,,,10,,3,,2,,,,,3,1,04,3,68,321.0036777
5421867,1,2,1,80,68,2,,,,2,,,.,,,2,,,,,,1,04,,68,687.75343585
5421870,1,2,1,80,68,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,68,599.58127829
5421872,1,4,1,80,68,2,,,,2,,,.,,,2,,,,,,1,04,,68,572.70456196
5421875,1,2,1,80,68,1,1,,2,,,12,PANDEMIA Y MIEDO AL  CONTAGIO,1,,2,,2,,908526,2,1,04,2,68,990.64543961
5421876,1,3,1,80,68,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,68,980.58430055
5421877,1,2,1,80,68,2,,,,2,,,.,2,,2,,,,,2,1,04,,68,340.50043514
5421877,1,3,1,80,68,2,,,,2,,,.,,,2,,,,,,1,04,,68,340.50043514
5421877,1,4,1,80,68,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,68,340.50043514
5421878,1,1,1,80,68,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,68,490.99543991
5421878,1,2,1,80,68,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,68,490.99543991
5421879,1,2,1,80,68,1,4,,2,,,4,,2,,2,,2,,900000,2,1,04,3,68,981.99087982
5421880,1,1,1,80,68,1,8,,2,,,9,,2,,2,,1,48,908600,2,1,04,1.2,68,976.65862196
5421880,1,2,1,80,68,1,4,,2,,,4,,2,,2,,,,,2,1,04,3,68,976.65862196
5421881,1,4,1,80,68,1,2,,1,,1,2,,2,,2,,2,,908526,2,1,04,1.3,68,471.35723501
5421882,1,2,1,80,68,1,4,,2,,,4,,2,,2,,,,,2,1,04,1.4,68,1258.3084531
5421885,1,1,1,80,68,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,68,490.99543991
5421885,1,2,1,80,68,1,6,,2,,,9,,2,,2,,,,,2,1,04,4,68,490.99543991
5421886,1,2,1,80,68,1,3,,2,,,9,,2,,2,,1,24,600000,2,1,04,3,68,520.82940387
5421886,1,4,1,80,68,2,,,,2,,,.,,,2,,,,,,1,04,,68,520.82940387
5421886,1,5,1,80,68,2,,,,2,,,.,,,2,,,,,,1,04,,68,520.82940387
5421889,2,3,2,80,68,2,,,,2,,,.,2,,2,,,,,2,1,04,,68,643.11542332
5421890,1,1,1,80,68,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,68,537.04550728
5421890,1,2,1,80,68,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,68,537.04550728
5421892,1,1,1,80,68,1,3,,2,,,9,,2,,2,,2,,900000,2,1,04,1.3,68,337.42683875
5421895,1,1,1,80,68,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,68,688.61362159
5421895,1,3,1,80,68,2,,,,2,,,.,2,,2,,,,,2,1,04,,68,688.61362159
5421900,1,1,1,80,68,1,3,,2,,,8,,2,,2,,,,,2,1,04,4,68,377.38620508
5421902,1,3,1,80,68,2,,,,2,,,.,,,2,,,,,,1,04,,68,715.66210097
5421903,1,3,1,80,68,2,,,,2,,,.,2,,2,,,,,2,1,04,,68,828.41280957
5421906,1,1,1,80,68,1,1,,2,,,9,,2,,2,,,,,2,1,04,1.4,68,466.05834949
5421906,1,4,1,80,68,2,,,,2,,,.,2,,2,,,,,2,1,04,,68,466.05834949
5421908,1,1,1,80,68,1,5,,1,,4,8,,3,,2,,,,,3,1,04,4,68,452.63807749
5421908,1,2,1,80,68,1,8,,2,,,8,,2,,2,,,,,2,1,04,2,68,452.63807749
5421909,1,1,1,80,68,1,7,,2,,,8,,3,,2,,,,,3,1,04,4,68,536.49242423
5421909,1,2,1,80,68,2,,,,2,,,.,2,,2,,,,,2,1,04,,68,536.49242423
5421911,1,1,1,80,68,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,68,658.19708495
5421911,1,4,1,80,68,2,,,,2,,,.,,,2,,,,,,1,04,,68,658.19708495
5421911,1,5,1,80,68,2,,,,2,,,.,2,,2,,,,,2,1,04,,68,658.19708495
5421912,1,2,1,80,68,1,5,,2,,,8,,3,,2,,,,,3,1,04,3,68,452.63807749
5421916,1,2,1,80,68,2,,,,2,,,.,2,,2,,,,,2,1,04,,68,396.18841291
5421918,1,1,1,80,68,1,4,,2,,,4,,2,,2,,,,,2,1,04,3,68,586.16100629
5421919,1,3,1,80,68,1,8,,2,,,2,,2,,2,,,,,2,1,04,3,68,522.79224317
5421923,1,2,1,80,68,2,,,,2,,,.,,,2,,,,,,1,04,,68,512.45503664
5421924,1,1,1,80,68,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,68,579.24190774
5421924,1,2,1,80,68,1,7,,2,,,11,,2,,2,,,,,2,1,04,4,68,579.24190774
5421927,1,2,1,80,68,2,,,,2,,,.,2,,2,,,,,2,1,04,,68,505.46162782
5421927,1,3,1,80,68,2,,,,2,,,.,,,2,,,,,,1,04,,68,505.46162782
5421927,1,4,1,80,68,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,68,505.46162782
5421929,1,2,1,80,68,1,4,,2,,,8,,2,,2,,,,,2,1,04,4,68,674.40747412
5421932,1,1,1,80,68,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,68,416.16924408
5421934,1,1,1,80,68,1,4,,2,,,8,,2,,2,,,,,2,1,04,4,68,657.07685877
5421934,1,2,1,80,68,1,3,,2,,,8,,2,,2,,,,,2,1,04,4,68,657.07685877
5421934,1,4,1,80,68,1,8,,2,,,2,,2,,2,,,,,2,1,04,1.3,68,657.07685877
5421935,1,1,1,80,68,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,68,492.11566609
5421935,1,2,1,80,68,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,68,492.11566609
5421935,1,4,1,80,68,1,2,,2,,,2,,2,,2,,,,,2,1,04,1.4,68,492.11566609
5421936,1,1,1,80,68,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,68,427.26813741
5421936,1,2,1,80,68,2,,,,2,,,.,2,,2,,,,,2,1,04,,68,427.26813741
5421936,1,4,1,80,68,1,5,,2,,,10,,3,,2,,,,,3,1,04,2,68,427.26813741
5421937,1,1,1,80,68,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,68,490.99543991
5421937,1,2,1,80,68,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,68,490.99543991
5421938,1,1,1,80,68,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,68,416.16924408
5421939,1,2,1,80,68,1,3,,2,,,9,,1,,2,,,,,2,1,04,4,68,599.58127829
5421941,1,3,1,80,68,2,,,,2,,,.,,,2,,,,,,1,04,,68,1173.1558857
5422075,1,2,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,04,,73,278.01189765
5422078,1,5,1,80,73,1,4,,2,,,7,,2,,2,,,,,2,1,04,4,73,311.05833384
5422087,1,4,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,04,,73,372.33186873
5422088,1,3,1,80,73,2,,,,2,,,.,,,2,,,,,,1,04,,73,496.36779077
5422090,1,1,1,80,73,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,73,172.96902054
5422092,1,1,1,80,73,1,8,,2,,,9,,2,,1,1500000,1,48,1200000,2,1,04,1.2,73,315.01623959
5422092,1,3,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,04,,73,315.01623959
5422092,1,4,1,80,73,2,,,,2,,,.,,,2,,,,,,1,04,,73,315.01623959
5422096,1,2,1,80,73,1,7,,2,,,9,,2,,2,,,,,2,1,04,4,73,254.94294926
5422102,1,2,1,80,73,2,,,,2,,,.,2,,2,,,,,2,1,04,,73,333.13802047
5422102,1,3,1,80,73,2,,,,2,,,.,,,2,,,,,,1,04,,73,333.13802047
5422102,1,4,1,80,73,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,73,333.13802047
