DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,CLASE,P388,P6440,P6450,P6460,P6460S1,P6400,P6410,P6410S1,P6422,P6424S1,P6424S2,P6424S3,P6426,P6430S1,P6480,P6480S1,P9440,P6500,P6510,P6510S1,P6510S2,P6590,P6590S1,P6600,P6600S1,P6610,P6610S1,P6620,P6620S1,P6585S1,P6585S1A1,P6585S1A2,P6585S2,P6585S2A1,P6585S2A2,P6585S3,P6585S3A1,P6585S3A2,P6585S4,P6585S4A1,P6585S4A2,P6545,P6545S1,P6545S2,P6580,P6580S1,P6580S2,P6630S1,P6630S1A1,P6630S2,P6630S2A1,P6630S3,P6630S3A1,P6630S4,P6630S4A1,P6630S6,P6630S6A1,P6640,P6640S1,P6765,P6765S1,P6772,P6772S1,P6773S1,P6775,P6750,P6760,P550,P6780,P6780S1,P6790,P1800,P1800S1,P1801S1,P1801S2,P1801S3,P1802,P1879,P1805,P6800,P6810,P6810S1,P6850,P6830,P6830S1,P6870,P6880,P6880S1,P6915,P6915S1,P6920,P6930,P6940,P6960,P6980,P6980S1,P6980S2,P6980S3,P6980S4,P6980S5,P6980S6,P6980S7,P6980S7A1,P6980S8,P6990,P9450,P7020,P760,P7026,P7028,P7028S1,P7040,P390,P7045,P7050,P7050S1,P7070,P7075,P7077,P1880,P1881,P1882,P3148,P7090,P7100,P7110,P7120,P7130,P7140,P7140S1,P7140S2,P7140S3,P7140S4,P7140S5,P7140S6,P7140S7,P7140S8,P7140S9,P7140S9A1,P7150,P7160,P7170S1,P7170S5,P7170S6,P7180,P514,P515,P7240,P7240S1,OFICIO,RAMA2D_R4,OCI,MES,P6430,RAMA4D_R4,INGLABO,DPTO,fex_c_2011,RAMA4DP8_R4
5427636,1,7,1,60,2,70,2,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,150000,1,1800000,3,,12,2,,,,,3,3,2,18,2,,18,,,1,1,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,3,4,,2,,,,,,,,3,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,57,96,1,04,4,9602,150000,70,1043.0600209,
5427637,1,1,1,60,2,70,2,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,250000,1,4000000,3,,12,2,,,,,3,3,2,40,,.,24,6,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,120,4,,2,,,,,,,,3,3,9,2,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,5,,61,01,1,04,4,0113,250000,70,990.94247498,
5427637,1,2,1,60,2,70,2,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,400000,1,4800000,3,,12,2,,,,,3,3,2,36,2,,36,,,1,1,,2,,2,,,,1,,,,,,,,,1,2,2,1,24,48,3,,2,,,,,,,,9,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,5,,41,47,1,04,4,4711,400000,70,990.94247498,
5427660,1,4,1,60,2,54,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,500000,1,500000,3,,9,2,,,,,2,10,2,48,,.,48,,,1,9,,11,,2,,,,1,,,,,,,,,1,2,2,1,3,12,4,,2,,,,,,,,1,3,12,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,95,41,1,04,4,4111,500000,54,811.43225304,
5427660,1,5,1,60,2,54,2,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,400000,1,1200000,3,,6,2,,,,,2,1,2,50,,.,50,,,1,9,,11,,2,,,,1,,,,,,,,,1,2,2,1,6,6,4,,2,,,,,,,,2,2,20,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,95,41,1,04,4,4111,400000,54,811.43225304,
5427661,1,1,1,60,2,54,2,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,720000,1,8400000,3,,12,2,,,,,2,1,1,50,,.,50,,,1,2,,4,,2,,,,1,,,,,,,,,1,2,2,1,3,12,8,,2,,,,,,,,2,2,15,,2,,,,1,1,2,1,2,1,2,2,1,2,2,,2,1,1,2,1,2,2,1,3,,95,41,1,04,4,4111,720000,54,1621.5550523,
5427661,1,5,1,60,2,54,2,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,600000,1,4500000,3,,12,2,,,,,2,10,2,50,,.,50,,,1,9,,11,,2,,,,1,,,,,,,,,1,2,2,1,0,3,4,,2,,,,,,,,8,2,25,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,9,,95,41,1,04,4,4111,600000,54,1621.5550523,
5427661,1,8,1,60,2,54,1,1,,,1,,,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,600000,1,5000000,3,,12,2,,,,,2,1,1,48,,.,48,,,1,8,,11,,2,,,,1,,,,,,,,,1,2,2,1,0,24,4,,2,,,,,,,,8,3,25,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,9,,61,01,1,04,4,0121,600000,54,1621.5550523,
5427662,1,3,1,60,2,54,1,2,2,12,1,,,1,1,1,1,48,,1,,2,1240000,2,,,2,,2,,2,,2,,2,,,1,106400,2,2,,,2,,,2,,,2,,,2,,1,1200000,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,7,7,,1,,1,2,1,6,1,1,,,,,,,,,1,1,2,,,,,2,,,,,,,,,3,5,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,5,,89,23,1,04,1,2392,1240000,54,558.99335152,
5427663,1,1,1,60,2,54,2,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,600000,1,5000000,3,,12,2,,,,,2,1,2,36,1,,36,,,1,7,,10,,2,,,,1,,,,,,,,,1,2,2,1,6,24,4,,2,,,,,,,,3,3,20,,1,20,2,1,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,53,56,1,04,4,5611,600000,54,558.99335152,
5427664,1,1,1,60,2,54,1,1,,,1,,,1,2,2,2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,450000,1,2600000,3,,12,2,,,,,2,1,1,48,,.,48,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,48,1,,2,,,,,,,,2,3,25,,2,,,,1,1,1,1,2,2,2,2,2,2,2,,1,1,2,2,1,2,2,2,5,,61,01,1,04,4,0161,450000,54,1203.4811987,
5427665,1,1,1,60,2,54,1,1,,,1,,,1,2,2,2,60,,1,,2,900000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,72,,.,72,,,7,7,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,48,4,,2,,,,,,,,8,3,30,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,9,,58,23,1,04,1,2392,900000,54,827.81224712,
5427667,1,2,1,60,2,54,1,1,,,1,,,1,2,2,2,11,,1,,2,600000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,3,9,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,12,4,,2,,,,,,,,3,3,30,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,5,,95,41,1,04,1,4111,600000,54,892.22235704,
5427675,1,1,1,60,2,15,2,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,1,2021,2,1200000,1,30000000,3,,12,1,3,1,0,2,2,6,2,40,,.,40,,,3,7,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,60,4,,2,,,,,,,,10,3,6,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,2,,89,23,1,04,5,2393,1200000,15,905.1447517,
5427675,1,2,1,60,2,15,1,1,,,1,,,1,2,2,2,12,,1,,2,500000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,40,,.,40,,,2,7,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,24,1,,2,,,,,,,,2,3,40,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,2,,45,47,1,04,1,4759,500000,15,905.1447517,
5427675,1,3,1,60,2,15,2,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,.,6,,,,,,,,,20,2,,8,1,,3,7,,2,,2,,,,1,,,,,,,,,1,2,2,1,7,12,1,,2,,,,,,,,13,3,5,2,2,,,,1,1,1,1,2,2,2,2,2,2,2,,2,2,1,2,1,2,1,1,3,,89,23,1,04,6,2393,,15,905.1447517,
5427675,1,4,1,60,2,15,2,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,.,12,,,,,,,,,20,2,,20,,,3,7,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,5,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,3,,89,23,1,04,6,2393,,15,905.1447517,
5427676,1,1,1,60,2,17,1,1,,,1,,,1,2,2,2,0,,1,,2,800000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,50,,.,50,,,6,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,1,8,,2,,,,,,,,7,11,10,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,8,,62,01,1,04,8,0123,800000,17,466.18746955,
5428130,1,1,1,60,2,68,1,1,,,1,,,1,2,2,2,24,,1,,2,240000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,40,,.,40,,,2,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,336,8,,1,68,8,8,,50000,2,8,8,3,20,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,8,,62,01,1,04,8,0114,290000,68,1775.1922648,
5428131,1,2,1,60,2,68,2,,,,,,,,,,,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,600000,1,3000000,3,,12,2,,,,,3,1,2,54,,.,54,,,1,2,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,24,8,,2,,,,,,,,8,11,40,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,8,,95,41,1,04,4,4111,600000,68,1233.4421017,
5428132,1,2,1,60,2,68,2,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,200000,1,2000000,3,,12,2,,,,,3,3,2,24,2,,24,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,12,8,,2,,,,,,,,1,3,30,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,8,,61,01,1,04,4,0161,200000,68,1023.5585774,
5428136,1,1,1,60,2,70,2,,,,,,,,,,,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,40000,1,480000,1,,12,2,,,,,3,10,2,21,1,,14,6,,1,2,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,5,2,1,20,2,1,1,1,2,1,2,2,2,2,2,2,2,,2,1,1,2,1,2,2,1,3,,56,96,1,04,4,9601,40000,70,650.57811427,
5428137,1,1,1,60,2,70,2,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,600000,1,7200000,3,,12,2,,,,,3,1,1,30,2,,30,,,1,6,,2,,2,,,,1,,,,,,,,,1,2,2,1,24,36,3,,2,,,,,,,,3,11,10,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,8,,45,47,1,04,4,4781,600000,70,698.22219304,
5428137,1,5,1,60,2,70,2,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,300000,1,3600000,3,,12,2,,,,,3,1,2,42,,.,42,,,1,2,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,11,20,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,8,,83,25,1,04,4,2599,300000,70,698.22219304,
5428137,1,6,1,60,2,70,2,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,150000,1,1800000,3,,12,2,,,,,3,3,2,30,2,,30,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,20,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,61,01,1,04,4,0111,150000,70,698.22219304,
5428138,1,2,1,60,2,70,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,50000,1,200000,3,,4,2,,,,,3,10,2,14,1,,14,,,1,6,,5,,2,,,,1,,,,,,,,,1,2,2,1,8,36,4,,2,,,,,,,,3,12,15,,1,20,1,1,2,,,,,,,,,,,,,,1,2,1,2,1,1,3,,45,47,1,04,4,4789,50000,70,1024.7309247,
5428139,1,1,1,60,2,70,2,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,100000,1,400000,3,,4,2,,,,,3,1,2,10,1,,10,,,1,1,,2,,2,,,,1,,,,,,,,,1,2,2,1,24,84,3,,2,,,,,,,,1,14,,,1,20,2,1,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,56,96,1,04,4,9601,100000,70,1018.1984239,
5428140,1,2,1,60,2,70,2,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,400000,1,4800000,3,,12,2,,,,,3,1,1,44,,.,44,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,9,60,,2,,,,1,1,2,1,2,2,2,2,1,1,2,,1,1,2,2,2,2,2,2,8,,64,03,1,04,4,0311,400000,70,1140.1400258,
5428141,1,1,1,60,2,70,2,,,,,,,,,,,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,300000,1,3600000,3,,12,2,,,,,3,10,2,42,,.,7,6,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,10,60,2,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,3,,61,01,1,04,4,0161,300000,70,718.081416,
5428142,1,1,1,60,2,70,1,1,,,1,,,1,2,2,2,88,,1,,2,320000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,36,1,,36,,,2,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,1,4,,2,,,,,,,,3,10,30,,1,16,2,1,2,,,,,,,,,,,,,,1,1,1,2,2,1,8,,62,01,1,04,8,0141,320000,70,1308.0285456,
5428142,1,2,1,60,2,70,2,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,32000,1,360000,3,,12,2,,,,,3,1,2,10,1,,10,,,1,1,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,14,,,1,12,2,2,2,,,,,,,,,,,,,,1,2,1,2,2,1,3,,45,56,1,04,4,5619,32000,70,1308.0285456,
5428143,1,1,1,60,2,70,2,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,0,1,1200000,3,,12,2,,,,,3,10,2,42,,.,42,,,1,8,,5,,2,,,,1,,,,,,,,,1,2,2,1,0,120,4,,2,,,,,,,,3,10,60,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,3,,61,01,1,04,4,0111,0,70,979.21972982,
5428145,1,1,1,60,2,70,2,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,320000,1,2100000,3,,12,2,,,,,3,1,2,45,,.,45,,,1,1,,5,,2,,,,1,,,,,,,,,1,2,2,1,0,24,4,,2,,,,,,,,3,14,,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,3,,41,56,1,04,4,5619,320000,70,801.83469875,
5428146,1,2,1,60,2,70,1,1,,,1,,,1,2,2,2,2,,1,,2,160000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,42,,.,42,,,2,7,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,72,4,,1,70,12,4,,100000,1,1,3,11,10,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,8,,97,10,1,04,1,1040,260000,70,1356.1240244,
5428147,1,1,1,60,2,70,2,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,240000,1,3000000,3,,12,2,,,,,3,1,1,36,1,,36,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,60,6,,2,,,,,,,,8,3,60,,1,12,2,1,2,,,,,,,,,,,,,,1,1,1,2,1,1,8,,61,01,1,04,4,0161,240000,70,1252.1743913,
5428149,1,1,1,60,2,70,2,,,,,,,,,,,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,300000,1,4000000,3,,12,2,,,,,3,10,2,54,,.,16,6,,2,9,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,36,4,,2,,,,,,,,3,3,10,2,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,3,,95,41,1,04,4,4111,300000,70,1189.3142314,
5428152,1,4,1,60,2,70,1,1,,,1,,,2,2,2,2,24,,1,,2,400000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,49,,.,49,,,2,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,36,4,,2,,,,,,,,3,3,40,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,3,,62,01,1,04,8,0141,400000,70,1341.8370001,
5428153,1,3,1,60,2,70,2,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,400000,1,4800000,3,,12,2,,,,,3,1,1,42,,.,42,,,1,4,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,120,6,,2,,,,,,,,8,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,98,49,1,04,4,4921,400000,70,952.39451077,
5428154,1,1,1,60,2,70,2,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,700000,1,8400000,3,,12,2,,,,,3,3,2,46,,.,46,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,60,168,8,,2,,,,,,,,11,9,90,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,8,,64,03,1,04,4,0311,700000,70,751.86986574,
5428154,1,2,1,60,2,70,2,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,3,0,1,1200000,1,,3,2,,,,,1,1,1,40,,.,40,,,1,2,,2,,2,,,,1,,,,,,,,,1,2,2,1,3,1,4,,2,,,,,,,,1,3,2,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,53,56,1,04,4,5619,0,70,751.86986574,
5428155,1,1,1,60,2,70,1,1,,,1,,,2,2,2,1,5,,1,,2,650000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,60,,.,60,,,3,8,,3,,2,,,,1,,,,,,,,,1,2,2,1,0,60,4,,2,,,,,,,,3,3,40,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,3,,62,01,1,04,8,0141,650000,70,1395.8445704,
5428157,1,1,1,60,2,70,2,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,200000,1,2400000,3,,12,2,,,,,3,10,2,25,2,,25,,,1,1,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,480,4,,2,,,,,,,,3,14,,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,3,,41,47,1,04,4,4731,200000,70,718.081416,
5428158,1,1,1,60,2,70,2,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,900000,1,12000000,3,,12,2,,,,,3,3,2,50,,.,50,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,9,90,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,5,,64,03,1,04,4,0311,900000,70,718.081416,
5428159,1,1,1,60,2,70,2,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,500000,1,8000000,3,,12,2,,,,,3,1,2,46,,.,46,,,1,4,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,40,2,,2,,,,,,,,3,14,,,2,,,,1,1,2,1,2,2,2,2,2,1,2,,2,1,2,2,2,2,2,1,8,,98,49,1,04,4,4921,500000,70,985.83826991,
5428159,1,2,1,60,2,70,2,,,,,,,,,,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,80000,1,960000,3,,12,2,,,,,3,1,2,16,1,,16,,,1,1,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,14,,,1,12,2,1,2,,,,,,,,,,,,,,1,1,1,2,1,1,8,,56,96,1,04,4,9601,80000,70,985.83826991,
5428160,1,2,1,60,2,70,1,1,,,1,,,2,2,2,1,4,,1,,2,450000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,49,,.,49,,,6,7,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,12,20,,2,,,,1,1,1,1,2,2,2,2,2,2,2,,2,1,1,2,1,2,1,1,3,,97,01,1,04,1,0145,450000,70,567.03765288,
5428161,1,1,1,60,2,70,1,1,,,1,,,2,2,2,1,24,,1,,2,400000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,70,,.,70,,,2,7,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,480,8,,2,,,,,,,,3,12,10,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,3,,58,45,1,04,1,4520,400000,70,760.08980245,
5428162,1,1,1,60,2,70,2,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,300000,1,3600000,3,,12,2,,,,,3,1,1,18,2,,18,,,1,1,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,120,4,,2,,,,,,,,3,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,45,56,1,04,4,5619,300000,70,735.781022,
5428162,1,2,1,60,2,70,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,60000,1,400000,3,,4,2,,,,,3,1,2,10,1,,10,,,1,1,,2,,2,,,,1,,,,,,,,,1,2,2,1,4,1,4,,2,,,,,,,,3,14,,,1,12,2,1,1,1,2,1,2,1,2,2,2,1,2,,1,1,2,2,2,2,2,1,3,,56,96,1,04,4,9601,60000,70,735.781022,
5428163,1,1,1,60,2,70,2,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,500000,1,6000000,3,,12,2,,,,,3,3,2,54,,.,54,,,2,7,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,12,10,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,3,,84,45,1,04,4,4520,500000,70,1402.4209736,
5428163,1,2,1,60,2,70,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,200000,1,400000,3,,2,2,,,,,3,10,2,18,2,,18,,,1,1,,2,,2,,,,1,,,,,,,,,1,2,2,1,84,120,3,,2,,,,,,,,3,14,,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,3,,45,56,1,04,4,5619,200000,70,1402.4209736,
5428163,1,5,1,60,2,70,2,,,,,,,,,,,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,160000,1,1500000,3,,12,2,,,,,3,10,2,42,,.,14,6,,1,8,,5,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,40,2,2,,,,1,1,2,1,2,2,2,2,1,1,2,,2,1,1,2,1,2,2,1,3,,61,01,1,04,4,0161,160000,70,1402.4209736,
5428164,1,2,1,60,2,70,2,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,300000,1,3600000,3,,12,2,,,,,3,1,1,36,1,,36,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,120,4,,2,,,,,,,,3,12,30,,1,16,2,1,2,,,,,,,,,,,,,,1,1,1,2,1,1,8,,61,01,1,04,4,0142,300000,70,749.22992076,
5428165,1,1,1,60,2,70,1,2,1,,1,,,1,2,2,1,3,,1,,2,500000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,50,,.,50,,,2,4,,1,,1,1,1,6,1,1,,,,,,,,,1,1,1,0,8,4,,2,,,,,,,,8,12,5,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,8,,98,49,1,04,1,4921,500000,70,1334.1796813,
