DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,CLASE,P388,P6440,P6450,P6460,P6460S1,P6400,P6410,P6410S1,P6422,P6424S1,P6424S2,P6424S3,P6426,P6430S1,P6480,P6480S1,P9440,P6500,P6510,P6510S1,P6510S2,P6590,P6590S1,P6600,P6600S1,P6610,P6610S1,P6620,P6620S1,P6585S1,P6585S1A1,P6585S1A2,P6585S2,P6585S2A1,P6585S2A2,P6585S3,P6585S3A1,P6585S3A2,P6585S4,P6585S4A1,P6585S4A2,P6545,P6545S1,P6545S2,P6580,P6580S1,P6580S2,P6630S1,P6630S1A1,P6630S2,P6630S2A1,P6630S3,P6630S3A1,P6630S4,P6630S4A1,P6630S6,P6630S6A1,P6640,P6640S1,P6765,P6765S1,P6772,P6772S1,P6773S1,P6775,P6750,P6760,P550,P6780,P6780S1,P6790,P1800,P1800S1,P1801S1,P1801S2,P1801S3,P1802,P1879,P1805,P6800,P6810,P6810S1,P6850,P6830,P6830S1,P6870,P6880,P6880S1,P6915,P6915S1,P6920,P6930,P6940,P6960,P6980,P6980S1,P6980S2,P6980S3,P6980S4,P6980S5,P6980S6,P6980S7,P6980S7A1,P6980S8,P6990,P9450,P7020,P760,P7026,P7028,P7028S1,P7040,P390,P7045,P7050,P7050S1,P7070,P7075,P7077,P1880,P1881,P1882,P3148,P7090,P7100,P7110,P7120,P7130,P7140,P7140S1,P7140S2,P7140S3,P7140S4,P7140S5,P7140S6,P7140S7,P7140S8,P7140S9,P7140S9A1,P7150,P7160,P7170S1,P7170S5,P7170S6,P7180,P514,P515,P7240,P7240S1,OFICIO,RAMA2D_R4,OCI,MES,P6430,RAMA4D_R4,INGLABO,DPTO,fex_c_2011,RAMA4DP8_R4
5434642,1,6,1,60,2,47,1,1,,,1,,,2,2,2,2,50,,1,,2,600000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,3,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,90,,2,,,,2,,,,,,,,,,,,,,2,2,2,2,1,1,8,,62,01,1,04,8,0111,600000,47,1428.4426944,
5434642,1,7,1,60,2,47,2,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,150000,1,1800000,3,,12,2,,,,,3,4,2,40,,.,28,6,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,50,1,2,,,,2,,,,,,,,,,,,,,1,1,2,2,2,1,3,,61,01,1,04,4,0161,150000,47,1428.4426944,
5434644,1,1,1,60,2,47,2,,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,300000,1,900000,3,,12,2,,,,,1,1,1,48,,.,48,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,1,47,12,4,,100000,1,8,,3,15,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,61,01,1,04,4,0113,400000,47,1178.9005971,
5434644,1,4,1,60,2,47,2,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,500000,1,1000000,3,,12,2,,,,,1,1,1,48,,.,48,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,1,48,1,,2,,,,,,,,3,3,15,,2,,,,1,1,2,1,2,2,2,2,2,2,2,,2,1,1,1,2,2,2,1,3,,61,01,1,04,4,0113,500000,47,1178.9005971,
5434647,1,1,1,60,2,47,2,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,270000,1,900000,3,,12,1,1,0,0,1,1,1,1,40,,.,40,,,2,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,20,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,61,01,1,04,4,0113,270000,47,1746.1715102,
5434647,1,4,1,60,2,47,2,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,.,12,,,,,,,,,20,2,,20,,,2,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,15,,2,,,,1,1,1,1,2,2,2,2,2,2,2,,2,1,1,2,1,2,1,1,3,,62,01,1,04,6,0113,,47,1746.1715102,
5434649,1,1,1,60,2,47,2,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,400000,1,4000000,3,,12,2,,,,,3,4,2,48,,.,48,,,1,8,,2,,2,,,,1,,,,,,1,,,,2,2,1,0,5,4,,2,,,,,,,,3,3,30,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,9,,61,01,1,04,4,0111,400000,47,1986.6974391,
5434650,1,1,1,60,2,47,1,1,,,1,,,1,2,2,2,3,,1,,2,550000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,9,,,,,,,,,60,,.,60,,,3,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,3,23,1,,2,,,,,,,,3,10,30,,2,,,,1,1,2,1,2,2,2,2,2,1,2,,2,1,1,2,1,2,1,2,3,,62,01,1,04,8,0141,550000,47,2344.2291655,
5434650,1,2,1,60,2,47,2,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,600000,1,4000000,3,,9,2,,,,,3,1,1,80,,.,80,,,1,1,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,14,,,2,,,,1,1,2,1,1,2,2,2,1,1,2,,2,1,1,1,2,2,1,2,3,,41,47,1,04,4,4711,600000,47,2344.2291655,
5434682,1,1,1,60,2,47,2,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,50000,1,600000,3,,12,2,,,,,3,3,2,48,,.,48,,,1,1,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,2,5,,41,47,1,04,4,4724,50000,47,866.32160296,
5434682,1,2,1,60,2,47,1,1,,,1,,,2,2,2,2,24,,1,,2,500000,2,,,1,200000,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,72,,.,72,,,2,8,,11,,2,,,,1,,,,,,,,,1,2,2,1,0,192,4,,2,,,,,,,,8,15,30,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,5,,62,01,1,04,8,0141,700000,47,866.32160296,
5434683,1,1,1,60,2,47,2,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,0,1,700000,1,,6,2,,,,,3,10,2,48,,.,0,6,,1,8,,4,,2,,,,1,,,,,,,,,1,2,2,1,0,36,1,,2,,,,,,,,3,3,20,1,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,8,,95,41,1,04,4,4111,0,47,1986.176744,
5434683,1,2,1,60,2,47,2,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,280000,1,1500000,3,,12,2,,,,,3,10,2,24,2,,24,,,1,8,,4,,2,,,,1,,,,,,,,,1,2,2,1,3,12,3,,2,,,,,,,,9,14,,,2,,,,1,1,2,1,2,2,2,2,2,2,2,,1,1,1,2,1,2,2,1,8,,41,01,1,04,4,0144,280000,47,1986.176744,
5434684,1,1,1,60,2,47,2,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,1050000,1,12600000,3,,12,2,,,,,3,9,2,40,,.,40,,,1,1,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,36,8,,2,,,,,,,,3,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,5,,41,01,1,04,4,0141,1050000,47,2028.1600363,
5434685,1,1,1,60,2,47,2,,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,300000,1,3600000,3,,12,2,,,,,3,10,2,48,,.,48,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,61,01,1,04,4,0141,300000,47,869.07549799,
5434686,1,1,1,60,2,47,2,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,525000,1,6300000,3,,12,2,,,,,3,10,1,40,,.,40,,,1,1,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,240,4,,2,,,,,,,,11,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,2,5,,41,01,1,04,4,0141,525000,47,1024.5938421,
5434687,1,1,1,60,2,47,2,,,,,,,,,,,588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,0,1,98,1,,1,2,,,,,2,10,2,24,1,,0,6,,1,8,,4,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,15,1,1,24,2,1,2,,,,,,,,,,,,,,1,2,1,2,2,1,8,,61,01,1,04,4,0161,0,47,1836.90243,
5434689,1,1,1,60,2,47,2,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,1000000,1,12000000,3,,12,2,,,,,3,1,2,40,,.,40,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,15,10,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,8,,61,01,1,04,4,0161,1000000,47,1109.0807318,
5434690,1,4,1,60,2,47,2,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,400000,1,2500000,1,,12,2,,,,,2,1,1,40,,.,30,6,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,4,72,4,,2,,,,,,,,3,13,30,1,2,,,,1,1,1,1,2,2,2,2,2,2,2,,2,1,1,2,2,2,2,1,3,,61,01,1,04,4,0161,400000,47,1447.8403208,
5434704,1,1,1,60,2,47,2,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,300000,1,3600000,3,,12,2,,,,,3,10,2,56,,.,56,,,1,4,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,120,4,,2,,,,,,,,3,14,,,2,,,,1,1,2,1,2,2,2,2,2,2,2,,2,1,1,2,1,2,2,1,3,,98,49,1,04,4,4921,300000,47,1933.9902959,
5434704,1,2,1,60,2,47,2,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,3,40000,1,480000,3,,12,2,,,,,3,10,2,24,2,,12,6,,1,5,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,5,1,2,,,,1,1,2,1,2,2,2,2,2,2,2,,1,1,1,2,1,2,2,1,3,,45,47,1,04,4,4792,40000,47,1933.9902959,
5434705,1,2,1,60,2,47,2,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,1750000,1,21000000,3,,12,2,,,,,3,1,1,72,,.,72,,,1,1,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,5,,41,47,1,04,4,4711,1750000,47,1639.1465607,
5434706,1,1,1,60,2,47,2,,,,,,,,,,,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,0,1,500000,2,,12,2,,,,,3,10,2,35,2,,35,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,61,01,1,04,4,0111,0,47,2122.3297766,
5434707,1,1,1,60,2,47,2,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,400000,1,4800000,3,,12,2,,,,,3,10,2,24,2,,16,6,,1,5,,5,,2,,,,1,,,,,,,,,1,2,2,1,0,720,4,,2,,,,,,,,6,13,30,1,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,94,16,1,04,4,1690,400000,47,2090.4359681,
5434707,1,2,1,60,2,47,2,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,240000,1,2880000,3,,12,2,,,,,3,10,2,16,2,,16,,,1,5,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,13,30,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,8,,94,16,1,04,4,1690,240000,47,2090.4359681,
5434709,1,1,1,60,2,47,2,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,210000,1,2520000,1,,12,2,,,,,3,1,1,72,,.,72,,,1,1,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,5,,41,47,1,04,4,4759,210000,47,1530.6298236,
5434711,1,1,1,60,2,47,2,,,,,,,,,,,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,700000,1,8400000,1,,12,2,,,,,3,1,1,56,,.,56,,,1,8,,5,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,15,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,5,,64,03,1,04,4,0311,700000,47,2094.541081,
5434712,1,1,1,60,2,47,2,,,,,,,,,,,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,120000,1,600000,1,,6,2,,,,,2,1,2,40,,.,10,6,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,11,15,1,2,,,,2,,,,,,,,,,,,,,1,2,2,2,2,1,5,,61,01,1,04,4,0161,120000,47,1798.3579583,
5434712,1,2,1,60,2,47,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,595000,1,1190000,3,,2,2,,,,,3,1,2,45,,.,45,,,1,6,,2,,2,,,,1,,,,,,,,,1,2,2,1,12,1,4,,2,,,,,,,,11,11,15,,2,,,,2,,,,,,,,,,,,,,2,2,2,2,2,1,5,,53,56,1,04,4,5619,595000,47,1798.3579583,
5434713,1,1,1,60,2,47,2,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,96000,1,1152000,1,,12,2,,,,,3,10,2,12,2,,12,,,1,4,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,14,,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,3,,98,49,1,04,4,4921,96000,47,2135.3373858,
5434713,1,2,1,60,2,47,1,1,,,1,,,1,2,2,2,12,,1,,2,300000,2,,,1,312000,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,1,2,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,11,30,,2,,,,1,1,2,1,2,2,2,2,2,2,2,,2,1,1,1,1,2,1,1,3,,54,97,1,04,3,9700,612000,47,2135.3373858,
5434714,1,1,1,60,2,47,2,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,150000,1,1800000,3,,12,1,1,0,0,1,3,1,1,40,,.,40,,,2,1,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,72,4,,2,,,,,,,,13,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,5,,94,16,1,04,4,1690,150000,47,1530.5161515,
5434714,1,2,1,60,2,47,2,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,.,12,,,,,,,,,40,,.,40,,,2,1,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,5,,94,16,1,04,6,1690,,47,1530.5161515,
5434715,1,1,1,60,2,47,2,,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,900000,1,10800000,3,,12,2,,,,,3,8,1,84,,.,84,,,1,7,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,120,4,,2,,,,,,,,3,11,60,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,57,96,1,04,4,9602,900000,47,2000.3713406,
5434730,1,1,1,60,2,47,2,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,270000,1,1890000,3,,12,2,,,,,2,1,2,36,1,,36,,,1,7,,11,,2,,,,1,,,,,,,,,1,2,2,1,0,36,1,,2,,,,,,,,13,12,10,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,5,,53,56,1,04,4,5611,270000,47,1238.7252732,
5434730,1,2,1,60,2,47,2,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,100000,1,1200000,1,,12,2,,,,,2,5,2,20,1,,20,,,1,8,,11,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,6,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,5,,63,02,1,04,4,0220,100000,47,1238.7252732,
5434730,1,4,1,60,2,47,2,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,60000,1,360000,1,,6,2,,,,,2,1,2,16,1,,16,,,1,7,,11,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,12,10,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,2,5,,53,56,1,04,4,5611,60000,47,1238.7252732,
5434730,1,5,1,60,2,47,2,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,300000,1,3600000,3,,12,2,,,,,2,1,1,48,,.,40,6,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,36,1,,2,,,,,,,,9,12,10,1,2,,,,2,,,,,,,,,,,,,,1,2,2,2,2,1,8,,61,01,1,04,4,0161,300000,47,1238.7252732,
5434731,1,1,1,60,2,47,2,,,,,,,,,,,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,0,1,180000,2,,12,2,,,,,3,10,2,48,,.,48,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,20,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,8,,61,01,1,04,4,0113,0,47,1064.5988861,
5434731,1,3,1,60,2,47,1,1,,,1,,,1,2,2,2,3,,1,,2,,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,3,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,5,4,,2,,,,,,,,8,11,30,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,62,01,1,04,8,0122,,47,1064.5988861,
5434732,1,1,1,60,2,47,2,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,400000,1,4800000,1,,12,2,,,,,2,10,1,24,1,,16,6,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,15,1,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,3,,61,01,1,04,4,0161,400000,47,1170.4095785,
5434732,1,2,1,60,2,47,2,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,450000,1,5400000,3,,12,2,,,,,3,3,2,56,,.,56,,,1,1,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,45,47,1,04,4,4711,450000,47,1170.4095785,
5434733,1,1,1,60,2,47,2,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,400000,1,2200000,3,,12,2,,,,,3,10,1,30,2,,30,,,1,8,,4,,2,,,,1,,,,,,,,,1,2,2,1,3,144,4,,2,,,,,,,,13,3,1,,2,,,,1,1,2,1,2,2,2,2,2,2,2,,2,1,2,2,2,2,2,1,5,,61,01,1,04,4,0162,400000,47,1500.5623211,
5434734,1,1,1,60,2,47,2,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,120000,1,1440000,3,,12,2,,,,,3,1,2,20,2,,20,,,1,7,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,11,20,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,5,,61,01,1,04,4,0125,120000,47,951.68042259,
5434735,1,1,1,60,2,47,2,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,300000,1,3600000,3,,12,2,,,,,3,9,1,40,,.,40,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,72,1,,2,,,,,,,,2,11,10,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,5,,61,01,1,04,4,0125,300000,47,1142.930052,
5434735,1,2,1,60,2,47,2,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,500000,1,6000000,3,,12,2,,,,,3,1,2,50,,.,50,,,1,1,,11,,2,,,,1,,,,,,,,,1,2,2,1,0,24,1,,1,47,2,4,,10000,1,1,13,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,5,,41,47,1,04,4,4711,510000,47,1142.930052,
5434736,1,1,1,60,2,47,2,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,600000,1,7200000,3,,12,2,,,,,3,10,1,24,2,,24,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,20,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,8,,61,01,1,04,4,0161,600000,47,1466.4044738,
5434737,1,1,1,60,2,47,1,1,,,1,,,1,2,2,2,12,,1,,2,1050000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,40,,.,40,,,4,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,432,4,,2,,,,,,,,8,3,15,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,5,,62,01,1,04,8,0123,1050000,47,1466.4044738,
5434738,1,1,1,60,2,47,2,,,,,,,,,,,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,400000,1,4800000,3,,12,2,,,,,3,10,2,48,,.,24,6,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,15,1,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,3,,61,01,1,04,4,0161,400000,47,1202.3165981,
5434739,1,1,1,60,2,47,2,,,,,,,,,,,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,1200000,1,14400000,3,,12,2,,,,,2,10,2,63,,.,63,,,1,8,,11,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,20,,2,,,,2,,,,,,,,,,,,,,1,1,2,2,2,1,5,,61,01,1,04,4,0161,1200000,47,1015.1532312,
5434739,1,6,1,60,2,47,2,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,300000,1,1200000,1,,12,2,,,,,2,1,1,30,1,,20,6,,1,8,,11,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,20,2,2,,,,2,,,,,,,,,,,,,,1,2,2,2,2,1,5,,61,01,1,04,4,0161,300000,47,1015.1532312,
5434740,1,1,1,60,2,47,1,1,,,1,,,1,2,2,2,8,,1,,2,700000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,40,,.,40,,,2,8,,4,,2,,,,1,,,,,,,,,1,2,2,1,0,240,4,,2,,,,,,,,8,3,20,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,62,01,1,04,8,0123,700000,47,1158.5586726,
5434771,1,1,1,60,2,54,2,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,500000,1,6000000,3,,12,1,1,0,0,1,3,3,2,54,,.,54,,,2,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,12,4,,2,,,,,,,,9,3,2,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,61,01,1,04,4,0150,500000,54,1519.718562,
5434771,1,2,1,60,2,54,2,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,.,12,,,,,,,,,20,2,,20,,,2,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,120,6,,2,,,,,,,,9,3,2,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,62,01,1,04,6,0150,,54,1519.718562,
5434771,2,1,2,60,2,54,1,2,2,6,1,,,1,2,2,2,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,1500000,1,18000000,3,,12,2,,,,,1,3,1,48,,.,48,,,8,8,,1,,1,1,2,8,1,1,,,,,,,,,1,2,1,0,12,1,,2,,,,,,,,1,11,40,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,05,84,1,04,4,8412,1500000,54,1519.718562,
