DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,P388,P6440,P6450,P6460,P6460S1,P6400,P6410,P6410S1,P6422,P6424S1,P6424S2,P6424S3,P6426,P6430S1,P6480,P6480S1,P9440,P6500,P6510,P6510S1,P6510S2,P6590,P6590S1,P6600,P6600S1,P6610,P6610S1,P6620,P6620S1,P6585S1,P6585S1A1,P6585S1A2,P6585S2,P6585S2A1,P6585S2A2,P6585S3,P6585S3A1,P6585S3A2,P6585S4,P6585S4A1,P6585S4A2,P6545,P6545S1,P6545S2,P6580,P6580S1,P6580S2,P6630S1,P6630S1A1,P6630S2,P6630S2A1,P6630S3,P6630S3A1,P6630S4,P6630S4A1,P6630S6,P6630S6A1,P6640,P6640S1,P6765,P6765S1,P6772,P6772S1,P6773S1,P6775,P6750,P6760,P550,P6780,P6780S1,P6790,P1800,P1800S1,P1801S1,P1801S2,P1801S3,P1802,P1879,P1805,P6800,P6810,P6810S1,P6850,P6830,P6830S1,P6870,P6880,P6880S1,P6915,P6915S1,P6920,P6930,P6940,P6960,P6980,P6980S1,P6980S2,P6980S3,P6980S4,P6980S5,P6980S6,P6980S7,P6980S7A1,P6980S8,P6990,P9450,P7020,P760,P7026,P7028,P7028S1,P7040,P390,P7045,P7050,P7050S1,P7070,P7075,P7077,P1880,P1881,P1882,P3148,P7090,P7100,P7110,P7120,P7130,P7140,P7140S1,P7140S2,P7140S3,P7140S4,P7140S5,P7140S6,P7140S7,P7140S8,P7140S9,P7140S9A1,P7150,P7160,P7170S1,P7170S5,P7170S6,P7180,P514,P515,P7240,P7240S1,OFICIO,RAMA2D_R4,OCI,P6430,RAMA4D_R4,INGLABO,MES,DPTO,fex_c_2011,RAMA4DP8_R4
5424477,1,2,1,60,66,66,2,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,EVENTOS SOCIALES DONDE LO CONTRATARON,,,,2,1000000,1,,1,,12,2,,,,,3,3,2,15,1,,0,6,,1,6,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,11,20,1,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,8,,49,77,1,4,7729,1000000,04,66,466.92467099,
5424478,1,1,1,60,68,68,1,1,,,1,,,1,1,2,1,108,,2,,2,908526,2,,,2,,2,,2,,2,,2,,,1,106464,2,1,33000,2,2,,,2,,,2,,,1,908526,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,24,2,,9,7,,1,,1,2,1,9,1,1,,1,,,,,,,1,1,1,0,96,4,,2,,,,,,,,3,2,10,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,5,,55,10,1,1,1090,908526,04,68,456.76705886,
5424479,1,1,1,60,68,68,2,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,300000,1,,3,,3,2,,,,,3,3,2,40,,.,0,6,,1,2,,3,,2,,,,1,,,,,,,,,1,2,2,1,9,12,1,,2,,,,,,,,1,11,20,2,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,8,,95,41,1,4,4111,300000,04,68,547.80364386,
5424479,1,2,1,60,68,68,1,1,,,1,,,1,2,2,2,0,,1,,2,300000,2,,,1,100000,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,2,,,,,,,,,24,1,,24,,,1,2,,3,,2,,,,1,,,,,,,,,1,2,2,1,10,12,1,,2,,,,,,,,1,3,30,,1,24,1,1,2,,,,,,,,,,,,,,1,2,2,2,2,1,8,,54,97,1,3,9700,400000,04,68,547.80364386,
5424480,1,4,1,60,68,68,1,1,,,1,,,2,2,2,2,0,,1,,2,320000,2,,,1,140000,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,5,,,,,,,,,30,1,,30,,,2,7,,2,,2,,,,1,,,,,,,,,1,2,2,1,7,12,1,,2,,,,,,,,11,2,30,,1,20,1,1,1,1,2,1,2,1,2,2,2,2,1,TENER TRABAJO FORMAL CON PRESTACIONES SOCIALES Y LA SEGURIDAD SOCIAL,1,1,1,2,1,2,2,1,3,,45,46,1,1,4631,460000,04,68,974.17019312,
5424481,1,1,1,60,68,68,2,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,560000,1,,3,,12,2,,,,,3,1,2,50,,.,18,6,,1,6,,2,,2,,,,1,,,,,,,,,1,2,2,1,10,240,4,,2,,,,,,,,2,3,30,1,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,45,47,1,4,4781,560000,04,68,684.84220431,
5424481,1,2,1,60,68,68,2,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,480000,1,,3,,12,2,,,,,3,5,2,50,,.,50,,,1,6,,2,,2,,,,1,,,,,,,,,1,2,2,1,2,10,1,,2,,,,,,,,3,2,10,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,45,47,1,4,4789,480000,04,68,684.84220431,
5424481,1,3,1,60,68,68,2,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,600000,1,,3,,12,2,,,,,3,1,1,80,,.,80,,,1,6,,2,,2,,,,1,,,,,,,,,1,2,2,1,6,36,1,,2,,,,,,,,1,2,20,,2,,,,1,1,1,1,1,2,2,2,1,2,2,,1,1,1,2,2,2,2,2,5,,45,47,1,4,4789,600000,04,68,684.84220431,
5424482,1,1,1,60,68,68,2,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,840000,1,,3,,12,2,,,,,3,1,1,58,,.,58,,,1,6,,2,,2,,,,1,,,,,,,,,1,2,2,1,5,120,8,,2,,,,,,,,8,3,39,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,45,38,1,4,3830,840000,04,68,485.48079665,
5424483,1,2,1,60,68,68,2,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,1500000,1,,3,,12,2,,,,,3,3,2,50,,.,50,,,1,1,,1,,1,1,2,5,1,,1,,,,,,,,1,2,1,0,36,1,,2,,,,,,,,1,14,,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,5,,41,46,1,4,4641,1500000,04,68,547.10035423,
5424484,1,3,1,60,68,68,1,2,1,,1,,,1,1,1,1,66,,5,,2,2541000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,2541000,1,1250000,1,1250000,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,40,,.,40,,,7,1,,1,,1,3,1,10,1,1,,,,,,,,,1,1,1,0,18,1,,1,68,5,4,,400000,1,1,3,2,20,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,13,85,1,2,8530,2941000,04,68,579.24190774,
5424484,1,4,1,60,68,68,1,2,1,,1,,,1,1,2,1,48,,2,,2,2500000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,2500000,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,9,7,,1,,1,1,1,4,1,1,,,,,,,,,1,1,2,,,,,2,,,,,,,,,6,20,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,08,01,1,1,0145,2500000,04,68,579.24190774,
5424485,1,2,1,60,68,68,2,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,480000,1,,3,,12,2,,,,,2,4,2,24,2,,24,,,1,2,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,2,30,,2,,,,1,1,1,1,2,2,2,2,1,2,2,,1,1,1,2,1,2,1,1,3,,55,81,1,4,8121,480000,04,68,388.24661184,
5424487,1,3,1,60,68,68,2,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,900000,1,,3,,12,2,,,,,3,3,2,50,,.,50,,,1,2,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,96,4,,2,,,,,,,,3,2,30,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,3,,57,96,1,4,9602,900000,04,68,531.59325469,
5424487,1,4,1,60,68,68,1,1,,,1,,,1,2,2,2,12,,1,,2,500000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,60,,.,60,,,4,7,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,15,,2,,,,1,1,1,1,2,2,2,2,1,2,2,,2,1,1,2,1,2,2,1,3,,80,15,1,1,1521,500000,04,68,531.59325469,
5424488,1,1,1,60,68,68,1,2,1,,2,1,,1,1,2,1,24,,3,,2,1014000,2,,,2,,2,,2,,2,,2,,,1,106000,1,2,,,2,,,2,,,2,,,1,995000,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,68,,.,68,,,9,5,,1,,1,1,1,2,1,1,,,,,,,,,1,1,2,,,,,2,,,,,,,,,2,40,,2,,,,1,1,2,2,1,2,2,2,2,2,2,,2,2,1,1,2,2,1,1,8,,97,49,1,1,4923,1014000,04,68,474.02336394,7810
5424489,1,1,1,60,68,68,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,500000,1,,3,,2,1,1,1,0,0,3,1,1,30,2,,30,,,2,1,,1,,2,,,,1,,,,,,,,,1,2,2,1,10,84,1,,2,,,,,,,,3,14,,,2,,,,1,1,2,1,2,2,2,2,2,2,2,,2,1,1,2,1,2,2,1,3,,51,56,1,5,5619,500000,04,68,451.93478785,
5424490,1,1,1,60,68,68,1,1,,,1,,,1,2,2,2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,2,600000,1,,3,,12,2,,,,,3,1,2,48,,.,48,,,1,7,,10,,2,,,,1,,,,,,,,,1,2,2,1,2,12,1,,2,,,,,,,,1,3,15,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,57,96,1,4,9602,600000,04,68,440.1300254,
5424490,2,1,2,60,68,68,2,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,600000,1,,3,,8,2,,,,,3,1,1,16,1,,16,,,1,1,,10,,2,,,,1,,,,,,,,,1,2,2,1,1,5,1,,2,,,,,,,,1,3,15,,1,40,1,1,2,,,,,,,,,,,,,,1,2,2,2,2,1,8,,77,10,1,4,1081,600000,04,68,440.1300254,
5424490,2,3,2,60,68,68,2,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,150000,1,,3,,12,2,,,,,3,1,1,48,,.,48,,,1,1,,11,,2,,,,1,,,,,,,,,1,2,2,1,1,6,1,,2,,,,,,,,1,14,,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,3,,54,88,1,4,8890,150000,04,68,440.1300254,
5424490,3,1,3,60,68,68,1,1,,,1,,,2,2,2,2,3,,1,,2,600000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,8,,,,,,,,,48,,.,48,,,2,7,,10,,2,,,,1,,,,,,,,,1,2,2,1,3,3,4,,2,,,,,,,,1,3,10,,2,,,,1,1,2,1,1,1,2,2,2,2,2,,2,1,2,2,2,2,2,1,3,,55,47,1,1,4771,600000,04,68,440.1300254,
5424492,1,1,1,60,68,68,1,1,,,1,,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,3,900000,9,,3,,11,2,,,,,1,1,1,50,,.,50,,,1,1,,10,,2,,,,1,,,,,,,,,1,2,2,1,12,60,1,,2,,,,,,,,5,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,79,14,1,4,1410,900000,04,68,455.64683268,
5424492,1,2,1,60,68,68,1,2,2,3,1,,,1,1,2,1,1,,1,,2,908526,2,,,2,,2,,2,,2,,2,,,1,106454,2,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,6,,,,,,,,,48,,.,48,,,8,5,,1,,1,1,1,2,1,1,,,,,,,,,1,1,1,5,36,1,,2,,,,,,,,5,11,30,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,45,47,1,1,4773,908526,04,68,455.64683268,
5424493,1,1,1,60,68,68,2,,,,,,,,,,,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,260000,1,,3,,12,2,,,,,1,4,2,20,2,,20,,,1,1,,3,,2,,,,1,,,,,,,,,1,2,2,1,0,156,1,,2,,,,,,,,3,14,,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,3,,84,32,1,4,3250,260000,04,68,474.09767421,
5424494,1,2,1,60,68,68,2,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,300000,1,,3,,12,2,,,,,3,4,2,10,2,,10,,,1,1,,1,,2,,,,1,,,,,,,,,1,2,2,1,8,12,3,,2,,,,,,,,5,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,41,47,1,4,4771,300000,04,68,290.41491654,
5424494,1,3,1,60,68,68,1,2,2,12,2,1,,1,1,2,1,7,,1,,2,908526,2,,,2,,2,,2,,2,,2,,,1,106454,2,1,35000,2,2,,,2,,,2,,,1,877000,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,5,7,,1,,1,1,1,14,1,1,,,,,,,,,1,1,1,0,12,1,,2,,,,,,,,1,5,30,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,59,68,1,1,6820,908526,04,68,290.41491654,7820
5424495,1,1,1,60,68,68,2,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,600000,1,,3,,11,2,,,,,3,1,1,48,,.,48,,,1,4,,2,,2,,,,1,,,,,,,,,1,2,2,1,1,468,4,,2,,,,,,,,2,12,15,,2,,,,1,1,2,1,2,2,2,2,2,2,2,,1,1,1,2,1,2,2,1,3,,98,49,1,4,4921,600000,04,68,414.28071506,
5424495,1,2,1,60,68,68,1,1,,,1,,,1,2,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,3,120000,1,,3,,12,2,,,,,1,4,1,60,,.,60,,,1,1,,2,,1,4,4,23,1,1,,,,,,,,,2,2,1,48,12,1,,2,,,,,,,,5,14,,,2,,,,1,1,2,1,2,2,2,2,2,2,2,,1,1,2,2,1,2,2,1,3,,78,12,1,4,1200,120000,04,68,414.28071506,
5424495,1,4,1,60,68,68,1,2,2,3,2,1,,1,1,2,1,2,,3,,2,1100000,2,,,2,,2,,2,,2,,2,,,1,106000,1,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,4,,,,,,,,,48,,.,48,,,9,7,,1,,1,2,1,7,1,1,,,,,,,,,1,1,1,1,2,1,,2,,,,,,,,1,5,20,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,39,86,1,1,8610,1100000,04,68,414.28071506,7810
5424496,1,1,1,60,68,68,2,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,800000,1,,3,,12,2,,,,,3,1,2,48,,.,48,,,1,2,,10,,2,,,,1,,,,,,,,,1,2,2,1,0,36,1,,2,,,,,,,,1,2,30,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,8,,95,41,1,4,4111,800000,04,68,557.53508442,
5424497,1,3,1,60,68,68,1,2,2,12,1,,,1,1,2,1,60,,2,,2,,2,,,2,,2,,2,,2,,2,,,1,106454,2,1,32000,2,2,,,2,,,2,,,1,98,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,9,7,,1,,1,1,1,18,1,1,,,,,,,,,1,1,1,0,36,1,,2,,,,,,,,1,2,30,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,39,85,1,1,8544,,04,68,452.63807749,
5424498,1,3,1,60,68,68,1,2,2,12,1,,,1,1,2,1,120,,3,,2,908526,2,,,2,,2,,2,,2,,2,,,1,106454,2,1,66000,2,2,,,2,,,2,,,1,900000,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,6,7,,1,,1,2,1,13,1,1,,,,,1,,,,1,1,1,3,12,1,,2,,,,,,,,3,2,45,,1,14,1,1,1,1,2,1,2,2,2,2,2,2,2,,1,1,1,1,1,2,1,1,1,,33,47,1,1,4773,908526,04,68,375.84904236,
5424499,1,1,1,60,68,68,1,2,1,,1,,,1,1,2,1,18,,2,,2,908526,2,,,2,,2,,2,,2,,2,,,1,106454,2,2,,,2,,,2,,,2,,,1,877803,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,4,7,,1,,1,1,1,7,1,1,,,,,,,,,1,1,1,0,120,4,,2,,,,,,,,3,11,20,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,5,,97,46,1,1,4631,908526,04,68,472.97744803,
5424500,1,3,1,60,68,68,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,50000,1,,3,,3,2,,,,,3,6,2,20,2,,5,6,,1,1,,2,,2,,,,1,,,,,,,,,1,2,2,1,12,12,4,,2,,,,,,,,9,14,,2,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,3,,88,32,1,4,3210,50000,04,68,255.66740523,
5424501,1,1,1,60,68,68,1,2,1,,1,,,1,1,2,1,144,,1,,2,4000000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,4000000,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,5,7,,1,,1,2,1,24,1,1,,,,,,,,,1,1,1,1,12,1,,2,,,,,,,,1,3,10,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,2,,21,86,1,1,8621,4000000,04,68,472.97744803,
5424502,1,1,1,60,68,68,1,2,2,12,2,4,SECURIDAD VIFENALCO,1,1,2,1,48,,1,,2,1200000,1,200000,1,2,,2,,2,,2,,2,,,1,106500,1,1,33000,2,2,,,2,,,2,,,1,877803,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,9,7,,1,,1,1,1,24,1,1,,,,,,,,,1,1,1,1,12,1,,2,,,,,,,,1,2,20,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,58,45,1,1,4511,1200000,04,68,492.11566609,8010
5424502,1,2,1,60,68,68,1,2,1,,1,,,1,1,2,1,324,,1,,2,1200000,2,,,2,,2,,2,,2,,2,,,1,106500,2,2,,,2,,,2,,,2,,,1,877803,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,9,7,,1,,1,2,1,29,1,1,,,,,,,,,1,1,1,2,24,1,,2,,,,,,,,1,3,8,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,59,86,1,1,8610,1200000,04,68,492.11566609,
5424502,1,3,1,60,68,68,1,2,2,12,1,,,1,1,1,1,36,,2,,1,1300000,2,,,2,,2,,2,,2,,2,,,1,106400,2,2,,,2,,,2,,,2,,,1,877803,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,9,7,,1,,1,1,1,7,1,1,,,,,,,,,1,1,1,0,8,1,,2,,,,,,,,8,3,10,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,59,86,1,1,8610,1300000,04,68,492.11566609,
5424503,1,1,1,60,68,68,2,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,1800000,1,,3,,12,2,,,,,3,3,2,56,,.,56,,,1,7,,3,,2,,,,1,,,,,,,,,1,2,2,1,0,72,1,,2,,,,,,,,8,3,15,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,2,,41,47,1,4,4723,1800000,04,68,610.01600848,
5424503,1,2,1,60,68,68,1,2,1,,1,,,1,1,2,1,48,,2,,2,908526,2,,,2,,2,,2,,2,,2,,,1,106454,2,2,,,2,,,2,,,2,,,1,900000,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,4,7,,1,,1,1,1,5,1,1,,,,,,,,,1,1,2,,,,,2,,,,,,,,,3,15,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,44,65,1,1,6511,908526,04,68,610.01600848,
5424504,1,2,1,60,68,68,2,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,240000,1,,3,,10,2,,,,,3,1,1,24,1,,8,6,,1,2,,10,,2,,,,1,,,,,,,,,1,2,2,1,2,240,4,,2,,,,,,,,2,3,20,1,1,48,1,1,1,1,2,1,2,1,2,2,2,2,2,,1,1,1,2,2,2,2,1,3,,55,81,1,4,8121,240000,04,68,587.28123247,
5424505,1,1,1,60,68,68,2,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,1200000,1,,3,,12,2,,,,,3,4,2,48,,.,48,,,1,5,,1,,2,,,,1,,,,,,,,,1,2,2,1,0,84,1,,2,,,,,,,,1,11,20,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,5,,41,47,1,4,4755,1200000,04,68,554.09643374,
5424505,1,2,1,60,68,68,1,2,2,12,1,,,1,1,2,1,24,,1,,2,908526,2,,,2,,2,,2,,2,,2,,,1,106454,2,1,99000,2,2,,,2,,,2,,,1,877803,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,6,7,,1,,1,2,1,3,1,1,,,,,,,,,1,1,1,6,24,1,,2,,,,,,,,9,11,20,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,32,42,1,1,4290,908526,04,68,554.09643374,
5424506,1,2,1,60,68,68,1,1,,,1,,,2,2,2,2,2,,1,,2,1000000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,5,,,,,,,,,48,,.,48,,,2,7,,1,,1,2,2,10,1,1,,,,,,,,,2,2,1,7,12,5,,2,,,,,,,,2,11,15,,2,,,,1,1,2,1,2,1,2,2,2,2,2,,1,1,2,2,1,2,2,1,3,,45,47,1,1,4754,1000000,04,68,561.14960559,
5424538,1,1,1,60,73,73,1,1,,,1,,,2,1,1,1,36,,4,,1,900000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,98,1,98,1,98,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,24,2,,9,7,,1,,1,1,1,3,1,1,,,,,,,,,1,1,1,1,48,4,,2,,,,,,,,8,2,20,,2,,,,2,,,,,,,,,,,,,,1,1,2,2,2,1,5,,03,47,1,1,4752,900000,04,73,301.22845372,
5424538,1,2,1,60,73,73,1,2,1,,1,,,2,1,1,1,36,,3,,1,908526,2,,,2,,2,,2,,2,,2,,,1,106454,2,1,50000,2,2,,,2,,,2,,,1,900000,2,,2,,2,,2,,1,2,,,,,,,,,,,,12,,,,,,,,,42,,.,42,,,9,7,,1,,1,1,2,6,1,1,,,,,,,,,1,1,1,12,60,1,,2,,,,,,,,1,2,30,,2,,,,1,1,1,1,1,1,2,2,1,1,2,,2,1,2,2,2,2,1,1,6,,59,86,1,1,8691,908526,04,73,301.22845372,
5424538,1,6,1,60,73,73,1,1,,,1,,,2,2,2,2,1,,2,,2,950000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,5,,,,,,,,,48,,.,24,2,,4,9,,1,,1,1,2,1,1,1,,,,,,,,,1,2,1,3,2,1,,2,,,,,,,,1,2,30,,2,,,,1,1,1,1,2,1,2,1,1,1,2,,1,1,2,2,2,2,2,2,5,,95,41,1,1,4111,950000,04,73,301.22845372,
5424539,1,3,1,60,73,73,1,2,2,11,1,,,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,6400000,1,,3,,11,2,,,,,1,1,1,60,,.,30,2,,9,7,,1,,1,2,2,9,1,1,,,,,,,,,1,2,1,1,11,4,,2,,,,,,,,1,2,16,,2,,,,2,,,,,,,,,,,,,,1,2,2,2,2,1,2,,12,84,1,4,8413,6400000,04,73,279.56064647,
5424542,1,1,1,60,73,73,1,2,2,12,1,,,1,1,1,1,120,,5,,2,1500000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,1,800000,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,60,,.,60,,,9,7,,1,,1,2,1,24,1,1,,,1,,,,,,1,1,1,0,54,1,,2,,,,,,,,3,2,30,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,2,9,,44,60,1,1,6010,1500000,04,73,263.65277549,
5424543,1,1,1,60,73,73,1,1,,,1,,,1,2,2,2,72,,1,,2,400000,2,,,1,100000,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,30,2,,30,,,1,2,,3,,2,,,,1,,,,,,,,,1,2,2,1,72,36,1,,2,,,,,,,,1,6,30,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,54,97,1,3,9700,500000,04,73,244.34151951,
5424543,1,2,1,60,73,73,1,2,2,10,1,,,1,1,2,1,3,,2,,2,1500000,2,,,2,,2,,2,,2,,2,,,1,106454,2,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,30,2,,30,,,5,7,,1,,1,1,1,4,1,1,,,,,,,,,1,1,1,0,36,1,,2,,,,,,,,1,2,30,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,18,85,1,1,8530,1500000,04,73,244.34151951,
5424544,1,1,1,60,73,73,2,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,0,1,,3,,12,2,,,,,3,1,2,30,2,,0,6,,1,1,,1,,3,,,,,.,,,,,,,,,2,2,1,0,240,2,,2,,,,,,,,2,14,,1,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,39,70,1,4,7020,0,04,73,326.14840328,
