DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P7495,P7500S1,P7500S1A1,P7500S2,P7500S2A1,P7500S3,P7500S3A1,P7505,P7510S1,P7510S1A1,P7510S2,P7510S2A1,P7510S3,P7510S3A1,P750S1,P750S1A1,P750S2,P750S2A1,P1661S1,P1661S1A1,P1661S2,P1661S2A1,P1661S3,P1661S3A1,P1661S4,P1661S4A1,P1661S4A2,P750S3,P750S3A1,P750S4,P7510S5,P7510S5A1,P7510S6,P7510S6A1,P7510S7,P7510S7A1,AREA,MES,DPTO,fex_c_2011
5428512,1,1,1,95,2,,,,,,,1,1,98,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,13,04,13,411.08712689
5428513,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,04,13,270.38346935
5428513,1,2,1,95,2,,,,,,,1,1,98,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,13,04,13,270.38346935
5428514,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,04,13,552.14220991
5428514,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,04,13,552.14220991
5428514,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,04,13,552.14220991
5428515,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,04,13,264.02321501
5428515,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,04,13,264.02321501
5428515,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,04,13,264.02321501
5428515,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,04,13,264.02321501
5428516,1,1,1,95,2,,,,,,,1,1,98,2,,1,630000,,,1,630000,1,630000,,,,,,,,,,,2,,2,,2,,13,04,13,389.52572245
5428516,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,04,13,389.52572245
5428516,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,04,13,389.52572245
5428517,1,1,1,95,2,,,,,,,1,2,,2,,1,1680000,,,1,1680000,,,,,1,1680000,,,,,,,2,,2,,2,,13,04,13,383.4024279
5428517,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,04,13,383.4024279
5428517,1,3,1,95,2,,,,,,,1,1,3600000,2,,1,840000,,,1,840000,1,840000,,,,,,,,,,,2,,2,,2,,13,04,13,383.4024279
5428518,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,04,13,546.36189965
5428518,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,04,13,546.36189965
5428519,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,04,13,537.27429237
5428519,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,04,13,537.27429237
5428520,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,04,13,366.20274898
5428521,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,04,13,494.51382127
5428521,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,04,13,494.51382127
5428521,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,04,13,494.51382127
5428521,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,04,13,494.51382127
5428521,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,04,13,494.51382127
5428521,1,6,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,04,13,494.51382127
5428521,1,7,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,04,13,494.51382127
5428522,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,04,13,427.24830689
5428522,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,04,13,427.24830689
5428522,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,04,13,427.24830689
5428523,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,04,13,411.08712689
5428588,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,241.02232625
5428588,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,241.02232625
5428588,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,241.02232625
5428589,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,358.97577099
5428589,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,358.97577099
5428590,1,1,1,95,2,,,,,,,1,2,,2,,1,1200000,,,1,1200000,,,,,1,1200000,,,,,,,2,,2,,2,,17,04,17,116.33791496
5428590,1,2,1,95,2,,,,,,,1,2,,2,,1,1200000,,,1,1200000,,,,,1,1200000,,,,,,,2,,2,,2,,17,04,17,116.33791496
5428590,1,3,1,95,2,,,,,,,1,2,,2,,1,480000,,,1,480000,,,,,1,480000,,,,,,,2,,2,,2,,17,04,17,116.33791496
5428590,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,116.33791496
5428590,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,116.33791496
5428591,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,440.29303899
5428591,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,440.29303899
5428592,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,261.28477277
5428592,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,261.28477277
5428593,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,178.18168458
5428593,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,178.18168458
5428593,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,178.18168458
5428594,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,163.8821452
5428594,1,2,1,95,1,1,900000,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,163.8821452
5428595,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,152.69866468
5428595,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,152.69866468
5428596,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,215.26283157
5428596,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,215.26283157
5428596,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,215.26283157
5428596,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,215.26283157
5428597,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,110.07325975
5428597,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,110.07325975
5428598,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,179.68539647
5428598,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,179.68539647
5428598,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,179.68539647
5428599,1,1,1,95,2,,,,,,,1,1,4800000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,17,04,17,210.9195356
5428600,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,110.07325975
5428600,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,110.07325975
5428601,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,163.8821452
5428601,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,163.8821452
5428602,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,178.18168458
5428602,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,178.18168458
5428602,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,178.18168458
5428603,1,1,1,95,1,2,,1,98,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,110.07325975
5428603,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,110.07325975
5428603,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,110.07325975
5428603,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,110.07325975
5428603,1,5,1,95,1,2,,1,98,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,110.07325975
5428604,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,358.97577099
5428604,1,2,1,95,2,,,,,,,1,2,,2,,1,1680000,,,1,1680000,1,1680000,,,,,,,,,,,2,,2,,2,,17,04,17,358.97577099
5428605,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,173.12168669
5428605,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,173.12168669
5428605,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,173.12168669
5428605,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,173.12168669
5428606,1,1,1,95,2,,,,,,,1,1,6000000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,17,04,17,138.85191004
5428606,1,2,1,95,2,,,,,,,1,1,10800000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,17,04,17,138.85191004
5428607,1,1,1,95,2,,,,,,,1,1,8000000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,17,04,17,120.97626286
5428607,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,120.97626286
5428607,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,120.97626286
5428607,1,4,1,95,2,,,,,,,1,2,,2,,1,960000,,,1,960000,,,,,1,960000,,,,,,,2,,2,,2,,17,04,17,120.97626286
5428607,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,120.97626286
5428608,1,1,1,95,1,2,,1,908526,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,210.9195356
5428609,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,226.72278687
5428609,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,226.72278687
5428610,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,242.52603814
5428610,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,242.52603814
5428610,1,3,1,95,1,2,,1,908526,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,242.52603814
5428611,1,1,1,95,1,2,,1,825000,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,189.92782956
5428611,1,2,1,95,1,1,400000,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,189.92782956
5428611,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,189.92782956
5428612,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,204.22736895
5428612,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,204.22736895
5428612,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,204.22736895
5428612,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,204.22736895
5428613,1,1,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,1,1920000,,,,,,,2,,2,,2,,17,04,17,242.52603814
5428613,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,242.52603814
5428613,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,242.52603814
5428614,1,1,1,95,2,,,,,,,1,2,,2,,1,1400000,,,1,1400000,,,,,1,1400000,,,,,,,2,,2,,2,,17,04,17,174.1245783
5428614,1,2,1,95,2,,,,,,,1,2,,2,,1,1400000,,,1,1400000,,,,,1,1400000,,,,,,,2,,2,,2,,17,04,17,174.1245783
5428615,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,174.1245783
5428615,1,2,1,95,1,2,,1,908526,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,174.1245783
5428616,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,235.94977076
5428617,1,1,1,95,1,2,,1,1100000,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,225.21907498
5428617,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,225.21907498
5428618,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,110.07325975
5428618,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,110.07325975
5428618,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,110.07325975
5428618,1,4,1,95,2,,,,,,,1,2,,2,,1,1200000,,,1,1200000,,,,,1,1200000,,,,,,,2,,2,,2,,17,04,17,110.07325975
5428618,1,5,1,95,2,,,,,,,1,2,,2,,1,1200000,,,1,1200000,,,,,1,1200000,,,,,,,2,,2,,2,,17,04,17,110.07325975
5428619,1,1,1,95,1,2,,1,807000,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,73.382173164
5428619,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,73.382173164
5428619,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,73.382173164
5428619,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,73.382173164
5428619,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,73.382173164
5428620,1,1,1,95,1,1,480000,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,77.269138248
5428620,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,77.269138248
5428620,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,77.269138248
5428621,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,174.1245783
5428621,1,2,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,,,1,INGRESO SOLIDARIO,1920000,,,,2,,2,,2,,17,04,17,174.1245783
5428622,1,1,1,95,2,,,,,,,1,1,4800000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,17,04,17,215.53930634
5428622,1,2,1,95,2,,,,,,,1,1,1200000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,17,04,17,215.53930634
5428623,1,1,1,95,2,,,,,,,1,1,12000000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,17,04,17,210.9195356
5428677,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,132.87506575
5428677,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,132.87506575
5428677,1,3,1,95,2,,,,,,,1,2,,2,,1,960000,,,1,960000,1,960000,,,,,,,,,,,2,,2,,2,,23,04,23,132.87506575
5428677,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,132.87506575
5428678,1,1,1,95,1,2,,1,908526,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,179.71219791
5428678,1,2,1,95,2,,,,,,,1,2,,2,,1,2400000,,,1,2400000,,,1,2400000,,,,,,,,,2,,2,,2,,23,04,23,179.71219791
5428678,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,179.71219791
5428678,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,179.71219791
5428679,1,1,1,95,2,,,,,,,1,1,3600000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,23,04,23,149.77341776
5428679,1,2,1,95,2,,,,,,,1,2,,2,,1,540000,,,1,540000,1,540000,,,,,,,,,,,2,,2,,2,,23,04,23,149.77341776
5428679,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,149.77341776
5428679,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,149.77341776
5428680,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,131.85667057
5428680,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,131.85667057
5428680,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,131.85667057
5428681,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,151.68103728
5428681,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,151.68103728
5428682,1,1,1,95,2,,,,,,,1,2,,2,,1,480000,,,1,480000,,,,,,,1,INGRESO SOLODARIO,480000,,,,2,,2,,2,,23,04,23,186.15787387
5428682,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,186.15787387
5428682,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,186.15787387
5428682,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,186.15787387
5428683,1,1,1,95,1,1,1200000,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,161.0960766
5428683,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,161.0960766
5428683,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,161.0960766
5428683,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,161.0960766
5428684,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,170.47595035
5428684,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,170.47595035
5428685,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,192.36570287
5428685,1,2,1,95,2,,,,,,,1,2,,2,,1,2200000,,,1,2200000,1,2200000,,,,,,,,,,,2,,2,,2,,23,04,23,192.36570287
5428685,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,192.36570287
5428686,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,180.85875465
5428686,1,2,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,,,1,INGRESO SOLIDARIO,1920000,,,,2,,2,,2,,23,04,23,180.85875465
5428687,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,122.49226144
5428687,1,2,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,,,1,INGRESO SOLIDARIO,1920000,,,,2,,2,,2,,23,04,23,122.49226144
5428687,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,122.49226144
5428687,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,122.49226144
5428688,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,361.71750931
5428688,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,361.71750931
5428689,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,422.86624299
5428689,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,422.86624299
5428689,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,422.86624299
5428690,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,240.36056011
5428690,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,240.36056011
5428690,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,240.36056011
5428690,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,240.36056011
5428691,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,370.48631898
5428692,1,1,1,95,2,,,,,,,1,1,2800000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,23,04,23,267.88892954
5428693,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,140.88281264
5428693,1,2,1,95,2,,,,,,,1,1,4200000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,23,04,23,140.88281264
5428694,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,140.88281264
5428694,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,140.88281264
5428695,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,188.21252285
5428695,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,188.21252285
5428695,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,188.21252285
5428696,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,181.34731187
5428696,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,181.34731187
5428697,1,1,1,95,2,,,,,,,1,1,1500000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,23,04,23,158.96900214
5428698,1,1,1,95,2,,,,,,,1,2,,2,,1,1570000,,,1,1570000,1,1570000,,,,,,,,,,,2,,2,,2,,23,04,23,199.1178836
5428698,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,199.1178836
5428698,2,1,2,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,199.1178836
5428698,2,2,2,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,199.1178836
5428699,1,1,1,95,2,,,,,,,1,2,,2,,1,2100000,,,1,2100000,1,2100000,,,,,,,,,,,2,,2,,2,,23,04,23,192.36570287
5428699,1,2,1,95,2,,,,,,,1,2,,2,,1,1430000,,,1,1430000,1,1430000,,,,,,,,,,,2,,2,,2,,23,04,23,192.36570287
5428699,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,192.36570287
5428700,1,1,1,95,1,2,,1,1100000,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,177.19413186
5428700,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,177.19413186
5428701,1,1,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,,,1,INGRESO SOLIDARIO,1920000,,,,2,,2,,2,,23,04,23,181.34731187
5428701,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,181.34731187
5428702,1,1,1,95,2,,,,,,,1,1,1200000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,23,04,23,185.24315949
5428703,1,1,1,95,2,,,,,,,1,1,3800000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,23,04,23,172.31714898
5428703,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,172.31714898
5428750,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,04,50,338.78911238
5428751,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,04,50,303.10112424
5428751,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,04,50,303.10112424
5428751,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,04,50,303.10112424
5428752,1,1,1,95,1,1,1000000,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,04,50,153.65196367
5428752,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,04,50,153.65196367
5428752,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,04,50,153.65196367
5428753,1,1,1,95,1,2,,1,1500000,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,04,50,275.86321609
5428753,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,04,50,275.86321609
