DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,CLASE,P388,P6440,P6450,P6460,P6460S1,P6400,P6410,P6410S1,P6422,P6424S1,P6424S2,P6424S3,P6426,P6430S1,P6480,P6480S1,P9440,P6500,P6510,P6510S1,P6510S2,P6590,P6590S1,P6600,P6600S1,P6610,P6610S1,P6620,P6620S1,P6585S1,P6585S1A1,P6585S1A2,P6585S2,P6585S2A1,P6585S2A2,P6585S3,P6585S3A1,P6585S3A2,P6585S4,P6585S4A1,P6585S4A2,P6545,P6545S1,P6545S2,P6580,P6580S1,P6580S2,P6630S1,P6630S1A1,P6630S2,P6630S2A1,P6630S3,P6630S3A1,P6630S4,P6630S4A1,P6630S6,P6630S6A1,P6640,P6640S1,P6765,P6765S1,P6772,P6772S1,P6773S1,P6775,P6750,P6760,P550,P6780,P6780S1,P6790,P1800,P1800S1,P1801S1,P1801S2,P1801S3,P1802,P1879,P1805,P6800,P6810,P6810S1,P6850,P6830,P6830S1,P6870,P6880,P6880S1,P6915,P6915S1,P6920,P6930,P6940,P6960,P6980,P6980S1,P6980S2,P6980S3,P6980S4,P6980S5,P6980S6,P6980S7,P6980S7A1,P6980S8,P6990,P9450,P7020,P760,P7026,P7028,P7028S1,P7040,P390,P7045,P7050,P7050S1,P7070,P7075,P7077,P1880,P1881,P1882,P3148,P7090,P7100,P7110,P7120,P7130,P7140,P7140S1,P7140S2,P7140S3,P7140S4,P7140S5,P7140S6,P7140S7,P7140S8,P7140S9,P7140S9A1,P7150,P7160,P7170S1,P7170S5,P7170S6,P7180,P514,P515,P7240,P7240S1,OFICIO,RAMA2D_R4,OCI,MES,P6430,RAMA4D_R4,INGLABO,DPTO,fex_c_2011,RAMA4DP8_R4
5425025,1,4,1,60,08,1,8,1,2,2,12,1,,,1,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,2485000,1,,3,,12,2,,,,,1,3,2,48,,.,48,,,9,7,,1,,1,1,1,0,1,1,,,,,,,,,1,1,1,3,2,1,,2,,,,,,,,1,2,30,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,5,,19,85,1,04,4,8544,2485000,08,470.5628637,
5425026,1,1,1,60,08,1,8,2,,,,,,,,,,,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,1000000,1,,3,,12,2,,,,,2,3,2,60,,.,48,6,,1,7,,1,,2,,,,1,,,,,,,,,1,2,2,1,0,18,1,,2,,,,,,,,1,8,20,1,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,5,,03,33,1,04,4,3313,1000000,08,487.7821259,
5425026,1,2,1,60,08,1,8,2,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,0,1,,1,,11,2,,,,,2,3,2,30,2,,0,6,,1,1,,3,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,14,,1,2,,,,2,,,,,,,,,,,,,,1,2,2,2,2,1,3,,53,56,1,04,4,5621,0,08,487.7821259,
5425027,1,1,1,60,08,1,8,2,,,,,,,,,,,516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,750000,1,,3,,12,2,,,,,3,10,2,84,,.,84,,,1,6,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,15,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,8,,45,47,1,04,4,4781,750000,08,846.46824795,
5425027,1,2,1,60,08,1,8,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,450000,1,,3,,1,2,,,,,3,1,2,14,1,,14,,,1,1,,2,,2,,,,1,,,,,,,,,1,2,2,1,18,6,1,,2,,,,,,,,1,14,,,1,21,1,1,1,1,2,1,2,1,2,2,2,2,2,,1,1,1,2,1,2,2,1,8,,45,47,1,04,4,4729,450000,08,846.46824795,
5425027,1,4,1,60,08,1,8,1,1,,,1,,,1,2,2,2,1,,1,,2,600000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,1,,,,,,,,,72,,.,72,,,2,7,,2,,2,,,,1,,,,,,,,,1,2,2,1,11,36,1,,2,,,,,,,,13,3,20,,2,,,,1,1,2,1,2,1,2,2,2,2,2,,1,1,2,2,2,2,2,2,8,,50,56,1,04,1,5630,600000,08,846.46824795,
5425028,1,1,1,60,08,1,8,2,,,,,,,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,700000,1,,3,,12,2,,,,,3,3,1,40,,.,40,,,1,2,,2,,2,,,,1,,,,,,1,,,,2,2,1,0,224,4,,2,,,,,,,,3,2,40,,2,,,,1,1,1,1,2,2,2,2,1,1,2,,2,1,2,2,1,2,1,1,3,,95,41,1,04,4,4111,700000,08,733.32699059,
5425028,1,3,1,60,08,1,8,1,2,9,,2,1,,1,2,2,1,96,,1,,2,906000,2,,,2,,2,,2,,2,,2,,,1,110000,2,2,,,2,,,2,,,2,,,1,877000,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,9,7,,1,,1,1,1,9,1,1,,,,,,,,,1,1,2,,,,,2,,,,,,,,,2,40,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,03,47,1,04,1,4711,906000,08,733.32699059,7810
5425029,1,4,1,60,08,1,8,1,2,1,,1,,,1,1,2,1,36,,2,,2,2500000,2,,,2,,2,,2,,2,,2,,,1,98,2,2,,,2,,,2,,,2,,,1,98,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,5,7,,1,,1,1,1,3,1,1,,,,,,,,,1,1,2,,,,,2,,,,,,,,,2,40,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,5,,21,38,1,04,1,3830,2500000,08,453.3436015,
5425030,1,1,1,60,08,1,8,1,2,1,,1,,,1,1,2,1,24,,2,,2,,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,98,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,9,7,,1,,1,1,1,15,1,1,,,,,,,,,1,1,1,0,36,1,,2,,,,,,,,8,8,30,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,5,,21,10,1,04,1,1012,,08,664.52950973,
5425032,1,2,1,60,08,1,8,2,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,600000,1,,3,,8,2,,,,,3,1,1,48,,.,48,,,1,6,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,5,,2,,,,1,1,2,1,2,1,1,1,1,2,2,,2,2,2,2,2,2,2,1,3,,45,47,1,04,4,4781,600000,08,566.4889289,
5425034,1,1,1,60,08,1,8,2,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,500000,1,,3,,12,2,,,,,3,3,2,25,2,,25,,,1,1,,1,,3,,,,,.,,,,,,,,,2,2,1,99,360,2,,2,,,,,,,,4,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,10,ES PENSIONADO,13,85,1,04,4,8559,500000,08,721.67549163,
5425035,1,1,1,60,08,1,8,2,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,600000,1,,3,,12,2,,,,,3,1,2,35,1,,35,,,1,6,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,60,1,,2,,,,,,,,13,3,10,,1,20,1,1,1,1,2,1,2,1,2,2,2,2,2,,1,1,1,2,1,2,2,1,8,,45,92,1,04,4,9200,600000,08,517.38140309,
5425035,1,5,1,60,08,1,8,2,,,,,,,,,,,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,300000,1,,3,,12,2,,,,,3,1,2,84,,.,84,,,1,6,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,15,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,8,,45,56,1,04,4,5619,300000,08,517.38140309,
5425036,1,1,1,60,08,1,8,2,,,,,,,,,,,482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,3,,1,,3,,12,2,,,,,3,3,2,50,,.,50,,,1,1,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,14,,,2,,,,2,,,,,,,,,,,,,,2,2,1,2,1,1,3,,81,31,1,04,4,3110,,08,693.33793042,
5425036,1,2,1,60,08,1,8,2,,,,,,,,,,,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,700000,1,,3,,12,2,,,,,3,3,2,60,,.,60,,,1,1,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,14,,,2,,,,2,,,,,,,,,,,,,,2,2,2,2,1,1,3,,81,31,1,04,4,3110,700000,08,693.33793042,
5425036,1,3,1,60,08,1,8,2,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,800000,1,,3,,12,1,1,0,0,1,3,3,2,40,,.,40,,,2,1,,2,,2,,,,1,,,,,,1,,,,2,2,1,0,244,4,,2,,,,,,,,3,14,,,2,,,,2,,,,,,,,,,,,,,2,2,1,2,1,1,3,,21,31,1,04,4,3110,800000,08,693.33793042,
5425036,1,4,1,60,08,1,8,2,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,.,12,,,,,,,,,40,,.,40,,,2,1,,2,,2,,,,1,,,,,,1,,,,2,2,1,0,60,4,,2,,,,,,,,3,14,,,2,,,,1,1,1,1,2,2,2,2,2,1,2,,1,1,2,2,1,2,1,1,3,,81,31,1,04,6,3110,,08,693.33793042,
5425037,1,1,1,60,08,1,8,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,70000,1,,3,,5,2,,,,,2,1,1,20,1,,10,6,,1,2,,2,,2,,,,1,,,,,,,,,1,2,2,1,12,24,3,,2,,,,,,,,1,3,60,1,1,30,1,1,1,1,2,1,2,1,1,2,2,2,2,,1,1,2,2,2,2,2,1,3,,55,81,1,04,4,8121,70000,08,564.0535845,
5425038,1,1,1,60,08,1,8,1,2,1,,1,,,1,1,2,1,150,,2,,2,2800000,2,,,2,,2,,2,,2,,2,,,1,110000,1,2,,,2,,,2,,,2,,,1,2800000,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,9,7,,1,,1,1,1,13,1,1,,,,,,,,,1,1,2,,,,,2,,,,,,,,,2,30,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,5,,21,82,1,04,1,8220,2800000,08,571.19038219,
5425039,1,1,1,60,08,1,8,2,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,1,2021,2,1200000,1,,3,,12,1,2,0,0,2,3,3,2,112,,.,98,7,TOQUE DE QUEDA POR LA PANDEMIA,2,1,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,36,1,,2,,,,,,,,10,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,2,,40,47,1,04,4,4711,1200000,08,600.26698306,
5425039,1,2,1,60,08,1,8,2,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,2,1,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,45,47,1,04,6,4711,,08,600.26698306,
5425039,1,3,1,60,08,1,8,1,1,,,1,,,2,2,2,2,3,,1,,2,240000,2,,,1,25000,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,9,,,,,,,,,16,1,,16,,,7,7,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,6,1,,2,,,,,,,,1,2,60,,1,30,1,1,1,1,1,1,2,2,2,2,1,2,1,ESTABILIDAD LABORAL,1,1,2,2,2,2,2,1,3,,53,56,1,04,1,5611,265000,08,600.26698306,
5425039,1,4,1,60,08,1,8,2,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,.,12,,,,,,,,,40,,.,40,,,2,1,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,45,47,1,04,6,4711,,08,600.26698306,
5425040,1,1,1,60,08,1,8,2,,,,,,,,,,,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,,1,,3,,6,1,3,3,0,0,3,3,2,48,,.,48,,,3,7,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,8,,81,31,1,04,5,3110,,08,662.09416532,
5425040,1,2,1,60,08,1,8,1,1,,,1,,,1,2,2,2,60,,1,,2,,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,6,,,,,,,,,48,,.,48,,,3,1,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,8,,79,31,1,04,1,3110,,08,662.09416532,
5425041,1,1,1,60,08,1,8,1,1,,,1,,,1,2,2,2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,800000,1,,3,,12,2,,,,,1,1,2,40,,.,40,,,2,7,,3,,2,,,,1,,,,,,,,,1,2,2,1,3,24,1,,2,,,,,,,,1,2,30,,2,,,,1,1,1,1,2,1,2,2,2,2,2,,1,1,1,2,2,2,2,1,5,,06,86,1,04,4,8622,800000,08,782.75127513,
5425041,1,2,1,60,08,1,8,1,2,2,12,1,,,1,1,2,1,36,,2,,2,1600000,2,,,2,,2,,2,,2,,2,,,1,110000,1,2,,,2,,,2,,,2,,,1,98,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,6,7,,1,,1,1,1,10,1,1,,,,,,,,,1,1,1,2,24,1,,2,,,,,,,,5,2,30,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,5,,05,86,1,04,1,8691,1600000,08,782.75127513,
5425042,1,1,1,60,08,1,8,1,2,1,,1,,,1,1,2,1,60,,1,,2,1200000,1,120000,1,2,,2,,1,50000,2,,2,,,1,106000,1,1,150000,2,2,,,2,,,2,,,1,1200000,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,84,,.,84,,,9,7,,1,,1,1,1,15,1,1,,,,,,,,,1,1,1,1,23,1,,2,,,,,,,,5,7,35,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,10,OTRO TRABAJO,98,25,1,04,1,2511,1200000,08,705.50391596,
5425042,1,2,1,60,08,1,8,1,2,1,,1,,,1,1,2,1,60,,2,,2,900000,2,,,2,,2,,2,,2,,2,,,1,106000,1,1,60000,2,2,,,2,,,2,,,1,900000,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,56,,.,56,,,9,7,,1,,1,1,1,5,1,1,,,,,,,,,1,1,2,,,,,2,,,,,,,,,3,15,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,10,OTRO TRABAJO,45,47,1,04,1,4755,900000,08,705.50391596,
5425043,1,1,1,60,08,1,8,2,,,,,,,,,,,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,600000,1,,3,,12,2,,,,,3,1,2,54,,.,54,,,1,6,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,180,4,,2,,,,,,,,13,3,15,,2,,,,1,1,1,1,2,2,2,2,2,2,2,,2,1,1,2,1,2,2,1,8,,99,96,1,04,4,9609,600000,08,551.55865311,
5425043,1,2,1,60,08,1,8,2,,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,250000,1,,3,,12,2,,,,,3,11,2,49,,.,49,,,1,6,,2,,2,,,,1,,,,,,,,,1,2,2,1,2,12,4,,2,,,,,,,,13,3,15,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,8,,45,47,1,04,4,4789,250000,08,551.55865311,
5425044,1,1,1,60,08,1,8,2,,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,0,1,,3,,9,2,,,,,2,1,1,30,1,,0,6,,1,1,,2,,2,,,,1,,,,,,,,,1,2,2,1,12,60,1,,2,,,,,,,,1,14,,1,1,12,2,1,2,,,,,,,,,,,,,,1,2,2,2,1,1,8,,79,13,1,04,4,1392,0,08,580.52033758,
5425044,1,3,1,60,08,1,8,1,2,2,6,1,,,1,1,2,1,1,,1,,2,1600000,2,,,2,,2,,2,,2,,2,,,1,106454,1,2,,,2,,,9,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,1,,,,,,,,,48,,.,48,,,8,7,,1,,1,1,1,10,1,1,,,,,,,,,1,1,1,12,60,1,,2,,,,,,,,1,2,30,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,8,,38,82,1,04,1,8220,1600000,08,580.52033758,
5425044,1,4,1,60,08,1,8,2,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,100000,1,,1,,8,2,,,,,3,1,1,12,1,,0,6,,1,1,,2,,2,,,,1,1,,,,,,,,,2,2,1,24,12,1,,2,,,,,,,,2,14,,1,1,12,1,1,1,1,1,1,2,2,2,2,2,2,2,,1,1,1,2,2,2,2,1,3,,53,56,1,04,4,5619,100000,08,580.52033758,
5425046,1,1,1,60,08,1,8,2,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,600000,1,,3,,12,2,,,,,3,3,2,56,,.,56,,,1,4,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,36,1,,2,,,,,,,,2,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,98,49,1,04,4,4921,600000,08,662.09416532,
5425046,1,2,1,60,08,1,8,2,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,50000,1,,1,,12,2,,,,,3,3,2,25,2,,0,6,,1,1,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,1,3,,2,,,,,,,,1,3,30,1,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,45,47,1,04,4,4722,50000,08,662.09416532,
5425048,1,1,1,60,08,1,8,2,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,150000,1,,3,,12,2,,,,,3,1,2,25,2,,25,,,1,1,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,14,,,2,,,,1,1,1,1,2,1,2,2,2,2,2,,2,1,2,2,2,2,2,1,5,,45,47,1,04,4,4741,150000,08,504.88647171,
5425051,1,1,1,60,08,1,8,1,1,,,1,,,1,2,2,2,24,,1,,2,900000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,10,,,,,,,,,48,,.,48,,,5,7,,1,,2,,,,1,,,,,,,,,1,2,2,1,4,48,1,,2,,,,,,,,3,3,5,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,45,46,1,04,1,4632,900000,08,705.50391596,
5425052,1,1,1,60,08,1,8,2,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,,1,,1,,5,2,,,,,3,1,1,48,,.,48,,,1,2,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,30,,2,,,,1,1,2,1,2,1,2,2,2,2,2,,2,1,2,2,2,2,2,1,8,,93,31,1,04,4,3110,,08,582.66050457,
5425052,1,4,1,60,08,1,8,2,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,,1,,1,,6,2,,,,,3,1,1,48,,.,48,,,1,2,,2,,2,,,,1,,,,,,,,,1,2,2,1,12,12,4,,2,,,,,,,,3,3,30,,2,,,,1,1,1,1,2,1,2,2,2,2,2,,1,1,2,2,2,2,2,2,8,,93,31,1,04,4,3110,,08,582.66050457,
5425053,1,1,1,60,08,1,8,2,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,750000,1,,3,,12,2,,,,,3,1,2,65,,.,65,,,1,6,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,15,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,8,,45,47,1,04,4,4781,750000,08,683.43684248,
5425053,1,2,1,60,08,1,8,1,1,,,1,,,1,2,2,2,1,,1,,2,200000,2,,,1,20000,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,1,,,,,,,,,16,1,,16,,,1,2,,2,,2,,,,1,,,,,,,,,1,2,2,1,11,360,3,,2,,,,,,,,13,3,15,,1,24,2,2,1,1,2,1,2,2,2,2,2,2,2,,2,1,1,2,1,2,2,1,8,,54,97,1,04,3,9700,220000,08,683.43684248,
5425055,1,3,1,60,08,1,8,1,2,2,12,2,1,,1,1,2,1,36,,3,,2,908000,2,,,2,,2,,2,,2,,2,,,1,106400,2,1,31000,2,2,,,2,,,2,,,1,908000,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,9,7,,1,,1,1,1,3,1,1,,,,,,,,,1,1,2,,,,,2,,,,,,,,,3,20,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,1,,97,47,1,04,1,4711,908000,08,471.55918559,7810
5425056,1,3,1,60,08,1,8,1,2,1,,1,,,1,1,2,1,6,,1,,2,900000,2,,,2,,2,,2,,2,,2,,,1,106454,1,2,,,2,,,2,,,2,,,1,400000,2,,2,,2,,2,,2,,,.,,,,,,,,,.,6,,,,,,,,,48,,.,48,,,3,7,,1,,1,1,1,1,1,1,,,,,,,,,1,1,1,12,6,1,,2,,,,,,,,1,2,40,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,3,,03,68,1,04,1,6820,900000,08,398.09559989,
5425056,1,4,1,60,08,1,8,1,2,1,,1,,,1,1,2,1,36,,1,,2,960000,2,,,2,,2,,2,,2,,2,,,1,106454,1,1,32000,2,2,,,2,,,2,,,1,800000,2,,2,,2,,2,,2,,,.,,,,,,,,,.,9,,,,,,,,,56,,.,48,6,,5,7,,1,,1,1,1,5,1,1,,,,,,,,,1,1,1,2,6,1,,2,,,,,,,,3,2,30,1,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,3,,45,47,1,04,1,4799,960000,08,398.09559989,
5425057,1,1,1,60,08,1,8,2,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,300000,1,,3,,7,2,,,,,3,1,1,40,,.,40,,,1,6,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,120,4,,2,,,,,,,,8,3,5,,2,,,,2,,,,,,,,,,,,,,1,2,2,2,2,1,3,,45,47,1,04,4,4789,300000,08,688.01235387,
5425058,1,1,1,60,08,1,8,1,2,1,,1,,,1,1,2,1,7,,2,,2,1000000,2,,,2,,2,,2,,2,,2,,,1,106454,2,2,,,2,,,2,,,2,,,1,900000,2,,2,,2,,2,,2,,,.,,,,,,,,,.,9,,,,,,,,,86,,.,86,,,8,4,,1,,1,2,1,9,1,1,,,,,,,,,1,1,1,3,96,1,,2,,,,,,,,5,7,30,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,1,,98,49,1,04,1,4923,1000000,08,638.90482807,
5425059,1,1,1,60,08,1,8,1,2,2,12,2,1,,1,2,2,1,156,,1,,2,906000,2,,,2,,2,,2,,2,,2,,,1,110000,2,1,130000,2,2,,,2,,,2,,,1,877000,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,9,7,,1,,1,2,1,14,1,1,,,,,,,,,1,1,1,0,36,4,,2,,,,,,,,8,2,20,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,8,,55,47,1,04,1,4711,906000,08,707.4532609,7810
5425059,1,4,1,60,08,1,8,1,2,1,,2,1,,2,2,2,1,1,,1,,2,906000,2,,,2,,2,,2,,2,,2,,,1,110000,2,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,1,,,,,,,,,48,,.,48,,,9,7,,1,,1,1,1,0,1,1,,,,,,,,,1,1,1,24,6,1,,2,,,,,,,,1,2,15,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,33,47,1,04,1,4711,906000,08,707.4532609,7810
5425060,1,1,1,60,08,1,8,2,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,200000,1,,3,,9,2,,,,,3,1,1,48,,.,48,,,2,1,,3,,2,,,,1,,,,,,,,,1,2,2,1,0,12,4,,2,,,,,,,,3,14,,,2,,,,2,,,,,,,,,,,,,,1,2,2,2,2,1,8,,45,45,1,04,4,4530,200000,08,534.72660719,
5425060,1,2,1,60,08,1,8,2,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,.,9,,,,,,,,,48,,.,48,,,2,1,,1,,2,,,,1,,,,,,,,,1,2,2,1,0,120,4,,2,,,,,,,,3,14,,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,8,,45,45,1,04,6,4530,,08,534.72660719,
5425061,1,2,1,60,08,1,8,2,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,200000,1,,1,,12,2,,,,,3,1,1,20,1,,20,,,1,5,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,25,,1,28,2,1,1,1,1,1,2,1,2,2,2,2,2,,2,1,2,2,1,2,2,1,8,,97,53,1,04,4,5320,200000,08,556.91678681,
