DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,CLASE,P7430,P7450,P7450S1,P7452,P7454,P7456,P7458,P7458S1,P7460,P7470,P7472,P7472S1,P744,P1884,P1807,P6921,INI,MES,p7440,DPTO,fex_c_2011
5418283,1,1,1,80,05,1,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,05,1353.0913745
5418286,1,1,1,80,05,1,1,4,,2,,,4,,1,2,2,,2,,908536,1,1,04,2,05,1119.2244403
5418286,1,2,1,80,05,1,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,05,1119.2244403
5418286,1,5,1,80,05,1,1,4,,2,,,8,,2,,2,,,,,2,1,04,4,05,1119.2244403
5418289,1,2,1,80,05,1,1,8,,2,,,2,,2,,2,,,,,2,1,04,2,05,1195.4017976
5418291,1,1,1,80,05,1,1,9,CIERRE DE EMPRESA POR PANDEMIA,2,,,4,,2,,2,,2,,908526,2,1,04,2,05,823.42519375
5418294,1,3,1,80,05,1,2,,,,2,,,.,,,2,,,,,,1,04,,05,588.40864539
5418294,1,5,1,80,05,1,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,05,588.40864539
5418295,1,4,1,80,05,1,1,4,,2,,,4,,2,,2,,2,,908526,2,1,04,4,05,795.36891079
5418296,1,1,1,80,05,1,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,05,624.89448632
5418297,1,2,1,80,05,1,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,05,688.9469488
5418297,1,3,1,80,05,1,1,6,,2,,,4,,2,,2,,1,48,908526,2,1,04,3,05,688.9469488
5418297,1,4,1,80,05,1,1,8,,2,,,2,,2,,2,,,,,2,1,04,1.3,05,688.9469488
5418299,1,1,1,80,05,1,1,5,,2,,,12,POR LA PANDEMIA,3,,2,,1,48,2000000,3,1,04,2,05,1261.6035997
5418299,1,2,1,80,05,1,2,,,,2,,,.,2,,2,,2,,1000000,2,1,04,,05,1261.6035997
5418300,1,1,1,80,05,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,05,1250.9643622
5418300,1,4,1,80,05,1,1,2,,2,,,2,,2,,2,,,,,2,1,04,3,05,1250.9643622
5418303,1,1,1,80,05,1,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,05,1322.402051
5418303,1,2,1,80,05,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,05,1322.402051
5418303,1,4,1,80,05,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,05,1322.402051
5418304,1,1,1,80,05,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,05,1353.0913745
5418305,1,2,1,80,05,1,1,6,,1,,3,8,,1,,2,,,,,2,1,04,4,05,1350.7709735
5418306,1,1,1,80,05,1,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,05,1291.2165093
5418306,1,2,1,80,05,1,1,5,,2,,,11,,3,,2,,,,,3,1,04,4,05,1291.2165093
5418307,1,3,1,80,05,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,05,1512.3721426
5418308,1,1,1,80,05,1,1,8,,2,,,11,,3,,2,,,,,3,1,04,4,05,624.89448632
5418308,1,2,1,80,05,1,1,5,,2,,,11,,3,,2,,,,,3,1,04,4,05,624.89448632
5418309,1,1,1,80,05,1,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,05,1291.2165093
5418309,1,2,1,80,05,1,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,05,1291.2165093
5418309,1,3,1,80,05,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,05,1291.2165093
5418310,1,2,1,80,05,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,05,1160.076019
5418310,1,3,1,80,05,1,2,,,,2,,,.,,,2,,,,,,1,04,,05,1160.076019
5418311,1,1,1,80,05,1,1,8,,2,,,10,,2,,2,,,,,2,1,04,1.2,05,554.51108852
5418312,1,1,1,80,05,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,05,590.90135976
5418312,1,5,1,80,05,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,05,590.90135976
5418314,1,2,1,80,05,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,05,1226.627071
5418316,1,1,1,80,05,1,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,05,1378.1558296
5418318,1,1,1,80,05,1,1,9,POR LA PANDEMIA,2,,,12,POR LA PANDEMIA,2,,2,,,,,2,1,04,2,05,1117.140101
5418318,1,3,1,80,05,1,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,05,1117.140101
5418318,1,4,1,80,05,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,05,1117.140101
5418327,1,2,1,80,05,1,1,5,,2,,,11,,3,,2,,,,,3,1,04,3,05,637.86931382
5418327,1,3,1,80,05,1,1,5,,2,,,11,,3,,2,,,,,3,1,04,1.4,05,637.86931382
5418329,1,1,1,80,05,1,1,5,,2,,,10,,3,,2,,,,,3,1,04,3,05,1147.6619603
5418329,1,2,1,80,05,1,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,05,1147.6619603
5418329,1,3,1,80,05,1,1,5,,2,,,10,,2,,2,,,,,2,1,04,4,05,1147.6619603
5418330,1,1,1,80,05,1,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,05,1249.7889726
5418330,1,2,1,80,05,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,05,1249.7889726
5418333,1,3,1,80,05,1,2,,,,2,,,.,,,2,,,,,,1,04,,05,1490.0460104
5418335,1,1,1,80,05,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,05,1353.0913745
5418336,1,1,1,80,05,1,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,05,1344.1922332
5418338,1,1,1,80,05,1,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,05,1638.836446
5418339,1,1,1,80,05,1,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,05,1291.2165093
5418339,1,2,1,80,05,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,05,1291.2165093
5418341,1,2,1,80,05,1,1,7,,2,,,12,POR FALTA DE DOCUMENTOS,2,,2,,1,48,908526,2,1,04,3,05,1137.7498869
5418341,1,4,1,80,05,1,1,7,,2,,,4,,2,,2,,,,,2,1,04,3,05,1137.7498869
5418342,1,2,1,80,05,1,1,9,POR LA CRISIS VENEZOLANA,2,,,9,,2,,2,,2,,908536,2,1,04,1.3,05,1578.9231946
5418345,1,2,1,80,05,1,1,7,,2,,,11,,2,,2,,,,,2,1,04,4,05,1358.3272611
5418346,1,2,1,80,05,1,1,4,,2,,,4,,2,,2,,2,,908000,2,1,04,4,05,1350.7709735
5418348,1,2,1,80,05,1,1,5,,2,,,11,,3,,2,,,,,3,1,04,4,05,1159.4765874
5418348,1,3,1,80,05,1,1,4,,2,,,4,,2,,2,,2,,908526,2,1,04,3,05,1159.4765874
5418348,1,5,1,80,05,1,2,,,,2,,,.,,,2,,,,,,1,04,,05,1159.4765874
5418352,1,2,1,80,05,1,1,3,,2,,,9,,2,,2,,,,,2,1,04,2,05,1372.919943
5418353,1,2,1,80,05,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,05,1126.1124225
5418353,1,3,1,80,05,1,2,,,,2,,,.,,,2,,,,,,1,04,,05,1126.1124225
5418354,1,1,1,80,05,1,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,05,1138.762819
5418354,1,2,1,80,05,1,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,05,1138.762819
5418354,1,3,1,80,05,1,1,4,,2,,,4,,2,,2,,1,48,908526,2,1,04,4,05,1138.762819
5418354,1,4,1,80,05,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,05,1138.762819
5418355,1,1,1,80,05,1,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,05,1397.4343968
5418357,1,1,1,80,05,1,1,3,,2,,,9,,2,,2,,2,,908000,2,1,04,1.3,05,1567.1085675
5418359,1,1,1,80,05,1,1,5,,2,,,9,,3,,2,,1,48,908000,3,1,04,4,05,1463.8061657
5418360,1,2,1,80,05,1,1,9,PANDEMIA CUARENTENA,2,,,12,PARA EVITAR CONTAGIO POR PANDEMIA,1,,2,,1,48,908526,2,1,04,2,05,1161.0889512
5418360,1,3,1,80,05,1,1,8,,1,,1,2,,2,,2,,,,,2,1,04,4,05,1161.0889512
5418360,1,4,1,80,05,1,1,8,,2,,,2,,1,,2,,,,,2,1,04,1.3,05,1161.0889512
5418363,1,2,1,80,05,1,1,4,,2,,,4,,2,,2,,2,,908000,2,1,04,1.3,05,1249.7889726
5418366,1,1,1,80,05,1,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,05,1466.5939191
5418366,1,2,1,80,05,1,2,,,,2,,,.,,,2,,,,,,1,04,,05,1466.5939191
5418368,1,2,1,80,05,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,05,1491.6583742
5418369,1,2,1,80,05,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,05,1344.1922332
5418372,1,1,1,80,05,1,1,7,,2,,,8,,2,,2,,2,,908000,2,1,04,2,05,1153.0653112
5418372,1,3,1,80,05,1,1,7,,2,,,8,,2,,2,,1,30,908000,2,1,04,1.2,05,1153.0653112
5418373,1,1,1,80,05,1,1,3,,2,,,9,,2,,2,,1,48,908526,2,1,04,3,05,1209.5368255
5418374,1,1,1,80,05,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,05,1249.7889726
5418375,1,3,1,80,05,1,2,,,,2,,,.,,,2,,,,,,1,04,,05,1115.6009174
5418375,1,4,1,80,05,1,2,,,,2,,,.,,,2,,,,,,1,04,,05,1115.6009174
5418376,1,1,1,80,05,1,1,4,,2,,,4,,2,,2,,2,,908526,2,1,04,4,05,1332.3776062
5418377,1,1,1,80,05,1,1,5,,2,,,10,,1,,2,,,,,3,1,04,4,05,1270.502741
5418377,1,2,1,80,05,1,1,5,,2,,,10,,1,,2,,,,,3,1,04,4,05,1270.502741
5418378,1,2,1,80,05,1,1,6,,1,,1,8,,2,,2,,1,6,908526,2,1,04,4,05,1249.7889726
5418380,1,2,1,80,05,1,1,4,,2,,,4,,2,,2,,,,,2,1,04,3,05,1456.0824139
5418380,1,3,1,80,05,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,05,1456.0824139
5418381,1,1,1,80,05,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,05,1249.7889726
5418384,1,7,1,80,15,1,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,15,114.94551634
5418384,1,8,1,80,15,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,15,114.94551634
5418385,1,1,1,80,15,1,1,3,,2,,,9,,2,,2,,,,,2,1,04,2,15,142.62364754
5418386,1,2,1,80,15,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,15,88.877926451
5418386,1,3,1,80,15,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,15,88.877926451
5418386,1,4,1,80,15,1,2,,,,1,1,1,,2,,2,,1,20,1500000,2,1,04,,15,88.877926451
5418387,1,2,1,80,15,1,1,9,PANDEMIA,2,,,1,,2,,2,,,,,2,1,04,2,15,112.72077532
5418387,1,3,1,80,15,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,15,112.72077532
5418387,1,4,1,80,15,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,15,112.72077532
5418388,1,2,1,80,15,1,1,9,CUARENTENA,2,,,1,,2,,2,,,,,2,1,04,2,15,111.06306534
5418389,1,1,1,80,15,1,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,15,110.47844705
5418389,1,2,1,80,15,1,1,8,,2,,,8,,2,,2,,,,,2,1,04,3,15,110.47844705
5418390,1,2,1,80,15,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,15,116.75128801
5418391,1,2,1,80,15,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,15,133.09394711
5418395,1,1,1,80,15,1,1,4,,2,,,4,,2,,2,,,,,2,1,04,3,15,110.47844705
5418395,1,2,1,80,15,1,2,,,,2,,,.,2,,2,,2,,800000,2,1,04,,15,110.47844705
5418397,1,1,1,80,15,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,15,158.73117583
5418398,1,1,1,80,15,1,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,15,115.73630856
5418400,1,3,1,80,15,1,2,,,,2,,,.,,,2,,,,,,1,04,,15,124.75145604
5418402,1,2,1,80,15,1,2,,,,1,2,2,,2,,2,,,,,2,1,04,,15,91.462229055
5418402,1,3,1,80,15,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,15,91.462229055
5418403,1,2,1,80,15,1,1,3,,2,,,9,,2,,2,,2,,98,2,1,04,2,15,119.06323338
5418405,1,2,1,80,15,1,1,2,,2,,,12,ESPERANDO LLAMADA PARA INGRESAR A LABORAR,2,,2,,1,40,908526,2,1,04,2,15,117.52362351
5418407,1,1,1,80,15,1,1,4,,2,,,8,,2,,2,,,,,2,1,04,4,15,111.83540085
5418408,1,1,1,80,15,1,1,9,LA EDAD,2,,,8,,2,,2,,,,,2,1,04,4,15,110.47844705
5418409,1,1,1,80,15,1,1,4,,2,,,4,,2,,2,,,,,2,1,04,3,15,131.73699332
5418409,1,2,1,80,15,1,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,15,131.73699332
5418412,1,1,1,80,15,1,1,8,,2,,,9,,2,,2,,,,,2,1,04,2,15,97.804687113
5418413,1,1,1,80,15,1,1,9,PANDEMIA,1,,1,9,,1,,2,,1,48,1500000,2,1,04,2,15,163.8821938
5418414,1,1,1,80,17,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,17,253.22924698
5418414,1,2,1,80,17,1,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,17,253.22924698
5418414,1,5,1,80,17,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,17,253.22924698
5418414,1,6,1,80,17,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,17,253.22924698
5418415,1,1,1,80,17,1,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,17,189.92782956
5418415,1,2,1,80,17,1,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,17,189.92782956
5418415,1,3,1,80,17,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,17,189.92782956
5418416,1,2,1,80,17,1,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,17,174.1245783
5418417,1,1,1,80,17,1,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,17,208.6865642
5418418,1,1,1,80,17,1,1,1,,2,,,8,,2,,2,,,,,2,1,04,4,17,328.46871041
5418418,1,2,1,80,17,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,17,328.46871041
5418418,1,5,1,80,17,1,1,9,PANDEMIA,2,,,1,,2,,2,,,,,2,1,04,1.4,17,328.46871041
5418419,1,1,1,80,17,1,1,1,,2,,,5,,2,,2,,,,,2,1,04,4,17,210.9195356
5418420,1,1,1,80,17,1,1,4,,2,,,4,,2,,2,,,,,2,1,04,1.4,17,199.4595803
5418420,1,2,1,80,17,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,17,199.4595803
5418421,1,1,1,80,17,1,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,17,390.58227353
5418421,1,3,1,80,17,1,1,4,,2,,,4,,2,,1,180000,,,,2,1,04,1.1,17,390.58227353
5418422,1,2,1,80,17,1,1,3,,2,,,9,,2,,2,,,,,2,1,04,3,17,373.27531037
5418422,1,3,1,80,17,1,2,,,,2,,,.,,,2,,,,,,1,04,,17,373.27531037
5418423,1,1,1,80,17,1,1,9,PANDEMIA,2,,,12,PANDEMIA,2,,2,,,,,2,1,04,2,17,110.07325975
5418423,1,3,1,80,17,1,1,4,,2,,,8,,2,,2,,,,,2,1,04,4,17,110.07325975
5418424,1,1,1,80,17,1,1,5,,2,,,4,,3,,2,,,,,3,1,04,4,17,174.1245783
5418424,1,2,1,80,17,1,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,17,174.1245783
5418425,1,1,1,80,17,1,2,,,,2,,,.,3,,2,,,,,3,1,04,,17,154.6551613
5418426,1,1,1,80,17,1,1,3,,2,,,1,,2,,2,,,,,2,1,04,4,17,210.9195356
5418427,1,1,1,80,17,1,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,17,199.15481346
5418431,1,1,1,80,17,1,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,17,117.860204
5418431,1,2,1,80,17,1,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,17,117.860204
5418432,1,1,1,80,17,1,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,17,210.9195356
5418433,1,1,1,80,17,1,1,8,,2,,,1,,2,,2,,,,,2,1,04,3,17,143.47168078
5418433,1,3,1,80,17,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,17,143.47168078
5418434,1,1,1,80,17,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,17,110.07325975
5418434,1,4,1,80,17,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,17,110.07325975
5418435,1,1,1,80,17,1,1,5,,2,,,10,,3,,2,,,,,3,1,04,1.2,17,183.35156219
5418436,1,1,1,80,17,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,17,196.50409694
5418436,1,3,1,80,17,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,17,196.50409694
5418436,1,4,1,80,17,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,17,196.50409694
5418437,1,3,1,80,17,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,17,110.07325975
5418439,1,1,1,80,17,1,1,5,,2,,,10,,3,,2,,,,,3,1,04,3,17,440.29303899
5418441,1,1,1,80,17,1,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,17,210.9195356
5418445,1,2,1,80,17,1,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,17,164.8975944
5418445,1,3,1,80,17,1,1,1,,2,,,8,,2,,2,,,,,2,1,04,2,17,164.8975944
5418446,1,3,1,80,17,1,1,8,,2,,,2,,2,,2,,,,,2,1,04,2,17,178.74434904
5418447,1,1,1,80,17,1,1,3,,1,,1,8,,2,,2,,,,908526,2,1,04,4,17,120.97626286
5418447,1,4,1,80,17,1,2,,,,2,,,.,,,2,,,,,,1,04,,17,120.97626286
5418448,1,3,1,80,17,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,17,125.58347601
5418450,1,2,1,80,17,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,17,176.67797269
5418450,1,3,1,80,17,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,17,176.67797269
5418455,1,5,1,80,17,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,17,349.46041644
5418456,1,1,1,80,17,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,17,364.04832647
5418456,1,4,1,80,17,1,2,,,,2,,,.,,,2,,,,,,1,04,,17,364.04832647
5418459,1,2,1,80,17,1,1,3,,2,,,9,,2,,2,,,,,2,1,04,2,17,261.28477277
5418460,1,2,1,80,17,1,1,1,,2,,,9,,2,,2,,,,,2,1,04,3,17,265.90454351
5418460,1,3,1,80,17,1,2,,,,2,,,.,,,2,,,,,,1,04,,17,265.90454351
5418461,1,2,1,80,17,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,17,358.97577099
5418462,1,2,1,80,17,1,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,17,111.28393663
5418463,1,2,1,80,17,1,1,2,,2,,,2,,2,,2,,,,,2,1,04,2,17,254.86908089
5418463,1,3,1,80,17,1,2,,,,2,,,.,,,2,,,,,,1,04,,17,254.86908089
5418464,1,2,1,80,18,1,1,3,,2,,,9,,2,,2,,,,,2,1,04,3,18,124.18744316
5418465,1,6,1,80,18,1,1,6,,2,,,9,,2,,2,,,,,2,1,04,1.2,18,116.96512656
5418466,1,1,1,80,18,1,1,2,,2,,,11,,2,,2,,,,,2,1,04,1.2,18,93.555420619
5418467,1,3,1,80,18,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,18,84.173062054
5418470,1,1,1,80,18,1,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,18,158.22947656
5418470,1,2,1,80,18,1,1,8,,2,,,11,,2,,1,900000,,,,2,1,04,1.1,18,158.22947656
5418470,1,8,1,80,18,1,1,4,,2,,,4,,2,,2,,,,,2,1,04,3,18,158.22947656
5418471,1,1,1,80,18,1,1,4,,2,,,8,,2,,2,,,,,2,1,04,4,18,62.618343036
5418472,1,2,1,80,18,1,1,1,,2,,,9,,2,,2,,,,,2,1,04,4,18,50.819015734
5418473,1,2,1,80,18,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,18,47.890915521
5418473,1,4,1,80,18,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,18,47.890915521
5418473,1,5,1,80,18,1,2,,,,2,,,.,,,2,,,,,,1,04,,18,47.890915521
5418473,1,6,1,80,18,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,18,47.890915521
5418476,1,1,1,80,18,1,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,18,47.890915521
5418476,1,3,1,80,18,1,1,2,,2,,,2,,2,,2,,,,,2,1,04,3,18,47.890915521
5418476,1,4,1,80,18,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,18,47.890915521
5418477,1,1,1,80,18,1,1,4,,2,,,8,,2,,2,,,,,2,1,04,4,18,62.618343036
5418479,1,1,1,80,18,1,1,3,,2,,,4,,2,,2,,2,,900000,2,1,04,1.3,18,62.618343036
5418480,1,1,1,80,18,1,1,8,,2,,,1,,2,,2,,2,,600000,2,1,04,3,18,76.599550853
5418481,1,2,1,80,18,1,2,,,,1,2,9,,2,,2,,2,,800000,2,1,04,,18,149.77741996
5418482,1,1,1,80,18,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,18,91.324400503
5418482,1,3,1,80,18,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,18,91.324400503
5418484,1,4,1,80,18,1,2,,,,2,,,.,,,2,,,,,,1,04,,18,47.890915521
5418484,1,7,1,80,18,1,2,,,,2,,,.,,,2,,,,,,1,04,,18,47.890915521
5418485,1,2,1,80,18,1,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,18,106.10432476
5418485,1,3,1,80,18,1,1,4,,2,,,4,,2,,2,,2,,500000,2,1,04,1.4,18,106.10432476
5418485,1,4,1,80,18,1,1,4,,2,,,4,,2,,2,,,,,2,1,04,3,18,106.10432476
5418486,1,2,1,80,18,1,1,7,,2,,,9,,2,,2,,1,40,900000,2,1,04,2,18,128.89617945
5418486,1,3,1,80,18,1,2,,,,2,,,.,,,2,,,,,,1,04,,18,128.89617945
5418487,1,1,1,80,18,1,1,7,,2,,,4,,2,,2,,2,,900000,2,1,04,1.4,18,51.428414317
5418487,1,3,1,80,18,1,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,18,51.428414317
5418487,1,4,1,80,18,1,1,7,,2,,,1,,2,,2,,2,,300000,2,1,04,1.4,18,51.428414317
5418488,1,2,1,80,18,1,1,7,,2,,,9,,2,,2,,,,,2,1,04,4,18,94.1156796
5418488,1,5,1,80,18,1,2,,,,2,,,.,2,,2,,1,25,400000,2,1,04,,18,94.1156796
5418488,1,6,1,80,18,1,2,,,,2,,,.,,,2,,,,,,1,04,,18,94.1156796
5418489,1,1,1,80,18,1,1,3,,2,,,9,,2,,2,,2,,700000,2,1,04,4,18,47.890915521
5418489,1,2,1,80,18,1,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,18,47.890915521
5418491,1,1,1,80,19,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,19,104.45178417
5418492,1,2,1,80,19,1,1,3,,2,,,9,,2,,2,,,,,2,1,04,3,19,131.17116821
5418493,1,1,1,80,19,1,1,5,,2,,,1,,3,,2,,,,,3,1,04,3,19,131.27842383
5418495,1,3,1,80,19,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,19,183.36846329
5418496,1,1,1,80,19,1,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,19,131.27842383
5418496,1,2,1,80,19,1,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,19,131.27842383
5418497,1,1,1,80,19,1,1,7,,2,,,9,,2,,2,,,,,2,1,04,4,19,145.65997568
5418499,1,1,1,80,19,1,1,3,,2,,,9,,2,,2,,,,,2,1,04,2,19,155.57868203
5418504,1,1,1,80,19,1,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,19,99.008348276
5418504,1,2,1,80,19,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,19,99.008348276
5418505,1,1,1,80,19,1,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,19,90.070232325
5418505,1,2,1,80,19,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,19,90.070232325
5418506,1,1,1,80,19,1,1,4,,2,,,8,,2,,2,,,,,2,1,04,3,19,87.348514378
5418506,1,2,1,80,19,1,1,9,COVID 19,2,,,8,,2,,2,,,,,2,1,04,2,19,87.348514378
5418507,1,1,1,80,19,1,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,19,90.070232325
5418507,1,2,1,80,19,1,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,19,90.070232325
5418508,1,1,1,80,19,1,1,9,COVID 19,2,,,4,,2,,2,,,,,2,1,04,2,19,182.95923235
5418508,1,3,1,80,19,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,19,182.95923235
5418509,1,1,1,80,23,1,1,1,,2,,,8,,2,,2,,,,,2,1,04,4,23,149.77743859
5418509,1,3,1,80,23,1,2,,,,2,,,.,,,2,,,,,,1,04,,23,149.77743859
5418509,1,5,1,80,23,1,1,1,,2,,,9,,2,,2,,,,,2,1,04,3,23,149.77743859
5418510,1,1,1,80,23,1,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,23,159.45755935
5418511,1,2,1,80,23,1,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,23,176.70557464
5418512,1,1,1,80,23,1,1,4,,1,,1,1,,3,,2,,1,40,1500000,3,1,04,3,23,185.24315949
5418513,1,3,1,80,23,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,23,159.90900895
5418513,1,8,1,80,23,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,23,159.90900895
5418513,1,9,1,80,23,1,2,,,,2,,,.,,,2,,,,,,1,04,,23,159.90900895
5418513,1,11,1,80,23,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,23,159.90900895
5418516,1,2,1,80,27,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,27,33.707912002
5418516,1,3,1,80,27,1,2,,,,2,,,.,,,2,,,,,,1,04,,27,33.707912002
5418518,1,2,1,80,27,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,27,33.707912002
5418519,1,3,1,80,27,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,27,151.68560401
5418520,1,1,1,80,27,1,1,8,,2,,,4,,2,,2,,,,,2,1,04,2,27,33.707912002
5418521,1,1,1,80,27,1,1,3,,2,,,9,,2,,2,,,,,2,1,04,3,27,33.707912002
5418521,1,2,1,80,27,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,27,33.707912002
5418521,1,3,1,80,27,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,27,33.707912002
5418523,1,1,1,80,27,1,1,9,LA EDAD,2,,,8,,2,,2,,,,,2,1,04,4,27,33.707912002
5418523,1,2,1,80,27,1,1,9,LA EDAD,2,,,8,,2,,2,,,,,2,1,04,4,27,33.707912002
5418524,1,2,1,80,27,1,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,27,68.479181487
5418525,1,1,1,80,27,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,27,33.707912002
5418526,1,1,1,80,27,1,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,27,33.707912002
