DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,CLASE,P7430,P7450,P7450S1,P7452,P7454,P7456,P7458,P7458S1,P7460,P7470,P7472,P7472S1,P744,P1884,P1807,P6921,INI,MES,p7440,DPTO,fex_c_2011
5424384,1,4,1,80,54,1,1,8,,2,,,4,,2,,2,,,,,2,1,04,1.4,54,261.48689603
5424385,1,2,1,80,54,1,1,3,,2,,,9,,1,,2,,1,24,500000,2,1,04,4,54,512.12728403
5424385,1,3,1,80,54,1,2,,,,2,,,.,,,2,,,,,,1,04,,54,512.12728403
5424387,1,8,1,80,54,1,1,8,,2,,,1,,2,,2,,,,,2,1,04,3,54,548.30942203
5424388,1,1,1,80,54,1,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,54,431.93710872
5424388,1,2,1,80,54,1,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,54,431.93710872
5424388,1,3,1,80,54,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,54,431.93710872
5424390,1,1,1,80,54,1,1,4,,2,,,4,,2,,2,,,,,2,1,04,2,54,428.71811453
5424390,1,3,1,80,54,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,54,428.71811453
5424390,1,4,1,80,54,1,2,,,,2,,,.,,,2,,,,,,1,04,,54,428.71811453
5424390,1,5,1,80,54,1,2,,,,2,,,.,,,2,,,,,,1,04,,54,428.71811453
5424391,1,2,1,80,54,1,1,7,,2,,,1,,2,,2,,,,,2,1,04,2,54,493.96350038
5424391,1,4,1,80,54,1,1,3,,2,,,9,,2,,2,,,,,2,1,04,2,54,493.96350038
5424393,1,2,1,80,54,1,1,4,,2,,,4,,2,,2,,2,,800000,2,1,04,4,54,266.04797401
5424394,1,2,1,80,54,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,54,493.88520651
5424396,1,3,1,80,54,1,2,,,,2,,,.,,,2,,,,,,1,04,,54,311.93166695
5424396,1,4,1,80,54,1,2,,,,2,,,.,,,2,,,,,,1,04,,54,311.93166695
5424396,1,6,1,80,54,1,2,,,,1,4,9,,2,,2,,,,,2,1,04,,54,311.93166695
5424398,1,3,1,80,63,1,2,,,,2,,,.,,,2,,,,,,1,04,,63,156.60012377
5424401,1,2,1,80,63,1,1,3,,2,,,9,,2,,2,,1,24,600000,2,1,04,4,63,234.3809275
5424401,1,3,1,80,63,1,2,,,,2,,,.,,,2,,,,,,1,04,,63,234.3809275
5424402,1,3,1,80,63,1,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,63,152.16565112
5424406,1,2,1,80,63,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,63,112.37550627
5424408,1,2,1,80,63,1,1,8,,2,,,11,,2,,2,,,,,2,1,04,2,63,152.56051138
5424409,1,1,1,80,63,1,1,6,,2,,,1,,2,,2,,,,,2,1,04,4,63,135.33626449
5424410,1,3,1,80,63,1,2,,,,2,,,.,,,2,,,,,,1,04,,63,105.32728094
5424412,1,2,1,80,63,1,1,8,,2,,,9,,2,,2,,1,48,600000,2,1,04,1.2,63,124.75894327
5424412,1,3,1,80,63,1,2,,,,2,,,.,,,2,,,,,,1,04,,63,124.75894327
5424413,1,1,1,80,63,1,1,4,,2,,,4,,2,,2,,2,,400000,2,1,04,1.2,63,108.60485594
5424413,1,3,1,80,63,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,63,108.60485594
5424416,1,4,1,80,63,1,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,63,74.650111937
5424416,1,5,1,80,63,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,63,74.650111937
5424417,1,1,1,80,63,1,1,7,,1,,2,1,,2,,2,,1,48,908000,2,1,04,2,63,101.99841684
5424417,1,2,1,80,63,1,1,8,,2,,,2,,2,,2,,1,24,600000,2,1,04,1.2,63,101.99841684
5424418,1,2,1,80,63,1,1,8,,2,,,1,,2,,2,,,,,2,1,04,1.3,63,156.33116171
5424419,1,1,1,80,63,1,1,8,,2,,,4,,2,,2,,2,,908000,2,1,04,1.2,63,134.5742271
5424419,1,2,1,80,63,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,63,134.5742271
5424421,1,1,1,80,63,1,1,4,,2,,,4,,2,,2,,2,,908000,2,1,04,1.2,63,134.5742271
5424422,1,1,1,80,63,1,1,5,,2,,,11,,3,,2,,,,,3,1,04,4,63,159.70695178
5424426,1,2,1,80,63,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,63,158.09679092
5424428,1,2,1,80,63,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,63,137.95001717
5424429,1,3,1,80,63,1,2,,,,2,,,.,,,2,,,,,,1,04,,63,176.52486142
5424433,1,3,1,80,63,1,2,,,,2,,,.,,,2,,,,,,1,04,,63,134.13244088
5424437,1,2,1,80,63,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,63,112.37550627
5424439,1,3,1,80,63,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,63,127.03292644
5424439,1,4,1,80,63,1,2,,,,2,,,.,,,2,,,,,,1,04,,63,127.03292644
5424443,1,4,1,80,63,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,63,94.457116178
5424443,1,5,1,80,63,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,63,94.457116178
5424444,1,3,1,80,63,1,2,,,,2,,,.,,,2,,,,,,1,04,,63,134.13244088
5424445,1,2,1,80,63,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,63,108.60485594
5424445,1,3,1,80,63,1,2,,,,2,,,.,,,2,,,,,,1,04,,63,108.60485594
5424447,1,1,1,80,63,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,63,109.14485724
5424448,1,1,1,80,63,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,63,137.95001717
5424449,1,1,1,80,63,1,1,7,,2,,,1,,2,,2,,,,,2,1,04,2,63,105.76906717
5424450,1,1,1,80,63,1,1,5,,2,,,10,,3,,2,,,,,3,1,04,1.2,63,115.75129634
5424453,1,1,1,80,63,1,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,63,120.04204745
5424454,1,1,1,80,63,1,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,63,79.13587369
5424454,1,2,1,80,63,1,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,63,79.13587369
5424454,1,4,1,80,63,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,63,79.13587369
5424455,1,1,1,80,63,1,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,63,111.75860992
5424455,1,3,1,80,63,1,1,7,,2,,,1,,2,,2,,1,48,600000,2,1,04,1.4,63,111.75860992
5424456,1,3,1,80,63,1,2,,,,2,,,.,,,2,,,,,,1,04,,63,179.85372553
5424457,1,2,1,80,63,1,1,7,,2,,,12,POR EL COVID19,2,,2,,,,,2,1,04,2,63,164.21973898
5424457,1,3,1,80,63,1,2,,,,2,,,.,,,2,,,,,,1,04,,63,164.21973898
5424459,1,3,1,80,63,1,2,,,,2,,,.,2,,2,,1,48,908526,2,1,04,,63,134.17936684
5424460,1,1,1,80,63,1,1,1,,2,,,1,,2,,2,,,,,2,1,04,3,63,135.33626449
5424462,1,1,1,80,63,1,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,63,75.807009584
5424462,1,2,1,80,63,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,63,75.807009584
5424463,1,1,1,80,63,1,1,7,,2,,,11,,2,,2,,2,,800000,2,1,04,2,63,134.5742271
5424463,1,2,1,80,63,1,1,4,,2,,,4,,1,1,2,,,,,1,1,04,3,63,134.5742271
5424464,1,5,1,80,63,1,1,3,,2,,,8,,2,,2,,,,,2,1,04,4,63,153.01642343
5424466,1,2,1,80,63,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,63,108.70307101
5424466,1,3,1,80,63,1,2,,,,1,2,12,POR LA PANDEMIA DEL COVID 19,2,,2,,,,,2,1,04,,63,108.70307101
5424467,1,1,1,80,63,1,1,5,,2,,,10,,3,,2,,,,,3,1,04,3,63,97.958804452
5424469,1,1,1,80,63,1,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,63,137.95001717
5424471,1,2,1,80,63,1,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,63,109.14485724
5424474,1,2,1,80,63,1,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,63,211.53813433
5424475,1,1,1,80,63,1,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,63,399.8074074
5424475,1,2,1,80,63,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,63,399.8074074
5424476,1,4,1,80,63,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,63,345.50842218
5424477,1,1,1,80,66,1,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,66,466.92467099
5424477,1,4,1,80,66,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,66,466.92467099
5424478,1,3,1,80,68,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,68,456.76705886
5424478,1,4,1,80,68,1,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,68,456.76705886
5424480,1,1,1,80,68,1,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,68,974.17019312
5424480,1,2,1,80,68,1,2,,,,2,,,.,2,,2,,1,48,900000,2,1,04,,68,974.17019312
5424480,1,3,1,80,68,1,1,4,,2,,,9,,2,,2,,,,,2,1,04,4,68,974.17019312
5424482,1,2,1,80,68,1,1,4,,2,,,4,,2,,2,,,,,2,1,04,3,68,485.48079665
5424482,1,3,1,80,68,1,1,2,,2,,,8,,2,,2,,2,,900000,2,1,04,1.4,68,485.48079665
5424482,1,4,1,80,68,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,68,485.48079665
5424482,1,5,1,80,68,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,68,485.48079665
5424483,1,1,1,80,68,1,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,68,547.10035423
5424484,1,1,1,80,68,1,1,5,,2,,,10,,3,,2,,,,,3,1,04,3,68,579.24190774
5424484,1,2,1,80,68,1,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,68,579.24190774
5424485,1,1,1,80,68,1,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,68,388.24661184
5424487,1,1,1,80,68,1,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,68,531.59325469
5424487,1,2,1,80,68,1,1,4,,2,,,4,,2,,2,,2,,98,2,1,04,4,68,531.59325469
5424487,1,5,1,80,68,1,2,,,,2,,,.,,,2,,,,,,1,04,,68,531.59325469
5424489,1,2,1,80,68,1,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,68,451.93478785
5424489,1,4,1,80,68,1,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,68,451.93478785
5424490,2,4,2,80,68,1,2,,,,2,,,.,,,2,,,,,,1,04,,68,440.1300254
5424490,3,2,3,80,68,1,1,9,MIGRACION,2,,,12,MEJORES INGRESOS,2,,2,,,,,2,1,04,1.3,68,440.1300254
5424491,1,2,1,80,68,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,68,512.45503664
5424493,1,2,1,80,68,1,1,2,,2,,,2,,2,,2,,,,,2,1,04,4,68,474.09767421
5424493,1,3,1,80,68,1,2,,,,2,,,.,,,2,,,,,,1,04,,68,474.09767421
5424494,1,1,1,80,68,1,1,4,,2,,,4,,2,,2,,,,,2,1,04,2,68,290.41491654
5424494,1,7,1,80,68,1,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,68,290.41491654
5424495,1,3,1,80,68,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,68,414.28071506
5424496,1,2,1,80,68,1,1,3,,2,,,9,,2,,2,,2,,908526,2,1,04,4,68,557.53508442
5424497,1,1,1,80,68,1,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,68,452.63807749
5424497,1,2,1,80,68,1,1,9,POR EDAD,2,,,8,,2,,2,,,,,2,1,04,4,68,452.63807749
5424498,1,1,1,80,68,1,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,68,375.84904236
5424498,1,2,1,80,68,1,1,4,,1,,4,4,,2,,2,,,,,2,1,04,4,68,375.84904236
5424498,1,4,1,80,68,1,2,,,,1,1,2,,2,,2,,,,,2,1,04,,68,375.84904236
5424500,1,1,1,80,68,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,68,255.66740523
5424500,1,2,1,80,68,1,1,9,POR LA PANDEMIA,2,,,8,,1,,2,,1,24,908526,2,1,04,2,68,255.66740523
5424502,1,4,1,80,68,1,2,,,,2,,,.,,,2,,,,,,1,04,,68,492.11566609
5424505,1,3,1,80,68,1,2,,,,2,,,.,,,2,,,,,,1,04,,68,554.09643374
5424506,1,1,1,80,68,1,1,8,,2,,,2,,2,,2,,,,,2,1,04,3,68,561.14960559
5424507,1,2,1,80,70,1,1,9,PANDEMIA,2,,,9,,2,,2,,1,48,400000,2,1,04,2,70,132.51559343
5424513,1,1,1,80,70,1,1,4,,2,,,8,,2,,2,,,,,2,1,04,4,70,137.84360205
5424515,1,1,1,80,70,1,1,2,,2,,,2,,2,,2,,1,40,908526,2,1,04,1.3,70,106.04028099
5424518,1,1,1,80,70,1,1,9,POR AISLAMIENTO PREVENTIVO,2,,,1,,2,,2,,1,48,500000,2,1,04,2,70,109.32824292
5424518,1,2,1,80,70,1,1,9,POR AISLAMIENTO PREVENTIVO,2,,,1,,2,,2,,1,48,500000,2,1,04,2,70,109.32824292
5424518,1,3,1,80,70,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,70,109.32824292
5424518,1,4,1,80,70,1,1,6,,2,,,1,,2,,2,,1,48,600000,2,1,04,1.2,70,109.32824292
5424520,1,1,1,80,70,1,1,4,,2,,,4,,2,,2,,2,,500000,2,1,04,4,70,125.65895744
5424522,1,6,1,80,70,1,2,,,,2,,,.,2,,2,,1,48,600000,2,1,04,,70,79.250914175
5424522,1,7,1,80,70,1,2,,,,2,,,.,,,2,,,,,,1,04,,70,79.250914175
5424522,1,9,1,80,70,1,1,3,,2,,,1,,2,,2,,2,,908526,2,1,04,4,70,79.250914175
5424523,1,1,1,80,70,1,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,70,82.669085205
5424525,1,4,1,80,70,1,2,,,,2,,,.,,,2,,,,,,1,04,,70,130.27397774
5424526,1,2,1,80,70,1,1,4,,2,,,8,,2,,2,,,,,2,1,04,4,70,119.44726967
5424527,1,1,1,80,70,1,1,4,,2,,,8,,2,,2,,,,,2,1,04,4,70,116.2069513
5424528,1,2,1,80,70,1,2,,,,2,,,.,,,2,,,,,,1,04,,70,100.07938884
5424530,1,2,1,80,70,1,2,,,,2,,,.,2,,2,,2,,908526,2,1,04,,70,93.274318469
5424530,1,3,1,80,70,1,2,,,,2,,,.,,,2,,,,,,1,04,,70,93.274318469
5424531,1,2,1,80,70,1,2,,,,1,2,9,,2,,2,,1,48,908526,2,1,04,,70,123.09290811
5424531,1,3,1,80,70,1,2,,,,2,,,.,,,2,,,,,,1,04,,70,123.09290811
5424532,1,3,1,80,70,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,70,133.51429611
5424533,1,1,1,80,70,1,1,9,PANDEMIA,2,,,8,,2,,2,,,,,2,1,04,2,70,93.090473198
5424535,1,3,1,80,70,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,70,130.17101891
5424535,1,4,1,80,70,1,2,,,,2,,,.,,,2,,,,,,1,04,,70,130.17101891
5424537,1,1,1,80,70,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,70,96.809749649
5424537,1,2,1,80,70,1,1,7,,1,,2,8,,2,,2,,1,48,908526,2,1,04,4,70,96.809749649
5424537,1,3,1,80,70,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,70,96.809749649
5424539,1,1,1,80,73,1,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,73,279.56064647
5424539,1,2,1,80,73,1,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,73,279.56064647
5424540,1,1,1,80,73,1,1,8,,2,,,9,,1,,1,1000000,2,,908526,2,1,04,1.1,73,185.13863638
5424540,1,3,1,80,73,1,2,,,,2,,,.,,,2,,,,,,1,04,,73,185.13863638
5424540,1,4,1,80,73,1,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,73,185.13863638
5424540,1,5,1,80,73,1,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,73,185.13863638
5424541,1,2,1,80,73,1,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,73,279.56064647
5424546,1,2,1,80,73,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,73,241.25402097
5424547,1,1,1,80,73,1,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,73,254.17139963
5424548,1,1,1,80,73,1,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,73,244.64377185
5424552,1,2,1,80,73,1,1,4,,2,,,4,,2,,2,,2,,1000000,2,1,04,3,73,253.82289537
5424555,1,2,1,80,73,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,73,308.05102597
5424555,1,3,1,80,73,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,73,308.05102597
5424556,1,2,1,80,73,1,1,7,,2,,,4,,2,,2,,,,,2,1,04,3,73,172.6667682
5424558,1,1,1,80,73,1,1,3,,2,,,8,,1,1,2,,,,,1,1,04,1.3,73,242.80276979
5424558,1,2,1,80,73,1,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,73,242.80276979
5424558,1,3,1,80,73,1,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,73,242.80276979
5424559,1,1,1,80,73,1,1,3,,2,,,10,,3,,2,,,,,3,1,04,4,73,207.58364282
5424560,1,2,1,80,73,1,1,8,,2,,,12,POR PANDEMIA,1,2,2,,2,,5000000,1,1,04,2,73,244.64377185
5424561,1,1,1,80,73,1,1,4,,2,,,1,,2,,2,,,,,2,1,04,4,73,289.39052659
5424561,1,2,1,80,73,1,1,3,,2,,,8,,2,,2,,,,,2,1,04,4,73,289.39052659
5424562,1,3,1,80,76,1,1,7,,2,,,9,,2,,2,,,,,2,1,04,4,76,1027.2117713
5424564,1,3,1,80,76,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,76,1041.963884
5424568,1,1,1,80,76,1,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,76,972.69866798
5424568,1,2,1,80,76,1,1,5,,2,,,10,,3,,2,,,,,3,1,04,3,76,972.69866798
5424569,1,1,1,80,76,1,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,76,980.90260838
5424569,1,2,1,80,76,1,1,9,MURIO LA SEÑORA DE EDAD QUE CUIDABA,2,,,11,,2,,2,,,,,2,1,04,1.4,76,980.90260838
5424569,1,5,1,80,76,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,76,980.90260838
5424569,1,6,1,80,76,1,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,76,980.90260838
5424572,1,1,1,80,76,1,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,76,925.94324858
5424572,1,2,1,80,76,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,76,925.94324858
5424574,1,1,1,80,76,1,1,3,,2,,,11,,2,,2,,,,,2,1,04,4,76,1014.3696611
5424575,1,2,1,80,76,1,1,3,,2,,,9,,2,,2,,,,,2,1,04,1.4,76,1069.2953717
5424575,1,3,1,80,76,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,76,1069.2953717
5424577,1,1,1,80,76,1,1,5,,2,,,11,,3,,2,,,,,3,1,04,4,76,972.69866798
5424577,1,2,1,80,76,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,76,972.69866798
5424580,1,1,1,80,76,1,1,6,,1,,1,12,LA INVERSION DEL NEGOCIO ERA MUY ALTA COMPARADA CON LAS UTILIDADES,2,,2,,1,24,1500000,2,1,04,3,76,859.00585128
5424581,1,4,1,80,76,1,1,5,,2,,,12,ESTA ESPERANDO QUE PASE LA PANDEMIA,3,,2,,2,,900000,3,1,04,2,76,1156.2912813
5424586,1,2,1,80,76,1,2,,,,2,,,.,,,2,,,,,,1,04,,76,1068.3773729
5424587,1,3,1,80,76,1,1,4,,2,,,11,,3,,2,,,,,3,1,04,4,76,1149.0748792
5424591,1,2,1,80,76,1,1,9,CAMBIO DE CIUDAD,2,,,12,ESTA RECIEN LLEGADO Y VA A ESPERAR SI SE AMAÑA EN LA CIUDAD,2,,2,,,,,2,1,04,1.3,76,947.43226383
5424592,1,1,1,80,76,1,1,5,,2,,,11,,2,,2,,,,,2,1,04,4,76,1040.78315
5424707,1,2,1,80,,1,1,1,,1,,1,9,,2,,2,,,,,2,1,04,2,68,2614.2438272
5424715,1,2,1,80,,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,54,1750.6579431
5424716,1,1,1,80,,1,1,9,POR LA EDAD,2,,,8,,2,,2,,,,,2,1,04,4,54,1269.255022
5424717,1,2,1,80,,1,1,3,,2,,,9,,2,,2,,2,,600000,2,1,04,2,54,1518.4352991
5424718,1,2,1,80,,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,54,1933.9583514
5424719,1,2,1,80,,1,1,8,,1,,3,1,,2,,2,,1,48,908600,2,1,04,3,54,1330.6896764
5424719,1,3,1,80,,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,54,1330.6896764
5424719,1,4,1,80,,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,54,1330.6896764
5424719,1,5,1,80,,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,54,1330.6896764
5424719,1,6,1,80,,1,1,4,,2,,,8,,2,,2,,,,,2,1,04,4,54,1330.6896764
5424720,1,1,1,80,,1,1,7,,2,,,8,,2,,2,,,,,2,1,04,2,54,1972.5241296
5424720,1,2,1,80,,1,1,7,,2,,,8,,2,,2,,,,,2,1,04,2,54,1972.5241296
5424721,1,2,1,80,,1,1,8,,1,,2,1,,2,,2,,1,48,500000,2,1,04,4,54,1288.8919566
5424721,1,4,1,80,,1,2,,,,1,2,8,,2,,2,,,,,2,1,04,,54,1288.8919566
5424721,1,5,1,80,,1,2,,,,2,,,.,,,2,,,,,,1,04,,54,1288.8919566
5424723,1,2,1,80,,1,2,,,,2,,,.,,,2,,,,,,1,04,,54,1149.7395672
5424724,1,4,1,80,,1,2,,,,2,,,.,,,2,,,,,,1,04,,54,1600.9668316
5424724,1,5,1,80,,1,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,54,1600.9668316
5424724,1,6,1,80,,1,1,8,,2,,,8,,2,,2,,,,,2,1,04,4,54,1600.9668316
5424729,1,3,1,80,,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,70,1839.2289904
5424733,1,2,1,80,,1,1,6,,2,,,1,,2,,2,,1,48,400000,2,1,04,2,70,1252.9312166
5424735,1,1,1,80,,1,1,4,,2,,,11,,2,,2,,,,,2,1,04,4,70,811.92869858
5424735,1,2,1,80,,1,1,6,,2,,,11,,2,,2,,,,,2,1,04,4,70,811.92869858
5424737,1,1,1,80,,1,1,6,,2,,,6,,2,,2,,1,30,300000,2,1,04,4,70,919.15979966
5424737,1,2,1,80,,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,70,919.15979966
5424737,1,3,1,80,,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,70,919.15979966
5424738,1,1,1,80,,1,1,4,,2,,,4,,2,,2,,2,,400000,2,1,04,2,70,1206.4304808
5424738,1,2,1,80,,1,1,6,,2,,,9,,2,,2,,1,40,500000,2,1,04,3,70,1206.4304808
5424738,1,3,1,80,,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,70,1206.4304808
5424738,1,6,1,80,,1,1,3,,2,,,9,,2,,2,,,,,2,1,04,3,70,1206.4304808
5424739,1,4,1,80,,1,2,,,,2,,,.,,,2,,,,,,1,04,,70,1393.0314136
5424740,1,2,1,80,,1,2,,,,2,,,.,,,2,,,,,,1,04,,70,1239.9784563
5424742,1,2,1,80,,1,1,3,,2,,,9,,2,,2,,1,30,300000,2,1,04,3,70,1283.0371317
5424743,1,3,1,80,,1,2,,,,2,,,.,,,2,,,,,,1,04,,70,873.22731594
5424744,1,1,1,80,,1,1,4,,2,,,4,,2,,2,,2,,500000,2,1,04,4,70,562.37713218
5424745,1,1,1,80,,1,1,3,,2,,,1,,2,,2,,1,48,400000,2,1,04,4,70,1899.4408206
5424745,1,6,1,80,,1,2,,,,2,,,.,2,,2,,1,40,300000,2,1,04,,70,1899.4408206
5424746,1,2,1,80,,1,1,6,,2,,,9,,2,,2,,,,,2,1,04,3,70,1272.8824036
5424747,1,2,1,80,,1,2,,,,2,,,.,2,,2,,1,40,700000,2,1,04,,70,876.04385263
5424747,1,3,1,80,,1,1,3,,2,,,9,,2,,2,,2,,400000,2,1,04,2,70,876.04385263
5424748,1,1,1,80,,1,1,3,,2,,,8,,2,,2,,,,,2,1,04,4,70,562.37713218
5424748,1,3,1,80,,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,70,562.37713218
5424749,1,2,1,80,,1,1,3,,2,,,8,,2,,2,,,,,2,1,04,4,70,960.67539676
5424749,1,5,1,80,,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,70,960.67539676
5424751,1,3,1,80,,1,2,,,,2,,,.,,,2,,,,,,1,04,,70,1069.0059302
5424752,1,3,1,80,,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,70,1216.1579097
5424752,1,4,1,80,,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,70,1216.1579097
5424752,1,5,1,80,,1,2,,,,2,,,.,2,,2,,2,,400000,2,1,04,,70,1216.1579097
5424753,1,2,1,80,,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,70,1049.1586244
5424754,1,1,1,80,,1,1,3,,2,,,8,,2,,2,,,,,2,1,04,4,70,766.61477384
5424755,1,3,1,80,,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,70,1069.0059302
5424756,1,2,1,80,,1,1,6,,2,,,1,,2,,2,,1,48,500000,2,1,04,2,70,1252.9312166
5424788,1,4,1,80,,1,2,,,,2,,,.,2,,2,,1,40,600000,2,1,04,,15,4623.6925679
5424788,1,5,1,80,,1,2,,,,2,,,.,,,2,,,,,,1,04,,15,4623.6925679
5424853,1,1,1,80,,1,1,4,,2,,,4,,2,,2,,,,,2,1,04,4,17,1818.9572657
5424855,1,1,1,80,,1,1,3,,2,,,9,,3,,2,,,,,3,1,04,3,17,5633.5721445
5424855,1,2,1,80,,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,17,5633.5721445
5424855,1,3,1,80,,1,2,,,,2,,,.,,,2,,,,,,1,04,,17,5633.5721445
5424857,1,2,1,80,,1,2,,,,2,,,.,2,,2,,,,,2,1,04,,17,6080.8560029
5424858,1,2,1,80,,1,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,17,3919.8012973
5424859,1,2,1,80,,1,1,3,,2,,,9,,2,,2,,,,,2,1,04,4,17,1520.2140007
5424860,1,2,1,80,,1,1,3,,2,,,9,,2,,2,,2,,908526,2,1,04,1.2,17,4963.948472
5424861,1,2,1,80,05,1,1,1,,2,,,9,,2,,2,,,,,2,1,04,3,05,1284.0427588
5424861,1,3,1,80,05,1,2,,,,2,,,.,,,2,,,,,,1,04,,05,1284.0427588
5424864,1,1,1,80,05,1,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,05,1066.6856907
5424866,1,1,1,80,05,1,1,9,POR LA PANDEMIA,2,,,12,POR LA PANDEMIA,2,,2,,,,,2,1,04,2,05,1291.2165093
5424866,1,2,1,80,05,1,1,9,POR PANDEMIA,2,,,12,POR PANDEMIA,2,,2,,1,24,480000,2,1,04,2,05,1291.2165093
5424867,1,1,1,80,05,1,1,5,,2,,,10,,3,,2,,,,,3,1,04,4,05,1270.502741
