PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;FT;P3044S2;P6440;P6450;P6460;P6460S1;P6400;P6410;P6422;P6420S2;P6424S1;P6424S2;P6424S3;P6424S5;P6426;P6430;P6430S1;P3045S1;P3045S2;P3045S3;P3046;P3363;P9440;P6500;P3364;P3364S1;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P3047;P3048;P3049;P6765;P6765S1;P3051;P3052;P3053;P3365;P3365S1;P3054;P3054S1;P3055;P3055S1;P3056;P3057;P6760;P3058S1;P3058S2;P3058S3;P3058S4;P3058S5;P3059;P3061;P3062S1;P3062S2;P3062S3;P3062S4;P3062S5;P3062S6;P3062S7;P3062S8;P3062S9;P3063;P3063S1;P3064;P3064S1;P3065;P3066;P3067;P3067S1;P3067S2;P6775;P3068;P6750;P3073;P550;P6780;P6780S1;P1879;P1805;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P3069;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P1880;P1880S1;P7040;P7045;P3071S3;P3072S2;P7050;P7070;P7075;P7077;P7090;P7100;P7110;P7120;P7130;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P1881;P1881S1;P1882;P7240;P7240S1;OCI;INGLABO;RAMA2D_R4;RAMA4D_R4;OFICIO_C8
20250835;08;2025;8316830;1;1;1;60;;2;42.024975535;08;1;3110;1;2;2;12;2;1;1;7810;1;2;1;1;72;1;;1;1;1;1;1;2;1423500;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;1;1400000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;47;;;47;;;10;7;;1;;1;1;1;9;1;1;1;0;72;4;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;;50;1;;1;1423500;31;3110;8344
20250835;08;2025;8316831;1;1;1;60;;2;35.570846615;08;1;4799;2;;;;;;;;;;;;60;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;7;;;;;;;;;;;1;1224000;1;0;800000;0;0;24000;;;;;;;;;;;;;;;;;;2;;;2;;400000;1;4800000;3;;1;2;12;36;2;;36;;;1;2;;2;;2;;;;2;2;1;12;12;1;;13;PANDEMIA;1;15;5132;5630;4;300000;2;7;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;30;8;;1;700000;47;4799;5243
20250835;08;2025;8316832;1;2;1;60;;2;34.982401203;08;1;3812;1;2;2;12;1;;1;;1;2;1;1;96;1;;1;1;1;1;1;2;1423500;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;1;1360000;2;;1;710000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;40;;;40;;;7;7;;1;;1;1;1;8;1;1;1;3;36;1;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;;10;5;;1;1423500;38;3812;8344
20250835;08;2025;8316833;1;1;1;60;;1;329.62732105;44;1;5619;2;;;;;;;;;;;;120;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;2;6;;2;;2;;;;2;2;1;24;36;4;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;15;3;;1;;56;5619;5212
20250835;08;2025;8316833;1;2;1;60;;1;329.62732105;44;1;5619;2;;;;;;;;;;;;120;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;1;3;1;1;1;6;;;2800000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;1400000;1;;3;;3;2;12;56;;;56;;;2;6;;2;;2;;;;2;2;1;0;120;1;;8;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;15;9;;1;1400000;56;5619;5212
20250835;08;2025;8316835;1;2;1;60;;1;291.43777614;44;1;9602;2;;;;;;;;;;;;60;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;1800000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1500000;1;;3;;3;2;12;70;;;70;;;1;7;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;5;8;;1;1500000;96;9602;5141
20250835;08;2025;8316837;1;1;1;60;;1;243.89702588;44;1;9602;2;;;;;;;;;;;;60;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;500000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;350000;1;;3;;1;1;12;35;2;;35;;;1;1;;2;;2;;;;2;2;1;24;84;1;;1;;2;;;;;;;;2;;;;1;1;1;2;2;2;1;2;2;2;;2;1;1;2;1;2;2;1;14;;;3;;1;350000;96;9602;5141
20250835;08;2025;8316837;1;2;1;60;;1;243.89702588;44;1;6110;1;2;1;;1;;1;;1;1;1;1;16;1;;1;1;1;1;2;2;1623500;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;711750;1;1423500;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;44;;;44;;;5;7;;1;;1;1;1;1;1;2;1;0;24;4;;2;;2;;;;;;;;2;;;;1;1;1;2;2;2;1;2;2;2;;1;1;2;2;1;2;2;1;12;;18;3;;1;1623500;61;6110;3312
20250835;08;2025;8316838;1;1;1;60;;1;299.60955091;44;1;9700;1;1;;;1;;2;;2;2;2;2;24;3;;2;2;2;2;1;2;600000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;36;2;;36;;;1;2;;2;;2;;;;2;2;1;1;12;4;;3;;2;;;;;;;;2;;;;1;1;1;2;2;2;2;1;2;1;DARLE UNA MEJOR CALIDAD DE VIDA A MIS HIJOS;2;1;2;2;1;2;1;1;3;;30;3;;1;600000;97;9700;9111
20250835;08;2025;8316839;1;1;1;60;;1;342.02021762;44;1;5619;2;;;;;;;;;;;;72;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;3000000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1800000;1;;3;;3;2;12;30;2;;30;;;1;1;;2;;2;;;;2;2;1;0;5;1;;3;;2;;;;;;;;2;;;;1;1;1;2;2;2;1;2;1;1;MEJOR SU CONDICION DE VIDA Y LA DE SU PADRE;2;2;1;2;1;2;1;1;14;;;9;;1;1800000;56;5619;5212
20250835;08;2025;8316840;1;1;1;60;;1;249.89559881;44;1;5619;2;;;;;;;;;;;;240;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;6500000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;2080000;1;;3;;3;2;12;50;;;50;;;1;1;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;;3;;1;2080000;56;5619;5212
20250835;08;2025;8316842;1;1;1;60;;1;242.45715846;44;1;8621;1;2;1;;1;;1;;1;1;1;1;26;1;;1;1;1;1;1;2;4000000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;4000000;1;4000000;1;2000000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;44;;;44;;;8;7;;1;;1;1;1;2;1;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;4;2;;1;4000000;86;8621;2211
20250835;08;2025;8316843;1;1;1;60;;2;375.11918324;70;1;4771;1;2;1;;1;;1;;1;1;1;1;156;1;;1;1;1;1;1;2;1423500;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;1;1300000;2;;1;650000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;52;;;52;;;9;7;;1;;1;1;1;13;1;1;1;2;24;1;;8;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;20;8;;1;1423500;47;4771;4110
20250835;08;2025;8316843;1;2;1;60;;2;375.11918324;70;1;4771;1;2;1;;1;;1;;1;1;1;1;72;1;;1;1;1;1;1;2;1423500;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;1;1300000;2;;1;650000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;49;;;0;1;;9;7;;1;;1;1;1;6;1;1;1;4;18;1;;1;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;20;3;;1;1423500;47;4771;5223
20250835;08;2025;8316844;1;1;1;60;;2;384.34419636;70;1;4719;1;2;1;;1;;1;;1;1;1;1;48;1;;1;1;1;1;1;2;1423500;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;1;195000;2;2;;;2;;;2;;;1;1300000;2;;1;650000;1;500000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;9;5;;1;;1;1;1;4;1;1;1;0;120;4;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;;20;9;;1;1423500;47;4719;5223
20250835;08;2025;8316845;1;1;1;60;;2;389.02565373;70;1;4111;2;;;;;;;;;;;;48;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;1000000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1000000;1;12000000;3;;1;1;12;46;;;46;;;2;9;;2;;2;;;;2;2;1;0;36;1;;1;;2;;;;;;;;2;;;;1;1;1;2;2;2;1;1;1;2;;1;1;2;2;1;2;2;1;13;;10;8;;1;1000000;41;4111;9313
20250835;08;2025;8316845;1;2;1;60;;2;389.02565373;70;1;4724;2;;;;;;;;;;;;12;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;450000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;120000;1;1450000;3;;6;2;12;20;2;;20;;;1;1;;2;;2;;;;2;2;1;0;48;3;;1;;2;;;;;;;;2;;;;1;1;1;2;2;2;1;2;2;2;;1;1;2;2;1;2;1;1;14;;;3;;1;120000;47;4724;5223
20250835;08;2025;8316846;1;1;1;60;;2;452.24559746;70;1;4112;2;;;;;;;;;;;;120;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;480000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;440000;1;5000000;1;;1;2;12;32;1;;32;;;2;9;;2;;2;;;;2;2;1;0;48;4;;3;;2;;;;;;;;1;12;1;1;1;2;1;2;2;2;2;1;2;2;;2;1;2;2;2;2;1;1;11;;10;5;;1;440000;41;4112;9313
20250835;08;2025;8316847;1;1;1;60;;2;242.81249538;70;1;5619;2;;;;;;;;;;;;3;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;80000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;70000;1;210000;1;;10;2;3;15;2;;15;;;1;1;;2;;2;;;;2;2;1;9;48;3;;11;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;;3;;1;70000;56;5619;5221
20250835;08;2025;8316848;1;4;1;60;;2;616.61191387;70;1;4921;2;;;;;;;;;;;;120;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;1000000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;800000;1;9600000;3;;1;1;12;44;;;44;;;1;4;;2;;2;;;;2;2;1;0;12;4;;3;;1;25;9313;4111;4;400000;2;2;2;;;;1;1;1;1;1;1;1;1;1;2;;1;1;2;2;2;2;2;1;11;;25;8;;1;1200000;49;4921;8321
20250835;08;2025;8316848;1;9;1;60;;2;616.61191387;70;1;161;2;;;;;;;;;;;;24;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;600000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;500000;1;6000000;1;;1;1;12;35;1;;35;;;1;8;;2;;2;;;;2;2;1;0;12;4;;2;;2;;;;;;;;1;15;1;1;1;1;1;2;1;1;1;1;1;2;;1;1;2;2;2;2;2;1;3;;15;8;;1;500000;01;0161;9213
20250835;08;2025;8316849;1;2;1;60;;2;242.81249538;70;1;5611;1;1;;;1;;1;;2;2;2;2;24;1;;1;1;2;2;1;2;1500000;2;;2;;;1;400000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;4;7;;2;;2;;;;2;2;1;0;240;7;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;12;;25;9;;1;1900000;56;5611;5120
20250835;08;2025;8316850;1;3;1;60;;2;606.0512677;70;1;4111;2;;;;;;;;;;;;3;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;810000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;630000;1;7500000;3;;1;1;12;50;;;50;;;2;9;;2;;2;;;;2;2;1;0;1;4;;3;;2;;;;;;;;2;;;;1;1;1;2;2;2;2;1;1;2;;2;1;2;2;1;2;2;1;12;;15;3;;1;630000;41;4111;9313
20250835;08;2025;8316850;1;4;1;60;;2;606.0512677;70;1;4111;2;;;;;;;;;;;;3;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;810000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;630000;1;7200000;3;;1;1;12;50;;;50;;;2;9;;2;;2;;;;2;2;1;0;2;4;;3;;2;;;;;;;;2;;;;1;1;1;2;1;2;1;1;1;2;;2;1;2;2;1;2;2;2;12;;15;8;;1;630000;41;4111;9313
20250835;08;2025;8316850;1;5;1;60;;2;606.0512677;70;1;8692;1;2;2;2;1;;1;;2;2;2;2;1;1;;1;1;1;1;2;2;1423500;2;;2;;;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;46;;;51;;;9;7;;1;;1;1;1;0;1;1;1;36;1;3;;8;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;12;;15;3;;1;1423500;86;8692;3344
20250835;08;2025;8316851;1;1;1;60;;2;311.84502409;70;1;161;2;;;;;;;;;;;;48;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;500000;1;2;;1;70000;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;400000;1;4800000;1;;1;1;12;36;1;;36;;;1;8;;2;;2;;;;2;2;1;0;48;4;;3;;1;25;7111;1630;4;400000;1;2;1;10;2;1;1;1;1;2;1;1;1;1;2;2;;2;1;2;2;2;2;2;1;3;;25;8;;1;800000;01;0161;6111
20250835;08;2025;8316852;1;1;1;60;;2;329.40049075;70;1;4773;2;;;;;;;;;;;;180;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;1;3;1;1;1;6;;;2500000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;650000;1;7800000;3;;6;2;12;54;;;54;;;2;1;;2;;2;;;;2;2;1;1;96;4;;10;;2;;;;;;;;2;;;;1;1;1;1;2;2;1;1;2;2;;2;1;2;2;2;2;1;1;14;;;8;;1;650000;47;4773;1420
