DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,CLASE,P7250,P7260,P7280,P7280S1,P7310,P7320,P7350,P7350S1,P7360,P9460,P7390,P7390S1,P7420,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S7A1,P7420S8,P7422,P7422S1,P1806,P1519,P1883,RAMA2D_D_R4,OFICIO1,OFICIO2,DSI,DSCY,MES,RAMA4D_D_R4,DPTO,fex_c_2011
5392624,1,4,1,70,15,1,11,40,4,,1,,,,,,,,.,,,,,,,,.,,,,908256,,,,41,,1,1,03,.,15,101.15573258
5392626,1,3,1,70,15,1,52,48,1,,2,52,2,,9,2,7,,,,,,,,,,,1,2,,2500000,2,,84,21,21,1,2,03,8424,15,135.08109124
5392638,1,3,1,70,15,1,8,40,1,,1,,,,,,,,.,,,,,,,,.,,,,1500000,,,,02,,1,1,03,.,15,152.79773402
5392644,1,2,1,70,15,1,156,48,1,,2,156,1,,5,2,1,,,,,,,,,,,1,2,,1000000,2,,85,19,19,1,2,03,8513,15,97.203823935
5392653,1,2,1,70,15,1,8,40,1,,2,8,1,,4,2,3,,,,,,,,,,,1,2,,908600,2,,47,53,33,1,1,03,4711,15,113.83255767
5392663,1,2,1,70,15,1,12,40,1,,2,12,1,,8,2,2,,,,,,,,,,,1,2,,908526,2,,49,98,98,1,1,03,4921,15,144.00743657
5392663,1,3,1,70,15,1,48,40,1,,2,48,1,,6,2,2,,,,,,,,,,,1,2,,908526,2,,47,45,45,1,2,03,4711,15,144.00743657
5392668,1,2,1,70,15,1,8,40,1,,2,8,1,,3,2,2,,,,,,,,,,,1,2,,1000000,2,,88,59,59,1,1,03,8890,15,135.45649966
5392669,1,1,1,70,15,1,12,40,1,,2,12,1,,8,2,1,,,,,,,,,,,1,2,,1200000,2,,82,21,21,1,1,03,8291,15,105.92174974
5392672,1,4,1,70,15,1,25,48,1,,2,52,1,,9,2,1,,,,,,,,,,,1,2,,908526,2,,86,98,39,1,2,03,8621,15,121.90018504
5392673,1,1,1,70,15,1,20,40,1,,2,20,1,,3,2,1,,,,,,,,,,,1,2,,908526,2,,31,95,95,1,2,03,3110,15,88.312202716
5392673,1,3,1,70,15,1,48,40,1,,2,48,1,,2,2,2,,,,,,,,,,,1,2,,1000000,2,,68,45,39,1,2,03,6820,15,88.312202716
5392675,1,2,1,70,15,1,52,40,2,,2,52,2,,9,2,1,,,,1,,,,,,,,2,,1500000,1,1,35,12,12,1,2,03,3511,15,104.68133016
5392676,1,1,1,70,15,1,9,40,1,,2,9,1,,9,2,7,,,,,,,,,,,1,2,,908526,2,,85,55,55,1,1,03,8544,15,90.094735499
5392676,1,3,1,70,15,1,2,40,1,,2,2,1,,4,2,2,,,,,,,,,,,1,1,900000,908526,2,,53,37,37,1,1,03,5320,15,90.094735499
5392680,1,2,1,70,15,1,48,45,1,,2,38,1,,9,2,4,,,,1,,,,,,,,2,,908526,2,,85,39,39,1,2,03,8530,15,109.06654051
5392682,1,2,1,70,15,1,2,40,1,,2,1,1,,2,2,1,,,,,,,,,,,1,1,900000,908526,2,,56,53,53,1,1,03,5611,15,118.75539428
5392685,1,5,1,70,15,1,48,40,2,,2,48,4,,9,2,3,,,1,,,,,,,,,2,,908526,1,2,84,12,12,1,2,03,8424,15,127.42331226
5392701,1,2,1,70,17,1,48,48,1,,2,48,1,,3,2,1,,,,,,,,,,,1,2,,908526,2,,41,95,95,1,2,03,4111,17,230.83690968
5392705,1,2,1,70,17,1,48,48,1,,2,48,1,,3,1,2,,,,,,,,,,,1,2,,908526,2,,56,03,50,1,2,03,5613,17,236.86395226
