DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P6016,P6020,P6030S1,P6030S3,P6040,P6050,P6080,P6080S1,P6070,P6081,P6081S1,P6083,P6083S1,P6071,P6071S1,P3147S1,P3147S2,P3147S3,P3147S4,P3147S5,P3147S6,P3147S7,P3147S8,P3147S9,P3147S10,P3147S11,P3147S10A1,P3246,P6090,P6140,P6150,P6100,P6110,P6120,P6125,P6160,P6170,P6175,P6210,P6210S1,P6220,P6269,AREA,CLASE,ESC,MES,DPTO,fex_c_2011
5403194,1,6,1,10,1,2,11,2014,6,3,6,,,1,2,1,1,,,,,,,,,,,,,,,,2,2,,,,,2,2,2,,2,1,,,20,1,0,03,20,230.59722274
5403194,1,7,1,10,1,2,2,2017,4,3,6,,,1,2,1,1,,,,,,,,,,,,,,,,2,2,,,,,2,2,2,,1,0,,,20,1,0,03,20,230.59722274
5403195,1,1,1,10,1,1,9,1997,23,1,6,,2,2,,2,,1,2,,1,1,,,,,,,,,,1,1,,,3,,,2,2,2,,1,0,,,20,1,0,03,20,186.70963132
5403195,1,2,1,10,2,2,9,1995,25,2,6,,2,2,,2,,1,1,,1,1,,,,,,,,,,,1,,,3,,,2,1,2,,3,5,,,20,1,5,03,20,186.70963132
5403196,1,1,1,10,1,2,2,1992,29,1,6,,2,2,,2,,1,2,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,5,11,2,,20,1,11,03,20,198.72078682
5403196,1,2,1,10,2,1,7,1993,27,2,6,,2,2,,2,,1,1,,1,,1,,,,,,,,,,1,,,3,,,2,1,2,,4,8,,,20,1,8,03,20,198.72078682
5403196,1,3,1,10,1,1,5,2015,5,3,6,,,1,2,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,2,1,1,2,0,,,20,1,0,03,20,198.72078682
5403197,1,1,1,10,1,2,4,1944,76,1,6,,6,3,,3,,,,,1,1,,,,,,1,,,,1,1,,,1,5,,2,1,2,,3,3,,,20,1,3,03,20,206.95832069
5403197,1,2,1,10,2,1,5,1982,38,3,6,,4,2,,1,1,,,,1,1,1,,,,,1,,,,,1,,,3,,,2,1,2,,5,11,2,,20,1,11,03,20,206.95832069
5403197,1,3,1,10,2,2,4,2011,9,4,6,,,1,2,2,,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,3,,,20,1,3,03,20,206.95832069
5403197,1,4,1,10,2,2,6,2013,7,4,6,,,1,2,2,,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,2,,,20,1,2,03,20,206.95832069
5403197,1,5,1,10,5,1,9,2000,20,4,6,,6,2,,2,,,,,,,,,,,,,,1,,,1,,,3,,,2,1,1,1,5,10,1,,20,1,10,03,20,206.95832069
5403197,1,6,1,10,6,1,12,2002,18,4,6,,6,2,,2,,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,5,10,1,,20,1,10,03,20,206.95832069
5403198,1,1,1,10,1,1,6,1997,23,1,6,,2,2,,2,,1,2,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,6,2,3,,20,1,13,03,20,175.77338984
5403198,1,2,1,10,2,2,10,1993,27,2,6,,2,2,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,6,2,3,,20,1,13,03,20,175.77338984
5403198,1,3,1,10,2,2,4,2016,4,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,2,1,1,2,0,,,20,1,0,03,20,175.77338984
5403198,1,4,1,10,2,2,6,2019,1,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,20,1,,03,20,175.77338984
5403200,1,1,1,10,1,2,7,1965,55,1,6,,4,1,4,3,,,,,,,1,,,,,,,,,1,1,,,3,,,2,1,2,,3,5,,,20,1,5,03,20,98.852084649
5403200,1,2,1,10,2,2,3,2000,20,3,6,,4,2,,1,1,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,4,9,,,20,1,9,03,20,98.852084649
5403200,1,3,1,10,2,2,6,2019,1,4,6,,,2,,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,20,1,,03,20,98.852084649
5403200,1,4,1,10,1,1,3,1920,101,5,6,,5,3,,3,,,,,,,,,,,,,,1,,,1,,,3,,,2,2,2,,1,0,,,20,1,0,03,20,98.852084649
5403200,1,5,1,10,5,2,1,1960,61,5,6,,4,3,,2,,,,,,,,,,,,,,1,,,1,,,3,,,2,2,2,,1,0,,,20,1,0,03,20,98.852084649
5403200,1,6,1,10,6,2,2,1988,33,5,6,,4,2,,1,5,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,4,6,,,20,1,6,03,20,98.852084649
5403200,1,7,1,10,7,2,6,2006,14,5,6,,6,2,,1,6,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,4,6,,,20,1,6,03,20,98.852084649
5403200,1,8,1,10,6,1,11,2012,8,5,6,,,2,,1,6,,,,,,,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,20,1,0,03,20,98.852084649
5403200,1,9,1,10,6,2,6,2018,2,5,6,,,2,,1,6,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,20,1,,03,20,98.852084649
5403201,1,1,1,10,1,2,11,1971,49,1,6,,2,3,,2,,1,2,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,3,5,,,20,1,5,03,20,157.89116616
5403201,1,2,1,10,2,1,10,1961,59,2,1,40_01,2,2,,2,,1,1,,,,1,,,,,,,,,,1,,,3,,,2,1,2,,3,3,,,20,1,3,03,20,157.89116616
5403202,1,1,1,10,1,1,3,1971,50,1,6,,2,3,,3,,1,2,,1,1,1,,,,,1,,,,1,1,,,3,,,2,1,2,,4,6,,,20,1,6,03,20,202.4875259
5403202,1,2,1,10,2,2,10,1976,44,2,6,,2,2,,2,,1,1,,1,1,,,,,,1,,,,,1,,,3,,,2,1,2,,3,3,,,20,1,3,03,20,202.4875259
5403203,1,1,1,10,1,1,10,1990,30,1,6,,2,3,,2,,1,2,,,,1,,,,,,,,,1,1,,,3,,,2,2,2,,1,0,,,20,1,0,03,20,193.25266608
5403203,1,2,1,10,2,2,4,1995,25,2,6,,2,2,,2,,1,1,,,,1,,,,,,,,,,1,,,3,,,2,1,2,,3,3,,,20,1,3,03,20,193.25266608
5403203,1,3,1,10,3,1,9,2014,6,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,20,1,0,03,20,193.25266608
5403203,1,4,1,10,4,2,9,2015,5,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,20,1,0,03,20,193.25266608
5403204,1,1,1,10,1,1,10,1991,29,1,6,,2,2,,2,,1,2,,,,,,,,,,,1,,1,2,2,,,,,1,2,2,,1,0,,,20,1,0,03,20,189.485927
5403204,1,2,1,10,2,2,12,1988,32,2,6,,2,2,,2,,1,1,,,,,,,,,,,1,,,2,2,,,,,2,1,2,,5,11,2,,20,1,11,03,20,189.485927
5403204,1,3,1,10,1,1,8,2012,8,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,2,2,,,,,1,1,2,,3,1,,,20,1,1,03,20,189.485927
5403204,1,4,1,10,1,1,9,2014,6,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,2,2,,,,,2,2,2,,1,0,,,20,1,0,03,20,189.485927
5403204,1,5,1,10,1,2,12,2016,4,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,2,2,,,,,2,2,2,,1,0,,,20,1,0,03,20,189.485927
5403205,1,1,1,10,1,1,10,1975,45,1,6,,3,2,,2,,1,2,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,6,2,3,,20,1,13,03,20,229.51941873
5403205,1,2,1,10,2,2,10,1980,40,2,6,,3,2,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,4,6,,,20,1,6,03,20,229.51941873
5403205,1,3,1,10,3,1,2,2000,21,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,6,1,2,2,20,1,12,03,20,229.51941873
5403205,1,4,1,10,4,1,2,2003,18,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,20,1,11,03,20,229.51941873
5403205,1,5,1,10,5,2,8,2004,16,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,9,,,20,1,9,03,20,229.51941873
5403206,1,1,1,10,1,2,10,1993,27,1,6,,6,2,,2,,,,,,,,,,,,1,,,,1,1,,,3,,,2,1,2,,5,11,2,,20,1,11,03,20,168.2261978
5403206,1,2,1,10,2,2,8,2010,10,3,6,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,3,2,,,20,1,2,03,20,168.2261978
5403207,1,1,1,10,1,2,1,1985,36,1,6,,3,2,,2,,1,2,,,,1,,,,,,,,,2,1,,,3,,,2,1,2,,5,11,2,,20,1,11,03,20,185.71918793
5403207,1,2,1,10,2,1,4,1983,37,2,6,,3,3,,2,,1,1,,,,,,,,,,,1,,,1,,,1,1,38000,2,1,2,,6,2,3,,20,1,13,03,20,185.71918793
5403207,1,3,1,10,3,1,6,2011,9,3,6,,,2,,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,3,,,20,1,3,03,20,185.71918793
5403207,1,4,1,10,1,1,9,2015,5,3,6,,,1,2,1,1,,,,,,,,,,,,,,,,1,,,1,5,,2,2,1,1,3,0,,,20,1,0,03,20,185.71918793
5403207,1,5,1,10,1,2,8,2018,2,3,6,,,1,2,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,20,1,,03,20,185.71918793
5403207,1,6,1,10,1,1,8,2018,2,3,6,,,1,2,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,20,1,,03,20,185.71918793
5403210,1,1,1,10,1,1,3,1968,53,1,6,,4,3,,3,,,,,1,,,,,,,,,,,1,1,,,3,,,2,1,2,,3,3,,,20,1,3,03,20,215.03325438
5403213,1,1,1,10,1,2,5,1995,25,1,6,,4,2,,1,3,,,,,,1,,,,,,,,,2,1,,,3,,,2,1,2,,6,2,3,,20,1,13,03,20,155.68046932
5403213,1,2,1,10,1,2,9,2012,8,3,6,,,2,,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,2,3,2,,,20,1,2,03,20,155.68046932
5403213,1,3,1,10,3,2,9,1977,43,5,6,,4,3,,3,,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,5,,,20,1,5,03,20,155.68046932
5403214,1,1,1,10,1,1,2,1983,38,1,6,,2,2,,2,,1,2,,1,1,1,,,,,,,,,1,2,1,208,,,,2,1,2,,5,11,2,,20,1,11,03,20,197.01940515
5403214,1,2,1,10,2,2,2,1985,36,2,6,,2,2,,2,,1,1,,1,,,,,,,,,,,,2,1,24,,,,2,1,2,,5,11,2,,20,1,11,03,20,197.01940515
5403214,1,3,1,10,3,2,4,2016,4,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,2,1,24,,,,2,2,2,,1,0,,,20,1,0,03,20,197.01940515
5403215,1,1,1,10,1,1,4,1992,28,1,6,,6,3,,1,2,,,,,1,1,,,,,1,,,,1,1,,,3,,,2,1,2,,5,11,2,,20,1,11,03,20,191.86393662
5403215,1,2,1,10,2,2,8,1964,56,5,6,,5,3,,3,,,,,,,,,,,,1,,,,,1,,,3,,,2,1,2,,3,5,,,20,1,5,03,20,191.86393662
5403216,1,1,1,10,1,1,6,1944,76,1,6,,2,3,,3,,1,2,,,,,,,,,,,1,,1,1,,,3,,,2,2,2,,1,0,,,20,1,0,03,20,167.29550871
5403216,1,2,1,10,2,2,2,1948,73,2,6,,2,3,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,4,,,20,1,4,03,20,167.29550871
5403216,1,3,1,10,3,1,3,1975,45,3,6,,2,1,1,1,2,1,4,,,,1,,,,,,,,,,1,,,3,,,2,1,2,,5,11,2,,20,1,11,03,20,167.29550871
5403216,1,4,1,10,4,2,3,1978,43,5,6,,2,2,,2,,1,3,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,3,,,20,1,3,03,20,167.29550871
5403216,1,5,1,10,4,1,12,2003,17,4,6,,6,1,3,1,4,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,20,1,11,03,20,167.29550871
5403216,1,6,1,10,4,1,7,2009,11,4,6,,6,1,3,1,4,,,,,,,,,,,,,1,,,1,,,3,,,2,1,1,1,4,0,,,20,1,5,03,20,167.29550871
5403216,1,7,1,10,4,2,6,2019,1,4,6,,,1,3,1,4,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,20,1,,03,20,167.29550871
5403217,1,1,1,10,1,1,11,1984,36,1,6,,2,2,,2,,1,2,,,1,,,,,,,,,,1,1,,,3,,,2,1,2,,3,5,,,20,1,5,03,20,191.55128441
5403217,1,2,1,10,2,2,9,1991,29,2,6,,2,3,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,5,,,20,1,5,03,20,191.55128441
5403217,1,3,1,10,3,2,11,2009,11,3,6,,6,2,,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,3,4,,,20,1,4,03,20,191.55128441
5403217,1,4,1,10,4,2,12,2011,9,3,6,,,2,,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,2,,,20,1,2,03,20,191.55128441
5403218,1,1,1,10,1,1,12,1948,72,1,6,,5,3,,3,,,,,,,,,,,,,,1,,1,1,,,3,,,2,2,2,,1,0,,,20,1,0,03,20,154.63374227
5403218,1,2,1,10,2,1,12,1952,68,5,6,,6,3,,3,,,,,,,,,,,,1,,,,,1,,,3,,,2,2,2,,1,0,,,20,1,0,03,20,154.63374227
5403219,1,1,1,10,1,1,12,1968,52,1,6,,6,3,,2,,,,,1,1,1,,,,,1,,,,1,2,1,24,,,,2,1,2,,3,5,,,20,1,5,03,20,228.04856716
5403219,1,2,1,10,2,1,10,2000,20,3,6,,6,1,1,2,,,,,1,,1,,,,,,,,,,2,1,24,,,,2,1,2,,4,6,,,20,1,6,03,20,228.04856716
5403220,1,1,1,10,1,1,5,1989,31,1,6,,2,2,,2,,1,2,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,5,11,2,,20,1,11,03,20,193.25266608
5403220,1,2,1,10,2,2,7,1989,31,2,6,,2,2,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,4,7,,,20,1,7,03,20,193.25266608
5403220,1,3,1,10,2,1,12,2015,5,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,2,1,1,2,0,,,20,1,0,03,20,193.25266608
5403220,1,4,1,10,2,2,6,2017,3,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,20,1,0,03,20,193.25266608
5403221,1,1,1,10,1,1,2,1958,63,1,6,,3,3,,3,,1,2,,,,,,,1,,,,,,1,1,,,1,5,,2,1,2,,6,5,4,,20,1,16,03,20,134.7218484
5403221,1,2,1,10,2,2,10,1961,59,2,6,,3,3,,2,,1,1,,,,,,,,,,,1,,,1,,,1,3,113000,2,1,2,,5,11,2,,20,1,11,03,20,134.7218484
5403221,1,3,1,10,1,2,5,1993,27,3,6,,6,1,1,1,2,,,,,,,,1,,,,,,,,1,,,3,,,2,1,2,,6,2,3,,20,1,13,03,20,134.7218484
5403222,1,1,1,10,1,1,5,1992,28,1,6,,2,2,,2,,1,2,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,4,8,,,20,1,8,03,20,210.56640092
5403222,1,2,1,10,2,2,1,2001,20,2,6,,2,2,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,4,9,,,20,1,9,03,20,210.56640092
5403222,1,3,1,10,2,2,8,2019,1,3,6,,,2,,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,20,1,,03,20,210.56640092
5403223,1,1,1,10,1,1,12,1965,55,1,6,,3,3,,2,,1,2,,,1,,,,,,,,,,2,1,,,3,,,2,1,2,,4,6,,,20,1,6,03,20,171.37317324
5403223,1,2,1,10,2,2,7,1970,50,2,6,,3,2,,2,,1,1,,1,1,1,,,,,,,,,,1,,,3,,,2,1,2,,3,5,,,20,1,5,03,20,171.37317324
5403223,1,3,1,10,3,1,3,1991,30,3,6,,6,1,1,1,2,,,,,1,1,,,,,,,,,,1,,,3,,,2,1,2,,5,11,2,,20,1,11,03,20,171.37317324
5403223,1,4,1,10,4,2,2,1999,22,9,6,,6,2,,2,,,,,,,,1,,,,,,,,,1,,,3,,,2,1,2,,6,2,3,,20,1,13,03,20,171.37317324
5403223,1,5,1,10,5,2,6,1992,28,9,6,,4,2,,2,,,,,,,,,1,,,,,,,,1,,,3,,,2,1,2,,6,2,3,,20,1,13,03,20,171.37317324
5403223,1,6,1,10,6,1,7,2014,6,9,6,,,2,,1,5,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,1,,,20,1,1,03,20,171.37317324
5403224,1,1,1,10,1,1,8,1940,80,1,6,,2,3,,3,,1,2,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,4,9,,,20,1,9,03,20,204.85399159
5403224,1,2,1,10,2,2,3,1937,84,2,6,,2,3,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,5,,,20,1,5,03,20,204.85399159
5403224,1,3,1,10,1,1,9,1967,53,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,5,,,20,1,5,03,20,204.85399159
5403224,1,4,1,10,1,1,5,1970,50,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,3,,,2,2,2,,1,0,,,20,1,0,03,20,204.85399159
5403225,1,1,1,10,1,2,6,1965,55,1,6,,4,2,,2,,,,,1,1,,,,,,1,,,,1,1,,,3,,,2,1,2,,6,2,3,,20,1,13,03,20,191.86393662
5403225,1,2,1,10,2,1,4,1988,32,3,6,,6,2,,1,1,,,,1,1,1,,,,,1,,,,,1,,,3,,,2,1,2,,6,6,4,,20,1,17,03,20,191.86393662
5403226,1,1,1,10,1,1,5,1933,87,1,6,,5,3,,3,,,,,,,,,,,,,,1,,1,1,,,3,,,2,2,2,,1,0,,,20,1,0,03,20,170.43689465
5403227,1,1,1,10,1,1,12,1952,68,1,6,,4,2,,3,,,,,,,1,,,,,,,,,1,1,,,3,,,2,1,2,,3,5,,,20,1,5,03,20,166.67015557
5403227,1,2,1,10,1,1,7,2009,11,3,6,,6,1,1,2,,,,,,,,,,,1,,,,,,1,,,3,,,2,1,2,,3,4,,,20,1,4,03,20,166.67015557
5403230,1,1,1,10,1,1,1,1969,52,1,6,,3,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,1,1,40000,2,1,2,,5,11,2,,20,1,11,03,20,202.4875259
5403230,1,2,1,10,2,2,8,1981,39,2,6,,3,3,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,20,1,11,03,20,202.4875259
5403233,1,1,1,10,1,1,4,1961,59,1,1,850_01,2,2,,2,,1,2,,1,1,1,,,,,,,,,2,1,,,3,,,2,1,2,,4,8,,,20,1,8,03,20,140.28407838
5403233,1,2,1,10,2,2,12,1966,54,2,6,,2,3,,3,,1,1,,1,1,1,,,,,,,,,,1,,,3,,,2,1,2,,4,8,,,20,1,8,03,20,140.28407838
5403233,1,3,1,10,3,1,10,1997,23,3,6,,6,1,1,1,2,,,,1,1,,,,,,,,,,,1,,,3,,,2,1,2,,6,2,3,,20,1,13,03,20,140.28407838
5403233,1,4,1,10,4,2,2,1989,32,3,6,,4,1,1,1,2,,,,1,,,,,,,,,,,,1,,,1,1,98,2,1,2,,6,2,3,,20,1,13,03,20,140.28407838
5403233,1,5,1,10,5,1,12,2018,2,4,6,,,2,,1,4,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,20,1,,03,20,140.28407838
5403233,1,6,1,10,6,2,7,1987,33,3,6,,4,1,1,1,2,,,,,,,,,,,,,1,,,1,,,1,1,98,2,1,2,,6,2,3,,20,1,13,03,20,140.28407838
5403233,1,7,1,10,7,2,12,2004,16,4,6,,6,2,,1,6,,,,,,,,,,,,,1,,,1,,,3,,,2,1,1,1,4,8,,,20,1,8,03,20,140.28407838
5403233,1,8,1,10,8,2,10,2008,12,4,6,,6,2,,1,6,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,3,5,,,20,1,5,03,20,140.28407838
5403233,1,9,1,10,9,1,10,2009,11,4,6,,6,2,,1,6,,,,,,,,,,,,,1,,,1,,,3,,,2,1,1,1,3,5,,,20,1,5,03,20,140.28407838
5403234,1,1,1,10,1,2,12,1990,30,1,6,,3,2,,2,,1,2,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,5,11,2,,20,1,11,03,20,198.72078682
5403234,1,2,1,10,2,1,9,1980,40,2,6,,3,3,,2,,1,1,,,,,,,,,,,1,,,1,,,1,1,38000,2,1,2,,5,11,2,,20,1,11,03,20,198.72078682
5403234,1,3,1,10,1,1,8,2019,1,3,6,,,1,2,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,20,1,,03,20,198.72078682
5403235,1,1,1,10,1,1,1,1963,58,1,6,,5,2,,2,,,,,,,,,,,,,,1,,2,1,,,1,2,98,2,1,2,,5,11,2,,20,1,11,03,20,172.13346957
5403235,1,2,1,10,2,2,3,1985,36,3,6,,4,1,1,3,,,,,,,,,,,,,,1,,,1,,,1,1,98,2,1,2,,6,3,3,,20,1,14,03,20,172.13346957
5403235,1,3,1,10,2,2,3,2006,15,4,6,,6,2,,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,2,4,9,,,20,1,9,03,20,172.13346957
5403236,1,1,1,10,1,1,1,1950,71,1,6,,4,3,,3,,,,,,,1,,,,,,,,,1,1,,,3,,,2,2,2,,1,0,,,20,1,0,03,20,184.6399692
5403237,1,1,1,10,1,1,8,1967,53,1,6,,2,3,,3,,1,2,,1,1,1,,,,,,,,,1,1,,,3,,,2,1,2,,5,11,2,,20,1,11,03,20,213.43768892
5403237,1,2,1,10,2,2,5,1977,43,2,6,,2,2,,2,,1,1,,1,1,,,,,,1,,,,,1,,,3,,,2,1,2,,5,11,2,,20,1,11,03,20,213.43768892
5403237,1,3,1,10,2,2,12,2014,6,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,5,,,20,1,5,03,20,213.43768892
5403238,1,1,1,10,1,1,3,1981,40,1,6,,3,2,,3,,1,2,,,,,,,,,,,1,,2,1,,,1,1,37000,2,1,2,,4,6,,,20,1,6,03,20,228.62231731
5403238,1,2,1,10,2,2,11,1980,40,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,5,11,2,,20,1,11,03,20,228.62231731
5403238,1,3,1,10,3,2,11,2003,17,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,6,0,2,2,20,1,11,03,20,228.62231731
5403238,1,4,1,10,1,1,4,2006,14,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,4,9,,,20,1,9,03,20,228.62231731
5403238,1,5,1,10,1,2,5,2014,6,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,1,5,,2,1,1,1,3,1,,,20,1,1,03,20,228.62231731
5403240,1,1,1,10,1,1,8,1986,34,1,6,,4,3,,2,,,,,,,1,,,,,,,,,1,2,2,,,,,1,1,2,,3,5,,,20,1,5,03,20,232.95269225
5403243,1,1,1,10,1,2,1,1970,51,1,6,,5,3,,1,2,,,,,,,,,,,1,,,,2,1,,,2,1,99,2,1,2,,6,5,4,,20,1,16,03,20,150.52500078
5403243,1,2,1,10,2,2,12,1925,95,5,6,,5,3,,3,,,,,,,,,,,,1,,,,,1,,,1,3,99,2,1,2,,3,5,,,20,1,5,03,20,150.52500078
5403244,1,1,1,10,1,1,5,1997,23,1,6,,2,2,,2,,1,2,,,,1,,,,,,,,,1,2,2,,,,,1,1,2,,3,5,,,20,1,5,03,20,200.25662709
5403244,1,2,1,10,2,2,4,2001,19,2,6,,2,2,,2,,1,1,,,,,,,,,,,1,,,2,2,,,,,1,1,2,,5,11,2,,20,1,11,03,20,200.25662709
5403245,1,1,1,10,1,1,3,1950,71,1,6,,3,3,,2,,1,2,,,,,,,,,,,1,,2,1,,,1,2,98,2,1,2,,6,7,5,,20,1,18,03,20,147.26757689
5403245,1,2,1,10,2,2,2,1958,63,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,6,7,5,,20,1,18,03,20,147.26757689
5403246,1,1,1,10,1,1,1,1967,54,1,6,,2,3,,2,,1,2,,,,,,,1,,,,,,1,2,1,5,,,,1,1,2,,6,5,4,,20,1,16,03,20,197.01940515
5403246,1,2,1,10,2,2,10,1975,45,2,6,,2,3,,2,,1,1,,,,,,,,,1,,,,,1,,,3,,,2,1,2,,6,2,3,,20,1,13,03,20,197.01940515
5403246,1,3,1,10,2,2,1,2012,9,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,2,3,4,,,20,1,4,03,20,197.01940515
5403247,1,1,1,10,1,1,7,1943,77,1,6,,3,3,,3,,1,2,1,,,,,,,,,,,,2,1,,,1,2,99,2,1,2,,6,5,4,,20,1,16,03,20,147.26757689
5403247,1,2,1,10,2,2,4,1945,75,2,6,,3,3,,3,,1,1,1,,,,,,,,,,,,,1,,,1,2,99,2,1,2,,6,5,4,,20,1,16,03,20,147.26757689
5403248,1,1,1,10,1,2,3,1982,39,1,6,,4,2,,2,,,,,1,1,,,,,,,,,,2,2,1,24,,,,2,1,2,,6,8,2,2,20,1,19,03,20,199.7249441
5403248,1,2,1,10,2,1,7,1997,23,3,6,,6,2,,1,1,,,,,,,,,,,,,1,,,2,1,24,,,,2,1,2,,5,11,2,,20,1,11,03,20,199.7249441
5403248,1,3,1,10,3,1,9,2003,17,3,6,,6,2,,1,1,,,,,,,,,,,,,1,,,2,1,24,,,,2,1,2,,3,5,,,20,1,5,03,20,199.7249441
5403249,1,1,1,10,1,2,11,1980,40,1,6,,4,3,,2,,,,,,,,,,,,,,1,,1,1,,,1,1,36000,2,1,2,,5,11,2,,20,1,11,03,20,183.94415953
5403249,1,2,1,10,1,1,11,2004,16,3,6,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,5,10,1,,20,1,10,03,20,183.94415953
5403249,1,3,1,10,1,1,8,2011,9,3,6,,,2,,1,1,,,,,,,,,,,,,,,,1,,,1,5,,2,1,1,1,3,2,,,20,1,2,03,20,183.94415953
5403249,1,4,1,10,4,2,8,2003,17,9,6,,6,2,,3,,,,,,,,,,,,,,1,,,2,1,3,,,,2,1,2,,5,11,2,,20,1,11,03,20,183.94415953
5403250,1,1,1,10,1,1,9,1949,71,1,6,,3,3,,3,,1,2,,,,,,,,,1,,,,2,1,,,1,2,99,2,1,2,,6,5,4,,20,1,16,03,20,134.7218484
5403250,1,2,1,10,2,2,3,1953,68,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,1,3,99,2,1,2,,6,5,4,,20,1,16,03,20,134.7218484
5403250,1,3,1,10,3,2,3,1981,39,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,1,1,99,2,1,2,,6,5,4,,20,1,16,03,20,134.7218484
5403251,1,1,1,10,1,1,9,1941,79,1,6,,3,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,1,2,98,2,1,2,,6,7,5,,20,1,18,03,20,134.7218484
