DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P7480S1,P7480S1A1,P7480S3,P7480S3A1,P7480S4,P7480S4A1,P7480S5,P7480S5A1,P7480S6,P7480S6A1,P7480S7,P7480S7A1,P7480S8,P7480S8A1,P7480S9,P7480S9A1,P7480S10,P7480S10A1,P7480S11,P7480S11A1,AREA,MES,DPTO,fex_c_2011
5412989,1,2,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,185.69476724
5412989,1,3,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,185.69476724
5412990,1,1,1,90,2,,1,40,2,,2,,1,40,2,,2,,2,,2,,2,,17,03,17,140.6280399
5412990,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,140.6280399
5412991,1,1,1,90,2,,1,40,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,154.3521748
5412991,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,154.3521748
5412993,1,1,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,250.1040151
5412993,1,2,1,90,2,,1,49,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,250.1040151
5412993,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,250.1040151
5412993,1,4,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,250.1040151
5412994,1,1,1,90,2,,1,50,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,199.49431725
5412995,1,1,1,90,1,8,1,3,2,,2,,2,,2,,2,,2,,1,8,2,,17,03,17,185.39144388
5412995,1,2,1,90,1,6,1,15,2,,2,,2,,2,,2,,2,,1,6,1,6,17,03,17,185.39144388
5412995,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,185.39144388
5412995,1,4,1,90,2,,1,36,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,185.39144388
5412996,1,1,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,250.1040151
5412996,1,2,1,90,2,,1,16,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,250.1040151
5412996,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,250.1040151
5412996,1,4,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,250.1040151
5412997,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,210.07197862
5412998,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,142.11253349
5412998,1,2,1,90,1,10,1,10,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,142.11253349
5412998,1,3,1,90,2,,1,40,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,142.11253349
5412998,1,4,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,142.11253349
5412999,1,1,1,90,2,,1,40,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,176.84116888
5412999,1,2,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,176.84116888
5413000,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,151.20570126
5413000,1,2,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,151.20570126
5413001,1,1,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,187.41883024
5413001,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,187.41883024
5413002,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,163.28118828
5413003,1,1,1,90,2,,1,7,2,,1,10,2,,2,,2,,2,,2,,2,,17,03,17,290.85969307
5413003,1,2,1,90,2,,2,,2,,1,10,2,,2,,2,,2,,2,,2,,17,03,17,290.85969307
5413004,1,1,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,230.83690968
5413004,1,2,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,230.83690968
5413005,1,1,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,194.62378071
5413005,1,2,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,194.62378071
5413006,1,1,1,90,2,,1,20,1,30,2,,1,15,2,,1,5,2,,2,,1,6,17,03,17,247.81242814
5413006,1,2,1,90,2,,1,35,2,,1,40,2,,2,,2,,2,,2,,2,,17,03,17,247.81242814
5413006,1,3,1,90,2,,1,10,2,,1,30,2,,2,,2,,2,,2,,2,,17,03,17,247.81242814
5413007,1,1,1,90,2,,1,8,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,290.85969307
5413007,1,2,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,290.85969307
5413008,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,187.41883024
5413008,1,2,1,90,2,,1,40,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,187.41883024
5413009,1,1,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,218.76142267
5413009,1,2,1,90,2,,1,40,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,218.76142267
5413009,1,3,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,218.76142267
5413010,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,111.07373281
5413010,1,2,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,111.07373281
5413010,1,3,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,111.07373281
5413011,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,236.86395226
5413011,1,2,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,236.86395226
5413012,1,1,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,230.83690968
5413012,1,2,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,230.83690968
5413013,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,225.96637314
5413013,1,2,1,90,2,,1,24,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,225.96637314
5413013,1,3,1,90,2,,1,8,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,225.96637314
5413014,1,1,1,90,2,,1,14,2,,2,,2,,2,,1,4,2,,2,,2,,17,03,17,284.83265049
5413014,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,284.83265049
5413015,1,1,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,163.28118828
5413016,1,1,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,131.69902643
5413016,1,2,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,131.69902643
5413016,1,3,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,131.69902643
5413017,1,1,1,90,2,,1,39,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,167.77298635
5413017,1,2,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,167.77298635
5413017,1,3,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,167.77298635
5413018,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,181.06830976
5413018,1,2,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,181.06830976
5413018,1,3,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,181.06830976
5413018,1,4,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,181.06830976
5413018,1,5,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,181.06830976
5413019,1,1,1,90,2,,1,30,2,,1,30,2,,2,,2,,2,,2,,2,,17,03,17,259.51710063
5413020,1,1,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,119.62353942
5413020,1,2,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,119.62353942
5413020,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,119.62353942
5413020,1,4,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,119.62353942
5413021,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,199.49431725
5413022,1,1,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,188.57533627
5413022,1,2,1,90,2,,1,40,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,188.57533627
5413022,1,3,1,90,2,,1,20,2,,1,40,2,,2,,2,,2,,2,,2,,17,03,17,188.57533627
5413023,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,187.41883024
5413023,1,2,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,187.41883024
5413024,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,154.1880205
5413024,1,2,1,90,2,,1,23,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,154.1880205
5413024,1,3,1,90,2,,1,25,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,154.1880205
5413025,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,400.51641697
5413025,1,2,1,90,2,,1,36,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,400.51641697
5413025,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,400.51641697
5413026,1,1,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,253.49005806
5413027,1,1,1,90,2,,1,8,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,199.49431725
5413028,1,1,1,90,2,,1,9,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,194.62378071
5413028,1,2,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,194.62378071
5413029,1,1,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,235.56827717
5413030,1,1,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,199.49431725
5413031,1,1,1,90,2,,1,42,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,199.49431725
5413032,1,1,1,90,2,,1,8,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,226.6392637
5413032,1,2,1,90,2,,1,16,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,226.6392637
5413033,1,1,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,161.80120434
5413033,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,161.80120434
5413033,1,3,1,90,2,,2,,2,,1,28,2,,2,,2,,2,,2,,2,,17,03,17,161.80120434
5413034,1,1,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,221.4654038
5413034,1,2,1,90,2,,1,35,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,221.4654038
5413034,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,221.4654038
5413034,1,4,1,90,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,221.4654038
5413035,1,1,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,199.49431725
5413036,1,1,1,90,2,,1,40,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,316.90339405
5413036,1,2,1,90,2,,1,10,2,,1,15,2,,2,,2,,2,,2,,2,,17,03,17,316.90339405
5413037,1,1,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,151.20570126
5413037,1,2,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,151.20570126
5413038,1,1,1,90,1,6,1,28,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,140.6280399
5413038,1,2,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,1,10,17,03,17,140.6280399
5413039,1,1,1,90,2,,1,40,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,176.84116888
5413039,1,2,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,176.84116888
5413040,1,1,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,203.98611532
5413040,1,2,1,90,2,,1,22,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,203.98611532
5413040,1,3,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,203.98611532
5413041,1,1,1,90,2,,1,24,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,210.07197862
5413042,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,215.79694515
5413042,1,2,1,90,2,,1,40,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,215.79694515
5413042,1,3,1,90,2,,1,10,2,,1,30,2,,2,,2,,2,,2,,2,,17,03,17,215.79694515
5413043,1,1,1,90,2,,1,40,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,212.9151288
5413043,1,2,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,212.9151288
5413044,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,200.83964178
5413044,1,2,1,90,2,,1,16,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,200.83964178
5413044,1,3,1,90,1,8,1,2,2,,2,,2,,2,,2,,2,,2,,1,8,17,03,17,200.83964178
5413045,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,250.1040151
5413045,1,2,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,250.1040151
5413045,1,3,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,250.1040151
5413045,1,4,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,250.1040151
5413046,1,1,1,90,2,,1,18,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,154.3521748
5413046,1,2,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,17,03,17,154.3521748
5413252,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,157.37206939
5413252,1,2,1,90,2,,1,35,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,157.37206939
5413253,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,212.38541365
5413253,1,2,1,90,2,,1,35,2,,1,35,2,,2,,2,,2,,2,,2,,23,03,23,212.38541365
5413254,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,177.01572321
5413254,1,2,1,90,2,,1,35,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,177.01572321
5413254,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,177.01572321
5413255,1,1,1,90,2,,1,35,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,181.87206017
5413255,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,181.87206017
5413255,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,181.87206017
5413256,1,1,1,90,2,,1,35,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,146.20641481
5413256,1,2,1,90,2,,1,35,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,146.20641481
5413256,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,146.20641481
5413257,1,1,1,90,2,,1,35,2,,1,35,2,,2,,2,,2,,2,,2,,23,03,23,192.39358845
5413258,1,1,1,90,2,,1,35,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,184.23282812
5413258,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,184.23282812
5413258,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,184.23282812
5413259,1,1,1,90,2,,1,35,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,213.75066434
5413259,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,213.75066434
5413259,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,213.75066434
5413259,1,4,1,90,2,,1,35,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,213.75066434
5413260,1,1,1,90,2,,1,35,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,260.04420728
5413260,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,260.04420728
5413260,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,260.04420728
5413260,1,5,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,260.04420728
5413260,1,6,1,90,2,,1,35,2,,1,35,2,,2,,2,,2,,2,,2,,23,03,23,260.04420728
5413260,1,8,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,260.04420728
5413261,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,169.93977923
5413261,1,2,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,169.93977923
5413261,1,3,1,90,2,,1,5,2,,2,,1,5,2,,2,,2,,2,,2,,23,03,23,169.93977923
5413262,1,1,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,170.8723977
5413262,1,2,1,90,2,,1,18,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,170.8723977
5413262,1,3,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,170.8723977
5413262,1,4,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,170.8723977
5413262,1,5,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,170.8723977
5413263,1,1,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,167.39358304
5413263,1,2,1,90,2,,1,10,2,,1,7,2,,2,,2,,2,,2,,2,,23,03,23,167.39358304
5413263,1,3,1,90,2,,1,7,2,,1,4,2,,2,,2,,2,,2,,2,,23,03,23,167.39358304
5413264,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,168.83042993
5413265,1,1,1,90,2,,1,30,2,,2,,1,10,2,,2,,2,,2,,2,,23,03,23,169.14380967
5413265,1,2,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,169.14380967
5413265,1,3,1,90,2,,1,4,2,,2,,1,3,2,,2,,2,,2,,2,,23,03,23,169.14380967
5413265,1,4,1,90,2,,1,10,2,,2,,1,10,2,,1,23,2,,2,,2,,23,03,23,169.14380967
5413265,1,5,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,169.14380967
5413266,1,1,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,209.84668021
5413266,1,2,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,209.84668021
5413267,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,139.44800797
5413267,1,2,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,139.44800797
5413267,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,139.44800797
5413267,1,4,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,139.44800797
5413268,1,1,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,181.39813976
5413268,1,2,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,181.39813976
5413269,1,1,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,168.83042993
5413270,1,1,1,90,2,,1,30,2,,1,28,2,,2,,2,,2,,2,,2,,23,03,23,231.93293833
5413270,1,2,1,90,2,,1,14,2,,1,14,2,,2,,2,,2,,2,,2,,23,03,23,231.93293833
5413270,1,3,1,90,2,,2,,2,,1,15,2,,2,,2,,2,,2,,2,,23,03,23,231.93293833
5413271,1,1,1,90,2,,1,7,2,,1,4,1,5,2,,2,,2,,2,,2,,23,03,23,156.5454656
5413271,1,2,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,156.5454656
5413271,1,3,1,90,2,,1,5,2,,1,12,2,,2,,2,,2,,2,,2,,23,03,23,156.5454656
5413271,1,6,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,156.5454656
5413271,1,7,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,156.5454656
5413272,1,1,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,147.33098646
5413272,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,147.33098646
5413272,1,3,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,147.33098646
5413272,1,4,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,147.33098646
5413272,1,5,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,147.33098646
5413273,1,1,1,90,2,,1,24,2,,2,,2,,2,,1,30,2,,2,,2,,23,03,23,154.21948928
5413274,1,1,1,90,2,,1,20,2,,2,,2,,2,,1,30,2,,2,,2,,23,03,23,212.36383143
5413274,1,2,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,212.36383143
5413275,1,1,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,186.57201386
5413275,1,2,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,186.57201386
5413275,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,186.57201386
5413276,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,235.16006537
5413276,1,2,1,90,2,,1,21,2,,1,35,2,,2,,2,,2,,2,,2,,23,03,23,235.16006537
5413276,1,4,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,235.16006537
5413276,1,5,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,235.16006537
5413277,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,172.31576953
5413277,1,2,1,90,2,,1,38,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,172.31576953
5413277,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,172.31576953
5413278,1,1,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,164.44801338
5413278,1,2,1,90,2,,1,36,2,,1,20,2,,2,,2,,2,,2,,2,,23,03,23,164.44801338
5413279,1,1,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,176.80871277
5413279,1,2,1,90,2,,1,34,2,,1,17,2,,1,4,2,,2,,2,,2,,23,03,23,176.80871277
5413279,1,3,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,176.80871277
5413280,1,1,1,90,2,,1,21,2,,1,21,2,,2,,2,,2,,2,,2,,23,03,23,151.88030354
5413282,1,1,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,168.83042993
5413283,1,1,1,90,2,,1,24,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,199.13972369
5413283,1,2,1,90,2,,1,11,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,199.13972369
5413283,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,199.13972369
5413283,1,4,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,199.13972369
5413284,1,1,1,90,2,,1,18,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,162.08724543
5413284,1,2,1,90,2,,1,7,2,,2,,2,,2,,1,34,2,,2,,2,,23,03,23,162.08724543
5413285,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,209.84668021
5413285,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,209.84668021
5413286,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,173.10758169
5413286,1,2,1,90,2,,1,35,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,173.10758169
5413286,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,173.10758169
5413286,1,4,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,173.10758169
5413287,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,169.93977923
5413287,1,2,1,90,2,,1,15,2,,2,,1,7,2,,2,,2,,2,,2,,23,03,23,169.93977923
5413287,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,169.93977923
5413288,1,1,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,179.35490895
5413288,1,2,1,90,2,,1,35,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,179.35490895
5413288,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,179.35490895
5413289,1,1,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,177.15688413
5413289,1,2,1,90,2,,1,35,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,177.15688413
5413289,1,3,1,90,2,,1,35,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,177.15688413
5413290,1,1,1,90,2,,1,7,2,,1,5,2,,2,,2,,2,,2,,2,,23,03,23,221.91142468
5413290,1,2,1,90,2,,1,3,2,,1,6,2,,2,,2,,2,,2,,2,,23,03,23,221.91142468
5413291,1,1,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,253.52776759
5413291,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,253.52776759
5413291,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,253.52776759
5413292,1,1,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,188.61524467
5413292,1,2,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,188.61524467
5413293,1,1,1,90,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,23,03,23,140.42194301
5413293,1,2,1,90,2,,1,15,2,,1,30,2,,2,,2,,2,,2,,2,,23,03,23,140.42194301
5413294,1,1,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,92.355630269
5413294,1,2,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,92.355630269
5413294,1,3,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,92.355630269
5413294,1,4,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,23,03,23,92.355630269
