DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,CLASE,P7430,P7450,P7450S1,P7452,P7454,P7456,P7458,P7458S1,P7460,P7470,P7472,P7472S1,P744,P1884,P1807,P6921,INI,MES,p7440,DPTO,fex_c_2011
5398510,1,2,1,80,27,1,2,,,,2,,,.,,,2,,,,,,1,03,,27,33.516679033
5398510,1,3,1,80,27,1,1,4,,2,,,4,,2,,2,,,,,2,1,03,4,27,33.516679033
5398512,1,1,1,80,27,1,1,9,REDUCCION DE LA ACTIVIDAD ECONOMICA,2,,,6,,2,,2,,1,30,1000000,2,1,03,1.2,27,157.52839145
5398513,1,2,1,80,27,1,1,4,,2,,,4,,2,,2,,,,,2,1,03,4,27,33.516679033
5398514,1,1,1,80,27,1,1,8,,2,,,4,,2,,2,,,,,2,1,03,4,27,33.516679033
5398514,1,4,1,80,27,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,27,33.516679033
5398515,1,3,1,80,27,1,1,4,,2,,,4,,2,,2,,,,,2,1,03,4,27,120.79095724
5398516,1,1,1,80,27,1,1,7,,2,,,7,,2,,2,,1,40,400000,2,1,03,3,27,157.52839145
5398517,1,1,1,80,27,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,27,33.516679033
5398518,1,1,1,80,27,1,1,4,,2,,,4,,2,,2,,,,,2,1,03,4,27,33.516679033
5398518,1,2,1,80,27,1,2,,,,2,,,.,2,,2,,2,,1000000,2,1,03,,27,33.516679033
5398519,1,1,1,80,27,1,1,8,,1,,3,1,,2,,2,,1,48,900000,2,1,03,4,27,33.516679033
5398519,1,3,1,80,27,1,1,8,,1,,2,1,,2,,2,,,,908000,2,1,03,3,27,33.516679033
5398519,1,4,1,80,27,1,2,,,,2,,,.,,,2,,1,30,300000,,1,03,,27,33.516679033
5398520,1,1,1,80,27,1,1,2,,2,,,2,,2,,2,,2,,908526,2,1,03,2,27,33.516679033
5398521,1,1,1,80,27,1,1,4,,2,,,4,,2,,2,,,,,2,1,03,3,27,33.516679033
5398521,1,3,1,80,27,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,27,33.516679033
5398521,1,4,1,80,27,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,27,33.516679033
5398522,1,1,1,80,27,1,1,4,,2,,,4,,2,,2,,,,,2,1,03,3,27,33.516679033
5398522,1,3,1,80,27,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,27,33.516679033
5398523,1,1,1,80,27,1,1,9,POR LA EDAD,2,,,8,,2,,2,,,,,2,1,03,4,27,33.516679033
5398523,1,2,1,80,27,1,1,8,,2,,,1,,2,,2,,1,40,900000,2,1,03,4,27,33.516679033
5398527,1,3,1,80,27,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,27,153.21468065
5398528,1,3,1,80,27,1,2,,,,2,,,.,,,2,,,,,,1,03,,27,33.516679033
5398530,1,1,1,80,27,1,1,4,,2,,,4,,2,,2,,,,,2,1,03,4,27,33.516679033
5398531,1,2,1,80,27,1,1,3,,2,,,9,,2,,2,,1,35,908000,2,1,03,4,27,33.516679033
5398532,1,4,1,80,27,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,27,33.516679033
5398533,1,2,1,80,27,1,2,,,,2,,,.,2,,2,,2,,800000,2,1,03,,27,33.516679033
5398535,1,1,1,80,27,1,1,4,,2,,,4,,2,,2,,2,,900000,2,1,03,4,27,33.516679033
5398536,1,1,1,80,27,1,1,8,,2,,,1,,2,,2,,1,48,1200000,2,1,03,2,27,157.52839145
5398537,1,1,1,80,27,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,27,33.516679033
5398537,1,2,1,80,27,1,1,8,,2,,,9,,2,,2,,,,,2,1,03,1.3,27,33.516679033
5398537,1,3,1,80,27,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,27,33.516679033
5398537,1,4,1,80,27,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,27,33.516679033
5398538,1,3,1,80,27,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,27,33.516679033
5398538,1,4,1,80,27,1,2,,,,2,,,.,,,2,,,,,,1,03,,27,33.516679033
5398538,1,5,1,80,27,1,1,4,,2,,,4,,2,,2,,,,,2,1,03,4,27,33.516679033
5398539,1,3,1,80,27,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,27,33.516679033
5398540,1,1,1,80,27,1,1,2,,2,,,2,,2,,2,,,,,2,1,03,1.2,27,33.516679033
5398542,1,1,1,80,27,1,1,3,,2,,,9,,2,,2,,,,,2,1,03,2,27,33.516679033
5398546,1,1,1,80,41,1,1,3,,2,,,9,,2,,2,,2,,908000,2,1,03,3,41,181.20362194
5398547,1,3,1,80,41,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,41,194.14413376
5398547,1,4,1,80,41,1,2,,,,2,,,.,,,2,,,,,,1,03,,41,194.14413376
5398549,1,1,1,80,41,1,1,4,,2,,,4,,2,,2,,,,,2,1,03,4,41,180.20346439
5398550,1,1,1,80,41,1,1,7,,1,,1,8,,2,,2,,1,40,1000000,2,1,03,1.4,41,144.50500429
5398551,1,1,1,80,41,1,1,5,,2,,,10,,3,,2,,2,,1800000,3,1,03,1.2,41,207.02805715
5398551,1,2,1,80,41,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,41,207.02805715
5398551,1,3,1,80,41,1,2,,,,2,,,.,,,2,,,,,,1,03,,41,207.02805715
5398552,1,2,1,80,41,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,41,177.69748641
5398553,1,2,1,80,41,1,1,3,,2,,,9,,2,,2,,,,,2,1,03,4,41,140.04897851
5398553,1,3,1,80,41,1,2,,,,2,,,.,,,2,,,,,,1,03,,41,140.04897851
5398553,1,4,1,80,41,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,41,140.04897851
5398557,1,1,1,80,41,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,41,128.13188111
5398559,1,1,1,80,41,1,1,5,,2,,,10,,3,,2,,,,,3,1,03,4,41,63.792491234
5398559,1,2,1,80,41,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,41,63.792491234
5398560,1,1,1,80,41,1,1,3,,2,,,9,,2,,2,,,,,2,1,03,1.4,41,80.615361748
5398563,1,3,1,80,44,1,2,,,,2,,,.,,,2,,,,,,1,03,,44,190.74923833
5398564,1,2,1,80,44,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,44,132.31005308
5398565,1,4,1,80,44,1,2,,,,2,,,.,,,2,,,,,,1,03,,44,54.104605584
5398566,1,2,1,80,44,1,2,,,,2,,,.,,,2,,,,,,1,03,,44,114.9381463
5398567,1,1,1,80,44,1,1,4,,2,,,4,,2,,2,,,,,2,1,03,4,44,91.968228538
5398567,1,2,1,80,44,1,1,8,,2,,,1,,2,,2,,1,40,800000,2,1,03,1.3,44,91.968228538
5398567,1,8,1,80,44,1,1,9,POR LA PANDEMIA,2,,,1,,2,,2,,1,40,908526,2,1,03,2,44,91.968228538
5398568,1,1,1,80,44,1,1,4,,2,,,4,,2,,2,,,,,2,1,03,4,44,62.543740262
5398568,1,2,1,80,44,1,1,4,,2,,,4,,2,,2,,,,,2,1,03,4,44,62.543740262
5398568,1,3,1,80,44,1,1,8,,2,,,1,,2,,2,,,,,2,1,03,2,44,62.543740262
5398570,1,1,1,80,44,1,1,8,,2,,,1,,2,,2,,1,40,908526,2,1,03,1.3,44,141.39559429
5398570,1,3,1,80,44,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,44,141.39559429
5398570,1,4,1,80,44,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,44,141.39559429
5398570,1,5,1,80,44,1,2,,,,2,,,.,,,2,,,,,,1,03,,44,141.39559429
5398572,1,2,1,80,50,1,1,3,,2,,,9,,2,,2,,,,,2,1,03,2,50,384.16544775
5398574,1,2,1,80,50,1,2,,,,2,,,.,2,,2,,2,,900000,2,1,03,,50,347.70074279
5398575,1,2,1,80,50,1,2,,,,2,,,.,,,2,,,,,,1,03,,50,342.89726538
5398575,1,4,1,80,50,1,1,4,,2,,,9,,2,,2,,,,,2,1,03,4,50,342.89726538
5398576,1,3,1,80,50,1,1,2,,2,,,2,,2,,2,,,,,2,1,03,1.4,50,316.64770829
5398578,1,3,1,80,50,1,1,4,,2,,,4,,2,,2,,,,,2,1,03,4,50,148.07266526
5398580,1,4,1,80,50,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,50,372.75093893
5398580,1,5,1,80,50,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,50,372.75093893
5398583,1,1,1,80,50,1,1,8,,2,,,4,,2,,2,,1,30,900000,2,1,03,1.3,50,200.55952178
5398583,1,2,1,80,50,1,1,3,,2,,,4,,2,,2,,,,,2,1,03,4,50,200.55952178
5398584,1,2,1,80,50,1,1,4,,2,,,4,,2,,2,,1,20,900000,2,1,03,4,50,271.28827838
5398584,1,3,1,80,50,1,2,,,,2,,,.,,,2,,,,,,1,03,,50,271.28827838
5398585,1,1,1,80,50,1,1,4,,2,,,8,,2,,2,,,,,2,1,03,4,50,245.91895169
5398585,1,2,1,80,50,1,1,4,,2,,,4,,2,,2,,,,,2,1,03,2,50,245.91895169
5398586,1,2,1,80,50,1,1,3,,2,,,9,,2,,2,,,,,2,1,03,4,50,375.06254108
5398586,1,4,1,80,50,1,2,,,,1,2,2,,2,,2,,,,,2,1,03,,50,375.06254108
5398586,1,5,1,80,50,1,2,,,,2,,,.,,,2,,,,,,1,03,,50,375.06254108
5398588,1,1,1,80,50,1,1,3,,2,,,11,,2,,2,,,,,2,1,03,4,50,245.91895169
5398590,1,1,1,80,50,1,1,4,,2,,,11,,3,,2,,,,,3,1,03,2,50,319.77856982
5398590,1,2,1,80,50,1,1,4,,2,,,4,,2,,2,,,,,2,1,03,3,50,319.77856982
5398590,1,3,1,80,50,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,50,319.77856982
5398590,1,4,1,80,50,1,2,,,,2,,,.,,,2,,,,,,1,03,,50,319.77856982
5398592,1,2,1,80,50,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,50,306.36681973
5398593,1,1,1,80,50,1,1,8,,2,,,9,,2,,2,,1,24,900000,2,1,03,1.3,50,200.55952178
5398593,1,2,1,80,50,1,1,3,,2,,,4,,2,,2,,,,,2,1,03,4,50,200.55952178
5398594,1,2,1,80,52,1,1,6,,2,,,6,,1,,2,,,,,2,1,03,1.2,52,249.05528487
5398596,1,1,1,80,52,1,1,5,,2,,,10,,3,,2,,,,,3,1,03,4,52,139.6607715
5398597,1,1,1,80,52,1,1,7,,2,,,8,,1,2,2,,,,,1,1,03,4,52,137.12198756
5398598,1,1,1,80,52,1,1,5,,2,,,10,,3,,2,,,,,3,1,03,4,52,106.43194298
5398602,1,1,1,80,52,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,52,106.43194298
5398604,1,2,1,80,52,1,1,3,,2,,,9,,2,,2,,,,,2,1,03,4,52,239.01202997
5398606,1,2,1,80,52,1,1,4,,2,,,4,,2,,2,,,,,2,1,03,2,52,203.32211075
5398607,1,2,1,80,52,1,1,9,PANDEMIA,2,,,4,,2,,2,,,,,2,1,03,1.4,52,155.21768702
5398611,1,2,1,80,52,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,52,180.31346845
5398612,1,1,1,80,52,1,1,8,,2,,,5,,1,,2,,1,20,500000,2,1,03,1.2,52,180.31346845
5398612,1,2,1,80,52,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,52,180.31346845
5398615,1,2,1,80,52,1,1,8,,2,,,2,,2,,2,,1,40,1600000,2,1,03,3,52,346.7968829
5398615,1,4,1,80,52,1,2,,,,2,,,.,,,2,,,,,,1,03,,52,346.7968829
5398616,1,1,1,80,52,1,1,5,,2,,,10,,3,,2,,,,,3,1,03,4,52,255.75821794
5398616,1,2,1,80,52,1,1,5,,2,,,10,,3,,2,,,,,3,1,03,4,52,255.75821794
5398617,1,1,1,80,52,1,1,4,,2,,,4,,3,,2,,2,,500000,3,1,03,2,52,221.41693342
5398619,1,1,1,80,52,1,1,8,,2,,,8,,2,,2,,,,,2,1,03,3,52,137.12198756
5398620,1,1,1,80,52,1,1,4,,2,,,8,,2,,2,,,,,2,1,03,4,52,130.11899628
5398620,1,2,1,80,52,1,1,5,,2,,,10,,3,,2,,,,,3,1,03,4,52,130.11899628
5398620,1,3,1,80,52,1,1,4,,2,,,4,,2,,2,,,,,2,1,03,2,52,130.11899628
5398620,1,4,1,80,52,1,2,,,,2,,,.,,,2,,,,,,1,03,,52,130.11899628
5398621,1,1,1,80,52,1,1,5,,2,,,10,,3,,2,,,,,3,1,03,4,52,106.43194298
5398621,1,2,1,80,52,1,1,5,,2,,,10,,3,,2,,,,,3,1,03,2,52,106.43194298
5398621,1,3,1,80,52,1,1,4,,2,,,4,,2,,2,,,,,2,1,03,4,52,106.43194298
5398622,1,3,1,80,52,1,1,3,,2,,,9,,2,,2,,,,,2,1,03,4,52,145.67503502
5398625,1,3,1,80,52,1,2,,,,2,,,.,,,2,,,,,,1,03,,52,227.23766861
5398625,1,5,1,80,52,1,1,9,PANDEMIA,2,,,12,PANDEMIA,2,,2,,,,,2,1,03,2,52,227.23766861
5398626,1,2,1,80,52,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,52,297.15970861
5398627,1,1,1,80,52,1,1,5,,2,,,10,,3,,2,,,,,3,1,03,4,52,203.32123396
5398628,1,2,1,80,52,1,2,,,,2,,,.,,,2,,,,,,1,03,,52,319.97394579
5398631,1,2,1,80,52,1,1,3,,2,,,9,,2,,2,,,,,2,1,03,3,52,262.32687005
5398631,1,4,1,80,52,1,1,4,,2,,,4,,2,,2,,,,,2,1,03,4,52,262.32687005
5398632,1,1,1,80,52,1,1,5,,2,,,10,,3,,2,,,,,3,1,03,4,52,155.21768702
5398634,1,2,1,80,52,1,1,3,,1,,2,9,,2,,2,,2,,300000,2,1,03,3,52,376.43992115
5398636,1,3,1,80,52,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,52,198.40916791
5398638,1,2,1,80,52,1,1,4,,2,,,4,,2,,2,,,,,2,1,03,4,52,106.43194298
5398639,1,1,1,80,52,1,1,4,,2,,,4,,2,,2,,1,25,100000,2,1,03,4,52,203.32123396
5398640,1,1,1,80,52,1,1,5,,2,,,10,,3,,2,,,,,3,1,03,4,52,145.6759118
5398640,1,4,1,80,52,1,1,2,,2,,,2,,2,,2,,,,,2,1,03,1.2,52,145.6759118
5398641,1,1,1,80,52,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,52,137.12198756
5398642,1,2,1,80,52,1,1,1,,2,,,9,,2,,2,,,,,2,1,03,2,52,106.43194298
5398642,1,4,1,80,52,1,1,3,,2,,,8,,2,,2,,,,,2,1,03,4,52,106.43194298
5398643,1,1,1,80,52,1,1,5,,2,,,10,,3,,2,,,,,3,1,03,3,52,176.78507997
5398643,1,2,1,80,52,1,1,7,,2,,,1,,2,,2,,,,,2,1,03,2,52,176.78507997
5398643,1,3,1,80,52,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,52,176.78507997
5398643,1,4,1,80,52,1,1,6,,2,,,2,,2,,2,,,,,2,1,03,2,52,176.78507997
5398644,1,2,1,80,52,1,1,3,,2,,,9,,2,,2,,,,,2,1,03,4,52,244.2311706
5398648,1,1,1,80,54,1,1,4,,2,,,4,,2,,2,,,,,2,1,03,3,54,319.91983307
5398648,1,2,1,80,54,1,1,8,,2,,,9,,2,,2,,,,,2,1,03,4,54,319.91983307
5398648,1,4,1,80,54,1,1,4,,2,,,4,,2,,2,,,,900000,2,1,03,1.4,54,319.91983307
5398650,1,2,1,80,54,1,1,4,,2,,,8,,2,,2,,,,,2,1,03,4,54,350.1332443
5398651,1,2,1,80,54,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,54,263.50501683
5398651,1,3,1,80,54,1,1,2,,2,,,2,,2,,2,,,,,2,1,03,2,54,263.50501683
5398654,1,2,1,80,54,1,1,9,POR PANDEMIA,2,,,12,POR PANDEMIA,2,,2,,,,,2,1,03,2,54,390.49534393
5398656,1,1,1,80,54,1,1,4,,2,,,4,,2,,2,,,,,2,1,03,4,54,340.20231048
5398657,1,2,1,80,54,1,1,4,,2,,,4,,2,,2,,,,,2,1,03,4,54,340.20231048
5398658,1,3,1,80,54,1,2,,,,1,1,1,,2,,2,,1,24,500000,2,1,03,,54,485.78732252
5398659,1,1,1,80,54,1,1,5,,2,,,10,,3,,2,,,,,3,1,03,4,54,390.49534393
5398660,1,1,1,80,54,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,54,275.1501178
5398660,1,3,1,80,54,1,2,,,,2,,,.,,,2,,,,,,1,03,,54,275.1501178
5398661,1,1,1,80,54,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,54,390.49534393
5398661,1,2,1,80,54,1,1,6,,2,,,11,,2,,2,,,,,2,1,03,4,54,390.49534393
5398663,1,3,1,80,63,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,63,133.87966916
5398664,1,2,1,80,66,1,1,3,,2,,,9,,2,,2,,2,,700000,2,1,03,3,66,372.23948613
5398664,1,3,1,80,66,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,66,372.23948613
5398665,1,2,1,80,66,1,1,4,,2,,,4,,2,,2,,,,,2,1,03,4,66,499.25768529
5398670,1,1,1,80,68,1,1,8,,2,,,8,,1,1,2,,,,,1,1,03,1.2,68,550.9097975
5398671,1,2,1,80,68,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,68,542.99705499
5398672,1,2,1,80,68,1,1,1,,2,,,8,,2,,2,,,,,2,1,03,1.3,68,563.43301366
5398675,1,3,1,80,70,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,70,152.94279955
5398676,1,1,1,80,70,1,1,4,,2,,,4,,2,,2,,2,,3000000,2,1,03,1.3,70,114.04278118
5398678,1,5,1,80,70,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,70,132.78953117
5398679,1,2,1,80,70,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,70,115.50658654
5398679,1,3,1,80,70,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,70,115.50658654
5398681,1,2,1,80,70,1,1,4,,2,,,4,,2,,2,,,,,2,1,03,3,70,109.40266889
5398682,1,1,1,80,70,1,1,9,PANDEMIA,2,,,12,PANDEMIA,2,,2,,1,24,400000,2,1,03,1.4,70,101.42582912
5398682,1,2,1,80,70,1,1,4,,2,,,4,,2,,2,,,,,2,1,03,4,70,101.42582912
5398684,1,2,1,80,70,1,1,3,,2,,,1,,2,,2,,,,,2,1,03,3,70,113.24385
5398684,1,3,1,80,70,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,70,113.24385
5398684,1,4,1,80,70,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,70,113.24385
5398684,1,5,1,80,70,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,70,113.24385
5398686,1,3,1,80,70,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,70,112.88362345
5398686,1,4,1,80,70,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,70,112.88362345
5398687,1,2,1,80,70,1,2,,,,2,,,.,,,2,,,,,,1,03,,70,101.68494405
5398687,1,6,1,80,70,1,1,4,,2,,,4,,2,,2,,,,,2,1,03,4,70,101.68494405
5398688,1,2,1,80,70,1,1,9,PANDEMIA,2,,,12,PANDEMIA,3,,2,,,,,3,1,03,2,70,104.36865275
5398688,1,4,1,80,70,1,2,,,,1,1,1,,2,,2,,,,,2,1,03,,70,104.36865275
5398689,1,3,1,80,70,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,70,121.07237327
5398690,1,1,1,80,70,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,70,109.40266889
5398690,1,2,1,80,70,1,1,5,,2,,,10,,3,,2,,,,,3,1,03,4,70,109.40266889
5398691,1,3,1,80,70,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,70,111.80878969
5398693,1,2,1,80,70,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,70,112.73939637
5398696,1,2,1,80,70,1,1,5,,2,,,10,,3,,2,,1,48,908526,3,1,03,4,70,118.35624534
5398696,1,3,1,80,70,1,1,2,,2,,,2,,2,,2,,2,,908526,2,1,03,1.4,70,118.35624534
5398697,1,5,1,80,70,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,70,105.60576242
5398698,1,2,1,80,70,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,70,109.62936459
5398698,1,3,1,80,70,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,70,109.62936459
5398699,1,2,1,80,70,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,70,123.56180551
5398700,1,3,1,80,70,1,2,,,,2,,,.,,,2,,,,,,1,03,,70,124.08129343
5398701,1,1,1,80,70,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,70,96.728879842
5398701,1,4,1,80,70,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,70,96.728879842
5398701,1,5,1,80,70,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,70,96.728879842
5398701,1,6,1,80,70,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,70,96.728879842
5398701,1,7,1,80,70,1,2,,,,2,,,.,,,2,,,,,,1,03,,70,96.728879842
5398701,1,9,1,80,70,1,1,4,,2,,,4,,2,,2,,,,,2,1,03,3,70,96.728879842
5398701,1,11,1,80,70,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,70,96.728879842
5398701,1,12,1,80,70,1,2,,,,2,,,.,,,2,,,,,,1,03,,70,96.728879842
5398702,1,2,1,80,70,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,70,115.73328224
5398702,1,3,1,80,70,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,70,115.73328224
5398702,1,4,1,80,70,1,2,,,,2,,,.,,,2,,,,,,1,03,,70,115.73328224
5398703,1,1,1,80,70,1,1,3,,2,,,8,,2,,2,,,,,2,1,03,4,70,132.90435356
5398703,1,4,1,80,70,1,1,3,,2,,,9,,2,,2,,1,48,908526,2,1,03,1.3,70,132.90435356
5398703,1,6,1,80,70,1,1,2,,2,,,2,,2,,2,,2,,908526,2,1,03,1.4,70,132.90435356
5398704,1,3,1,80,70,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,70,121.07237327
5398705,1,1,1,80,70,1,1,5,,2,,,10,,3,,2,,,,,3,1,03,4,70,109.40266889
5398705,1,2,1,80,70,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,70,109.40266889
5398706,1,1,1,80,70,1,1,4,,2,,,4,,2,,2,,,,,2,1,03,4,70,108.78206935
5398707,1,1,1,80,70,1,1,4,,2,,,8,,2,,2,,1,48,908526,2,1,03,4,70,116.97039191
5398707,1,4,1,80,70,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,70,116.97039191
5398707,1,5,1,80,70,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,70,116.97039191
5398712,1,1,1,80,70,1,1,4,,2,,,10,,2,,2,,,,,2,1,03,2,70,123.95077711
5398712,1,2,1,80,70,1,1,4,,2,,,4,,2,,2,,,,,2,1,03,4,70,123.95077711
5398712,1,4,1,80,70,1,1,3,,2,,,9,,2,,2,,,,,2,1,03,3,70,123.95077711
5398713,1,5,1,80,70,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,70,106.61801516
5398713,1,6,1,80,70,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,70,106.61801516
5398713,1,7,1,80,70,1,2,,,,2,,,.,,,2,,,,,,1,03,,70,106.61801516
5398715,1,2,1,80,73,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,73,352.66844608
5398717,1,3,1,80,73,1,2,,,,2,,,.,,,2,,,,,,1,03,,73,289.50067625
5398718,1,2,1,80,76,1,2,,,,2,,,.,,,2,,,,,,1,03,,76,1195.2215534
5398718,1,4,1,80,76,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,76,1195.2215534
5398721,1,1,1,80,76,1,2,,,,2,,,.,3,,2,,,,,3,1,03,,76,1010.9935876
5398722,1,3,1,80,76,1,2,,,,2,,,.,,,2,,,,,,1,03,,76,1076.8096654
5398723,1,1,1,80,76,1,1,9,LO PERDIO POR PANDEMIA,1,,1,4,,2,,2,,,,4000000,2,1,03,1.2,76,1010.9935876
5398724,1,2,1,80,76,1,1,3,,2,,,11,,2,,2,,,,,2,1,03,4,76,1010.9935876
5398726,1,1,1,80,76,1,1,7,,2,,,4,,3,,2,,,,,3,1,03,4,76,1010.9935876
5398726,1,2,1,80,76,1,1,7,,2,,,9,,2,,2,,,,,2,1,03,4,76,1010.9935876
5398727,1,1,1,80,76,1,1,4,,2,,,11,,3,,2,,,,,3,1,03,4,76,1010.9935876
5398727,1,2,1,80,76,1,1,9,LOS HIJOS NO LA DEJARON TRABAJAR,2,,,4,,2,,2,,,,,2,1,03,4,76,1010.9935876
5398728,1,3,1,80,76,1,2,,,,2,,,.,2,,2,,2,,2500000,2,1,03,,76,1222.4229358
5398729,1,1,1,80,76,1,1,7,,2,,,11,,2,,2,,,,,2,1,03,4,76,1067.400439
5398730,1,2,1,80,76,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,76,1288.512422
5398731,1,1,1,80,76,1,1,5,,2,,,11,,3,,2,,,,,3,1,03,4,76,1042.1663009
5398735,1,1,1,80,76,1,1,5,,2,,,11,,2,,2,,,,,2,1,03,4,76,1036.2277257
5398735,1,2,1,80,76,1,1,8,,2,,,9,,1,,2,,1,40,1000000,2,1,03,1.2,76,1036.2277257
5398735,1,3,1,80,76,1,1,7,,2,,,11,,1,,2,,,,,2,1,03,4,76,1036.2277257
5398738,1,1,1,80,76,1,1,4,,2,,,4,,3,,2,,,,,3,1,03,4,76,789.77704592
5398738,1,2,1,80,76,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,76,789.77704592
5398744,1,2,1,80,76,1,1,4,,2,,,4,,3,,2,,,,,3,1,03,4,76,1010.9935876
5398745,1,5,1,80,76,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,76,1183.9496414
5398746,1,1,1,80,76,1,1,4,,2,,,4,,2,,2,,,,,2,1,03,4,76,1042.1663009
5398747,1,3,1,80,76,1,2,,,,2,,,.,,,2,,,,,,1,03,,76,1231.8321622
5398747,1,4,1,80,76,1,2,,,,2,,,.,,,2,,,,,,1,03,,76,1231.8321622
5398748,1,1,1,80,76,1,1,7,,1,,1,9,,2,,2,,2,,908526,2,1,03,1.4,76,1385.2653818
5398748,1,2,1,80,76,1,1,4,,2,,,4,,3,,2,,,,,3,1,03,4,76,1385.2653818
5398750,1,3,1,80,76,1,2,,,,2,,,.,,,2,,,,,,1,03,,76,1287.266178
5398752,1,1,1,80,76,1,1,5,,2,,,10,,3,,2,,,,,3,1,03,3,76,819.08707359
5399008,1,2,1,80,,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,76,2183.1451403
5399008,1,3,1,80,,1,2,,,,2,,,.,,,2,,,,,,1,03,,76,2183.1451403
5399008,1,5,1,80,,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,76,2183.1451403
5399022,1,3,1,80,,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,76,1939.1696096
5399031,1,2,1,80,,1,1,3,,2,,,1,,2,,2,,1,40,908600,2,1,03,2,15,4800.3488344
5399031,1,3,1,80,,1,2,,,,2,,,.,,,2,,,,,,1,03,,15,4800.3488344
5399032,1,1,1,80,,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,15,5031.9428522
5399033,1,3,1,80,,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,15,7328.836661
5399034,1,1,1,80,,1,2,,,,2,,,.,2,,2,,,,,2,1,03,,15,7094.6365828
