DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P6016,P6020,P6030S1,P6030S3,P6040,P6050,P6080,P6080S1,P6070,P6081,P6081S1,P6083,P6083S1,P6071,P6071S1,P3147S1,P3147S2,P3147S3,P3147S4,P3147S5,P3147S6,P3147S7,P3147S8,P3147S9,P3147S10,P3147S11,P3147S10A1,P3246,P6090,P6140,P6150,P6100,P6110,P6120,P6125,P6160,P6170,P6175,P6210,P6210S1,P6220,P6269,CLASE,ESC,MES,DPTO,fex_c_2011
5399066,1,3,1,10,2,2,9,2011,9,3,6,,,2,,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,3,,,2,3,03,15,2727.3762066
5399066,1,4,1,10,2,1,9,2018,2,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,2,,03,15,2727.3762066
5399066,1,5,1,10,1,2,6,1933,87,5,6,,6,3,,3,,,,,,,,,,,,,,1,,,1,,,3,,,2,2,2,,1,0,,,2,0,03,15,2727.3762066
5399067,1,1,1,10,1,1,4,1971,49,1,6,,3,3,,3,,1,2,,,1,1,1,,1,,1,,,,1,1,,,3,,,2,1,2,,5,11,2,,2,11,03,15,2709.7196498
5399067,1,2,1,10,2,2,6,1970,50,2,6,,3,3,,1,4,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,2,11,03,15,2709.7196498
5399067,1,3,1,10,2,2,10,2012,8,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,2,,,2,2,03,15,2709.7196498
5399067,1,4,1,10,4,2,6,1948,72,5,6,,6,3,,3,,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,5,,,2,5,03,15,2709.7196498
5399071,1,1,1,10,1,2,8,1980,40,1,6,,6,2,,2,,,,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,5,11,2,,2,11,03,15,665.21370892
5399071,1,2,1,10,2,1,3,2009,12,3,6,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,6,,,2,6,03,15,665.21370892
5399072,1,1,1,10,1,1,7,1961,59,1,6,,3,3,,3,,1,2,,,,1,,,,,,,,,2,1,,,1,1,36341,2,1,2,,3,5,,,2,5,03,15,2338.116927
5399072,1,2,1,10,2,2,10,1964,56,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,5,,,2,5,03,15,2338.116927
5399072,1,3,1,10,3,1,10,1996,24,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,2,11,03,15,2338.116927
5399073,1,1,1,10,1,1,3,1977,43,1,6,,3,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,1,1,36341,2,1,2,,3,5,,,2,5,03,15,665.21370892
5399073,1,2,1,10,2,2,12,1990,30,2,6,,3,3,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,2,11,03,15,665.21370892
5399073,1,3,1,10,3,1,1,2007,14,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,8,,,2,8,03,15,665.21370892
5399074,1,1,1,10,1,1,10,1949,71,1,6,,3,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,1,2,72682,2,1,2,,3,2,,,2,2,03,15,665.21370892
5399074,1,2,1,10,2,2,12,1953,67,2,6,,3,2,,3,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,3,5,,,2,5,03,15,665.21370892
5399075,1,1,1,10,1,2,1,1980,41,1,6,,3,3,,2,,1,2,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,6,2,3,,2,13,03,15,1738.5160157
5399075,1,2,1,10,2,1,4,1973,47,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,2,11,03,15,1738.5160157
5399075,1,3,1,10,3,1,6,2002,18,3,6,,6,1,2,1,1,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,6,0,2,2,2,11,03,15,1738.5160157
5399075,1,4,1,10,4,1,11,2005,15,3,6,,6,1,2,1,1,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,9,,,2,9,03,15,1738.5160157
5399075,1,5,1,10,5,2,10,1997,23,3,6,,4,1,2,1,1,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,6,1,2,2,2,12,03,15,1738.5160157
5399075,1,6,1,10,5,1,5,2016,4,4,6,,,2,,1,5,,,,,,,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,2,0,03,15,1738.5160157
5399076,1,1,1,10,1,2,4,1960,60,1,6,,6,2,,3,,,,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,3,5,,,2,5,03,15,665.21370892
5399077,1,1,1,10,1,1,2,1974,47,1,6,,3,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,3,5,,,2,5,03,15,2727.3762066
5399077,1,2,1,10,2,2,2,1974,47,2,6,,3,1,6,1,7,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,5,,,2,5,03,15,2727.3762066
5399077,1,3,1,10,3,1,5,2009,11,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,0,,,2,5,03,15,2727.3762066
5399077,1,4,1,10,2,1,11,2011,9,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,3,,,2,3,03,15,2727.3762066
5399077,1,5,1,10,5,1,9,2015,5,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,2,1,1,2,0,,,2,0,03,15,2727.3762066
5399077,1,6,1,10,6,1,5,1943,77,9,6,,3,3,,3,,1,7,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,4,,,2,4,03,15,2727.3762066
5399077,1,7,1,10,7,2,5,1947,73,9,6,,3,3,,3,,1,6,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,4,,,2,4,03,15,2727.3762066
5399078,1,1,1,10,1,1,10,1981,39,1,6,,2,2,,2,,1,2,,,,,,,,,,,1,,2,1,,,1,1,36341,2,1,2,,4,7,,,2,7,03,15,665.21370892
5399078,1,2,1,10,2,2,10,1979,41,2,6,,2,3,,2,,1,1,,,,,,,1,,1,,,,,1,,,1,5,,2,1,2,,4,6,,,2,6,03,15,665.21370892
5399079,1,1,1,10,1,1,11,1985,35,1,6,,1,2,,2,,1,2,,,,,,,,,,,1,,2,1,,,1,1,36341,2,1,2,,5,11,2,,2,11,03,15,665.21370892
5399079,1,2,1,10,2,2,3,1989,32,2,6,,1,2,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,2,11,03,15,665.21370892
5399080,1,1,1,10,1,1,6,1995,25,1,6,,3,2,,2,,1,2,,,,,,,,,,,1,,2,1,,,1,1,36341,2,1,2,,4,8,,,2,8,03,15,665.21370892
5399080,1,2,1,10,2,2,8,1997,23,2,6,,3,2,,1,4,1,1,,,,1,,,1,,,,,,,1,,,3,,,2,1,2,,6,2,3,,2,13,03,15,665.21370892
5399080,1,3,1,10,2,1,8,2015,5,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,2,1,1,2,0,,,2,0,03,15,665.21370892
5399080,1,4,1,10,4,2,12,1970,50,5,6,,4,3,,3,,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,5,,,2,5,03,15,665.21370892
5399081,1,1,1,10,1,1,1,1966,55,1,6,,3,2,,3,,1,2,,1,1,1,1,,1,,1,,,,2,2,1,3,,,,2,1,2,,3,5,,,2,5,03,15,665.21370892
5399081,1,2,1,10,2,2,3,1970,51,2,6,,3,2,,2,,1,1,,,,,,,,,,,1,,,2,1,3,,,,2,1,2,,3,5,,,2,5,03,15,665.21370892
5399082,1,1,1,10,1,1,6,1942,78,1,6,,3,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,1,2,72682,2,1,2,,3,1,,,2,1,03,15,665.21370892
5399082,1,2,1,10,2,2,4,1946,74,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,3,1,,,2,1,03,15,665.21370892
5399083,1,1,1,10,1,2,7,1973,47,1,6,,6,2,,3,,,,,,,,,,,,1,,,,2,1,,,3,,,2,1,2,,3,5,,,2,5,03,15,665.21370892
5399083,1,2,1,10,2,2,11,2007,13,3,6,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,7,,,2,7,03,15,665.21370892
5399085,1,1,1,10,1,1,9,1979,41,1,6,,3,3,,2,,1,2,,,,,,,,,,,1,,2,1,,,1,1,36600,2,1,2,,4,7,,,2,7,03,15,2727.3762066
5399085,1,2,1,10,2,2,9,1984,36,2,6,,3,2,,2,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,4,8,,,2,8,03,15,2727.3762066
5399085,1,3,1,10,2,2,1,2012,9,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,1,5,,2,1,1,1,3,2,,,2,2,03,15,2727.3762066
5399087,1,1,1,10,1,1,3,1944,77,1,6,,5,3,,3,,,,,,,1,,,,,,,,,2,1,,,3,,,2,2,2,,1,0,,,2,0,03,15,1302.3581531
5399089,1,1,1,10,1,1,4,1966,54,1,6,,3,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,3,5,,,2,5,03,15,665.21370892
5399089,1,2,1,10,2,2,6,1970,50,2,6,,3,3,,2,,1,1,,,,1,,,,,,,,,,1,,,3,,,2,1,2,,3,3,,,2,3,03,15,665.21370892
5399089,1,3,1,10,3,1,10,1991,29,3,6,,6,1,1,1,2,,,,,,1,,,,,,,,,,1,,,3,,,2,1,2,,3,5,,,2,5,03,15,665.21370892
5399090,1,1,1,10,1,1,3,1962,59,1,6,,3,3,,1,4,1,2,,,,1,,,1,,,,,,1,1,,,3,,,2,1,2,,3,5,,,2,5,03,15,665.21370892
5399090,1,2,1,10,2,2,7,1967,53,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,5,,,2,5,03,15,665.21370892
5399090,1,3,1,10,3,1,8,2001,19,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,2,11,03,15,665.21370892
5399090,1,4,1,10,4,2,10,1932,88,5,6,,6,3,,3,,,,,,,,,,,,,,1,,,1,,,3,,,2,2,2,,1,0,,,2,0,03,15,665.21370892
5399091,1,1,1,10,1,1,3,1980,41,1,6,,3,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,1,1,36341,2,1,2,,3,5,,,2,5,03,15,1308.4701303
5399091,1,2,1,10,2,2,5,1978,42,2,6,,3,3,,3,,1,1,,,,1,,,1,,1,,,,,1,,,3,,,2,1,2,,3,3,,,2,3,03,15,1308.4701303
5399091,1,3,1,10,3,1,11,2000,20,3,6,,6,1,1,1,2,,,,,,,,,1,,,,,,,1,,,1,1,36341,2,1,2,,4,7,,,2,7,03,15,1308.4701303
5399091,1,4,1,10,4,1,10,2002,18,3,6,,6,1,1,1,2,,,,,,,,,1,,,,,,,1,,,3,,,2,1,2,,4,8,,,2,8,03,15,1308.4701303
5399091,1,5,1,10,5,1,9,2004,16,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,5,,,2,5,03,15,1308.4701303
5399092,1,1,1,10,1,1,4,1962,58,1,6,,3,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,3,4,,,2,4,03,15,665.21370892
5399092,1,2,1,10,2,2,6,1959,61,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,5,,,2,5,03,15,665.21370892
5399092,1,3,1,10,3,1,1,1991,30,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,1,1,36341,2,1,2,,4,7,,,2,7,03,15,665.21370892
5399093,1,1,1,10,1,2,3,1947,74,1,6,,5,3,,3,,,,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,3,2,,,2,2,03,15,665.21370892
5399093,1,2,1,10,2,1,5,1981,39,3,6,,6,3,,1,1,,,,,,,,,,,,,1,,,1,,,1,1,36341,2,1,2,,5,11,2,,2,11,03,15,665.21370892
5399094,1,1,1,10,1,2,3,1977,44,1,6,,6,2,,3,,,,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,3,5,,,2,5,03,15,665.21370892
5399094,1,2,1,10,2,2,10,2005,15,3,6,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,8,,,2,8,03,15,665.21370892
5399095,1,1,1,10,1,1,9,1960,60,1,6,,3,3,,3,,1,2,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,3,5,,,2,5,03,15,665.21370892
5399095,1,2,1,10,1,2,6,1961,59,2,6,,3,3,,2,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,3,2,,,2,2,03,15,665.21370892
5399098,1,1,1,10,1,2,12,1935,85,1,6,,5,3,,3,,,,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,3,2,,,2,2,03,15,665.21370892
5399098,1,2,1,10,1,2,5,1957,63,3,6,,6,3,,1,1,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,3,,,2,3,03,15,665.21370892
5399099,1,1,1,10,1,2,4,1938,82,1,6,,5,3,,3,,,,,,,,,,,,,,1,,1,1,,,3,,,2,2,2,,1,0,,,2,0,03,15,665.21370892
5399100,1,1,1,10,1,1,10,1945,75,1,6,,3,3,,3,,1,2,,,,,,,,,,,1,,1,1,,,3,,,2,2,2,,1,0,,,2,0,03,15,665.21370892
5399100,1,2,1,10,2,2,12,1946,74,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,2,,,2,2,03,15,665.21370892
5399100,1,3,1,10,3,2,8,1978,42,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,5,,,2,5,03,15,665.21370892
5399101,1,1,1,10,1,2,3,1949,72,1,6,,3,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,3,4,,,2,4,03,15,665.21370892
5399101,1,2,1,10,2,1,8,1934,86,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,1,2,2,,1,0,,,2,0,03,15,665.21370892
5399102,1,1,1,10,1,1,7,1942,78,1,6,,3,3,,3,,1,2,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,3,2,,,2,2,03,15,665.21370892
5399102,1,2,1,10,2,2,9,1957,63,2,6,,3,3,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,4,,,2,4,03,15,665.21370892
5399103,1,1,1,10,1,1,1,1939,82,1,6,,3,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,3,2,,,2,2,03,15,665.21370892
5399103,1,2,1,10,2,2,4,1949,71,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,1,,,2,1,03,15,665.21370892
5399104,1,1,1,10,1,2,1,1954,67,1,6,,6,3,,3,,,,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,3,5,,,2,5,03,15,665.21370892
5399104,1,2,1,10,2,1,5,1944,76,5,6,,6,3,,3,,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,2,,,2,2,03,15,665.21370892
5399105,1,1,1,10,1,1,3,1976,45,1,6,,3,3,,2,,1,2,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,3,5,,,2,5,03,15,1597.1790886
5399105,1,2,1,10,2,2,7,1986,34,2,6,,3,3,,3,,1,1,,,1,,,,1,,,,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,03,15,1597.1790886
5399105,1,3,1,10,3,1,6,2008,12,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,6,,,2,6,03,15,1597.1790886
5399105,1,4,1,10,2,1,1,2018,3,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,2,0,03,15,1597.1790886
5402337,1,1,1,10,1,1,7,1956,64,1,6,,2,3,,3,,1,2,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,6,3,3,,2,14,03,23,889.26741651
5402337,1,2,1,10,2,2,4,1964,56,2,6,,2,3,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,5,,,2,5,03,23,889.26741651
5402337,1,3,1,10,3,2,2,1985,36,3,6,,2,1,1,1,2,1,4,,,,,,,,,,,1,,,1,,,1,3,113565,2,1,2,,6,3,3,,2,14,03,23,889.26741651
5402337,1,4,1,10,4,1,8,1976,44,5,6,,2,3,,3,,1,3,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,4,9,,,2,9,03,23,889.26741651
5402337,1,5,1,10,5,1,11,2004,16,4,6,,6,1,4,1,3,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,5,10,1,,2,10,03,23,889.26741651
5402337,1,6,1,10,6,1,11,2006,14,4,6,,6,1,4,1,3,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,8,,,2,8,03,23,889.26741651
5402338,1,1,1,10,1,1,1,1967,54,1,6,,3,3,,3,,1,2,,,,,,,,,1,,,,1,1,,,3,,,2,1,2,,3,5,,,2,5,03,23,1103.2874613
5402338,1,2,1,10,2,2,7,1972,48,2,6,,3,3,,2,,1,1,,1,,,,,,,1,,,,,1,,,3,,,2,1,2,,3,5,,,2,5,03,23,1103.2874613
5402338,1,3,1,10,3,1,1,1995,26,3,6,,6,1,1,1,2,,,,,,,,,,,1,,,,,1,,,3,,,2,2,2,,1,0,,,2,0,03,23,1103.2874613
5402339,1,1,1,10,1,1,4,1958,62,1,6,,2,3,,3,,1,2,,,1,1,,,1,,,,,,1,1,,,3,,,2,1,2,,3,4,,,2,4,03,23,1931.6422482
5402339,1,2,1,10,2,2,5,1959,61,2,6,,2,2,,3,,1,1,,,1,,,,,,,,,,,1,,,3,,,2,1,2,,3,3,,,2,3,03,23,1931.6422482
5402339,1,3,1,10,3,2,3,2001,20,4,6,,6,3,,2,,,,,,,,1,,1,,,,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,03,23,1931.6422482
5402339,1,4,1,10,4,2,9,2003,17,4,6,,6,3,,2,,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,5,10,1,,2,10,03,23,1931.6422482
5402339,1,5,1,10,5,2,12,2005,15,4,6,,6,3,,2,,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,5,10,1,,2,10,03,23,1931.6422482
5402339,1,6,1,10,2,1,2,2011,10,4,6,,6,2,,2,,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,3,3,,,2,3,03,23,1931.6422482
5402339,1,7,1,10,2,1,3,2012,9,4,6,,,2,,2,,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,3,,,2,3,03,23,1931.6422482
5402341,1,1,1,10,1,2,2,1964,57,1,6,,2,3,,3,,1,2,,,,,,,,,1,,,,1,1,,,3,,,2,2,2,,1,0,,,2,0,03,23,954.6483164
5402341,1,2,1,10,2,1,8,1956,64,2,6,,2,3,,3,,1,1,,,,1,,,,,1,,,,,2,2,,,,,1,1,2,,3,3,,,2,3,03,23,954.6483164
5402342,1,1,1,10,1,1,8,1981,39,1,6,,2,2,,2,,1,2,,,,,,,1,,1,,,,1,1,,,3,,,2,1,2,,4,7,,,2,7,03,23,1598.6435974
5402342,1,2,1,10,2,2,3,1982,39,2,6,,2,3,,3,,1,1,,1,,,,,,,1,,,,,1,,,3,,,2,2,2,,1,0,,,2,0,03,23,1598.6435974
5402342,1,3,1,10,3,1,10,2003,17,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,9,,,2,9,03,23,1598.6435974
5402342,1,4,1,10,4,1,4,2005,15,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,9,,,2,9,03,23,1598.6435974
5402343,1,1,1,10,1,1,8,1980,40,1,6,,2,3,,3,,1,2,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,3,3,,,2,3,03,23,3194.9470594
5402343,1,2,1,10,2,2,6,1999,21,2,6,,2,2,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,4,7,,,2,7,03,23,3194.9470594
5402343,1,3,1,10,2,1,7,2020,0,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,2,,03,23,3194.9470594
5402343,1,4,1,10,4,1,9,1994,26,5,6,,6,3,,3,,,,,1,1,1,,,,,,,,,,1,,,3,,,2,1,2,,3,5,,,2,5,03,23,3194.9470594
5402343,1,5,1,10,5,1,4,2002,18,5,6,,6,3,,3,,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,8,,,2,8,03,23,3194.9470594
5402343,1,6,1,10,6,1,9,1998,22,5,6,,1,3,,3,,1,7,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,4,7,,,2,7,03,23,3194.9470594
5402343,1,7,1,10,7,2,3,2004,17,5,6,,1,2,,2,,1,6,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,5,10,1,,2,10,03,23,3194.9470594
5402343,1,8,1,10,8,1,1,1991,30,5,6,,6,2,,2,,,,,1,1,1,,,,,,,,,,1,,,3,,,2,1,2,,4,9,,,2,9,03,23,3194.9470594
5402344,1,1,1,10,2,1,9,1976,44,1,6,,3,3,,3,,1,2,,,1,1,,,,,1,,,,1,1,,,3,,,2,1,2,,3,4,,,2,4,03,23,1002.2051718
5402344,1,2,1,10,2,2,2,1979,42,2,6,,3,2,,2,,1,1,,,,,,,,,1,,,,,1,,,3,,,2,2,2,,1,0,,,2,0,03,23,1002.2051718
5402344,1,3,1,10,3,2,5,2005,15,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,8,,,2,8,03,23,1002.2051718
5402345,1,1,1,10,1,1,4,1985,35,1,6,,2,3,,3,,1,2,,,1,1,,,,,,,,,1,1,,,3,,,2,1,2,,3,5,,,2,5,03,23,1782.5653251
5402345,1,2,1,10,2,2,10,1986,34,2,6,,2,2,,2,,1,1,,,1,,,,,,,,,,,1,,,3,,,2,1,2,,4,8,,,2,8,03,23,1782.5653251
5402345,1,3,1,10,2,1,10,2007,13,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,7,,,2,7,03,23,1782.5653251
5402345,1,4,1,10,2,2,9,2016,4,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,2,0,03,23,1782.5653251
5402346,1,1,1,10,1,1,8,1960,60,1,6,,3,2,,3,,1,2,,,,,,,,,1,,,,1,1,,,3,,,2,1,2,,3,3,,,2,3,03,23,832.01224862
5402346,1,2,1,10,2,2,5,1967,53,2,6,,3,2,,2,,1,1,,1,,,,,,,1,,,,,1,,,3,,,2,1,2,,3,4,,,2,4,03,23,832.01224862
5402346,1,3,1,10,2,1,5,1990,30,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,3,,,2,2,2,,1,0,,,2,0,03,23,832.01224862
5402346,1,4,1,10,4,1,8,1995,25,3,6,,6,1,1,1,2,,,,,,,,,,,1,,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,03,23,832.01224862
5402346,1,5,1,10,2,2,12,1986,34,3,6,,4,1,1,1,2,,,,,,,,,,,1,,,,,1,,,3,,,2,2,2,,1,0,,,2,0,03,23,832.01224862
5402346,1,6,1,10,6,1,7,1993,27,3,6,,2,1,1,1,2,1,7,,,,,,,,,1,,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,03,23,832.01224862
5402346,1,7,1,10,7,2,4,1998,22,5,6,,2,2,,2,,1,6,,1,,,,,,,1,,,,,1,,,3,,,2,1,2,,4,8,,,2,8,03,23,832.01224862
5402346,1,8,1,10,7,2,10,2017,3,4,6,,,1,6,1,7,,,,,,,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,2,0,03,23,832.01224862
5402347,1,1,1,10,1,2,5,1953,67,1,6,,5,3,,2,,,,,,,,,,,,1,,,,1,1,,,3,,,2,2,2,,1,0,,,2,0,03,23,1325.4273481
5402347,1,2,1,10,2,1,5,1979,41,3,6,,4,3,,1,1,,,,,1,,1,,,,,,,,,1,,,3,,,2,1,2,,4,8,,,2,8,03,23,1325.4273481
5402347,1,3,1,10,3,1,5,2009,11,4,6,,6,1,2,2,,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,3,4,,,2,4,03,23,1325.4273481
5402347,1,4,1,10,1,1,6,1951,69,5,6,,6,3,,2,,,,,,,,,,,,,,1,,,1,,,3,,,2,2,2,,1,0,,,2,0,03,23,1325.4273481
5402348,1,1,1,10,1,1,2,1967,54,1,6,,2,3,,3,,1,2,,,,1,,,,,,,,,2,1,,,3,,,2,1,2,,3,3,,,2,3,03,68,715.10768109
5402348,1,2,1,10,2,2,4,1974,46,2,6,,2,2,,2,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,3,5,,,2,5,03,68,715.10768109
5402348,1,3,1,10,3,2,7,2002,18,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,2,11,03,68,715.10768109
5402348,1,4,1,10,2,1,5,2007,13,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,8,,,2,8,03,68,715.10768109
5402349,1,1,1,10,1,2,10,1943,77,1,6,,4,3,,3,,,,,1,,,,,,,,,,,1,1,,,3,,,1,2,2,,3,1,,,2,1,03,68,715.10768109
5402350,1,1,1,10,1,1,6,1980,40,1,6,,4,2,,2,,,,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,4,9,,,2,9,03,68,1288.3251475
5402351,1,1,1,10,1,2,8,1992,28,1,6,,2,3,,2,,1,2,,1,1,1,,,1,,,,,,2,1,,,3,,,2,1,2,,5,11,2,,2,11,03,68,1716.9745888
5402351,1,2,1,10,2,1,6,1991,29,2,6,,2,2,,2,,1,1,,,,,,,,,,,1,,,2,1,12,,,,2,1,2,,4,7,,,2,7,03,68,1716.9745888
5402351,1,3,1,10,1,1,10,2010,10,3,6,,6,1,2,1,1,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,3,4,,,2,4,03,68,1716.9745888
5402351,1,4,1,10,1,1,10,2017,3,3,6,,,1,2,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,2,0,03,68,1716.9745888
5402352,1,1,1,10,1,2,6,1971,49,1,6,,4,2,,2,,,,,,1,1,,,,,,,,,2,1,,,3,,,2,1,2,,3,2,,,2,2,03,68,715.10768109
5402352,1,2,1,10,2,2,11,1999,21,3,6,,4,2,,1,1,,,,,,1,,,,,,,,,,1,,,3,,,2,1,2,,5,10,1,,2,10,03,68,715.10768109
5402352,1,3,1,10,1,1,8,2020,0,4,6,,,2,,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,2,,03,68,715.10768109
5402353,1,1,1,10,1,1,2,1990,31,1,6,,3,2,,2,,1,2,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,3,5,,,2,5,03,68,2931.9414925
5402353,1,2,1,10,2,2,8,1994,26,2,6,,3,2,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,5,,,2,5,03,68,2931.9414925
