DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,CLASE,P7250,P7260,P7280,P7280S1,P7310,P7320,P7350,P7350S1,P7360,P9460,P7390,P7390S1,P7420,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S7A1,P7420S8,P7422,P7422S1,P1806,P1519,P1883,RAMA2D_D_R4,OFICIO1,OFICIO2,DSI,DSCY,MES,RAMA4D_D_R4,DPTO,fex_c_2011
5415241,1,2,1,70,2,12,36,3,,2,13,4,,1,2,1,,,,,,,,1,,,,2,,300000,2,,56,54,53,1,1,03,5619,20,2251.9938512
5415247,1,1,1,70,2,48,40,1,,2,48,4,,1,2,1,,,,,,,,,,,1,2,,907000,2,,56,58,45,1,2,03,5619,20,1551.6067723
5415251,1,1,1,70,2,40,48,4,,2,38,1,,9,2,1,,,,,,,,,,,1,2,,900000,2,,46,95,97,1,2,03,4663,20,2250.5200616
5415251,1,2,1,70,2,30,50,1,,2,56,1,,9,2,1,,,,,,,,,,,1,2,,900000,2,,61,03,39,1,2,03,6190,20,2250.5200616
5415325,1,1,1,70,2,2,40,1,,2,6,3,,1,2,1,,,,,,,,1,,,,2,,600000,2,,97,59,54,1,1,03,9700,20,2119.1202311
5415331,1,3,1,70,2,20,40,4,,2,8,1,,9,2,1,,,,,,,,,,,1,2,,500000,2,,86,45,33,1,2,03,8621,20,1059.0697031
5415405,1,6,1,70,2,96,48,1,,2,720,4,,1,2,1,,,,,,,,,,,1,2,,98,2,,47,45,45,1,2,03,4722,47,731.74834947
5415424,1,6,1,70,2,72,48,1,,2,36,3,,1,2,1,,,,,,,,,,,1,2,,908526,2,,97,59,54,1,2,03,9700,47,731.74834947
5415429,1,2,1,70,2,52,48,1,,2,52,4,,1,2,1,,,,,,,,,,,1,2,,98,2,,41,84,95,1,2,03,4112,47,864.708183
5415444,1,2,1,70,2,52,48,1,,2,52,1,,4,2,1,,,,,,,,,,,1,2,,908000,2,,85,13,13,1,2,03,8513,47,731.74834947
5415457,1,2,1,70,2,16,48,2,,2,36,2,,9,2,1,,,,,,,,,,,1,2,,1500000,2,,86,59,59,1,2,03,8610,47,864.708183
5415464,1,3,1,70,2,24,46,4,,1,,,,,,,,.,,,,,,,,.,,,,600000,,,,95,,1,2,03,.,47,1686.9789052
5415464,1,4,1,70,2,4,48,4,,2,28,4,,1,2,1,,,,,,,,,,,1,2,,800000,2,,41,95,95,1,1,03,4112,47,1686.9789052
5415465,1,2,1,70,2,10,42,3,,2,40,3,,1,2,1,,,,,,,,,,,1,2,,908000,2,,97,54,54,1,1,03,9700,47,898.15523996
5415469,1,2,1,70,2,8,48,1,,2,8,2,,9,2,1,,,,,,,,,,,1,2,,3000000,2,,84,19,32,1,1,03,8412,47,731.74834947
5415476,1,7,1,70,2,52,48,3,,1,,,,,,,,.,,,,,,,,.,,,,600000,,,,54,,1,2,03,.,47,1892.2726473
5415489,1,4,1,70,2,4,24,3,,2,12,3,,1,2,1,,,,,,,,,,,1,2,,98,2,,97,54,54,1,1,03,9700,47,1242.242987
5415527,1,3,1,70,2,4,48,1,,2,36,4,,9,2,1,,,,,,,,,,,1,2,,1500000,2,,85,21,13,1,1,03,8544,47,911.78338911
5415580,1,3,1,70,2,16,48,1,,2,16,1,,7,2,1,,,,,,,,,,,1,2,,909000,2,,85,13,13,1,2,03,8513,05,2976.9927412
5415621,1,2,1,70,2,3,50,8,,2,3,1,,4,2,1,,,,,,,,,,,1,1,600000,600000,2,,02,62,63,1,1,03,0220,76,7119.1800195
5415621,1,3,1,70,2,3,50,8,,2,2,8,,2,2,1,,,,,,,,,,,1,1,500000,700000,2,,01,62,62,1,1,03,0113,76,7119.1800195
5415627,1,2,1,70,2,8,60,3,,2,13,1,,2,2,9,SE DESPLAZA AL MUNICIPIO CERCANO DONDE TIENE AFILIACION A REGIMEN SUBSIDIADO,,,,,,,,,,1,2,,400000,2,,56,54,53,1,1,03,5619,76,3432.3855221
5415668,1,2,1,70,2,12,48,1,,1,,,,,,,,.,,,,,,,,.,,,,1000000,,,,15,,1,1,03,.,76,3032.1428856
5415694,1,1,1,70,2,8,48,1,,2,12,1,,3,2,1,,,,,,,,,,,1,2,,900000,2,,56,53,53,1,1,03,5611,18,596.73307693
5415807,1,3,1,70,2,12,48,1,,2,104,1,,9,2,1,,,,,,,,,,,1,2,,900000,2,,01,53,62,1,1,03,0125,08,2048.0558079
5415815,1,5,1,70,2,36,48,1,,2,36,4,,1,2,1,,,,,,,,,,,1,2,,600000,2,,47,55,45,1,2,03,4792,08,1610.7729679
5417346,1,2,1,70,2,2,30,1,,2,2,8,,2,2,4,,,,,,,,,,,1,2,,600000,2,,01,45,62,1,1,03,0123,76,3598.1995542
5417569,1,3,1,70,2,8,50,8,,2,4,8,,2,2,1,,,,,,,,,,,1,1,100000,400000,2,,01,62,62,1,1,03,0122,63,1328.6991722
5417581,1,2,1,70,2,12,30,1,,2,104,4,,9,2,1,,,,,,,,,,,1,2,,2000000,2,,85,02,02,1,1,03,8541,63,1403.0754613
5417587,1,2,1,70,2,4,40,1,,2,24,4,,1,2,1,,,,,,,,,,,1,2,,908526,2,,81,45,62,1,1,03,8130,63,3342.1592734
5417589,1,1,1,70,2,20,50,1,,2,48,1,,4,2,7,,,,,,,,,,,1,2,,1500000,2,,56,51,51,1,2,03,5630,63,3204.254581
5417591,1,2,1,70,2,24,40,1,,2,144,1,,6,2,1,,,,,,,,,,,1,2,,908526,2,,55,97,55,1,2,03,5511,63,1403.0754613
5417594,1,2,1,70,2,8,48,1,,2,208,1,,9,2,2,,,,,,,,,,,1,2,,908526,2,,10,77,70,1,1,03,1089,63,2908.7152584
5417800,1,2,1,70,2,26,48,1,,2,5,8,,3,2,2,,,,,,,,,,,1,1,600000,908526,2,,01,97,62,1,2,03,0121,76,3000.3049618
5417957,1,2,1,70,2,20,48,1,,2,20,3,,3,2,2,,,,,,,,,,,1,1,1200000,950000,2,,97,62,54,1,2,03,9700,05,2286.7726526
5417957,1,3,1,70,2,4,48,1,,2,4,1,,4,2,1,,,,,,,,,,,1,1,1400000,1000000,2,,16,81,81,1,1,03,1690,05,2286.7726526
5417958,1,2,1,70,2,36,48,2,,2,36,1,,9,2,1,,,,,,1,,,,,,2,,908000,2,,85,13,13,1,2,03,8513,05,1707.805007
5418024,1,2,1,70,2,18,48,1,,2,51,4,,9,2,4,,,,,,,,,,,1,2,,908526,2,,84,13,39,1,2,03,8412,13,1544.6102349
5418024,1,3,1,70,2,22,48,1,,1,,,,,,,,.,,,,,,,,.,,,,908526,,,,59,,1,2,03,.,13,1544.6102349
5418131,1,1,1,70,2,26,40,3,,2,52,3,,1,2,1,,,,,,,,,,,1,2,,908526,2,,97,54,54,1,2,03,9700,76,1464.1198321
5418132,1,1,1,70,2,13,56,1,,2,13,1,,9,2,1,,,,,,,,,,,1,2,,908526,2,,01,45,45,1,1,03,0145,76,1662.3356134
5418135,1,2,1,70,2,4,48,4,,2,156,1,,3,2,1,,,,,,,,,,,1,2,,1200000,2,,49,98,98,1,1,03,4923,76,1443.5866077
5418188,1,1,1,70,2,18,48,1,,2,112,1,,2,2,1,,,,,,,,,,,1,2,,500000,2,,50,98,98,1,2,03,5011,13,906.3010158
5418188,1,3,1,70,2,30,48,1,,2,52,1,,2,2,1,,,,,,,,,,,1,2,,400000,2,,50,98,98,1,2,03,5011,13,906.3010158
5418194,1,4,1,70,2,32,24,1,,2,104,1,,9,2,1,,,,,,,,,,,1,2,,98,2,,64,44,44,1,2,03,6499,47,731.74834947
