DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P7495,P7500S1,P7500S1A1,P7500S2,P7500S2A1,P7500S3,P7500S3A1,P7505,P7510S1,P7510S1A1,P7510S2,P7510S2A1,P7510S3,P7510S3A1,P750S1,P750S1A1,P750S2,P750S2A1,P1661S1,P1661S1A1,P1661S2,P1661S2A1,P1661S3,P1661S3A1,P1661S4,P1661S4A1,P1661S4A2,P750S3,P750S3A1,P750S4,P7510S5,P7510S5A1,P7510S6,P7510S6A1,P7510S7,P7510S7A1,CLASE,MES,DPTO,fex_c_2011
5404869,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1046.525535
5404871,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1169.4665071
5404871,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1169.4665071
5404871,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1169.4665071
5404871,1,6,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1169.4665071
5404872,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1113.1096552
5404872,1,2,1,95,2,,,,,,,1,2,,2,,1,2700000,,,1,2700000,1,2700000,,,,,,,,,,,2,,2,,2,,2,03,19,1113.1096552
5404872,1,3,1,95,2,,,,,,,1,1,200000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,2,03,19,1113.1096552
5404872,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1113.1096552
5404872,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1113.1096552
5404872,1,6,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1113.1096552
5404872,1,9,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,1,1920000,,,,,,,2,,2,,2,,2,03,19,1113.1096552
5404873,1,1,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,1,1920000,,,,,,,2,,2,,2,,2,03,19,740.19538251
5404873,1,2,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,1,1920000,,,,,,,2,,2,,2,,2,03,19,740.19538251
5404874,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1128.9275351
5404874,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1128.9275351
5404874,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1128.9275351
5404874,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1128.9275351
5404874,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1128.9275351
5404875,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1573.7058496
5404875,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1573.7058496
5404877,1,1,1,95,2,,,,,,,1,2,,2,,1,1800000,,,1,1800000,,,,,1,1800000,,,,,,,2,,2,,2,,2,03,19,870.96343909
5404877,1,2,1,95,2,,,,,,,1,2,,2,,1,1800000,,,1,1800000,,,,,1,1800000,,,,,,,2,,2,,2,,2,03,19,870.96343909
5404877,1,3,1,95,2,,,,,,,1,1,720000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,2,03,19,870.96343909
5404878,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,498.47477925
5404878,1,2,1,95,2,,,,,,,1,2,,2,,1,1320000,,,1,1320000,1,1320000,,,,,,,,,,,2,,2,,2,,2,03,19,498.47477925
5404878,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,498.47477925
5404878,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,498.47477925
5404878,1,5,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,1,1920000,,,,,,,2,,2,,2,,2,03,19,498.47477925
5404878,1,6,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,1,1920000,,,,,,,2,,2,,2,,2,03,19,498.47477925
5404879,1,1,1,95,2,,,,,,,1,2,,2,,1,1200000,,,1,1200000,1,1200000,,,,,,,,,,,2,,2,,2,,2,03,19,880.9533141
5404879,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,880.9533141
5404879,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,880.9533141
5404880,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,923.67688781
5404880,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,923.67688781
5404881,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,555.23326452
5404881,1,2,1,95,2,,,,,,,1,2,,2,,1,2322000,,,1,2322000,1,2322000,,,,,,,,,,,2,,2,,2,,2,03,19,555.23326452
5404881,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,555.23326452
5404881,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,555.23326452
5404881,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,555.23326452
5404882,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1674.1949041
5404882,1,2,1,95,2,,,,,,,1,2,,2,,1,1500000,,,1,1500000,1,1500000,,,,,,,,,,,2,,2,,2,,2,03,19,1674.1949041
5404882,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1674.1949041
5404882,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1674.1949041
5404883,1,1,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,1,1920000,,,,,,,2,,2,,2,,2,03,19,498.47477925
5404883,1,2,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,1,1920000,,,,,,,2,,2,,2,,2,03,19,498.47477925
5404883,1,3,1,95,2,,,,,,,1,2,,2,,1,210000,,,1,210000,1,210000,,,,,,,,,,,2,,2,,2,,2,03,19,498.47477925
5404883,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,498.47477925
5404883,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,498.47477925
5404883,1,6,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,498.47477925
5404883,1,7,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,498.47477925
5404884,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,923.67688781
5404884,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,923.67688781
5404885,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1246.6373246
5404885,1,2,1,95,2,,,,,,,1,2,,2,,1,1200000,,,1,1200000,1,1200000,,,,,,,,,,,2,,2,,2,,2,03,19,1246.6373246
5404885,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1246.6373246
5404885,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1246.6373246
5404886,1,1,1,95,2,,,,,,,1,2,,2,,1,1640000,,,1,1640000,,,,,1,1640000,,,,,,,2,,2,,2,,2,03,19,666.92271181
5404886,1,2,1,95,2,,,,,,,1,2,,2,,1,1640000,,,1,1640000,,,,,1,1640000,,,,,,,2,,2,,2,,2,03,19,666.92271181
5404886,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,666.92271181
5404886,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,666.92271181
5404887,1,1,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,1,1920000,,,,,,,2,,2,,2,,2,03,19,1225.2483479
5404887,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1225.2483479
5404887,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1225.2483479
5404887,1,4,1,95,2,,,,,,,1,2,,2,,1,360000,,,1,360000,1,360000,,,,,,,,,,,2,,2,,2,,2,03,19,1225.2483479
5404887,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1225.2483479
5404888,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,985.10121141
5404888,1,2,1,95,2,,,,,,,1,2,,2,,1,180000,,,1,180000,1,180000,,,,,,,,,,,2,,2,,2,,2,03,19,985.10121141
5404890,1,1,1,95,2,,,,,,,1,2,,2,,1,1640000,,,1,1640000,,,,,1,1640000,,,,,,,2,,2,,2,,2,03,19,1089.8628042
5404890,1,2,1,95,2,,,,,,,1,2,,2,,1,1640000,,,1,1640000,,,,,1,1640000,,,,,,,2,,2,,2,,2,03,19,1089.8628042
5404890,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1089.8628042
5404891,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1213.166196
5404891,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1213.166196
5404891,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1213.166196
5404891,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1213.166196
5404891,1,7,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1213.166196
5404891,1,8,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1213.166196
5404891,1,10,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1213.166196
5404892,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1054.4449444
5404892,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1054.4449444
5404892,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1054.4449444
5404893,1,1,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,1,1920000,,,,,,,2,,2,,2,,2,03,19,1254.1957477
5404893,1,2,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,1,1920000,,,,,,,2,,2,,2,,2,03,19,1254.1957477
5404893,1,3,1,95,2,,,,,,,1,2,,2,,1,920000,,,1,920000,1,920000,,,,,,,,,,,2,,2,,2,,2,03,19,1254.1957477
5404893,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1254.1957477
5404893,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1254.1957477
5404893,1,6,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1254.1957477
5404893,1,7,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1254.1957477
5404893,1,8,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1254.1957477
5404893,1,9,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1254.1957477
5404893,1,12,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1254.1957477
5404893,1,13,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1254.1957477
5404894,1,1,1,95,2,,,,,,,1,2,,2,,1,1640000,,,1,1640000,,,,,1,1640000,,,,,,,2,,2,,2,,2,03,19,1924.5831913
5404894,1,2,1,95,2,,,,,,,1,2,,2,,1,1640000,,,1,1640000,,,,,1,1640000,,,,,,,2,,2,,2,,2,03,19,1924.5831913
5404894,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1924.5831913
5404894,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1924.5831913
5404894,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1924.5831913
5404894,1,7,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1924.5831913
5404894,1,8,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1924.5831913
5404895,1,1,1,95,2,,,,,,,1,1,800000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,2,03,19,1036.0142894
5404895,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1036.0142894
5404896,1,1,1,95,2,,,,,,,1,1,600000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,2,03,19,574.00946611
5404897,1,1,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,1,1920000,,,,,,,2,,2,,2,,2,03,19,740.19538251
5404897,1,2,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,1,1920000,,,,,,,2,,2,,2,,2,03,19,740.19538251
5404899,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1586.1504212
5404899,1,2,1,95,2,,,,,,,1,2,,2,,1,1500000,,,1,1500000,1,1500000,,,,,,,,,,,2,,2,,2,,2,03,19,1586.1504212
5404900,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1404.382461
5404900,1,2,1,95,2,,,,,,,1,2,,2,,1,1800000,,,1,1800000,1,1800000,,,,,,,,,,,2,,2,,2,,2,03,19,1404.382461
5404900,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1404.382461
5404900,1,6,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1404.382461
5404901,1,1,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,1,1920000,,,,,,,2,,2,,2,,2,03,19,1298.5210186
5404901,1,2,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,1,1920000,,,,,,,2,,2,,2,,2,03,19,1298.5210186
5404901,1,3,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,,,1,INGRESO SOLIDARIO,1920000,,,,2,,2,,2,,2,03,19,1298.5210186
5404902,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,872.76930905
5404902,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,872.76930905
5404902,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,872.76930905
5404902,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,872.76930905
5404902,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,872.76930905
5404902,1,6,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,872.76930905
5404902,1,7,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,872.76930905
5404903,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1224.0384279
5404904,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1612.7705805
5404904,1,2,1,95,2,,,,,,,1,2,,2,,1,1650000,,,1,1650000,1,1650000,,,,,,,,,,,2,,2,,2,,2,03,19,1612.7705805
5404904,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1612.7705805
5404904,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1612.7705805
5404905,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,959.00792196
5404905,1,2,1,95,2,,,,,,,1,2,,2,,1,180000,,,1,180000,1,180000,,,,,,,,,,,2,,2,,2,,2,03,19,959.00792196
5404905,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,959.00792196
5404905,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,959.00792196
5404905,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,959.00792196
5404906,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1273.6144044
5404906,1,2,1,95,2,,,,,,,1,2,,2,,1,2310000,,,1,2310000,1,2310000,,,,,,,,,,,2,,2,,2,,2,03,19,1273.6144044
5404906,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1273.6144044
5404907,1,1,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,1,1920000,,,,,,,2,,2,,2,,2,03,19,640.95050682
5404907,1,2,1,95,2,,,,,,,1,2,,2,,1,900000,,,1,900000,1,900000,,,,,,,,,,,2,,2,,2,,2,03,19,640.95050682
5404907,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,640.95050682
5404908,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1185.213001
5404908,1,2,1,95,2,,,,,,,1,2,,2,,1,480000,,,1,480000,1,480000,,,,,,,,,,,2,,2,,2,,2,03,19,1185.213001
5404908,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1185.213001
5404908,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1185.213001
5404909,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1573.7058496
5404909,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1573.7058496
5404910,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1254.9136545
5404910,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1254.9136545
5404911,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,498.47477925
5404911,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,498.47477925
5404911,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,498.47477925
5404911,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,498.47477925
5404912,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1003.8942862
5404912,1,2,1,95,2,,,,,,,1,2,,2,,1,2400000,,,1,2400000,1,2400000,,,,,,,,,,,2,,2,,2,,2,03,19,1003.8942862
5404912,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1003.8942862
5404912,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1003.8942862
5404912,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1003.8942862
5404913,1,1,1,95,2,,,,,,,1,2,,2,,1,435000,,,1,435000,1,435000,,,,,,,,,,,2,,2,,2,,2,03,19,574.00946611
5404914,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,985.10121141
5404914,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,985.10121141
5404915,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1254.9136545
5404915,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1254.9136545
5404916,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,498.47477925
5404916,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,498.47477925
5404916,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,498.47477925
5404916,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,498.47477925
5404916,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,498.47477925
5404916,1,7,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,498.47477925
5404916,1,8,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,498.47477925
5404916,1,9,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,498.47477925
5404916,1,10,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,498.47477925
5404916,1,11,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,498.47477925
5404916,1,12,1,95,2,,,,,,,1,2,,2,,1,345000,,,1,345000,1,345000,,,,,,,,,,,2,,2,,2,,2,03,19,498.47477925
5404916,1,13,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,498.47477925
5404916,1,14,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,498.47477925
5404917,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,844.2832678
5404917,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,844.2832678
5404917,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,844.2832678
5404917,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,844.2832678
5404917,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,844.2832678
5404918,1,1,1,95,2,,,,,,,1,1,1200000,2,,1,1920000,,,1,1920000,,,,,1,1920000,,,,,,,2,,2,,2,,2,03,19,1466.1503852
5404918,1,2,1,95,2,,,,,,,1,1,1800000,2,,1,1920000,,,1,1920000,,,,,1,1920000,,,,,,,2,,2,,2,,2,03,19,1466.1503852
5404918,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1466.1503852
5404918,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1466.1503852
5404918,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1466.1503852
5404918,1,6,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1466.1503852
5404919,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,931.86639207
5404919,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,931.86639207
5404919,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,931.86639207
5404920,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1465.2511551
5404920,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1465.2511551
5404920,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1465.2511551
5404920,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1465.2511551
5404920,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1465.2511551
5404921,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1827.0524585
5404921,1,2,1,95,2,,,,,,,1,1,540000,2,,1,540000,,,1,540000,1,540000,,,,,,,,,,,2,,2,,2,,2,03,19,1827.0524585
5404921,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1827.0524585
5404922,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,675.11221607
5404922,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,675.11221607
5404922,1,3,1,95,2,,,,,,,1,2,,2,,1,557000,,,1,557000,1,557000,,,,,,,,,,,2,,2,,2,,2,03,19,675.11221607
5404922,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,675.11221607
5404922,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,675.11221607
5404923,1,1,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,1,1920000,,,,,,,2,,2,,2,,2,03,19,498.47477925
5404923,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,498.47477925
5404923,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,498.47477925
5404923,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,498.47477925
5404923,1,6,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,498.47477925
5404924,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,19,1581.2473996
5404924,1,2,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,1,1920000,,,,,,,2,,2,,2,,2,03,19,1581.2473996
