DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,CLASE,P7430,P7450,P7450S1,P7452,P7454,P7456,P7458,P7458S1,P7460,P7470,P7472,P7472S1,P744,P1884,P1807,P6921,INI,MES,p7440,DPTO,fex_c_2011
5415446,1,2,1,80,2,1,3,,2,,,1,,2,,2,,1,24,98,2,1,03,4,47,1135.3514426
5415446,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,47,1135.3514426
5415446,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,47,1135.3514426
5415447,1,1,1,80,2,1,4,,2,,,8,,2,,2,,,,,2,1,03,4,47,731.74834947
5415447,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,47,731.74834947
5415447,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,47,731.74834947
5415448,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,47,1152.0749711
5415450,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,03,4,47,1270.8520552
5415450,1,3,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,03,4,47,1270.8520552
5415451,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,03,3,47,1567.7524419
5415451,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,47,1567.7524419
5415452,1,2,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,47,1735.4068812
5415454,1,1,1,80,2,1,4,,2,,,8,,2,,2,,,,,2,1,03,2,47,1585.2833151
5415454,1,2,1,80,2,1,9,DEBIDO A LA PANDEMIA,2,,,4,,2,,2,,,,,2,1,03,2,47,1585.2833151
5415454,1,3,1,80,2,1,9,DEBIDO A LA PANDEMIA,2,,,12,DEBIDO A LA PANDEMIA,2,,2,,,,,2,1,03,1.4,47,1585.2833151
5415456,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,47,731.74834947
5415457,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,47,864.708183
5415457,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,47,864.708183
5415460,1,2,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,47,2134.3608235
5415460,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,47,2134.3608235
5415463,1,1,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,47,1317.093609
5415463,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,47,1317.093609
5415463,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,47,1317.093609
5415463,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,47,1317.093609
5415464,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,47,1686.9789052
5415464,1,5,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,47,1686.9789052
5415464,1,6,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,47,1686.9789052
5415466,1,1,1,80,2,1,9,DEBIDO A LA PANDEMIA,2,,,11,,2,,2,,,,,2,1,03,2,47,770.43779157
5415466,1,2,1,80,2,1,4,,2,,,8,,2,,2,,,,,2,1,03,4,47,770.43779157
5415466,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,47,770.43779157
5415467,1,2,1,80,2,1,9,DEBIDO A LA PANDEMIA,2,,,12,DEBIDO A LA PANDEMIA,2,,2,,,,,2,1,03,2,47,1313.8327107
5415468,1,1,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,47,1046.4503493
5415468,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,47,1046.4503493
5415468,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,47,1046.4503493
5415468,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,47,1046.4503493
5415469,1,1,1,80,2,1,9,COVID 19,2,,,12,COVID,2,,2,,,,,2,1,03,1.4,47,731.74834947
5415469,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,47,731.74834947
5415473,1,4,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,03,3,47,1330.7217581
5415473,1,5,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,47,1330.7217581
5415476,1,2,1,80,2,1,8,,2,,,1,,2,,2,,,,,2,1,03,4,47,1892.2726473
5415476,1,4,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,47,1892.2726473
5415476,1,5,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,47,1892.2726473
5415476,1,8,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,03,2,47,1892.2726473
5415478,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,47,839.60582432
5415484,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,03,4,47,731.74834947
5415484,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,47,731.74834947
5415487,1,3,1,80,2,2,,,,2,,,.,2,,2,,1,48,908526,2,1,03,,47,1389.2711737
5415487,1,4,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,47,1389.2711737
5415487,1,5,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,47,1389.2711737
5415489,1,2,1,80,2,1,6,,2,,,8,,2,,2,,,,,2,1,03,3,47,1242.242987
5415489,1,6,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,47,1242.242987
5415519,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,47,1212.5864999
5415520,1,2,1,80,2,1,9,DEBIDO A LA PANDEMIA,2,,,12,DEBIDO A LA PANDEMIA,2,,2,,,,,2,1,03,2,47,2462.2007288
5415520,1,6,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,47,2462.2007288
5415521,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,03,4,47,1076.802027
5415521,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,47,1076.802027
5415521,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,47,1076.802027
5415522,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,47,2552.6201109
5415522,1,4,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,47,2552.6201109
5415522,1,5,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,47,2552.6201109
5415522,1,6,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,47,2552.6201109
5415522,1,7,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,47,2552.6201109
5415523,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,47,1382.9148962
5415523,1,5,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,47,1382.9148962
5415524,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,47,1536.9411864
5415525,1,1,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,47,2265.958712
5415526,1,2,1,80,2,2,,,,1,4,1,,2,,2,,,,,2,1,03,,47,1983.4299127
5415526,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,47,1983.4299127
5415527,1,2,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,03,4,47,911.78338911
5415578,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,05,3584.7684939
5415578,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,05,3584.7684939
5415579,1,1,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,05,3754.2302941
5415580,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,05,2976.9927412
5415580,1,5,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,05,2976.9927412
5415581,1,1,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,05,2418.277865
5415581,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,05,2418.277865
5415581,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,05,2418.277865
5415582,1,1,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,03,4,05,2572.4697639
5415582,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,05,2572.4697639
5415582,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,05,2572.4697639
5415583,1,1,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,05,2016.6196104
5415583,1,2,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,03,4,05,2016.6196104
5415585,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,05,3551.3076165
5415586,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,05,2229.1482405
5415587,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,05,2973.4202715
5415587,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,05,2973.4202715
5415591,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,05,3347.3425219
5415591,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,05,3347.3425219
5415592,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,05,1858.7984599
5415593,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,05,1618.5338254
5415593,1,3,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,03,4,05,1618.5338254
5415594,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,05,1626.0170603
5415594,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,05,1626.0170603
5415595,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,03,3,05,4241.0761858
5415597,1,1,1,80,2,1,3,,2,,,8,,2,,2,,,,,2,1,03,4,05,2414.7053953
5415598,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,03,4,05,2229.1482405
5415598,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,05,2229.1482405
5415599,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,05,3192.1478181
5415604,1,1,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,03,2,05,1363.715382
5415604,1,2,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,03,4,05,1363.715382
5415604,1,4,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,05,1363.715382
5415604,1,5,1,80,2,2,,,,2,,,.,2,,1,100000,,,,2,1,03,,05,1363.715382
5415605,1,2,1,80,2,1,8,,2,,,9,,2,,2,,,,,2,1,03,1.2,05,3036.479071
5415605,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,05,3036.479071
5415605,1,5,1,80,2,1,4,,2,,,8,,2,,2,,,,,2,1,03,4,05,3036.479071
5415606,1,2,1,80,2,2,,,,2,,,.,2,,1,180000,,,,2,1,03,,05,2731.0032336
5415607,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,05,2976.9927412
5415607,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,05,2976.9927412
5415607,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,05,2976.9927412
5415607,1,5,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,05,2976.9927412
5415608,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,03,1.4,05,2731.0032336
5415614,1,2,1,80,2,1,8,,2,,,1,,2,,2,,1,21,150000,2,1,03,1.3,76,5624.860906
5415617,1,2,1,80,2,1,1,,2,,,9,,2,,2,,1,25,400000,2,1,03,4,76,7756.0559161
5415619,1,1,1,80,2,1,4,,2,,,4,,2,,1,800000,,,900000,2,1,03,1.2,76,6384.7964191
5415621,1,1,1,80,2,1,4,,2,,,4,,2,,2,,2,,500000,2,1,03,1.1,76,7119.1800195
5415627,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,76,3432.3855221
5415628,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,76,1841.9981706
5415631,1,1,1,80,2,1,1,,2,,,1,,2,,2,,1,24,400000,2,1,03,2,76,3000.3049618
5415631,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,76,3000.3049618
5415632,1,1,1,80,2,1,4,,2,,,4,,3,,2,,,,,3,1,03,4,76,2143.6112432
5415632,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,03,4,76,2143.6112432
5415634,1,3,1,80,2,1,8,,2,,,2,,2,,2,,2,,99,2,1,03,1.2,76,1443.5866077
5415639,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,76,1443.5866077
5415642,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,76,2373.3619523
5415643,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,03,4,76,3532.3517265
5415654,1,2,1,80,2,1,3,,2,,,9,,1,,2,,2,,908526,2,1,03,4,76,4317.4473615
5415655,1,1,1,80,2,1,5,,2,,,10,,3,,2,,,,,3,1,03,4,76,3736.7090603
5415655,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,76,3736.7090603
5415656,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,76,5983.2799067
5415656,1,4,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,76,5983.2799067
5415657,1,4,1,80,2,1,4,,1,,1,4,,2,,2,,,,908526,2,1,03,4,76,3076.2531309
5415657,1,5,1,80,2,2,,,,2,,,.,2,,2,,2,,908526,2,1,03,,76,3076.2531309
5415658,1,4,1,80,2,1,3,,2,,,9,,1,,2,,2,,920000,2,1,03,4,76,3638.8235482
5415659,1,3,1,80,2,1,2,,2,,,2,,1,,2,,,,,2,1,03,2,76,5983.2799067
5415659,1,4,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,76,5983.2799067
5415663,1,2,1,80,2,1,7,,2,,,9,,2,,2,,2,,908526,2,1,03,2,76,3611.4397302
5415663,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,76,3611.4397302
5415664,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,76,2725.0659782
5415664,1,6,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,76,2725.0659782
5415666,1,2,1,80,2,1,2,,2,,,2,,2,,2,,,,,2,1,03,1.4,76,2516.437238
5415668,1,1,1,80,2,1,7,,2,,,8,,2,,2,,,,,2,1,03,1.4,76,3032.1428856
5415668,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,76,3032.1428856
5415669,1,1,1,80,2,1,5,,2,,,10,,3,,2,,,,,3,1,03,4,76,3736.7090603
5415669,1,2,1,80,2,1,8,,2,,,11,,3,,2,,,,,3,1,03,4,76,3736.7090603
5415670,1,1,1,80,2,1,5,,2,,,10,,3,,2,,,,,3,1,03,4,76,6217.3531077
5415671,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,76,5323.1269344
5415674,1,2,1,80,2,1,3,,2,,,9,,1,,2,,2,,600000,2,1,03,2,76,6335.1478994
5415676,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,03,3,76,4973.0607742
5415677,1,2,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,03,4,76,4317.4473615
5415679,1,1,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,76,3212.383401
5415681,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,76,5323.1269344
5415683,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,76,4797.3598184
5415683,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,76,4797.3598184
5415684,1,2,1,80,2,1,6,,2,,,11,,2,,2,,,,,2,1,03,3,76,4447.2936582
5415685,1,1,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,18,1505.1876306
5415687,1,1,1,80,2,1,7,,2,,,1,,2,,2,,,,,2,1,03,2,18,911.84878008
5415687,1,2,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,18,911.84878008
5415688,1,1,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,18,596.73307693
5415688,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,18,596.73307693
5415688,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,18,596.73307693
5415691,1,2,1,80,2,1,1,,2,,,9,,2,,2,,,,,2,1,03,3,18,1366.9799457
5415692,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,18,1553.9772809
5415693,1,3,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,03,3,18,1128.2776941
5415693,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,18,1128.2776941
5415694,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,18,596.73307693
5415696,1,1,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,03,2,18,1244.6525864
5415696,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,03,4,18,1244.6525864
5415696,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,18,1244.6525864
5415696,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,18,1244.6525864
5415798,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,03,4,08,1977.0788449
5415800,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,08,2855.2827058
5415800,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,08,2855.2827058
5415801,1,4,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,08,2832.883887
5415801,1,5,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,08,2832.883887
5415802,1,6,1,80,2,2,,,,2,,,.,2,,2,,1,40,800000,2,1,03,,08,3560.9651467
5415802,1,8,1,80,2,2,,,,2,,,.,2,,2,,1,40,908526,2,1,03,,08,3560.9651467
5415804,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,08,1610.7729679
5415804,1,3,1,80,2,1,9,PANDEMIA,2,,,9,,2,,2,,,,,2,1,03,2,08,1610.7729679
5415805,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,08,2233.1950637
5415805,1,4,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,08,2233.1950637
5415805,1,6,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,08,2233.1950637
5415806,1,3,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,03,2,08,5580.8076347
5415806,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,08,5580.8076347
5415807,1,1,1,80,2,1,1,,2,,,11,,2,,2,,,,,2,1,03,3,08,2048.0558079
5415807,1,4,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,08,2048.0558079
5415807,1,5,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,08,2048.0558079
5415807,1,6,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,08,2048.0558079
5415807,1,8,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,08,2048.0558079
5415809,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,08,1610.7729679
5415809,1,5,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,08,1610.7729679
5415810,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,08,4335.0465491
5415811,1,3,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,03,4,08,2721.527394
5415812,1,1,1,80,2,1,9,SE ACABO EL CAPITAL DEL NEGOCIO,2,,,4,,2,,2,,,,,2,1,03,2,08,2669.225775
5415813,1,1,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,03,4,08,1610.7729679
5415813,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,08,1610.7729679
5415813,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,08,1610.7729679
5415813,1,4,1,80,2,1,6,,2,,,8,,2,,2,,,,,2,1,03,4,08,1610.7729679
5415814,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,08,1610.7729679
5415814,1,5,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,03,3,08,1610.7729679
5415815,1,1,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,03,4,08,1610.7729679
5415815,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,08,1610.7729679
5415815,1,4,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,08,1610.7729679
5415816,1,1,1,80,2,1,9,PANDEMIA,2,,,9,,2,,2,,,,,2,1,03,2,08,1977.0788449
5415817,1,1,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,03,4,08,3807.1124453
5415818,1,4,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,08,2885.281891
5415819,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,03,3,08,2855.2827058
5415819,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,08,2855.2827058
5415820,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,08,2575.6255605
5415820,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,08,2575.6255605
5415821,1,1,1,80,2,1,9,PANDEMIA,2,,,12,PANDEMIA,2,,2,,1,40,908526,2,1,03,2,08,3118.3431331
5415821,1,2,1,80,2,2,,,,1,1,12,PANDEMIA,2,,2,,1,48,900000,2,1,03,,08,3118.3431331
5415822,1,1,1,80,2,1,9,PANDEMIA,2,,,12,PANDEMIA,2,,2,,,,,2,1,03,2,08,3094.9687293
5415822,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,08,3094.9687293
5415822,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,08,3094.9687293
5417344,1,2,1,80,2,1,3,,2,,,9,,2,,2,,1,35,98,2,1,03,4,76,2551.2472429
5417344,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,76,2551.2472429
5417347,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,76,3610.2708127
5417347,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,76,3610.2708127
5417553,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,25,2382.1109255
5417554,1,1,1,80,2,1,4,,2,,,8,,2,,2,,,,,2,1,03,3,27,2498.1973296
5417554,1,2,1,80,2,1,6,,2,,,4,,2,,2,,,,,2,1,03,3,27,2498.1973296
5417561,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,03,2,54,5069.7002593
5417562,1,2,1,80,2,1,3,,2,,,9,,1,,2,,,,,2,1,03,2,63,872.00476917
5417563,1,4,1,80,2,1,5,,2,,,8,,2,,2,,,,,2,1,03,4,63,789.09760511
5417566,1,1,1,80,2,1,4,,2,,,4,,3,,2,,,,,3,1,03,4,63,882.43019109
5417566,1,2,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,03,4,63,882.43019109
5417568,1,1,1,80,2,1,3,,2,,,9,,1,1,2,,1,48,908526,1,1,03,2,63,1177.2153754
5417568,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,63,1177.2153754
5417569,1,2,1,80,2,1,7,,2,,,9,,2,,2,,,,,2,1,03,2,63,1328.6991722
5417569,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,63,1328.6991722
5417571,1,2,1,80,2,2,,,,1,2,9,,2,,2,,2,,908526,2,1,03,,63,1368.5431831
5417571,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,63,1368.5431831
5417571,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,63,1368.5431831
5417573,1,3,1,80,2,1,3,,2,,,9,,2,,2,,1,48,908526,2,1,03,1.4,63,1575.2146342
5417577,1,2,1,80,2,1,8,,2,,,1,,2,,1,30000,,,,2,1,03,1.1,63,2994.8224342
5417577,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,63,2994.8224342
5417579,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,03,4,63,3226.1508009
5417581,1,1,1,80,2,1,6,,2,,,4,,3,,2,,,,,3,1,03,4,63,1403.0754613
5417582,1,5,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,63,1257.7790917
5417584,1,1,1,80,2,1,7,,2,,,1,,3,,2,,,,,3,1,03,1.2,63,1847.334498
5417584,1,2,1,80,2,1,7,,2,,,8,,3,,2,,,,,3,1,03,1.2,63,1847.334498
5417586,1,2,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,03,4,63,2825.5422235
5417588,1,1,1,80,2,1,9,POR LA PANDEMIA DEL COVID19,2,,,1,,2,,2,,,,700000,2,1,03,1.4,63,2460.8737456
5417588,1,2,1,80,2,1,8,,2,,,4,,2,,2,,,,,2,1,03,1.3,63,2460.8737456
5417589,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,63,3204.254581
5417594,1,4,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,03,2,63,2908.7152584
5417596,1,1,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,03,3,63,2460.8737456
5417597,1,2,1,80,2,1,9,POR LA EDAD,2,,,8,,2,,2,,,,,2,1,03,4,63,1730.1410681
5417598,1,2,1,80,2,1,9,POR LA PANDEMIA DEL COVID 19,2,,,4,,2,,2,,,,,2,1,03,2,63,2094.8095459
5417598,2,1,2,80,2,1,4,,2,,,8,,2,,2,,,,,2,1,03,4,63,2094.8095459
5417599,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,63,1677.3539367
5417599,1,4,1,80,2,1,5,,2,,,10,,3,,2,,,,,3,1,03,4,63,1677.3539367
5417784,1,1,1,80,2,1,4,,2,,,4,,2,,2,,1,48,908526,2,1,03,2,63,2384.5557655
5417784,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,63,2384.5557655
5417784,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,63,2384.5557655
5417799,1,2,1,80,2,2,,,,2,,,.,2,,2,,1,16,240000,2,1,03,,76,1443.5866077
5417955,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,41,1575.860351
5417956,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,41,1022.887182
5417956,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,41,1022.887182
5417957,1,1,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,03,4,05,2286.7726526
5417958,1,1,1,80,2,1,8,,2,,,9,,2,,2,,,,,2,1,03,1.2,05,1707.805007
5417958,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,05,1707.805007
5417959,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,05,2973.4202715
5417960,1,6,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,66,1495.3564872
5417961,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,66,490.65871379
5417962,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,66,654.80778496
5417963,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,73,1963.8754932
5417965,1,2,1,80,2,1,3,,2,,,8,,2,,2,,,,,2,1,03,4,15,665.21370892
5418025,1,1,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,13,5024.2806326
