DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,CLASE,P7430,P7450,P7450S1,P7452,P7454,P7456,P7458,P7458S1,P7460,P7470,P7472,P7472S1,P744,P1884,P1807,P6921,INI,MES,p7440,DPTO,fex_c_2011
5418029,1,1,1,80,2,1,4,,2,,,8,,2,,2,,,,,2,1,03,4,13,2443.4046343
5418030,1,1,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,03,4,13,4594.3338919
5418030,1,2,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,03,3,13,4594.3338919
5418030,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,13,4594.3338919
5418030,1,4,1,80,2,1,8,,2,,,9,,2,,2,,,,,2,1,03,2,13,4594.3338919
5418034,1,1,1,80,2,1,8,,2,,,9,,2,,2,,,,,2,1,03,3,13,3451.051348
5418066,1,2,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,13,2261.9034388
5418066,1,3,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,13,2261.9034388
5418067,1,1,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,03,3,13,954.6483164
5418067,1,2,1,80,2,1,4,,2,,,4,,2,,2,,,,,2,1,03,4,13,954.6483164
5418071,1,1,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,13,1296.6673626
5418130,1,2,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,76,2161.1637619
5418130,1,5,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,76,2161.1637619
5418133,1,2,1,80,2,2,,,,2,,,.,2,,2,,1,21,98,2,1,03,,76,2041.040862
5418134,1,1,1,80,2,1,4,,2,,,4,,1,2,2,,,,,1,1,03,3,76,2143.6112432
5418134,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,03,4,76,2143.6112432
5418136,1,1,1,80,2,1,2,,2,,,2,,2,,2,,,,,2,1,03,3,76,3544.8242425
5418137,1,1,1,80,2,1,7,,2,,,12,ESTA ESPERANDO QUE TERMINE LA PANDEMIA PARA INSTALAR UN NEGOCIO,3,,2,,2,,98,3,1,03,3,76,2476.7592436
5418187,1,2,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,13,1933.7212394
5418190,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,13,1579.6286169
5418190,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,13,1579.6286169
5418194,1,3,1,80,2,2,,,,2,,,.,2,,2,,,,,2,1,03,,47,731.74834947
5418194,1,5,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,47,731.74834947
5418194,1,6,1,80,2,1,8,,2,,,2,,2,,2,,,,,2,1,03,3,47,731.74834947
5418201,2,2,2,80,2,2,,,,1,3,1,,2,,2,,1,48,700000,2,1,03,,13,1282.3069278
5418223,1,2,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,03,4,08,3489.6307075
5418224,1,1,1,80,2,1,3,,2,,,9,,2,,2,,,,,2,1,03,4,08,2499.2108478
5418224,1,3,1,80,2,2,,,,2,,,.,2,,2,,2,,908526,2,1,03,,08,2499.2108478
5418224,1,4,1,80,2,2,,,,2,,,.,,,2,,,,,,1,03,,08,2499.2108478
