PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;FT;P3044S2;P6440;P6450;P6460;P6460S1;P6400;P6410;P6422;P6420S2;P6424S1;P6424S2;P6424S3;P6424S5;P6430;P6430S1;P3045S1;P3045S2;P3045S3;P3046;P3363;P3363S1;P9440;P6500;P3364;P3364S1;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P3047;P3048;P3049;P6765;P6765S1;P3051;P3052;P3053;P3365;P3365S1;P3054;P3054S1;P3055;P3055S1;P3056;P3057;P6760;P3058S1;P3058S2;P3058S3;P3058S4;P3058S5;P3059;P3061;P3062S1;P3062S2;P3062S3;P3062S4;P3062S5;P3062S6;P3062S7;P3062S8;P3062S9;P3063;P3063S1;P3064;P3064S1;P3065;P3066;P3560;P3561;P3067;P3067S1;P3067S2;P6775;P3068;P3562;P3563;P6750;P3073;P550;P6780;P6780S1;P1879;P1879S1;P1805;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P3069;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P1880;P1880S1;P7040;P7045;P3071S3;P3072S2;P7050;P7070;P7075;P7077;P7090;P7100;P7110;P7120;P7130;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P1881;P1881S1;P1882;P7240;P7240S1;OCI;INGLABO;RAMA2D_R4;RAMA4D_R4;OFICIO_C8;P6426
20260209;02;2026;8504111;1;1;1;60;;2;40.446850121;08;1;4719;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;0;1;1;2;2;2;2;6;;;1500000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;500000;1;5000000;3;;3;;2;12;15;2;;15;;;2;5;;2;;2;;;;2;2;1;0;3;4;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;10;3;;1;500000;47;4719;5223;60
20260209;02;2026;8504111;1;2;1;60;;2;40.446850121;08;1;4719;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;0;1;1;2;2;2;2;6;;;1500000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;500000;1;5000000;3;;3;;2;12;20;1;;20;;;2;5;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;1;20;2;1;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;10;8;;1;500000;47;4719;5223;240
20260209;02;2026;8504111;1;3;1;60;;2;40.446850121;08;1;4719;2;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;10;2;;10;;;2;5;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;3;;10;3;;1;;47;4719;5223;36
20260209;02;2026;8504112;1;1;1;60;;2;51.490621686;08;1;4111;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;1350000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;1350000;1;16500000;3;;1;;2;12;45;;;45;;;1;2;;2;;2;;;;2;2;1;0;48;4;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;10;3;;1;1350000;41;4111;9313;12
20260209;02;2026;8504112;1;2;1;60;;2;51.490621686;08;1;4111;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;1200000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;1200000;1;14400000;3;;1;;1;12;40;;;40;;;1;2;;2;;2;;;;2;2;1;0;72;4;;3;;1;21;9211;161;4;180000;1;8;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;15;3;;1;1380000;41;4111;9313;12
20260209;02;2026;8504112;1;3;1;60;;2;51.490621686;08;1;4111;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;1400000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;1400000;1;16800000;3;;1;;1;12;48;;;48;;;1;2;;2;;2;;;;2;2;1;1;12;1;;9;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;10;3;;1;1400000;41;4111;9313;1
20260209;02;2026;8504113;1;2;1;60;;2;33.913733279;08;1;8219;1;1;;;1;;2;;2;2;2;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;3;3;3;6;;;1350000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;1;;;;;;;;1350000;1;17600000;3;;1;;1;12;45;;;45;;;2;7;;2;;2;;;;2;2;1;0;120;4;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;;25;3;;1;1350000;82;8219;4110;4
20260209;02;2026;8504114;1;2;1;60;;2;38.198525407;08;1;4111;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;1800000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;1800000;1;19600000;3;;1;;1;12;48;;;48;;;1;2;;2;;2;;;;2;2;1;0;24;4;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;25;3;;1;1800000;41;4111;9313;260
20260209;02;2026;8504115;1;1;1;60;;2;26.617300049;08;1;4723;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;300000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;300000;1;3000000;3;;5;;2;12;40;;;40;;;1;2;;2;;2;;;;2;2;1;0;12;4;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;20;3;;1;300000;47;4723;5223;4
20260209;02;2026;8504115;1;2;1;60;;2;26.617300049;08;1;5611;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;500000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;500000;1;4000000;3;;5;;2;12;30;2;;30;;;1;1;;2;;2;;;;2;2;1;0;120;4;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;;3;;1;500000;56;5611;5120;12
20260209;02;2026;8504117;1;1;1;60;;2;42.921957896;08;1;312;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;700000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;700000;1;6000000;3;;3;;2;12;60;;;60;;;1;8;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;13;;60;2;;1;700000;03;0312;6222;300
20260209;02;2026;8504118;1;1;1;60;;2;26.528954264;08;1;4719;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;0;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;0;1;200000;1;;3;;2;3;10;1;;0;6;;1;1;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;1;10;2;1;2;;;;;;;;;;;;;1;2;1;2;2;1;14;;;3;;1;0;47;4719;5223;24
20260209;02;2026;8504118;1;2;1;60;;2;26.528954264;08;1;5619;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;48000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;34200;1;410400;3;;3;;1;12;5;1;;5;;;1;1;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;1;10;2;1;2;;;;;;;;;;;;;1;2;1;2;1;1;14;;;3;;1;34200;56;5619;5212;12
20260209;02;2026;8504118;1;4;1;60;;2;26.528954264;08;1;1522;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;3;3;3;6;;;1600000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;1300000;1;8000000;3;;1;;1;12;60;;;60;;;2;7;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;2;2;;60;8;;1;1300000;15;1522;7536;240
20260209;02;2026;8504119;1;1;1;60;;2;49.312964903;08;1;9700;1;1;;;1;;2;;2;2;2;2;3;;2;2;2;2;1;;2;300000;2;;2;;;1;300000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;30;2;;30;;;1;2;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;1;2;1;2;2;2;2;2;2;2;;2;1;2;2;1;2;2;1;3;;30;8;;1;600000;97;9700;9111;1
20260209;02;2026;8504119;1;4;1;60;;2;49.312964903;08;1;1610;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;3;3;3;6;;;1200000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;900000;1;7200000;3;;1;;2;12;50;;;50;;;3;7;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;;20;8;;1;900000;16;1610;8172;36
20260209;02;2026;8504120;1;1;1;60;;2;41.350891005;08;1;4729;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;300000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;300000;1;3000000;3;;3;;2;12;38;2;;38;;;1;1;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;;3;;1;300000;47;4729;5223;8
20260209;02;2026;8504120;1;2;1;60;;2;41.350891005;08;1;145;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;100000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;100000;1;1000000;3;;9;;2;12;40;;;40;;;1;2;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;13;;30;3;;1;100000;01;0145;6122;240
20260209;02;2026;8504121;1;1;1;60;;2;50.844673052;08;1;3830;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;450000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;450000;1;5600000;3;;1;;2;12;42;;;42;;;1;6;;2;;2;;;;2;2;1;0;120;4;;3;;2;;;;;;;;2;;;;1;1;1;2;2;1;1;1;2;2;;1;1;2;2;1;2;1;1;3;;30;3;;1;450000;38;3830;9611;48
20260209;02;2026;8504121;1;2;1;60;;2;50.844673052;08;1;8891;1;1;;;1;;2;;2;2;2;2;8;SUBCONTRATADO POR ASALARIADO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;500000;1;2;;1;240000;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;500000;1;5500000;3;;1;;2;11;40;;;40;;;2;2;;2;;2;;;;2;2;1;0;24;3;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;20;3;;1;500000;88;8891;5312;196
20260209;02;2026;8504122;1;2;1;60;;2;45.627334778;08;1;5224;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;3;6;;;500000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;400000;1;4200000;1;;1;;2;12;30;1;;30;;;1;6;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;30;9;;1;400000;52;5224;9333;13
20260209;02;2026;8504122;1;5;1;60;;2;45.627334778;08;1;5224;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;3;6;;;300000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;250000;1;3000000;1;;1;;1;12;50;;;50;;;1;6;;2;;2;;;;2;2;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;15;8;;1;250000;52;5224;9333;7
20260209;02;2026;8504123;1;1;1;60;;2;47.094567689;08;1;4620;1;2;2;10;2;1;1;7810;1;2;1;1;1;;1;1;1;1;3;;2;1750000;2;;2;;;2;;2;;2;;2;;2;;;1;250000;2;1;47000;2;2;;;2;;;2;;;1;650000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;8;7;;1;;1;1;1;0;1;1;1;0;120;4;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;25;3;;1;1750000;46;4620;4321;9
20260209;02;2026;8504124;1;1;1;60;;1;1274.7997337;08;1;4741;2;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;36;2;;36;;;2;7;;2;;1;4;2;2;2;2;1;40;96;1;;2;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;5;3;;1;;47;4741;5223;84
20260209;02;2026;8504124;1;3;1;60;;1;1274.7997337;08;1;9511;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;1;2;1;1;1;6;;;1300000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;600000;1;;1;;3;;2;12;40;;;36;6;;2;7;;2;;2;;;;2;2;1;12;24;1;;2;;2;;;;;;;;1;14;2;1;2;;;;;;;;;;;;;1;1;1;2;1;1;3;;5;9;;1;600000;95;9511;7422;24
20260209;02;2026;8504125;1;1;1;60;;1;1257.496508;08;1;6910;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;1000000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;700000;1;;1;;1;;2;12;20;1;;6;6;;1;1;;3;;2;;;;2;2;1;0;3;4;;1;;2;;;;;;;;1;34;1;1;1;1;1;2;1;2;2;2;2;2;;1;1;2;2;1;2;2;1;14;;;3;;1;700000;69;6910;2611;24
20260209;02;2026;8504125;1;2;1;60;;1;1257.496508;08;1;8530;1;2;1;;1;;1;;1;1;1;1;2;;1;1;1;1;5;;2;3900000;2;;2;;;2;;2;;2;;2;;2;;;2;;;1;50000;2;2;;;2;;;2;;;1;3900000;1;1800000;1;1800000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;20;2;;20;;;9;7;;1;;1;3;1;16;1;1;2;;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;1;1;1;2;;30;5;;1;3900000;85;8530;2341;300
20260209;02;2026;8504125;1;3;1;60;;1;1257.496508;08;1;6910;2;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;1;1;1;6;;;800000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;;;700000;1;;1;;1;;1;12;15;1;;15;;;1;1;;3;;2;;;;2;2;1;0;1;4;;1;;2;;;;;;;;1;33;1;1;1;1;1;2;1;2;2;2;2;2;;1;1;2;1;1;2;2;1;14;;;3;;1;700000;69;6910;2611;24
20260209;02;2026;8504126;1;1;1;60;;1;2307.3038677;08;1;2023;1;2;2;3;2;1;2;7810;1;2;1;1;1;;1;1;1;1;3;;2;1750000;2;;2;;;2;;2;;2;;2;;2;;;1;250000;2;1;47000;2;2;;;2;;;2;;;2;;2;;2;;2;;2;;1;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;63;;;8;7;;1;;1;1;1;18;1;1;1;0;196;1;;3;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;13;;10;5;;1;1750000;20;2023;8183;2
