PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;FFT;DSI;P7250;P7280;P7280S1;P744;P3074;P7260;P1806;P7430;P7440S1;P7440S2;P7450;P7350;P7360;P9460;P1519;P1883;P7422;P7422S1;OFICIO1_C8;OFICIO2_C8;RAMA2D_D_R4;RAMA4D_D_R4
20260209;02;2026;8504104;1;2;1;70;;2;45.547661129;08;;1;8;4;;;;40;600000;1;1;1;6;1;3;2;2;;2;;9112;5131;56;5611
20260209;02;2026;8504104;1;3;1;70;;2;45.547661129;08;;1;8;1;;;;48;600000;2;;;;;;;2;;2;;5131;;;
20260209;02;2026;8504104;1;4;1;70;;2;45.547661129;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504104;1;5;1;70;;2;45.547661129;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504104;1;6;1;70;;2;45.547661129;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504105;1;1;1;70;;2;41.483594232;08;;1;4;1;;;;44;1750000;1;1;1;8;1;9;2;2;;2;;5321;9112;86;8621
20260209;02;2026;8504105;1;4;1;70;;2;41.483594232;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504109;1;2;1;70;;2;33.913733279;08;1;;;;;;;;;1;2;1;3;4;1;2;2;;2;;.;5244;47;4771
20260209;02;2026;8504112;1;4;1;70;;2;51.490621686;08;1;;;;;2;5;;600000;1;3;1;3;4;1;2;2;;2;;.;9111;81;8121
20260209;02;2026;8504113;1;1;1;70;;2;33.913733279;08;;1;52;1;;;;40;1500000;1;24;1;7;4;1;2;2;;2;;5223;5223;47;4759
20260209;02;2026;8504114;1;1;1;70;;2;38.198525407;08;1;;;;;2;5;;500000;1;60;1;3;3;1;2;2;;2;;.;9111;97;9700
20260209;02;2026;8504119;1;2;1;70;;2;49.312964903;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504120;1;3;1;70;;2;41.350891005;08;1;;;;;;;;;1;24;1;3;3;2;2;2;;2;;.;9111;97;9700
20260209;02;2026;8504121;1;3;1;70;;2;50.844673052;08;1;;;;;2;5;;1000000;1;12;1;2;1;3;2;2;;2;;.;9621;46;4651
20260209;02;2026;8504121;1;4;1;70;;2;50.844673052;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504122;1;1;1;70;;2;45.627334778;08;1;;;;;;;;;1;12;0;3;3;1;2;2;;2;;.;9111;97;9700
20260209;02;2026;8504122;1;4;1;70;;2;45.627334778;08;1;;;;;1;;30;300000;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504123;1;2;1;70;;2;47.094567689;08;1;;;;;2;5;;1000000;1;12;1;3;4;1;2;2;;2;;.;1420;47;4774
20260209;02;2026;8504124;1;2;1;70;;1;1274.7997337;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504124;1;4;1;70;;1;1274.7997337;08;1;;;;;;;;;1;240;0;5;1;8;2;3;;2;;.;8114;23;2395
20260209;02;2026;8504125;1;4;1;70;;1;1257.496508;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504125;1;5;1;70;;1;1257.496508;08;1;;;;;;;;;1;288;1;3;4;2;2;2;;2;;.;5311;85;8511
20260209;02;2026;8504126;1;2;1;70;;1;2307.3038677;08;1;;;;;1;;40;1000000;1;1;1;6;4;2;2;2;;2;;.;5120;56;5619
20260209;02;2026;8504126;1;3;1;70;;1;2307.3038677;08;;1;5;1;;;;48;1500000;1;1;1;1;1;8;2;2;;2;;7231;8183;20;2023
20260209;02;2026;8504126;1;4;1;70;;1;2307.3038677;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504127;1;1;1;70;;1;1709.3664755;08;1;;;;;;;;;1;480;1;3;3;1;2;2;;2;;.;9111;97;9700
20260209;02;2026;8504127;1;2;1;70;;1;1709.3664755;08;;1;12;1;;;;48;1750000;1;4;1;1;1;5;2;2;;2;;4110;4110;85;8559
20260209;02;2026;8504128;1;1;1;70;;1;1695.085261;08;1;;;;;1;;25;500000;1;12;0;3;4;2;2;2;;2;;.;5221;47;4711
20260209;02;2026;8504128;1;4;1;70;;1;1695.085261;08;1;;;;;;;;;1;240;0;4;4;7;2;2;;2;;.;8331;49;4921
20260209;02;2026;8504129;1;1;1;70;;1;1137.3124746;08;1;;;;;;;;;1;180;1;5;2;10;2;3;;2;;.;7233;65;6511
20260209;02;2026;8504129;1;2;1;70;;1;1137.3124746;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504130;1;2;1;70;;1;2121.7794832;08;1;;;;;;;;;1;631;2;3;3;1;2;2;;2;;.;9111;97;9700
20260209;02;2026;8504130;1;3;1;70;;1;2121.7794832;08;1;;;;;;;;;1;120;3;3;3;1;2;2;;2;;.;9111;97;9700
20260209;02;2026;8504132;1;2;1;70;;1;2112.2230392;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504133;1;3;1;70;;1;3729.3127407;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504134;1;2;1;70;;1;2518.719177;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504134;1;4;1;70;;1;2518.719177;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504139;1;3;1;70;;1;3030.9381385;08;;1;32;1;;;;48;1000000;2;;;;;;;2;;2;;5223;;;
20260209;02;2026;8504140;1;2;1;70;;1;2815.3602972;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504142;1;3;1;70;;1;1876.1836412;08;1;;;;;;;;;1;6;2;3;4;3;2;2;;2;;.;9621;93;9319
20260209;02;2026;8504144;1;2;1;70;;1;2216.1743403;08;1;;;;;;;;;1;36;2;3;1;7;2;2;;2;;.;5223;47;4771
20260209;02;2026;8504145;1;1;1;70;;1;1731.7585164;08;;1;20;1;;;;48;3000000;1;3;1;6;1;10;2;2;;2;;3122;3122;10;1011
20260209;02;2026;8504146;1;2;1;70;;1;2361.1348721;08;1;;;;;;;;;1;132;1;3;4;1;2;2;;2;;.;5141;96;9602
20260209;02;2026;8504147;1;1;1;70;;1;1180.3791458;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504147;1;2;1;70;;1;1180.3791458;08;1;;;;;;;;;1;310;2;1;1;6;2;2;;2;;.;3341;10;1011
20260209;02;2026;8504147;1;5;1;70;;1;1180.3791458;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504148;1;1;1;70;;1;1408.1486928;08;1;;;;;;;;;1;180;2;5;1;10;2;3;;2;;.;2265;86;8610
20260209;02;2026;8504148;1;2;1;70;;1;1408.1486928;08;1;;;;;;;;;1;190;3;5;1;10;2;3;;2;;.;9333;52;5222
20260209;02;2026;8504149;1;3;1;70;;1;2868.0196337;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504152;1;1;1;70;;1;1054.4170391;08;1;;;;;;;;;1;36;1;3;3;1;2;2;;2;;.;9111;97;9700
20260209;02;2026;8504152;1;6;1;70;;1;1054.4170391;08;1;;;;;;;;;1;156;1;4;4;1;2;2;;2;;.;7231;45;4520
20260209;02;2026;8504153;1;4;1;70;;1;1421.0008794;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504154;1;1;1;70;;1;1280.1351753;08;1;;;;;;;;;1;240;2;4;4;1;2;2;;2;;.;3434;56;5621
20260209;02;2026;8504156;1;1;1;70;;1;1664.3112912;08;1;;;;;;;;;1;180;1;5;2;10;2;3;;2;;.;2634;85;8530
20260209;02;2026;8504157;1;1;1;70;;1;2230.6112114;08;1;;;;;;;;;1;288;1;5;2;10;2;3;;2;;.;5412;84;8423
20260209;02;2026;8504157;1;2;1;70;;1;2230.6112114;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504157;1;3;1;70;;1;2230.6112114;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504157;1;5;1;70;;1;2230.6112114;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504158;1;2;1;70;;1;1845.6118207;08;1;;;;;;;;;1;120;2;3;1;2;2;2;;2;;.;5223;47;4741
20260209;02;2026;8504158;1;4;1;70;;1;1845.6118207;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504159;1;3;1;70;;1;1410.7884124;08;;1;4;1;;;;47;1750905;1;1;2;7;4;3;2;2;;2;;4321;5141;96;9602
20260209;02;2026;8504161;1;2;1;70;;1;2561.4732528;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504161;1;3;1;70;;1;2561.4732528;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504162;1;1;1;70;;2;974.63167284;13;1;;;;;;;;;1;84;0;4;1;10;2;2;;2;;.;4321;10;1012
20260209;02;2026;8504165;1;1;1;70;;2;974.63167284;13;1;;;;;;;;;1;12;0;8;1;10;2;2;;2;;.;5221;11;1104
20260209;02;2026;8504165;1;3;1;70;;2;974.63167284;13;1;;;;;;;;;1;36;0;6;3;1;2;2;;2;;.;9111;97;9700
20260209;02;2026;8504167;1;2;1;70;;2;896.28165867;13;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504167;1;3;1;70;;2;896.28165867;13;1;;;;;;;;;1;96;0;4;4;2;2;2;;2;;.;5221;47;4711
20260209;02;2026;8504168;1;2;1;70;;2;1764.6982822;13;1;;;;;;;;;1;24;0;1;1;10;2;2;;2;;.;5321;86;8610
20260209;02;2026;8504168;1;3;1;70;;2;1764.6982822;13;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504169;1;2;1;70;;2;1764.6982822;13;1;;;;;;;;;1;108;1;3;1;10;2;2;;2;;.;5243;10;1071
20260209;02;2026;8504169;1;3;1;70;;2;1764.6982822;13;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504171;1;2;1;70;;2;1040.3904935;13;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504172;1;1;1;70;;2;1560.9115134;13;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504173;1;3;1;70;;2;1017.1444304;13;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504174;1;2;1;70;;2;2295.5485833;13;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504174;1;3;1;70;;2;2295.5485833;13;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504174;1;4;1;70;;2;2295.5485833;13;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504174;1;5;1;70;;2;2295.5485833;13;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504175;1;1;1;70;;2;923.2810047;13;1;;;;;;;;;1;180;0;3;3;1;2;2;;2;;.;9111;97;9700
20260209;02;2026;8504175;1;2;1;70;;2;923.2810047;13;1;;;;;;;;;1;60;0;4;4;1;2;2;;2;;.;6111;01;0113
20260209;02;2026;8504176;1;1;1;70;;2;1560.9115134;13;1;;;;;;;;;1;4;1;4;4;1;2;2;;2;;.;9313;41;4111
20260209;02;2026;8504177;1;1;1;70;;2;1435.5251162;13;1;;;;;;;;;1;120;0;5;1;10;2;3;;2;;.;5329;86;8610
20260209;02;2026;8504178;1;2;1;70;;2;1111.0078561;13;1;;;;;;;;;1;24;1;3;4;1;2;2;;2;;.;5221;47;4761
20260209;02;2026;8504179;1;1;1;70;;2;1825.0627993;13;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504180;1;1;1;70;;2;1111.0078561;13;1;;;;;;;;;1;120;0;7;7;3;2;2;;2;;.;9211;01;0113
20260209;02;2026;8504180;1;2;1;70;;2;1111.0078561;13;1;;;;;;;;;1;240;0;4;3;1;2;2;;2;;.;9111;97;9700
20260209;02;2026;8504181;1;1;1;70;;2;1853.0787678;13;;1;20;1;;;;48;2200000;1;5;1;8;1;5;2;2;;2;;3212;3212;86;8691
20260209;02;2026;8504182;1;2;1;70;;2;2001.3972282;13;1;;;;;;;;;1;6;0;3;1;10;2;2;;2;;.;9112;51;5111
20260209;02;2026;8504182;1;3;1;70;;2;2001.3972282;13;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504182;1;4;1;70;;2;2001.3972282;13;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504183;1;1;1;70;;2;1159.7614568;44;;1;24;4;;;;40;1200000;2;;;;;;;2;;2;;5120;;;
20260209;02;2026;8504183;1;3;1;70;;2;1159.7614568;44;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504184;1;1;1;70;;2;1209.1336925;44;;1;4;3;;;;40;800000;1;2;4;6;3;1;2;2;;2;;9111;9111;97;9700
20260209;02;2026;8504184;1;2;1;70;;2;1209.1336925;44;1;;;;;1;;48;600000;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504186;1;3;1;70;;2;852.73014705;44;1;;;;;1;;48;1700000;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504187;1;1;1;70;;2;816.72159323;44;;1;8;1;;;;48;1750000;1;48;4;9;1;8;2;2;;2;;9321;9321;01;0122
20260209;02;2026;8504188;1;3;1;70;;2;1250.9113878;44;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504188;1;4;1;70;;2;1250.9113878;44;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504189;1;3;1;70;;2;537.3982002;44;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504190;1;1;1;70;;2;764.96992703;44;1;;;;;1;;48;600000;1;4;3;3;3;1;2;2;;2;;.;9111;97;9700
20260209;02;2026;8504190;1;3;1;70;;2;764.96992703;44;1;;;;;2;2;;900000;1;6;3;6;4;3;2;2;;2;;.;9313;41;4111
20260209;02;2026;8504191;1;1;1;70;;2;1246.5102134;44;1;;;;;2;5;;1000000;1;72;5;3;4;1;2;2;;2;;.;5142;96;9602
20260209;02;2026;8504192;1;1;1;70;;2;1021.0470504;44;1;;;;;;;;;1;24;2;6;4;1;2;2;;2;;.;7332;15;1513
20260209;02;2026;8504192;1;2;1;70;;2;1021.0470504;44;1;;;;;;;;;1;1;2;4;4;1;2;2;;2;;.;8321;49;4921
20260209;02;2026;8504198;1;2;1;70;;2;730.03330926;44;;1;12;4;;;;48;800000;1;3;5;8;4;1;2;2;;2;;8321;9313;41;4111
20260209;02;2026;8504199;1;1;1;70;;2;1103.24734;44;;1;16;1;;;;48;1300000;1;4;2;6;4;1;2;2;;2;;8323;8321;49;4921
20260209;02;2026;8504199;1;2;1;70;;2;1103.24734;44;;1;12;4;;;;40;1600000;1;3;2;8;4;10;2;2;;2;;2342;2342;84;8413
20260209;02;2026;8504200;1;2;1;70;;2;959.98446661;44;1;;;;;1;;48;1750000;1;2;3;8;4;1;2;2;;2;;.;7332;15;1513
20260209;02;2026;8504202;1;2;1;70;;2;1176.7775852;44;1;;;;;;;;;1;24;2;3;3;1;2;2;;2;;.;9111;97;9700
20260209;02;2026;8504203;1;2;1;70;;1;1091.5073873;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504203;1;4;1;70;;1;1091.5073873;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504204;1;2;1;70;;1;943.00883701;47;;1;12;4;;;;48;1750000;1;12;0;8;4;1;2;2;;2;;9313;9313;41;4111
20260209;02;2026;8504204;1;3;1;70;;1;943.00883701;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504204;1;5;1;70;;1;943.00883701;47;1;;;;;;;;;1;72;0;4;4;1;2;2;;2;;.;3322;47;4711
20260209;02;2026;8504204;1;6;1;70;;1;943.00883701;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504205;1;1;1;70;;1;888.20781984;47;1;;;;;;;;;1;240;0;7;4;1;2;2;;2;;.;5120;56;5619
20260209;02;2026;8504206;1;4;1;70;;1;990.78156808;47;;1;4;1;;;;44;1750905;1;2;0;8;1;4;2;2;;2;;4110;4110;84;8415
20260209;02;2026;8504209;1;2;1;70;;1;1504.8332175;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504211;1;2;1;70;;1;1292.2553283;47;1;;;;;;;;;1;36;0;3;3;1;2;2;;2;;.;9111;97;9700
20260209;02;2026;8504214;1;1;1;70;;1;529.55838407;47;1;;;;;;;;;1;240;0;4;3;1;2;2;;2;;.;9111;97;9700
20260209;02;2026;8504216;1;3;1;70;;1;1000.8036619;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504217;1;1;1;70;;1;880.93337722;47;;1;2;3;;;;44;1500000;1;1;0;7;3;1;2;2;;2;;9111;9111;97;9700
20260209;02;2026;8504217;1;2;1;70;;1;880.93337722;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504218;1;2;1;70;;1;771.66537013;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504220;1;1;1;70;;1;529.55838407;47;1;;;;;;;;;1;840;0;3;3;1;2;2;;2;;.;9111;97;9700
20260209;02;2026;8504220;1;2;1;70;;1;529.55838407;47;1;;;;;;;;;1;240;0;4;4;1;2;2;;2;;.;6111;01;0113
20260209;02;2026;8504221;1;1;1;70;;1;962.02233299;47;;1;2;1;;;;36;1800000;2;;;;;;;2;;2;;4110;;;
20260209;02;2026;8504225;1;1;1;70;;1;1316.2265551;47;1;;;;;;;;;1;3;0;7;4;1;2;2;;2;;.;5212;56;5619
20260209;02;2026;8504225;1;3;1;70;;1;1316.2265551;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504225;1;5;1;70;;1;1316.2265551;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504227;1;3;1;70;;1;424.68261112;47;1;;;;;;;;;1;120;0;4;4;1;2;2;;2;;.;6111;01;0113
20260209;02;2026;8504228;1;1;1;70;;1;913.04348781;47;1;;;;;;;;;1;16;2;5;1;10;2;3;;2;;.;5311;88;8891
20260209;02;2026;8504229;1;2;1;70;;1;1272.9591935;47;1;;;;;2;5;;800000;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504229;1;3;1;70;;1;1272.9591935;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504230;1;1;1;70;;1;1382.5639786;47;1;;;;;;;;;1;540;1;7;4;1;2;2;;2;;.;5221;47;4771
20260209;02;2026;8504230;1;4;1;70;;1;1382.5639786;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504231;1;1;1;70;;1;762.11192073;47;1;;;;;1;;40;1000000;1;28;2;7;4;1;2;2;;2;;.;6111;01;0111
20260209;02;2026;8504232;1;1;1;70;;1;1038.7362171;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504232;1;3;1;70;;1;1038.7362171;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504233;1;1;1;70;;1;762.11192073;47;1;;;;;;;;;1;120;0;4;4;1;2;2;;2;;.;6111;01;0114
20260209;02;2026;8504233;1;2;1;70;;1;762.11192073;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504234;1;1;1;70;;1;955.16900397;47;1;;;;;;;;;1;156;0;4;4;1;2;2;;2;;.;5211;47;4781
20260209;02;2026;8504234;1;2;1;70;;1;955.16900397;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504235;1;1;1;70;;1;1081.5135478;47;1;;;;;;;;;1;300;0;5;2;10;2;3;;2;;.;5329;86;8610
20260209;02;2026;8504235;1;2;1;70;;1;1081.5135478;47;;1;12;1;;;;46;2000000;1;12;0;8;1;10;2;1;1;2;;1420;4227;73;7320
20260209;02;2026;8504236;1;2;1;70;;1;1364.1451612;47;1;;;;;;;;;1;24;2;3;1;3;2;2;;2;;.;5246;56;5613
20260209;02;2026;8504237;1;2;1;70;;1;1805.1581576;47;1;;;;;1;;40;2000000;1;3;0;8;1;6;2;2;;2;;.;2341;85;8530
20260209;02;2026;8504237;1;3;1;70;;1;1805.1581576;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504238;1;1;1;70;;1;762.11192073;47;1;;;;;;;;;1;108;0;4;1;2;2;2;;2;;.;5223;45;4530
20260209;02;2026;8504239;1;2;1;70;;1;1602.7226888;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504239;1;3;1;70;;1;1602.7226888;47;;1;20;1;;;;48;2000000;2;;;;;;;2;;2;;8342;;;
20260209;02;2026;8504239;1;4;1;70;;1;1602.7226888;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504240;1;1;1;70;;1;537.27532582;47;1;;;;;;;;;1;120;0;5;7;4;2;2;;2;;.;9212;01;0141
20260209;02;2026;8504240;1;2;1;70;;1;537.27532582;47;1;;;;;;;;;1;24;0;5;3;1;2;2;;2;;.;9111;97;9700
20260209;02;2026;8504240;1;4;1;70;;1;537.27532582;47;1;;;;;;;;;1;36;0;4;3;1;2;2;;2;;.;9111;97;9700
20260209;02;2026;8504241;1;3;1;70;;1;1183.5370842;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504243;1;2;1;70;;1;1116.8603296;47;1;;;;;;;;;1;240;2;3;3;1;2;2;;2;;.;9111;97;9700
20260209;02;2026;8504243;1;3;1;70;;1;1116.8603296;47;;1;3;1;;;;48;1750000;2;;;;;;;2;;2;;3115;;;
20260209;02;2026;8504244;1;1;1;70;;1;1475.6294132;47;1;;;;;;;;;1;2;0;8;2;10;2;2;;2;;.;5312;85;8530
20260209;02;2026;8504244;1;3;1;70;;1;1475.6294132;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504245;1;4;1;70;;1;633.19217302;47;1;;;;;;;;;1;25;1;8;1;4;2;2;;2;;.;5223;47;4755
20260209;02;2026;8504246;1;3;1;70;;1;1218.2963858;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504246;1;4;1;70;;1;1218.2963858;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504247;1;1;1;70;;1;1001.2925441;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504248;1;2;1;70;;1;604.72413774;47;1;;;;;;;;;1;60;0;5;7;4;2;2;;2;;.;9213;01;0141
20260209;02;2026;8504248;1;3;1;70;;1;604.72413774;47;1;;;;;;;;;1;40;0;5;1;4;2;2;;2;;.;9111;01;0141
20260209;02;2026;8504249;1;2;1;70;;1;1217.8770217;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504250;1;2;1;70;;1;606.61903106;47;1;;;;;;;;;1;64;3;3;4;10;2;2;;2;;.;4212;92;9200
20260209;02;2026;8504251;1;1;1;70;;1;1456.7825191;47;;1;24;2;;;;30;1750905;1;3;1;8;2;7;2;2;;2;;2342;2342;85;8530
20260209;02;2026;8504251;1;3;1;70;;1;1456.7825191;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504252;1;1;1;70;;1;969.01600315;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504252;1;3;1;70;;1;969.01600315;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504252;1;4;1;70;;1;969.01600315;47;;1;40;1;;;;40;1750000;2;;;;;;;2;;2;;5223;;;
20260209;02;2026;8504253;1;3;1;70;;1;907.77503217;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504254;1;1;1;70;;1;1068.318081;47;1;;;;;;;;;1;120;0;3;3;1;2;2;;2;;.;9111;97;9700
20260209;02;2026;8504254;1;2;1;70;;1;1068.318081;47;1;;;;;;;;;1;72;0;6;4;1;2;2;;2;;.;9333;49;4923
20260209;02;2026;8504254;1;4;1;70;;1;1068.318081;47;1;;;;;;;;;1;18;0;8;1;8;2;2;;2;;.;5223;47;4772
20260209;02;2026;8504257;1;2;1;70;;1;775.01376789;47;1;;;;;;;;;1;12;3;3;4;1;2;2;;2;;.;3322;47;4792
20260209;02;2026;8504257;1;3;1;70;;1;775.01376789;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504263;1;3;1;70;;1;831.24589407;47;1;;;;;1;;40;1500000;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504263;1;4;1;70;;1;831.24589407;47;1;;;;;1;;44;1750905;1;1;0;8;4;2;2;2;;1;450000;.;5223;47;4771
20260209;02;2026;8504264;1;2;1;70;;1;555.61850333;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504264;1;3;1;70;;1;555.61850333;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504265;1;3;1;70;;1;1431.4271291;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504265;1;5;1;70;;1;1431.4271291;47;;1;4;3;;;;40;700000;2;;;;;;;2;;2;;9111;;;
20260209;02;2026;8504266;1;1;1;70;;1;1227.9471896;47;1;;;;;2;2;;1750000;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504266;1;3;1;70;;1;1227.9471896;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504266;1;4;1;70;;1;1227.9471896;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504267;1;1;1;70;;1;1038.4355522;47;1;;;;;;;;;1;84;2;4;7;4;2;2;;2;;.;6121;01;0141
20260209;02;2026;8504269;1;1;1;70;;1;1079.4339867;47;1;;;;;;;;;1;150;3;3;3;1;2;2;;2;;.;9111;97;9700
20260209;02;2026;8504269;1;2;1;70;;1;1079.4339867;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504270;1;2;1;70;;1;1075.5951644;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504271;1;1;1;70;;1;1181.5215959;47;1;;;;;;;;;1;3;1;7;4;1;2;2;;2;;.;5223;47;4723
20260209;02;2026;8504271;1;4;1;70;;1;1181.5215959;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504273;1;1;1;70;;2;363.92096497;47;1;;;;;;;;;1;5;0;4;4;1;2;2;;2;;.;5223;47;4721
20260209;02;2026;8504273;1;2;1;70;;2;363.92096497;47;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.
20260209;02;2026;8504273;1;4;1;70;;2;363.92096497;47;1;;;;;;;;;1;144;0;3;1;5;2;2;;2;;.;5223;47;4724
