DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P388;P6440;P6450;P6460;P6460S1;P6400;P6410;P6422;P6424S1;P6424S2;P6424S3;P6426;P6430S1;P6480;P6480S1;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P6765;P6765S1;P6772;P6772S1;P6773S1;P6775;P6750;P6760;P550;P6780;P6780S1;P1879;P1805;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P3148;P6870;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S7A1;P6980S8;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P1880;P7040;P390;P7045;P7050;P7050S1;P7070;P7075;P7077;P7090;P7100;P7110;P7120;P7130;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P1881;P1882;P7240;P7240S1;P6980;P7140;OFICIO;RAMA2D_R4;OCI;MES;P6430;RAMA4D_R4;INGLABO;DPTO;fex_c_2011;RAMA4DP8_R4
6,007,754;1;1;1;60;05;1;5;1;2;1;;1;;1;2;2;1;12;;2;;2;908,526;2;;;2;;2;;2;;2;;2;;;1;106,454;2;1;34,000;2;2;;;2;;;2;;;1;900,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;3;1;;;;;;;;;1;1;1;3;12;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;1;25;5;;1;;77;10;1;11;1;1011;908526;05;1122.243994;
6,007,754;1;2;1;60;05;1;5;1;2;1;;1;;1;2;2;1;60;;2;;2;1,600,000;2;;;2;;2;;2;;2;;2;;;1;106,454;2;2;;;2;;;2;;;2;;;1;1,600,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;6;7;;1;;1;2;1;6;1;;;;;;;;;1;1;1;0;12;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;1;55;2;;1;;19;42;1;11;1;4290;1600000;05;1122.243994;
6,007,755;1;1;1;60;05;1;5;1;2;2;5;1;;1;1;2;1;4;;1;;2;1,060,000;2;;;2;;2;;2;;2;;2;;;1;106,454;1;1;38,000;2;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;10;1;;;;;;;;;1;1;1;0;54;1;;3;2;;;;;;;;2;;;;1;1;2;1;2;2;2;1;2;2;;2;1;1;1;2;2;1;2;2;10;5;;1;1;45;47;1;11;1;4773;1060000;05;1187.847954;
6,007,755;1;2;1;60;05;1;5;1;2;1;;1;;1;1;2;1;60;;1;;2;1,100,000;2;;;2;;2;;2;;2;;2;;;1;106,454;1;1;38,000;2;2;;;2;;;2;;;1;1,000,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;0;1;;2;9;7;;1;;1;1;1;7;1;;;;;;;;;1;1;1;60;2;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;4;80;5;;1;;34;46;1;11;1;4651;1100000;05;1187.847954;
6,007,756;1;1;1;60;05;1;5;2;;;;;;;;;;204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;3;1;0;3;7;;1;1;2,021;2;1,000,000;1;;3;;6;2;12;77;;.;77;;;;3;7;;1;;2;;;;;;;;;;;;1;1;2;1;0;48;1;;10;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;2;5;;1;;41;47;1;11;5;4773;1000000;05;1187.847954;
6,007,756;1;2;1;60;05;1;5;2;;;;;;;;;;204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;3;1;0;3;7;;1;1;2,021;2;1,000,000;1;;3;;6;2;12;50;;.;50;;;;3;7;;3;;2;;;;;;;;;;;;1;1;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;2;3;;1;;42;47;1;11;5;4773;1000000;05;1187.847954;
6,007,757;1;1;1;60;05;1;5;1;2;1;;1;;1;2;2;1;8;;1;;2;1,100,000;2;;;2;;2;;2;;2;;2;;;1;106,454;2;2;;;2;;;2;;;2;;;1;450,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;8;60;;.;60;;;;9;4;;1;;1;2;1;3;1;;;;;;;;;1;1;1;4;24;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;30;5;;1;;98;46;1;11;1;4690;1100000;05;1071.6002924;
6,007,757;1;2;1;60;05;1;5;2;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;2;;;2;1,500,000;1;;3;;8;2;12;70;;.;70;;;;1;1;;10;;2;;;;;;;;;;;;1;2;2;1;36;24;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;5;;1;;79;14;1;11;4;1410;1500000;05;1071.6002924;
6,007,758;1;2;1;60;05;1;5;1;2;1;;1;;1;1;1;1;192;;5;;2;8,750,000;2;;;2;;2;;2;;1;1,000,000;2;;;2;;;2;;;2;;;2;;;1;1,000,000;2;1;8,000,000;1;6,000,000;1;5,000,000;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;42;;.;42;;;;9;1;;1;;1;1;1;24;1;;;;;;;;;1;1;1;0;180;4;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;1;1;1;14;;5;;1;;13;85;1;11;2;8551;8750000;05;1071.6002924;
6,007,759;1;1;1;60;05;1;5;2;;;;;;;;;;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;6;5;1;0;3;7;;1;1;2,021;1;60,000,000;1;;3;;3;2;12;50;;.;50;;;;4;7;;1;;1;2;2;8;1;;;;;;;;;1;1;1;1;20;1;;10;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;20;3;;1;;41;47;1;11;5;4741;60000000;05;1130.0475499;
6,007,759;1;2;1;60;05;1;5;2;;;;;;;;;;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;6;5;1;0;3;7;;1;1;2,021;2;60,000,000;1;;3;;3;2;12;50;;.;50;;;;4;7;;3;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;20;3;;1;;41;47;1;11;5;4741;60000000;05;1130.0475499;
6,007,759;1;4;1;60;05;1;5;1;1;;;1;;1;1;2;1;36;;1;;2;1,100,000;2;;;1;500,000;1;300,000;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;1,000,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;50;;.;50;;;;1;1;;1;;1;1;3;13;1;;;;;;;;;1;1;1;2;30;3;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;5;;1;;54;97;1;11;3;9700;1900000;05;1130.0475499;
6,007,760;1;1;1;60;05;1;5;1;2;1;;1;;1;1;1;1;300;;5;;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;98;1;98;1;98;1;98;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;40;;.;40;;;;9;7;;1;;1;2;1;35;1;;;;;;;;;1;1;1;0;13;1;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;15;8;;1;;12;84;1;11;2;8424;;05;1064.5184795;
6,007,760;1;2;1;60;05;1;5;2;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;;;;;3;3,000,000;1;;3;;11;2;12;40;;.;40;;;;1;1;;1;;2;;;;;;;;;;;;1;2;2;1;0;20;1;;10;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;5;;1;;12;69;1;11;4;6910;3000000;05;1064.5184795;
6,007,761;1;1;1;60;05;1;5;2;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;2;;;2;5,000,000;1;;3;;3;1;12;50;;.;50;;;;1;1;;1;;2;;;;1;;;;;;;;;2;2;1;12;12;4;;13;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;10;PENSION;1;;45;46;1;11;4;4663;5000000;05;1147.1624098;
6,007,762;1;1;1;60;05;1;5;1;2;1;;1;;1;1;2;1;72;;2;;1;13,252,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;40;;.;40;;;;9;1;;1;;1;2;1;30;1;;;;;;;;;1;1;1;2;20;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;2;;1;;11;22;1;11;1;2229;13252000;05;945.83022774;
6,007,762;1;3;1;60;05;1;5;1;2;2;6;1;;1;2;2;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;;;;;3;1,700,000;1;;3;;3;2;12;50;;.;50;;;;9;7;;1;;1;1;2;3;1;;;;;;;;;1;2;1;1;36;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;4;60;8;;1;;19;86;1;11;4;8610;1700000;05;945.83022774;
6,007,762;1;4;1;60;05;1;5;1;1;;;1;;1;2;2;2;7;;1;;2;3,000,000;2;;;2;;2;;2;;2;;2;;;1;98;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;40;;.;40;;;;4;7;;1;;2;;;;;;;;;;;;1;2;2;1;0;12;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;6;20;3;;1;;16;73;1;11;1;7310;3000000;05;945.83022774;
6,007,762;1;6;1;60;05;1;5;1;2;1;;1;;1;1;2;1;360;;1;;2;1,000,000;2;;;1;200,000;1;300,000;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;900,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;50;;.;50;;;;1;1;;1;;1;2;3;20;1;;;;;;;;;1;1;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;5;;1;;54;97;1;11;3;9700;1500000;05;945.83022774;
6,007,763;1;1;1;60;05;1;5;2;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;0;3;7;;1;1;2,021;2;1,000,000;1;;3;;3;2;12;50;;.;50;;;;2;7;;3;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;2;2;1;1;6;30;3;;1;;41;46;1;11;4;4665;1000000;05;1072.3275875;
6,007,763;1;2;1;60;05;1;5;2;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;0;3;7;;1;1;2,021;1;1,000,000;1;;3;;1;2;12;50;;.;50;;;;2;7;;4;;2;;;;;;;;;;;;1;2;2;1;3;36;1;;10;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;40;3;;1;;41;46;1;11;4;4665;1000000;05;1072.3275875;
6,007,766;1;1;1;60;05;1;5;2;;;;;;;;;;480;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;4;;;;;2;6,000,000;1;;3;;3;2;12;50;;.;50;;;;1;2;;3;;2;;;;;;1;;;;;;;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;2;2;1;1;8;30;2;;1;;44;68;1;11;4;6820;6000000;05;1029.5728022;
6,007,766;1;2;1;60;05;1;5;2;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;2;;;2;4,000,000;1;;3;;3;2;12;40;;.;40;;;;1;7;;1;;1;2;2;23;;;;1;;;;;;1;1;1;12;180;1;;9;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;2;8;30;3;;1;;16;74;1;11;4;7410;4000000;05;1029.5728022;
6,007,766;1;3;1;60;05;1;5;1;2;1;;1;;1;1;2;1;24;;7;POR LA UNIVERSIDAD;2;2,500,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;2,500,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;40;;.;40;;;;9;7;;1;;1;1;1;2;1;;;;;;;;;1;1;2;;;;;;2;;;;;;;;2;;;;1;1;1;2;2;2;2;2;2;2;;2;2;1;2;2;2;1;1;8;30;3;;1;1;21;46;1;11;1;4642;2500000;05;1029.5728022;
6,007,769;1;1;1;60;05;1;5;1;2;1;;1;;1;1;2;1;70;;2;;2;908,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;908,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;3;7;;1;;1;1;1;6;1;;;;;;;;;1;2;1;2;12;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;20;1;;1;;54;55;1;11;1;5511;908000;05;1088.6402625;
6,007,769;1;2;1;60;05;1;5;1;2;2;12;1;;1;1;2;1;18;;3;;1;908,000;2;;;2;;2;;2;;2;;2;;;1;106,000;1;2;;;2;;;2;;;2;;;1;908,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;2;1;2;1;;;;;;;;;1;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;60;1;;1;;33;86;1;11;1;8691;908000;05;1088.6402625;
6,007,770;1;1;1;60;05;1;5;1;2;2;12;2;4;1;1;2;1;48;;2;;1;1,200,000;2;;;2;;2;;2;;2;;2;;;1;106,454;1;2;;;2;;;2;;;2;;;1;1,100,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;84;;.;84;;;;9;7;;1;;1;2;1;4;1;;;;;;;;;1;1;1;12;8;1;;1;2;;;;;;;;2;;;;1;1;1;1;2;2;2;1;2;1;PODER ESTUDIAR;2;1;2;1;2;2;1;2;4;90;8;;1;1;58;23;1;11;1;2394;1200000;05;1129.3258068;8010
6,007,771;1;1;1;60;05;1;5;1;1;;;1;;1;2;2;2;5;;1;;2;1,100,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;1;200,000;2;;2;;;;;;;;;.;;;;;;;;;.;;;5;48;;.;48;;;;2;4;;1;;3;;;;;;;;;;;;;1;1;1;18;84;1;;4;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;20;10;POR LA PENSION;;;98;49;1;11;1;4923;1100000;05;1483.6136071;
6,007,771;1;2;1;60;05;1;5;1;2;1;;2;4;1;1;2;1;1;;2;;1;908,526;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;6;48;;.;48;;;;9;7;;1;;1;1;1;2;1;;;;;;;;;1;1;1;6;18;1;;5;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;30;3;;1;;38;51;1;11;1;5111;908526;05;1483.6136071;8220
6,007,772;1;1;1;60;05;1;5;1;2;1;;1;;1;1;2;1;36;;2;;2;1,400,000;1;50,000;2;2;;2;;2;;2;;2;;;1;106,454;1;2;;;2;;;2;;;2;;;1;1,300,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;3;1;;;;;;;;;1;1;1;0;72;1;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;13;10;8;;1;;71;08;1;11;1;0811;1400000;05;1114.7586294;
6,007,772;1;2;1;60;05;1;5;2;;;;;;;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;2;;;2;900,000;1;;1;;1;2;12;36;2;;36;;;;1;6;;2;;2;;;;;;;;;;;;1;2;2;1;5;360;4;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;4;60;3;;1;;45;47;1;11;4;4789;900000;05;1114.7586294;
6,007,773;1;1;1;60;05;1;5;2;;;;;;;;;;360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;1;4;0;3;7;;1;1;2,021;2;908,526;1;;3;;7;2;12;50;;.;50;;;;3;7;;3;;1;2;2;20;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;5;5;;1;;41;47;1;11;5;4761;908526;05;1071.6002924;
6,007,774;1;1;1;60;05;1;5;2;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;700,000;1;;3;;3;2;6;50;;.;50;;;;1;2;;2;;2;;;;;;;;;;;;1;2;2;1;6;240;4;;3;2;;;;;;;;2;;;;1;1;1;1;2;2;2;2;2;2;;2;1;1;2;2;2;1;1;11;60;8;;1;1;95;41;1;11;4;4111;700000;05;1187.847954;
6,007,775;1;1;1;60;05;1;5;2;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;2;;;2;600,000;1;;1;;1;2;6;20;1;;20;;;;1;1;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;1;20;1;1;1;1;1;2;1;2;2;2;2;2;;1;1;2;2;2;2;2;1;14;;3;;1;1;45;47;1;11;4;4771;600000;05;1197.4774493;
6,007,776;1;2;1;60;05;1;5;1;2;1;;1;;1;1;2;1;7;;1;;2;908,526;2;;;2;;2;;2;;2;;2;;;1;106,454;1;2;;;2;;;2;;;2;;;1;300,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;7;48;;.;48;;;;4;7;;1;;1;1;1;0;1;;;;;;;;;1;1;2;;;;;;2;;;;;;;;2;;;;1;1;1;1;2;2;2;1;2;2;;2;1;2;2;2;2;1;1;2;40;8;;1;1;97;47;1;11;1;4752;908526;05;1123.5859399;
6,007,777;1;1;1;60;05;1;5;1;2;2;3;1;;1;1;2;1;2;;1;;2;1,500,000;2;;;2;;2;;2;;2;;2;;;1;106,454;2;1;64,000;2;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;80;;.;80;;;;5;4;;1;;1;1;1;10;1;;;;;;;;;1;1;1;0;1;1;;3;2;;;;;;;;2;;;;1;2;2;1;2;2;2;2;2;2;;2;1;1;2;2;2;1;2;4;60;5;;1;1;98;49;1;11;1;4923;1500000;05;1138.3350993;
6,007,781;1;1;1;60;05;1;5;1;2;1;;1;;1;1;2;1;11;;1;;2;1,900,000;2;;;2;;2;;2;;2;;2;;;1;106,454;2;1;105,000;2;2;;;2;;;2;;;1;800,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;11;48;;.;48;;;;4;7;;1;;1;2;1;13;1;;;;;;;;;1;1;1;1;96;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;30;8;;1;;92;73;1;11;1;7310;1900000;05;1585.2940914;
6,007,782;1;1;1;60;05;1;5;1;1;;;1;;1;2;2;2;84;;1;;2;800,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;70;;.;70;;;;2;4;;2;;2;;;;;;;;;;;;1;2;2;1;1;192;1;;1;2;;;;;;;;2;;;;1;2;1;1;2;2;2;1;2;1;DESEA UN TRABAJO CON PRESTACIONES;1;1;1;2;2;2;1;2;11;15;8;;1;1;97;47;1;11;1;4759;800000;05;1138.3350993;
6,007,782;1;2;1;60;05;1;5;2;;;;;;;;;;132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;1;3;5;;;;;3;140,000;1;;3;;3;2;12;15;2;;15;;;;2;1;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;2;2;1;1;14;;8;;1;;45;47;1;11;4;4792;140000;05;1138.3350993;
6,007,782;1;3;1;60;05;1;5;2;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.;;;;;;;;;.;;;12;14;2;;14;;;;2;1;;2;;2;;;;;;;;;;;;1;2;2;1;24;3;1;;1;2;;;;;;;;2;;;;1;1;1;2;2;2;2;2;2;1;DESEA UN TRABAJO REMUNERADO Y CON PRESTACIONES;1;1;1;2;1;2;1;1;14;;3;;1;1;45;47;1;11;6;4792;;05;1138.3350993;
6,007,784;1;2;1;60;05;1;5;1;2;1;;1;;1;1;2;1;58;;1;;2;908,526;2;;;2;;2;;2;;2;;2;;;1;106,454;2;2;;;2;;;2;;;2;;;1;910,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;15;1;;;;;;;;;1;1;1;24;12;4;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;30;3;;1;;45;92;1;11;1;9200;908526;05;1122.243994;
6,007,786;1;1;1;60;05;1;5;2;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;2;400,000;1;;3;;3;2;12;60;;.;60;;;;1;2;;2;;2;;;;;;;;;;;;1;2;2;1;0;4;1;;5;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;1;50;5;;1;;87;33;1;11;4;3311;400000;05;1129.3258068;
6,007,787;1;3;1;60;05;1;5;1;2;1;;1;;1;1;2;1;6;;2;;1;1,300,000;2;;;2;;2;;2;;2;;2;;;1;106,454;2;2;;;2;;;2;;;2;;;1;1,240,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;2;1;10;1;;;;;;;;;1;1;1;0;12;1;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;4;60;2;;1;;59;86;1;11;1;8621;1300000;05;963.4848487;
6,007,787;1;4;1;60;05;1;5;2;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;2;;;2;100,000;1;;3;;3;2;12;30;2;;30;;;;1;6;;2;;2;;;;;;;;;;;;1;2;2;1;18;120;4;;13;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;30;5;;1;;45;47;1;11;4;4782;100000;05;963.4848487;
6,007,789;1;1;1;60;05;1;5;2;;;;;;;;;;72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;300,000;1;;1;;5;1;12;70;;.;70;;;;1;5;;2;;2;;;;;;;;;;;;1;2;2;1;2;60;1;;2;2;;;;;;;;2;;;;1;2;1;2;2;2;2;1;2;1;DESEA UN TRABAJO CON PRESTACIONES;1;1;1;2;1;2;2;2;2;20;8;;1;1;39;82;1;11;4;8299;300000;05;1005.5581115;
6,007,789;1;3;1;60;05;1;5;1;2;1;;1;;1;1;2;1;96;;1;;2;908,526;2;;;1;120,000;2;;2;;2;;2;;;1;106,454;2;1;70,000;2;2;;;2;;;2;;;1;900,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;1;2;;1;;1;1;3;8;1;;;;;;;;;1;1;1;4;72;4;;3;2;;;;;;;;2;;;;1;2;1;2;2;2;2;1;2;2;;1;1;1;2;1;2;1;1;2;120;8;;1;1;54;97;1;11;3;9700;1028526;05;1005.5581115;
6,007,789;1;4;1;60;05;1;5;1;2;1;;1;;1;1;2;1;1;;1;;2;908,526;2;;;2;;2;;2;;2;;2;;;1;106,454;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;6;48;;.;48;;;;3;7;;1;;1;1;1;0;1;;;;;;;;;1;2;1;3;3;1;;1;2;;;;;;;;2;;;;1;1;1;2;2;2;2;1;2;2;;1;1;1;2;1;2;2;1;2;40;8;;1;1;77;47;1;11;1;4723;908526;05;1005.5581115;
6,007,789;1;5;1;60;05;1;5;1;1;;;1;;1;2;2;2;6;;1;;2;350,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;6;48;;.;48;;;;2;2;;3;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;1;1;1;2;1;2;2;1;2;2;;1;1;1;2;1;2;2;1;2;30;3;;1;1;95;41;1;11;1;4111;350000;05;1005.5581115;
6,007,789;1;6;1;60;05;1;5;1;2;1;;1;;1;1;2;1;12;;1;;2;908,526;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;900,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;60;;.;60;;;;3;4;;1;;1;1;1;1;1;;;;;;;;;1;1;1;7;12;1;;2;2;;;;;;;;2;;;;1;2;1;2;2;2;2;2;2;2;;1;1;1;2;1;2;2;1;2;30;8;;1;1;98;49;1;11;1;4921;908526;05;1005.5581115;
6,007,793;1;1;1;60;05;1;5;2;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;1;2;;2;500,000;1;;3;;4;2;12;48;;.;48;;;;1;1;;10;;2;;;;;;;;;;;;1;2;2;1;0;36;1;;13;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;14;;3;;1;;19;47;1;11;4;4729;500000;05;1129.3258068;
