PERIODO,DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,P7495,P7500S1,P7500S1A1,P7500S2,P7500S2A1,P7500S3,P7500S3A1,P7505,P7510S1,P7510S1A1,P7510S2,P7510S2A1,P7510S3,P7510S3A1,P750S1,P750S2,P750S3,P750S1A1,P750S2A1,P1661S1,P1661S2,P1661S3,P1661S4,P1661S1A1,P1661S2A1,P1661S3A1,P1661S4A1,P1661S4A2,P750S3A1,P7510S5,P7510S5A1,P7510S6,P7510S6A1,P7510S7,P7510S7A1,CLASE,AREA,MES,DPTO,P3367,P3368,P3369,P3370,P3370S1,P3371,P3371S1,P3371S2,P3371S3,P3371S4,P3372,P3372S1,FEX_C18,PER,REGIS
20220102,5013701,1,3,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,323.25634783,2022,90
20220103,5013702,1,1,1,1,1,98,2,,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,518.54469832,2022,90
20220103,5013702,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,518.54469832,2022,90
20220103,5013702,1,3,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,518.54469832,2022,90
20220103,5013703,1,1,1,2,,,,,,,1,2,,2,,1,80000,,1,,,80000,,,1,,,,80000,,,,2,,2,,2,,1,68,1,68,2,,,2,,2,,,,,2,,348.49841176,2022,90
20220103,5013703,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,348.49841176,2022,90
20220103,5013703,2,1,2,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,348.49841176,2022,90
20220103,5013704,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,360.14365445,2022,90
20220103,5013704,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,360.14365445,2022,90
20220103,5013704,1,3,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,360.14365445,2022,90
20220103,5013705,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,360.70448407,2022,90
20220103,5013705,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,360.70448407,2022,90
20220103,5013705,1,3,1,2,,,,,,,1,2,,2,,1,1816000,,1,,,1816000,,,,1,,,,SER PILO PAGA,1816000,,2,,2,,2,,1,68,1,68,2,,,2,,2,,,,,2,,360.70448407,2022,90
20220103,5013705,1,4,1,2,,,,,,,1,2,,2,,1,900000,,1,,,900000,,,,1,,,,GENERACION E,900000,,2,,2,,2,,1,68,1,68,2,,,2,,2,,,,,2,,360.70448407,2022,90
20220103,5013707,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,230.02367932,2022,90
20220103,5013707,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,230.02367932,2022,90
20220103,5013707,1,3,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,230.02367932,2022,90
20220103,5013707,1,5,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,230.02367932,2022,90
20220103,5013708,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,1,99,99,2,,9,,,,,2,,279.24885837,2022,90
20220103,5013708,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,279.24885837,2022,90
20220103,5013708,1,3,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,279.24885837,2022,90
20220103,5013709,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,203.32448343,2022,90
20220103,5013709,1,2,1,2,,,,,,,1,2,,2,,1,160000,,1,,,160000,,,,1,,,,INGRESO SOLIDARIO,160000,,2,,2,,2,,1,68,1,68,2,,,2,,2,,,,,2,,203.32448343,2022,90
20220103,5013709,1,4,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,203.32448343,2022,90
20220103,5013709,1,5,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,203.32448343,2022,90
20220103,5013709,1,6,1,2,,,,,,,1,1,50000,2,,1,80000,,1,,,80000,,,1,,,,80000,,,,2,,2,,2,,1,68,1,68,2,,,2,,2,,,,,2,,203.32448343,2022,90
20220103,5013710,1,1,1,2,,,,,,,1,2,,2,,1,960000,,1,,,960000,,,1,,,,960000,,,,2,,2,,2,,1,68,1,68,2,,,2,,2,,,,,2,,173.59073424,2022,90
20220103,5013710,1,2,1,2,,,,,,,1,2,,2,,1,960000,,1,,,960000,,,1,,,,960000,,,,2,,2,,2,,1,68,1,68,2,,,2,,2,,,,,2,,173.59073424,2022,90
20220103,5013710,1,3,1,2,,,,,,,1,1,400000,2,,1,1280000,,1,,,1280000,,,,1,,,,BONO SOLIDARIO,1280000,,2,,2,,2,,1,68,1,68,2,,,2,,2,,,,,2,,173.59073424,2022,90
20220103,5013710,1,4,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,173.59073424,2022,90
20220103,5013711,1,1,1,2,,,,,,,1,2,,2,,1,1920000,,1,,,1920000,,,,1,,,,INGRESO SOLIDARIO,1920000,,2,,2,,2,,1,68,1,68,2,,,2,,2,,,,,2,,149.48540614,2022,90
20220103,5013711,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,149.48540614,2022,90
20220103,5013711,1,4,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,1,60000,2,,,,,2,,149.48540614,2022,90
20220103,5013711,1,5,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,149.48540614,2022,90
20220103,5013711,1,7,1,2,,,,,,,1,1,7200000,2,,2,,,,,,,,,,,,,,,,,2,,2,,2,,1,68,1,68,2,,,2,,2,,,,,2,,149.48540614,2022,90
20220103,5013711,1,8,1,2,,,,,,,1,1,1200000,2,,2,,,,,,,,,,,,,,,,,2,,2,,2,,1,68,1,68,2,,,2,,2,,,,,2,,149.48540614,2022,90
20220103,5013711,1,9,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,149.48540614,2022,90
20220103,5013711,1,10,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,149.48540614,2022,90
20220103,5013712,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,261.75546287,2022,90
20220103,5013712,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,261.75546287,2022,90
20220103,5013712,1,3,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,261.75546287,2022,90
20220103,5013713,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,325.78760433,2022,90
20220103,5013713,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,325.78760433,2022,90
20220103,5013713,1,3,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,325.78760433,2022,90
20220103,5013714,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,248.75370042,2022,90
20220103,5013714,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,248.75370042,2022,90
20220103,5013714,1,3,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,248.75370042,2022,90
20220103,5013714,1,5,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,248.75370042,2022,90
20220103,5013715,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,1,0,98,2,,2,,,,,2,,362.90733749,2022,90
20220103,5013715,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,1,99,2,,,,,2,,362.90733749,2022,90
20220103,5013715,1,3,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,362.90733749,2022,90
20220103,5013716,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,346.87901175,2022,90
20220103,5013716,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,346.87901175,2022,90
20220103,5013717,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,307.27752813,2022,90
20220103,5013719,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,211.65849494,2022,90
20220103,5013719,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,1,99,2,,,,,2,,211.65849494,2022,90
20220103,5013719,1,4,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,211.65849494,2022,90
20220103,5013719,1,5,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,211.65849494,2022,90
20220103,5013720,1,1,1,1,1,350000,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,1,0,0,2,,2,,,,,9,,410.44561884,2022,90
20220103,5013720,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,410.44561884,2022,90
20220103,5013720,1,3,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,410.44561884,2022,90
20220103,5013720,1,4,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,410.44561884,2022,90
20220103,5013721,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,276.95106665,2022,90
20220103,5013721,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,276.95106665,2022,90
20220103,5013721,1,3,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,276.95106665,2022,90
20220103,5013721,1,4,1,2,,,,,,,1,2,,2,,1,1920000,,1,,,1920000,,,,1,,,,INGRESO SOLIDARIO,1920000,,2,,2,,2,,1,68,1,68,2,,,2,,2,,,,,2,,276.95106665,2022,90
20220103,5013722,1,1,1,1,1,650000,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,1,820000,0,2,,2,,,,,2,,440.17557766,2022,90
20220103,5013722,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,440.17557766,2022,90
20220103,5013722,1,3,1,2,,,,,,,1,1,7200000,2,,2,,,,,,,,,,,,,,,,,2,,2,,2,,1,68,1,68,2,,,2,,2,,,,,2,,440.17557766,2022,90
20220103,5013723,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,361.6038428,2022,90
20220103,5013723,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,361.6038428,2022,90
20220103,5013724,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,1,2300000,0,1,680000,1,99,1,2020,99,2,,341.64273126,2022,90
20220103,5013725,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,1672.103259,2022,90
20220103,5013725,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,1672.103259,2022,90
20220103,5013726,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,1621.4562647,2022,90
20220103,5013726,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,1621.4562647,2022,90
20220103,5013727,1,1,1,1,2,,1,835844,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,1,0,0,2,,2,,,,,2,,1301.011118,2022,90
20220103,5013728,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,349.90586897,2022,90
20220103,5013728,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,1,50000,2,,,,,2,,349.90586897,2022,90
20220103,5013729,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,1,0,0,2,,2,,,,,2,,1444.1046757,2022,90
20220103,5013729,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,1444.1046757,2022,90
20220103,5013729,1,3,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,1444.1046757,2022,90
20220103,5013729,1,4,1,2,,,,,,,1,1,98,2,,2,,,,,,,,,,,,,,,,,2,,2,,2,,1,68,1,68,2,,,2,,2,,,,,2,,1444.1046757,2022,90
20220103,5013730,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,1170.4902889,2022,90
20220103,5013730,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,1,98,0,2,,2,,,,,2,,1170.4902889,2022,90
20220103,5013733,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,305.33163174,2022,90
20220103,5013733,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,305.33163174,2022,90
20220103,5013733,1,3,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,305.33163174,2022,90
20220103,5013733,1,4,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,305.33163174,2022,90
20220103,5013733,1,5,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,305.33163174,2022,90
20220103,5013734,1,1,1,1,1,300000,1,835844,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,1,0,0,2,,2,,,,,2,,1483.8718667,2022,90
20220103,5013734,2,1,2,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,1483.8718667,2022,90
20220103,5013735,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,1474.6285214,2022,90
20220103,5013735,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,1474.6285214,2022,90
20220103,5013736,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,351.20520019,2022,90
20220103,5013736,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,351.20520019,2022,90
20220103,5013736,1,3,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,351.20520019,2022,90
20220103,5013737,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,373.38410858,2022,90
20220103,5013737,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,373.38410858,2022,90
20220103,5013738,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,316.17503101,2022,90
20220103,5013739,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,362.49191543,2022,90
20220103,5013739,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,362.49191543,2022,90
20220103,5013739,1,3,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,362.49191543,2022,90
20220103,5013739,1,4,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,362.49191543,2022,90
20220103,5013740,1,1,1,2,,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,2,,1,170000,2,,1,68,1,68,2,,,2,,2,,,,,2,,318.09624452,2022,90
20220103,5013740,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,1,98,98,2,,2,,,,,2,,318.09624452,2022,90
20220103,5013741,1,1,1,1,1,3000000,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,336.40914207,2022,90
20220103,5013741,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,1,2000000,0,2,,2,,,,,2,,336.40914207,2022,90
20220103,5013742,1,1,1,1,2,,1,3000000,2,,1,2,,2,,2,,,,,,,,,,,,,,,,,1,98,2,,2,,1,68,1,68,1,98,0,1,98,2,,,,,2,,337.84298623,2022,90
20220103,5013742,1,2,1,1,2,,1,5000000,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,337.84298623,2022,90
20220103,5013742,1,3,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,337.84298623,2022,90
20220103,5013743,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,1,2300000,0,1,1700000,1,6000000,1,2020,6000000,2,,213.76259183,2022,90
20220103,5013743,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,213.76259183,2022,90
20220103,5013743,1,5,1,2,,,,,,,1,2,,1,600000,2,,,,,,,,,,,,,,,,,2,,2,,2,,1,68,1,68,2,,,2,,2,,,,,2,,213.76259183,2022,90
20220103,5013744,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,1,98,0,1,98,2,,,,,2,,454.92451077,2022,90
20220103,5013745,1,1,1,2,,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,2,,1,119000,2,,1,68,1,68,2,,,2,,2,,,,,2,,400.15961606,2022,90
20220103,5013745,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,400.15961606,2022,90
20220103,5013745,1,3,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,400.15961606,2022,90
20220103,5013746,1,1,1,1,1,800000,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,1,1200000,98,1,99,2,,,,,2,,409.05094232,2022,90
20220103,5013746,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,1,100000,2,,,,,2,,409.05094232,2022,90
20220103,5013746,1,3,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,409.05094232,2022,90
20220103,5013747,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,369.9378543,2022,90
20220103,5013748,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,342.94622595,2022,90
20220103,5013748,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,342.94622595,2022,90
20220103,5013749,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,400.15961606,2022,90
20220103,5013749,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,400.15961606,2022,90
20220103,5013749,1,3,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,400.15961606,2022,90
20220103,5013750,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,342.94622595,2022,90
20220103,5013750,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,342.94622595,2022,90
20220103,5013751,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,271.02122014,2022,90
20220103,5013751,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,271.02122014,2022,90
20220103,5013753,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,419.68008695,2022,90
20220103,5013753,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,419.68008695,2022,90
20220103,5013753,1,3,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,419.68008695,2022,90
20220103,5013754,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,315.34455613,2022,90
20220103,5013754,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,315.34455613,2022,90
20220103,5013755,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,406.93163973,2022,90
20220103,5013756,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,397.76422708,2022,90
20220103,5013756,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,397.76422708,2022,90
20220103,5013757,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,258.72547984,2022,90
20220103,5013757,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,258.72547984,2022,90
20220103,5013757,1,3,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,258.72547984,2022,90
20220103,5013758,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,329.41037826,2022,90
20220103,5013758,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,329.41037826,2022,90
20220103,5013759,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,300.08712426,2022,90
20220103,5013759,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,300.08712426,2022,90
20220103,5013759,1,5,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,300.08712426,2022,90
20220103,5013760,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,375.80700438,2022,90
20220103,5013761,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,441.18250944,2022,90
20220103,5013763,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,408.36548389,2022,90
20220103,5013763,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,2,,,,,2,,408.36548389,2022,90
20220103,5013764,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,1,300000,0,2,,1,99,1,2020,99,2,,1110.6797427,2022,90
20220103,5013764,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,1,68,2,,,2,,1,99,1,2020,99,2,,1110.6797427,2022,90
