PERIODO,DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,P7495,P7500S1,P7500S1A1,P7500S2,P7500S2A1,P7500S3,P7500S3A1,P7505,P7510S1,P7510S1A1,P7510S2,P7510S2A1,P7510S3,P7510S3A1,P750S1,P750S2,P750S3,P750S1A1,P750S2A1,P1661S1,P1661S2,P1661S3,P1661S4,P1661S1A1,P1661S2A1,P1661S3A1,P1661S4A1,P1661S4A2,P750S3A1,P7510S5,P7510S5A1,P7510S6,P7510S6A1,P7510S7,P7510S7A1,CLASE,AREA,MES,DPTO,P3367,P3368,P3369,P3370,P3370S1,P3371,P3371S1,P3371S2,P3371S3,P3371S4,P3372,P3372S1,FEX_C18,PER,REGIS
20220101,5003839,1,3,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,95.493193903,2022,90
20220101,5003840,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,118.08341199,2022,90
20220101,5003840,2,1,2,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,118.08341199,2022,90
20220101,5003840,2,2,2,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,118.08341199,2022,90
20220101,5003842,1,1,1,2,,,,,,,1,1,98,2,,2,,,,,,,,,,,,,,,,,2,,2,,2,,1,19,1,19,2,,,2,,2,,,,,2,,71.825685343,2022,90
20220101,5003842,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,71.825685343,2022,90
20220101,5003842,1,4,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,71.825685343,2022,90
20220101,5003843,1,1,1,2,,,,,,,1,1,98,2,,2,,,,,,,,,,,,,,,,,2,,2,,2,,1,19,1,19,2,,,2,,2,,,,,2,,153.80860553,2022,90
20220101,5003843,2,1,2,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,153.80860553,2022,90
20220101,5003843,2,2,2,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,153.80860553,2022,90
20220101,5003843,3,1,3,2,,,,,,,1,1,98,2,,2,,,,,,,,,,,,,,,,,2,,2,,2,,1,19,1,19,2,,,2,,2,,,,,2,,153.80860553,2022,90
20220101,5003844,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,156.53691182,2022,90
20220101,5003844,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,1,175000,0,2,,2,,,,,2,,156.53691182,2022,90
20220101,5003845,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,96.18383805,2022,90
20220101,5003845,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,96.18383805,2022,90
20220101,5003846,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,121.25681783,2022,90
20220101,5003846,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,1,70000,0,2,,2,,,,,2,,121.25681783,2022,90
20220101,5003846,1,3,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,121.25681783,2022,90
20220101,5003846,1,4,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,121.25681783,2022,90
20220101,5003847,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,1,250000,0,2,,2,,,,,2,,177.19594198,2022,90
20220101,5003848,1,1,1,2,,,,,,,1,2,,2,,1,1920000,,1,,,1920000,,,,1,,,,INGRESO SOLIDARIO,1920000,,2,,2,,2,,1,19,1,19,2,,,2,,2,,,,,2,,127.65550836,2022,90
20220101,5003848,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,127.65550836,2022,90
20220101,5003848,1,4,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,127.65550836,2022,90
20220101,5003849,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,85.005638007,2022,90
20220101,5003849,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,85.005638007,2022,90
20220101,5003849,1,3,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,85.005638007,2022,90
20220101,5003850,1,1,1,2,,,,,,,1,1,98,2,,2,,,,,,,,,,,,,,,,,2,,2,,2,,1,19,1,19,2,,,2,,2,,,,,2,,131.25625332,2022,90
20220101,5003851,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,1,360000,0,2,,2,,,,,2,,87.97015852,2022,90
20220101,5003851,1,2,1,2,,,,,,,1,1,98,2,,2,,,,,,,,,,,,,,,,,2,,2,,2,,1,19,1,19,2,,,2,,2,,,,,2,,87.97015852,2022,90
20220101,5003851,1,3,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,87.97015852,2022,90
20220101,5003852,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,102.77331535,2022,90
20220101,5003852,1,2,1,2,,,,,,,1,2,,2,,1,1920000,,1,,,1920000,,,,1,,,,INGRESO SOLIDARIO,1920000,,2,,2,,2,,1,19,1,19,2,,,2,,2,,,,,2,,102.77331535,2022,90
20220101,5003853,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,1,282000,0,2,,2,,,,,2,,141.44634176,2022,90
20220101,5003853,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,141.44634176,2022,90
20220101,5003853,1,3,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,141.44634176,2022,90
20220101,5003854,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,136.2468719,2022,90
20220101,5003855,1,1,1,2,,,,,,,1,1,1000000,2,,2,,,,,,,,,,,,,,,,,2,,2,,2,,1,19,1,19,2,,,2,,2,,,,,2,,142.48065367,2022,90
20220101,5003856,1,1,1,1,2,,1,98,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,1,500000,98,1,98,2,,,,,2,,84.496208581,2022,90
20220101,5003856,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,1,98,0,2,,2,,,,,2,,84.496208581,2022,90
20220101,5003858,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,94.87085565,2022,90
20220101,5003858,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,94.87085565,2022,90
20220101,5003859,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,1,0,0,2,,2,,,,,2,,139.41874416,2022,90
20220101,5003859,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,139.41874416,2022,90
20220101,5003860,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,156.53691182,2022,90
20220101,5003860,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,156.53691182,2022,90
20220101,5003861,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,121.15630184,2022,90
20220101,5003861,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,121.15630184,2022,90
20220101,5003863,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,196.88437998,2022,90
20220101,5003864,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,1,382000,0,2,,2,,,,,2,,120.2853129,2022,90
20220101,5003864,1,2,1,1,2,,1,1200000,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,120.2853129,2022,90
20220101,5003864,1,3,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,9,,120.2853129,2022,90
20220101,5003865,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,1,0,0,2,,2,,,,,2,,135.88034497,2022,90
20220101,5003865,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,135.88034497,2022,90
20220101,5003865,1,3,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,135.88034497,2022,90
20220101,5003867,1,1,1,1,2,,1,1000000,2,,1,1,13200000,2,,2,,,,,,,,,,,,,,,,,2,,2,,2,,1,19,1,19,2,,,2,,2,,,,,2,,209.03779378,2022,90
20220101,5003868,1,1,1,2,,,,,,,1,2,,2,,1,500000,,1,,,500000,1,,,,500000,,,,,,2,,2,,2,,1,19,1,19,2,,,2,,2,,,,,2,,121.59268833,2022,90
20220101,5003868,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,121.59268833,2022,90
20220101,5003868,1,3,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,121.59268833,2022,90
20220101,5003868,1,4,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,121.59268833,2022,90
20220101,5003869,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,1,0,0,2,,2,,,,,2,,162.2381674,2022,90
20220101,5003869,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,1,98,2,,,,,2,,162.2381674,2022,90
20220101,5003869,1,3,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,162.2381674,2022,90
20220101,5003870,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,9,,199.65893978,2022,90
20220101,5003870,1,2,1,2,,,,,,,1,2,,2,,1,1600000,,1,,,1600000,,,,1,,,,INGRESO SOLIDARIO,1600000,,2,,2,,2,,1,19,1,19,2,,,2,,2,,,,,2,,199.65893978,2022,90
20220101,5003871,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,217.41237753,2022,90
20220101,5003871,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,217.41237753,2022,90
20220101,5003872,1,1,1,1,2,,1,1000000,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,1,600000,600000,2,,2,,,,,2,,209.03779378,2022,90
20220101,5003873,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,1,450000,2,,,,,2,,157.85280317,2022,90
20220101,5003873,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,157.85280317,2022,90
20220101,5003873,1,3,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,1,98,2,,,,,2,,157.85280317,2022,90
20220101,5003874,1,1,1,1,2,,1,1100000,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,1,0,0,2,,2,,,,,2,,168.00242363,2022,90
20220101,5003874,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,168.00242363,2022,90
20220101,5003875,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,181.68538672,2022,90
20220101,5003875,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,181.68538672,2022,90
20220101,5003875,1,3,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,181.68538672,2022,90
20220101,5003875,2,1,2,1,1,100000,2,,1,98,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,1,0,0,2,,2,,,,,2,,181.68538672,2022,90
20220101,5003876,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,1,0,0,2,,2,,,,,2,,185.81137225,2022,90
20220101,5003879,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,165.21601313,2022,90
20220101,5003879,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,165.21601313,2022,90
20220101,5003879,1,3,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,165.21601313,2022,90
20220101,5003880,1,1,1,2,,,,,,,1,2,,2,,1,540000,,1,,,540000,1,,,,540000,,,,,,2,,2,,2,,1,19,1,19,2,,,2,,2,,,,,2,,150.349447,2022,90
20220101,5003881,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,1,367000,0,1,309000,2,,,,,2,,107.51203523,2022,90
20220101,5003881,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,107.51203523,2022,90
20220101,5003882,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,190.17260246,2022,90
20220101,5003884,1,1,1,2,,,,,,,1,2,,2,,1,1440000,,1,,,1440000,,,1,,,,1440000,,,,2,,2,,2,,1,19,1,19,2,,,2,,2,,,,,2,,153.00431535,2022,90
20220101,5003884,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,153.00431535,2022,90
20220101,5003885,1,1,1,2,,,,,,,1,2,,2,,1,1380000,,1,,,1380000,1,,,,1380000,,,,,,2,,2,,2,,1,19,1,19,2,,,2,,2,,,,,2,,111.12287567,2022,90
20220101,5003885,1,4,1,2,,,,,,,1,2,,2,,1,1920000,,1,,,1920000,,,,1,,,,INGRESO SOLIDARIO,1920000,,2,,2,,2,,1,19,1,19,2,,,2,,2,,,,,2,,111.12287567,2022,90
20220101,5003886,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,119.29156264,2022,90
20220101,5003886,1,2,1,2,,,,,,,1,2,,2,,1,304000,,1,,,304000,,,,1,,,,DEVOLUCION DEL IVA,304000,,2,,2,,2,,1,19,1,19,2,,,2,,2,,,,,2,,119.29156264,2022,90
20220101,5003887,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,151.20218127,2022,90
20220101,5003887,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,151.20218127,2022,90
20220101,5003888,1,1,1,2,,,,,,,1,2,,2,,1,304000,,1,,,304000,,,,1,,,,DEVOLUCION DEL IVA,304000,,2,,2,,2,,1,19,1,19,2,,,2,,2,,,,,2,,108.49827084,2022,90
20220101,5003888,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,108.49827084,2022,90
20220101,5003889,1,1,1,2,,,,,,,1,2,,2,,1,708000,,1,,,708000,1,,,1,480000,,,DEVOLUCION DEL IVA,228000,,2,,2,,2,,1,19,1,19,2,,,2,,2,,,,,2,,98.410547128,2022,90
20220101,5003891,1,1,1,2,,,,,,,1,2,,2,,1,800000,,1,,,800000,,,,1,,,,DEZPLAZADOS,800000,,2,,2,,2,,1,19,1,19,2,,,2,,2,,,,,2,,102.87006674,2022,90
20220101,5003891,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,102.87006674,2022,90
20220101,5003891,1,3,1,2,,,,,,,1,2,,2,,1,600000,,1,,,600000,,,,1,,,,SUBSIDIO DE DESEMPLEO,600000,,2,,2,,2,,1,19,1,19,2,,,2,,2,,,,,2,,102.87006674,2022,90
20220101,5003892,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,139.41874416,2022,90
20220101,5003892,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,139.41874416,2022,90
20220101,5003893,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,125.79076916,2022,90
20220101,5003893,1,2,1,2,,,,,,,1,2,,2,,1,2232000,,1,,,2232000,1,,,1,1320000,,,DEVOLUCION DE IVA,912000,,2,,2,,2,,1,19,1,19,2,,,2,,2,,,,,2,,125.79076916,2022,90
20220101,5003893,1,6,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,125.79076916,2022,90
20220101,5003894,1,1,1,2,,,,,,,1,2,,2,,1,1920000,,1,,,1920000,,,,1,,,,INGRESO SOLIDARIO,1920000,,2,,2,,2,,1,19,1,19,2,,,2,,2,,,,,2,,99.461779039,2022,90
20220101,5003894,1,3,1,2,,,,,,,1,2,,2,,1,380000,,1,,,380000,,,,1,,,,DEVOLUCION DEL IVA,380000,,2,,2,,2,,1,19,1,19,2,,,2,,2,,,,,2,,99.461779039,2022,90
20220101,5003894,1,4,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,99.461779039,2022,90
20220101,5003894,1,5,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,99.461779039,2022,90
20220101,5003895,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,112.40288151,2022,90
20220101,5003895,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,112.40288151,2022,90
20220101,5003895,1,3,1,2,,,,,,,1,1,98,2,,2,,,,,,,,,,,,,,,,,2,,2,,2,,1,19,1,19,2,,,2,,2,,,,,2,,112.40288151,2022,90
20220101,5003897,1,1,1,2,,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,1,1800000,2,,2,,1,19,1,19,2,,,2,,2,,,,,2,,144.27575708,2022,90
20220101,5003897,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,144.27575708,2022,90
20220101,5003898,1,1,1,1,1,1400000,1,4600000,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,1,306000,98,2,,2,,,,,2,,140.35064988,2022,90
20220101,5003898,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,140.35064988,2022,90
20220101,5003899,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,102.19197976,2022,90
20220101,5003899,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,102.19197976,2022,90
20220101,5003899,1,3,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,102.19197976,2022,90
20220101,5003900,1,1,1,1,1,600000,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,1,98,98,2,,2,,,,,2,,167.23023503,2022,90
20220101,5003903,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,118.5900594,2022,90
20220101,5003903,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,118.5900594,2022,90
20220101,5003903,1,3,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,118.5900594,2022,90
20220101,5003904,1,1,1,1,2,,1,870000,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,170.00479483,2022,90
20220101,5003904,1,2,1,2,,,,,,,1,2,,2,,1,1920000,,1,,,1920000,,,,1,,,,INGRESO SOLIDARIO,1920000,,2,,2,,2,,1,19,1,19,1,150000,99,2,,2,,,,,2,,170.00479483,2022,90
20220101,5003905,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,112.48885282,2022,90
20220101,5003905,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,112.48885282,2022,90
20220101,5003906,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,113.84502678,2022,90
20220101,5003906,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,113.84502678,2022,90
20220101,5003907,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,153.12400681,2022,90
20220101,5003907,1,2,1,1,2,,2,,1,600000,1,2,,2,,1,1920000,,1,,,1920000,,,,1,,,,INGRESO SOLIDARIO,1920000,,2,,2,,2,,1,19,1,19,1,0,0,2,,2,,,,,2,,153.12400681,2022,90
20220101,5003908,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,116.62981138,2022,90
20220101,5003908,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,116.62981138,2022,90
20220101,5003908,1,4,1,2,,,,,,,1,2,,2,,1,1920000,,1,,,1920000,,,,1,,,,INGRESO SOLIDARIO,1920000,,2,,2,,2,,1,19,1,19,2,,,2,,2,,,,,2,,116.62981138,2022,90
20220101,5003908,1,6,1,2,,,,,,,1,2,,2,,1,1360000,,1,,,1360000,,,1,,,,1360000,,,,2,,2,,2,,1,19,1,19,1,130000,130000,2,,2,,,,,2,,116.62981138,2022,90
20220101,5003908,1,7,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,116.62981138,2022,90
20220101,5003911,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,114.15197149,2022,90
20220101,5003911,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,1,108000,99,2,,2,,,,,2,,114.15197149,2022,90
20220101,5003911,1,3,1,1,2,,2,,1,200000,1,2,,2,,1,1524000,,1,,,1524000,1,,,,1524000,,,,,,2,,2,,2,,1,19,1,19,2,,,2,,2,,,,,2,,114.15197149,2022,90
20220101,5003911,1,4,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,114.15197149,2022,90
20220101,5003912,1,1,1,2,,,,,,,1,2,,2,,1,960000,,1,,,960000,,,1,,,,960000,,,,2,,2,,1,1200000,1,19,1,19,1,113000,0,2,,2,,,,,2,,167.23023503,2022,90
20220101,5003913,1,1,1,1,2,,1,830000,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,181.78930087,2022,90
20220101,5003916,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,141.1345482,2022,90
20220101,5003916,1,2,1,2,,,,,,,1,2,,2,,1,1200000,,1,,,1200000,1,,,,1200000,,,,,,2,,2,,2,,1,19,1,19,2,,,2,,2,,,,,2,,141.1345482,2022,90
20220101,5003916,1,3,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,141.1345482,2022,90
20220101,5003916,1,4,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,141.1345482,2022,90
20220101,5003917,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,165.26300079,2022,90
20220101,5003919,1,1,1,1,2,,1,1800000,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,137.45652842,2022,90
20220101,5003919,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,137.45652842,2022,90
20220101,5003920,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,93.516965531,2022,90
20220101,5003920,1,2,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,19,2,,,2,,2,,,,,2,,93.516965531,2022,90
