DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,P3044,P6440,P6450,P6460,P6460S1,P6400,P6410,P6422,P6424S1,P6424S2,P6424S3,P6424S5,P6426,P6430S1,P3045S1,P3045S2,P3045S3,P3046,P9440,P6500,P6510,P6510S1,P6510S2,P6590,P6590S1,P6600,P6600S1,P6610,P6610S1,P6620,P6620S1,P6585S1,P6585S1A1,P6585S1A2,P6585S2,P6585S2A1,P6585S2A2,P6585S3,P6585S3A1,P6585S3A2,P6585S4,P6585S4A1,P6585S4A2,P6545,P6545S1,P6545S2,P6580,P6580S1,P6580S2,P6630S1,P6630S1A1,P6630S2,P6630S2A1,P6630S3,P6630S3A1,P6630S4,P6630S4A1,P6630S6,P6630S6A1,P6640,P3047,P3048,P3049,P6765,P6765S1,P3053,P3054,P3055,P3056,P6760,P3061,P3063,P3064,P3065,P3066,P3067,P3067S1,P3067S2,P6775,P3068,P6750,P3073,P550,P6780,P6780S1,P1879,P1805,P6790,P6800,P6810,P6810S1,P6850,P6830,P6830S1,P3069,P6880,P6880S1,P6915,P6915S1,P6920,P6930,P6940,P6960,P6990,P9450,P7020,P760,P7026,P7028,P7028S1,P1880,P1880S1,P7040,P7045,P7050,P7070,P7075,P7077,P7090,P7100,P7110,P7120,P7130,P7140S1,P7140S2,P7140S3,P7140S4,P7140S5,P7140S6,P7140S7,P7140S8,P7140S9,P7150,P7160,P7170S1,P7170S5,P7170S6,P7180,P514,P515,P1881,P1882,P7240,CLASE,OCI,AREA,P6430,RAMA4D_R4,OFICIO_C8,RAMA2D_R4,MES,PERIODO,DPTO,FT,FEX_C18,INGLABO,P3363,P3364,P3364S1,P6640S1,P1800,P1800S1,P1801S1,P1801S2,P1801S3,P1802,P3051,P3051S1,P3052,P3052S1,P3365,P3365S1,P3054S1,P3055S1,P3057,P3058S1,P3058S2,P3058S3,P3058S4,P3058S5,P3059,P3062S1,P3062S2,P3062S3,P3062S4,P3062S5,P3062S6,P3062S7,P3062S8,P3062S9,P3063S1,P3064S1,P3366,PER,REGIS
5032264,1,1,1,VENTA DE ARTICULOS DE CACHARRERIA AL POR MENOR,1,1,,,1,,2,2,2,2,2,5,,1,1,1,2,2,400000,2,,,1,112000,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,70,,,70,,,3,7,,2,,2,,,,2,2,1,0,48,6,,13,TRABAJO REMUNERADO,2,,,,,,2,,,,1,2,1,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,3,8,8,1,1,,1,4719,5223,47,1,20220104,52,1,880.11098112,512000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5032266,1,1,1,SIEMBRA Y CULTIVO DE COCA,2,,,,,,,,,,,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,7,,,,,2,,12,2,1,,,2,,,2,,1000000,1,4000000,3,,1,2,12,48,,,48,,,4,8,,2,,2,,,,2,2,1,0,24,4,,10,,1,30,7,480000,2,8,2,,,,1,2,1,2,2,2,2,1,1,2,2,1,1,2,1,2,1,1,3,90,8,2,1,,5,0128,6112,01,1,20220104,52,1,3837.1052905,1480000,,,,,1,9,8,0,1,1,,,,,,,,,,,,,,,25000000,6000000,0,0,3000000,12000000,0,0,0,0,,300000,,2022,60
5032266,1,2,1,SIEMBRA Y CULTIVO DE COCA,2,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,24,2,,24,,,4,1,,2,,2,,,,2,2,1,0,6,4,,13,TERMINO COSECHA,2,,,,,,2,,,,1,2,2,2,2,2,2,1,1,1,2,1,1,2,1,2,2,1,14,,8,2,1,,6,0128,5120,01,1,20220104,52,1,3837.1052905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5032267,1,1,1,SIEMBRA Y CULTIVO DE HOJA DE COCA,2,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,7,,,,,2,,12,2,2,,,2,,,2,,1200000,1,5000000,3,,10,1,12,60,,,60,,,2,8,,4,,2,,,,2,2,1,0,60,4,,10,,1,25,4,300000,1,8,2,,,,1,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,3,60,8,2,1,,4,0128,6112,01,1,20220104,52,1,2981.1024568,1500000,,,,,1,1,0,0,1,1,,,,,,,,,,,,,,,11240000,4000000,0,240000,0,2000000,0,0,0,0,,,,2022,60
5032267,1,2,1,HOGAR,1,1,,,1,,1,2,2,2,2,1,,2,2,2,2,2,270000,2,,,1,180000,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,30,2,,30,,,1,2,,2,,2,,,,2,2,1,0,24,4,,3,,1,28,6,,2,8,2,,,,2,,,,,,,,,,,,1,2,1,2,2,1,3,10,3,2,1,,3,9700,9111,97,1,20220104,52,1,2981.1024568,450000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5032268,1,1,1,ACTIVIDADES AGRICOLAS A VARIAS FINCAS,2,,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,6,,1,1,2,,,,,,2,2,,,,,,600000,1,3000000,3,,3,2,12,40,,,40,,,1,8,,2,,2,,,,2,2,1,0,12,6,,3,,2,,,,,,2,,,,2,,,,,,,,,,,,1,2,1,2,1,1,3,15,8,2,1,,4,0161,9211,01,1,20220104,52,1,3122.2201186,600000,,,,,2,,,,,2,,,600000,600000,2,,90000,,,,,,,,,,,,,,,,,,,,,2022,60
5032269,1,1,1,ACTIVIDADES AGRICOLAS A VARIAS FINCAS,2,,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,6,,1,1,2,,,,,,2,2,,,,,,300000,1,3000000,3,,1,1,12,40,,,40,,,1,8,,2,,2,,,,2,2,2,,,,,,,2,,,,,,2,,,,1,2,1,2,2,2,1,1,1,2,2,1,1,2,2,2,1,1,3,120,9,2,1,,4,0161,9211,01,1,20220104,52,1,2609.9110572,300000,,,,,2,,,,,2,,,300000,300000,2,,100000,,,,,,,,,,,,,,,,,,,,,2022,60
5032270,1,1,1,SIEMBRA Y CULTIVO DE HOJA DE COCA,2,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,7,,,,,2,,1,2,1,,,2,,,1,2,2000000,1,8000000,3,,3,2,12,40,,,40,,,2,8,,2,,2,,,,2,2,1,0,48,4,,8,,2,,,,,,2,,,,1,2,1,2,1,2,1,1,1,2,2,2,1,2,1,2,1,1,3,5,8,2,1,,4,0128,6112,01,1,20220104,52,1,2418.645459,2000000,,,,,1,1,0,0,1,1,,,,,,,,,,,,,,,35000000,5000000,0,5000000,7000000,10000000,0,0,0,0,,100000,,2022,60
5032270,1,2,1,SIEMBRA Y CULTIVO DE HOJA DE COCA,2,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,40,,,40,,,2,8,,2,,2,,,,2,2,2,,,,,,,2,,,,,,2,,,,2,,,,,,,,,,,,1,2,1,2,1,1,3,5,8,2,1,,6,0128,9211,01,1,20220104,52,1,2418.645459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5032271,1,1,1,ACTIVIDADES AGRICOLAS A VARIAS FINCAS,2,,,,,,,,,,,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,6,,1,1,2,,,,,,2,2,,,,,,500000,1,2000000,3,,3,1,12,40,,,40,,,1,8,,2,,2,,,,2,2,2,,,,,,,2,,,,,,2,,,,2,,,,,,,,,,,,1,2,2,2,1,1,3,15,9,2,1,,4,0161,9211,01,1,20220104,52,1,1497.0324936,500000,,,,,2,,,,,2,,,500000,500000,2,,100000,,,,,,,,,,,,,,,,,,,,,2022,60
5032271,1,2,1,SIEMBRA Y CULTIVO DE YUCA,2,,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,7,,,,,2,,1,1,1,,,2,,,2,,100000,1,1000000,3,,3,2,12,40,,,40,,,1,8,,2,,2,,,,2,2,1,0,12,6,,6,,2,,,,,,2,,,,2,,,,,,,,,,,,1,2,2,2,1,1,3,20,8,2,1,,4,0113,6111,01,1,20220104,52,1,1497.0324936,100000,,,,,2,,,,,3,,,,,,,,,,,,,,,2000000,0,0,0,0,100000,0,0,0,0,120000,400000,,2022,60
5032272,1,1,1,SIEMBRA Y CULTIVO DE HOJA DE COCA,2,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,7,,,,,2,,12,2,1,,,2,,,2,,800000,1,4200000,3,,10,2,12,48,,,48,,,2,8,,2,,2,,,,2,2,1,12,48,3,,1,,2,,,,,,2,,,,1,2,1,2,2,2,2,1,1,2,2,1,1,2,1,2,2,1,3,20,8,2,1,,5,0128,6112,01,1,20220104,52,1,2116.8322231,800000,,,,,1,2,2,0,0,1,,,,,,,,,,,,,,,13900000,3000000,0,100000,1600000,5000000,0,0,0,0,,200000,,2022,60
5032273,1,1,1,EXPLOTACION DE BOSQUES NATURALES,2,,,,,,,,,,,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,6,,1,1,2,,,,,,2,2,,,,,,800000,1,9300000,3,,3,2,12,40,,,40,,,1,8,,2,,2,,,,2,2,2,,,,,,,2,,,,,,2,,,,2,,,,,,,,,,,,1,2,1,2,1,1,3,30,8,2,1,,4,0210,7522,02,1,20220104,52,1,1394.0273362,800000,,,,,2,,,,,2,,,800000,800000,2,,100000,,,,,,,,,,,,,,,,,,,,,2022,60
5032273,1,6,1,ACTIVIDADES AGRICOLAS A VARIAS FINCAS,2,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,6,,1,1,2,,,,,,2,2,,,,,,250000,1,2800000,1,,3,1,12,30,2,,30,,,1,8,,2,,2,,,,2,2,2,,,,,,,2,,,,,,2,,,,1,1,1,2,2,2,1,1,1,2,2,1,1,2,1,2,2,1,3,30,3,2,1,,4,0161,9211,01,1,20220104,52,1,1394.0273362,250000,,,,,2,,,,,2,,,250000,250000,2,,80000,,,,,,,,,,,,,,,,,,,,,2022,60
5032274,1,1,1,ACTIVIDADES AGRICOLAS A VARIAS FINCAS,2,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,6,,1,1,2,,,,,,2,2,,,,,,300000,1,1800000,1,,1,1,12,40,,,21,6,,1,8,,2,,2,,,,2,2,2,,,,,,,2,,,,,,1,10,2,1,1,1,1,2,1,2,1,1,1,2,2,1,1,2,2,2,2,1,3,120,3,2,1,,4,0161,9211,01,1,20220104,52,1,3125.669475,300000,,,,,2,,,,,2,,,300000,300000,2,,180000,,,,,,,,,,,,,,,,,,,,2,2022,60
5032275,1,1,1,ACTIVIDADES AGRICOLAS A VARIAS FINCAS,2,,,,,,,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,6,,1,1,2,,,,,,2,2,,,,,,450000,1,5200000,1,,1,1,12,24,2,,24,,,1,8,,2,,2,,,,2,2,2,,,,,,,1,10,4,150000,1,2,1,15,2,1,1,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2,2,1,3,10,8,2,1,,4,0161,9211,01,1,20220104,52,1,2048.3425944,600000,,,,,2,,,,,2,,,450000,450000,2,,100000,,,,,,,,,,,,,,,,,,,,,2022,60
5032276,1,1,1,CRIA Y VENTA DE GALLINAS,2,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,5,2,,5,,,4,7,,2,,2,,,,2,2,1,0,2,1,,11,,2,,,,,,2,,,,1,2,2,2,1,2,2,2,2,1,1,1,1,2,1,2,2,1,3,3,3,2,1,,6,0145,6122,01,1,20220104,52,1,1033.7012528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5032276,1,2,1,CRIA Y VENTA DE AVES DE CORRAL,2,,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,7,,,,,2,,12,1,1,,,2,,,2,,300000,1,3800000,3,,1,1,12,42,,,42,,,4,7,,2,,2,,,,2,2,1,0,120,4,,3,,1,14,4,80000,2,7,1,15,2,1,1,2,1,2,2,2,2,1,1,2,2,1,2,2,1,2,1,1,3,3,8,2,1,,4,0145,6122,01,1,20220104,52,1,1033.7012528,380000,,,,,1,5,0,0,5,3,,,,,,,,,,,,,,,8300000,0,0,1400000,0,0,700000,2800000,2400000,0,120000,300000,,2022,60
5032276,1,3,1,CRIA Y VENTA DE GALLINAS,2,,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,28,1,,28,,,4,7,,2,,2,,,,2,2,2,,,,,,,1,12,6,,2,7,1,20,2,1,1,2,2,2,2,2,2,2,1,1,2,1,1,2,1,2,2,1,3,4,3,2,1,,6,0145,6122,01,1,20220104,52,1,1033.7012528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5032276,1,4,1,CRIA Y VENTA DE GALLINAS,2,,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,30,1,,30,,,4,5,,2,,2,,,,2,2,2,,,,,,,1,14,6,,2,7,1,15,2,1,1,2,2,2,2,2,2,1,1,1,2,1,1,2,1,2,2,1,12,10,3,2,1,,6,0145,6122,01,1,20220104,52,1,1033.7012528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5032276,1,5,1,CRIA Y VENTA DE GALLINAS,2,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,5,1,,5,,,4,7,,2,,2,,,,2,2,2,,,,,,,2,,,,,,1,20,2,1,1,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,1,3,3,3,2,1,,6,0145,6122,01,1,20220104,52,1,1033.7012528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5032277,1,1,1,SERVICIO DE RESTAURANTE,2,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,7,,,,,1,1,,,,,,1,2,,2,,800000,1,9500000,3,,1,1,12,50,,,50,,,2,1,,2,,2,,,,2,2,1,12,12,4,,3,,2,,,,,,2,,,,1,1,1,2,1,2,1,1,2,2,2,2,1,2,1,2,2,1,14,,8,2,1,,5,5611,1412,56,1,20220104,52,1,2524.4633905,800000,,,,,1,2,1,0,1,3,,,,,,,,,1550000,350000,400000,0,0,0,,,,,,,,,,,,,,2022,60
5032278,1,1,1,CONSTRUCCION DE OBRAS CIVILES,1,2,2,3,1,,1,1,1,1,1,5,,1,1,1,1,2,1200000,2,,,2,,2,,2,,2,,2,,,1,98,2,2,,,2,,,2,,,2,,,2,,1,98,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,40,,,40,,,4,9,,1,,1,2,1,0,1,2,1,0,5,4,,3,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,6,30,8,2,1,,1,4111,2142,41,1,20220104,52,1,1482.9979803,1200000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5032279,1,1,1,ACTIVIDADES AGRICOLAS A VARIAS FINCAS,2,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,6,,1,1,2,,,,,,2,2,,,,,,400000,1,2000000,1,,1,1,11,40,,,16,6,,1,8,,2,,2,,,,2,2,1,0,60,1,,2,,2,,,,,,2,,,,1,1,1,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,3,40,3,2,1,,4,0161,9211,01,1,20220104,52,1,2582.844465,400000,,,,,2,,,,,2,,,400000,400000,2,,100000,,,,,,,,,,,,,,,,,,,,2,2022,60
5032279,1,2,1,HACER ASEO A HOGARES,2,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,6,,1,2,2,,,,,,2,2,,,,,,160000,1,1000000,1,,1,1,8,20,1,,20,,,1,2,,2,,2,,,,2,2,1,0,18,1,,7,,2,,,,,,2,,,,1,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,3,5,3,2,1,,4,8121,9112,81,1,20220104,52,1,2582.844465,160000,,,,,2,,,,,2,,,160000,160000,2,,,,,,,,,,,,,,,,,,,,,,,2022,60
5032280,1,1,1,SERVICIO DE RESTAURANTE,2,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,7,,,,,1,1,,,,,,1,2,,2,,600000,1,5000000,1,,1,1,12,42,,,42,,,2,1,,2,,2,,,,2,2,1,12,24,4,,3,,2,,,,,,2,,,,1,2,1,1,2,2,2,1,2,2,2,1,1,2,2,2,2,1,14,,8,2,1,,5,5611,1412,56,1,20220104,52,1,1033.7012528,600000,,,,,1,4,2,0,2,3,,,,,,,,,4000000,1000000,1500000,0,120000,0,,,,,,,,,,,,,,2022,60
5032280,1,2,1,SERVICIO DE MANTENIMIENTO DE OLEODUCTO,1,2,2,1,1,,2,2,2,2,2,0,,1,1,1,1,2,98,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,40,,,40,,,4,4,,2,,2,,,,2,2,1,0,6,6,,8,,2,,,,,,2,,,,1,1,1,2,1,2,2,2,2,2,1,1,2,2,1,2,2,1,6,30,8,2,1,,1,3312,8323,33,1,20220104,52,1,1033.7012528,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5032280,1,3,1,SERVICIO DE RESTAURANTE,2,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,25,2,,25,,,3,1,,2,,2,,,,2,2,2,,,,,,,2,,,,,,1,30,2,2,2,,,,,,,,,,,,1,2,1,2,2,1,14,,8,2,1,,6,5611,5120,56,1,20220104,52,1,1033.7012528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5032280,1,4,1,SERVICIO DE RESTAURANTE,2,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,10,2,,10,,,3,1,,2,,2,,,,2,2,2,,,,,,,2,,,,,,2,,,,2,,,,,,,,,,,,1,2,1,2,1,2,14,,8,2,1,,6,5611,5131,56,1,20220104,52,1,1033.7012528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5032281,1,1,1,TRANSPORTE DE MATERIAL PARA CONSTRUCCION,1,1,,,1,,2,2,2,2,2,24,,2,2,2,2,2,600000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,50,,,50,,,1,4,,2,,2,,,,2,2,1,2,48,4,,3,,2,,,,,,1,10,2,1,1,1,1,2,1,2,1,1,2,2,2,1,1,2,2,2,2,1,3,40,8,2,1,,1,4923,8332,49,1,20220104,52,1,1833.0769829,600000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5032282,1,1,1,SIEMBRA Y CULTIVO DE COCA,2,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,7,,,,,2,,12,2,1,,,2,,,2,,1000000,1,4500000,3,,6,1,12,48,,,48,,,2,8,,2,,2,,,,2,2,1,0,36,4,,10,,2,,,,,,2,,,,1,2,1,2,2,2,2,1,1,2,2,1,2,2,1,2,1,1,3,30,8,2,1,,5,0128,6112,01,1,20220104,52,1,1359.9629875,1000000,,,,,1,2,1,0,1,1,,,,,,,,,,,,,,,12300000,3600000,0,0,1200000,3000000,0,0,0,0,,300000,,2022,60
5032282,1,2,1,SIEMBRA Y CULTIVO DE COCA,2,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,8,2,,4,6,,2,8,,2,,2,,,,2,2,1,0,12,3,,9,,2,,,,,,2,,,,2,,,,,,,,,,,,1,2,1,2,2,1,3,35,3,2,1,,6,0128,9211,01,1,20220104,52,1,1359.9629875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2022,60
5032283,1,1,1,VENTA DE GAS EN PIPETA,2,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,10,1,,10,,,2,4,,2,,2,,,,2,2,1,6,60,4,,2,,2,,,,,,1,30,1,1,1,1,1,2,1,2,1,1,1,2,1,1,2,2,2,2,2,1,8,20,3,2,1,,6,4759,5223,47,1,20220104,52,1,2093.3097481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5032283,1,2,1,COMPRA Y VENTA DE GAS,2,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,4,,1,2,2,,,,,,1,1,,,,,,500000,1,4500000,3,,1,1,12,70,,,70,,,2,1,,2,,2,,,,2,2,1,0,60,4,,2,,2,,,,,,1,20,2,1,1,1,1,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,14,,3,2,1,,4,4759,5223,47,1,20220104,52,1,2093.3097481,500000,,,,,1,1,0,0,1,3,,,500000,500000,2,,,,,,,,,,,,,,,,,,,,,,,2022,60
5032284,1,1,1,VENDER TABLAS DE MADERA,2,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,6,,1,2,2,,,,,,2,2,,,,,,200000,1,1500000,3,,1,1,12,40,,,40,,,1,5,,2,,2,,,,2,2,1,0,480,4,,9,,2,,,,,,1,24,2,1,1,1,1,2,1,2,2,1,2,2,1,1,1,2,1,2,1,1,6,1,8,2,1,,4,4752,1420,47,1,20220104,52,1,2765.2192696,200000,,,,,2,,,,,3,,,400000,400000,2,,,,,,,,,,,,,,,,,,,,,,,2022,60
5032285,1,1,1,SERVICIO DE RESTAURANTE,2,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,7,,,,,1,1,,,,,,1,2,,2,,200000,1,3000000,3,,3,2,5,70,,,70,,,2,1,,2,,2,,,,2,2,1,8,180,4,,2,,2,,,,,,2,,,,2,,,,,,,,,,,,1,2,2,2,1,1,14,,8,2,1,,4,5611,1412,56,1,20220104,52,1,1725.97257,200000,,,,,1,2,0,0,2,3,,,,,,,,,700000,0,400000,0,27000,0,,,,,,,,,,,,,,2022,60
5032285,1,2,1,SERVICIO DE RESTAURANTE,2,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,2,,5,,,2,1,,2,,2,,,,2,2,1,8,180,6,,2,,2,,,,,,2,,,,2,,,,,,,,,,,,1,2,1,2,1,1,14,,8,2,1,,6,5611,9412,56,1,20220104,52,1,1725.97257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5032286,1,1,1,SERVICIO DE RESTAURANTE,2,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,70,,,33,6,,2,2,,2,,2,,,,2,2,1,8,180,1,,2,,2,,,,,,2,,,,1,1,1,2,2,2,2,1,2,2,1,1,1,2,1,2,1,1,3,3,8,2,1,,6,5611,5120,56,1,20220104,52,1,1772.4771977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2022,60
5032289,1,2,1,CONEXIONES DE REDES INFORMATICAS,1,2,1,,1,,1,1,2,1,1,24,,1,1,1,1,2,1000000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,908526,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,,,48,,,7,7,,1,,1,2,1,98,1,1,1,0,24,1,,8,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,4,30,2,1,1,05,1,6201,2512,62,1,20220104,05,1,1224.3726905,1000000,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5032290,1,3,1,GESTION EMPRESARIAL,1,2,1,,1,,1,1,2,1,1,5,,1,1,1,1,1,1000000,2,,,2,,2,,2,,2,,2,,,1,117000,2,2,,,2,,,2,,,2,,,1,400000,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,48,,,48,,,9,7,,1,,1,2,1,98,1,1,1,48,4,2,,13,CAMBIO DE ADMINISTRACION GUBERNAMENTAL,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,5,90,3,1,1,05,1,7020,2411,70,1,20220104,05,1,1413.7538241,1000000,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5032290,1,4,1,ROPA PARA HOMBRE,1,2,1,,1,,1,1,2,1,1,10,,1,1,1,1,2,2800000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,98,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,48,,,48,,,6,7,,1,,1,1,1,98,1,1,1,7,6,1,,7,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,5,80,2,1,1,05,1,4771,2166,47,1,20220104,05,1,1413.7538241,2800000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
