DIRECTORIO,SECUENCIA_P,ORDEN,P6016,P3271,P6030S1,P6030S3,P6040,P6050,P6083,P6083S1,P6081,P6081S1,P2057,P2059,P2061,P6080,P6080S1,P6080S1A1,P6070,P6071,P6071S1,P3147S1,P3147S2,P3147S3,P3147S4,P3147S5,P3147S6,P3147S7,P3147S8,P3147S9,P3147S10,P3147S11,P3147S10A1,P6090,P6100,P6110,P6120,P1906S1,P1906S2,P1906S3,P1906S4,P1906S5,P1906S6,P1906S7,P1906S8,P6160,P6170,P3041,P3042,P3042S1,P3042S2,P3043,P3043S1,HOGAR,CLASE,P3038,P3039,AREA,MES,PERIODO,DPTO,pt,FEX_C18,LGB_Numerica,LGB_sectores,Trans_numerica,LGBT_Numerica,Discapacidad,Dificultad,Campesina,POB_MAY18,PER,REGIS
5000017,1,1,1,1,10,1961,60,1,3,,2,,2,2,2,6,,,2,1,2,,,,,,,,,,,1,,1,1,1,50000,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,,1,20220104,08,1,1285.0577719,0,,0,0,0,0,0,1,2022,10
5000017,1,2,2,2,3,1976,45,2,2,,3,,2,2,2,6,,,2,1,1,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,1,2,,1,20220104,08,1,1285.0577719,0,,0,0,0,0,0,1,2022,10
5000017,1,3,3,2,5,2002,19,3,1,2,1,1,2,2,2,6,,,6,,,,,,,,,,1,,,,,1,3,,,4,4,4,4,4,4,4,4,1,1,2,8,4,413,2,,1,1,1,2,,1,20220104,08,1,1285.0577719,0,,0,0,0,0,0,1,2022,10
5000018,1,1,1,2,4,1965,56,1,3,,2,,1,,1,6,,,3,1,2,,1,,,1,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,3,4,,,,1,2,1,2,,1,20220104,13,1,1492.7374347,0,,0,0,0,0,1,1,2022,10
5000018,1,2,2,1,3,1960,61,2,3,,3,,1,,1,6,,,3,1,1,,,,1,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,3,3,,,,1,2,2,1,,1,20220104,13,1,1492.7374347,0,,0,0,0,0,1,1,2022,10
5000018,1,3,3,1,10,1985,36,3,1,1,1,2,1,,1,6,,,6,,,,,,1,1,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,4,1,,,,1,2,2,1,,1,20220104,13,1,1492.7374347,0,,0,0,0,0,1,1,2022,10
5000019,1,1,1,2,3,1959,62,1,3,,3,,1,,1,6,,,3,1,2,,,,1,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,3,5,,,,1,2,1,2,,1,20220104,13,1,1046.1439273,0,,0,0,0,0,1,1,2022,10
5000019,1,2,2,1,6,1957,64,2,3,,3,,2,2,1,6,,,3,1,1,,,,1,,,,,,,,,1,1,5,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,2,2,1,,1,20220104,13,1,1046.1439273,0,,0,0,0,0,0,1,2022,10
5000019,1,3,3,2,5,2005,16,8,2,,2,,2,2,1,6,,,6,,,,,,,,,,1,,,,,1,3,,,4,4,4,4,4,4,4,4,1,1,1,5,1,,1,,1,2,,,,1,20220104,13,1,1046.1439273,,,,,0,0,0,,2022,10
5000019,1,4,4,1,11,2009,12,8,2,,2,,2,2,1,6,,,6,,,,,,,,,,1,,,,,1,3,,,4,4,4,4,4,4,4,4,1,1,1,4,1,,,,1,2,,,,1,20220104,13,1,1046.1439273,,,,,0,0,0,,2022,10
5000020,1,1,1,2,8,1980,41,1,2,,2,,1,,1,5,,,2,1,2,,1,1,1,,,1,,1,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,2,1,2,,1,20220104,13,1,1933.1680481,0,,0,0,0,0,1,1,2022,10
5000020,1,2,2,1,9,1970,51,2,3,,3,,1,,1,5,,,2,1,1,,1,,1,,,,,1,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,3,5,,,,1,2,2,1,,1,20220104,13,1,1933.1680481,0,,0,0,0,0,1,1,2022,10
5000020,1,3,3,2,1,2003,19,3,1,1,1,2,1,,1,5,,,6,,,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,1,1,2,10,2,918,2,,1,2,1,2,,1,20220104,13,1,1933.1680481,0,,0,0,0,0,1,1,2022,10
5000020,1,4,1,1,7,2006,15,3,1,1,1,2,1,,1,5,,,6,,,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,1,1,1,5,1,,1,,1,2,,,,1,20220104,13,1,1933.1680481,,,,,0,0,1,,2022,10
5000022,1,1,1,1,1,1977,45,1,1,2,3,,1,,1,5,,,5,,,1,,1,1,1,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,4,3,,,,1,2,2,1,,1,20220104,13,1,1718.3366064,0,,0,0,0,0,1,1,2022,10
5000022,1,2,2,2,10,1956,65,4,3,,3,,1,,1,5,,,5,,,,1,,,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,2,2,,1,0,,,,1,2,1,2,,1,20220104,13,1,1718.3366064,0,,0,0,0,0,1,1,2022,10
5000025,1,1,1,2,10,2000,21,1,2,,2,,1,,1,6,,,2,1,2,,,,1,,,,,1,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,8,4,1022,5,1022,1,2,1,2,,1,20220104,13,1,1454.981569,0,,0,0,0,0,1,1,2022,10
5000025,1,2,2,1,12,1998,23,2,2,,2,,1,,1,5,,,2,1,1,,,,1,,,,,,,,,1,1,1,36341,4,4,4,4,4,4,4,4,1,2,,8,4,732,5,732,1,2,2,1,,1,20220104,13,1,1454.981569,0,,0,0,0,0,1,1,2022,10
5000025,1,3,1,1,12,2016,5,3,1,1,1,2,1,,1,5,,,,,,,,,,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,2,2,,1,0,,,,1,2,,,,1,20220104,13,1,1454.981569,,,,,0,0,1,,2022,10
5000025,1,4,4,1,2,1965,56,5,3,,3,,1,,1,5,,,4,,,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,2,2,1,,1,20220104,13,1,1454.981569,0,,0,0,0,0,1,1,2022,10
5000026,1,1,1,1,4,1964,57,1,3,,3,,1,,1,5,,,4,,,,1,,1,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,4,1,,,,1,2,2,1,,1,20220104,13,1,1366.3121911,0,,0,0,0,0,1,1,2022,10
5000027,1,1,1,2,5,1952,69,1,2,,3,,1,,1,5,,,4,,,,1,,1,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,1,0,,,,1,2,1,2,,1,20220104,13,1,1718.3366064,0,,0,0,0,0,1,1,2022,10
5000027,1,2,2,1,5,1978,43,3,1,1,2,,1,,1,5,,,6,,,,,,1,,,1,,1,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,2,2,1,,1,20220104,13,1,1718.3366064,0,,0,0,0,0,1,1,2022,10
5000029,1,1,1,2,3,1958,63,1,2,,3,,1,,1,6,,,2,1,2,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,1,2,,1,0,,,,1,1,1,2,,1,20220104,13,1,2149.7183258,0,,0,0,0,0,1,1,2022,10
5000029,1,2,2,1,7,1950,71,2,3,,3,,1,,1,6,,,2,1,1,,,,1,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,1,0,,,,1,1,2,1,,1,20220104,13,1,2149.7183258,0,,0,0,0,0,1,1,2022,10
5000030,1,1,1,2,8,1975,46,1,3,,3,,1,,1,5,,,2,1,2,1,,,,1,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,2,2,,1,0,,,,1,1,1,2,,1,20220104,13,1,2753.0679557,0,,0,0,0,0,1,1,2022,10
5000030,1,2,2,1,10,1970,51,2,2,,2,,1,,1,5,,,2,1,1,,,,1,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,3,3,,,,1,1,2,1,,1,20220104,13,1,2753.0679557,0,,0,0,0,0,1,1,2022,10
5000030,1,3,3,2,8,2002,19,3,1,1,2,,1,,1,5,,,4,,,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,1,1,1,4,4,,,,1,1,1,2,,1,20220104,13,1,2753.0679557,0,,0,0,0,0,1,1,2022,10
5000030,1,4,3,1,1,2018,4,8,1,3,2,,2,2,1,6,,,,,,,,,,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,2,2,,1,0,,,,1,1,,,,1,20220104,13,1,2753.0679557,,,,,,,0,,2022,10
5000031,1,1,1,1,9,1967,54,1,2,,3,,1,,1,6,,,2,1,2,,1,,1,,,,,,,,,1,1,1,36341,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,,1,20220104,13,1,2767.6500084,0,,0,0,0,0,1,1,2022,10
5000031,1,2,2,2,4,1980,41,2,3,,3,,1,,1,6,,,2,1,1,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,1,2,,3,3,,,,1,1,1,2,,1,20220104,13,1,2767.6500084,0,,0,0,0,0,1,1,2022,10
5000031,1,3,3,1,7,2004,17,3,1,2,1,1,1,,1,6,,,6,,,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,1,2,,4,1,,,,1,1,,,,1,20220104,13,1,2767.6500084,,,,,0,0,1,,2022,10
5000031,1,4,4,2,6,1999,22,3,1,2,2,,1,,1,6,,,4,,,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,1,2,,8,4,112,5,112,1,1,1,2,,1,20220104,13,1,2767.6500084,0,,0,0,0,0,1,1,2022,10
5000031,1,5,4,2,5,2018,3,8,1,4,2,,2,2,1,6,,,,,,,,,,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,2,2,,1,0,,,,1,1,,,,1,20220104,13,1,2767.6500084,,,,,,,0,,2022,10
5000032,1,1,1,1,10,1954,67,1,3,,3,,2,1,2,6,,,5,,,,,1,,1,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,3,1,,,,1,1,2,1,,1,20220104,13,1,2532.8700316,0,,0,0,0,0,0,1,2022,10
5000032,1,2,2,2,8,1991,30,3,3,,1,1,2,2,1,6,,,6,,,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,1,2,,1,20220104,13,1,2532.8700316,0,,0,0,0,0,0,1,2022,10
5000033,1,1,1,2,5,1977,44,1,2,,3,,1,,1,6,,,2,1,2,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,1,2,,3,4,,,,1,1,1,2,,1,20220104,13,1,2398.313804,0,,0,0,0,0,1,1,2022,10
5000033,1,2,2,1,11,1966,55,2,2,,3,,1,,1,6,,,2,1,1,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,1,2,,3,5,,,,1,1,2,1,,1,20220104,13,1,2398.313804,0,,0,0,0,0,1,1,2022,10
5000033,1,3,3,2,8,2002,19,3,1,1,1,2,1,,1,6,,,6,,,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,1,2,,1,20220104,13,1,2398.313804,0,,0,0,0,0,1,1,2022,10
5000033,1,4,4,2,1,2001,20,3,1,1,1,2,1,,1,6,,,2,1,5,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,1,2,,1,20220104,13,1,2398.313804,0,,0,0,0,0,1,1,2022,10
5000033,1,5,5,1,9,1998,23,7,2,,2,,1,,1,6,,,2,1,4,,,,1,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,3,4,,,,1,1,2,1,,1,20220104,13,1,2398.313804,0,,0,0,0,0,1,1,2022,10
5000033,1,6,4,2,3,2021,0,8,1,4,1,5,2,2,1,6,,,,,,,,,,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,,,,,,,,,1,1,,,,1,20220104,13,1,2398.313804,,,,,,,0,,2022,10
5000033,1,7,7,2,10,1998,23,3,1,1,1,2,1,,1,6,,,4,,,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,1,2,,1,20220104,13,1,2398.313804,0,,0,0,0,0,1,1,2022,10
5000033,1,8,7,1,4,2015,6,8,1,7,2,,2,2,1,6,,,,,,,,,,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,2,1,1,3,1,,,,1,1,,,,1,20220104,13,1,2398.313804,,,,,0,0,0,,2022,10
5000033,1,9,7,2,6,2018,3,8,1,7,2,,2,2,1,6,,,,,,,,,,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,2,2,,1,0,,,,1,1,,,,1,20220104,13,1,2398.313804,,,,,,,0,,2022,10
5000034,1,1,1,1,1,1961,60,1,2,,3,,1,,1,5,,,2,1,2,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,1,2,,3,2,,,,1,1,2,1,,1,20220104,13,1,2149.7183258,0,,0,0,0,0,1,1,2022,10
5000034,1,2,2,2,9,1960,61,2,3,,3,,1,,1,6,,,2,1,1,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,1,2,,3,2,,,,1,1,1,2,,1,20220104,13,1,2149.7183258,0,,0,0,0,0,1,1,2022,10
5000035,1,1,1,2,12,1970,51,1,3,,3,,1,,1,6,,,3,1,2,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,2,2,,1,0,,,,1,1,1,2,,1,20220104,13,1,2594.2768636,0,,0,0,0,0,1,1,2022,10
5000035,1,2,2,1,3,1962,59,2,3,,3,,1,,1,6,,,3,1,1,,,,1,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,2,2,,1,0,,,,1,1,2,1,,1,20220104,13,1,2594.2768636,0,,0,0,0,0,1,1,2022,10
5000035,1,3,3,1,11,1993,28,3,1,1,1,2,1,,1,6,,,6,,,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,1,2,,4,1,,,,1,1,2,1,,1,20220104,13,1,2594.2768636,0,,0,0,0,0,1,1,2022,10
5000035,1,4,3,1,2,2018,3,8,2,,1,3,1,,1,6,,,,,,,,,,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,2,2,,1,0,,,,1,1,,,,1,20220104,13,1,2594.2768636,,,,,,,1,,2022,10
5000035,1,5,1,2,8,2008,13,8,2,,2,,1,,1,6,,,6,,,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,1,1,1,4,2,,,,1,1,,,,1,20220104,13,1,2594.2768636,,,,,0,0,1,,2022,10
5000035,1,6,1,1,6,2011,10,8,2,,2,,1,,1,6,,,6,,,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,1,1,1,3,3,,,,1,1,,,,1,20220104,13,1,2594.2768636,,,,,0,0,1,,2022,10
5000035,1,7,1,1,12,2015,6,8,2,,2,,1,,1,6,,,,,,,,,,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,2,1,1,2,1,,,,1,1,,,,1,20220104,13,1,2594.2768636,,,,,0,0,1,,2022,10
5000036,1,1,1,2,10,1957,64,1,3,,3,,1,,1,6,,,2,1,2,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,1,2,,3,5,,,,1,1,1,2,,1,20220104,13,1,1879.0745094,0,,0,0,0,0,1,1,2022,10
5000036,1,2,2,1,10,1962,59,2,3,,3,,1,,1,6,,,2,1,1,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,1,2,,3,3,,,,1,1,2,1,,1,20220104,13,1,1879.0745094,0,,0,0,0,0,1,1,2022,10
5000036,1,3,3,1,5,1993,28,3,1,1,1,2,1,,1,6,,,2,1,4,,,,,,,,,,,1,,1,1,1,36341,4,4,4,4,4,4,4,4,1,2,,8,4,613,5,613,1,1,2,1,,1,20220104,13,1,1879.0745094,0,,0,0,0,0,1,1,2022,10
5000036,1,4,4,2,8,1997,24,7,2,,2,,1,,1,5,,,2,1,3,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,1,2,,9,6,413,6,413,1,1,1,2,,1,20220104,13,1,1879.0745094,0,,0,0,0,0,1,1,2022,10
5000036,1,5,4,1,8,2019,2,8,1,4,1,3,1,,1,6,,,,,,,,,,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,,,,,,,,,1,1,,,,1,20220104,13,1,1879.0745094,,,,,,,1,,2022,10
5000036,1,6,4,1,10,2021,0,8,1,4,1,3,1,,1,6,,,,,,,,,,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,,,,,,,,,1,1,,,,1,20220104,13,1,1879.0745094,,,,,,,1,,2022,10
5000037,1,1,1,2,3,2004,17,1,2,,2,,1,,1,5,,,2,1,2,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,1,2,,4,2,,,,1,1,,,,1,20220104,13,1,3404.4565052,,,,,0,0,1,,2022,10
5000037,1,2,2,1,12,1999,22,2,2,,2,,1,,1,6,,,2,1,1,,1,,,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,,1,20220104,13,1,3404.4565052,0,,0,0,0,0,1,1,2022,10
5000037,1,3,1,1,5,2021,0,3,1,1,1,2,1,,1,6,,,,,,,,,,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,,,,,,,,,1,1,,,,1,20220104,13,1,3404.4565052,,,,,,,1,,2022,10
5000038,1,1,1,2,2,1955,66,1,3,,3,,1,,1,6,,,5,,,,,1,1,1,,,,,,,,2,,,,4,4,4,4,4,4,4,4,1,2,,1,0,,,,1,1,1,2,,1,20220104,13,1,2363.2465009,0,,0,0,0,0,1,1,2022,10
5000038,1,2,2,1,10,1984,37,3,1,1,3,,1,,1,6,,,4,,,,1,,1,1,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,4,1,,,,1,1,2,1,,1,20220104,13,1,2363.2465009,0,,0,0,0,0,1,1,2022,10
5000038,1,3,2,2,3,2015,6,8,2,,1,2,2,2,1,6,,,,,,,,,,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,2,1,1,1,0,,,,1,1,,,,1,20220104,13,1,2363.2465009,,,,,0,0,0,,2022,10
5000038,1,4,2,1,11,2017,4,8,2,,1,2,2,2,1,6,,,,,,,,,,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,2,2,,1,0,,,,1,1,,,,1,20220104,13,1,2363.2465009,,,,,,,0,,2022,10
5000039,1,1,1,1,3,1964,57,1,2,,2,,1,,1,6,,,5,,,,,,1,1,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,3,5,,,,1,1,2,1,,1,20220104,13,1,2502.039617,0,,0,0,0,0,1,1,2022,10
5000039,1,2,2,2,11,1986,35,3,3,,1,1,1,,1,6,,,4,,,,,,,1,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,1,2,,1,20220104,13,1,2502.039617,0,,0,0,0,0,1,1,2022,10
5000039,1,3,3,1,9,2003,18,8,1,2,2,,1,,1,6,,,6,,,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,1,2,,4,3,,,,1,1,2,1,,1,20220104,13,1,2502.039617,0,,0,0,0,0,1,1,2022,10
5000039,1,4,4,2,2,2010,11,8,1,2,2,,1,,1,6,,,6,,,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,1,1,1,3,4,,,,1,1,,,,1,20220104,13,1,2502.039617,,,,,0,0,1,,2022,10
5000039,1,5,2,1,2,2013,8,8,1,2,2,,1,,1,6,,,,,,,,,,,,,,,,,,1,3,,,4,3,4,3,4,2,4,4,2,1,1,1,0,,,,1,1,,,,1,20220104,13,1,2502.039617,,,,,1,1,1,,2022,10
5000040,1,1,1,1,1,1953,69,1,3,,3,,1,,1,6,,,2,1,2,,,,1,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,3,5,,,,1,1,2,1,,1,20220104,13,1,1861.1295139,0,,0,0,0,0,1,1,2022,10
5000040,1,2,2,2,8,1960,61,2,3,,2,,1,,1,5,,,2,1,1,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,2,2,,1,0,,,,1,1,1,2,,1,20220104,13,1,1861.1295139,0,,0,0,0,0,1,1,2022,10
5000040,1,3,3,2,7,1994,27,3,1,2,1,1,1,,1,6,,,4,,,,1,1,1,1,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,1,2,,1,20220104,13,1,1861.1295139,0,,0,0,0,0,1,1,2022,10
5000040,1,4,3,1,3,2015,6,8,1,3,2,,2,2,1,6,,,,,,,,,,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,2,1,1,2,0,,,,1,1,,,,1,20220104,13,1,1861.1295139,,,,,0,0,0,,2022,10
5000040,1,5,3,2,11,2016,5,8,1,3,2,,2,2,1,6,,,,,,,,,,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,2,1,1,1,0,,,,1,1,,,,1,20220104,13,1,1861.1295139,,,,,0,0,0,,2022,10
5000041,1,1,1,1,1,1990,32,1,2,,2,,1,,1,6,,,3,1,2,,1,1,1,,,1,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,,1,20220104,13,1,2635.4219315,0,,0,0,0,0,1,1,2022,10
5000041,1,2,2,2,1,1988,34,2,2,,2,,1,,1,6,,,3,1,1,1,,,,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,4,4,,,,1,1,1,2,,1,20220104,13,1,2635.4219315,0,,0,0,0,0,1,1,2022,10
5000041,1,3,1,1,12,2019,2,3,1,2,1,1,2,2,1,6,,,,,,,,,,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,,,,,,,,,1,1,,,,1,20220104,13,1,2635.4219315,,,,,,,0,,2022,10
5000042,1,1,1,1,12,1949,72,1,3,,3,,1,,2,6,,,2,1,2,1,1,,1,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,3,5,,,,1,1,2,1,,1,20220104,13,1,1414.9825801,0,,0,0,0,0,0,1,2022,10
5000042,1,2,2,2,4,1964,57,2,2,,3,,1,,2,6,,,2,1,1,1,,,,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,2,2,,1,0,,,,1,1,1,2,,1,20220104,13,1,1414.9825801,0,,0,0,0,0,0,1,2022,10
5000042,1,3,3,1,4,1961,60,13,2,,2,,1,,1,6,,,4,,,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,1,2,,4,4,,,,1,1,2,1,,1,20220104,13,1,1414.9825801,0,,0,0,0,0,1,1,2022,10
5000043,1,1,1,2,9,1988,33,1,3,,2,,1,,1,6,,,4,,,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,1,2,,4,2,,,,1,1,1,2,,1,20220104,13,1,3087.2915736,0,,0,0,0,0,1,1,2022,10
5000043,1,2,1,2,2,2007,14,3,1,1,2,,1,,1,6,,,6,,,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,1,1,1,4,3,,,,1,1,,,,1,20220104,13,1,3087.2915736,,,,,0,0,1,,2022,10
5000043,1,3,1,1,3,2009,12,3,1,1,2,,1,,1,6,,,6,,,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,1,1,1,3,5,,,,1,1,,,,1,20220104,13,1,3087.2915736,,,,,0,0,1,,2022,10
5000043,1,4,1,2,2,2011,10,3,1,1,2,,1,,1,6,,,6,,,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,1,1,1,3,3,,,,1,1,,,,1,20220104,13,1,3087.2915736,,,,,0,0,1,,2022,10
5000044,1,1,1,2,4,1965,56,1,3,,3,,1,,1,6,,,4,,,,1,1,,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,3,2,,,,1,1,1,2,,1,20220104,13,1,2076.9218745,0,,0,0,0,0,1,1,2022,10
5000044,1,2,2,1,6,1989,32,3,1,1,2,,1,,1,6,,,4,,,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,1,2,,3,5,,,,1,1,2,1,,1,20220104,13,1,2076.9218745,0,,0,0,0,0,1,1,2022,10
5000044,1,3,3,1,3,1988,33,3,1,1,2,,1,,1,6,,,6,,,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,,1,20220104,13,1,2076.9218745,0,,0,0,0,0,1,1,2022,10
5000044,1,4,4,1,8,2002,19,3,1,1,2,,1,,1,6,,,6,,,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,,1,20220104,13,1,2076.9218745,0,,0,0,0,0,1,1,2022,10
5000044,1,5,1,2,4,2012,9,8,2,,2,,1,,1,6,,,,,,,,,,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,1,1,3,4,,,,1,1,,,,1,20220104,13,1,2076.9218745,,,,,0,0,1,,2022,10
5000044,1,6,1,2,10,2013,8,8,2,,2,,1,,1,6,,,,,,,,,,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,1,1,3,2,,,,1,1,,,,1,20220104,13,1,2076.9218745,,,,,0,0,1,,2022,10
5000045,1,1,1,2,7,1966,55,1,2,,2,,1,,1,6,,,5,,,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,1,2,,3,5,,,,1,1,1,2,,1,20220104,13,1,2194.015156,0,,0,0,0,0,1,1,2022,10
5000045,1,2,2,1,10,1985,36,3,1,1,3,,1,,1,6,,,6,,,,,,,1,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,3,4,,,,1,1,2,1,,1,20220104,13,1,2194.015156,0,,0,0,0,0,1,1,2022,10
5000046,1,1,1,2,1,1990,32,1,2,,2,,1,,1,6,,,2,1,2,,1,,1,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,8,4,913,5,913,1,1,1,2,,1,20220104,13,1,2618.4791906,0,,0,0,0,0,1,1,2022,10
5000046,1,2,2,1,12,1974,47,2,3,,3,,1,,1,6,,,2,1,1,,,1,1,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,,1,20220104,13,1,2618.4791906,0,,0,0,0,0,1,1,2022,10
5000046,1,3,1,2,5,2013,8,3,1,1,2,,1,,1,6,,,,,,,,,,,,,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,1,1,3,3,,,,1,1,,,,1,20220104,13,1,2618.4791906,,,,,0,0,1,,2022,10
5000047,1,1,1,2,8,1960,61,1,3,,3,,1,,1,6,,,4,,,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,1,2,,3,2,,,,1,1,1,2,,1,20220104,13,1,2493.596194,0,,0,0,0,0,1,1,2022,10
5000048,1,1,1,1,12,1964,57,1,3,,3,,1,,1,6,,,4,,,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,1,2,,4,2,,,,1,1,2,1,,1,20220104,13,1,2265.4192998,0,,0,0,0,0,1,1,2022,10
5000048,1,2,2,1,1,1990,32,3,3,,1,1,1,,1,5,,,2,2,,,,,,,,,,,,1,,1,3,,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,2,1,,1,20220104,13,1,2265.4192998,0,,0,0,0,0,1,1,2022,10
5000049,1,1,1,2,10,1979,42,1,3,,3,,1,,2,6,,,4,,,,1,,,,,1,,,,,,1,3,,,4,4,4,4,4,4,4,4,1,2,,5,2,,2,,1,1,1,2,,1,20220104,13,1,1113.3371378,0,,0,0,0,0,0,1,2022,10
