PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;FT;FFT;PET;P6240;P6240S1;P6240S2;P6250;P6260;P6260S1;P6260S1A1;P6260S2;P6270;P6280;P3362S1;P3362S2;P3362S3;P3362S4;P3362S5;P3362S6;P3362S7;P3362S8;P3362S7A1;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351
20250519;05;2025;8215312;1;3;1;50;44;1;72.686910189;44;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215313;1;1;1;50;44;1;100.4443335;44;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215314;1;1;1;50;44;1;101.11722204;44;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215314;1;2;1;50;44;1;101.11722204;44;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215315;1;1;1;50;44;1;114.17806045;44;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215315;1;2;1;50;44;1;114.17806045;44;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215316;1;1;1;50;47;1;82.654794075;47;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215316;1;2;1;50;47;1;82.654794075;47;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215317;1;1;1;50;47;1;112.7621309;47;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215317;1;2;1;50;47;1;112.7621309;47;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215317;1;3;1;50;47;1;112.7621309;47;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215317;1;4;1;50;47;1;112.7621309;47;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215318;1;1;1;50;47;1;138.99096129;47;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215318;1;4;1;50;47;1;138.99096129;47;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215319;1;1;1;50;47;1;225.11719719;47;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215319;1;2;1;50;47;1;225.11719719;47;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215319;1;3;1;50;47;1;225.11719719;47;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215320;1;1;1;50;47;1;195.85890543;47;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215320;1;2;1;50;47;1;195.85890543;47;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215321;1;1;1;50;47;1;222.00630584;47;1;;1;2;;;2;2;;;;2;1;1;1;;;;;;;;;;;;;;;1
20250519;05;2025;8215321;1;2;1;50;47;1;222.00630584;47;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215321;1;3;1;50;47;1;222.00630584;47;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215322;1;1;1;50;47;1;146.48922363;47;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215322;1;2;1;50;47;1;146.48922363;47;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215323;1;1;1;50;47;1;243.79056431;47;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215323;1;2;1;50;47;1;243.79056431;47;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215323;1;3;1;50;47;1;243.79056431;47;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215324;1;1;1;50;47;1;170.60128646;47;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215324;1;2;1;50;47;1;170.60128646;47;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215325;1;1;1;50;47;1;213.09001079;47;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215325;1;2;1;50;47;1;213.09001079;47;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215326;1;1;1;50;47;1;174.1965031;47;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215326;1;2;1;50;47;1;174.1965031;47;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215326;1;3;1;50;47;1;174.1965031;47;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215326;1;4;1;50;47;1;174.1965031;47;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215327;1;1;1;50;47;1;134.62955569;47;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215327;1;2;1;50;47;1;134.62955569;47;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215328;1;1;1;50;47;1;166.95034979;47;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215328;1;2;1;50;47;1;166.95034979;47;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215328;1;3;1;50;47;1;166.95034979;47;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215329;1;1;1;50;47;1;404.67480616;47;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215329;1;2;1;50;47;1;404.67480616;47;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215330;1;1;1;50;47;1;223.4816882;47;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215331;1;1;1;50;47;1;234.63613319;47;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215331;1;2;1;50;47;1;234.63613319;47;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215331;1;3;1;50;47;1;234.63613319;47;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215331;1;4;1;50;47;1;234.63613319;47;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215332;1;1;1;50;47;1;141.26829597;47;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215332;1;2;1;50;47;1;141.26829597;47;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215333;1;1;1;50;47;1;175.01842239;47;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215333;1;2;1;50;47;1;175.01842239;47;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215334;1;1;1;50;47;1;255.93329824;47;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215334;1;2;1;50;47;1;255.93329824;47;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215335;1;1;1;50;47;1;220.34126861;47;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215335;1;2;1;50;47;1;220.34126861;47;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215336;1;1;1;50;47;1;121.95022018;47;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215336;1;2;1;50;47;1;121.95022018;47;;1;1;6;DESCANSANDO;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215337;1;1;1;50;47;1;93.34315861;47;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215337;1;2;1;50;47;1;93.34315861;47;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215338;1;1;1;50;47;1;76.148890884;47;1;;1;2;;;2;2;;;;2;1;1;1;;;;;;;;;;;;;;;1
20250519;05;2025;8215339;1;1;1;50;47;1;227.39833462;47;;1;1;6;VER TELEVISION;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215339;1;2;1;50;47;1;227.39833462;47;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215339;1;3;1;50;47;1;227.39833462;47;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215339;1;4;1;50;47;1;227.39833462;47;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215340;1;1;1;50;47;1;238.71550865;47;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215341;1;1;1;50;47;1;221.55610758;47;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215341;1;2;1;50;47;1;221.55610758;47;1;;1;2;;;2;2;;;;2;1;1;1;;;;;;;;;;;;;;;1
20250518;05;2025;8215342;1;1;1;50;50;1;572.18783299;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250518;05;2025;8215343;1;1;1;50;50;1;522.04972211;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250518;05;2025;8215343;1;2;1;50;50;1;522.04972211;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250518;05;2025;8215344;1;1;1;50;50;1;629.72022631;50;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;
20250518;05;2025;8215344;1;2;1;50;50;1;629.72022631;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250518;05;2025;8215344;1;3;1;50;50;1;629.72022631;50;1;;1;3;;;2;2;;;;2;1;1;1;1;;;;;;;;;;;;;;1
20250518;05;2025;8215344;1;4;1;50;50;1;629.72022631;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250518;05;2025;8215345;1;1;1;50;50;1;527.78075797;50;1;;1;4;;;2;2;;;;2;1;1;;;;;;;;;;;;;;;;1
20250518;05;2025;8215345;1;2;1;50;50;1;527.78075797;50;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;
20250518;05;2025;8215346;1;1;1;50;50;1;368.40236691;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250518;05;2025;8215347;1;1;1;50;50;1;603.21897249;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250518;05;2025;8215347;1;2;1;50;50;1;603.21897249;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250518;05;2025;8215347;1;3;1;50;50;1;603.21897249;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250518;05;2025;8215347;1;4;1;50;50;1;603.21897249;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250518;05;2025;8215347;1;5;1;50;50;1;603.21897249;50;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250518;05;2025;8215348;1;1;1;50;50;1;478.21084813;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250518;05;2025;8215348;1;2;1;50;50;1;478.21084813;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215350;1;1;1;50;50;1;174.20367398;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215350;1;2;1;50;50;1;174.20367398;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215351;1;1;1;50;50;1;304.31816657;50;1;;1;4;;;2;2;;;;2;1;1;;;;;;;;;;;;;;;;1
20250519;05;2025;8215351;1;2;1;50;50;1;304.31816657;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215352;1;1;1;50;50;1;266.43110712;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215352;1;2;1;50;50;1;266.43110712;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215353;1;1;1;50;50;1;408.06246095;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215353;1;2;1;50;50;1;408.06246095;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215353;1;3;1;50;50;1;408.06246095;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215354;1;1;1;50;50;1;298.1164676;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215354;1;3;1;50;50;1;298.1164676;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215354;1;4;1;50;50;1;298.1164676;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215355;1;1;1;50;50;1;246.93277306;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215355;1;2;1;50;50;1;246.93277306;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215355;1;4;1;50;50;1;246.93277306;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215356;1;1;1;50;50;1;344.07210111;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215357;1;1;1;50;50;1;203.22989302;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215357;1;2;1;50;50;1;203.22989302;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215357;1;3;1;50;50;1;203.22989302;50;1;;1;4;;;2;2;;;;2;1;;;1;;1;;;;;;;;;;;;1
20250519;05;2025;8215358;1;1;1;50;50;1;241.00399054;50;1;;1;4;;;2;2;;;;2;1;1;;;;;;;;;;;;;;;;1
20250519;05;2025;8215358;1;2;1;50;50;1;241.00399054;50;1;;1;3;;;2;2;;;;2;1;;1;1;;;;;;;;;;;;;;1
20250519;05;2025;8215358;1;3;1;50;50;1;241.00399054;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215358;1;4;1;50;50;1;241.00399054;50;;1;1;6;REALIZAR MANUALIDADES EN PAPEL;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215359;1;1;1;50;50;1;223.7254661;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215359;1;2;1;50;50;1;223.7254661;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215360;1;1;1;50;50;1;549.80657888;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215360;1;2;1;50;50;1;549.80657888;50;1;;1;2;;;2;2;;;;2;1;1;1;;;;;;;;;;;;;;;1
20250519;05;2025;8215360;1;3;1;50;50;1;549.80657888;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215361;1;1;1;50;50;1;231.78687948;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215361;1;2;1;50;50;1;231.78687948;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215361;1;3;1;50;50;1;231.78687948;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215362;1;1;1;50;50;1;521.27771535;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215362;1;2;1;50;50;1;521.27771535;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215362;1;3;1;50;50;1;521.27771535;50;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215363;1;1;1;50;50;1;667.62361123;50;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215363;1;2;1;50;50;1;667.62361123;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215363;1;3;1;50;50;1;667.62361123;50;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215366;1;1;1;50;50;1;204.77840736;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215367;1;1;1;50;50;1;152.81130216;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215368;1;1;1;50;50;1;545.68998743;50;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215368;1;2;1;50;50;1;545.68998743;50;1;;1;2;;;2;2;;;;2;1;1;1;;;;;;;;;;;;;;;1
20250519;05;2025;8215368;1;3;1;50;50;1;545.68998743;50;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215369;1;1;1;50;50;1;203.40442544;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215369;1;2;1;50;50;1;203.40442544;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215369;1;3;1;50;50;1;203.40442544;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215370;1;1;1;50;50;1;340.95714722;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215370;1;2;1;50;50;1;340.95714722;50;1;;1;3;;;1;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215371;1;1;1;50;50;1;735.67007098;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215372;1;1;1;50;50;1;735.67007098;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215373;1;1;1;50;50;1;248.31836602;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215374;1;1;1;50;50;1;222.62960838;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215374;1;2;1;50;50;1;222.62960838;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215374;1;4;1;50;50;1;222.62960838;50;;1;1;6;DESCANSANDO POR VEJEZ;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215375;1;1;1;50;50;1;655.56589037;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215375;1;2;1;50;50;1;655.56589037;50;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215375;1;3;1;50;50;1;655.56589037;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215377;1;1;1;50;50;1;259.01189111;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215378;1;1;1;50;50;1;294.89430905;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215378;1;2;1;50;50;1;294.89430905;50;1;;1;4;;;2;1;1;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215378;1;3;1;50;50;1;294.89430905;50;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215379;1;1;1;50;50;1;193.85465414;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215379;1;2;1;50;50;1;193.85465414;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215379;1;3;1;50;50;1;193.85465414;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215380;1;1;1;50;50;1;195.4790048;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215380;1;2;1;50;50;1;195.4790048;50;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215382;1;1;1;50;50;1;237.78640917;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215382;1;5;1;50;50;1;237.78640917;50;;1;1;6;DESCANSANDO;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215383;1;1;1;50;50;1;277.42485049;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215383;1;2;1;50;50;1;277.42485049;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215384;1;1;1;50;50;1;323.57980364;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215384;1;2;1;50;50;1;323.57980364;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215385;1;1;1;50;50;1;349.666053;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215386;1;1;1;50;50;1;417.18821998;50;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215386;1;2;1;50;50;1;417.18821998;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215387;1;1;1;50;50;1;382.10510139;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215387;1;2;1;50;50;1;382.10510139;50;1;;1;6;GUARDAR REPOSO POR ENFERMEDAD GENERAL;;1;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215388;1;1;1;50;50;1;416.13727574;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215388;1;2;1;50;50;1;416.13727574;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215389;1;1;1;50;50;1;300.51409378;50;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215389;1;2;1;50;50;1;300.51409378;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215390;1;1;1;50;50;1;582.17343448;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215390;1;2;1;50;50;1;582.17343448;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215390;1;5;1;50;50;1;582.17343448;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215390;1;6;1;50;50;1;582.17343448;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215390;1;7;1;50;50;1;582.17343448;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215391;1;1;1;50;50;1;305.16684426;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215392;1;1;1;50;50;1;282.56379145;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215392;1;2;1;50;50;1;282.56379145;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215392;1;3;1;50;50;1;282.56379145;50;1;;1;2;;;2;2;;;;2;1;1;1;;;;;;;;;;;;;;;1
20250519;05;2025;8215393;1;1;1;50;50;1;170.86575037;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215393;1;2;1;50;50;1;170.86575037;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215393;1;3;1;50;50;1;170.86575037;50;;1;1;6;DESCANSANDO;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215395;1;1;1;50;50;1;153.82114313;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215395;1;2;1;50;50;1;153.82114313;50;1;;1;2;;;2;2;;;;2;1;1;1;;;;;;;;;;;;;;;1
20250519;05;2025;8215395;1;3;1;50;50;1;153.82114313;50;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215395;1;4;1;50;50;1;153.82114313;50;;1;1;6;DESCANSANDO EN EL HOGAR POR EDAD;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215396;1;1;1;50;50;1;417.63977769;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215396;1;2;1;50;50;1;417.63977769;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215397;1;1;1;50;50;1;298.66695225;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215397;1;2;1;50;50;1;298.66695225;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215398;1;1;1;50;50;1;184.20118345;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215399;1;1;1;50;50;1;444.0518452;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215399;1;2;1;50;50;1;444.0518452;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215400;1;1;1;50;50;1;152.81130216;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215401;1;1;1;50;50;1;137.60835824;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215401;1;2;1;50;50;1;137.60835824;50;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215402;1;1;1;50;50;1;217.75459248;50;;1;1;6;DESCANSANDO EN EL HOGAR;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215402;1;2;1;50;50;1;217.75459248;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215403;1;1;1;50;50;1;240.61416199;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215403;1;2;1;50;50;1;240.61416199;50;1;;1;4;;;2;2;;;;2;1;;;1;;;;;;;;;;;;;;1
20250519;05;2025;8215403;1;3;1;50;50;1;240.61416199;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215404;1;1;1;50;50;1;216.44486381;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250519;05;2025;8215404;1;2;1;50;50;1;216.44486381;50;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250519;05;2025;8215405;1;1;1;50;50;1;178.1186131;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
